actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
538,PT10M43.00S,2021-12-14T05:28:39.0Z,4,REGULAR,3pt,Jump Shot,[],1626166,28.038764783180028,19.85294117647058,1610612756,81,71,2021-12-14T05:30:19Z,5290000,151.0,211.0,1,left,MISS C. Payne 25' step back 3PT - blocked,"[1626166, 1628392]",1610612756.0,PHX,step back,,,Payne,C. Payne,,,,,25.94,Missed,,,,,,,,Hartenstein,1628392.0,,,,,,,,,,
539,PT10M43.00S,2021-12-14T05:28:39.0Z,4,REGULAR,block,,[],1628392,,,1610612756,81,71,2021-12-14T05:28:41Z,5300000,,,0,,I. Hartenstein BLOCK (2 BLK),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT10M40.00S,2021-12-14T05:28:42.0Z,4,REGULAR,rebound,defensive,[],1629611,,,1610612746,81,71,2021-12-14T05:28:43Z,5310000,,,0,,T. Mann REBOUND (Off:1 Def:6),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,538.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
541,PT10M26.00S,2021-12-14T05:28:57.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202704,93.61038107752957,46.81372549019608,1610612746,83,71,2021-12-14T05:30:58Z,5320000,-16.0,8.0,1,right,R. Jackson driving reverse Layup (19 PTS),[202704],1610612746.0,LAC,driving reverse,,,Jackson,R. Jackson,,,,,1.76,Made,,,,,,,,,,,19.0,,,,,,,,
542,PT10M11.00S,2021-12-14T05:29:11.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,6.8823915900131425,47.79411764705882,1610612756,83,71,2021-12-14T05:29:16Z,5330000,11.0,12.0,1,left,MISS C. Payne cutting Layup,[1626166],1610612756.0,PHX,cutting,,,Payne,C. Payne,,,,,1.64,Missed,,,,,,,,,,,,,,,,,,,
543,PT10M07.00S,2021-12-14T05:29:15.5Z,4,REGULAR,rebound,offensive,[],203901,,,1610612756,83,71,2021-12-14T05:40:40Z,5340000,,,0,,E. Payton REBOUND (Off:2 Def:1),[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,542.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
544,PT10M07.00S,2021-12-14T05:29:15.3Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203901,5.590000152587891,50.0,1610612756,83,71,2021-12-14T05:35:39Z,5350000,0.0,0.0,1,left,MISS E. Payton tip Layup,[203901],1610612756.0,PHX,tip,,,Payton,E. Payton,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
545,PT10M07.00S,2021-12-14T05:29:15.3Z,4,REGULAR,rebound,defensive,[],1628392,,,1610612746,83,71,2021-12-14T05:29:19Z,5360000,,,0,,I. Hartenstein REBOUND (Off:0 Def:3),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,544.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
546,PT10M01.00S,2021-12-14T05:29:21.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202694,88.74835742444152,48.0392156862745,1610612746,83,71,2021-12-14T05:29:50Z,5370000,-10.0,53.0,1,right,MISS M. Morris Sr. driving Layup - blocked,"[202694, 203901]",1610612746.0,LAC,driving,,,Morris Sr.,M. Morris Sr.,,,,,5.42,Missed,,,,,,,,Payton,203901.0,,,,,,,,,,
547,PT10M01.00S,2021-12-14T05:29:21.1Z,4,REGULAR,block,,[],203901,,,1610612746,83,71,2021-12-14T05:29:23Z,5380000,,,0,,E. Payton BLOCK (1 BLK),[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT09M59.00S,2021-12-14T05:29:23.1Z,4,REGULAR,rebound,defensive,[],1630688,,,1610612756,83,71,2021-12-14T05:29:29Z,5390000,,,0,,I. Wainright REBOUND (Off:2 Def:3),[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,546.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
549,PT09M53.00S,2021-12-14T05:29:30.1Z,4,REGULAR,3pt,Jump Shot,[],203901,10.82457293035479,4.901960784313729,1610612756,83,71,2021-12-14T05:29:37Z,5400000,225.0,49.0,1,left,MISS E. Payton 3PT,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,23.08,Missed,,,,,,,,,,,,,,,,,,,
550,PT09M53.00S,2021-12-14T05:29:30.1Z,4,REGULAR,rebound,defensive,[],1628392,,,1610612746,83,71,2021-12-14T05:29:37Z,5410000,,,0,,I. Hartenstein REBOUND (Off:0 Def:4),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,549.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
551,PT09M30.00S,2021-12-14T05:29:53.0Z,4,REGULAR,2pt,Jump Shot,[],202694,94.66162943495401,30.637254901960787,1610612746,85,71,2021-12-14T05:29:59Z,5420000,-97.0,-2.0,1,right,M. Morris Sr. 9' turnaround fadeaway Jump Shot (18 PTS),[202694],1610612746.0,LAC,turnaround fadeaway,,,Morris Sr.,M. Morris Sr.,,,,,9.68,Made,,,,,,,,,,,18.0,,,,,,,,
552,PT09M30.00S,2021-12-14T05:29:59.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,85,71,2021-12-14T05:29:59Z,5430000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT09M30.00S,2021-12-14T05:32:24.8Z,4,REGULAR,substitution,out,[],203901,,,1610612756,85,71,2021-12-14T05:32:37Z,5440000,,,0,,SUB out: E. Payton,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT09M30.00S,2021-12-14T05:32:24.8Z,4,REGULAR,substitution,out,[],1630688,,,1610612756,85,71,2021-12-14T05:32:37Z,5450000,,,0,,SUB out: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT09M30.00S,2021-12-14T05:32:24.8Z,4,REGULAR,substitution,in,[],201580,,,1610612756,85,71,2021-12-14T05:32:37Z,5460000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT09M30.00S,2021-12-14T05:32:24.8Z,4,REGULAR,substitution,in,[],203109,,,1610612756,85,71,2021-12-14T05:32:37Z,5470000,,,0,,SUB in: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT09M13.00S,2021-12-14T05:33:02.9Z,4,REGULAR,2pt,Jump Shot,[],1629013,13.584099868593952,32.59803921568627,1610612756,85,71,2021-12-14T05:33:07Z,5480000,87.0,75.0,1,left,MISS L. Shamet 11' pullup Shot,[1629013],1610612756.0,PHX,pullup,,,Shamet,L. Shamet,,,,,11.5,Missed,,,,,,,,,,,,,,,,,,,
558,PT09M11.00S,2021-12-14T05:33:04.9Z,4,REGULAR,rebound,offensive,[],201580,,,1610612756,85,71,2021-12-14T05:33:07Z,5490000,,,0,,J. McGee REBOUND (Off:4 Def:7),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,557.0,11.0,7.0,4.0,,,,,,,,,,,,,,,
559,PT09M02.00S,2021-12-14T05:33:14.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626166,17.132063074901453,62.00980392156863,1610612756,85,71,2021-12-14T05:33:19Z,5500000,-60.0,109.0,1,left,MISS C. Payne 12' driving floating Shot,[1626166],1610612756.0,PHX,driving floating,,,Payne,C. Payne,,,,,12.4,Missed,,,,,,,,,,,,,,,,,,,
560,PT08M57.00S,2021-12-14T05:33:19.0Z,4,REGULAR,rebound,offensive,[],201580,,,1610612756,85,71,2021-12-14T05:33:19Z,5510000,,,0,,J. McGee REBOUND (Off:5 Def:7),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,559.0,12.0,7.0,5.0,,,,,,,,,,,,,,,
561,PT08M57.00S,2021-12-14T05:33:19.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201580,5.590000152587891,50.0,1610612756,85,73,2021-12-14T05:33:19Z,5520000,0.0,0.0,1,left,J. McGee tip Layup (9 PTS),[201580],1610612756.0,PHX,tip,,,McGee,J. McGee,,,,,0.0,Made,,,,,,,,,,,9.0,,,,,,,,
562,PT08M44.00S,2021-12-14T05:33:32.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,82.44086727989487,50.245098039215684,1610612746,87,73,2021-12-14T05:33:36Z,5530000,1.0,113.0,1,right,I. Hartenstein 11' driving floating Jump Shot (10 PTS),[1628392],1610612746.0,LAC,driving floating,,,Hartenstein,I. Hartenstein,,,,,11.26,Made,,,,,,,,,,,10.0,,,,,,,,
563,PT08M32.00S,2021-12-14T05:33:43.5Z,4,REGULAR,2pt,Jump Shot,[],1626166,6.4881734559789805,33.33333333333334,1610612756,87,73,2021-12-14T05:36:58Z,5540000,83.0,8.0,1,left,MISS C. Payne 8' driving floating Shot,[1626166],1610612756.0,PHX,driving floating,,,Payne,C. Payne,,,,,8.37,Missed,,,,,,,,,,,,,,,,,,,
564,PT08M29.00S,2021-12-14T05:33:46.5Z,4,REGULAR,rebound,offensive,[],201580,,,1610612756,87,73,2021-12-14T05:36:58Z,5550000,,,0,,J. McGee REBOUND (Off:6 Def:7),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,563.0,13.0,7.0,6.0,,,,,,,,,,,,,,,
565,PT08M29.00S,2021-12-14T05:33:46.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201580,5.590000152587891,50.0,1610612756,87,73,2021-12-14T05:33:46Z,5560000,0.0,0.0,1,left,MISS J. McGee tip Layup,[201580],1610612756.0,PHX,tip,,,McGee,J. McGee,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
566,PT08M28.00S,2021-12-14T05:33:47.4Z,4,REGULAR,rebound,defensive,[],202694,,,1610612746,87,73,2021-12-14T05:33:47Z,5570000,,,0,,M. Morris Sr. REBOUND (Off:1 Def:10),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,565.0,11.0,10.0,1.0,,,,,,,,,,,,,,,
567,PT08M23.00S,2021-12-14T05:33:53.1Z,4,REGULAR,3pt,Jump Shot,[],1628379,67.7233902759527,47.549019607843135,1610612746,90,73,2021-12-14T05:34:00Z,5580000,-12.0,251.0,1,right,L. Kennard 25' 3PT  (14 PTS) (R. Jackson 2 AST),"[1628379, 202704]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,25.12,Made,,,,,,,,,,,14.0,R. Jackson,202704.0,2.0,,,,,
569,PT08M05.00S,2021-12-14T05:34:11.8Z,4,REGULAR,turnover,bad pass,[],1626166,,,1610612756,90,73,2021-12-14T05:34:16Z,5600000,,,0,,C. Payne bad pass TURNOVER (3 TO),"[1626166, 1628392]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,3.0,Hartenstein,1628392.0,,,,,,,,,,,,
570,PT08M05.00S,2021-12-14T05:34:11.8Z,4,REGULAR,steal,,[],1628392,,,1610612746,90,73,2021-12-14T05:45:08Z,5610000,,,0,,I. Hartenstein STEAL (1 STL),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT08M00.00S,2021-12-14T05:34:16.7Z,4,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",202694,70.74572930354796,72.30392156862744,1610612746,90,73,2021-12-14T05:34:30Z,5620000,112.0,222.0,1,right,MISS M. Morris Sr. 24' running 3PT,[202694],1610612746.0,LAC,running,,,Morris Sr.,M. Morris Sr.,,,,,24.89,Missed,,,,,,,,,,,,,,,,,,,
572,PT07M53.00S,2021-12-14T05:34:23.7Z,4,REGULAR,rebound,offensive,[],1629611,,,1610612746,90,73,2021-12-14T05:34:23Z,5630000,,,0,,T. Mann REBOUND (Off:2 Def:6),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,571.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
573,PT07M53.00S,2021-12-14T05:34:22.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629611,94.40999984741211,50.0,1610612746,92,73,2021-12-14T05:34:22Z,5640000,0.0,0.0,1,right,T. Mann putback Layup (13 PTS),[1629611],1610612746.0,LAC,putback,,,Mann,T. Mann,,,,,0.0,Made,,,,,,,,,,,13.0,,,,,,,,
574,PT07M34.00S,2021-12-14T05:34:41.7Z,4,REGULAR,3pt,Jump Shot,[],1629013,32.37516425755584,66.42156862745098,1610612756,92,73,2021-12-14T05:34:47Z,5650000,-82.0,252.0,1,left,MISS L. Shamet 26' 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,26.48,Missed,,,,,,,,,,,,,,,,,,,
575,PT07M30.00S,2021-12-14T05:34:45.7Z,4,REGULAR,rebound,defensive,[],202704,,,1610612746,92,73,2021-12-14T05:34:47Z,5660000,,,0,,R. Jackson REBOUND (Off:0 Def:3),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,574.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
576,PT07M24.00S,2021-12-14T05:34:51.7Z,4,REGULAR,3pt,Jump Shot,[],202694,68.64323258869908,40.931372549019606,1610612746,92,73,2021-12-14T05:35:27Z,5670000,-45.0,242.0,1,right,MISS M. Morris Sr. 24' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,24.65,Missed,,,,,,,,,,,,,,,,,,,
577,PT07M20.00S,2021-12-14T05:34:55.7Z,4,REGULAR,rebound,defensive,[],1626166,,,1610612756,92,73,2021-12-14T05:35:01Z,5680000,,,0,,C. Payne REBOUND (Off:0 Def:4),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,576.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
578,PT07M20.00S,2021-12-14T05:35:04.1Z,4,REGULAR,foul,personal,[],1628392,,,1610612756,92,73,2021-12-14T05:35:21Z,5690000,,,0,,I. Hartenstein take personal FOUL (3 PF),"[1628392, 1626166]",1610612746.0,LAC,take,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,1363.0,,,,,3.0,0.0,Payne,1626166.0,
580,PT07M20.00S,2021-12-14T05:35:11.6Z,4,REGULAR,substitution,out,[],1628392,,,1610612756,92,73,2021-12-14T05:35:19Z,5710000,,,0,,SUB out: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT07M20.00S,2021-12-14T05:35:11.6Z,4,REGULAR,substitution,out,[],1629013,,,1610612756,92,73,2021-12-14T05:35:19Z,5720000,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT07M20.00S,2021-12-14T05:35:11.6Z,4,REGULAR,substitution,in,[],1627826,,,1610612756,92,73,2021-12-14T05:35:19Z,5730000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT07M20.00S,2021-12-14T05:35:11.6Z,4,REGULAR,substitution,in,[],101108,,,1610612756,92,73,2021-12-14T05:35:19Z,5740000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT07M16.00S,2021-12-14T05:35:31.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,6.750985545335084,53.92156862745098,1610612756,92,75,2021-12-14T05:43:44Z,5750000,-20.0,11.0,1,left,C. Payne driving finger roll Layup (10 PTS) (C. Paul 6 AST),"[1626166, 101108]",1610612756.0,PHX,driving finger roll,,,Payne,C. Payne,,,,,2.25,Made,,,,,,,,,,,10.0,C. Paul,101108.0,6.0,,,,,
586,PT06M49.00S,2021-12-14T05:35:57.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,83.09789750328515,52.69607843137255,1610612746,94,75,2021-12-14T05:36:00Z,5770000,13.0,106.0,1,right,M. Morris Sr. 10' turnaround fadeaway Jump Shot (20 PTS),[202694],1610612746.0,LAC,turnaround fadeaway,,,Morris Sr.,M. Morris Sr.,,,,,10.73,Made,,,,,,,,,,,20.0,,,,,,,,
587,PT06M35.00S,2021-12-14T05:36:11.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,11.875821287779246,59.80392156862745,1610612756,94,77,2021-12-14T05:44:35Z,5780000,-49.0,59.0,1,left,C. Payne 7' driving floating Jump Shot (12 PTS),[1626166],1610612756.0,PHX,driving floating,,,Payne,C. Payne,,,,,7.68,Made,,,,,,,,,,,12.0,,,,,,,,
588,PT06M35.00S,2021-12-14T05:36:19.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,94,77,2021-12-14T05:36:19Z,5790000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT06M35.00S,2021-12-14T05:38:50.1Z,4,REGULAR,substitution,out,[],202704,,,1610612746,94,77,2021-12-14T05:39:21Z,5800000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT06M35.00S,2021-12-14T05:38:50.1Z,4,REGULAR,substitution,in,[],202339,,,1610612746,94,77,2021-12-14T05:39:21Z,5810000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT06M23.00S,2021-12-14T05:39:22.3Z,4,REGULAR,foul,personal,[],101108,,,1610612746,94,77,2021-12-14T05:39:47Z,5820000,,,0,,C. Paul personal FOUL (2 PF),"[101108, 1629611]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,201640.0,,,,,2.0,1.0,Mann,1629611.0,
593,PT06M23.00S,2021-12-14T05:40:00.0Z,4,REGULAR,foul,offensive,[],202339,,,1610612746,94,77,2021-12-14T05:40:15Z,5840000,,,0,,E. Bledsoe offensive FOUL (2 PF),"[202339, 1626166]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,201640.0,,,,,2.0,0.0,Payne,1626166.0,
595,PT06M23.00S,2021-12-14T05:40:00.0Z,4,REGULAR,turnover,offensive foul,[],202339,,,1610612746,94,77,2021-12-14T05:40:15Z,5860000,,,0,,E. Bledsoe offensive foul TURNOVER (4 TO),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,4.0,,,,,201640.0,,,,,,,,,
616,PT06M23.00S,2021-12-14T05:40:14.7Z,4,REGULAR,substitution,out,[],203109,,,1610612756,94,77,2021-12-14T05:43:51Z,5865000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT06M23.00S,2021-12-14T05:40:14.7Z,4,REGULAR,substitution,in,[],1628969,,,1610612756,94,77,2021-12-14T05:43:51Z,5867500,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT06M05.00S,2021-12-14T05:40:29.4Z,4,REGULAR,turnover,bad pass,[],1629661,,,1610612756,94,77,2021-12-14T05:41:30Z,5870000,,,0,,C. Johnson bad pass TURNOVER (1 TO),"[1629661, 202339]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,1.0,Bledsoe,202339.0,,,,,,,,,,,,
597,PT06M05.00S,2021-12-14T05:40:29.4Z,4,REGULAR,steal,,[],202339,,,1610612746,94,77,2021-12-14T05:40:31Z,5880000,,,0,,E. Bledsoe STEAL (2 STL),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT06M02.00S,2021-12-14T05:40:32.1Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628379,92.29632063074901,50.49019607843137,1610612746,96,77,2021-12-14T05:45:39Z,5890000,2.0,20.0,1,right,L. Kennard cutting finger roll Layup (16 PTS) (E. Bledsoe 4 AST),"[1628379, 202339]",1610612746.0,LAC,cutting finger roll,,,Kennard,L. Kennard,,,,,2.01,Made,,,,,,,,,,,16.0,E. Bledsoe,202339.0,4.0,,,,,
600,PT05M52.00S,2021-12-14T05:40:46.2Z,4,REGULAR,foul,personal,[],1629611,,,1610612756,96,77,2021-12-14T05:40:48Z,5910000,,,0,,T. Mann personal FOUL (4 PF),"[1629611, 201580]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,201638.0,,,,,4.0,0.0,McGee,201580.0,
602,PT05M50.00S,2021-12-14T05:41:09.9Z,4,REGULAR,foul,personal,[],1629611,,,1610612756,96,77,2021-12-14T05:41:13Z,5930000,,,0,,T. Mann personal FOUL (5 PF),"[1629611, 101108]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,201638.0,,,,,5.0,0.0,Paul,101108.0,
604,PT05M43.00S,2021-12-14T05:41:32.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201580,7.670827858081481,49.754901960784316,1610612756,96,79,2021-12-14T05:42:45Z,5950000,1.0,20.0,1,left,J. McGee alley-oop Layup (11 PTS) (C. Paul 7 AST),"[201580, 101108]",1610612756.0,PHX,alley-oop,,,McGee,J. McGee,,,,,1.96,Made,,,,,,,,,,,11.0,C. Paul,101108.0,7.0,,,,,
606,PT05M19.00S,2021-12-14T05:41:59.9Z,4,REGULAR,foul,personal,['3freethrow'],1628969,,,1610612746,96,79,2021-12-14T05:43:45Z,5970000,,,0,,M. Bridges shooting personal FOUL (4 PF) (Morris Sr. 3 FT),"[1628969, 202694]",1610612756.0,PHX,shooting,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,201638.0,,,,,4.0,0.0,Morris Sr.,202694.0,
608,PT05M19.00S,2021-12-14T05:42:32.6Z,4,REGULAR,freethrow,1 of 3,[],202694,,,1610612746,96,79,2021-12-14T05:43:11Z,5990000,,,0,,MISS M. Morris Sr. Free Throw 1 of 3,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
609,PT05M19.00S,2021-12-14T05:42:32.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,96,79,2021-12-14T05:42:32Z,6000000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,608.0,,,,,,,,,,,,,,,,,,
610,PT05M19.00S,2021-12-14T05:42:32.6Z,4,REGULAR,freethrow,2 of 3,[],202694,,,1610612746,97,79,2021-12-14T05:43:11Z,6010000,,,0,,M. Morris Sr. Free Throw 2 of 3 (21 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,Made,,,,,,,,,,,21.0,,,,,,,,
611,PT05M19.00S,2021-12-14T05:42:32.6Z,4,REGULAR,freethrow,3 of 3,[],202694,,,1610612746,98,79,2021-12-14T05:43:11Z,6020000,,,0,,M. Morris Sr. Free Throw 3 of 3 (22 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,Made,,,,,,,,,,,22.0,,,,,,,,
612,PT05M08.00S,2021-12-14T05:43:22.3Z,4,REGULAR,3pt,Jump Shot,[],101108,30.27266754270697,73.52941176470588,1610612756,98,79,2021-12-14T05:46:53Z,6030000,-118.0,232.0,1,left,MISS C. Paul 26' pullup 3PT,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,26.02,Missed,,,,,,,,,,,,,,,,,,,
613,PT05M07.00S,2021-12-14T05:43:26.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612756,98,79,2021-12-14T05:43:26Z,6040000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,612.0,,,,,,,,,,,,,,,,,,
614,PT05M07.00S,2021-12-14T05:43:29.2Z,4,REGULAR,foul,personal,[],1627826,,,1610612756,98,79,2021-12-14T05:43:33Z,6050000,,,0,,I. Zubac loose ball personal FOUL (5 PF),"[1627826, 201580]",1610612746.0,LAC,loose ball,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,201638.0,,,,,5.0,0.0,McGee,201580.0,
618,PT05M01.00S,2021-12-14T05:43:51.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",101108,10.693166885676746,42.40196078431373,1610612756,98,79,2021-12-14T05:44:22Z,6070000,38.0,48.0,1,left,MISS C. Paul 6' fadeaway Shot,[101108],1610612756.0,PHX,fadeaway,,,Paul,C. Paul,,,,,6.12,Missed,,,,,,,,,,,,,,,,,,,
619,PT04M58.00S,2021-12-14T05:43:54.6Z,4,REGULAR,rebound,defensive,[],1628379,,,1610612746,98,79,2021-12-14T05:44:22Z,6080000,,,0,,L. Kennard REBOUND (Off:0 Def:9),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,618.0,9.0,9.0,0.0,,,,,,,,,,,,,,,
620,PT04M37.00S,2021-12-14T05:44:14.9Z,4,REGULAR,2pt,Jump Shot,[],202694,81.91524310118265,78.43137254901961,1610612746,100,79,2021-12-14T05:44:27Z,6090000,142.0,117.0,1,right,M. Morris Sr. 18' turnaround Jump Shot (24 PTS),[202694],1610612746.0,LAC,turnaround,,,Morris Sr.,M. Morris Sr.,,,,,18.45,Made,,,,,,,,,,,24.0,,,,,,,,
621,PT04M25.00S,2021-12-14T05:44:27.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201580,6.8823915900131425,51.96078431372549,1610612756,100,81,2021-12-14T05:47:49Z,6100000,-10.0,12.0,1,left,J. McGee alley-oop Layup (13 PTS) (C. Paul 8 AST),"[201580, 101108]",1610612756.0,PHX,alley-oop,,,McGee,J. McGee,,,,,1.56,Made,,,,,,,,,,,13.0,C. Paul,101108.0,8.0,,,,,
623,PT03M59.00S,2021-12-14T05:44:53.1Z,4,REGULAR,2pt,Jump Shot,[],202339,85.46320630749014,65.93137254901961,1610612746,100,81,2021-12-14T05:44:56Z,6120000,80.0,84.0,1,right,MISS E. Bledsoe 11' fadeaway Shot,[202339],1610612746.0,LAC,fadeaway,,,Bledsoe,E. Bledsoe,,,,,11.59,Missed,,,,,,,,,,,,,,,,,,,
