actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
37,PT08M58.00S,2021-11-12T03:45:45.9Z,1,REGULAR,freethrow,1 of 2,[],1627826,,,1610612746,2,9,2021-11-12T03:45:45Z,370000,,,0,,MISS I. Zubac Free Throw 1 of 2,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,Missed,,,,,,,,,,,,,,,,,,,
38,PT08M58.00S,2021-11-12T03:45:45.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,2,9,2021-11-12T03:45:45Z,380000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,
39,PT08M58.00S,2021-11-12T03:46:05.7Z,1,REGULAR,freethrow,2 of 2,[],1627826,,,1610612746,3,9,2021-11-12T03:46:05Z,390000,,,0,,I. Zubac Free Throw 2 of 2 (1 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,Made,,,,,,,,,,,,1.0,,,,,,,
40,PT08M41.00S,2021-11-12T03:46:23.0Z,1,REGULAR,3pt,Jump Shot,[],200768,8.459264126149804,97.30392156862744,1610612748,3,9,2021-11-12T03:46:27Z,400000,-237.0,27.0,1,left,MISS K. Lowry step back 3PT,[200768],1610612748.0,MIA,step back,,,Lowry,K. Lowry,,,,,23.8,Missed,,,,,,,,,,,,,,,,,,,
41,PT08M39.00S,2021-11-12T03:46:25.0Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,3,9,2021-11-12T03:46:27Z,410000,,,0,,I. Zubac REBOUND (Off:0 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,40.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
42,PT08M29.00S,2021-11-12T03:46:35.4Z,1,REGULAR,3pt,Jump Shot,[],201587,94.00459921156373,3.1862745098039227,1610612746,6,9,2021-11-12T03:46:39Z,420000,-234.0,4.0,1,right,N. Batum 3PT  (3 PTS) (P. George 1 AST),"[201587, 202331]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,23.41,Made,,,,,,,,,,,,3.0,P. George,202331.0,1.0,,,,
44,PT08M16.00S,2021-11-12T03:46:47.8Z,1,REGULAR,3pt,Jump Shot,[],1629130,6.225361366622863,4.411764705882348,1610612748,6,9,2021-11-12T03:46:55Z,440000,228.0,6.0,1,left,MISS D. Robinson 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,22.8,Missed,,,,,,,,,,,,,,,,,,,
45,PT08M14.00S,2021-11-12T03:46:49.8Z,1,REGULAR,rebound,offensive,[],200782,,,1610612748,6,9,2021-11-12T03:46:55Z,450000,,,0,,P. Tucker REBOUND (Off:1 Def:1),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,44.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
46,PT08M13.00S,2021-11-12T03:46:51.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",200782,7.145203679369246,50.98039215686275,1610612748,6,9,2021-11-12T03:46:59Z,460000,-5.0,15.0,1,left,MISS P. Tucker putback Layup,[200782],1610612748.0,MIA,putback,,,Tucker,P. Tucker,,,,,1.55,Missed,,,,,,,,,,,,,,,,,,,
47,PT08M11.00S,2021-11-12T03:46:53.4Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,6,9,2021-11-12T03:46:53Z,470000,,,0,,B. Adebayo REBOUND (Off:1 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,46.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
48,PT08M00.00S,2021-11-12T03:47:04.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628389,6.8823915900131425,50.98039215686275,1610612748,6,11,2021-11-12T03:47:15Z,480000,-5.0,12.0,1,left,B. Adebayo cutting finger roll Layup (6 PTS) (T. Herro 1 AST),"[1628389, 1629639]",1610612748.0,MIA,cutting finger roll,,,Adebayo,B. Adebayo,,,,,1.31,Made,,,,,,,,,,,,6.0,T. Herro,1629639.0,1.0,,,,
50,PT07M52.00S,2021-11-12T03:47:16.5Z,1,REGULAR,foul,personal,[],200782,,,1610612746,6,11,2021-11-12T03:47:27Z,500000,,,0,,P. Tucker personal FOUL (2 PF),"[200782, 202331]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,1628159.0,2.0,0.0,George,202331.0,,,,,,,,
52,PT07M52.00S,2021-11-12T03:47:30.0Z,1,REGULAR,substitution,out,[],200782,,,1610612746,6,11,2021-11-12T03:47:35Z,520000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M52.00S,2021-11-12T03:47:30.0Z,1,REGULAR,substitution,in,[],1628997,,,1610612746,6,11,2021-11-12T03:47:35Z,530000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M38.00S,2021-11-12T03:47:53.3Z,1,REGULAR,3pt,Jump Shot,[],202704,90.19382391590013,2.205882352941174,1610612746,6,11,2021-11-12T03:47:58Z,540000,-239.0,40.0,1,right,MISS R. Jackson 24' 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,24.23,Missed,,,,,,,,,,,,,,,,,,,
55,PT07M36.00S,2021-11-12T03:47:55.3Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,6,11,2021-11-12T03:47:58Z,550000,,,0,,B. Adebayo REBOUND (Off:1 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,54.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
56,PT07M33.00S,2021-11-12T03:48:01.4Z,1,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612748,6,11,2021-11-12T03:51:03Z,560000,,,0,,I. Zubac shooting personal FOUL (1 PF) (Adebayo 2 FT),"[1627826, 1628389]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,,,,,,,,,1628159.0,1.0,0.0,Adebayo,1628389.0,,,,,,,,
58,PT07M33.00S,2021-11-12T03:48:35.4Z,1,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,6,12,2021-11-12T03:50:53Z,580000,,,0,,B. Adebayo Free Throw 1 of 2 (7 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,,,,,,,,,,,,7.0,,,,,,,
59,PT07M33.00S,2021-11-12T03:48:35.4Z,1,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,6,13,2021-11-12T03:50:53Z,590000,,,0,,B. Adebayo Free Throw 2 of 2 (8 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,,,,,,,,,,,,8.0,,,,,,,
60,PT07M19.00S,2021-11-12T03:49:10.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,90.98226018396846,51.22549019607843,1610612746,6,13,2021-11-12T03:49:17Z,600000,6.0,32.0,1,right,MISS I. Zubac Layup,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,3.29,Missed,,,,,,,,,,,,,,,,,,,
61,PT07M14.00S,2021-11-12T03:49:14.9Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,6,13,2021-11-12T03:49:14Z,610000,,,0,,T. Herro REBOUND (Off:0 Def:3),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,60.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
62,PT07M06.00S,2021-11-12T03:49:23.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,8.459264126149804,50.73529411764706,1610612748,6,15,2021-11-12T03:52:03Z,620000,-4.0,27.0,1,left,T. Herro driving Layup (4 PTS),[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,2.73,Made,,,,,,,,,,,,4.0,,,,,,,
63,PT07M06.00S,2021-11-12T03:49:30.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,6,15,2021-11-12T03:49:30Z,630000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M51.00S,2021-11-12T03:52:30.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,92.16491458607096,50.245098039215684,1610612746,8,15,2021-11-12T03:52:34Z,640000,1.0,21.0,1,right,I. Zubac DUNK (3 PTS) (P. George 2 AST),"[1627826, 202331]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,2.11,Made,,,,,,,,,,,,3.0,P. George,202331.0,2.0,,,,
66,PT06M36.00S,2021-11-12T03:52:48.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,9.379106438896187,56.127450980392155,1610612748,8,17,2021-11-12T03:52:57Z,660000,-31.0,36.0,1,left,B. Adebayo driving floating Jump Shot (10 PTS) (T. Herro 2 AST),"[1628389, 1629639]",1610612748.0,MIA,driving floating,,,Adebayo,B. Adebayo,,,,,4.7,Made,,,,,,,,,,,,10.0,T. Herro,1629639.0,2.0,,,,
68,PT06M36.00S,2021-11-12T03:52:51.2Z,1,REGULAR,foul,personal,['1freethrow'],202704,,,1610612748,8,17,2021-11-12T03:52:58Z,680000,,,0,,R. Jackson shooting personal FOUL (1 PF) (Adebayo 1 FT),"[202704, 1628389]",1610612746.0,LAC,shooting,,,Jackson,R. Jackson,,,,,,,,,,,,,1628159.0,1.0,0.0,Adebayo,1628389.0,,,,,,,,
70,PT06M36.00S,2021-11-12T03:53:18.9Z,1,REGULAR,freethrow,1 of 1,[],1628389,,,1610612748,8,18,2021-11-12T03:53:18Z,700000,,,0,,B. Adebayo Free Throw 1 of 1 (11 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,,,,,,,,,,,,11.0,,,,,,,
71,PT06M21.00S,2021-11-12T03:53:35.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,91.11366622864652,51.22549019607843,1610612746,10,18,2021-11-12T03:53:40Z,710000,6.0,31.0,1,right,I. Zubac turnaround Hook (5 PTS) (R. Jackson 1 AST),"[1627826, 202704]",1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,3.16,Made,,,,,,,,,,,,5.0,R. Jackson,202704.0,1.0,,,,
73,PT06M00.00S,2021-11-12T03:54:04.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,17.263469119579497,54.16666666666667,1610612748,10,20,2021-11-12T03:54:29Z,730000,-21.0,110.0,1,left,B. Adebayo 11' fadeaway Jump Shot (13 PTS),[1628389],1610612748.0,MIA,fadeaway,,,Adebayo,B. Adebayo,,,,,11.18,Made,,,,,,,,,,,,13.0,,,,,,,
74,PT06M00.00S,2021-11-12T03:54:36.5Z,1,REGULAR,stoppage,equipment issue,[],0,,,1610612746,10,20,2021-11-12T03:54:57Z,740000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M00.00S,2021-11-12T03:55:02.3Z,1,REGULAR,stoppage,blood rule,[],0,,,1610612746,10,20,2021-11-12T03:55:02Z,750000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M00.00S,2021-11-12T03:55:13.8Z,1,REGULAR,substitution,out,[],200768,,,1610612746,10,20,2021-11-12T03:55:16Z,760000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M00.00S,2021-11-12T03:55:13.8Z,1,REGULAR,substitution,in,[],1629216,,,1610612746,10,20,2021-11-12T03:55:16Z,770000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M45.00S,2021-11-12T03:56:02.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202339,93.2161629434954,47.79411764705882,1610612746,10,20,2021-11-12T03:56:08Z,780000,-11.0,11.0,1,right,MISS E. Bledsoe driving bank Shot,[202339],1610612746.0,LAC,driving bank,,,Bledsoe,E. Bledsoe,,,,,1.58,Missed,,,,,,,,,,,,,,,,,,,
79,PT05M42.00S,2021-11-12T03:56:05.3Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,10,20,2021-11-12T03:56:08Z,790000,,,0,,I. Zubac REBOUND (Off:1 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,78.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
80,PT05M42.00S,2021-11-12T03:56:05.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627826,94.40999984741211,50.0,1610612746,12,20,2021-11-12T03:56:05Z,800000,0.0,0.0,1,right,I. Zubac tip Layup (7 PTS),[1627826],1610612746.0,LAC,tip,,,Zubac,I. Zubac,,,,,0.0,Made,,,,,,,,,,,,7.0,,,,,,,
81,PT05M34.00S,2021-11-12T03:56:14.7Z,1,REGULAR,2pt,Jump Shot,[],1628389,18.84034165571616,70.58823529411765,1610612748,12,22,2021-11-12T03:56:18Z,810000,-103.0,125.0,1,left,B. Adebayo 16' pullup Jump Shot (15 PTS) (G. Vincent 1 AST),"[1628389, 1629216]",1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,16.16,Made,,,,,,,,,,,,15.0,G. Vincent,1629216.0,1.0,,,,
83,PT05M15.00S,2021-11-12T03:56:32.1Z,1,REGULAR,2pt,Jump Shot,[],202331,88.61695137976346,65.93137254901961,1610612746,14,22,2021-11-12T03:56:38Z,830000,80.0,55.0,1,right,P. George 9' driving floating bank Jump Shot (4 PTS),[202331],1610612746.0,LAC,driving floating bank,,,George,P. George,,,,,9.66,Made,,,,,,,,,,,,4.0,,,,,,,
84,PT05M12.00S,2021-11-12T03:56:35.0Z,1,REGULAR,turnover,bad pass,[],1628389,,,1610612748,14,22,2021-11-12T03:56:41Z,840000,,,0,,B. Adebayo bad pass TURNOVER (1 TO),"[1628389, 201587]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,1.0,Batum,201587.0,
85,PT05M12.00S,2021-11-12T03:56:35.0Z,1,REGULAR,steal,,[],201587,,,1610612746,14,22,2021-11-12T03:56:36Z,850000,,,0,,N. Batum STEAL (1 STL),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M08.00S,2021-11-12T03:56:39.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201587,77.973061760841,5.882352941176478,1610612746,14,22,2021-11-12T03:56:44Z,860000,-221.0,155.0,1,right,MISS N. Batum 26' 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,26.94,Missed,,,,,,,,,,,,,,,,,,,
87,PT05M06.00S,2021-11-12T03:56:42.2Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,14,22,2021-11-12T03:56:42Z,870000,,,0,,T. Herro REBOUND (Off:0 Def:4),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,86.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
88,PT05M01.00S,2021-11-12T03:56:47.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,8.590670170827863,50.73529411764706,1610612748,14,24,2021-11-12T03:56:55Z,880000,-4.0,28.0,1,left,B. Adebayo driving Layup (17 PTS) (D. Robinson 1 AST),"[1628389, 1629130]",1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,2.85,Made,,,,,,,,,,,,17.0,D. Robinson,1629130.0,1.0,,,,
90,PT04M46.00S,2021-11-12T03:57:01.7Z,1,REGULAR,2pt,Jump Shot,[],202331,91.50788436268068,71.81372549019608,1610612746,16,24,2021-11-12T03:57:14Z,900000,109.0,27.0,1,right,P. George 11' turnaround fadeaway Jump Shot (6 PTS) (N. Batum 1 AST),"[202331, 201587]",1610612746.0,LAC,turnaround fadeaway,,,George,P. George,,,,,11.25,Made,,,,,,,,,,,,6.0,N. Batum,201587.0,1.0,,,,
