actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
59,PT07M01.00S,2022-01-09T20:50:23.3Z,1,REGULAR,substitution,in,[],201568,,,1610612746,5,11,2022-01-09T20:50:25Z,590000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M43.00S,2022-01-09T20:50:37.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,87.43429697766098,60.294117647058826,1610612746,7,11,2022-01-09T20:50:41Z,600000,51.0,66.0,1,right,I. Zubac 8' Hook (2 PTS) (R. Jackson 1 AST),"[1627826, 202704]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,8.34,Made,2.0,,,,,,,,,,,R. Jackson,202704.0,1.0,,,,
62,PT06M24.00S,2022-01-09T20:50:56.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203992,7.933639947437584,48.0392156862745,1610612737,7,13,2022-01-09T20:51:01Z,620000,10.0,22.0,1,left,B. Bogdanovic driving Layup (9 PTS) (O. Okongwu 1 AST),"[203992, 1630168]",1610612737.0,ATL,driving,,,Bogdanovic,B. Bogdanovic,,,,,,2.42,Made,9.0,,,,,,,,,,,O. Okongwu,1630168.0,1.0,,,,
63,PT06M09.00S,2022-01-09T20:51:10.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201587,89.79960578186596,62.254901960784316,1610612746,9,13,2022-01-09T20:51:16Z,630000,61.0,43.0,1,right,N. Batum 7' pullup Jump Shot (2 PTS) (R. Jackson 2 AST),"[201587, 202704]",1610612746.0,LAC,pullup,,,Batum,N. Batum,,,,,,7.51,Made,2.0,,,,,,,,,,,R. Jackson,202704.0,2.0,,,,
65,PT05M50.00S,2022-01-09T20:51:30.1Z,1,REGULAR,3pt,Jump Shot,[],1628989,9.247700394218143,96.07843137254902,1610612737,9,13,2022-01-09T20:51:36Z,650000,-230.0,34.0,1,left,MISS K. Huerter 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,23.3,Missed,,,,,,,,,,,,,,,,,,
66,PT05M47.00S,2022-01-09T20:51:33.1Z,1,REGULAR,rebound,offensive,[],1629027,,,1610612737,9,13,2022-01-09T20:51:36Z,660000,,,0,,T. Young REBOUND (Off:1 Def:0),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,65.0,1.0,0.0,1.0,,,,,,,,,,,,,
67,PT05M42.00S,2022-01-09T20:51:38.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629027,26.856110381077528,54.16666666666667,1610612737,9,15,2022-01-09T20:51:43Z,670000,-21.0,200.0,1,left,T. Young 20' turnaround Jump Shot (4 PTS),[1629027],1610612737.0,ATL,turnaround,,,Young,T. Young,,,,,,20.1,Made,4.0,,,,,,,,,,,,,,,,,
68,PT05M31.00S,2022-01-09T20:51:49.2Z,1,REGULAR,turnover,bad pass,[],202704,,,1610612746,9,15,2022-01-09T20:51:55Z,680000,,,0,,R. Jackson bad pass TURNOVER (1 TO),"[202704, 203992]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,1.0,Bogdanovic,203992.0,
69,PT05M31.00S,2022-01-09T20:51:49.2Z,1,REGULAR,steal,,[],203992,,,1610612737,9,15,2022-01-09T20:51:51Z,690000,,,0,,B. Bogdanovic STEAL (1 STL),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M29.00S,2022-01-09T20:51:58.9Z,1,REGULAR,turnover,bad pass,[],203992,,,1610612737,9,15,2022-01-09T20:52:08Z,700000,,,0,,B. Bogdanovic bad pass TURNOVER (1 TO),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,1.0,,,
71,PT05M29.00S,2022-01-09T20:52:03.3Z,1,REGULAR,foul,personal,[],201568,,,1610612746,9,15,2022-01-09T20:52:18Z,710000,,,0,,D. Gallinari loose ball personal FOUL (1 PF),"[201568, 201587]",1610612737.0,ATL,loose ball,,,Gallinari,D. Gallinari,,,,,2530.0,,,,,,,,1.0,0.0,Batum,201587.0,,,,,,,,,
73,PT05M29.00S,2022-01-09T20:52:13.1Z,1,REGULAR,substitution,out,[],202704,,,1610612746,9,15,2022-01-09T20:52:19Z,730000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M29.00S,2022-01-09T20:52:13.1Z,1,REGULAR,substitution,out,[],1628989,,,1610612746,9,15,2022-01-09T20:52:19Z,740000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M29.00S,2022-01-09T20:52:13.1Z,1,REGULAR,substitution,in,[],202339,,,1610612746,9,15,2022-01-09T20:52:19Z,750000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M29.00S,2022-01-09T20:52:13.1Z,1,REGULAR,substitution,in,[],1629629,,,1610612746,9,15,2022-01-09T20:52:19Z,760000,,,0,,SUB in: C. Reddish,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M15.00S,2022-01-09T20:52:34.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629611,92.82194480946123,3.9215686274509807,1610612746,9,15,2022-01-09T20:52:38Z,770000,-230.0,15.0,1,right,MISS T. Mann 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,23.09,Missed,,,,,,,,,,,,,,,,,,
78,PT05M13.00S,2022-01-09T20:52:36.2Z,1,REGULAR,rebound,defensive,[],201568,,,1610612737,9,15,2022-01-09T20:52:38Z,780000,,,0,,D. Gallinari REBOUND (Off:0 Def:1),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,77.0,1.0,1.0,0.0,,,,,,,,,,,,,
79,PT05M07.00S,2022-01-09T20:52:42.8Z,1,REGULAR,3pt,Jump Shot,[],201568,33.820630749014455,58.33333333333333,1610612737,9,15,2022-01-09T20:52:48Z,790000,-42.0,265.0,1,left,MISS D. Gallinari 26' 3PT,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,26.87,Missed,,,,,,,,,,,,,,,,,,
80,PT05M04.00S,2022-01-09T20:52:45.8Z,1,REGULAR,rebound,defensive,[],1629599,,,1610612746,9,15,2022-01-09T20:52:48Z,800000,,,0,,A. Coffey REBOUND (Off:0 Def:1),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,79.0,1.0,1.0,0.0,,,,,,,,,,,,,
81,PT04M52.00S,2022-01-09T20:52:58.2Z,1,REGULAR,3pt,Jump Shot,[],1629599,67.85479632063075,60.049019607843135,1610612746,12,15,2022-01-09T20:53:03Z,810000,50.0,250.0,1,right,A. Coffey 25' 3PT  (5 PTS) (I. Zubac 1 AST),"[1629599, 1627826]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,25.47,Made,5.0,,,,,,,,,,,I. Zubac,1627826.0,1.0,,,,
83,PT04M31.00S,2022-01-09T20:53:20.3Z,1,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612737,12,15,2022-01-09T20:53:29Z,830000,,,0,,I. Zubac shooting personal FOUL (1 PF) (Gallinari 2 FT),"[1627826, 201568]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,1627541.0,,,,,,,,1.0,0.0,Gallinari,201568.0,,,,,,,,,
85,PT04M31.00S,2022-01-09T20:53:51.3Z,1,REGULAR,freethrow,1 of 2,[],201568,,,1610612737,12,16,2022-01-09T20:53:51Z,850000,,,0,,D. Gallinari Free Throw 1 of 2 (1 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
86,PT04M31.00S,2022-01-09T20:54:07.7Z,1,REGULAR,freethrow,2 of 2,[],201568,,,1610612737,12,17,2022-01-09T20:54:07Z,860000,,,0,,D. Gallinari Free Throw 2 of 2 (2 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
88,PT04M13.00S,2022-01-09T20:54:26.5Z,1,REGULAR,2pt,Jump Shot,[],202339,81.52102496714849,26.960784313725497,1610612746,14,17,2022-01-09T20:54:31Z,870000,-115.0,121.0,1,right,E. Bledsoe 16' pullup Jump Shot (2 PTS) (I. Zubac 2 AST),"[202339, 1627826]",1610612746.0,LAC,pullup,,,Bledsoe,E. Bledsoe,,,,,,16.72,Made,2.0,,,,,,,,,,,I. Zubac,1627826.0,2.0,,,,
