actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
16,PT10M46.00S,2022-02-15T03:42:30.8Z,1,REGULAR,2pt,Jump Shot,[],1629611,93.2161629434954,65.93137254901961,1610612746,4,2,2022-02-15T03:42:35Z,160000,80.0,11.0,1,right,T. Mann 8' pullup Jump Shot (2 PTS),[1629611],1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,8.05,Made,2.0,,,,,,,,,,,,,,,,,,
17,PT10M23.00S,2022-02-15T03:42:54.3Z,1,REGULAR,turnover,bad pass,[],202691,,,1610612744,4,2,2022-02-15T03:42:58Z,170000,,,0,,K. Thompson bad pass TURNOVER (1 TO),"[202691, 201587]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,1.0,Batum,201587.0,,,,,,,,
18,PT10M23.00S,2022-02-15T03:42:54.3Z,1,REGULAR,steal,,[],201587,,,1610612746,4,2,2022-02-15T03:42:56Z,180000,,,0,,N. Batum STEAL (1 STL),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
19,PT10M22.00S,2022-02-15T03:43:04.1Z,1,REGULAR,foul,personal,[],203952,,,1610612746,4,2,2022-02-15T03:43:14Z,190000,,,0,,A. Wiggins personal FOUL (1 PF),"[203952, 201587]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,2005.0,1.0,0.0,Batum,201587.0,,,
21,PT10M22.00S,2022-02-15T03:43:19.7Z,1,REGULAR,instantreplay,request,[],0,,,1610612746,4,2,2022-02-15T03:44:47Z,210000,,,0,,,[],,,stands,,,,,,,,,,,,,,,,,,,,,,2530.0,,,,,Common Foul Upheld,,
22,PT10M13.00S,2022-02-15T03:45:08.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202694,93.47897503285151,2.941176470588232,1610612746,7,2,2022-02-15T03:45:16Z,220000,-235.0,9.0,1,right,M. Morris Sr. 3PT  (3 PTS) (I. Zubac 1 AST),"[202694, 1627826]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,23.55,Made,3.0,I. Zubac,1627826.0,1.0,,,,,,,,,,,,,,,
24,PT09M51.00S,2022-02-15T03:45:34.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,7,2,2022-02-15T03:45:34Z,240000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PT09M48.00S,2022-02-15T03:45:49.8Z,1,REGULAR,2pt,Jump Shot,[],203952,22.125492772667542,54.90196078431372,1610612744,7,2,2022-02-15T03:46:03Z,250000,-25.0,155.0,1,left,MISS A. Wiggins 15' pullup bank Shot,[203952],1610612744.0,GSW,pullup bank,,,Wiggins,A. Wiggins,,,,,15.74,Missed,,,,,,,,,,,,,,,,,,,
26,PT09M44.00S,2022-02-15T03:45:53.8Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,7,2,2022-02-15T03:46:03Z,260000,,,0,,I. Zubac REBOUND (Off:1 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,25.0,2.0,1.0,1.0,,,,,,,,,,,
27,PT09M38.00S,2022-02-15T03:45:59.4Z,1,REGULAR,2pt,Jump Shot,[],1629611,84.4119579500657,72.30392156862744,1610612746,9,2,2022-02-15T03:46:05Z,270000,112.0,94.0,1,right,T. Mann 14' pullup Jump Shot (4 PTS),[1629611],1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,14.58,Made,4.0,,,,,,,,,,,,,,,,,,
28,PT09M24.00S,2022-02-15T03:46:12.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201939,17.920499342969777,45.34313725490197,1610612744,9,4,2022-02-15T03:46:17Z,280000,23.0,116.0,1,left,S. Curry 11' driving floating Jump Shot (2 PTS),[201939],1610612744.0,GSW,driving floating,,,Curry,S. Curry,,,,,11.83,Made,2.0,,,,,,,,,,,,,,,,,,
29,PT09M08.00S,2022-02-15T03:46:29.7Z,1,REGULAR,2pt,Jump Shot,[],201587,79.28712220762155,68.13725490196079,1610612746,9,4,2022-02-15T03:46:36Z,290000,91.0,142.0,1,right,MISS N. Batum 16' pullup Shot,[201587],1610612746.0,LAC,pullup,,,Batum,N. Batum,,,,,16.87,Missed,,,,,,,,,,,,,,,,,,,
30,PT09M04.00S,2022-02-15T03:46:33.7Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,9,4,2022-02-15T03:46:36Z,300000,,,0,,K. Looney REBOUND (Off:1 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,29.0,2.0,1.0,1.0,,,,,,,,,,,
31,PT08M55.00S,2022-02-15T03:46:42.4Z,1,REGULAR,3pt,Jump Shot,[],202691,31.84954007884363,28.431372549019613,1610612744,9,7,2022-02-15T03:46:47Z,310000,108.0,247.0,1,left,K. Thompson 26' 3PT  (3 PTS) (K. Looney 1 AST),"[202691, 1626172]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,26.94,Made,3.0,K. Looney,1626172.0,1.0,,,,,,,,,,,,,,,
33,PT08M41.00S,2022-02-15T03:46:57.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627826,88.87976346911958,49.754901960784316,1610612746,9,7,2022-02-15T03:47:07Z,330000,-1.0,52.0,1,right,MISS I. Zubac bank Shot,[1627826],1610612746.0,LAC,bank,,,Zubac,I. Zubac,,,,,5.2,Missed,,,,,,,,,,,,,,,,,,,
34,PT08M38.00S,2022-02-15T03:47:00.0Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,9,7,2022-02-15T03:47:07Z,340000,,,0,,I. Zubac REBOUND (Off:2 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,33.0,3.0,1.0,2.0,,,,,,,,,,,
35,PT08M38.00S,2022-02-15T03:46:59.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627826,94.40999984741211,50.0,1610612746,11,7,2022-02-15T03:46:59Z,350000,0.0,0.0,1,right,I. Zubac tip Layup (4 PTS),[1627826],1610612746.0,LAC,tip,,,Zubac,I. Zubac,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,,
36,PT08M21.00S,2022-02-15T03:47:15.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,14.635348226018394,40.19607843137255,1610612744,11,7,2022-02-15T03:47:19Z,360000,49.0,85.0,1,left,MISS A. Wiggins 9' fadeaway Shot,[203952],1610612744.0,GSW,fadeaway,,,Wiggins,A. Wiggins,,,,,9.82,Missed,,,,,,,,,,,,,,,,,,,
37,PT08M19.00S,2022-02-15T03:47:17.4Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,11,7,2022-02-15T03:47:19Z,370000,,,0,,T. Mann REBOUND (Off:0 Def:2),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,36.0,2.0,2.0,0.0,,,,,,,,,,,
38,PT08M14.00S,2022-02-15T03:47:24.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,92.82194480946123,54.411764705882355,1610612746,11,7,2022-02-15T03:48:05Z,380000,22.0,15.0,1,right,MISS T. Mann Layup,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,2.67,Missed,,,,,,,,,,,,,,,,,,,
39,PT08M13.00S,2022-02-15T03:47:25.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,11,7,2022-02-15T03:48:05Z,390000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,
40,PT08M13.00S,2022-02-15T03:47:44.7Z,1,REGULAR,foul,personal,[],1626172,,,1610612746,11,7,2022-02-15T03:47:53Z,400000,,,0,,K. Looney loose ball personal FOUL (1 PF),"[1626172, 1627826]",1610612744.0,GSW,loose ball,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,203591.0,1.0,0.0,Zubac,1627826.0,,,
42,PT08M03.00S,2022-02-15T03:47:54.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202704,89.01116951379764,52.94117647058824,1610612746,11,7,2022-02-15T03:47:58Z,420000,15.0,51.0,1,right,MISS R. Jackson pullup Shot,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,5.29,Missed,,,,,,,,,,,,,,,,,,,
43,PT08M01.00S,2022-02-15T03:47:57.0Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,11,7,2022-02-15T03:47:57Z,430000,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,42.0,1.0,1.0,0.0,,,,,,,,,,,
44,PT07M50.00S,2022-02-15T03:48:07.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630228,14.766754270696453,47.549019607843135,1610612744,11,9,2022-02-15T03:48:12Z,440000,12.0,86.0,1,left,J. Kuminga 8' pullup Jump Shot (2 PTS) (K. Thompson 2 AST),"[1630228, 202691]",1610612744.0,GSW,pullup,,,Kuminga,J. Kuminga,,,,,8.72,Made,2.0,K. Thompson,202691.0,2.0,,,,,,,,,,,,,,,
46,PT07M36.00S,2022-02-15T03:48:21.9Z,1,REGULAR,3pt,Jump Shot,[],202704,71.92838370565046,80.3921568627451,1610612746,14,9,2022-02-15T03:48:27Z,460000,152.0,211.0,1,right,R. Jackson 26' 3PT step back (3 PTS),[202704],1610612746.0,LAC,step back,,,Jackson,R. Jackson,,,,,26.04,Made,3.0,,,,,,,,,,,,,,,,,,
47,PT07M22.00S,2022-02-15T03:48:35.6Z,1,REGULAR,3pt,Jump Shot,[],202691,30.929697766097235,73.0392156862745,1610612744,14,9,2022-02-15T03:48:40Z,470000,-115.0,238.0,1,left,MISS K. Thompson 26' pullup 3PT,[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,26.46,Missed,,,,,,,,,,,,,,,,,,,
48,PT07M20.00S,2022-02-15T03:48:37.6Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,14,9,2022-02-15T03:48:40Z,480000,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,47.0,1.0,1.0,0.0,,,,,,,,,,,
49,PT07M11.00S,2022-02-15T03:48:46.9Z,1,REGULAR,turnover,bad pass,[],1629611,,,1610612746,14,9,2022-02-15T03:48:52Z,490000,,,0,,T. Mann bad pass TURNOVER (1 TO),"[1629611, 202691]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,1.0,Thompson,202691.0,,,,,,,,
50,PT07M11.00S,2022-02-15T03:48:46.9Z,1,REGULAR,steal,,[],202691,,,1610612744,14,9,2022-02-15T03:48:48Z,500000,,,0,,K. Thompson STEAL (1 STL),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M09.00S,2022-02-15T03:48:52.7Z,1,REGULAR,foul,personal,[],1629611,,,1610612744,14,9,2022-02-15T03:49:09Z,510000,,,0,,T. Mann take personal FOUL (1 PF),"[1629611, 1630228]",1610612746.0,LAC,take,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,2530.0,1.0,0.0,Kuminga,1630228.0,,,
53,PT07M04.00S,2022-02-15T03:49:15.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201939,17.526281208935615,61.27450980392157,1610612744,14,11,2022-02-15T03:49:21Z,530000,-56.0,112.0,1,left,S. Curry 12' driving floating Jump Shot (4 PTS) (K. Looney 2 AST),"[201939, 1626172]",1610612744.0,GSW,driving floating,,,Curry,S. Curry,,,,,12.56,Made,4.0,K. Looney,1626172.0,2.0,,,,,,,,,,,,,,,
55,PT06M38.00S,2022-02-15T03:49:42.5Z,1,REGULAR,2pt,Jump Shot,[],202694,82.83508541392904,67.64705882352942,1610612746,16,11,2022-02-15T03:49:47Z,550000,88.0,109.0,1,right,M. Morris Sr. 14' pullup Jump Shot (5 PTS),[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,14.01,Made,5.0,,,,,,,,,,,,,,,,,,
56,PT06M22.00S,2022-02-15T03:49:57.6Z,1,REGULAR,3pt,Jump Shot,[],201939,21.994086727989497,10.049019607843135,1610612744,16,14,2022-02-15T03:50:03Z,560000,200.0,154.0,1,left,S. Curry 25' 3PT  (7 PTS) (K. Looney 3 AST),"[201939, 1626172]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,25.24,Made,7.0,K. Looney,1626172.0,3.0,,,,,,,,,,,,,,,
58,PT06M11.00S,2022-02-15T03:50:09.0Z,1,REGULAR,3pt,Jump Shot,[],202704,74.1622864651774,12.990196078431367,1610612746,16,14,2022-02-15T03:50:15Z,580000,-185.0,190.0,1,right,MISS R. Jackson 26' 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,26.55,Missed,,,,,,,,,,,,,,,,,,,
59,PT06M08.00S,2022-02-15T03:50:12.4Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,16,14,2022-02-15T03:50:12Z,590000,,,0,,I. Zubac REBOUND (Off:3 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,58.0,4.0,1.0,3.0,,,,,,,,,,,
60,PT06M05.00S,2022-02-15T03:50:15.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1627826,92.42772667542707,49.26470588235294,1610612746,18,14,2022-02-15T03:50:24Z,600000,-4.0,19.0,1,right,I. Zubac driving DUNK (6 PTS),[1627826],1610612746.0,LAC,driving,,,Zubac,I. Zubac,,,,,1.91,Made,6.0,,,,,,,,,,,,,,,,,,
61,PT05M43.00S,2022-02-15T03:50:36.7Z,1,REGULAR,3pt,Jump Shot,[],203952,35.66031537450722,55.3921568627451,1610612744,18,17,2022-02-15T03:50:43Z,610000,-27.0,283.0,1,left,A. Wiggins 28' 3PT  (3 PTS) (J. Kuminga 1 AST),"[203952, 1630228]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,28.4,Made,3.0,J. Kuminga,1630228.0,1.0,,,,,,,,,,,,,,,
63,PT05M42.00S,2022-02-15T03:50:42.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,18,17,2022-02-15T03:50:42Z,630000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT05M42.00S,2022-02-15T03:53:26.1Z,1,REGULAR,substitution,out,[],1630228,,,1610612746,18,17,2022-02-15T03:53:56Z,640000,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M42.00S,2022-02-15T03:53:26.1Z,1,REGULAR,substitution,out,[],202691,,,1610612746,18,17,2022-02-15T03:53:56Z,650000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M42.00S,2022-02-15T03:53:26.1Z,1,REGULAR,substitution,in,[],1627780,,,1610612746,18,17,2022-02-15T03:53:56Z,660000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M42.00S,2022-02-15T03:53:26.1Z,1,REGULAR,substitution,in,[],1629673,,,1610612746,18,17,2022-02-15T03:53:56Z,670000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M29.00S,2022-02-15T03:54:09.8Z,1,REGULAR,2pt,Jump Shot,[],202694,83.09789750328515,75.49019607843138,1610612746,18,17,2022-02-15T03:54:38Z,680000,127.0,106.0,1,right,MISS M. Morris Sr. 16' pullup Shot,[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,16.61,Missed,,,,,,,,,,,,,,,,,,,
69,PT05M26.00S,2022-02-15T03:54:12.8Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612744,18,17,2022-02-15T03:54:17Z,690000,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,68.0,1.0,1.0,0.0,,,,,,,,,,,
70,PT05M16.00S,2022-02-15T03:54:22.4Z,1,REGULAR,3pt,Jump Shot,[],201939,29.61563731931669,24.019607843137265,1610612744,18,20,2022-02-15T03:54:27Z,700000,130.0,226.0,1,left,S. Curry 26' 3PT  (10 PTS) (K. Looney 4 AST),"[201939, 1626172]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,26.06,Made,10.0,K. Looney,1626172.0,4.0,,,,,,,,,,,,,,,
72,PT05M04.00S,2022-02-15T03:54:44.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202704,93.08475689881735,44.85294117647059,1610612746,20,20,2022-02-15T03:54:48Z,720000,-26.0,13.0,1,right,R. Jackson driving Layup (5 PTS),[202704],1610612746.0,LAC,driving,,,Jackson,R. Jackson,,,,,2.86,Made,5.0,,,,,,,,,,,,,,,,,,
73,PT04M53.00S,2022-02-15T03:54:55.5Z,1,REGULAR,3pt,Jump Shot,[],201939,31.32391590013141,83.08823529411765,1610612744,20,23,2022-02-15T03:55:00Z,730000,-165.0,242.0,1,left,S. Curry 29' 3PT pullup (13 PTS),[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,29.3,Made,13.0,,,,,,,,,,,,,,,,,,
74,PT04M40.00S,2022-02-15T03:55:08.9Z,1,REGULAR,3pt,Jump Shot,[],201587,72.32260183968462,20.34313725490196,1610612746,23,23,2022-02-15T03:55:14Z,740000,-148.0,208.0,1,right,N. Batum 25' 3PT  (3 PTS) (T. Mann 1 AST),"[201587, 1629611]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,25.52,Made,3.0,T. Mann,1629611.0,1.0,,,,,,,,,,,,,,,
76,PT04M24.00S,2022-02-15T03:55:25.4Z,1,REGULAR,3pt,Jump Shot,[],201939,33.163600525624176,67.64705882352942,1610612744,23,26,2022-02-15T03:55:33Z,760000,-88.0,259.0,1,left,S. Curry 27' 3PT step back (16 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,27.38,Made,16.0,,,,,,,,,,,,,,,,,,
77,PT04M02.00S,2022-02-15T03:55:48.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,93.34756898817345,50.0,1610612746,25,26,2022-02-15T03:55:54Z,770000,0.0,10.0,1,right,I. Zubac DUNK (8 PTS) (T. Mann 2 AST),"[1627826, 1629611]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,1.0,Made,8.0,T. Mann,1629611.0,2.0,,,,,,,,,,,,,,,
79,PT04M02.00S,2022-02-15T03:55:52.8Z,1,REGULAR,foul,personal,['1freethrow'],1626172,,,1610612746,25,26,2022-02-15T03:55:57Z,790000,,,0,,K. Looney shooting personal FOUL (2 PF) (Zubac 1 FT),"[1626172, 1627826]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,203591.0,2.0,0.0,Zubac,1627826.0,,,
81,PT04M02.00S,2022-02-15T03:56:12.8Z,1,REGULAR,substitution,out,[],1626172,,,1610612746,25,26,2022-02-15T03:56:59Z,810000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M02.00S,2022-02-15T03:56:12.8Z,1,REGULAR,substitution,in,[],202357,,,1610612746,25,26,2022-02-15T03:56:59Z,820000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M02.00S,2022-02-15T03:56:43.9Z,1,REGULAR,freethrow,1 of 1,[],1627826,,,1610612746,26,26,2022-02-15T03:56:44Z,830000,,,0,,I. Zubac Free Throw 1 of 1 (9 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
84,PT03M51.00S,2022-02-15T03:56:56.7Z,1,REGULAR,3pt,Jump Shot,[],203952,8.590670170827863,97.30392156862744,1610612744,26,26,2022-02-15T03:57:01Z,840000,-237.0,28.0,1,left,MISS A. Wiggins 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,23.82,Missed,,,,,,,,,,,,,,,,,,,
85,PT03M48.00S,2022-02-15T03:56:59.7Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,26,26,2022-02-15T03:57:01Z,850000,,,0,,N. Batum REBOUND (Off:0 Def:2),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,84.0,2.0,2.0,0.0,,,,,,,,,,,
86,PT03M32.00S,2022-02-15T03:57:22.8Z,1,REGULAR,foul,personal,[],1627780,,,1610612746,26,26,2022-02-15T03:57:27Z,860000,,,0,,G. Payton II personal FOUL (1 PF),"[1627780, 1627826]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,203591.0,1.0,0.0,Zubac,1627826.0,,,
88,PT03M25.00S,2022-02-15T03:57:46.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202694,91.77069645203679,51.470588235294116,1610612746,28,26,2022-02-15T03:57:50Z,880000,7.0,25.0,1,right,M. Morris Sr. Layup (7 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,2.6,Made,7.0,,,,,,,,,,,,,,,,,,
89,PT03M06.00S,2022-02-15T03:58:05.3Z,1,REGULAR,3pt,Jump Shot,[],201939,23.4395532194481,87.99019607843137,1610612744,28,26,2022-02-15T03:58:10Z,890000,-190.0,168.0,1,left,MISS S. Curry 25' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,25.35,Missed,,,,,,,,,,,,,,,,,,,
90,PT03M04.00S,2022-02-15T03:58:07.3Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,28,26,2022-02-15T03:58:10Z,900000,,,0,,N. Batum REBOUND (Off:0 Def:3),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,89.0,3.0,3.0,0.0,,,,,,,,,,,
