actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
18,PT10M00.00S,2021-11-30T03:42:58.6Z,1,REGULAR,3pt,Jump Shot,[],202685,70.3515111695138,29.166666666666657,1610612740,6,8,2021-11-30T03:43:03Z,180000,-104.0,226.0,1,right,J. Valanciunas 24' 3PT  (8 PTS) (B. Ingram 1 AST),"[202685, 1627742]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,24.9,Made,8.0,B. Ingram,1627742.0,1.0,,,,,,,,,,,,,
20,PT09M43.00S,2021-11-30T03:43:15.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202331,7.670827858081481,48.774509803921575,1610612746,8,8,2021-11-30T03:43:19Z,200000,6.0,20.0,1,left,P. George driving Layup (4 PTS),[202331],1610612746.0,LAC,driving,,,George,P. George,,,,,,,2.05,Made,4.0,,,,,,,,,,,,,,,,
21,PT09M29.00S,2021-11-30T03:43:29.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630529,92.82194480946123,53.431372549019606,1610612740,8,10,2021-11-30T03:43:33Z,210000,17.0,15.0,1,right,H. Jones cutting DUNK (2 PTS) (D. Graham 2 AST),"[1630529, 1628984]",1610612740.0,NOP,cutting,,,Jones,H. Jones,,,,,,,2.28,Made,2.0,D. Graham,1628984.0,2.0,,,,,,,,,,,,,
23,PT09M03.00S,2021-11-30T03:43:55.7Z,1,REGULAR,3pt,Jump Shot,[],202704,35.26609724047306,71.07843137254902,1610612746,11,10,2021-11-30T03:44:00Z,230000,-105.0,279.0,1,left,R. Jackson 29' 3PT step back (3 PTS),[202704],1610612746.0,LAC,step back,,,Jackson,R. Jackson,,,,,,,29.82,Made,3.0,,,,,,,,,,,,,,,,
24,PT08M37.00S,2021-11-30T03:44:21.7Z,1,REGULAR,3pt,Jump Shot,[],1627742,91.63929040735874,95.83333333333333,1610612740,11,13,2021-11-30T03:44:26Z,240000,229.0,26.0,1,right,B. Ingram 3PT  (3 PTS) (J. Hart 1 AST),"[1627742, 1628404]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,23.07,Made,3.0,J. Hart,1628404.0,1.0,,,,,,,,,,,,,
26,PT08M27.00S,2021-11-30T03:44:36.2Z,1,REGULAR,foul,personal,[],1630529,,,1610612746,11,13,2021-11-30T03:44:50Z,260000,,,0,,H. Jones personal FOUL (1 PF),"[1630529, 202704]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,2534.0,,,,,,,,,,,,1.0,0.0,Jackson,202704.0,,,,,
28,PT08M21.00S,2021-11-30T03:45:00.4Z,1,REGULAR,turnover,out-of-bounds,[],202331,,,1610612746,11,13,2021-11-30T03:45:06Z,280000,,,0,,P. George bad pass out-of-bounds TURNOVER (1 TO),[202331],1610612746.0,LAC,bad pass,,,George,P. George,,,,,1201.0,1.0,,,,,,,,,,,,,,,,,,,
29,PT08M06.00S,2021-11-30T03:45:21.8Z,1,REGULAR,turnover,bad pass,[],1628404,,,1610612740,11,13,2021-11-30T03:45:25Z,290000,,,0,,J. Hart bad pass TURNOVER (2 TO),"[1628404, 202339]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,,2.0,,,,,,,,,,,,,,,Bledsoe,202339.0,,,
30,PT08M06.00S,2021-11-30T03:45:21.8Z,1,REGULAR,steal,,[],202339,,,1610612746,11,13,2021-11-30T03:45:24Z,300000,,,0,,E. Bledsoe STEAL (1 STL),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT08M04.00S,2021-11-30T03:45:25.6Z,1,REGULAR,foul,personal,['2freethrow'],1628404,,,1610612746,11,13,2021-11-30T03:45:34Z,310000,,,0,,J. Hart shooting personal FOUL (1 PF) (Bledsoe 2 FT),"[1628404, 202339]",1610612740.0,NOP,shooting,,,Hart,J. Hart,,,,,2534.0,,,,,,,,,,,,1.0,0.0,Bledsoe,202339.0,,,,,
33,PT08M04.00S,2021-11-30T03:45:54.8Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",202339,,,1610612746,11,13,2021-11-30T03:45:54Z,330000,,,0,,MISS E. Bledsoe Free Throw 1 of 2,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,Missed,,,,,,,,,,,,,,,,,
34,PT08M04.00S,2021-11-30T03:45:54.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,11,13,2021-11-30T03:45:54Z,340000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,
35,PT08M04.00S,2021-11-30T03:45:54.8Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",202339,,,1610612746,11,13,2021-11-30T03:46:19Z,350000,,,0,,MISS E. Bledsoe Free Throw 2 of 2,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,Missed,,,,,,,,,,,,,,,,,
36,PT08M01.00S,2021-11-30T03:45:57.8Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612740,11,13,2021-11-30T03:46:19Z,360000,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,,
37,PT07M52.00S,2021-11-30T03:46:30.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,92.42772667542707,48.0392156862745,1610612740,11,15,2021-11-30T03:46:35Z,370000,-10.0,19.0,1,right,H. Jones driving Layup (4 PTS) (J. Valanciunas 1 AST),"[1630529, 202685]",1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,,,2.11,Made,4.0,J. Valanciunas,202685.0,1.0,,,,,,,,,,,,,
39,PT07M52.00S,2021-11-30T03:46:34.5Z,1,REGULAR,foul,personal,['1freethrow'],1627826,,,1610612740,11,15,2021-11-30T03:46:56Z,390000,,,0,,I. Zubac shooting personal FOUL (1 PF) (Jones 1 FT),"[1627826, 1630529]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,1201.0,,,,,,,,,,,,1.0,0.0,Jones,1630529.0,,,,,
41,PT07M52.00S,2021-11-30T03:46:57.1Z,1,REGULAR,freethrow,1 of 1,[],1630529,,,1610612740,11,16,2021-11-30T03:46:57Z,410000,,,0,,H. Jones Free Throw 1 of 1 (5 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,
42,PT07M39.00S,2021-11-30T03:47:09.4Z,1,REGULAR,2pt,Jump Shot,[],202331,25.410643889618925,28.67647058823529,1610612746,11,16,2021-11-30T03:47:15Z,420000,107.0,186.0,1,left,MISS P. George 21' Jump Shot,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,21.47,Missed,,,,,,,,,,,,,,,,,
43,PT07M35.00S,2021-11-30T03:47:13.4Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,11,16,2021-11-30T03:47:15Z,430000,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,42.0,1.0,1.0,0.0,,,,,,,,,
44,PT07M26.00S,2021-11-30T03:47:22.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,80.6011826544021,57.59803921568628,1610612740,11,18,2021-11-30T03:47:26Z,440000,38.0,130.0,1,right,B. Ingram 13' pullup Jump Shot (5 PTS),[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,,,13.52,Made,5.0,,,,,,,,,,,,,,,,
45,PT07M10.00S,2021-11-30T03:47:38.7Z,1,REGULAR,turnover,lost ball,[],202339,,,1610612746,11,18,2021-11-30T03:47:43Z,450000,,,0,,E. Bledsoe lost ball TURNOVER (1 TO),"[202339, 1628984]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,1.0,,,,,,,,,,,,,,,Graham,1628984.0,,,
46,PT07M10.00S,2021-11-30T03:47:38.7Z,1,REGULAR,steal,,[],1628984,,,1610612740,11,18,2021-11-30T03:47:42Z,460000,,,0,,D. Graham STEAL (1 STL),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M04.00S,2021-11-30T03:47:44.6Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628984,74.1622864651774,85.7843137254902,1610612740,11,18,2021-11-30T03:47:51Z,470000,179.0,190.0,1,right,MISS D. Graham 26' running pullup 3PT,[1628984],1610612740.0,NOP,running pullup,,,Graham,D. Graham,,,,,,,26.13,Missed,,,,,,,,,,,,,,,,,
48,PT07M02.00S,2021-11-30T03:47:46.6Z,1,REGULAR,rebound,defensive,[],202704,,,1610612746,11,18,2021-11-30T03:47:51Z,480000,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,47.0,1.0,1.0,0.0,,,,,,,,,
49,PT06M59.00S,2021-11-30T03:47:52.7Z,1,REGULAR,foul,personal,['2freethrow'],1627742,,,1610612746,11,18,2021-11-30T03:47:58Z,490000,,,0,,B. Ingram shooting personal FOUL (1 PF) (Coffey 2 FT),"[1627742, 1629599]",1610612740.0,NOP,shooting,,,Ingram,B. Ingram,,,,,1201.0,,,,,,,,,,,,1.0,0.0,Coffey,1629599.0,,,,,
51,PT06M59.00S,2021-11-30T03:48:01.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,11,18,2021-11-30T03:48:01Z,510000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M59.00S,2021-11-30T03:51:01.0Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629599,,,1610612746,12,18,2021-11-30T03:51:01Z,520000,,,0,,A. Coffey Free Throw 1 of 2 (1 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
54,PT06M59.00S,2021-11-30T03:51:01.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629599,,,1610612746,12,18,2021-11-30T03:51:13Z,530000,,,0,,MISS A. Coffey Free Throw 2 of 2,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,Missed,,,,,,,,,,,,,,,,,
55,PT06M56.00S,2021-11-30T03:51:04.0Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,12,18,2021-11-30T03:51:13Z,540000,,,0,,J. Valanciunas REBOUND (Off:1 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,54.0,2.0,1.0,1.0,,,,,,,,,
56,PT06M40.00S,2021-11-30T03:51:30.5Z,1,REGULAR,3pt,Jump Shot,[],1628404,75.607752956636,12.74509803921569,1610612740,12,18,2021-11-30T03:51:34Z,550000,-186.0,177.0,1,right,MISS J. Hart 25' 3PT,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,25.68,Missed,,,,,,,,,,,,,,,,,
57,PT06M36.00S,2021-11-30T03:51:33.2Z,1,REGULAR,rebound,offensive,[],1630529,,,1610612740,12,18,2021-11-30T03:51:33Z,560000,,,0,,H. Jones REBOUND (Off:1 Def:0),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,56.0,1.0,0.0,1.0,,,,,,,,,
58,PT06M35.00S,2021-11-30T03:51:34.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627742,70.22010512483574,79.90196078431373,1610612740,12,18,2021-11-30T03:51:40Z,570000,150.0,227.0,1,right,MISS B. Ingram 27' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,27.21,Missed,,,,,,,,,,,,,,,,,
59,PT06M31.00S,2021-11-30T03:51:38.9Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,12,18,2021-11-30T03:51:40Z,580000,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,58.0,1.0,1.0,0.0,,,,,,,,,
60,PT06M23.00S,2021-11-30T03:51:46.7Z,1,REGULAR,2pt,Jump Shot,[],202331,21.862680683311424,35.5392156862745,1610612746,12,18,2021-11-30T03:51:50Z,590000,72.0,153.0,1,left,MISS P. George 16' pullup Shot,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,,,16.92,Missed,,,,,,,,,,,,,,,,,
61,PT06M20.00S,2021-11-30T03:51:49.7Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612740,12,18,2021-11-30T03:51:50Z,600000,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,60.0,2.0,2.0,0.0,,,,,,,,,
62,PT06M14.00S,2021-11-30T03:51:55.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202685,67.06636005256242,45.34313725490197,1610612740,12,21,2021-11-30T03:52:05Z,610000,-23.0,257.0,1,right,J. Valanciunas 25' 3PT running (11 PTS) (J. Hart 2 AST),"[202685, 1628404]",1610612740.0,NOP,running,,,Valanciunas,J. Valanciunas,,,,,,,25.82,Made,11.0,J. Hart,1628404.0,2.0,,,,,,,,,,,,,
64,PT05M44.00S,2021-11-30T03:52:26.0Z,1,REGULAR,3pt,Jump Shot,[],202331,32.50657030223391,30.392156862745097,1610612746,12,21,2021-11-30T03:52:29Z,630000,98.0,253.0,1,left,MISS P. George 27' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,27.14,Missed,,,,,,,,,,,,,,,,,
65,PT05M41.00S,2021-11-30T03:52:28.4Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,12,21,2021-11-30T03:52:28Z,640000,,,0,,J. Valanciunas REBOUND (Off:1 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,64.0,3.0,2.0,1.0,,,,,,,,,
66,PT05M30.00S,2021-11-30T03:52:39.4Z,1,REGULAR,2pt,Jump Shot,[],202685,93.61038107752957,85.29411764705883,1610612740,12,21,2021-11-30T03:52:44Z,650000,176.0,8.0,1,right,MISS J. Valanciunas 17' Jump Shot,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,17.67,Missed,,,,,,,,,,,,,,,,,
67,PT05M27.00S,2021-11-30T03:52:42.4Z,1,REGULAR,rebound,defensive,[],1629599,,,1610612746,12,21,2021-11-30T03:52:44Z,660000,,,0,,A. Coffey REBOUND (Off:0 Def:1),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,66.0,1.0,1.0,0.0,,,,,,,,,
68,PT05M23.00S,2021-11-30T03:52:46.6Z,1,REGULAR,turnover,bad pass,[],202331,,,1610612746,12,21,2021-11-30T03:52:50Z,670000,,,0,,P. George bad pass TURNOVER (2 TO),"[202331, 1630529]",1610612746.0,LAC,,,,George,P. George,,,,,,2.0,,,,,,,,,,,,,,,Jones,1630529.0,,,
69,PT05M23.00S,2021-11-30T03:52:46.6Z,1,REGULAR,steal,,[],1630529,,,1610612740,12,21,2021-11-30T03:52:48Z,680000,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M12.00S,2021-11-30T03:52:58.2Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628404,90.8508541392904,61.76470588235294,1610612740,12,21,2021-11-30T03:53:03Z,690000,59.0,34.0,1,right,MISS J. Hart 6' driving Hook,[1628404],1610612740.0,NOP,driving,,,Hart,J. Hart,,,,,,,6.77,Missed,,,,,,,,,,,,,,,,,
71,PT05M09.00S,2021-11-30T03:53:01.2Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,12,21,2021-11-30T03:53:03Z,700000,,,0,,I. Zubac REBOUND (Off:0 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,70.0,2.0,2.0,0.0,,,,,,,,,
72,PT05M03.00S,2021-11-30T03:53:06.8Z,1,REGULAR,2pt,Jump Shot,[],202704,25.673455978975028,43.13725490196079,1610612746,14,21,2021-11-30T03:53:11Z,710000,34.0,189.0,1,left,R. Jackson 19' step back Jump Shot (5 PTS),[202704],1610612746.0,LAC,step back,,,Jackson,R. Jackson,,,,,,,19.19,Made,5.0,,,,,,,,,,,,,,,,
73,PT04M44.00S,2021-11-30T03:53:25.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202685,90.8508541392904,45.34313725490197,1610612740,14,21,2021-11-30T03:53:32Z,720000,-23.0,34.0,1,right,MISS J. Valanciunas Layup,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,4.08,Missed,,,,,,,,,,,,,,,,,
74,PT04M42.00S,2021-11-30T03:53:27.7Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,14,21,2021-11-30T03:53:32Z,730000,,,0,,J. Valanciunas REBOUND (Off:2 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,73.0,4.0,2.0,2.0,,,,,,,,,
75,PT04M41.00S,2021-11-30T03:53:28.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,94.00459921156373,46.32352941176471,1610612740,14,23,2021-11-30T03:53:34Z,740000,-18.0,4.0,1,right,J. Valanciunas putback Layup (13 PTS),[202685],1610612740.0,NOP,putback,,,Valanciunas,J. Valanciunas,,,,,,,1.88,Made,13.0,,,,,,,,,,,,,,,,
76,PT04M26.00S,2021-11-30T03:53:43.5Z,1,REGULAR,turnover,bad pass,[],202331,,,1610612746,14,23,2021-11-30T03:53:47Z,750000,,,0,,P. George bad pass TURNOVER (3 TO),"[202331, 1628404]",1610612746.0,LAC,,,,George,P. George,,,,,,3.0,,,,,,,,,,,,,,,Hart,1628404.0,,,
77,PT04M26.00S,2021-11-30T03:53:43.5Z,1,REGULAR,steal,,[],1628404,,,1610612740,14,23,2021-11-30T03:53:45Z,760000,,,0,,J. Hart STEAL (1 STL),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M23.00S,2021-11-30T03:53:49.9Z,1,REGULAR,foul,personal,['2freethrow'],202704,,,1610612740,14,23,2021-11-30T03:54:01Z,770000,,,0,,R. Jackson shooting personal FOUL (1 PF) (Hart 2 FT),"[202704, 1628404]",1610612746.0,LAC,shooting,,,Jackson,R. Jackson,,,,,2534.0,,,,,,,,,,,,1.0,0.0,Hart,1628404.0,,,,,
80,PT04M23.00S,2021-11-30T03:54:20.3Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628404,,,1610612740,14,24,2021-11-30T03:54:20Z,790000,,,0,,J. Hart Free Throw 1 of 2 (1 PTS),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
81,PT04M23.00S,2021-11-30T03:54:20.9Z,1,REGULAR,substitution,out,[],1629599,,,1610612740,14,24,2021-11-30T03:54:47Z,800000,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M23.00S,2021-11-30T03:54:20.9Z,1,REGULAR,substitution,out,[],1627826,,,1610612740,14,24,2021-11-30T03:54:47Z,810000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M23.00S,2021-11-30T03:54:20.9Z,1,REGULAR,substitution,out,[],202339,,,1610612740,14,24,2021-11-30T03:54:47Z,820000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M23.00S,2021-11-30T03:54:20.9Z,1,REGULAR,substitution,out,[],202685,,,1610612740,14,24,2021-11-30T03:54:47Z,830000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M23.00S,2021-11-30T03:54:20.9Z,1,REGULAR,substitution,out,[],1628984,,,1610612740,14,24,2021-11-30T03:54:47Z,840000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M23.00S,2021-11-30T03:54:20.9Z,1,REGULAR,substitution,in,[],1629611,,,1610612740,14,24,2021-11-30T03:54:47Z,850000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M23.00S,2021-11-30T03:54:20.9Z,1,REGULAR,substitution,in,[],1628379,,,1610612740,14,24,2021-11-30T03:54:47Z,860000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M23.00S,2021-11-30T03:54:20.9Z,1,REGULAR,substitution,in,[],201586,,,1610612740,14,24,2021-11-30T03:54:47Z,870000,,,0,,SUB in: S. Ibaka,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M23.00S,2021-11-30T03:54:20.9Z,1,REGULAR,substitution,in,[],1626195,,,1610612740,14,24,2021-11-30T03:54:47Z,880000,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M23.00S,2021-11-30T03:54:20.9Z,1,REGULAR,substitution,in,[],1630184,,,1610612740,14,24,2021-11-30T03:54:47Z,890000,,,0,,SUB in: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
