actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,value
529,PT10M54.00S,2021-11-24T05:33:46.0Z,4,REGULAR,turnover,bad pass,[],204001,,,1610612742,78,80,2021-11-24T05:33:52Z,5260000,,,0,,K. Porzingis bad pass TURNOVER (4 TO),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,4.0,,,,,,,,
531,PT10M54.00S,2021-11-24T05:33:48.2Z,4,REGULAR,foul,personal,[],1628467,,,1610612746,78,80,2021-11-24T05:33:59Z,5280000,,,0,,M. Kleber loose ball personal FOUL (4 PF),"[1628467, 202339]",1610612742.0,DAL,loose ball,,,Kleber,M. Kleber,,,,,,,,,,,1627541.0,4.0,0.0,Bledsoe,202339.0,,,,,,,,,,
533,PT10M39.00S,2021-11-24T05:34:14.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202331,15.949408672798953,43.627450980392155,1610612746,80,80,2021-11-24T05:41:21Z,5300000,32.0,97.0,1,left,P. George 10' step back Jump Shot (20 PTS),[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,10.25,Made,,,,,,,,,,20.0,,,,,,,,,
534,PT10M15.00S,2021-11-24T05:34:39.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,87.69710906701708,65.68627450980392,1610612742,80,82,2021-11-24T05:37:47Z,5310000,78.0,63.0,1,right,K. Porzingis 10' bank Jump Shot (21 PTS),[204001],1610612742.0,DAL,bank,,,Porzingis,K. Porzingis,,,,,10.06,Made,,,,,,,,,,21.0,,,,,,,,,
535,PT09M52.00S,2021-11-24T05:35:02.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],202331,7.933639947437584,44.607843137254896,1610612746,80,82,2021-11-24T05:35:07Z,5320000,27.0,22.0,1,left,MISS P. George driving DUNK - blocked,"[202331, 204001]",1610612746.0,LAC,driving,,,George,P. George,,,,,3.49,Missed,,,,,,,,,,,,Porzingis,204001.0,,,,,,
560,PT09M52.00S,2021-11-24T05:35:02.0Z,4,REGULAR,block,,[],204001,,,1610612746,80,82,2021-11-24T05:37:18Z,5325000,,,0,,K. Porzingis BLOCK (1 BLK),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT09M48.00S,2021-11-24T05:35:06.0Z,4,REGULAR,rebound,offensive,[],202339,,,1610612746,80,82,2021-11-24T05:35:07Z,5330000,,,0,,E. Bledsoe REBOUND (Off:2 Def:2),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,535.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
537,PT09M41.00S,2021-11-24T05:35:12.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629599,7.145203679369246,2.6960784313725554,1610612746,80,82,2021-11-24T05:35:17Z,5340000,237.0,15.0,1,left,MISS A. Coffey 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,23.7,Missed,,,,,,,,,,,,,,,,,,,
538,PT09M38.00S,2021-11-24T05:35:15.1Z,4,REGULAR,rebound,offensive,[],1628392,,,1610612746,80,82,2021-11-24T05:35:17Z,5350000,,,0,,I. Hartenstein REBOUND (Off:4 Def:0),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,537.0,4.0,0.0,4.0,,,,,,,,,,,,,,,
539,PT09M38.00S,2021-11-24T05:35:15.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628392,5.590000152587891,50.0,1610612746,80,82,2021-11-24T05:35:15Z,5360000,0.0,0.0,1,left,MISS I. Hartenstein tip Layup,[1628392],1610612746.0,LAC,tip,,,Hartenstein,I. Hartenstein,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
540,PT09M37.00S,2021-11-24T05:35:16.3Z,4,REGULAR,rebound,defensive,[],203504,,,1610612742,80,82,2021-11-24T05:35:16Z,5370000,,,0,,T. Burke REBOUND (Off:0 Def:1),[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,539.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
541,PT09M28.00S,2021-11-24T05:35:28.2Z,4,REGULAR,foul,personal,[],202339,,,1610612742,80,82,2021-11-24T05:35:34Z,5380000,,,0,,E. Bledsoe personal FOUL (4 PF),"[202339, 204001]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,202053.0,4.0,0.0,Porzingis,204001.0,,,,,,,,,,
543,PT09M28.00S,2021-11-24T05:35:33.5Z,4,REGULAR,substitution,out,[],1628425,,,1610612742,80,82,2021-11-24T05:35:39Z,5400000,,,0,,SUB out: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT09M28.00S,2021-11-24T05:35:33.5Z,4,REGULAR,substitution,out,[],203504,,,1610612742,80,82,2021-11-24T05:35:39Z,5410000,,,0,,SUB out: T. Burke,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT09M28.00S,2021-11-24T05:35:33.5Z,4,REGULAR,substitution,in,[],1629029,,,1610612742,80,82,2021-11-24T05:35:39Z,5420000,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT09M28.00S,2021-11-24T05:35:33.5Z,4,REGULAR,substitution,in,[],203501,,,1610612742,80,82,2021-11-24T05:35:39Z,5430000,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT09M22.00S,2021-11-24T05:35:53.8Z,4,REGULAR,turnover,lost ball,[],1629029,,,1610612742,80,82,2021-11-24T05:38:29Z,5440000,,,0,,L. Doncic lost ball TURNOVER (6 TO),"[1629029, 202339]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,6.0,,,,,,Bledsoe,202339.0,
548,PT09M22.00S,2021-11-24T05:35:53.8Z,4,REGULAR,steal,,[],202339,,,1610612746,80,82,2021-11-24T05:35:55Z,5450000,,,0,,E. Bledsoe STEAL (1 STL),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT09M16.00S,2021-11-24T05:35:59.6Z,4,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628379,30.66688567674113,73.0392156862745,1610612746,83,82,2021-11-24T05:36:07Z,5460000,-115.0,236.0,1,left,L. Kennard 26' 3PT running (3 PTS) (E. Bledsoe 1 AST),"[1628379, 202339]",1610612746.0,LAC,running,,,Kennard,L. Kennard,,,,,26.24,Made,,,,,,,,,,3.0,,,,E. Bledsoe,202339.0,1.0,,,
551,PT08M58.00S,2021-11-24T05:36:17.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627827,92.0335085413929,51.470588235294116,1610612742,83,84,2021-11-24T05:41:09Z,5480000,7.0,22.0,1,right,D. Finney-Smith driving finger roll Layup (9 PTS) (T. Hardaway Jr. 1 AST),"[1627827, 203501]",1610612742.0,DAL,driving finger roll,,,Finney-Smith,D. Finney-Smith,,,,,2.36,Made,,,,,,,,,,9.0,,,,T. Hardaway Jr.,203501.0,1.0,,,
553,PT08M44.00S,2021-11-24T05:36:34.6Z,4,REGULAR,foul,offensive,[],1628379,,,1610612746,83,84,2021-11-24T05:36:43Z,5500000,,,0,,L. Kennard offensive FOUL (4 PF),"[1628379, 1627827]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,202053.0,4.0,0.0,Finney-Smith,1627827.0,,,,,,,,,,
555,PT08M44.00S,2021-11-24T05:36:34.6Z,4,REGULAR,turnover,offensive foul,[],1628379,,,1610612746,83,84,2021-11-24T05:36:34Z,5520000,,,0,,L. Kennard offensive foul TURNOVER (1 TO),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,202053.0,,,,,,1.0,,,,,,,,
556,PT08M44.00S,2021-11-24T05:36:47.0Z,4,REGULAR,substitution,out,[],204001,,,1610612742,83,84,2021-11-24T05:36:51Z,5530000,,,0,,SUB out: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT08M44.00S,2021-11-24T05:36:47.0Z,4,REGULAR,substitution,in,[],1626161,,,1610612742,83,84,2021-11-24T05:36:51Z,5540000,,,0,,SUB in: W. Cauley-Stein,[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT08M36.00S,2021-11-24T05:37:11.3Z,4,REGULAR,foul,personal,[],1628392,,,1610612742,83,84,2021-11-24T05:37:19Z,5550000,,,0,,I. Hartenstein personal FOUL (1 PF),"[1628392, 1626161]",1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,201640.0,1.0,0.0,Cauley-Stein,1626161.0,,,,,,,,,,
561,PT08M27.00S,2021-11-24T05:37:38.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203501,93.74178712220763,3.67647058823529,1610612742,83,84,2021-11-24T05:37:46Z,5570000,-232.0,6.0,1,right,MISS T. Hardaway Jr. 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,23.17,Missed,,,,,,,,,,,,,,,,,,,
562,PT08M23.00S,2021-11-24T05:37:42.4Z,4,REGULAR,rebound,defensive,[],1628392,,,1610612746,83,84,2021-11-24T05:37:46Z,5580000,,,0,,I. Hartenstein REBOUND (Off:4 Def:1),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,561.0,5.0,1.0,4.0,,,,,,,,,,,,,,,
563,PT08M13.00S,2021-11-24T05:37:52.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202331,10.298948751642584,43.13725490196079,1610612746,85,84,2021-11-24T05:38:02Z,5590000,34.0,44.0,1,left,P. George driving Layup (22 PTS),[202331],1610612746.0,LAC,driving,,,George,P. George,,,,,5.6,Made,,,,,,,,,,22.0,,,,,,,,,
564,PT07M58.00S,2021-11-24T05:38:06.8Z,4,REGULAR,2pt,Jump Shot,[],203501,86.51445466491458,75.49019607843138,1610612742,85,86,2021-11-24T05:40:31Z,5600000,127.0,74.0,1,right,T. Hardaway Jr. 14' pullup Jump Shot (10 PTS) (M. Kleber 2 AST),"[203501, 1628467]",1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,14.76,Made,,,,,,,,,,10.0,,,,M. Kleber,1628467.0,2.0,,,
566,PT07M39.00S,2021-11-24T05:38:26.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,14.898160315374511,50.49019607843137,1610612746,87,86,2021-11-24T05:38:31Z,5620000,-2.0,88.0,1,left,I. Hartenstein 8' floating Jump Shot (4 PTS) (P. George 6 AST),"[1628392, 202331]",1610612746.0,LAC,floating,,,Hartenstein,I. Hartenstein,,,,,8.75,Made,,,,,,,,,,4.0,,,,P. George,202331.0,6.0,,,
568,PT07M27.00S,2021-11-24T05:38:38.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1627827,93.74178712220763,49.26470588235294,1610612742,87,88,2021-11-24T05:39:10Z,5640000,-4.0,6.0,1,right,D. Finney-Smith cutting DUNK (11 PTS) (W. Cauley-Stein 1 AST),"[1627827, 1626161]",1610612742.0,DAL,cutting,,,Finney-Smith,D. Finney-Smith,,,,,0.73,Made,,,,,,,,,,11.0,,,,W. Cauley-Stein,1626161.0,1.0,,,
570,PT07M26.00S,2021-11-24T05:38:50.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,87,88,2021-11-24T05:38:50Z,5660000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT07M12.00S,2021-11-24T05:41:54.0Z,4,REGULAR,2pt,Jump Shot,[],202331,21.994086727989497,58.57843137254902,1610612746,87,88,2021-11-24T05:41:59Z,5670000,-43.0,154.0,1,left,MISS P. George 16' fadeaway Shot,[202331],1610612746.0,LAC,fadeaway,,,George,P. George,,,,,16.01,Missed,,,,,,,,,,,,,,,,,,,
573,PT07M08.00S,2021-11-24T05:41:58.0Z,4,REGULAR,rebound,defensive,[],1628467,,,1610612742,87,88,2021-11-24T05:41:59Z,5680000,,,0,,M. Kleber REBOUND (Off:1 Def:4),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,572.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
574,PT06M49.00S,2021-11-24T05:42:16.9Z,4,REGULAR,3pt,Jump Shot,[],1627827,93.2161629434954,2.941176470588232,1610612742,87,91,2021-11-24T05:42:20Z,5690000,-235.0,11.0,1,right,D. Finney-Smith 3PT  (14 PTS) (M. Kleber 3 AST),"[1627827, 1628467]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,23.56,Made,,,,,,,,,,14.0,,,,M. Kleber,1628467.0,3.0,,,
576,PT06M31.00S,2021-11-24T05:42:34.5Z,4,REGULAR,2pt,Jump Shot,[],1628379,21.024967148488827,60.73835784313725,1610612746,87,91,2021-11-24T05:42:40Z,5710000,-54.0,145.0,1,left,MISS L. Kennard 15' pullup Shot,[1628379],1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,15.47,Missed,,,,,,,,,,,,,,,,,,,
577,PT06M28.00S,2021-11-24T05:42:37.5Z,4,REGULAR,rebound,defensive,[],1628467,,,1610612742,87,91,2021-11-24T05:42:40Z,5720000,,,0,,M. Kleber REBOUND (Off:1 Def:5),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,576.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
578,PT06M07.00S,2021-11-24T05:42:58.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,82.44086727989487,42.64705882352941,1610612742,87,91,2021-11-24T05:43:02Z,5730000,-37.0,113.0,1,right,MISS T. Hardaway Jr. 11' pullup Shot,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,11.85,Missed,,,,,,,,,,,,,,,,,,,
579,PT06M04.00S,2021-11-24T05:43:01.4Z,4,REGULAR,rebound,defensive,[],202331,,,1610612746,87,91,2021-11-24T05:43:02Z,5740000,,,0,,P. George REBOUND (Off:0 Def:6),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,578.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
580,PT05M42.00S,2021-11-24T05:43:25.6Z,4,REGULAR,foul,personal,['2freethrow'],1626161,,,1610612746,87,91,2021-11-24T05:43:31Z,5750000,,,0,,W. Cauley-Stein shooting personal FOUL (3 PF) (Coffey 2 FT),"[1626161, 1629599]",1610612742.0,DAL,shooting,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,201640.0,3.0,1.0,Coffey,1629599.0,,,,,,,,,,
582,PT05M42.00S,2021-11-24T05:43:34.8Z,4,REGULAR,instantreplay,request,[],0,,,1610612746,87,91,2021-11-24T05:44:34Z,5770000,,,0,,,[],,,support,,,,,,,,,,,,,,,201640.0,,,,,,,,,,,,,,Foul occurred prior to expiration of time
583,PT05M42.00S,2021-11-24T05:45:01.0Z,4,REGULAR,freethrow,1 of 2,[],1629599,,,1610612746,88,91,2021-11-24T05:45:01Z,5780000,,,0,,A. Coffey Free Throw 1 of 2 (6 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,Made,,,,,,,,,,6.0,,,,,,,,,
584,PT05M42.00S,2021-11-24T05:45:02.5Z,4,REGULAR,substitution,out,[],202339,,,1610612746,88,91,2021-11-24T05:45:16Z,5790000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT05M42.00S,2021-11-24T05:45:02.5Z,4,REGULAR,substitution,out,[],1628392,,,1610612746,88,91,2021-11-24T05:45:16Z,5800000,,,0,,SUB out: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT05M42.00S,2021-11-24T05:45:02.5Z,4,REGULAR,substitution,out,[],1626161,,,1610612746,88,91,2021-11-24T05:45:16Z,5810000,,,0,,SUB out: W. Cauley-Stein,[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT05M42.00S,2021-11-24T05:45:02.5Z,4,REGULAR,substitution,in,[],202694,,,1610612746,88,91,2021-11-24T05:45:16Z,5820000,,,0,,SUB in: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT05M42.00S,2021-11-24T05:45:02.5Z,4,REGULAR,substitution,in,[],202704,,,1610612746,88,91,2021-11-24T05:45:16Z,5830000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT05M42.00S,2021-11-24T05:45:02.5Z,4,REGULAR,substitution,in,[],204001,,,1610612746,88,91,2021-11-24T05:45:16Z,5840000,,,0,,SUB in: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT05M42.00S,2021-11-24T05:45:22.3Z,4,REGULAR,freethrow,2 of 2,[],1629599,,,1610612746,89,91,2021-11-24T05:45:22Z,5850000,,,0,,A. Coffey Free Throw 2 of 2 (7 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,Made,,,,,,,,,,7.0,,,,,,,,,
591,PT05M34.00S,2021-11-24T05:45:36.7Z,4,REGULAR,3pt,Jump Shot,[],204001,72.45400788436268,15.686274509803923,1610612742,89,94,2021-11-24T05:45:42Z,5860000,-172.0,206.0,1,right,K. Porzingis 26' 3PT  (24 PTS) (M. Kleber 4 AST),"[204001, 1628467]",1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,26.84,Made,,,,,,,,,,24.0,,,,M. Kleber,1628467.0,4.0,,,
593,PT05M12.00S,2021-11-24T05:45:57.5Z,4,REGULAR,3pt,Jump Shot,[],202694,8.327858081471746,96.32352941176471,1610612746,92,94,2021-11-24T05:46:02Z,5880000,-232.0,26.0,1,left,M. Morris Sr. 3PT  (10 PTS) (A. Coffey 2 AST),"[202694, 1629599]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,23.3,Made,,,,,,,,,,10.0,,,,A. Coffey,1629599.0,2.0,,,
595,PT04M59.00S,2021-11-24T05:46:14.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,92,94,2021-11-24T05:46:14Z,5900000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT04M59.00S,2021-11-24T05:46:15.1Z,4,REGULAR,substitution,out,[],1629599,,,1610612742,92,94,2021-11-24T05:46:17Z,5910000,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT04M59.00S,2021-11-24T05:46:15.1Z,4,REGULAR,substitution,in,[],1627826,,,1610612742,92,94,2021-11-24T05:46:17Z,5920000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT04M53.00S,2021-11-24T05:46:38.4Z,4,REGULAR,3pt,Jump Shot,[],203501,73.69415243101183,15.908394607843135,1610612742,92,97,2021-11-24T05:46:48Z,5930000,-170.0,195.0,1,right,T. Hardaway Jr. 25' 3PT  (13 PTS) (M. Kleber 5 AST),"[203501, 1628467]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,25.89,Made,,,,,,,,,,13.0,,,,M. Kleber,1628467.0,5.0,,,
600,PT04M28.00S,2021-11-24T05:47:06.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202704,7.933639947437584,44.11764705882353,1610612746,92,97,2021-11-24T05:47:14Z,5950000,29.0,22.0,1,left,MISS R. Jackson driving Layup - blocked,"[202704, 1629029]",1610612746.0,LAC,driving,,,Jackson,R. Jackson,,,,,3.68,Missed,,,,,,,,,,,,Doncic,1629029.0,,,,,,
601,PT04M28.00S,2021-11-24T05:47:06.3Z,4,REGULAR,block,,[],1629029,,,1610612746,92,97,2021-11-24T05:47:08Z,5960000,,,0,,L. Doncic BLOCK (1 BLK),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT04M28.00S,2021-11-24T05:47:06.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612742,92,97,2021-11-24T05:47:14Z,5970000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,600.0,,,,,,,,,,,,,,,,,,
603,PT04M28.00S,2021-11-24T05:47:12.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,92,97,2021-11-24T05:47:12Z,5980000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT04M16.00S,2021-11-24T05:47:24.7Z,4,REGULAR,3pt,Jump Shot,[],1627827,87.69710906701708,96.32352941176471,1610612742,92,100,2021-11-24T05:47:29Z,5990000,232.0,63.0,1,right,D. Finney-Smith 24' 3PT  (17 PTS) (M. Kleber 6 AST),"[1627827, 1628467]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,24.0,Made,,,,,,,,,,17.0,,,,M. Kleber,1628467.0,6.0,,,
606,PT04M14.00S,2021-11-24T05:47:34.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,92,100,2021-11-24T05:47:34Z,6010000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT04M14.00S,2021-11-24T05:49:57.9Z,4,REGULAR,substitution,out,[],1627826,,,1610612746,92,100,2021-11-24T05:50:25Z,6020000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT04M14.00S,2021-11-24T05:49:57.9Z,4,REGULAR,substitution,in,[],1629611,,,1610612746,92,100,2021-11-24T05:50:25Z,6030000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT03M50.00S,2021-11-24T05:50:55.7Z,4,REGULAR,2pt,Jump Shot,[],202704,10.430354796320628,28.431372549019613,1610612746,92,100,2021-11-24T05:51:04Z,6040000,108.0,46.0,1,left,MISS R. Jackson 11' turnaround fadeaway Shot,[202704],1610612746.0,LAC,turnaround fadeaway,,,Jackson,R. Jackson,,,,,11.7,Missed,,,,,,,,,,,,,,,,,,,
610,PT03M50.00S,2021-11-24T05:50:55.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612746,92,100,2021-11-24T05:51:04Z,6050000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,609.0,,,,,,,,,,,,,,,,,,
611,PT03M50.00S,2021-11-24T05:51:06.0Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612746,92,100,2021-11-24T05:51:11Z,6060000,,,0,,LAC shot clock Team TURNOVER,[],1610612746.0,LAC,,,,,,,,,,,,,,,,201640.0,,,,,,,,,,,,,,
612,PT03M31.00S,2021-11-24T05:51:28.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",204001,91.90210249671485,41.91176470588235,1610612742,92,100,2021-11-24T05:51:35Z,6070000,-40.0,24.0,1,right,MISS K. Porzingis driving Layup - blocked,"[204001, 202694]",1610612742.0,DAL,driving,,,Porzingis,K. Porzingis,,,,,4.68,Missed,,,,,,,,,,,,Morris Sr.,202694.0,,,,,,
613,PT03M31.00S,2021-11-24T05:51:28.5Z,4,REGULAR,block,,[],202694,,,1610612742,92,100,2021-11-24T05:51:30Z,6080000,,,0,,M. Morris Sr. BLOCK (2 BLK),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT03M31.00S,2021-11-24T05:51:28.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612742,92,100,2021-11-24T05:51:35Z,6090000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,612.0,,,,,,,,,,,,,,,,,,
615,PT03M31.00S,2021-11-24T05:51:37.6Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,92,100,2021-11-24T05:51:37Z,6100000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT03M29.00S,2021-11-24T05:51:46.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628467,93.87319316688567,48.529411764705884,1610612742,92,102,2021-11-24T05:51:50Z,6110000,-7.0,5.0,1,right,M. Kleber cutting DUNK (4 PTS) (L. Doncic 8 AST),"[1628467, 1629029]",1610612742.0,DAL,cutting,,,Kleber,M. Kleber,,,,,0.9,Made,,,,,,,,,,4.0,,,,L. Doncic,1629029.0,8.0,,,
618,PT03M06.00S,2021-11-24T05:52:07.8Z,4,REGULAR,3pt,Jump Shot,[],202694,5.962549277266746,96.81372549019608,1610612746,92,102,2021-11-24T05:52:12Z,6130000,-234.0,4.0,1,left,MISS M. Morris Sr. 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,23.41,Missed,,,,,,,,,,,,,,,,,,,
619,PT03M04.00S,2021-11-24T05:52:09.8Z,4,REGULAR,rebound,defensive,[],1629029,,,1610612742,92,102,2021-11-24T05:52:12Z,6140000,,,0,,L. Doncic REBOUND (Off:1 Def:5),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,618.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
620,PT02M43.00S,2021-11-24T05:52:31.4Z,4,REGULAR,3pt,Jump Shot,[],203501,93.2161629434954,3.9215686274509807,1610612742,92,102,2021-11-24T05:52:38Z,6150000,-230.0,11.0,1,right,MISS T. Hardaway Jr. 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,23.07,Missed,,,,,,,,,,,,,,,,,,,
621,PT02M41.00S,2021-11-24T05:52:33.4Z,4,REGULAR,rebound,defensive,[],202704,,,1610612746,92,102,2021-11-24T05:52:38Z,6160000,,,0,,R. Jackson REBOUND (Off:1 Def:5),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,620.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
