actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,value
19,PT10M19.00S,2022-03-04T03:17:53.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,7.013797634691201,44.85294117647059,1610612747,7,3,2022-03-04T03:17:58Z,190000,26.0,13.0,1,left,MISS L. James Layup,[2544],1610612747.0,LAL,,,,James,L. James,,,,,2.9,Missed,,,,,,,,,,,,,,,,,,,
21,PT10M16.00S,2022-03-04T03:17:56.0Z,1,REGULAR,rebound,defensive,[],202704,,,1610612746,7,3,2022-03-04T03:17:58Z,210000,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,19.0,1.0,1.0,0.0,,,,
22,PT10M06.00S,2022-03-04T03:18:05.7Z,1,REGULAR,2pt,Jump Shot,[],1629611,95.18725361366623,32.59803921568627,1610612746,9,3,2022-03-04T03:18:10Z,220000,-87.0,-7.0,1,right,T. Mann 8' pullup Jump Shot (5 PTS),[1629611],1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,8.73,Made,5.0,,,,,,,,,,,,,,,,,,
23,PT09M50.00S,2022-03-04T03:18:21.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,15.423784494086718,51.22549019607843,1610612747,9,5,2022-03-04T03:18:26Z,230000,-6.0,92.0,1,left,R. Westbrook 9' fadeaway Jump Shot (2 PTS),[201566],1610612747.0,LAL,fadeaway,,,Westbrook,R. Westbrook,,,,,9.27,Made,2.0,,,,,,,,,,,,,,,,,,
24,PT09M39.00S,2022-03-04T03:18:32.6Z,1,REGULAR,2pt,Jump Shot,[],202704,80.73258869908015,68.62745098039215,1610612746,9,5,2022-03-04T03:18:37Z,240000,93.0,129.0,1,right,MISS R. Jackson 15' pullup Shot,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,15.88,Missed,,,,,,,,,,,,,,,,,,,
25,PT09M36.00S,2022-03-04T03:18:35.6Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,9,5,2022-03-04T03:18:37Z,250000,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,24.0,1.0,1.0,0.0,,,,
26,PT09M28.00S,2022-03-04T03:18:43.2Z,1,REGULAR,2pt,Jump Shot,[],1630559,21.59986859395532,42.40196078431373,1610612747,9,5,2022-03-04T03:18:47Z,260000,38.0,151.0,1,left,MISS A. Reaves 15' pullup Shot,[1630559],1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,15.52,Missed,,,,,,,,,,,,,,,,,,,
27,PT09M25.00S,2022-03-04T03:18:46.2Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,9,5,2022-03-04T03:18:47Z,270000,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,26.0,1.0,1.0,0.0,,,,
28,PT09M18.00S,2022-03-04T03:18:53.6Z,1,REGULAR,3pt,Jump Shot,[],202694,86.12023653088042,2.205882352941174,1610612746,9,5,2022-03-04T03:18:58Z,280000,-239.0,78.0,1,right,MISS M. Morris Sr. 25' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,25.14,Missed,,,,,,,,,,,,,,,,,,,
29,PT09M16.00S,2022-03-04T03:18:55.6Z,1,REGULAR,rebound,defensive,[],1628370,,,1610612747,9,5,2022-03-04T03:29:38Z,290000,,,0,,M. Monk REBOUND (Off:0 Def:1),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,28.0,1.0,1.0,0.0,,,,
31,PT09M14.00S,2022-03-04T03:19:02.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'defensivegoaltending']",1628370,6.356767411300922,50.0,1610612747,9,7,2022-03-04T03:19:27Z,310000,0.0,7.0,1,left,M. Monk running finger roll Layup (2 PTS),[1628370],1610612747.0,LAL,running finger roll,,,Monk,M. Monk,,,,,0.73,Made,2.0,,,,,,,,,,,,,,,,,,
32,PT09M14.00S,2022-03-04T03:19:08.6Z,1,REGULAR,violation,defensive goaltending,[],201587,,,1610612747,9,7,2022-03-04T03:19:27Z,320000,,,0,,N. Batum defensive goaltending VIOLATION,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,2005.0,,,,,,,,,,,,,,
33,PT09M02.00S,2022-03-04T03:19:24.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,9,7,2022-03-04T03:19:24Z,330000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT08M55.00S,2022-03-04T03:19:43.9Z,1,REGULAR,2pt,Hook,[],1627826,94.13600525624179,68.62745098039215,1610612746,11,7,2022-03-04T03:19:48Z,340000,93.0,3.0,1,right,I. Zubac 9' turnaround Hook (6 PTS) (R. Jackson 1 AST),"[1627826, 202704]",1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,9.31,Made,6.0,R. Jackson,202704.0,1.0,,,,,,,,,,,,,,,
36,PT08M41.00S,2022-03-04T03:19:57.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628370,7.933639947437584,53.67647058823529,1610612747,11,9,2022-03-04T03:20:04Z,360000,-18.0,22.0,1,left,M. Monk cutting DUNK (4 PTS) (A. Reaves 1 AST),"[1628370, 1630559]",1610612747.0,LAL,cutting,,,Monk,M. Monk,,,,,2.88,Made,4.0,A. Reaves,1630559.0,1.0,,,,,,,,,,,,,,,
39,PT08M23.00S,2022-03-04T03:20:14.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,84.1491458607096,50.49019607843137,1610612746,13,9,2022-03-04T03:20:20Z,390000,2.0,96.0,1,right,T. Mann 9' pullup Jump Shot (7 PTS) (R. Jackson 2 AST),"[1629611, 202704]",1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,9.65,Made,7.0,R. Jackson,202704.0,2.0,,,,,,,,,,,,,,,
41,PT08M07.00S,2022-03-04T03:20:30.9Z,1,REGULAR,3pt,Jump Shot,[],1630559,16.737844940867276,94.11764705882354,1610612747,13,12,2022-03-04T03:20:37Z,410000,-221.0,105.0,1,left,A. Reaves 24' 3PT  (3 PTS) (L. James 1 AST),"[1630559, 2544]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,24.42,Made,3.0,L. James,2544.0,1.0,,,,,,,,,,,,,,,
43,PT07M54.00S,2022-03-04T03:20:44.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,86.7772667542707,59.068627450980394,1610612746,15,12,2022-03-04T03:20:48Z,430000,45.0,72.0,1,right,R. Jackson 8' driving floating Jump Shot (2 PTS),[202704],1610612746.0,LAC,driving floating,,,Jackson,R. Jackson,,,,,8.49,Made,2.0,,,,,,,,,,,,,,,,,,
44,PT07M43.00S,2022-03-04T03:20:56.5Z,1,REGULAR,3pt,Jump Shot,[],1630559,6.619579500657039,95.09803921568627,1610612747,15,15,2022-03-04T03:21:02Z,440000,-225.0,10.0,1,left,A. Reaves 3PT  (6 PTS) (M. Monk 1 AST),"[1630559, 1628370]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,22.57,Made,6.0,M. Monk,1628370.0,1.0,,,,,,,,,,,,,,,
46,PT07M43.00S,2022-03-04T03:21:01.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,15,15,2022-03-04T03:21:01Z,460000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M34.00S,2022-03-04T03:24:46.2Z,1,REGULAR,2pt,Jump Shot,[],202704,80.33837056504599,66.42156862745098,1610612746,15,15,2022-03-04T03:24:49Z,470000,82.0,132.0,1,right,MISS R. Jackson 15' pullup Shot,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,15.57,Missed,,,,,,,,,,,,,,,,,,,
48,PT07M31.00S,2022-03-04T03:24:49.2Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,15,15,2022-03-04T03:24:49Z,480000,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,47.0,1.0,1.0,0.0,,,,
49,PT07M17.00S,2022-03-04T03:25:03.2Z,1,REGULAR,3pt,Jump Shot,[],2544,30.009855453350852,73.77450980392157,1610612747,15,15,2022-03-04T03:25:08Z,490000,-119.0,230.0,1,left,MISS L. James 25' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,25.86,Missed,,,,,,,,,,,,,,,,,,,
50,PT07M13.00S,2022-03-04T03:25:07.2Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,15,15,2022-03-04T03:25:08Z,500000,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,49.0,1.0,1.0,0.0,,,,
51,PT06M58.00S,2022-03-04T03:25:25.4Z,1,REGULAR,foul,personal,[],201566,,,1610612746,15,15,2022-03-04T03:25:32Z,510000,,,0,,R. Westbrook personal FOUL (1 PF),"[201566, 1627826]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,2714.0,1.0,0.0,Zubac,1627826.0,,,,,,,,,,
53,PT06M53.00S,2022-03-04T03:25:48.9Z,1,REGULAR,2pt,Jump Shot,[],202704,78.89290407358739,69.11764705882354,1610612746,17,15,2022-03-04T03:25:53Z,530000,96.0,146.0,1,right,R. Jackson 17' pullup Jump Shot (4 PTS),[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,17.44,Made,4.0,,,,,,,,,,,,,,,,,,
54,PT06M36.00S,2022-03-04T03:26:04.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,8.065045992115643,50.49019607843137,1610612747,17,17,2022-03-04T03:26:10Z,540000,-2.0,23.0,1,left,R. Westbrook driving Layup (4 PTS),[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,2.34,Made,4.0,,,,,,,,,,,,,,,,,,
55,PT06M23.00S,2022-03-04T03:26:18.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,93.34756898817345,55.63725490196079,1610612746,17,17,2022-03-04T03:26:23Z,550000,28.0,10.0,1,right,MISS R. Jackson floating Shot,[202704],1610612746.0,LAC,floating,,,Jackson,R. Jackson,,,,,2.99,Missed,,,,,,,,,,,,,,,,,,,
56,PT06M19.00S,2022-03-04T03:26:21.4Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,17,17,2022-03-04T03:26:21Z,560000,,,0,,I. Zubac REBOUND (Off:1 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,55.0,2.0,1.0,1.0,,,,
57,PT06M19.00S,2022-03-04T03:26:21.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627826,94.40999984741211,50.0,1610612746,17,17,2022-03-04T03:26:21Z,570000,0.0,0.0,1,right,MISS I. Zubac tip Layup,[1627826],1610612746.0,LAC,tip,,,Zubac,I. Zubac,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
58,PT06M18.00S,2022-03-04T03:26:22.4Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,17,17,2022-03-04T03:26:22Z,580000,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,57.0,2.0,2.0,0.0,,,,
59,PT06M14.00S,2022-03-04T03:26:27.3Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",2544,10.561760840998687,62.745098039215684,1610612747,17,17,2022-03-04T03:28:25Z,590000,-64.0,47.0,1,left,MISS L. James 7' fadeaway bank Shot,[2544],1610612747.0,LAL,fadeaway bank,,,James,L. James,,,,,7.9,Missed,,,,,,,,,,,,,,,,,,,
60,PT06M12.00S,2022-03-04T03:26:29.3Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,17,17,2022-03-04T03:26:35Z,600000,,,0,,I. Zubac REBOUND (Off:1 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,59.0,3.0,2.0,1.0,,,,
61,PT06M07.00S,2022-03-04T03:26:34.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202704,93.47897503285151,45.34313725490197,1610612746,17,17,2022-03-04T03:26:59Z,610000,-23.0,9.0,1,right,MISS R. Jackson running Layup - blocked,"[202704, 2544]",1610612746.0,LAC,running,,,Jackson,R. Jackson,,,,,2.49,Missed,,,,,,,,,,James,2544.0,,,,,,,,
62,PT06M07.00S,2022-03-04T03:26:34.3Z,1,REGULAR,block,,[],2544,,,1610612746,17,17,2022-03-04T03:26:36Z,620000,,,0,,L. James BLOCK (1 BLK),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M07.00S,2022-03-04T03:26:34.3Z,1,REGULAR,rebound,defensive,[],1628370,,,1610612747,17,17,2022-03-04T03:26:59Z,630000,,,0,,M. Monk REBOUND (Off:0 Def:2),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,61.0,2.0,2.0,0.0,,,,
64,PT06M04.00S,2022-03-04T03:26:41.1Z,1,REGULAR,foul,personal,[],1627826,,,1610612747,17,17,2022-03-04T03:26:44Z,640000,,,0,,I. Zubac personal FOUL (1 PF),"[1627826, 1628370]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,201246.0,1.0,0.0,Monk,1628370.0,,,,,,,,,,
66,PT05M56.00S,2022-03-04T03:27:04.5Z,1,REGULAR,3pt,Jump Shot,[],1628370,34.477660972404735,46.568627450980394,1610612747,17,17,2022-03-04T03:27:17Z,660000,17.0,272.0,1,left,MISS M. Monk 27' 3PT,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,27.21,Missed,,,,,,,,,,,,,,,,,,,
67,PT05M54.00S,2022-03-04T03:27:06.5Z,1,REGULAR,rebound,offensive,[],2544,,,1610612747,17,17,2022-03-04T03:27:06Z,670000,,,0,,L. James REBOUND (Off:1 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,66.0,3.0,2.0,1.0,,,,
68,PT05M53.00S,2022-03-04T03:27:07.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",2544,7.670827858081481,52.450980392156865,1610612747,17,19,2022-03-04T03:29:15Z,680000,-12.0,20.0,1,left,L. James putback DUNK (5 PTS),[2544],1610612747.0,LAL,putback,,,James,L. James,,,,,2.31,Made,5.0,,,,,,,,,,,,,,,,,,
69,PT05M32.00S,2022-03-04T03:27:28.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627826,85.46320630749014,57.1078431372549,1610612746,19,19,2022-03-04T03:27:32Z,690000,36.0,84.0,1,right,I. Zubac 9' floating Jump Shot (8 PTS) (R. Jackson 3 AST),"[1627826, 202704]",1610612746.0,LAC,floating,,,Zubac,I. Zubac,,,,,9.13,Made,8.0,R. Jackson,202704.0,3.0,,,,,,,,,,,,,,,
71,PT05M11.00S,2022-03-04T03:27:51.3Z,1,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612747,19,19,2022-03-04T03:27:58Z,710000,,,0,,I. Zubac shooting personal FOUL (2 PF) (James 2 FT),"[1627826, 2544]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,,,,,,,2005.0,2.0,0.0,James,2544.0,,,,,,,,,,
73,PT05M11.00S,2022-03-04T03:28:24.6Z,1,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,19,19,2022-03-04T03:28:24Z,730000,,,0,,MISS L. James Free Throw 1 of 2,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Missed,,,,,,,,,,,,,,,,,,,
74,PT05M11.00S,2022-03-04T03:28:24.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,19,19,2022-03-04T03:28:24Z,740000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,,,
75,PT05M11.00S,2022-03-04T03:28:39.7Z,1,REGULAR,substitution,out,[],1627826,,,1610612747,19,19,2022-03-04T03:28:55Z,750000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M11.00S,2022-03-04T03:28:39.7Z,1,REGULAR,substitution,out,[],202704,,,1610612747,19,19,2022-03-04T03:28:55Z,760000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M11.00S,2022-03-04T03:28:39.7Z,1,REGULAR,substitution,out,[],2730,,,1610612747,19,19,2022-03-04T03:28:55Z,770000,,,0,,SUB out: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M11.00S,2022-03-04T03:28:39.7Z,1,REGULAR,substitution,in,[],1629599,,,1610612747,19,19,2022-03-04T03:28:55Z,780000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M11.00S,2022-03-04T03:28:39.7Z,1,REGULAR,substitution,in,[],1628392,,,1610612747,19,19,2022-03-04T03:28:55Z,790000,,,0,,SUB in: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M11.00S,2022-03-04T03:28:39.7Z,1,REGULAR,substitution,in,[],2546,,,1610612747,19,19,2022-03-04T03:28:55Z,800000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M11.00S,2022-03-04T03:28:57.6Z,1,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,19,20,2022-03-04T03:28:57Z,810000,,,0,,L. James Free Throw 2 of 2 (6 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
82,PT05M02.00S,2022-03-04T03:29:04.3Z,1,REGULAR,2pt,Jump Shot,[],202694,79.68134034165571,69.11764705882354,1610612746,19,20,2022-03-04T03:30:55Z,820000,96.0,138.0,1,right,MISS M. Morris Sr. 16' pullup Shot,[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,16.83,Missed,,,,,,,,,,,,,,,,,,,
83,PT04M58.00S,2022-03-04T03:29:08.3Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,19,20,2022-03-04T03:29:14Z,830000,,,0,,L. James REBOUND (Off:1 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,82.0,4.0,3.0,1.0,,,,
84,PT04M57.00S,2022-03-04T03:29:10.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630559,7.276609724047319,50.49019607843137,1610612747,19,22,2022-03-04T03:29:23Z,840000,-2.0,16.0,1,left,A. Reaves running Layup (8 PTS) (L. James 2 AST),"[1630559, 2544]",1610612747.0,LAL,running,,,Reaves,A. Reaves,,,,,1.61,Made,8.0,L. James,2544.0,2.0,,,,,,,,,,,,,,,
86,PT04M57.00S,2022-03-04T03:29:17.3Z,1,REGULAR,foul,personal,['1freethrow'],202694,,,1610612747,19,22,2022-03-04T03:29:26Z,860000,,,0,,M. Morris Sr. shooting personal FOUL (1 PF) (Reaves 1 FT),"[202694, 1630559]",1610612746.0,LAC,shooting,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,2714.0,1.0,0.0,Reaves,1630559.0,,,,,,,,,,
88,PT04M57.00S,2022-03-04T03:29:27.4Z,1,REGULAR,substitution,out,[],201587,,,1610612747,19,22,2022-03-04T03:29:40Z,880000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M57.00S,2022-03-04T03:29:27.4Z,1,REGULAR,substitution,out,[],2544,,,1610612747,19,22,2022-03-04T03:29:40Z,890000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M57.00S,2022-03-04T03:29:27.4Z,1,REGULAR,substitution,in,[],1628379,,,1610612747,19,22,2022-03-04T03:29:40Z,900000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M57.00S,2022-03-04T03:29:27.4Z,1,REGULAR,substitution,in,[],1626169,,,1610612747,19,22,2022-03-04T03:29:40Z,910000,,,0,,SUB in: S. Johnson,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M57.00S,2022-03-04T03:29:53.6Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1630559,,,1610612747,19,23,2022-03-04T03:29:53Z,920000,,,0,,A. Reaves Free Throw 1 of 1 (9 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
93,PT04M43.00S,2022-03-04T03:30:08.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628379,91.24507227332458,51.96078431372549,1610612746,19,23,2022-03-04T03:30:13Z,930000,10.0,30.0,1,right,MISS L. Kennard driving bank Shot,[1628379],1610612746.0,LAC,driving bank,,,Kennard,L. Kennard,,,,,3.14,Missed,,,,,,,,,,,,,,,,,,,
94,PT04M41.00S,2022-03-04T03:30:10.6Z,1,REGULAR,rebound,defensive,[],1626169,,,1610612747,19,23,2022-03-04T03:30:13Z,940000,,,0,,S. Johnson REBOUND (Off:0 Def:1),[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,93.0,1.0,1.0,0.0,,,,
