actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,officialId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
15,PT10M46.00S,2022-03-30T02:04:49.8Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,0,3,2022-03-30T02:05:03Z,150000,,,0,,I. Zubac REBOUND (Off:1 Def:0),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,14.0,1.0,0.0,1.0,,,,,,,,,,,,,,
17,PT10M46.00S,2022-03-30T02:05:09.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,0,3,2022-03-30T02:05:09Z,160000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,PT10M41.00S,2022-03-30T02:05:15.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",202704,33.163600525624176,78.43137254901961,1610612746,0,3,2022-03-30T02:05:48Z,170000,-142.0,259.0,1,left,MISS R. Jackson 29' 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,29.56,Missed,,,,,,,,,,,,,,,,,,
19,PT10M40.00S,2022-03-30T02:05:16.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,0,3,2022-03-30T02:05:48Z,180000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,
20,PT10M40.00S,2022-03-30T02:05:20.5Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612746,0,3,2022-03-30T02:05:36Z,190000,,,0,,LAC shot clock Team TURNOVER,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,1627962.0,,,,,,
21,PT10M18.00S,2022-03-30T02:05:53.2Z,1,REGULAR,turnover,lost ball,[],1628378,,,1610612762,0,3,2022-03-30T02:05:59Z,200000,,,0,,D. Mitchell lost ball TURNOVER (1 TO),"[1628378, 202331]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,1.0,,,,George,202331.0,,,,
22,PT10M18.00S,2022-03-30T02:05:53.2Z,1,REGULAR,steal,,[],202331,,,1610612746,0,3,2022-03-30T02:05:55Z,210000,,,0,,P. George STEAL (1 STL),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,
23,PT10M14.00S,2022-03-30T02:05:57.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202331,6.619579500657039,48.28431372549019,1610612746,0,3,2022-03-30T02:06:03Z,220000,9.0,10.0,1,left,MISS P. George running Layup,[202331],1610612746.0,LAC,running,,,George,P. George,,,,,1.3,Missed,,,,,,,,,,,,,,,,,,
24,PT10M10.00S,2022-03-30T02:06:01.4Z,1,REGULAR,rebound,offensive,[],202704,,,1610612746,0,3,2022-03-30T02:06:03Z,230000,,,0,,R. Jackson REBOUND (Off:1 Def:0),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,23.0,1.0,0.0,1.0,,,,,,,,,,,,,,
25,PT10M10.00S,2022-03-30T02:06:00.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",202704,5.590000152587891,50.0,1610612746,0,3,2022-03-30T02:06:08Z,240000,0.0,0.0,1,left,MISS R. Jackson tip Layup,[202704],1610612746.0,LAC,tip,,,Jackson,R. Jackson,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
26,PT10M09.00S,2022-03-30T02:06:01.6Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,0,3,2022-03-30T02:06:08Z,250000,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,25.0,2.0,2.0,0.0,,,,,,,,,,,,,,
27,PT09M58.00S,2022-03-30T02:06:13.2Z,1,REGULAR,turnover,lost ball,[],1628378,,,1610612762,0,3,2022-03-30T02:06:19Z,260000,,,0,,D. Mitchell lost ball TURNOVER (2 TO),"[1628378, 202331]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,2.0,,,,George,202331.0,,,,
28,PT09M58.00S,2022-03-30T02:06:13.2Z,1,REGULAR,steal,,[],202331,,,1610612746,0,3,2022-03-30T02:06:15Z,270000,,,0,,P. George STEAL (2 STL),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,
29,PT09M55.00S,2022-03-30T02:06:16.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202704,6.225361366622863,47.79411764705882,1610612746,2,3,2022-03-30T02:06:24Z,280000,11.0,6.0,1,left,R. Jackson running Layup (2 PTS) (P. George 1 AST),"[202704, 202331]",1610612746.0,LAC,running,,,Jackson,R. Jackson,,,,,1.25,Made,,,,,2.0,P. George,202331.0,1.0,,,,,,,,,,
31,PT09M39.00S,2022-03-30T02:06:32.2Z,1,REGULAR,3pt,Jump Shot,[],201144,71.13994743758212,75.49019607843138,1610612762,2,6,2022-03-30T02:07:12Z,300000,127.0,219.0,1,right,M. Conley 25' 3PT pullup (3 PTS),[201144],1610612762.0,UTA,pullup,,,Conley,M. Conley,,,,,25.32,Made,,,,,3.0,,,,,,,,,,,,,
32,PT09M21.00S,2022-03-30T02:06:51.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,11.744415243101187,47.549019607843135,1610612746,4,6,2022-03-30T02:06:55Z,310000,12.0,58.0,1,left,I. Zubac turnaround Hook (2 PTS) (R. Jackson 1 AST),"[1627826, 202704]",1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,5.92,Made,,,,,2.0,R. Jackson,202704.0,1.0,,,,,,,,,,
34,PT09M03.00S,2022-03-30T02:07:37.4Z,1,REGULAR,stoppage,equipment issue,[],0,,,1610612762,4,6,2022-03-30T02:07:37Z,330000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT08M57.00S,2022-03-30T02:07:43.1Z,1,REGULAR,3pt,Jump Shot,[],1627823,88.48554533508542,95.34313725490196,1610612762,4,9,2022-03-30T02:07:48Z,340000,227.0,56.0,1,right,J. Hernangomez 3PT  (6 PTS) (D. Mitchell 2 AST),"[1627823, 1628378]",1610612762.0,UTA,,,,Hernangomez,J. Hernangomez,,,,,23.34,Made,,,,,6.0,D. Mitchell,1628378.0,2.0,,,,,,,,,,
37,PT08M41.00S,2022-03-30T02:07:58.6Z,1,REGULAR,3pt,Jump Shot,[],202331,32.512729960578184,58.122702205882355,1610612746,4,9,2022-03-30T02:08:06Z,360000,-41.0,253.0,1,left,MISS P. George 25' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,25.63,Missed,,,,,,,,,,,,,,,,,,
38,PT08M38.00S,2022-03-30T02:08:01.6Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,4,9,2022-03-30T02:08:06Z,370000,,,0,,R. Gobert REBOUND (Off:0 Def:3),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,37.0,3.0,3.0,0.0,,,,,,,,,,,,,,
39,PT08M23.00S,2022-03-30T02:08:16.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,91.11366622864652,53.431372549019606,1610612762,4,11,2022-03-30T02:08:21Z,380000,17.0,31.0,1,right,R. Gobert Layup (2 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,3.55,Made,,,,,2.0,,,,,,,,,,,,,
40,PT08M00.00S,2022-03-30T02:08:40.0Z,1,REGULAR,turnover,bad pass,[],202331,,,1610612746,4,11,2022-03-30T02:08:44Z,390000,,,0,,P. George bad pass TURNOVER (1 TO),"[202331, 203497]",1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,1.0,,,,Gobert,203497.0,,,,
41,PT08M00.00S,2022-03-30T02:08:40.0Z,1,REGULAR,steal,,[],203497,,,1610612762,4,11,2022-03-30T02:08:42Z,400000,,,0,,R. Gobert STEAL (1 STL),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
42,PT07M45.00S,2022-03-30T02:08:54.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626220,89.27398160315374,55.3921568627451,1610612762,4,11,2022-03-30T02:08:59Z,410000,27.0,48.0,1,right,MISS R. O'Neale driving floating Shot,[1626220],1610612762.0,UTA,driving floating,,,O'Neale,R. O'Neale,,,,,5.53,Missed,,,,,,,,,,,,,,,,,,
43,PT07M43.00S,2022-03-30T02:08:56.0Z,1,REGULAR,rebound,offensive,[],1626220,,,1610612762,4,11,2022-03-30T02:08:55Z,420000,,,0,,R. O'Neale REBOUND (Off:1 Def:0),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,42.0,1.0,0.0,1.0,,,,,,,,,,,,,,
44,PT07M41.00S,2022-03-30T02:08:57.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628378,71.53416557161628,18.872549019607845,1610612762,4,11,2022-03-30T02:09:02Z,430000,-156.0,215.0,1,right,MISS D. Mitchell 26' 3PT,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,26.55,Missed,,,,,,,,,,,,,,,,,,
45,PT07M41.00S,2022-03-30T02:08:57.7Z,1,REGULAR,rebound,offensive,[],1627823,,,1610612762,4,11,2022-03-30T02:09:02Z,440000,,,0,,J. Hernangomez REBOUND (Off:1 Def:0),[1627823],1610612762.0,UTA,,,,Hernangomez,J. Hernangomez,,,,,,,44.0,1.0,0.0,1.0,,,,,,,,,,,,,,
46,PT07M34.00S,2022-03-30T02:09:05.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1626220,96.23850197109067,4.411764705882348,1610612762,4,11,2022-03-30T02:09:10Z,450000,-228.0,-17.0,1,right,MISS R. O'Neale 3PT,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,22.85,Missed,,,,,,,,,,,,,,,,,,
47,PT07M31.00S,2022-03-30T02:09:08.9Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,4,11,2022-03-30T02:09:10Z,460000,,,0,,I. Zubac REBOUND (Off:1 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,46.0,2.0,1.0,1.0,,,,,,,,,,,,,,
48,PT07M16.00S,2022-03-30T02:09:25.8Z,1,REGULAR,foul,personal,['2freethrow'],201144,,,1610612746,4,11,2022-03-30T02:09:36Z,470000,,,0,,M. Conley shooting personal FOUL (1 PF) (Zubac 2 FT),"[201144, 1627826]",1610612762.0,UTA,shooting,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,1162.0,,,1.0,0.0,Zubac,1627826.0
50,PT07M16.00S,2022-03-30T02:09:52.8Z,1,REGULAR,freethrow,1 of 2,[],1627826,,,1610612746,5,11,2022-03-30T02:09:52Z,490000,,,0,,I. Zubac Free Throw 1 of 2 (3 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
51,PT07M16.00S,2022-03-30T02:10:07.6Z,1,REGULAR,freethrow,2 of 2,[],1627826,,,1610612746,6,11,2022-03-30T02:10:07Z,500000,,,0,,I. Zubac Free Throw 2 of 2 (4 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
52,PT06M51.00S,2022-03-30T02:10:35.7Z,1,REGULAR,turnover,lost ball,[],201144,,,1610612762,6,11,2022-03-30T02:10:41Z,510000,,,0,,M. Conley lost ball TURNOVER (2 TO),"[201144, 202331]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,2.0,,,,George,202331.0,,,,
53,PT06M51.00S,2022-03-30T02:10:35.7Z,1,REGULAR,steal,,[],202331,,,1610612746,6,11,2022-03-30T02:10:37Z,520000,,,0,,P. George STEAL (3 STL),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M48.00S,2022-03-30T02:10:38.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202331,5.436925098554539,45.833333333333336,1610612746,6,11,2022-03-30T02:11:24Z,530000,21.0,-1.0,1,left,MISS P. George running Layup,[202331],1610612746.0,LAC,running,,,George,P. George,,,,,2.08,Missed,,,,,,,,,,,,,,,,,,
55,PT06M48.00S,2022-03-30T02:10:38.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,6,11,2022-03-30T02:11:24Z,540000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,54.0,,,,,,,,,,,,,,,,,
57,PT06M48.00S,2022-03-30T02:10:45.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,6,11,2022-03-30T02:11:49Z,545000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M48.00S,2022-03-30T02:10:53.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,6,11,2022-03-30T02:10:53Z,550000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M48.00S,2022-03-30T02:13:48.6Z,1,REGULAR,substitution,out,[],1627823,,,1610612762,6,11,2022-03-30T02:14:13Z,560000,,,0,,SUB out: J. Hernangomez,[1627823],1610612762.0,UTA,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M48.00S,2022-03-30T02:13:48.6Z,1,REGULAR,substitution,out,[],203497,,,1610612762,6,11,2022-03-30T02:14:13Z,570000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M48.00S,2022-03-30T02:13:48.6Z,1,REGULAR,substitution,out,[],201144,,,1610612762,6,11,2022-03-30T02:14:13Z,580000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M48.00S,2022-03-30T02:13:48.6Z,1,REGULAR,substitution,in,[],203903,,,1610612762,6,11,2022-03-30T02:14:13Z,590000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M48.00S,2022-03-30T02:13:48.6Z,1,REGULAR,substitution,in,[],202328,,,1610612762,6,11,2022-03-30T02:14:13Z,600000,,,0,,SUB in: G. Monroe,[202328],1610612762.0,UTA,,,,Monroe,G. Monroe,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M48.00S,2022-03-30T02:13:48.6Z,1,REGULAR,substitution,in,[],1630235,,,1610612762,6,11,2022-03-30T02:14:13Z,610000,,,0,,SUB in: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M31.00S,2022-03-30T02:14:31.2Z,1,REGULAR,2pt,Jump Shot,[],203903,94.13600525624179,76.9607843137255,1610612762,6,13,2022-03-30T02:14:35Z,620000,135.0,3.0,1,right,J. Clarkson 13' pullup Jump Shot (2 PTS) (T. Forrest 1 AST),"[203903, 1630235]",1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,13.48,Made,,,,,2.0,T. Forrest,1630235.0,1.0,,,,,,,,,,
66,PT06M16.00S,2022-03-30T02:14:47.0Z,1,REGULAR,foul,personal,['2freethrow'],203903,,,1610612746,6,13,2022-03-30T02:14:54Z,640000,,,0,,J. Clarkson shooting personal FOUL (1 PF) (Zubac 2 FT),"[203903, 1627826]",1610612762.0,UTA,shooting,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,1626301.0,,,1.0,0.0,Zubac,1627826.0
68,PT06M16.00S,2022-03-30T02:15:13.6Z,1,REGULAR,freethrow,1 of 2,[],1627826,,,1610612746,7,13,2022-03-30T02:15:13Z,660000,,,0,,I. Zubac Free Throw 1 of 2 (5 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
69,PT06M16.00S,2022-03-30T02:15:16.5Z,1,REGULAR,substitution,out,[],202331,,,1610612746,7,13,2022-03-30T02:15:20Z,670000,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M16.00S,2022-03-30T02:15:16.5Z,1,REGULAR,substitution,in,[],1629611,,,1610612746,7,13,2022-03-30T02:15:20Z,680000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M16.00S,2022-03-30T02:15:35.7Z,1,REGULAR,freethrow,2 of 2,[],1627826,,,1610612746,8,13,2022-03-30T02:15:35Z,690000,,,0,,I. Zubac Free Throw 2 of 2 (6 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
72,PT06M03.00S,2022-03-30T02:15:48.8Z,1,REGULAR,2pt,Jump Shot,[],1628378,76.65900131406045,53.18627450980392,1610612762,8,15,2022-03-30T02:15:53Z,700000,16.0,167.0,1,right,D. Mitchell 16' Jump Shot (2 PTS) (T. Forrest 2 AST),"[1628378, 1630235]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,16.77,Made,,,,,2.0,T. Forrest,1630235.0,2.0,,,,,,,,,,
74,PT05M48.00S,2022-03-30T02:16:04.6Z,1,REGULAR,3pt,Jump Shot,[],202694,10.430354796320628,97.30392156862744,1610612746,8,15,2022-03-30T02:16:09Z,720000,-237.0,46.0,1,left,MISS M. Morris Sr. 24' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,24.08,Missed,,,,,,,,,,,,,,,,,,
75,PT05M45.00S,2022-03-30T02:16:07.6Z,1,REGULAR,rebound,defensive,[],1630235,,,1610612762,8,15,2022-03-30T02:16:09Z,730000,,,0,,T. Forrest REBOUND (Off:0 Def:1),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,74.0,1.0,1.0,0.0,,,,,,,,,,,,,,
76,PT05M29.00S,2022-03-30T02:16:23.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202328,91.90210249671485,52.450980392156865,1610612762,8,17,2022-03-30T02:16:28Z,740000,12.0,24.0,1,right,G. Monroe cutting Layup (2 PTS) (J. Clarkson 1 AST),"[202328, 203903]",1610612762.0,UTA,cutting,,,Monroe,G. Monroe,,,,,2.66,Made,,,,,2.0,J. Clarkson,203903.0,1.0,,,,,,,,,,
78,PT05M08.00S,2022-03-30T02:16:44.4Z,1,REGULAR,3pt,Jump Shot,[],1629611,12.13863337713535,96.32352941176471,1610612746,8,17,2022-03-30T02:16:50Z,760000,-232.0,62.0,1,left,MISS T. Mann 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,23.97,Missed,,,,,,,,,,,,,,,,,,
79,PT05M04.00S,2022-03-30T02:16:48.4Z,1,REGULAR,rebound,defensive,[],1630235,,,1610612762,8,17,2022-03-30T02:16:50Z,770000,,,0,,T. Forrest REBOUND (Off:0 Def:2),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,78.0,2.0,2.0,0.0,,,,,,,,,,,,,,
80,PT05M01.00S,2022-03-30T02:16:54.2Z,1,REGULAR,foul,personal,[],202694,,,1610612762,8,17,2022-03-30T02:17:17Z,780000,,,0,,M. Morris Sr. personal FOUL (1 PF),"[202694, 1630235]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,1627962.0,,,1.0,0.0,Forrest,1630235.0
82,PT04M52.00S,2022-03-30T02:17:24.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,8,17,2022-03-30T02:17:24Z,800000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M50.00S,2022-03-30T02:17:43.7Z,1,REGULAR,stoppage,equipment issue,[],0,,,1610612762,8,17,2022-03-30T02:17:43Z,810000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M43.00S,2022-03-30T02:17:56.8Z,1,REGULAR,2pt,Jump Shot,[],1628378,75.21353482260184,56.372549019607845,1610612762,8,19,2022-03-30T02:18:02Z,820000,32.0,180.0,1,right,D. Mitchell 18' step back Jump Shot (4 PTS),[1628378],1610612762.0,UTA,step back,,,Mitchell,D. Mitchell,,,,,18.33,Made,,,,,4.0,,,,,,,,,,,,,
85,PT04M20.00S,2022-03-30T02:18:21.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201587,6.619579500657039,46.81372549019608,1610612746,8,19,2022-03-30T02:18:41Z,830000,16.0,10.0,1,left,MISS N. Batum cutting Layup - blocked,"[201587, 202328]",1610612746.0,LAC,cutting,,,Batum,N. Batum,,,,,1.86,Missed,,,,,,,,,,Monroe,202328.0,,,,,,,
86,PT04M20.00S,2022-03-30T02:18:21.3Z,1,REGULAR,block,,[],202328,,,1610612746,8,19,2022-03-30T02:18:24Z,840000,,,0,,G. Monroe BLOCK (1 BLK),[202328],1610612762.0,UTA,,,,Monroe,G. Monroe,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M19.00S,2022-03-30T02:18:22.3Z,1,REGULAR,rebound,offensive,[],201587,,,1610612746,8,19,2022-03-30T02:18:41Z,850000,,,0,,N. Batum REBOUND (Off:1 Def:0),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,85.0,1.0,0.0,1.0,,,,,,,,,,,,,,
88,PT04M19.00S,2022-03-30T02:18:25.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201587,7.013797634691201,50.98039215686275,1610612746,10,19,2022-03-30T02:18:32Z,860000,-5.0,13.0,1,left,N. Batum putback Layup (2 PTS),[201587],1610612746.0,LAC,putback,,,Batum,N. Batum,,,,,1.43,Made,,,,,2.0,,,,,,,,,,,,,
89,PT04M19.00S,2022-03-30T02:18:28.2Z,1,REGULAR,foul,personal,['1freethrow'],202328,,,1610612746,10,19,2022-03-30T02:18:43Z,870000,,,0,,G. Monroe shooting personal FOUL (1 PF) (Batum 1 FT),"[202328, 201587]",1610612762.0,UTA,shooting,,,Monroe,G. Monroe,,,,,,,,,,,,,,,,,,1627962.0,,,1.0,0.0,Batum,201587.0
