actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
266,PT04M10.00S,2021-11-15T03:24:34.6Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,33,42,2021-11-15T03:24:35Z,2650000,,,0,,I. Zubac REBOUND (Off:2 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,264.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
267,PT03M53.00S,2021-11-15T03:24:52.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,12.401445466491452,47.30392156862745,1610612746,33,42,2021-11-15T03:24:55Z,2660000,13.0,64.0,1,left,MISS P. George 6' Jump Shot,[202331],1610612746.0,LAC,,,,George,P. George,,,,,6.55,Missed,,,,,,,,,,,,,,,,,,,
268,PT03M50.00S,2021-11-15T03:24:54.1Z,2,REGULAR,rebound,defensive,[],1628396,,,1610612741,33,42,2021-11-15T03:24:54Z,2670000,,,0,,T. Bradley REBOUND (Off:1 Def:3),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,267.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
269,PT03M42.00S,2021-11-15T03:25:06.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,33,42,2021-11-15T03:25:06Z,2680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M42.00S,2021-11-15T03:25:15.3Z,2,REGULAR,substitution,out,[],1628396,,,1610612741,33,42,2021-11-15T03:25:20Z,2690000,,,0,,SUB out: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M42.00S,2021-11-15T03:25:15.3Z,2,REGULAR,substitution,in,[],1627884,,,1610612741,33,42,2021-11-15T03:25:20Z,2700000,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT03M29.00S,2021-11-15T03:25:42.0Z,2,REGULAR,3pt,Jump Shot,[],203897,67.59198423127464,72.05882352941177,1610612741,33,45,2021-11-15T03:25:45Z,2710000,110.0,252.0,1,right,Z. LaVine 27' 3PT step back (8 PTS),[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,27.52,Made,,,,,8.0,,,,,,,,,,,,,,
273,PT03M16.00S,2021-11-15T03:25:56.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629611,7.013797634691201,47.30392156862745,1610612746,33,45,2021-11-15T03:28:04Z,2720000,13.0,13.0,1,left,MISS T. Mann driving DUNK - blocked,"[1629611, 1627936]",1610612746.0,LAC,driving,,,Mann,T. Mann,,,,,1.9,Missed,,,,,,,,,,,,,,,Caruso,1627936.0,,,
274,PT03M16.00S,2021-11-15T03:25:56.1Z,2,REGULAR,block,,[],1627936,,,1610612746,33,45,2021-11-15T03:25:58Z,2730000,,,0,,A. Caruso BLOCK (1 BLK),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M16.00S,2021-11-15T03:25:56.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,33,45,2021-11-15T03:26:08Z,2740000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,273.0,,,,,,,,,,,,,,,,,,
276,PT03M16.00S,2021-11-15T03:26:00.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,33,45,2021-11-15T03:26:00Z,2750000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M14.00S,2021-11-15T03:26:13.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202331,7.670827858081481,4.411764705882348,1610612746,33,45,2021-11-15T03:26:18Z,2760000,228.0,20.0,1,left,MISS P. George 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,22.87,Missed,,,,,,,,,,,,,,,,,,,
278,PT03M11.00S,2021-11-15T03:26:16.7Z,2,REGULAR,rebound,offensive,[],202704,,,1610612746,33,45,2021-11-15T03:26:16Z,2770000,,,0,,R. Jackson REBOUND (Off:1 Def:0),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,277.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
279,PT03M06.00S,2021-11-15T03:26:21.1Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1627826,10.298948751642584,53.92156862745098,1610612746,33,45,2021-11-15T03:26:25Z,2780000,-20.0,44.0,1,left,MISS I. Zubac Hook - blocked,"[1627826, 1627884]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,4.84,Missed,,,,,,,,,,,,,,,Jones Jr.,1627884.0,,,
280,PT03M06.00S,2021-11-15T03:26:21.1Z,2,REGULAR,block,,[],1627884,,,1610612746,33,45,2021-11-15T03:26:24Z,2790000,,,0,,D. Jones Jr. BLOCK (1 BLK),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT03M02.00S,2021-11-15T03:26:25.1Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,33,45,2021-11-15T03:26:25Z,2800000,,,0,,D. DeRozan REBOUND (Off:0 Def:3),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,279.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
282,PT02M58.00S,2021-11-15T03:26:28.8Z,2,REGULAR,3pt,Jump Shot,[],1627936,75.87056504599212,13.725490196078425,1610612741,33,45,2021-11-15T03:26:35Z,2810000,-181.0,174.0,1,right,MISS A. Caruso 25' 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,25.16,Missed,,,,,,,,,,,,,,,,,,,
283,PT02M55.00S,2021-11-15T03:26:31.8Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612746,33,45,2021-11-15T03:26:35Z,2820000,,,0,,T. Mann REBOUND (Off:0 Def:2),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,282.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
284,PT02M47.00S,2021-11-15T03:26:39.9Z,2,REGULAR,3pt,Jump Shot,[],1629611,24.490801576872528,86.76470588235294,1610612746,36,45,2021-11-15T03:26:43Z,2830000,-184.0,178.0,1,left,T. Mann 25' 3PT  (5 PTS) (P. George 1 AST),"[1629611, 202331]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,25.57,Made,,,,,5.0,,,,,,,P. George,202331.0,1.0,,,,,
286,PT02M27.00S,2021-11-15T03:27:00.0Z,2,REGULAR,2pt,Jump Shot,[],201942,78.76149802890933,43.13725490196079,1610612741,36,47,2021-11-15T03:27:04Z,2850000,-34.0,147.0,1,right,D. DeRozan 15' pullup Jump Shot (14 PTS) (D. Jones Jr. 1 AST),"[201942, 1627884]",1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,15.1,Made,,,,,14.0,,,,,,,D. Jones Jr.,1627884.0,1.0,,,,,
288,PT02M19.00S,2021-11-15T03:27:11.0Z,2,REGULAR,foul,personal,['2freethrow'],1627884,,,1610612746,36,47,2021-11-15T03:27:22Z,2870000,,,0,,D. Jones Jr. shooting personal FOUL (1 PF) (George 2 FT),"[1627884, 202331]",1610612741.0,CHI,shooting,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,200832.0,,1.0,0.0,George,202331.0,,,,,,,,
290,PT02M19.00S,2021-11-15T03:27:19.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,36,47,2021-11-15T03:27:19Z,2890000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT02M19.00S,2021-11-15T03:30:21.9Z,2,REGULAR,freethrow,1 of 2,[],202331,,,1610612746,37,47,2021-11-15T03:30:21Z,2900000,,,0,,P. George Free Throw 1 of 2 (12 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,Made,,,,,12.0,,,,,,,,,,,,,,
292,PT02M19.00S,2021-11-15T03:30:41.0Z,2,REGULAR,freethrow,2 of 2,[],202331,,,1610612746,38,47,2021-11-15T03:30:41Z,2910000,,,0,,P. George Free Throw 2 of 2 (13 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,Made,,,,,13.0,,,,,,,,,,,,,,
293,PT02M10.00S,2021-11-15T03:30:55.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,38,47,2021-11-15T03:30:55Z,2920000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT01M54.00S,2021-11-15T03:31:23.5Z,2,REGULAR,3pt,Jump Shot,[],201942,71.66557161629436,22.794117647058826,1610612741,38,50,2021-11-15T03:31:27Z,2930000,-136.0,214.0,1,right,D. DeRozan 25' 3PT  (17 PTS) (A. Caruso 3 AST),"[201942, 1627936]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,25.34,Made,,,,,17.0,,,,,,,A. Caruso,1627936.0,3.0,,,,,
296,PT01M32.00S,2021-11-15T03:31:49.8Z,2,REGULAR,foul,personal,['2freethrow'],1627936,,,1610612746,38,50,2021-11-15T03:31:56Z,2950000,,,0,,A. Caruso shooting personal FOUL (2 PF) (George 2 FT),"[1627936, 202331]",1610612741.0,CHI,shooting,,,Caruso,A. Caruso,,,,,,,,,,,,1201.0,,2.0,0.0,George,202331.0,,,,,,,,
298,PT01M32.00S,2021-11-15T03:32:14.4Z,2,REGULAR,freethrow,1 of 2,[],202331,,,1610612746,39,50,2021-11-15T03:32:14Z,2970000,,,0,,P. George Free Throw 1 of 2 (14 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,Made,,,,,14.0,,,,,,,,,,,,,,
299,PT01M32.00S,2021-11-15T03:32:32.5Z,2,REGULAR,freethrow,2 of 2,[],202331,,,1610612746,40,50,2021-11-15T03:32:32Z,2980000,,,0,,P. George Free Throw 2 of 2 (15 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,Made,,,,,15.0,,,,,,,,,,,,,,
300,PT01M12.00S,2021-11-15T03:32:55.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203897,87.17148488830486,48.774509803921575,1610612741,40,50,2021-11-15T03:33:02Z,2990000,-6.0,68.0,1,right,MISS Z. LaVine 6' driving floating Shot,[203897],1610612741.0,CHI,driving floating,,,LaVine,Z. LaVine,,,,,6.84,Missed,,,,,,,,,,,,,,,,,,,
301,PT01M09.00S,2021-11-15T03:32:58.8Z,2,REGULAR,rebound,defensive,[],201587,,,1610612746,40,50,2021-11-15T03:33:02Z,3000000,,,0,,N. Batum REBOUND (Off:0 Def:3),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,300.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
302,PT01M05.00S,2021-11-15T03:33:02.7Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",201587,7.408015768725363,52.69607843137255,1610612746,42,50,2021-11-15T03:33:51Z,3010000,-13.0,17.0,1,left,N. Batum running DUNK (2 PTS) (R. Jackson 2 AST),"[201587, 202704]",1610612746.0,LAC,running,,,Batum,N. Batum,,,,,2.18,Made,,,,,2.0,,,,,,,R. Jackson,202704.0,2.0,,,,,
304,PT00M45.70S,2021-11-15T03:33:23.1Z,2,REGULAR,foul,personal,['2freethrow'],201587,,,1610612741,42,50,2021-11-15T03:33:31Z,3030000,,,0,,N. Batum shooting personal FOUL (2 PF) (DeRozan 2 FT),"[201587, 201942]",1610612746.0,LAC,shooting,,,Batum,N. Batum,,,,,,,,,,,,200832.0,,2.0,0.0,DeRozan,201942.0,,,,,,,,
306,PT00M45.70S,2021-11-15T03:33:49.2Z,2,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,42,51,2021-11-15T03:33:49Z,3050000,,,0,,D. DeRozan Free Throw 1 of 2 (18 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,,,,,18.0,,,,,,,,,,,,,,
307,PT00M45.70S,2021-11-15T03:34:02.0Z,2,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,42,52,2021-11-15T03:34:02Z,3060000,,,0,,D. DeRozan Free Throw 2 of 2 (19 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,,,,,19.0,,,,,,,,,,,,,,
308,PT00M33.70S,2021-11-15T03:34:15.8Z,2,REGULAR,3pt,Jump Shot,[],202331,32.24375821287779,43.627450980392155,1610612746,42,52,2021-11-15T03:34:19Z,3070000,32.0,251.0,1,left,MISS P. George 25' pullup 3PT,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,25.26,Missed,,,,,,,,,,,,,,,,,,,
309,PT00M30.60S,2021-11-15T03:34:18.9Z,2,REGULAR,rebound,defensive,[],1628366,,,1610612741,42,52,2021-11-15T03:34:19Z,3080000,,,0,,L. Ball REBOUND (Off:1 Def:1),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,308.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
310,PT00M14.90S,2021-11-15T03:34:34.5Z,2,REGULAR,2pt,Jump Shot,[],201942,82.57227332457293,72.54901960784314,1610612741,42,54,2021-11-15T03:34:37Z,3090000,113.0,111.0,1,right,D. DeRozan 15' pullup Jump Shot (21 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,15.84,Made,,,,,21.0,,,,,,,,,,,,,,
311,PT00M03.20S,2021-11-15T03:34:49.8Z,2,REGULAR,3pt,Jump Shot,[],202704,26.461892247043366,81.61764705882354,1610612746,45,54,2021-11-15T03:35:21Z,3100000,-158.0,196.0,1,left,R. Jackson 25' 3PT pullup (5 PTS),[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,25.2,Made,,,,,5.0,,,,,,,,,,,,,,
314,PT00M00.00S,2021-11-15T03:35:06.4Z,2,REGULAR,period,end,[],0,,,1610612741,45,54,2021-11-15T03:35:06Z,3130000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2021-11-15T03:36:24.8Z,3,REGULAR,substitution,out,['startperiod'],1629611,,,1610612741,45,54,2021-11-15T03:50:20Z,3140000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2021-11-15T03:36:24.8Z,3,REGULAR,substitution,out,['startperiod'],1627884,,,1610612741,45,54,2021-11-15T03:50:20Z,3150000,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2021-11-15T03:36:24.8Z,3,REGULAR,substitution,in,['startperiod'],202339,,,1610612741,45,54,2021-11-15T03:50:20Z,3160000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2021-11-15T03:36:24.8Z,3,REGULAR,substitution,in,['startperiod'],1628396,,,1610612741,45,54,2021-11-15T03:50:20Z,3170000,,,0,,SUB in: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2021-11-15T03:50:27.1Z,3,REGULAR,period,start,[],0,,,1610612746,45,54,2021-11-15T03:50:27Z,3180000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT11M45.00S,2021-11-15T03:50:40.7Z,3,REGULAR,2pt,Jump Shot,[],202704,82.44086727989487,73.77450980392157,1610612746,45,54,2021-11-15T03:50:43Z,3190000,119.0,113.0,1,right,MISS R. Jackson 16' pullup Shot,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,16.38,Missed,,,,,,,,,,,,,,,,,,,
321,PT11M43.00S,2021-11-15T03:50:42.7Z,3,REGULAR,rebound,defensive,[],1628366,,,1610612741,45,54,2021-11-15T03:50:43Z,3200000,,,0,,L. Ball REBOUND (Off:1 Def:2),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,320.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
322,PT11M36.00S,2021-11-15T03:50:53.4Z,3,REGULAR,foul,personal,[],201587,,,1610612741,45,54,2021-11-15T03:50:59Z,3210000,,,0,,N. Batum personal FOUL (3 PF),"[201587, 201942]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,2005.0,,3.0,0.0,DeRozan,201942.0,,,,,,,,
324,PT11M25.00S,2021-11-15T03:51:23.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628396,10.298948751642584,42.15686274509803,1610612741,45,54,2021-11-15T03:51:27Z,3230000,39.0,44.0,1,left,MISS T. Bradley Hook - blocked,"[1628396, 202331]",1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,5.92,Missed,,,,,,,,,,,,,,,George,202331.0,,,
325,PT11M25.00S,2021-11-15T03:51:23.4Z,3,REGULAR,block,,[],202331,,,1610612741,45,54,2021-11-15T03:51:26Z,3240000,,,0,,P. George BLOCK (1 BLK),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT11M22.00S,2021-11-15T03:51:26.4Z,3,REGULAR,rebound,defensive,[],202331,,,1610612746,45,54,2021-11-15T03:51:27Z,3250000,,,0,,P. George REBOUND (Off:0 Def:4),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,324.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
327,PT11M19.00S,2021-11-15T03:51:29.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202704,68.64323258869908,32.35294117647058,1610612746,45,54,2021-11-15T03:52:26Z,3260000,-88.0,242.0,1,right,MISS R. Jackson 25' pullup 3PT,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,25.79,Missed,,,,,,,,,,,,,,,,,,,
328,PT11M15.00S,2021-11-15T03:51:33.6Z,3,REGULAR,rebound,defensive,[],203897,,,1610612741,45,54,2021-11-15T03:51:37Z,3270000,,,0,,Z. LaVine REBOUND (Off:0 Def:4),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,327.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
329,PT11M07.00S,2021-11-15T03:51:41.5Z,3,REGULAR,3pt,Jump Shot,[],1628366,23.96517739816032,88.23529411764706,1610612741,45,54,2021-11-15T03:51:46Z,3280000,-191.0,173.0,1,left,MISS L. Ball 25' 3PT,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,25.77,Missed,,,,,,,,,,,,,,,,,,,
330,PT11M04.00S,2021-11-15T03:51:44.5Z,3,REGULAR,rebound,defensive,[],1627826,,,1610612746,45,54,2021-11-15T03:51:46Z,3290000,,,0,,I. Zubac REBOUND (Off:2 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,329.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
331,PT10M46.00S,2021-11-15T03:52:04.6Z,3,REGULAR,foul,personal,['2freethrow'],1627936,,,1610612746,45,54,2021-11-15T03:52:15Z,3300000,,,0,,A. Caruso shooting personal FOUL (3 PF) (Bledsoe 2 FT),"[1627936, 202339]",1610612741.0,CHI,shooting,,,Caruso,A. Caruso,,,,,,,,,,,,2005.0,,3.0,0.0,Bledsoe,202339.0,,,,,,,,
333,PT10M46.00S,2021-11-15T03:52:31.3Z,3,REGULAR,freethrow,1 of 2,[],202339,,,1610612746,46,54,2021-11-15T03:52:31Z,3320000,,,0,,E. Bledsoe Free Throw 1 of 2 (7 PTS),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
334,PT10M46.00S,2021-11-15T03:52:44.2Z,3,REGULAR,freethrow,2 of 2,[],202339,,,1610612746,47,54,2021-11-15T03:52:44Z,3330000,,,0,,E. Bledsoe Free Throw 2 of 2 (8 PTS),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
335,PT10M33.00S,2021-11-15T03:52:59.1Z,3,REGULAR,3pt,Jump Shot,[],203897,23.570959264126145,87.99019607843137,1610612741,47,57,2021-11-15T03:53:04Z,3340000,-190.0,169.0,1,left,Z. LaVine 25' 3PT pullup (11 PTS) (D. DeRozan 3 AST),"[203897, 201942]",1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,25.44,Made,,,,,11.0,,,,,,,D. DeRozan,201942.0,3.0,,,,,
337,PT10M05.00S,2021-11-15T03:53:26.5Z,3,REGULAR,2pt,Jump Shot,[],202339,82.17805519053877,27.696078431372555,1610612746,49,57,2021-11-15T03:53:30Z,3360000,-112.0,115.0,1,right,E. Bledsoe 16' fadeaway Jump Shot (10 PTS),[202339],1610612746.0,LAC,fadeaway,,,Bledsoe,E. Bledsoe,,,,,16.02,Made,,,,,10.0,,,,,,,,,,,,,,
338,PT09M52.00S,2021-11-15T03:53:39.2Z,3,REGULAR,3pt,Jump Shot,[],203897,29.09001314060447,79.90196078431373,1610612741,49,60,2021-11-15T03:53:44Z,3370000,-150.0,221.0,1,left,Z. LaVine 26' 3PT pullup (14 PTS),[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,26.67,Made,,,,,14.0,,,,,,,,,,,,,,
339,PT09M35.00S,2021-11-15T03:53:56.7Z,3,REGULAR,3pt,Jump Shot,[],202339,68.51182654402103,73.77450980392157,1610612746,52,60,2021-11-15T03:54:01Z,3380000,119.0,243.0,1,right,E. Bledsoe 27' 3PT  (13 PTS) (P. George 2 AST),"[202339, 202331]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,27.1,Made,,,,,13.0,,,,,,,P. George,202331.0,2.0,,,,,
341,PT09M19.00S,2021-11-15T03:54:12.7Z,3,REGULAR,3pt,Jump Shot,[],203897,30.66688567674113,30.14705882352942,1610612741,52,60,2021-11-15T03:54:17Z,3400000,99.0,236.0,1,left,MISS Z. LaVine 25' pullup 3PT,[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,,
342,PT09M16.00S,2021-11-15T03:54:15.7Z,3,REGULAR,rebound,defensive,[],202339,,,1610612746,52,60,2021-11-15T03:54:17Z,3410000,,,0,,E. Bledsoe REBOUND (Off:0 Def:3),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,341.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
343,PT09M00.00S,2021-11-15T03:54:31.5Z,3,REGULAR,turnover,lost ball,[],1627826,,,1610612746,52,60,2021-11-15T03:54:34Z,3420000,,,0,,I. Zubac lost ball TURNOVER (4 TO),"[1627826, 1628366]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,4.0,,,,,,,,,,Ball,1628366.0,
344,PT09M00.00S,2021-11-15T03:54:31.5Z,3,REGULAR,steal,,[],1628366,,,1610612741,52,60,2021-11-15T03:54:33Z,3430000,,,0,,L. Ball STEAL (2 STL),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT08M56.00S,2021-11-15T03:54:36.3Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203897,5.831143232588701,46.81372549019608,1610612741,52,62,2021-11-15T03:54:49Z,3440000,16.0,2.0,1,left,Z. LaVine running alley-oop DUNK (16 PTS) (A. Caruso 4 AST),"[203897, 1627936]",1610612741.0,CHI,running alley-oop,,,LaVine,Z. LaVine,,,,,1.61,Made,,,,,16.0,,,,,,,A. Caruso,1627936.0,4.0,,,,,
347,PT08M36.00S,2021-11-15T03:54:56.0Z,3,REGULAR,turnover,lost ball,[],1627826,,,1610612746,52,62,2021-11-15T03:55:01Z,3460000,,,0,,I. Zubac lost ball TURNOVER (5 TO),"[1627826, 1628396]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,5.0,,,,,,,,,,Bradley,1628396.0,
348,PT08M36.00S,2021-11-15T03:54:56.0Z,3,REGULAR,steal,,[],1628396,,,1610612741,52,62,2021-11-15T03:54:58Z,3470000,,,0,,T. Bradley STEAL (1 STL),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT08M36.00S,2021-11-15T03:55:03.5Z,3,REGULAR,foul,personal,['2freethrow'],202339,,,1610612741,52,62,2021-11-15T03:56:56Z,3480000,,,0,,E. Bledsoe clear-path personal FOUL (2 PF) (DeRozan 2 FT),"[202339, 201942]",1610612746.0,LAC,clear-path,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,1201.0,,2.0,0.0,DeRozan,201942.0,,,,,,,,
351,PT08M36.00S,2021-11-15T03:55:19.2Z,3,REGULAR,instantreplay,request,[],0,,,1610612741,52,62,2021-11-15T03:56:35Z,3500000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,200832.0,,,,,,,,,,,,,Clear Path - Overturn Call
352,PT08M36.00S,2021-11-15T03:56:58.3Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],201942,,,1610612741,52,63,2021-11-15T03:57:15Z,3510000,,,0,,D. DeRozan clear-path Free Throw 1 of 2 (22 PTS),[201942],1610612741.0,CHI,clear-path,,,DeRozan,D. DeRozan,,,,,,Made,,,,,22.0,,,,,,,,,,,,,,
353,PT08M36.00S,2021-11-15T03:56:58.3Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],201942,,,1610612741,52,63,2021-11-15T03:57:15Z,3520000,,,0,,MISS D. DeRozan clear-path Free Throw 2 of 2,[201942],1610612741.0,CHI,clear-path,,,DeRozan,D. DeRozan,,,,,,Missed,,,,,,,,,,,,,,,,,,,
354,PT08M36.00S,2021-11-15T03:56:58.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612741,52,63,2021-11-15T03:57:15Z,3530000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,353.0,,,,,,,,,,,,,,,,,,
355,PT08M15.00S,2021-11-15T03:57:41.5Z,3,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",201942,7.539421813403408,80.14705882352942,1610612741,52,63,2021-11-15T03:57:49Z,3540000,-151.0,18.0,1,left,MISS D. DeRozan 15' turnaround Shot,[201942],1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,15.18,Missed,,,,,,,,,,,,,,,,,,,
