actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,playerName,playerNameI,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
431,PT03M25.00S,2024-11-17T02:42:18.1Z,3,REGULAR,freethrow,1 of 2,[],1629628,,,1610612761,76,75,2024-11-17T02:42:18Z,4170000,False,,,0,,R. Barrett Free Throw 1 of 2 (14 PTS),[1629628],1610612761.0,TOR,,,,,,,,Barrett,R. Barrett,,,,Made,14.0,,,,,,,,,,,,,,,,,
432,PT03M25.00S,2024-11-17T02:42:33.2Z,3,REGULAR,freethrow,2 of 2,[],1629628,,,1610612761,76,76,2024-11-17T02:42:33Z,4180000,False,,,0,,R. Barrett Free Throw 2 of 2 (15 PTS),[1629628],1610612761.0,TOR,,,,,,,,Barrett,R. Barrett,,,,Made,15.0,,,,,,,,,,,,,,,,,
433,PT03M04.00S,2024-11-17T02:42:56.3Z,3,REGULAR,3pt,Jump Shot,[],1641775,89.43823915900131,98.52941176470588,1610612738,79,76,2024-11-17T02:43:04Z,4190000,False,243.0,47.0,1,right,J. Walsh 24' 3PT  (3 PTS) (J. Tatum 4 AST),"[1641775, 1628369]",1610612738.0,BOS,,,,,,,,Walsh,J. Walsh,Right Corner 3,24+ Right,24.71,Made,3.0,,,,,,,,,,,,J. Tatum,1628369.0,4.0,,,
435,PT02M46.00S,2024-11-17T02:43:14.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,7.178055190538765,54.65686274509803,1610612761,79,76,2024-11-17T02:43:18Z,4210000,False,-23.0,15.0,1,left,MISS R. Barrett driving Layup,[1629628],1610612761.0,TOR,driving,,,,,,,Barrett,R. Barrett,Restricted Area,0-8 Center,2.77,Missed,,,,,,,,,,,,,,,,,,
436,PT02M43.00S,2024-11-17T02:43:17.1Z,3,REGULAR,rebound,defensive,[],1641775,,,1610612738,79,76,2024-11-17T02:43:18Z,4220000,False,,,0,,J. Walsh REBOUND (Off:1 Def:1),[1641775],1610612738.0,BOS,,,,,,,,Walsh,J. Walsh,Restricted Area,0-8 Center,,,,,,,435.0,2.0,1.0,1.0,,,,,,,,,,
437,PT02M38.00S,2024-11-17T02:43:21.6Z,3,REGULAR,3pt,Jump Shot,[],1630573,93.9060446780552,2.450980392156863,1610612738,82,76,2024-11-17T02:44:30Z,4230000,False,-238.0,5.0,1,right,S. Hauser 3PT  (11 PTS) (J. Tatum 5 AST),"[1630573, 1628369]",1610612738.0,BOS,,,,,,,,Hauser,S. Hauser,Left Corner 3,24+ Left,23.77,Made,11.0,,,,,,,,,,,,J. Tatum,1628369.0,5.0,,,
439,PT02M25.00S,2024-11-17T02:43:34.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642347,9.280551905387648,40.931372549019606,1610612761,82,78,2024-11-17T02:43:42Z,4250000,False,45.0,35.0,1,left,J. Shead driving Layup (6 PTS),[1642347],1610612761.0,TOR,driving,,,,,,,Shead,J. Shead,In The Paint (Non-RA),0-8 Center,5.71,Made,6.0,,,,,,,,,,,,,,,,,
440,PT02M20.00S,2024-11-17T02:43:42.8Z,3,REGULAR,foul,personal,[],1642347,,,1610612738,82,78,2024-11-17T02:43:50Z,4260000,False,,,0,,J. Shead personal FOUL (3 PF),"[1642347, 1630202]",1610612761.0,TOR,,,,,,,1628481.0,Shead,J. Shead,Above the Break 3,24+ Right Center,,,,,,,,,,,3.0,0.0,Pritchard,1630202.0,,,,,,
442,PT02M20.00S,2024-11-17T02:43:55.4Z,3,REGULAR,substitution,out,[],1630534,,,1610612738,82,78,2024-11-17T02:43:57Z,4280000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612761.0,TOR,,,,,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,
443,PT02M20.00S,2024-11-17T02:43:55.4Z,3,REGULAR,substitution,in,[],1641711,,,1610612738,82,78,2024-11-17T02:43:57Z,4290000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,
444,PT02M19.00S,2024-11-17T02:44:06.0Z,3,REGULAR,foul,offensive,[],1628436,,,1610612738,82,78,2024-11-17T02:44:31Z,4300000,False,,,0,,L. Kornet offensive FOUL (1 PF),"[1628436, 1642347]",1610612738.0,BOS,,,,,,,203593.0,Kornet,L. Kornet,Mid-Range,16-24 Left,,,,,,,,,,,1.0,0.0,Shead,1642347.0,,,,,,
446,PT02M19.00S,2024-11-17T02:44:06.0Z,3,REGULAR,turnover,offensive foul,[],1628436,,,1610612738,82,78,2024-11-17T02:44:06Z,4320000,False,,,0,,L. Kornet offensive foul TURNOVER (1 TO),[1628436],1610612738.0,BOS,,,,,,,203593.0,Kornet,L. Kornet,Mid-Range,16-24 Left,,,,1.0,,,,,,,,,,,,,,,,
447,PT02M03.00S,2024-11-17T02:44:43.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628449,8.229303547963205,43.38235294117647,1610612761,82,80,2024-11-17T02:44:48Z,4330000,False,33.0,25.0,1,left,C. Boucher driving Layup (6 PTS) (R. Barrett 10 AST),"[1628449, 1629628]",1610612761.0,TOR,driving,,,,,,,Boucher,C. Boucher,Restricted Area,0-8 Center,4.14,Made,6.0,,,,,,,,,,,,R. Barrett,1629628.0,10.0,,,
449,PT02M03.00S,2024-11-17T02:44:48.5Z,3,REGULAR,foul,personal,['1freethrow'],1628436,,,1610612761,82,80,2024-11-17T02:44:56Z,4350000,False,,,0,,L. Kornet shooting personal FOUL (2 PF) (Boucher 1 FT),"[1628436, 1628449]",1610612738.0,BOS,shooting,,,,,,203593.0,Kornet,L. Kornet,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2.0,0.0,Boucher,1628449.0,,,,,,
451,PT02M03.00S,2024-11-17T02:45:04.3Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1628449,,,1610612761,82,81,2024-11-17T02:45:04Z,4370000,False,,,0,,C. Boucher Free Throw 1 of 1 (7 PTS),[1628449],1610612761.0,TOR,,,,,,,,Boucher,C. Boucher,,,,Made,7.0,,,,,,,,,,,,,,,,,
452,PT01M52.00S,2024-11-17T02:45:19.6Z,3,REGULAR,foul,personal,[],1642367,,,1610612738,82,81,2024-11-17T02:45:27Z,4380000,False,,,0,,J. Mogbo personal FOUL (2 PF),"[1642367, 1628369]",1610612761.0,TOR,,,,,,,203593.0,Mogbo,J. Mogbo,Mid-Range,16-24 Right Center,,,,,,,,,,,2.0,0.0,Tatum,1628369.0,,,,,,
454,PT01M44.00S,2024-11-17T02:45:45.1Z,3,REGULAR,3pt,Jump Shot,[],1628369,69.07030223390277,79.65686274509804,1610612738,82,81,2024-11-17T02:45:49Z,4400000,False,148.0,238.0,1,right,MISS J. Tatum 28' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,,,,,Tatum,J. Tatum,Above the Break 3,24+ Right Center,28.06,Missed,,,,,,,,,,,,,,,,,,
455,PT01M41.00S,2024-11-17T02:45:48.1Z,3,REGULAR,rebound,defensive,[],1642367,,,1610612761,82,81,2024-11-17T02:45:49Z,4410000,False,,,0,,J. Mogbo REBOUND (Off:1 Def:3),[1642367],1610612761.0,TOR,,,,,,,,Mogbo,J. Mogbo,Above the Break 3,24+ Right Center,,,,,,,454.0,4.0,3.0,1.0,,,,,,,,,,
456,PT01M36.00S,2024-11-17T02:45:53.2Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'defensivegoaltending']",1629628,6.915243101182654,55.88235294117647,1610612761,82,83,2024-11-17T02:46:23Z,4420000,False,-29.0,13.0,1,left,R. Barrett running Layup (17 PTS),[1629628],1610612761.0,TOR,running,,,,,,,Barrett,R. Barrett,Restricted Area,0-8 Center,3.19,Made,17.0,,,,,,,,,,,,,,,,,
457,PT01M36.00S,2024-11-17T02:46:12.8Z,3,REGULAR,violation,defensive goaltending,[],1628436,,,1610612761,82,83,2024-11-17T02:46:36Z,4430000,False,,,0,,L. Kornet defensive goaltending VIOLATION,[1628436],1610612738.0,BOS,,,,,,,203593.0,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,
458,PT01M17.00S,2024-11-17T02:46:21.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628436,89.83245729303549,50.73529411764706,1610612738,84,83,2024-11-17T02:46:49Z,4440000,False,4.0,43.0,1,right,L. Kornet cutting DUNK (4 PTS) (J. Tatum 6 AST),"[1628436, 1628369]",1610612738.0,BOS,cutting,,,,,,,Kornet,L. Kornet,Restricted Area,0-8 Center,4.33,Made,4.0,,,,,,,,,,,,J. Tatum,1628369.0,6.0,,,
536,PT01M07.00S,2024-11-17T02:46:32.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642347,6.750985545335084,48.0392156862745,1610612761,84,83,2024-11-17T03:02:21Z,4465000,False,10.0,11.0,1,left,MISS J. Shead driving Layup,[1642347],1610612761.0,TOR,driving,,,,,,,Shead,J. Shead,Restricted Area,0-8 Center,1.47,Missed,,,,,,,,,,,,,,,,,,
537,PT01M05.00S,2024-11-17T02:46:34.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,84,83,2024-11-17T03:02:21Z,4472500,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,536.0,,,,,,,,,,,,,
462,PT01M05.00S,2024-11-17T02:46:44.6Z,3,REGULAR,turnover,traveling,[],1642347,,,1610612761,84,83,2024-11-17T02:46:52Z,4480000,False,,,0,,J. Shead traveling TURNOVER (1 TO),[1642347],1610612761.0,TOR,,,,,,,1628481.0,Shead,J. Shead,Mid-Range,8-16 Right,,,,1.0,,,,,,,,,,,,,,,,
463,PT00M52.90S,2024-11-17T02:47:00.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629628,,,1610612738,84,83,2024-11-17T02:47:08Z,4490000,False,,,0,,R. Barrett personal FOUL (3 PF) (Tatum 2 FT),"[1629628, 1628369]",1610612761.0,TOR,,,,,,,203593.0,Barrett,R. Barrett,Mid-Range,16-24 Left Center,,,,,,,,,,,3.0,0.0,Tatum,1628369.0,,,,,,
465,PT00M52.90S,2024-11-17T02:47:26.7Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628369,,,1610612738,85,83,2024-11-17T02:47:26Z,4510000,False,,,0,,J. Tatum Free Throw 1 of 2 (17 PTS),[1628369],1610612738.0,BOS,,,,,,,,Tatum,J. Tatum,,,,Made,17.0,,,,,,,,,,,,,,,,,
466,PT00M52.90S,2024-11-17T02:47:29.7Z,3,REGULAR,substitution,out,[],1628436,,,1610612738,85,83,2024-11-17T02:47:34Z,4520000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,
467,PT00M52.90S,2024-11-17T02:47:29.7Z,3,REGULAR,substitution,out,[],1642367,,,1610612738,85,83,2024-11-17T02:47:34Z,4530000,False,,,0,,SUB out: J. Mogbo,[1642367],1610612761.0,TOR,,,,,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,,,
468,PT00M52.90S,2024-11-17T02:47:29.7Z,3,REGULAR,substitution,in,[],1629674,,,1610612738,85,83,2024-11-17T02:47:34Z,4540000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,
469,PT00M52.90S,2024-11-17T02:47:29.7Z,3,REGULAR,substitution,in,[],1627751,,,1610612738,85,83,2024-11-17T02:47:34Z,4550000,False,,,0,,SUB in: J. Pöltl,[1627751],1610612761.0,TOR,,,,,,,,Pöltl,J. Pöltl,,,,,,,,,,,,,,,,,,,,,,
470,PT00M52.90S,2024-11-17T02:47:49.0Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628369,,,1610612738,86,83,2024-11-17T02:47:49Z,4560000,False,,,0,,J. Tatum Free Throw 2 of 2 (18 PTS),[1628369],1610612738.0,BOS,,,,,,,,Tatum,J. Tatum,,,,Made,18.0,,,,,,,,,,,,,,,,,
471,PT00M34.00S,2024-11-17T02:48:09.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,16.376478318002626,39.705882352941174,1610612761,86,85,2024-11-17T02:48:16Z,4570000,False,51.0,101.0,1,left,J. Pöltl 11' floating Jump Shot (26 PTS) (R. Barrett 11 AST),"[1627751, 1629628]",1610612761.0,TOR,floating,,,,,,,Pöltl,J. Pöltl,In The Paint (Non-RA),8-16 Center,11.37,Made,26.0,,,,,,,,,,,,R. Barrett,1629628.0,11.0,,,
473,PT00M11.00S,2024-11-17T02:48:35.1Z,3,REGULAR,3pt,Jump Shot,[],1630573,85.75886990801577,94.85294117647058,1610612738,86,85,2024-11-17T02:48:39Z,4590000,False,224.0,81.0,1,right,MISS S. Hauser 3PT,[1630573],1610612738.0,BOS,,,,,,,,Hauser,S. Hauser,Right Corner 3,24+ Right,23.86,Missed,,,,,,,,,,,,,,,,,,
474,PT00M08.30S,2024-11-17T02:48:37.8Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612761,86,85,2024-11-17T02:48:39Z,4600000,False,,,0,,R. Barrett REBOUND (Off:0 Def:7),[1629628],1610612761.0,TOR,,,,,,,,Barrett,R. Barrett,Right Corner 3,24+ Right,,,,,,,473.0,7.0,7.0,0.0,,,,,,,,,,
475,PT00M04.60S,2024-11-17T02:48:43.1Z,3,REGULAR,foul,personal,[],1641775,,,1610612761,86,85,2024-11-17T02:49:04Z,4610000,False,,,0,,J. Walsh take personal FOUL (2 PF),"[1641775, 1629628]",1610612738.0,BOS,take,,,,,,202041.0,Walsh,J. Walsh,Above the Break 3,24+ Center,,,,,,,,,,,2.0,0.0,Barrett,1629628.0,,,,,,
477,PT00M00.30S,2024-11-17T02:49:07.7Z,3,REGULAR,3pt,Jump Shot,[],1641711,30.962549277266753,74.26470588235294,1610612761,86,85,2024-11-17T02:49:41Z,4630000,False,-121.0,239.0,1,left,MISS G. Dick 26' pullup 3PT,[1641711],1610612761.0,TOR,pullup,,,,,,,Dick,G. Dick,Above the Break 3,24+ Left Center,26.76,Missed,,,,,,,,,,,,,,,,,,
478,PT00M00.30S,2024-11-17T02:49:07.7Z,3,REGULAR,rebound,offensive,[],1628449,,,1610612761,86,85,2024-11-17T04:28:10Z,4640000,False,,,0,,C. Boucher REBOUND (Off:2 Def:1),[1628449],1610612761.0,TOR,,,,,,,,Boucher,C. Boucher,Above the Break 3,24+ Left Center,,,,,,,477.0,3.0,1.0,2.0,,,,,,,,,,
479,PT00M00.00S,2024-11-17T02:49:30.9Z,3,REGULAR,period,end,[],0,,,1610612761,86,85,2024-11-17T02:49:30Z,4650000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT12M00.00S,2024-11-17T02:50:43.5Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612761,86,85,2024-11-17T02:51:57Z,4660000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,
482,PT12M00.00S,2024-11-17T02:50:43.5Z,4,REGULAR,substitution,out,['startperiod'],1641775,,,1610612761,86,85,2024-11-17T02:51:57Z,4670000,False,,,0,,SUB out: J. Walsh,[1641775],1610612738.0,BOS,,,,,,,,Walsh,J. Walsh,,,,,,,,,,,,,,,,,,,,,,
483,PT12M00.00S,2024-11-17T02:50:43.5Z,4,REGULAR,substitution,out,['startperiod'],1629628,,,1610612761,86,85,2024-11-17T02:51:57Z,4680000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2024-11-17T02:50:43.5Z,4,REGULAR,substitution,in,['startperiod'],1628401,,,1610612761,86,85,2024-11-17T02:51:57Z,4690000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,
485,PT12M00.00S,2024-11-17T02:50:43.5Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612761,86,85,2024-11-17T02:51:57Z,4700000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,
486,PT12M00.00S,2024-11-17T02:50:43.5Z,4,REGULAR,substitution,in,['startperiod'],1642367,,,1610612761,86,85,2024-11-17T02:51:57Z,4710000,False,,,0,,SUB in: J. Mogbo,[1642367],1610612761.0,TOR,,,,,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,,,
487,PT12M00.00S,2024-11-17T02:52:01.7Z,4,REGULAR,period,start,[],0,,,1610612761,86,85,2024-11-17T02:52:01Z,4720000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT11M47.00S,2024-11-17T02:52:13.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641711,6.1268068331143235,52.450980392156865,1610612761,86,87,2024-11-17T02:53:26Z,4730000,False,-12.0,5.0,1,left,G. Dick alley-oop Layup (4 PTS) (J. Shead 3 AST),"[1641711, 1642347]",1610612761.0,TOR,alley-oop,,,,,,,Dick,G. Dick,Restricted Area,0-8 Center,1.33,Made,4.0,,,,,,,,,,,,J. Shead,1642347.0,3.0,,,
490,PT11M28.00S,2024-11-17T02:52:35.4Z,4,REGULAR,foul,offensive,[],1627759,,,1610612738,86,87,2024-11-17T02:53:08Z,4750000,False,,,0,,J. Brown offensive FOUL (2 PF),"[1627759, 1641711]",1610612738.0,BOS,,,,,,,202041.0,Brown,J. Brown,Mid-Range,8-16 Left,,,,,,,,,,,2.0,0.0,Dick,1641711.0,,,,,,
492,PT11M28.00S,2024-11-17T02:52:35.4Z,4,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,86,87,2024-11-17T02:52:35Z,4770000,False,,,0,,J. Brown offensive foul TURNOVER (2 TO),[1627759],1610612738.0,BOS,,,,,,,202041.0,Brown,J. Brown,Mid-Range,8-16 Left,,,,2.0,,,,,,,,,,,,,,,,
493,PT11M04.00S,2024-11-17T02:53:12.3Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1642347,20.18725361366623,68.13725490196079,1610612761,86,87,2024-11-17T02:53:19Z,4780000,False,-91.0,137.0,1,left,MISS J. Shead 16' pullup Shot,[1642347],1610612761.0,TOR,pullup,,,,,,,Shead,J. Shead,Mid-Range,16-24 Left Center,16.46,Missed,,,,,,,,,,,,,,,,,,
494,PT11M01.00S,2024-11-17T02:53:15.5Z,4,REGULAR,rebound,offensive,[],1642367,,,1610612761,86,87,2024-11-17T02:53:15Z,4790000,False,,,0,,J. Mogbo REBOUND (Off:2 Def:3),[1642367],1610612761.0,TOR,,,,,,,,Mogbo,J. Mogbo,Mid-Range,16-24 Left Center,,,,,,,493.0,5.0,3.0,2.0,,,,,,,,,,
495,PT10M52.00S,2024-11-17T02:53:25.0Z,4,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1642367,8.492115637319317,77.94117647058823,1610612761,86,87,2024-11-17T02:54:39Z,4800000,False,-140.0,27.0,1,left,MISS J. Mogbo 14' driving floating Shot,[1642367],1610612761.0,TOR,driving floating,,,,,,,Mogbo,J. Mogbo,Mid-Range,8-16 Left,14.23,Missed,,,,,,,,,,,,,,,,,,
496,PT10M50.00S,2024-11-17T02:53:27.0Z,4,REGULAR,rebound,offensive,[],1628449,,,1610612761,86,87,2024-11-17T02:54:39Z,4810000,False,,,0,,C. Boucher REBOUND (Off:3 Def:1),[1628449],1610612761.0,TOR,,,,,,,,Boucher,C. Boucher,Mid-Range,8-16 Left,,,,,,,495.0,4.0,1.0,3.0,,,,,,,,,,
497,PT10M50.00S,2024-11-17T02:53:32.0Z,4,REGULAR,foul,personal,['2freethrow'],1630202,,,1610612761,86,87,2024-11-17T02:54:27Z,4820000,False,,,0,,P. Pritchard shooting personal FOUL (2 PF) (Boucher 2 FT),"[1630202, 1628449]",1610612738.0,BOS,shooting,,,,,,202041.0,Pritchard,P. Pritchard,Restricted Area,0-8 Center,,,,,,,,,,,2.0,0.0,Boucher,1628449.0,,,,,,
499,PT10M50.00S,2024-11-17T02:53:59.4Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1628449,,,1610612761,86,88,2024-11-17T02:53:59Z,4840000,False,,,0,,C. Boucher Free Throw 1 of 2 (8 PTS),[1628449],1610612761.0,TOR,,,,,,,,Boucher,C. Boucher,,,,Made,8.0,,,,,,,,,,,,,,,,,
500,PT10M50.00S,2024-11-17T02:54:13.7Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1628449,,,1610612761,86,89,2024-11-17T02:54:13Z,4850000,False,,,0,,C. Boucher Free Throw 2 of 2 (9 PTS),[1628449],1610612761.0,TOR,,,,,,,,Boucher,C. Boucher,,,,Made,9.0,,,,,,,,,,,,,,,,,
501,PT10M37.00S,2024-11-17T02:54:29.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629674,93.38042049934296,48.28431372549019,1610612738,88,89,2024-11-17T02:54:34Z,4860000,False,-9.0,10.0,1,right,N. Queta alley-oop DUNK (10 PTS) (D. White 3 AST),"[1629674, 1628401]",1610612738.0,BOS,alley-oop,,,,,,,Queta,N. Queta,Restricted Area,0-8 Center,1.3,Made,10.0,,,,,,,,,,,,D. White,1628401.0,3.0,,,
503,PT10M20.00S,2024-11-17T02:54:47.9Z,4,REGULAR,foul,personal,[],1630573,,,1610612761,88,89,2024-11-17T02:54:55Z,4880000,False,,,0,,S. Hauser personal FOUL (2 PF),"[1630573, 1642367]",1610612738.0,BOS,,,,,,,1628481.0,Hauser,S. Hauser,Mid-Range,8-16 Right,,,,,,,,,,,2.0,0.0,Mogbo,1642367.0,,,,,,
505,PT10M13.00S,2024-11-17T02:55:11.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642347,13.354139290407357,39.950980392156865,1610612761,88,89,2024-11-17T02:55:18Z,4900000,False,50.0,73.0,1,left,MISS J. Shead 8' driving Layup,[1642347],1610612761.0,TOR,driving,,,,,,,Shead,J. Shead,In The Paint (Non-RA),8-16 Right,8.86,Missed,,,,,,,,,,,,,,,,,,
506,PT10M10.00S,2024-11-17T02:55:14.9Z,4,REGULAR,rebound,offensive,[],1627751,,,1610612761,88,89,2024-11-17T02:55:23Z,4910000,False,,,0,,J. Pöltl REBOUND (Off:5 Def:4),[1627751],1610612761.0,TOR,,,,,,,,Pöltl,J. Pöltl,In The Paint (Non-RA),8-16 Right,,,,,,,505.0,9.0,4.0,5.0,,,,,,,,,,
507,PT10M09.00S,2024-11-17T02:55:16.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,5.590000152587891,50.0,1610612761,88,91,2024-11-17T02:55:16Z,4920000,False,0.0,0.0,1,left,J. Pöltl tip Layup (28 PTS),[1627751],1610612761.0,TOR,tip,,,,,,,Pöltl,J. Pöltl,Mid-Range,8-16 Left,0.0,Made,28.0,,,,,,,,,,,,,,,,,
508,PT09M56.00S,2024-11-17T02:55:28.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,89.96386333771353,47.30392156862745,1610612738,90,91,2024-11-17T02:55:33Z,4930000,False,-13.0,42.0,1,right,J. Brown driving Layup (17 PTS),[1627759],1610612738.0,BOS,driving,,,,,,,Brown,J. Brown,Restricted Area,0-8 Center,4.39,Made,17.0,,,,,,,,,,,,,,,,,
509,PT09M41.00S,2024-11-17T02:55:43.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,18.478975032851512,52.69607843137255,1610612761,90,91,2024-11-17T02:56:22Z,4940000,False,-13.0,121.0,1,left,MISS J. Pöltl 12' floating Shot,[1627751],1610612761.0,TOR,floating,,,,,,,Pöltl,J. Pöltl,In The Paint (Non-RA),8-16 Center,12.19,Missed,,,,,,,,,,,,,,,,,,
510,PT09M39.00S,2024-11-17T02:55:45.4Z,4,REGULAR,rebound,defensive,[],1628401,,,1610612738,90,91,2024-11-17T02:55:48Z,4950000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,,,,,White,D. White,In The Paint (Non-RA),8-16 Center,,,,,,,509.0,1.0,1.0,0.0,,,,,,,,,,
511,PT09M35.00S,2024-11-17T02:55:52.3Z,4,REGULAR,foul,personal,['2freethrow'],1628449,,,1610612738,90,91,2024-11-17T02:56:05Z,4960000,False,,,0,,C. Boucher shooting personal FOUL (1 PF) (Brown 2 FT),"[1628449, 1627759]",1610612761.0,TOR,shooting,,,,,,1628481.0,Boucher,C. Boucher,Restricted Area,0-8 Center,,,,,,,,,,,1.0,0.0,Brown,1627759.0,,,,,,
513,PT09M35.00S,2024-11-17T02:56:24.3Z,4,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,91,91,2024-11-17T02:56:24Z,4980000,False,,,0,,J. Brown Free Throw 1 of 2 (18 PTS),[1627759],1610612738.0,BOS,,,,,,,,Brown,J. Brown,,,,Made,18.0,,,,,,,,,,,,,,,,,
514,PT09M35.00S,2024-11-17T02:56:45.4Z,4,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,92,91,2024-11-17T02:56:45Z,4990000,False,,,0,,J. Brown Free Throw 2 of 2 (19 PTS),[1627759],1610612738.0,BOS,,,,,,,,Brown,J. Brown,,,,Made,19.0,,,,,,,,,,,,,,,,,
515,PT09M17.00S,2024-11-17T02:57:07.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,5.995400788436268,45.34313725490196,1610612761,92,93,2024-11-17T02:57:17Z,5000000,False,23.0,4.0,1,left,J. Pöltl driving reverse Layup (30 PTS) (G. Dick 5 AST),"[1627751, 1641711]",1610612761.0,TOR,driving reverse,,,,,,,Pöltl,J. Pöltl,Restricted Area,0-8 Center,2.36,Made,30.0,,,,,,,,,,,,G. Dick,1641711.0,5.0,,,
517,PT08M59.00S,2024-11-17T02:57:25.0Z,4,REGULAR,3pt,Jump Shot,[],1627759,66.44218134034165,24.019607843137255,1610612738,92,93,2024-11-17T02:57:32Z,5020000,False,-130.0,263.0,1,right,MISS J. Brown 29' step back 3PT,[1627759],1610612738.0,BOS,step back,,,,,,,Brown,J. Brown,Above the Break 3,24+ Left Center,29.32,Missed,,,,,,,,,,,,,,,,,,
518,PT08M55.00S,2024-11-17T02:57:29.0Z,4,REGULAR,rebound,offensive,[],1629674,,,1610612738,92,93,2024-11-17T02:57:32Z,5030000,False,,,0,,N. Queta REBOUND (Off:2 Def:3),[1629674],1610612738.0,BOS,,,,,,,,Queta,N. Queta,Above the Break 3,24+ Left Center,,,,,,,517.0,5.0,3.0,2.0,,,,,,,,,,
