actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
19,PT10M43.00S,2025-02-07T00:37:47.5Z,1,REGULAR,steal,,[],202681,,,1610612742,4,5,2025-02-07T00:37:49Z,190000,False,,,0,,K. Irving STEAL (1 STL),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
20,PT10M26.00S,2025-02-07T00:38:05.2Z,1,REGULAR,turnover,traveling,[],203957,,,1610612742,4,5,2025-02-07T00:38:10Z,200000,False,,,0,,D. Exum traveling TURNOVER (1 TO),[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,Above the Break 3,24+ Center,1146.0,,,,,,,,,,,,,,,1.0,,,,
21,PT10M13.00S,2025-02-07T00:38:26.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627759,76.2976346911958,35.78431372549019,1610612738,4,5,2025-02-07T00:38:35Z,210000,False,-71.0,170.0,1,right,MISS J. Brown 18' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,,,,,,Missed,,,,,,18.45,,,,,,,,
22,PT10M12.00S,2025-02-07T00:38:27.0Z,1,REGULAR,rebound,offensive,[],204001,,,1610612738,4,5,2025-02-07T00:38:35Z,220000,False,,,0,,K. Porziņģis REBOUND (Off:1 Def:0),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Mid-Range,16-24 Left Center,,,,,,,,21.0,1.0,0.0,1.0,,,,,,,,,
23,PT10M12.00S,2025-02-07T00:38:29.7Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",204001,94.40999984741211,50.0,1610612738,4,5,2025-02-07T00:39:09Z,230000,False,0.0,0.0,1,right,MISS K. Porziņģis tip DUNK,[204001],1610612738.0,BOS,tip,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,0.0,,,,,,,,
24,PT10M11.00S,2025-02-07T00:38:30.7Z,1,REGULAR,rebound,defensive,[],202691,,,1610612742,4,5,2025-02-07T00:39:04Z,240000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,
25,PT10M03.00S,2025-02-07T00:38:34.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203957,26.231931668856767,18.627450980392158,1610612742,4,8,2025-02-07T00:39:31Z,250000,False,157.0,194.0,1,left,D. Exum 24' 3PT running (3 PTS) (K. Thompson 1 AST),"[203957, 202691]",1610612742.0,DAL,running,,,Exum,D. Exum,,,,,Above the Break 3,24+ Right Center,,,,,,Made,3.0,,,,,24.96,K. Thompson,202691.0,1.0,,,,,
27,PT09M46.00S,2025-02-07T00:38:53.8Z,1,REGULAR,foul,personal,[],1630556,,,1610612738,4,8,2025-02-07T00:38:58Z,270000,False,,,0,,K. Edwards personal FOUL (1 PF),"[1630556, 204001]",1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,In The Paint (Non-RA),8-16 Center,1151.0,1.0,0.0,Porziņģis,204001.0,,,,,,,,,,,,,,,
29,PT09M37.00S,2025-02-07T00:39:21.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,91.5407358738502,52.94117647058824,1610612738,4,8,2025-02-07T00:39:28Z,290000,False,15.0,27.0,1,right,MISS J. Tatum cutting Layup - blocked,"[1628369, 1629655]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,3.07,,,,,,,Gafford,1629655.0
30,PT09M37.00S,2025-02-07T00:39:21.5Z,1,REGULAR,block,,[],1629655,,,1610612738,4,8,2025-02-07T00:39:24Z,300000,False,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
31,PT09M36.00S,2025-02-07T00:39:22.5Z,1,REGULAR,rebound,defensive,[],1630556,,,1610612742,4,8,2025-02-07T00:39:28Z,310000,False,,,0,,K. Edwards REBOUND (Off:0 Def:1),[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,
32,PT09M31.00S,2025-02-07T00:39:27.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202681,8.492115637319317,56.372549019607845,1610612742,4,10,2025-02-07T00:39:34Z,320000,False,-32.0,27.0,1,left,K. Irving running finger roll Layup (2 PTS) (K. Edwards 1 AST),"[202681, 1630556]",1610612742.0,DAL,running finger roll,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,4.2,K. Edwards,1630556.0,1.0,,,,,
34,PT09M21.00S,2025-02-07T00:39:40.0Z,1,REGULAR,foul,offensive,[],204001,,,1610612738,4,10,2025-02-07T00:39:57Z,340000,False,,,0,,K. Porziņģis offensive FOUL (1 PF),"[204001, 203957]",1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Mid-Range,8-16 Right,1151.0,1.0,0.0,Exum,203957.0,,,,,,,,,,,,,,,
36,PT09M21.00S,2025-02-07T00:39:40.0Z,1,REGULAR,turnover,offensive foul,[],204001,,,1610612738,4,10,2025-02-07T00:39:40Z,360000,False,,,0,,K. Porziņģis offensive foul TURNOVER (1 TO),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Mid-Range,8-16 Right,1151.0,,,,,,,,,,,,,,,1.0,,,,
37,PT09M03.00S,2025-02-07T00:40:18.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202691,23.47240473061761,26.715686274509803,1610612742,4,12,2025-02-07T00:40:23Z,370000,False,116.0,168.0,1,left,K. Thompson 20' pullup Jump Shot (7 PTS) (D. Gafford 2 AST),"[202691, 1629655]",1610612742.0,DAL,pullup,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Right Center,,,,,,Made,7.0,,,,,20.45,D. Gafford,1629655.0,2.0,,,,,
39,PT08M48.00S,2025-02-07T00:40:34.6Z,1,REGULAR,3pt,Jump Shot,[],1627759,88.91261498028909,96.32352941176471,1610612738,7,12,2025-02-07T00:40:38Z,390000,False,232.0,52.0,1,right,J. Brown 3PT  (3 PTS) (D. White 1 AST),"[1627759, 1628401]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,,,,,,Made,3.0,,,,,23.73,D. White,1628401.0,1.0,,,,,
41,PT08M36.00S,2025-02-07T00:40:46.9Z,1,REGULAR,2pt,Jump Shot,[],202681,20.71287779237845,34.068627450980394,1610612742,7,14,2025-02-07T00:40:50Z,410000,False,80.0,142.0,1,left,K. Irving 16' pullup Jump Shot (4 PTS),[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Mid-Range,16-24 Right Center,,,,,,Made,4.0,,,,,16.3,,,,,,,,
42,PT08M23.00S,2025-02-07T00:41:00.4Z,1,REGULAR,2pt,Jump Shot,[],1627759,83.65637319316689,75.0,1610612738,9,14,2025-02-07T00:41:08Z,420000,False,125.0,101.0,1,right,J. Brown 16' pullup bank Jump Shot (5 PTS),[1627759],1610612738.0,BOS,pullup bank,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,,,,,,Made,5.0,,,,,16.08,,,,,,,,
43,PT08M23.00S,2025-02-07T00:41:04.5Z,1,REGULAR,foul,personal,['1freethrow'],1629655,,,1610612738,9,14,2025-02-07T00:41:11Z,430000,False,,,0,,D. Gafford shooting personal FOUL (1 PF) (Brown 1 FT),"[1629655, 1627759]",1610612742.0,DAL,shooting,,,Gafford,D. Gafford,,,,,Mid-Range,16-24 Right Center,1151.0,1.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,
45,PT08M23.00S,2025-02-07T00:41:41.0Z,1,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,10,14,2025-02-07T00:41:41Z,450000,False,,,0,,J. Brown Free Throw 1 of 1 (6 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
46,PT08M11.00S,2025-02-07T00:41:54.3Z,1,REGULAR,2pt,Jump Shot,[],202691,21.107095926412615,41.42156862745098,1610612742,10,14,2025-02-07T00:42:00Z,460000,False,43.0,146.0,1,left,MISS K. Thompson 15' driving floating Shot,[202691],1610612742.0,DAL,driving floating,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Center,,,,,,Missed,,,,,,15.21,,,,,,,,
47,PT08M10.00S,2025-02-07T00:41:55.3Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,10,14,2025-02-07T00:42:00Z,470000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Center,,,,,,,,46.0,1.0,1.0,0.0,,,,,,,,,
48,PT08M05.00S,2025-02-07T00:42:00.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628369,93.64323258869908,50.98039215686274,1610612738,10,14,2025-02-07T00:42:09Z,480000,False,5.0,7.0,1,right,MISS J. Tatum running DUNK,[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,0.88,,,,,,,,
49,PT08M03.00S,2025-02-07T00:42:02.2Z,1,REGULAR,rebound,defensive,[],1630556,,,1610612742,10,14,2025-02-07T00:42:09Z,490000,False,,,0,,K. Edwards REBOUND (Off:0 Def:2),[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,48.0,2.0,2.0,0.0,,,,,,,,,
50,PT07M57.00S,2025-02-07T00:42:07.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202691,7.30946123521682,98.77450980392157,1610612742,10,17,2025-02-07T00:42:29Z,500000,False,-244.0,16.0,1,left,K. Thompson 24' 3PT running (10 PTS) (D. Exum 1 AST),"[202691, 203957]",1610612742.0,DAL,running,,,Thompson,K. Thompson,,,,,Left Corner 3,24+ Left,,,,,,Made,10.0,,,,,24.44,D. Exum,203957.0,1.0,,,,,
52,PT07M56.00S,2025-02-07T00:42:11.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,10,17,2025-02-07T00:42:11Z,520000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M56.00S,2025-02-07T00:45:11.5Z,1,REGULAR,substitution,out,[],203957,,,1610612738,10,17,2025-02-07T00:45:20Z,530000,False,,,0,,SUB out: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M56.00S,2025-02-07T00:45:11.5Z,1,REGULAR,substitution,in,[],203915,,,1610612738,10,17,2025-02-07T00:45:20Z,540000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M37.00S,2025-02-07T00:45:54.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],204001,93.24901445466492,50.98039215686274,1610612738,12,17,2025-02-07T00:45:59Z,550000,False,5.0,11.0,1,right,K. Porziņģis DUNK (6 PTS) (D. White 2 AST),"[204001, 1628401]",1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,,,,,1.2,D. White,1628401.0,2.0,,,,,
56,PT07M23.00S,2025-02-07T00:46:07.4Z,1,REGULAR,3pt,Jump Shot,[],202691,32.40801576872536,35.294117647058826,1610612742,12,17,2025-02-07T00:46:16Z,560000,False,74.0,252.0,1,left,MISS K. Thompson 26' 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,26.26,,,,,,,,
57,PT07M22.00S,2025-02-07T00:46:08.4Z,1,REGULAR,rebound,defensive,[],204001,,,1610612738,12,17,2025-02-07T00:48:10Z,570000,False,,,0,,K. Porziņģis REBOUND (Off:1 Def:1),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Center,,,,,,,,56.0,2.0,1.0,1.0,,,,,,,,,
59,PT07M09.00S,2025-02-07T00:46:21.9Z,1,REGULAR,3pt,Jump Shot,[],1628401,75.77201051248358,86.02941176470588,1610612738,12,17,2025-02-07T00:46:29Z,580000,False,180.0,175.0,1,right,MISS D. White 25' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,25.13,,,,,,,,
60,PT07M08.00S,2025-02-07T00:46:22.9Z,1,REGULAR,rebound,defensive,[],202681,,,1610612742,12,17,2025-02-07T00:46:29Z,590000,False,,,0,,K. Irving REBOUND (Off:0 Def:1),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,,,,,,,,59.0,1.0,1.0,0.0,,,,,,,,,
61,PT06M59.00S,2025-02-07T00:46:31.7Z,1,REGULAR,3pt,Jump Shot,[],202681,30.831143232588698,64.95098039215686,1610612742,12,17,2025-02-07T00:46:39Z,600000,False,-75.0,237.0,1,left,MISS K. Irving 24' pullup 3PT,[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,24.88,,,,,,,,
62,PT06M58.00S,2025-02-07T00:46:32.7Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,12,17,2025-02-07T00:46:39Z,610000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,61.0,1.0,1.0,0.0,,,,,,,,,
63,PT06M43.00S,2025-02-07T00:46:49.2Z,1,REGULAR,2pt,Jump Shot,[],1627759,92.59198423127464,72.05882352941177,1610612738,12,17,2025-02-07T00:46:58Z,620000,False,110.0,17.0,1,right,MISS J. Brown 11' driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,,,,,,Missed,,,,,,11.16,,,,,,,,
64,PT06M42.00S,2025-02-07T00:46:50.2Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612742,12,17,2025-02-07T00:46:58Z,630000,False,,,0,,D. Gafford REBOUND (Off:0 Def:2),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Right,,,,,,,,63.0,2.0,2.0,0.0,,,,,,,,,
65,PT06M28.00S,2025-02-07T00:47:02.6Z,1,REGULAR,2pt,Jump Shot,[],202681,10.33180026281209,70.34313725490196,1610612742,12,17,2025-02-07T00:48:46Z,640000,False,-102.0,45.0,1,left,MISS K. Irving 11' driving floating bank Shot,[202681],1610612742.0,DAL,driving floating bank,,,Irving,K. Irving,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,,,,11.1,,,,,,,,
66,PT06M27.00S,2025-02-07T00:47:03.6Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,12,17,2025-02-07T00:47:08Z,650000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,8-16 Left,,,,,,,,65.0,1.0,1.0,0.0,,,,,,,,,
67,PT06M17.00S,2025-02-07T00:47:22.0Z,1,REGULAR,foul,technical,['1freethrow'],1629655,,,1610612738,12,17,2025-02-07T00:47:29Z,660000,False,,,0,,D. Gafford defensive-3-second technical FOUL (1 Tech),[1629655],1610612742.0,DAL,defensive-3-second,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,1151.0,1.0,1.0,,,,,,,,,,,,,,,,,
68,PT06M17.00S,2025-02-07T00:47:39.0Z,1,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,13,17,2025-02-07T00:47:39Z,670000,False,,,0,,J. Tatum technical Free Throw 1 of 1 (1 PTS),[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
69,PT06M17.00S,2025-02-07T00:47:40.3Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,13,17,2025-02-07T00:47:57Z,680000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M17.00S,2025-02-07T00:47:40.3Z,1,REGULAR,substitution,out,[],201143,,,1610612738,13,17,2025-02-07T00:47:57Z,690000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M17.00S,2025-02-07T00:47:40.3Z,1,REGULAR,substitution,out,[],1630556,,,1610612738,13,17,2025-02-07T00:47:57Z,700000,False,,,0,,SUB out: K. Edwards,[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M17.00S,2025-02-07T00:47:40.3Z,1,REGULAR,substitution,out,[],202691,,,1610612738,13,17,2025-02-07T00:47:57Z,710000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M17.00S,2025-02-07T00:47:40.3Z,1,REGULAR,substitution,in,[],1628436,,,1610612738,13,17,2025-02-07T00:47:57Z,720000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M17.00S,2025-02-07T00:47:40.3Z,1,REGULAR,substitution,in,[],1630202,,,1610612738,13,17,2025-02-07T00:47:57Z,730000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M17.00S,2025-02-07T00:47:40.3Z,1,REGULAR,substitution,in,[],1631108,,,1610612738,13,17,2025-02-07T00:47:57Z,740000,False,,,0,,SUB in: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M17.00S,2025-02-07T00:47:40.3Z,1,REGULAR,substitution,in,[],1630230,,,1610612738,13,17,2025-02-07T00:47:57Z,750000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M09.00S,2025-02-07T00:48:09.9Z,1,REGULAR,2pt,Jump Shot,[],1628401,78.79434954007884,63.23529411764706,1610612738,15,17,2025-02-07T00:48:14Z,760000,False,66.0,147.0,1,right,D. White 16' driving floating Jump Shot (2 PTS) (L. Kornet 1 AST),"[1628401, 1628436]",1610612738.0,BOS,driving floating,,,White,D. White,,,,,Mid-Range,16-24 Right Center,,,,,,Made,2.0,,,,,16.1,L. Kornet,1628436.0,1.0,,,,,
78,PT05M42.00S,2025-02-07T00:48:37.2Z,1,REGULAR,3pt,Jump Shot,[],1631108,12.434296977660972,4.901960784313726,1610612742,15,17,2025-02-07T00:48:44Z,770000,False,225.0,64.0,1,left,MISS M. Christie 3PT,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,,23.45,,,,,,,,
79,PT05M41.00S,2025-02-07T00:48:38.2Z,1,REGULAR,rebound,offensive,[],1630230,,,1610612742,15,17,2025-02-07T00:48:44Z,780000,False,,,0,,N. Marshall REBOUND (Off:1 Def:0),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Right Corner 3,24+ Right,,,,,,,,78.0,1.0,0.0,1.0,,,,,,,,,
80,PT05M31.00S,2025-02-07T00:48:48.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629655,12.352168199737187,36.54258578431372,1610612742,15,19,2025-02-07T00:48:55Z,790000,False,67.0,64.0,1,left,D. Gafford 9' driving bank Hook (2 PTS) (M. Christie 1 AST),"[1629655, 1631108]",1610612742.0,DAL,driving bank,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Made,2.0,,,,,9.26,M. Christie,1631108.0,1.0,,,,,
82,PT05M16.00S,2025-02-07T00:49:02.8Z,1,REGULAR,3pt,Jump Shot,[],1628401,88.64980289093299,96.81372549019608,1610612738,18,19,2025-02-07T00:49:06Z,810000,False,234.0,54.0,1,right,D. White 24' 3PT  (5 PTS) (P. Pritchard 1 AST),"[1628401, 1630202]",1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,,,,,,Made,5.0,,,,,24.03,P. Pritchard,1630202.0,1.0,,,,,
85,PT04M48.00S,2025-02-07T00:49:31.0Z,1,REGULAR,3pt,Jump Shot,[],203915,38.71550591327201,63.725490196078425,1610612742,18,19,2025-02-07T00:49:41Z,830000,False,-69.0,311.0,1,left,MISS S. Dinwiddie 31' 3PT,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,31.89,,,,,,,,
86,PT04M47.00S,2025-02-07T00:49:32.0Z,1,REGULAR,rebound,defensive,[],1630202,,,1610612738,18,19,2025-02-07T00:49:41Z,840000,False,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,,,,,,,,85.0,1.0,1.0,0.0,,,,,,,,,
87,PT04M35.00S,2025-02-07T00:49:44.7Z,1,REGULAR,turnover,lost ball,[],1628401,,,1610612738,18,19,2025-02-07T00:49:50Z,850000,False,,,0,,D. White lost ball TURNOVER (1 TO),"[1628401, 202681]",1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,Irving,202681.0,,
