actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
519,PT10M38.00S,2024-10-29T01:31:12.5Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],203507,,,1610612749,95,82,2024-10-29T01:31:41Z,5090000,False,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
520,PT10M38.00S,2024-10-29T01:31:12.5Z,4,REGULAR,rebound,defensive,[],1628436,,,1610612738,95,82,2024-10-29T01:31:47Z,5100000,False,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,519.0,1.0,1.0,0.0,,,,,,,,,,,,,,
521,PT10M23.00S,2024-10-29T01:31:48.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,18.2161629434954,62.5,1610612738,97,82,2024-10-29T01:31:54Z,5110000,False,-62.0,119.0,1,left,J. Brown 13' turnaround Jump Shot (25 PTS) (D. White 7 AST),"[1627759, 1628401]",1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,13.41,Made,,,,,,,25.0,,,,,,,,,D. White,1628401.0,7.0
523,PT10M23.00S,2024-10-29T01:31:51.4Z,4,REGULAR,foul,personal,['1freethrow'],1629018,,,1610612738,97,82,2024-10-29T01:31:59Z,5130000,False,,,0,,G. Trent Jr. shooting personal FOUL (2 PF) (Brown 1 FT),"[1629018, 1627759]",1610612749.0,MIL,shooting,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1146.0,2.0,0.0,Brown,1627759.0,,,
525,PT10M23.00S,2024-10-29T01:32:16.5Z,4,REGULAR,substitution,out,[],1629018,,,1610612738,97,82,2024-10-29T01:32:36Z,5150000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT10M23.00S,2024-10-29T01:32:16.5Z,4,REGULAR,substitution,in,[],1627752,,,1610612738,97,82,2024-10-29T01:32:36Z,5160000,False,,,0,,SUB in: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT10M23.00S,2024-10-29T01:32:34.9Z,4,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,97,82,2024-10-29T01:32:40Z,5170000,False,,,0,,MISS J. Brown Free Throw 1 of 1,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
528,PT10M23.00S,2024-10-29T01:32:34.9Z,4,REGULAR,rebound,defensive,[],1626192,,,1610612749,97,82,2024-10-29T01:32:48Z,5180000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:2),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,527.0,2.0,2.0,0.0,,,,,,,,,,,,,,
529,PT10M08.00S,2024-10-29T01:32:49.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203507,92.85479632063075,51.470588235294116,1610612749,97,82,2024-10-29T01:32:57Z,5190000,False,7.0,15.0,1,right,MISS G. Antetokounmpo driving reverse Layup,[203507],1610612749.0,MIL,driving reverse,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.65,Missed,,,,,,,,,,,,,,,,,,
530,PT10M04.00S,2024-10-29T01:32:53.1Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,97,82,2024-10-29T01:32:57Z,5200000,False,,,0,,P. Pritchard REBOUND (Off:2 Def:3),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,,,529.0,5.0,3.0,2.0,,,,,,,,,,,,,,
531,PT09M58.00S,2024-10-29T01:32:58.5Z,4,REGULAR,3pt,Jump Shot,[],1628401,28.33442838370565,78.92156862745098,1610612738,97,82,2024-10-29T01:33:04Z,5210000,False,-145.0,214.0,1,left,MISS D. White 25' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,25.81,Missed,,,,,,,,,,,,,,,,,,
532,PT09M54.00S,2024-10-29T01:33:02.5Z,4,REGULAR,rebound,defensive,[],203081,,,1610612749,97,82,2024-10-29T01:33:04Z,5220000,False,,,0,,D. Lillard REBOUND (Off:1 Def:5),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,531.0,6.0,5.0,1.0,,,,,,,,,,,,,,
533,PT09M49.00S,2024-10-29T01:33:11.2Z,4,REGULAR,foul,personal,['3freethrow'],1630202,,,1610612749,97,82,2024-10-29T01:33:18Z,5230000,False,,,0,,P. Pritchard shooting personal FOUL (2 PF) (Lillard 3 FT),"[1630202, 203081]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,202056.0,2.0,0.0,Lillard,203081.0,,,
535,PT09M49.00S,2024-10-29T01:33:38.1Z,4,REGULAR,freethrow,1 of 3,[],203081,,,1610612749,97,83,2024-10-29T01:33:38Z,5250000,False,,,0,,D. Lillard Free Throw 1 of 3 (25 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,25.0,,,,,,,,,,,
536,PT09M49.00S,2024-10-29T01:33:53.4Z,4,REGULAR,freethrow,2 of 3,[],203081,,,1610612749,97,84,2024-10-29T01:33:53Z,5260000,False,,,0,,D. Lillard Free Throw 2 of 3 (26 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,26.0,,,,,,,,,,,
537,PT09M49.00S,2024-10-29T01:34:08.5Z,4,REGULAR,freethrow,3 of 3,[],203081,,,1610612749,97,85,2024-10-29T01:34:08Z,5270000,False,,,0,,D. Lillard Free Throw 3 of 3 (27 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,27.0,,,,,,,,,,,
538,PT09M31.00S,2024-10-29T01:34:27.9Z,4,REGULAR,turnover,bad pass,[],1627759,,,1610612738,97,85,2024-10-29T01:34:33Z,5280000,False,,,0,,J. Brown bad pass TURNOVER (4 TO),"[1627759, 203081]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,,,,,,,,,,4.0,Lillard,203081.0,,,,,,,,
539,PT09M31.00S,2024-10-29T01:34:27.9Z,4,REGULAR,steal,,[],203081,,,1610612749,97,85,2024-10-29T01:34:29Z,5290000,False,,,0,,D. Lillard STEAL (2 STL),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
540,PT09M28.00S,2024-10-29T01:34:34.7Z,4,REGULAR,foul,personal,[],1641775,,,1610612749,97,85,2024-10-29T01:34:40Z,5300000,False,,,0,,J. Walsh personal FOUL (1 PF),"[1641775, 1627752]",1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1155.0,1.0,0.0,Prince,1627752.0,,,
542,PT09M28.00S,2024-10-29T01:34:53.7Z,4,REGULAR,substitution,out,[],1641775,,,1610612749,97,85,2024-10-29T01:34:59Z,5320000,False,,,0,,SUB out: J. Walsh,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT09M28.00S,2024-10-29T01:34:53.7Z,4,REGULAR,substitution,in,[],201950,,,1610612749,97,85,2024-10-29T01:34:59Z,5330000,False,,,0,,SUB in: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT09M16.00S,2024-10-29T01:35:21.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627752,70.77858081471747,23.774509803921568,1610612749,97,88,2024-10-29T01:35:30Z,5340000,False,-131.0,222.0,1,right,T. Prince 25' 3PT step back (3 PTS) (D. Lillard 6 AST),"[1627752, 203081]",1610612749.0,MIL,step back,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,25.8,Made,,,,,,,3.0,,,,,,,,,D. Lillard,203081.0,6.0
546,PT08M50.00S,2024-10-29T01:35:50.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,14.799605781865965,61.029411764705884,1610612738,99,88,2024-10-29T01:36:01Z,5360000,False,-55.0,87.0,1,left,J. Brown 10' pullup bank Jump Shot (27 PTS),[1627759],1610612738.0,BOS,pullup bank,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Left,10.26,Made,,,,,,,27.0,,,,,,,,,,,
547,PT08M50.00S,2024-10-29T01:35:52.2Z,4,REGULAR,foul,personal,['1freethrow'],1627752,,,1610612738,99,88,2024-10-29T01:36:00Z,5370000,False,,,0,,T. Prince shooting personal FOUL (5 PF) (Brown 1 FT),"[1627752, 1627759]",1610612749.0,MIL,shooting,,,Prince,T. Prince,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,1155.0,5.0,0.0,Brown,1627759.0,,,
549,PT08M50.00S,2024-10-29T01:36:20.4Z,4,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,100,88,2024-10-29T01:36:20Z,5390000,False,,,0,,J. Brown Free Throw 1 of 1 (28 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,28.0,,,,,,,,,,,
550,PT08M27.00S,2024-10-29T01:36:45.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,93.64323258869908,50.73529411764706,1610612749,100,90,2024-10-29T01:37:10Z,5400000,False,4.0,7.0,1,right,G. Antetokounmpo DUNK (26 PTS) (D. Lillard 7 AST),"[203507, 203081]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.82,Made,,,,,,,26.0,,,,,,,,,D. Lillard,203081.0,7.0
552,PT08M05.00S,2024-10-29T01:37:06.4Z,4,REGULAR,3pt,Jump Shot,[],201950,29.38567674113009,25.245098039215684,1610612738,100,90,2024-10-29T01:37:11Z,5420000,False,124.0,224.0,1,left,MISS J. Holiday 25' 3PT,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,25.57,Missed,,,,,,,,,,,,,,,,,,
553,PT08M02.00S,2024-10-29T01:37:09.4Z,4,REGULAR,rebound,defensive,[],203081,,,1610612749,100,90,2024-10-29T01:37:11Z,5430000,False,,,0,,D. Lillard REBOUND (Off:1 Def:6),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,,,552.0,7.0,6.0,1.0,,,,,,,,,,,,,,
554,PT07M53.00S,2024-10-29T01:37:18.5Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203507,81.42247043363994,45.83333333333333,1610612749,100,92,2024-10-29T01:37:23Z,5440000,False,-21.0,122.0,1,right,G. Antetokounmpo 12' turnaround Hook (28 PTS),[203507],1610612749.0,MIL,turnaround,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,12.39,Made,,,,,,,28.0,,,,,,,,,,,
555,PT07M52.00S,2024-10-29T01:37:25.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,100,92,2024-10-29T01:37:25Z,5450000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT07M52.00S,2024-10-29T01:39:47.9Z,4,REGULAR,substitution,out,[],1628401,,,1610612738,100,92,2024-10-29T01:39:59Z,5460000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT07M52.00S,2024-10-29T01:39:47.9Z,4,REGULAR,substitution,out,[],1628436,,,1610612738,100,92,2024-10-29T01:39:59Z,5470000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT07M52.00S,2024-10-29T01:39:47.9Z,4,REGULAR,substitution,in,[],1628369,,,1610612738,100,92,2024-10-29T01:39:59Z,5480000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT07M52.00S,2024-10-29T01:39:47.9Z,4,REGULAR,substitution,in,[],201143,,,1610612738,100,92,2024-10-29T01:39:59Z,5490000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT07M41.00S,2024-10-29T01:40:28.4Z,4,REGULAR,3pt,Jump Shot,[],1627759,11.12023653088042,97.30392156862744,1610612738,100,92,2024-10-29T01:40:33Z,5500000,False,-237.0,52.0,1,left,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,24.21,Missed,,,,,,,,,,,,,,,,,,
562,PT07M38.00S,2024-10-29T01:40:31.4Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,100,92,2024-10-29T01:40:33Z,5510000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:9),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Left Corner 3,24+ Left,,,561.0,10.0,9.0,1.0,,,,,,,,,,,,,,
563,PT07M31.00S,2024-10-29T01:40:37.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203507,88.78120893561103,52.20588235294118,1610612749,100,92,2024-10-29T01:40:41Z,5520000,False,11.0,53.0,1,right,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,5.41,Missed,,,,,,,,,,,,,,,,,,
564,PT07M29.00S,2024-10-29T01:40:39.8Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,100,92,2024-10-29T01:40:41Z,5530000,False,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,563.0,5.0,5.0,0.0,,,,,,,,,,,,,,
565,PT07M19.00S,2024-10-29T01:40:49.4Z,4,REGULAR,3pt,Jump Shot,[],1630202,7.046649145860711,96.81372549019608,1610612738,103,92,2024-10-29T01:40:53Z,5540000,False,-234.0,14.0,1,left,P. Pritchard 3PT  (28 PTS) (J. Tatum 2 AST),"[1630202, 1628369]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Left Corner 3,24+ Left,23.45,Made,,,,,,,28.0,,,,,,,,,J. Tatum,1628369.0,2.0
567,PT07M01.00S,2024-10-29T01:41:08.9Z,4,REGULAR,foul,personal,['3freethrow'],201950,,,1610612749,103,92,2024-10-29T01:41:19Z,5560000,False,,,0,,J. Holiday shooting personal FOUL (2 PF) (Lillard 3 FT),"[201950, 203081]",1610612738.0,BOS,shooting,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1146.0,2.0,0.0,Lillard,203081.0,,,
569,PT07M01.00S,2024-10-29T01:41:43.0Z,4,REGULAR,freethrow,1 of 3,[],203081,,,1610612749,103,93,2024-10-29T01:42:29Z,5580000,False,,,0,,D. Lillard Free Throw 1 of 3 (28 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,28.0,,,,,,,,,,,
570,PT07M01.00S,2024-10-29T01:41:43.0Z,4,REGULAR,freethrow,2 of 3,[],203081,,,1610612749,103,94,2024-10-29T01:42:29Z,5590000,False,,,0,,D. Lillard Free Throw 2 of 3 (29 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,29.0,,,,,,,,,,,
571,PT07M01.00S,2024-10-29T01:41:59.2Z,4,REGULAR,substitution,out,[],1626171,,,1610612749,103,94,2024-10-29T01:42:04Z,5600000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT07M01.00S,2024-10-29T01:41:59.2Z,4,REGULAR,substitution,in,[],201572,,,1610612749,103,94,2024-10-29T01:42:04Z,5610000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT07M01.00S,2024-10-29T01:41:43.0Z,4,REGULAR,freethrow,3 of 3,[],203081,,,1610612749,103,94,2024-10-29T01:42:29Z,5620000,False,,,0,,MISS D. Lillard Free Throw 3 of 3,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
574,PT07M01.00S,2024-10-29T01:41:43.0Z,4,REGULAR,rebound,defensive,[],201950,,,1610612738,103,94,2024-10-29T01:42:29Z,5630000,False,,,0,,J. Holiday REBOUND (Off:0 Def:4),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,573.0,4.0,4.0,0.0,,,,,,,,,,,,,,
575,PT06M35.00S,2024-10-29T01:42:44.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,8.492115637319317,40.44117647058824,1610612738,103,94,2024-10-29T01:44:09Z,5640000,False,48.0,27.0,1,left,MISS J. Brown floating Shot - blocked,"[1627759, 201572]",1610612738.0,BOS,floating,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,5.5,Missed,,,,,Lopez,201572.0,,,,,,,,,,,,
576,PT06M35.00S,2024-10-29T01:42:44.7Z,4,REGULAR,block,,[],201572,,,1610612738,103,94,2024-10-29T01:43:41Z,5650000,False,,,0,,B. Lopez BLOCK (4 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
577,PT06M32.00S,2024-10-29T01:42:47.7Z,4,REGULAR,rebound,defensive,[],1627752,,,1610612749,103,94,2024-10-29T01:42:51Z,5660000,False,,,0,,T. Prince REBOUND (Off:0 Def:4),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,In The Paint (Non-RA),0-8 Center,,,575.0,4.0,4.0,0.0,,,,,,,,,,,,,,
578,PT06M28.00S,2024-10-29T01:42:55.5Z,4,REGULAR,turnover,discontinued dribble,[],1627752,,,1610612749,103,94,2024-10-29T01:43:07Z,5670000,False,,,0,,T. Prince discontinued dribble TURNOVER (2 TO),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Mid-Range,8-16 Right,,,,,,,,,,2.0,,,1155.0,,,,,,,
579,PT06M19.00S,2024-10-29T01:43:16.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201950,8.09789750328515,44.36274509803921,1610612738,105,94,2024-10-29T01:44:53Z,5680000,False,28.0,24.0,1,left,J. Holiday driving Layup (15 PTS),[201950],1610612738.0,BOS,driving,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,3.68,Made,,,,,,,15.0,,,,,,,,,,,
580,PT06M19.00S,2024-10-29T01:43:17.6Z,4,REGULAR,foul,personal,['1freethrow'],1626192,,,1610612738,105,94,2024-10-29T01:43:24Z,5690000,False,,,0,,P. Connaughton shooting personal FOUL (1 PF) (Holiday 1 FT),"[1626192, 201950]",1610612749.0,MIL,shooting,,,Connaughton,P. Connaughton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1146.0,1.0,0.0,Holiday,201950.0,,,
582,PT06M19.00S,2024-10-29T01:43:45.9Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],201950,,,1610612738,106,94,2024-10-29T01:43:45Z,5710000,False,,,0,,J. Holiday Free Throw 1 of 1 (16 PTS),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,Made,,,,,,,16.0,,,,,,,,,,,
583,PT06M03.00S,2024-10-29T01:44:04.4Z,4,REGULAR,foul,offensive,[],203507,,,1610612749,106,94,2024-10-29T01:44:12Z,5720000,False,,,0,,G. Antetokounmpo offensive FOUL (4 PF),"[203507, 201950]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1146.0,4.0,0.0,Holiday,201950.0,,,
585,PT06M03.00S,2024-10-29T01:44:04.4Z,4,REGULAR,turnover,offensive foul,[],203507,,,1610612749,106,94,2024-10-29T01:44:04Z,5740000,False,,,0,,G. Antetokounmpo offensive foul TURNOVER (7 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,7.0,,,1146.0,,,,,,,
586,PT06M03.00S,2024-10-29T01:44:12.3Z,4,REGULAR,substitution,out,[],1626192,,,1610612738,106,94,2024-10-29T01:44:18Z,5750000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT06M03.00S,2024-10-29T01:44:12.3Z,4,REGULAR,substitution,in,[],1629018,,,1610612738,106,94,2024-10-29T01:44:18Z,5760000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT05M45.00S,2024-10-29T01:44:41.2Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1628369,15.588042049934298,72.30392156862744,1610612738,108,94,2024-10-29T01:45:37Z,5770000,False,-112.0,94.0,1,left,J. Tatum 14' fadeaway Jump Shot (13 PTS),[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,14.58,Made,,,,,,,13.0,,,,,,,,,,,
589,PT05M44.00S,2024-10-29T01:44:53.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612749,108,94,2024-10-29T01:44:53Z,5780000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT05M33.00S,2024-10-29T01:46:25.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203081,93.11760840998686,54.41176470588235,1610612749,108,96,2024-10-29T01:46:30Z,5790000,False,22.0,12.0,1,right,D. Lillard driving Layup (31 PTS),[203081],1610612749.0,MIL,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,2.52,Made,,,,,,,31.0,,,,,,,,,,,
591,PT05M07.00S,2024-10-29T01:46:54.4Z,4,REGULAR,turnover,out-of-bounds,[],1630202,,,1610612738,108,96,2024-10-29T01:47:02Z,5800000,False,,,0,,P. Pritchard step out-of-bounds TURNOVER (2 TO),[1630202],1610612738.0,BOS,step,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,2.0,,,202056.0,,,,,,,
592,PT04M54.00S,2024-10-29T01:47:21.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612749,108,96,2024-10-29T01:47:34Z,5810000,False,,,0,,J. Tatum shooting personal FOUL (5 PF) (Lillard 2 FT),"[1628369, 203081]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,202056.0,5.0,1.0,Lillard,203081.0,,,
594,PT04M54.00S,2024-10-29T01:47:52.5Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],203081,,,1610612749,108,97,2024-10-29T01:47:52Z,5830000,False,,,0,,D. Lillard Free Throw 1 of 2 (32 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,32.0,,,,,,,,,,,
595,PT04M54.00S,2024-10-29T01:47:54.4Z,4,REGULAR,substitution,out,[],1630202,,,1610612749,108,97,2024-10-29T01:47:56Z,5840000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT04M54.00S,2024-10-29T01:47:54.4Z,4,REGULAR,substitution,in,[],1628401,,,1610612749,108,97,2024-10-29T01:47:56Z,5850000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT04M54.00S,2024-10-29T01:48:16.8Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],203081,,,1610612749,108,98,2024-10-29T01:48:16Z,5860000,False,,,0,,D. Lillard Free Throw 2 of 2 (33 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,33.0,,,,,,,,,,,
598,PT04M39.00S,2024-10-29T01:48:33.9Z,4,REGULAR,turnover,bad pass,[],1628369,,,1610612738,108,98,2024-10-29T01:48:40Z,5870000,False,,,0,,J. Tatum bad pass TURNOVER (3 TO),"[1628369, 1627752]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,3.0,Prince,1627752.0,,,,,,,,
599,PT04M39.00S,2024-10-29T01:48:33.9Z,4,REGULAR,steal,,[],1627752,,,1610612749,108,98,2024-10-29T01:48:35Z,5880000,False,,,0,,T. Prince STEAL (1 STL),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
600,PT04M35.00S,2024-10-29T01:48:37.0Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629018,75.77201051248358,10.049019607843137,1610612749,108,98,2024-10-29T01:49:57Z,5890000,False,-200.0,175.0,1,right,MISS G. Trent Jr. 26' running 3PT,[1629018],1610612749.0,MIL,running,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,26.57,Missed,,,,,,,,,,,,,,,,,,
601,PT04M32.00S,2024-10-29T01:48:39.6Z,4,REGULAR,rebound,defensive,[],1628401,,,1610612738,108,98,2024-10-29T01:48:39Z,5900000,False,,,0,,D. White REBOUND (Off:0 Def:3),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,600.0,3.0,3.0,0.0,,,,,,,,,,,,,,
602,PT04M27.00S,2024-10-29T01:48:46.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",201950,9.149145860709593,57.35294117647059,1610612738,110,98,2024-10-29T01:48:53Z,5910000,False,-37.0,34.0,1,left,J. Holiday driving floating Jump Shot (18 PTS) (D. White 8 AST),"[201950, 1628401]",1610612738.0,BOS,driving floating,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,4.98,Made,,,,,,,18.0,,,,,,,,,D. White,1628401.0,8.0
