actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
23,PT09M54.00S,2025-01-30T00:43:57.5Z,1,REGULAR,3pt,Jump Shot,[],1627759,23.603810775295663,89.2156862745098,1610612738,8,0,2025-01-30T00:44:02Z,230000,False,-196.0,169.0,1,left,MISS J. Brown 25' step back 3PT,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,25.91,Missed,,,,,,,,,,,,,,,,
24,PT09M52.00S,2025-01-30T00:44:00.2Z,1,REGULAR,rebound,offensive,[],201950,,,1610612738,8,0,2025-01-30T00:44:00Z,240000,False,,,0,,J. Holiday REBOUND (Off:1 Def:0),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,,,23.0,1.0,0.0,1.0,,,,,,,,,,,,
25,PT09M48.00S,2025-01-30T00:44:04.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,24.78646517739816,89.70588235294117,1610612738,8,0,2025-01-30T00:44:20Z,250000,False,-199.0,180.0,1,left,MISS J. Brown 26' step back 3PT,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,26.83,Missed,,,,,,,,,,,,,,,,
26,PT09M45.00S,2025-01-30T00:44:07.2Z,1,REGULAR,rebound,offensive,[],204001,,,1610612738,8,0,2025-01-30T00:44:12Z,260000,False,,,0,,K. Porziņģis REBOUND (Off:1 Def:1),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Left Center,,,,,25.0,2.0,1.0,1.0,,,,,,,,,,,,
27,PT09M45.00S,2025-01-30T00:44:09.5Z,1,REGULAR,foul,personal,['2freethrow'],1630581,,,1610612738,8,0,2025-01-30T00:44:21Z,270000,False,,,0,,J. Giddey shooting personal FOUL (1 PF) (Porziņģis 2 FT),"[1630581, 204001]",1610612741.0,CHI,shooting,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,200833.0,,,,,,,,,,,,1.0,0.0,Porziņģis,204001.0,,,,
29,PT09M45.00S,2025-01-30T00:44:34.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],204001,,,1610612738,9,0,2025-01-30T00:44:34Z,290000,False,,,0,,K. Porziņģis Free Throw 1 of 2 (7 PTS),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,,,Made,,,,,7.0,,,,,,,,,,,
30,PT09M45.00S,2025-01-30T00:44:49.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],204001,,,1610612738,10,0,2025-01-30T00:44:49Z,300000,False,,,0,,K. Porziņģis Free Throw 2 of 2 (8 PTS),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,,,Made,,,,,8.0,,,,,,,,,,,
31,PT09M37.00S,2025-01-30T00:45:01.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628366,91.01511169513797,45.83333333333333,1610612741,10,0,2025-01-30T00:45:58Z,310000,False,-21.0,32.0,1,right,MISS L. Ball driving Layup,[1628366],1610612741.0,CHI,driving,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,3.82,Missed,,,,,,,,,,,,,,,,
32,PT09M33.00S,2025-01-30T00:45:05.9Z,1,REGULAR,rebound,offensive,[],1628366,,,1610612741,10,0,2025-01-30T00:45:47Z,320000,False,,,0,,L. Ball REBOUND (Off:1 Def:0),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,31.0,1.0,0.0,1.0,,,,,,,,,,,,
33,PT09M27.00S,2025-01-30T00:45:10.3Z,1,REGULAR,foul,personal,['3freethrow'],1627759,,,1610612741,10,0,2025-01-30T00:45:27Z,330000,False,,,0,,J. Brown shooting personal FOUL (1 PF) (Ball 3 FT),"[1627759, 1628366]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,201638.0,,,,,,,,,,,,1.0,0.0,Ball,1628366.0,,,,
35,PT09M27.00S,2025-01-30T00:45:38.1Z,1,REGULAR,freethrow,1 of 3,['2ndchance'],1628366,,,1610612741,10,1,2025-01-30T00:45:38Z,350000,False,,,0,,L. Ball Free Throw 1 of 3 (1 PTS),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
36,PT09M27.00S,2025-01-30T00:45:49.9Z,1,REGULAR,freethrow,2 of 3,['2ndchance'],1628366,,,1610612741,10,2,2025-01-30T00:45:49Z,360000,False,,,0,,L. Ball Free Throw 2 of 3 (2 PTS),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,,
37,PT09M27.00S,2025-01-30T00:46:10.6Z,1,REGULAR,freethrow,3 of 3,['2ndchance'],1628366,,,1610612741,10,3,2025-01-30T00:46:10Z,370000,False,,,0,,L. Ball Free Throw 3 of 3 (3 PTS),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,
38,PT09M11.00S,2025-01-30T00:46:27.6Z,1,REGULAR,2pt,Jump Shot,[],204001,21.369908015768726,53.67647058823529,1610612738,12,3,2025-01-30T00:46:33Z,380000,False,-18.0,148.0,1,left,K. Porziņģis 14' Jump Shot (10 PTS) (J. Holiday 2 AST),"[204001, 201950]",1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Mid-Range,8-16 Center,,,14.95,Made,,,,,10.0,J. Holiday,201950.0,2.0,,,,,,,,
40,PT08M57.00S,2025-01-30T00:46:41.2Z,1,REGULAR,3pt,Jump Shot,[],1628366,66.70499342969777,78.92156862745098,1610612741,12,6,2025-01-30T00:47:02Z,400000,False,145.0,260.0,1,right,L. Ball 29' 3PT pullup (6 PTS),[1628366],1610612741.0,CHI,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,,,29.79,Made,,,,,6.0,,,,,,,,,,,
41,PT08M43.00S,2025-01-30T00:46:54.7Z,1,REGULAR,3pt,Jump Shot,[],204001,31.225361366622867,77.45098039215686,1610612738,15,6,2025-01-30T00:46:58Z,410000,False,-137.0,241.0,1,left,K. Porziņģis 27' 3PT  (13 PTS) (J. Tatum 2 AST),"[204001, 1628369]",1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Left Center,,,27.74,Made,,,,,13.0,J. Tatum,1628369.0,2.0,,,,,,,,
43,PT08M23.00S,2025-01-30T00:47:15.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,90.48948751642575,53.18627450980392,1610612741,15,8,2025-01-30T00:47:23Z,430000,False,16.0,37.0,1,right,J. Giddey driving finger roll Layup (2 PTS) (N. Vučević 1 AST),"[1630581, 202696]",1610612741.0,CHI,driving finger roll,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,4.02,Made,,,,,2.0,N. Vučević,202696.0,1.0,,,,,,,,
45,PT08M12.00S,2025-01-30T00:47:28.5Z,1,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,15,8,2025-01-30T00:47:35Z,450000,False,,,0,,J. Tatum lost ball out-of-bounds TURNOVER (1 TO),[1628369],1610612738.0,BOS,lost ball,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,200833.0,1.0,,,,,,,,,,,,,,,,,,
46,PT08M01.00S,2025-01-30T00:47:41.8Z,1,REGULAR,turnover,lost ball,[],1629632,,,1610612741,15,8,2025-01-30T00:47:47Z,460000,False,,,0,,C. White lost ball TURNOVER (1 TO),"[1629632, 201950]",1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,8-16 Right,,1.0,,,,,,,,,,,,,,,Holiday,201950.0,,
47,PT08M01.00S,2025-01-30T00:47:41.8Z,1,REGULAR,steal,,[],201950,,,1610612738,15,8,2025-01-30T00:47:44Z,470000,False,,,0,,J. Holiday STEAL (1 STL),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
48,PT07M55.00S,2025-01-30T00:47:51.1Z,1,REGULAR,foul,personal,[],202696,,,1610612738,15,8,2025-01-30T00:47:59Z,480000,False,,,0,,N. Vučević personal FOUL (1 PF),"[202696, 204001]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Center,1193.0,,,,,,,,,,,,1.0,0.0,Porziņģis,204001.0,,,,
50,PT07M46.00S,2025-01-30T00:48:12.2Z,1,REGULAR,turnover,lost ball,[],201950,,,1610612738,15,8,2025-01-30T00:48:16Z,500000,False,,,0,,J. Holiday lost ball TURNOVER (1 TO),"[201950, 1630245]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Right,,1.0,,,,,,,,,,,,,,,Dosunmu,1630245.0,,
51,PT07M46.00S,2025-01-30T00:48:12.2Z,1,REGULAR,steal,,[],1630245,,,1610612741,15,8,2025-01-30T00:49:05Z,510000,False,,,0,,A. Dosunmu STEAL (1 STL),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
52,PT07M42.00S,2025-01-30T00:48:16.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630245,91.40932982917214,54.90196078431373,1610612741,15,8,2025-01-30T00:48:24Z,520000,False,25.0,28.0,1,right,MISS A. Dosunmu running Layup,[1630245],1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,3.74,Missed,,,,,,,,,,,,,,,,
53,PT07M40.00S,2025-01-30T00:48:18.8Z,1,REGULAR,rebound,offensive,[],1630581,,,1610612741,15,8,2025-01-30T00:48:18Z,530000,False,,,0,,J. Giddey REBOUND (Off:1 Def:0),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,52.0,1.0,0.0,1.0,,,,,,,,,,,,
54,PT07M38.00S,2025-01-30T00:48:20.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628366,70.64717477003943,18.137254901960784,1610612741,15,11,2025-01-30T00:50:09Z,540000,False,-159.0,223.0,1,right,L. Ball 27' 3PT pullup (9 PTS) (J. Giddey 1 AST),"[1628366, 1630581]",1610612741.0,CHI,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,27.44,Made,,,,,9.0,J. Giddey,1630581.0,1.0,,,,,,,,
56,PT07M28.00S,2025-01-30T00:48:30.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,9.017739816031538,57.107843137254896,1610612738,17,11,2025-01-30T00:48:45Z,560000,False,-36.0,32.0,1,left,J. Brown driving Layup (4 PTS) (D. White 1 AST),"[1627759, 1628401]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,4.8,Made,,,,,4.0,D. White,1628401.0,1.0,,,,,,,,
57,PT07M28.00S,2025-01-30T00:48:35.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,17,11,2025-01-30T00:48:35Z,570000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M28.00S,2025-01-30T00:50:46.6Z,1,REGULAR,substitution,out,[],1628366,,,1610612741,17,11,2025-01-30T00:51:11Z,580000,False,,,0,,SUB out: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M28.00S,2025-01-30T00:50:46.6Z,1,REGULAR,substitution,in,[],1641824,,,1610612741,17,11,2025-01-30T00:51:11Z,590000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M16.00S,2025-01-30T00:51:37.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,90.88370565045992,54.90196078431373,1610612741,17,13,2025-01-30T00:51:44Z,600000,False,25.0,33.0,1,right,J. Giddey driving reverse Layup (4 PTS),[1630581],1610612741.0,CHI,driving reverse,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,4.13,Made,,,,,4.0,,,,,,,,,,,
62,PT07M01.00S,2025-01-30T00:51:52.6Z,1,REGULAR,3pt,Jump Shot,[],1628401,12.434296977660972,3.431372549019608,1610612738,17,13,2025-01-30T00:52:00Z,610000,False,233.0,64.0,1,left,MISS D. White 24' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,,,24.15,Missed,,,,,,,,,,,,,,,,
63,PT06M58.00S,2025-01-30T00:51:55.6Z,1,REGULAR,rebound,offensive,[],201950,,,1610612738,17,13,2025-01-30T00:52:00Z,620000,False,,,0,,J. Holiday REBOUND (Off:2 Def:0),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,,,,,62.0,2.0,0.0,2.0,,,,,,,,,,,,
64,PT06M57.00S,2025-01-30T00:51:56.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201950,7.178055190538765,47.05882352941176,1610612738,17,13,2025-01-30T00:52:04Z,630000,False,15.0,15.0,1,left,MISS J. Holiday putback Layup,[201950],1610612738.0,BOS,putback,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,2.1,Missed,,,,,,,,,,,,,,,,
65,PT06M55.00S,2025-01-30T00:51:58.8Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,17,13,2025-01-30T00:51:58Z,640000,False,,,0,,N. Vučević REBOUND (Off:1 Def:1),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,,,64.0,2.0,1.0,1.0,,,,,,,,,,,,
66,PT06M47.00S,2025-01-30T00:52:06.5Z,1,REGULAR,3pt,Jump Shot,[],1641824,91.40932982917214,2.941176470588235,1610612741,17,13,2025-01-30T00:52:11Z,650000,False,-235.0,28.0,1,right,MISS M. Buzelis 3PT,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Left Corner 3,24+ Left,,,23.7,Missed,,,,,,,,,,,,,,,,
67,PT06M44.00S,2025-01-30T00:52:09.5Z,1,REGULAR,rebound,defensive,[],201950,,,1610612738,17,13,2025-01-30T00:52:11Z,660000,False,,,0,,J. Holiday REBOUND (Off:2 Def:1),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Left Corner 3,24+ Left,,,,,66.0,3.0,1.0,2.0,,,,,,,,,,,,
68,PT06M26.00S,2025-01-30T00:52:27.2Z,1,REGULAR,2pt,Jump Shot,[],1628369,12.565703022339028,66.66666666666666,1610612738,17,13,2025-01-30T01:19:06Z,670000,False,-83.0,66.0,1,left,MISS J. Tatum 10' pullup Shot - blocked,"[1628369, 202696]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,,,10.6,Missed,,,,,,,,,,,,,,,Vučević,202696.0
69,PT06M26.00S,2025-01-30T00:52:27.2Z,1,REGULAR,block,,[],202696,,,1610612738,17,13,2025-01-30T00:52:30Z,680000,False,,,0,,N. Vučević BLOCK (1 BLK),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
70,PT06M22.00S,2025-01-30T00:52:31.2Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,17,13,2025-01-30T00:52:32Z,690000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,8-16 Left,,,,,68.0,1.0,1.0,0.0,,,,,,,,,,,,
71,PT06M21.00S,2025-01-30T00:52:32.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641824,93.11760840998686,48.77450980392157,1610612741,17,15,2025-01-30T00:52:39Z,700000,False,-6.0,12.0,1,right,M. Buzelis cutting DUNK (2 PTS) (C. White 1 AST),"[1641824, 1629632]",1610612741.0,CHI,cutting,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,1.36,Made,,,,,2.0,C. White,1629632.0,1.0,,,,,,,,
73,PT05M55.00S,2025-01-30T00:52:58.3Z,1,REGULAR,3pt,Jump Shot,[],201950,34.510512483574246,45.83333333333333,1610612738,17,15,2025-01-30T00:53:03Z,720000,False,21.0,272.0,1,left,MISS J. Holiday 27' step back 3PT,[201950],1610612738.0,BOS,step back,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,,,27.27,Missed,,,,,,,,,,,,,,,,
74,PT05M53.00S,2025-01-30T00:53:00.3Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,17,15,2025-01-30T00:53:03Z,730000,False,,,0,,N. Vučević REBOUND (Off:1 Def:2),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Center,,,,,73.0,3.0,2.0,1.0,,,,,,,,,,,,
75,PT05M50.00S,2025-01-30T00:53:05.8Z,1,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612741,17,15,2025-01-30T00:53:15Z,740000,False,,,0,,J. Brown shooting personal FOUL (2 PF) (Giddey 2 FT),"[1627759, 1630581]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1193.0,,,,,,,,,,,,2.0,0.0,Giddey,1630581.0,,,,
77,PT05M50.00S,2025-01-30T00:53:28.5Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630581,,,1610612741,17,15,2025-01-30T00:53:28Z,760000,False,,,0,,MISS J. Giddey Free Throw 1 of 2,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
78,PT05M50.00S,2025-01-30T00:53:28.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,17,15,2025-01-30T00:53:28Z,770000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,
79,PT05M50.00S,2025-01-30T00:53:29.4Z,1,REGULAR,substitution,out,[],1627759,,,1610612741,17,15,2025-01-30T00:53:44Z,780000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M50.00S,2025-01-30T00:53:29.4Z,1,REGULAR,substitution,out,[],1629632,,,1610612741,17,15,2025-01-30T00:53:44Z,790000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M50.00S,2025-01-30T00:53:29.4Z,1,REGULAR,substitution,in,[],1630202,,,1610612741,17,15,2025-01-30T00:53:44Z,800000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M50.00S,2025-01-30T00:53:29.4Z,1,REGULAR,substitution,in,[],1630172,,,1610612741,17,15,2025-01-30T00:53:44Z,810000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M50.00S,2025-01-30T00:53:46.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630581,,,1610612741,17,16,2025-01-30T00:53:46Z,820000,False,,,0,,J. Giddey Free Throw 2 of 2 (5 PTS),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,
