actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,officialId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
16,PT10M39.00S,2024-11-07T00:45:39.8Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,2,0,2024-11-07T00:45:57Z,160000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
17,PT10M30.00S,2024-11-07T00:45:48.2Z,1,REGULAR,3pt,Jump Shot,[],201950,33.327858081471746,52.94117647058824,1610612738,2,0,2024-11-07T00:45:55Z,170000,False,-15.0,261.0,1,left,MISS J. Holiday 26' 3PT,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,26.12,Missed,,,,,,,,,,,,,,,,,,
18,PT10M29.00S,2024-11-07T00:45:49.2Z,1,REGULAR,rebound,defensive,[],1630541,,,1610612744,2,0,2024-11-07T00:45:55Z,180000,False,,,0,,M. Moody REBOUND (Off:0 Def:1),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Center,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,
19,PT10M14.00S,2024-11-07T00:46:04.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203110,85.89027595269383,47.30392156862745,1610612744,2,0,2024-11-07T00:46:13Z,190000,False,-13.0,80.0,1,right,MISS D. Green 8' driving floating Shot,[203110],1610612744.0,GSW,driving floating,,,Green,D. Green,,,,,In The Paint (Non-RA),8-16 Center,8.12,Missed,,,,,,,,,,,,,,,,,,
20,PT10M13.00S,2024-11-07T00:46:05.8Z,1,REGULAR,rebound,defensive,[],201950,,,1610612738,2,0,2024-11-07T00:46:13Z,200000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,
21,PT10M01.00S,2024-11-07T00:46:17.2Z,1,REGULAR,3pt,Jump Shot,[],201143,29.6484888304862,26.225490196078432,1610612738,2,0,2024-11-07T00:46:23Z,210000,False,119.0,226.0,1,left,MISS A. Horford 25' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,25.55,Missed,,,,,,,,,,,,,,,,,,
22,PT10M00.00S,2024-11-07T00:46:18.2Z,1,REGULAR,rebound,defensive,[],1630541,,,1610612744,2,0,2024-11-07T00:46:23Z,220000,False,,,0,,M. Moody REBOUND (Off:0 Def:2),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,,,,,,,21.0,2.0,2.0,0.0,,,,,,,,,,
23,PT09M53.00S,2024-11-07T00:46:28.3Z,1,REGULAR,turnover,bad pass,[],201939,,,1610612744,2,0,2024-11-07T00:46:35Z,230000,False,,,0,,S. Curry bad pass TURNOVER (1 TO),"[201939, 201143]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,,Horford,201143.0,,,,,,
24,PT09M53.00S,2024-11-07T00:46:28.3Z,1,REGULAR,steal,,[],201143,,,1610612738,2,0,2024-11-07T00:46:30Z,240000,False,,,0,,A. Horford STEAL (1 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
25,PT09M47.00S,2024-11-07T00:46:32.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628369,5.601182654402102,55.14705882352941,1610612738,2,0,2024-11-07T00:47:05Z,250000,False,-26.0,0.0,1,left,MISS J. Tatum running Layup,[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.57,Missed,,,,,,,,,,,,,,,,,,
26,PT09M45.00S,2024-11-07T00:46:34.1Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,2,0,2024-11-07T00:50:00Z,260000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,
27,PT09M40.00S,2024-11-07T00:46:38.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203952,89.83245729303549,45.83333333333333,1610612744,2,0,2024-11-07T00:48:56Z,270000,False,-21.0,43.0,1,right,MISS A. Wiggins running Layup,[203952],1610612744.0,GSW,running,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,4.79,Missed,,,,,,,,,,,,,,,,,,
28,PT09M39.00S,2024-11-07T00:46:39.6Z,1,REGULAR,rebound,offensive,[],1630541,,,1610612744,2,0,2024-11-07T00:46:55Z,280000,False,,,0,,M. Moody REBOUND (Off:1 Def:2),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,27.0,3.0,2.0,1.0,,,,,,,,,,
29,PT09M35.00S,2024-11-07T00:46:43.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203952,87.20433639947439,4.166666666666666,1610612744,2,0,2024-11-07T00:50:17Z,290000,False,-229.0,68.0,1,right,MISS A. Wiggins 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,23.9,Missed,,,,,,,,,,,,,,,,,,
30,PT09M34.00S,2024-11-07T00:46:44.3Z,1,REGULAR,rebound,defensive,[],1629674,,,1610612738,2,0,2024-11-07T00:47:05Z,300000,False,,,0,,N. Queta REBOUND (Off:0 Def:1),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Left Corner 3,24+ Left,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,
31,PT09M29.00S,2024-11-07T00:46:50.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,29.6484888304862,77.45098039215686,1610612738,5,0,2024-11-07T00:50:42Z,310000,False,-137.0,226.0,1,left,D. White 26' 3PT running (3 PTS) (J. Holiday 2 AST),"[1628401, 201950]",1610612738.0,BOS,running,,,White,D. White,,,,,Above the Break 3,24+ Left Center,26.46,Made,3.0,J. Holiday,201950.0,2.0,,,,,,,,,,,,,,
33,PT09M15.00S,2024-11-07T00:47:04.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,93.64323258869908,49.754901960784316,1610612744,5,2,2024-11-07T00:47:23Z,330000,False,-1.0,7.0,1,right,S. Curry driving Layup (2 PTS),[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,0.74,Made,2.0,,,,,,,,,,,,,,,,,
34,PT09M15.00S,2024-11-07T00:47:07.6Z,1,REGULAR,foul,personal,['1freethrow'],1629674,,,1610612744,5,2,2024-11-07T00:47:23Z,340000,False,,,0,,N. Queta shooting personal FOUL (1 PF) (Curry 1 FT),"[1629674, 201939]",1610612738.0,BOS,shooting,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1627526.0,,,1.0,0.0,Curry,201939.0,,
36,PT09M15.00S,2024-11-07T00:47:39.9Z,1,REGULAR,freethrow,1 of 1,[],201939,,,1610612744,5,3,2024-11-07T00:47:39Z,360000,False,,,0,,S. Curry Free Throw 1 of 1 (3 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
37,PT09M07.00S,2024-11-07T00:47:51.3Z,1,REGULAR,3pt,Jump Shot,[],1628369,27.414586070959263,83.57843137254902,1610612738,5,3,2024-11-07T00:47:58Z,370000,False,-168.0,205.0,1,left,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,26.51,Missed,,,,,,,,,,,,,,,,,,
38,PT09M06.00S,2024-11-07T00:47:52.3Z,1,REGULAR,rebound,defensive,[],1631218,,,1610612744,5,3,2024-11-07T00:47:58Z,380000,False,,,0,,T. Jackson-Davis REBOUND (Off:0 Def:1),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Above the Break 3,24+ Left Center,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,
39,PT08M51.00S,2024-11-07T00:48:06.7Z,1,REGULAR,3pt,Jump Shot,[],203110,74.98357424441524,14.705882352941178,1610612744,5,3,2024-11-07T00:48:12Z,390000,False,-176.0,183.0,1,right,MISS D. Green 25' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,25.4,Missed,,,,,,,,,,,,,,,,,,
40,PT08M50.00S,2024-11-07T00:48:07.7Z,1,REGULAR,rebound,defensive,[],201950,,,1610612738,5,3,2024-11-07T00:48:12Z,400000,False,,,0,,J. Holiday REBOUND (Off:0 Def:2),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,,,,,39.0,2.0,2.0,0.0,,,,,,,,,,
41,PT08M44.00S,2024-11-07T00:48:14.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,28.203022339027594,84.31372549019608,1610612738,8,3,2024-11-07T00:48:21Z,410000,False,-172.0,213.0,1,left,D. White 27' 3PT running pullup (6 PTS),[1628401],1610612738.0,BOS,running pullup,,,White,D. White,,,,,Above the Break 3,24+ Left Center,27.32,Made,6.0,,,,,,,,,,,,,,,,,
42,PT08M31.00S,2024-11-07T00:48:27.3Z,1,REGULAR,3pt,Jump Shot,[],203110,92.72339027595268,95.83333333333334,1610612744,8,3,2024-11-07T00:48:33Z,420000,False,229.0,16.0,1,right,MISS D. Green 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Right Corner 3,24+ Right,22.98,Missed,,,,,,,,,,,,,,,,,,
43,PT08M30.00S,2024-11-07T00:48:28.3Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,8,3,2024-11-07T00:48:33Z,430000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,,,,,,,42.0,1.0,1.0,0.0,,,,,,,,,,
44,PT08M17.00S,2024-11-07T00:48:42.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629674,9.280551905387648,54.65686274509803,1610612738,8,3,2024-11-07T00:48:47Z,440000,False,-23.0,35.0,1,left,MISS N. Queta turnaround Hook,[1629674],1610612738.0,BOS,turnaround,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,4.18,Missed,,,,,,,,,,,,,,,,,,
45,PT08M16.00S,2024-11-07T00:48:43.3Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,8,3,2024-11-07T00:48:47Z,450000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,,,,44.0,1.0,1.0,0.0,,,,,,,,,,
46,PT08M10.00S,2024-11-07T00:48:49.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203952,91.93495400788436,46.568627450980394,1610612744,8,3,2024-11-07T00:49:05Z,460000,False,-17.0,23.0,1,right,MISS A. Wiggins Layup - blocked,"[203952, 1629674]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,2.9,Missed,,,,,,,,,,,,,,,,,Queta,1629674.0
47,PT08M10.00S,2024-11-07T00:48:49.0Z,1,REGULAR,block,,[],1629674,,,1610612744,8,3,2024-11-07T00:48:51Z,470000,False,,,0,,N. Queta BLOCK (1 BLK),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
48,PT08M09.00S,2024-11-07T00:48:50.0Z,1,REGULAR,rebound,defensive,[],1629674,,,1610612738,8,3,2024-11-07T00:49:05Z,480000,False,,,0,,N. Queta REBOUND (Off:0 Def:2),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,,46.0,2.0,2.0,0.0,,,,,,,,,,
49,PT07M57.00S,2024-11-07T00:49:02.5Z,1,REGULAR,foul,personal,['3freethrow'],1630541,,,1610612738,8,3,2024-11-07T00:49:16Z,490000,False,,,0,,M. Moody shooting personal FOUL (1 PF) (White 3 FT),"[1630541, 1628401]",1610612744.0,GSW,shooting,,,Moody,M. Moody,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1627526.0,,,1.0,0.0,White,1628401.0,,
51,PT07M57.00S,2024-11-07T00:49:36.5Z,1,REGULAR,freethrow,1 of 3,[],1628401,,,1610612738,9,3,2024-11-07T00:49:36Z,510000,False,,,0,,D. White Free Throw 1 of 3 (7 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
52,PT07M57.00S,2024-11-07T00:49:53.6Z,1,REGULAR,freethrow,2 of 3,[],1628401,,,1610612738,10,3,2024-11-07T00:49:53Z,520000,False,,,0,,D. White Free Throw 2 of 3 (8 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
53,PT07M57.00S,2024-11-07T00:50:10.9Z,1,REGULAR,freethrow,3 of 3,[],1628401,,,1610612738,11,3,2024-11-07T00:50:10Z,530000,False,,,0,,D. White Free Throw 3 of 3 (9 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
54,PT07M40.00S,2024-11-07T00:50:31.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,91.5407358738502,48.77450980392157,1610612744,11,3,2024-11-07T00:51:22Z,540000,False,-6.0,27.0,1,right,MISS S. Curry driving Layup,[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,2.77,Missed,,,,,,,,,,,,,,,,,,
55,PT07M38.00S,2024-11-07T00:50:33.0Z,1,REGULAR,rebound,defensive,[],1629674,,,1610612738,11,3,2024-11-07T00:50:37Z,550000,False,,,0,,N. Queta REBOUND (Off:0 Def:3),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,,54.0,3.0,3.0,0.0,,,,,,,,,,
56,PT07M22.00S,2024-11-07T00:50:48.1Z,1,REGULAR,3pt,Jump Shot,[],1628401,33.327858081471746,23.03921568627451,1610612738,14,3,2024-11-07T00:50:52Z,560000,False,135.0,261.0,1,left,D. White 29' 3PT  (12 PTS) (J. Tatum 1 AST),"[1628401, 1628369]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,29.36,Made,12.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,,,,
58,PT07M21.00S,2024-11-07T00:50:55.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,14,3,2024-11-07T00:50:55Z,580000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M21.00S,2024-11-07T00:53:22.3Z,1,REGULAR,substitution,out,[],1631218,,,1610612744,14,3,2024-11-07T00:54:16Z,590000,False,,,0,,SUB out: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M21.00S,2024-11-07T00:53:22.3Z,1,REGULAR,substitution,in,[],1627780,,,1610612744,14,3,2024-11-07T00:54:16Z,600000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M03.00S,2024-11-07T00:54:37.1Z,1,REGULAR,3pt,Jump Shot,[],1627780,71.17279894875165,85.04901960784314,1610612744,14,3,2024-11-07T00:54:43Z,610000,False,175.0,218.0,1,right,MISS G. Payton II 28' 3PT,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Right Center,28.01,Missed,,,,,,,,,,,,,,,,,,
62,PT07M02.00S,2024-11-07T00:54:38.1Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,14,3,2024-11-07T00:54:43Z,620000,False,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,61.0,2.0,2.0,0.0,,,,,,,,,,
63,PT06M52.00S,2024-11-07T00:54:54.4Z,1,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,14,3,2024-11-07T00:55:05Z,630000,False,,,0,,J. Tatum bad pass out-of-bounds TURNOVER (1 TO),[1628369],1610612738.0,BOS,bad pass,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,101283.0,,,,,,,,
64,PT06M35.00S,2024-11-07T00:55:13.2Z,1,REGULAR,foul,personal,['2freethrow'],201950,,,1610612744,14,3,2024-11-07T00:55:23Z,640000,False,,,0,,J. Holiday shooting personal FOUL (1 PF) (Moody 2 FT),"[201950, 1630541]",1610612738.0,BOS,shooting,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1830.0,,,1.0,0.0,Moody,1630541.0,,
66,PT06M35.00S,2024-11-07T00:55:41.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630541,,,1610612744,14,4,2024-11-07T00:55:41Z,660000,False,,,0,,M. Moody Free Throw 1 of 2 (1 PTS),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
67,PT06M35.00S,2024-11-07T00:55:57.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630541,,,1610612744,14,5,2024-11-07T00:55:57Z,670000,False,,,0,,M. Moody Free Throw 2 of 2 (2 PTS),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
68,PT06M21.00S,2024-11-07T00:56:14.3Z,1,REGULAR,3pt,Jump Shot,[],1628401,29.6484888304862,25.98039215686275,1610612738,14,5,2024-11-07T00:56:34Z,680000,False,120.0,226.0,1,left,MISS D. White 25' bank 3PT,[1628401],1610612738.0,BOS,bank,,,White,D. White,,,,,Above the Break 3,24+ Right Center,25.61,Missed,,,,,,,,,,,,,,,,,,
69,PT06M20.00S,2024-11-07T00:56:15.3Z,1,REGULAR,rebound,defensive,[],1630541,,,1610612744,14,5,2024-11-07T00:56:24Z,690000,False,,,0,,M. Moody REBOUND (Off:1 Def:3),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,,,,,,,68.0,4.0,3.0,1.0,,,,,,,,,,
70,PT05M58.00S,2024-11-07T00:56:40.6Z,1,REGULAR,turnover,out-of-bounds,[],203110,,,1610612744,14,5,2024-11-07T00:56:54Z,700000,False,,,0,,D. Green bad pass out-of-bounds TURNOVER (1 TO),[203110],1610612744.0,GSW,bad pass,,,Green,D. Green,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1.0,,,,,,,,,
71,PT05M58.00S,2024-11-07T00:56:46.3Z,1,REGULAR,substitution,out,[],201950,,,1610612738,14,5,2024-11-07T00:57:01Z,710000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M58.00S,2024-11-07T00:56:46.3Z,1,REGULAR,substitution,out,[],1628401,,,1610612738,14,5,2024-11-07T00:57:01Z,720000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M58.00S,2024-11-07T00:56:46.3Z,1,REGULAR,substitution,out,[],1630541,,,1610612738,14,5,2024-11-07T00:57:01Z,730000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M58.00S,2024-11-07T00:56:46.3Z,1,REGULAR,substitution,in,[],1630202,,,1610612738,14,5,2024-11-07T00:57:01Z,740000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M58.00S,2024-11-07T00:56:46.3Z,1,REGULAR,substitution,in,[],1630573,,,1610612738,14,5,2024-11-07T00:57:01Z,750000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M58.00S,2024-11-07T00:56:46.3Z,1,REGULAR,substitution,in,[],1627741,,,1610612738,14,5,2024-11-07T00:57:01Z,760000,False,,,0,,SUB in: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT05M46.00S,2024-11-07T00:57:01.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629674,6.915243101182654,55.14705882352941,1610612738,14,5,2024-11-07T01:07:24Z,765000,False,-26.0,13.0,1,left,MISS N. Queta Layup - blocked,"[1629674, 1627780]",1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,2.86,Missed,,,,,,,,,,,,,,,,,Payton II,1627780.0
135,PT05M46.00S,2024-11-07T00:57:01.9Z,1,REGULAR,block,,[],1627780,,,1610612738,14,5,2024-11-07T01:07:24Z,767500,False,,,0,,G. Payton II BLOCK (1 BLK),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
136,PT05M45.00S,2024-11-07T00:57:02.9Z,1,REGULAR,rebound,offensive,[],1629674,,,1610612738,14,5,2024-11-07T01:07:24Z,768750,False,,,0,,N. Queta REBOUND (Off:1 Def:3),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,,134.0,4.0,3.0,1.0,,,,,,,,,,
