actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
366,PT00M00.00S,2024-12-08T02:05:57.1Z,2,REGULAR,period,end,[],0,,,1610612763,54,66,2024-12-08T02:05:57Z,3610000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT12M00.00S,2024-12-08T02:20:20.0Z,3,REGULAR,substitution,out,['startperiod'],1629674,,,1610612763,54,66,2024-12-08T02:20:47Z,3620000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT12M00.00S,2024-12-08T02:20:20.0Z,3,REGULAR,substitution,out,['startperiod'],1631222,,,1610612763,54,66,2024-12-08T02:20:47Z,3630000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT12M00.00S,2024-12-08T02:20:20.0Z,3,REGULAR,substitution,out,['startperiod'],1630583,,,1610612763,54,66,2024-12-08T02:20:47Z,3640000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT12M00.00S,2024-12-08T02:20:20.0Z,3,REGULAR,substitution,in,['startperiod'],204001,,,1610612763,54,66,2024-12-08T02:20:47Z,3650000,False,,,0,,SUB in: K. Porziņģis,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT12M00.00S,2024-12-08T02:20:20.0Z,3,REGULAR,substitution,in,['startperiod'],1629634,,,1610612763,54,66,2024-12-08T02:20:47Z,3660000,False,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT12M00.00S,2024-12-08T02:20:20.0Z,3,REGULAR,substitution,in,['startperiod'],1642377,,,1610612763,54,66,2024-12-08T02:20:47Z,3670000,False,,,0,,SUB in: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT12M00.00S,2024-12-08T02:20:45.3Z,3,REGULAR,period,start,[],0,,,1610612738,54,66,2024-12-08T02:20:48Z,3680000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT11M38.00S,2024-12-08T02:21:06.5Z,3,REGULAR,3pt,Jump Shot,[],201950,88.25558475689881,4.6568627450980395,1610612738,54,66,2024-12-08T02:21:16Z,3690000,False,-227.0,58.0,1,right,MISS J. Holiday 3PT,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Left Corner 3,24+ Left,,,23.4,Missed,,,,,,,,,,,,,,,,
375,PT11M32.00S,2024-12-08T02:21:12.5Z,3,REGULAR,rebound,offensive,[],204001,,,1610612738,54,66,2024-12-08T02:51:59Z,3700000,False,,,0,,K. Porziņģis REBOUND (Off:2 Def:2),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Left Corner 3,24+ Left,,,,,374.0,4.0,2.0,2.0,,,,,,,,,,,,
557,PT11M31.00S,2024-12-08T02:21:10.8Z,3,REGULAR,turnover,lost ball,[],1628401,,,1610612738,54,66,2024-12-08T02:52:40Z,3705000,False,,,0,,D. White lost ball TURNOVER (2 TO),"[1628401, 1629630]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,2.0,,,,,,,,,,,,,,,,,Morant,1629630.0
558,PT11M31.00S,2024-12-08T02:21:10.8Z,3,REGULAR,steal,,[],1629630,,,1610612763,54,66,2024-12-08T02:52:33Z,3707500,False,,,0,,J. Morant STEAL (2 STL),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
376,PT11M30.00S,2024-12-08T02:21:15.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'fromturnover']",1629630,6.389618922470433,55.14705882352941,1610612763,54,68,2024-12-08T02:52:33Z,3710000,False,-26.0,8.0,1,left,J. Morant running Layup (17 PTS),[1629630],1610612763.0,MEM,running,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,2.68,Made,,,,,17.0,,,,,,,,,,,
377,PT11M19.00S,2024-12-08T02:21:25.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627759,92.32917214191852,49.50980392156863,1610612738,56,68,2024-12-08T02:21:31Z,3720000,False,-2.0,20.0,1,right,J. Brown cutting DUNK (8 PTS) (J. Holiday 1 AST),"[1627759, 201950]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,1.98,Made,,,,,8.0,J. Holiday,201950.0,1.0,,,,,,,,
379,PT11M06.00S,2024-12-08T02:21:37.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,8.623521681997373,59.31372549019608,1610612763,56,70,2024-12-08T02:22:11Z,3740000,False,-47.0,29.0,1,left,J. Morant driving finger roll Layup (19 PTS) (B. Clarke 2 AST),"[1629630, 1629634]",1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,,,5.47,Made,,,,,19.0,B. Clarke,1629634.0,2.0,,,,,,,,
381,PT10M59.00S,2024-12-08T02:21:49.6Z,3,REGULAR,foul,personal,[],1630217,,,1610612738,56,70,2024-12-08T02:21:59Z,3760000,False,,,0,,D. Bane personal FOUL (2 PF),"[1630217, 1627759]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,201246.0,,,,,,,,,,,,,,2.0,0.0,Brown,1627759.0,,
383,PT10M51.00S,2024-12-08T02:22:13.7Z,3,REGULAR,2pt,Jump Shot,[],201950,72.35545335085413,40.68627450980392,1610612738,58,70,2024-12-08T02:22:52Z,3780000,False,-47.0,207.0,1,right,J. Holiday 21' step back Jump Shot (18 PTS),[201950],1610612738.0,BOS,step back,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Center,,,21.26,Made,,,,,18.0,,,,,,,,,,,
384,PT10M40.00S,2024-12-08T02:22:28.1Z,3,REGULAR,foul,personal,[],204001,,,1610612763,58,70,2024-12-08T02:22:34Z,3790000,False,,,0,,K. Porziņģis personal FOUL (3 PF),"[204001, 1629630]",1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Left Center,200832.0,,,,,,,,,,,,,,3.0,0.0,Morant,1629630.0,,
386,PT10M35.00S,2024-12-08T02:22:47.1Z,3,REGULAR,3pt,Jump Shot,[],1642377,19.398817345597898,8.57843137254902,1610612763,58,70,2024-12-08T02:22:53Z,3810000,False,207.0,130.0,1,left,MISS J. Wells 24' 3PT,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Right Center,,,24.44,Missed,,,,,,,,,,,,,,,,
387,PT10M32.00S,2024-12-08T02:22:50.1Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,58,70,2024-12-08T02:22:53Z,3820000,False,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,386.0,6.0,6.0,0.0,,,,,,,,,,,,
388,PT10M24.00S,2024-12-08T02:22:58.4Z,3,REGULAR,3pt,Jump Shot,[],201950,76.82325886990802,10.294117647058822,1610612738,58,70,2024-12-08T02:23:07Z,3830000,False,-199.0,165.0,1,right,MISS J. Holiday 25' 3PT,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,25.84,Missed,,,,,,,,,,,,,,,,
389,PT10M20.00S,2024-12-08T02:23:02.5Z,3,REGULAR,rebound,offensive,[],201950,,,1610612738,58,70,2024-12-08T02:23:02Z,3840000,False,,,0,,J. Holiday REBOUND (Off:2 Def:0),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,,,388.0,2.0,0.0,2.0,,,,,,,,,,,,
390,PT10M09.00S,2024-12-08T02:23:14.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201950,91.27792378449409,47.30392156862745,1610612738,58,70,2024-12-08T02:23:21Z,3850000,False,-13.0,29.0,1,right,MISS J. Holiday driving Layup,[201950],1610612738.0,BOS,driving,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,3.24,Missed,,,,,,,,,,,,,,,,
391,PT10M06.00S,2024-12-08T02:23:17.0Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612763,58,70,2024-12-08T02:25:10Z,3860000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:4),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,390.0,5.0,4.0,1.0,,,,,,,,,,,,
392,PT10M01.00S,2024-12-08T02:23:20.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1642377,18.610381077529567,94.6078431372549,1610612763,58,70,2024-12-08T02:24:02Z,3870000,False,-223.0,122.0,1,left,MISS J. Wells 25' running 3PT,[1642377],1610612763.0,MEM,running,,,Wells,J. Wells,,,,,Above the Break 3,24+ Left Center,,,25.44,Missed,,,,,,,,,,,,,,,,
393,PT09M59.00S,2024-12-08T02:23:22.9Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,58,70,2024-12-08T02:23:30Z,3880000,False,,,0,,J. Tatum REBOUND (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,392.0,7.0,7.0,0.0,,,,,,,,,,,,
394,PT09M52.00S,2024-12-08T02:23:30.0Z,3,REGULAR,3pt,Jump Shot,[],204001,68.15045992115637,72.30392156862744,1610612738,61,70,2024-12-08T02:23:35Z,3890000,False,112.0,247.0,1,right,K. Porziņģis 27' 3PT  (7 PTS) (J. Tatum 4 AST),"[204001, 1628369]",1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Right Center,,,27.09,Made,,,,,7.0,J. Tatum,1628369.0,4.0,,,,,,,,
396,PT09M23.00S,2024-12-08T02:23:59.9Z,3,REGULAR,3pt,Jump Shot,[],1630217,24.129434954007884,87.74509803921569,1610612763,61,70,2024-12-08T02:24:05Z,3910000,False,-189.0,174.0,1,left,MISS D. Bane 25' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,25.69,Missed,,,,,,,,,,,,,,,,
397,PT09M21.00S,2024-12-08T02:24:01.9Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,61,70,2024-12-08T02:24:11Z,3920000,False,,,0,,J. Tatum REBOUND (Off:0 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,396.0,8.0,8.0,0.0,,,,,,,,,,,,
398,PT09M13.00S,2024-12-08T02:24:09.0Z,3,REGULAR,3pt,Jump Shot,[],204001,68.54467805519053,73.77450980392157,1610612738,64,70,2024-12-08T02:24:15Z,3930000,False,119.0,243.0,1,right,K. Porziņģis 27' 3PT  (10 PTS) (J. Tatum 5 AST),"[204001, 1628369]",1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Right Center,,,27.07,Made,,,,,10.0,J. Tatum,1628369.0,5.0,,,,,,,,
400,PT09M12.00S,2024-12-08T02:24:16.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,64,70,2024-12-08T02:24:16Z,3950000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT08M56.00S,2024-12-08T02:27:34.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,15.062417871222076,47.05882352941176,1610612763,64,72,2024-12-08T02:27:46Z,3960000,False,15.0,89.0,1,left,B. Clarke 9' floating Jump Shot (14 PTS) (J. Morant 8 AST),"[1629634, 1629630]",1610612763.0,MEM,floating,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),8-16 Center,,,9.03,Made,,,,,14.0,J. Morant,1629630.0,8.0,,,,,,,,
403,PT08M39.00S,2024-12-08T02:27:50.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.59198423127464,57.107843137254896,1610612738,64,72,2024-12-08T02:27:56Z,3980000,False,36.0,17.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,3.94,Missed,,,,,,,,,,,,,,,,
404,PT08M38.00S,2024-12-08T02:27:51.2Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612763,64,72,2024-12-08T02:27:56Z,3990000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:5),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,403.0,6.0,5.0,1.0,,,,,,,,,,,,
405,PT08M30.00S,2024-12-08T02:27:59.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629634,7.178055190538765,48.529411764705884,1610612763,64,74,2024-12-08T02:28:06Z,4000000,False,7.0,15.0,1,left,B. Clarke alley-oop Layup (16 PTS) (J. Morant 9 AST),"[1629634, 1629630]",1610612763.0,MEM,alley-oop,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,,,1.67,Made,,,,,16.0,J. Morant,1629630.0,9.0,,,,,,,,
407,PT08M21.00S,2024-12-08T02:28:09.9Z,3,REGULAR,foul,personal,['2freethrow'],1629634,,,1610612738,64,74,2024-12-08T02:28:26Z,4020000,False,,,0,,B. Clarke shooting personal FOUL (3 PF) (Tatum 2 FT),"[1629634, 1628369]",1610612763.0,MEM,shooting,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,1628159.0,,,,,,,,,,,,,,3.0,0.0,Tatum,1628369.0,,
409,PT08M21.00S,2024-12-08T02:28:46.0Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,65,74,2024-12-08T02:28:46Z,4040000,False,,,0,,J. Tatum Free Throw 1 of 2 (7 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Made,,,,,7.0,,,,,,,,,,,
410,PT08M21.00S,2024-12-08T02:28:59.4Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,66,74,2024-12-08T02:28:59Z,4050000,False,,,0,,J. Tatum Free Throw 2 of 2 (8 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Made,,,,,8.0,,,,,,,,,,,
411,PT08M00.00S,2024-12-08T02:29:22.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,9.280551905387648,49.754901960784316,1610612763,66,74,2024-12-08T02:29:55Z,4060000,False,1.0,35.0,1,left,MISS J. Jackson Jr. driving floating Shot,[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,3.47,Missed,,,,,,,,,,,,,,,,
412,PT07M59.00S,2024-12-08T02:29:24.7Z,3,REGULAR,rebound,defensive,[],204001,,,1610612738,66,74,2024-12-08T02:29:24Z,4070000,False,,,0,,K. Porziņģis REBOUND (Off:2 Def:3),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,,,,,411.0,5.0,3.0,2.0,,,,,,,,,,,,
414,PT07M43.00S,2024-12-08T02:29:48.7Z,3,REGULAR,3pt,Jump Shot,[],201950,90.22667542706965,4.411764705882353,1610612738,66,74,2024-12-08T02:29:53Z,4090000,False,-228.0,39.0,1,right,MISS J. Holiday 3PT,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Left Corner 3,24+ Left,,,23.13,Missed,,,,,,,,,,,,,,,,
415,PT07M39.00S,2024-12-08T02:29:52.7Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612763,66,74,2024-12-08T02:29:53Z,4100000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:6),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Left Corner 3,24+ Left,,,,,414.0,7.0,6.0,1.0,,,,,,,,,,,,
416,PT07M27.00S,2024-12-08T02:30:03.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,17.296320630749015,45.09803921568628,1610612763,66,76,2024-12-08T02:30:08Z,4110000,False,25.0,110.0,1,left,J. Morant 11' pullup Jump Shot (21 PTS),[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,,,11.28,Made,,,,,21.0,,,,,,,,,,,
417,PT07M21.00S,2024-12-08T02:30:10.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201950,93.9060446780552,46.568627450980394,1610612738,68,76,2024-12-08T02:30:52Z,4120000,False,-17.0,5.0,1,right,J. Holiday cutting Layup (20 PTS) (J. Brown 4 AST),"[201950, 1627759]",1610612738.0,BOS,cutting,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,1.79,Made,,,,,20.0,J. Brown,1627759.0,4.0,,,,,,,,
419,PT06M57.00S,2024-12-08T02:30:34.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629630,7.046649145860711,52.69607843137255,1610612763,68,78,2024-12-08T02:31:35Z,4140000,False,-13.0,14.0,1,left,J. Morant driving DUNK (23 PTS) (D. Bane 3 AST),"[1629630, 1630217]",1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,1.92,Made,,,,,23.0,D. Bane,1630217.0,3.0,,,,,,,,
421,PT06M43.00S,2024-12-08T02:30:49.1Z,3,REGULAR,turnover,lost ball,[],1627759,,,1610612738,68,78,2024-12-08T02:30:54Z,4160000,False,,,0,,J. Brown lost ball TURNOVER (5 TO),"[1627759, 1630217]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,5.0,,,,,,,,,,,,,,,,,Bane,1630217.0
422,PT06M43.00S,2024-12-08T02:30:49.1Z,3,REGULAR,steal,,[],1630217,,,1610612763,68,78,2024-12-08T02:34:29Z,4170000,False,,,0,,D. Bane STEAL (2 STL),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
423,PT06M39.00S,2024-12-08T02:30:52.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642377,6.783837056504599,49.754901960784316,1610612763,68,80,2024-12-08T02:33:12Z,4180000,False,1.0,11.0,1,left,J. Wells running DUNK (7 PTS) (B. Clarke 3 AST),"[1642377, 1629634]",1610612763.0,MEM,running,,,Wells,J. Wells,,,,,Restricted Area,0-8 Center,,,1.14,Made,,,,,7.0,B. Clarke,1629634.0,3.0,,,,,,,,
425,PT06M39.00S,2024-12-08T02:30:58.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,68,80,2024-12-08T02:30:58Z,4200000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT06M39.00S,2024-12-08T02:33:20.0Z,3,REGULAR,substitution,out,[],201950,,,1610612738,68,80,2024-12-08T02:33:46Z,4210000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT06M39.00S,2024-12-08T02:33:20.0Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,68,80,2024-12-08T02:33:46Z,4220000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT06M39.00S,2024-12-08T02:33:20.0Z,3,REGULAR,substitution,in,[],1630202,,,1610612738,68,80,2024-12-08T02:33:46Z,4230000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT06M39.00S,2024-12-08T02:33:20.0Z,3,REGULAR,substitution,in,[],1629674,,,1610612738,68,80,2024-12-08T02:33:46Z,4240000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT06M28.00S,2024-12-08T02:34:02.0Z,3,REGULAR,3pt,Jump Shot,[],1628369,67.7562417871222,27.941176470588236,1610612738,71,80,2024-12-08T02:34:09Z,4250000,False,-110.0,251.0,1,right,J. Tatum 27' 3PT pullup (11 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,27.38,Made,,,,,11.0,,,,,,,,,,,
431,PT06M18.00S,2024-12-08T02:34:11.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,7.703679369250986,57.59803921568627,1610612763,71,80,2024-12-08T02:34:31Z,4260000,False,-38.0,20.0,1,left,MISS J. Morant driving Layup,[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,4.29,Missed,,,,,,,,,,,,,,,,
432,PT06M15.00S,2024-12-08T02:34:14.9Z,3,REGULAR,rebound,offensive,[],1629634,,,1610612763,71,80,2024-12-08T02:34:17Z,4270000,False,,,0,,B. Clarke REBOUND (Off:3 Def:2),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,,,,,431.0,5.0,2.0,3.0,,,,,,,,,,,,
433,PT06M13.00S,2024-12-08T02:34:16.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629634,6.783837056504599,51.225490196078425,1610612763,71,82,2024-12-08T02:34:20Z,4280000,False,-6.0,11.0,1,left,B. Clarke putback Layup (18 PTS),[1629634],1610612763.0,MEM,putback,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,,,1.28,Made,,,,,18.0,,,,,,,,,,,
434,PT05M56.00S,2024-12-08T02:34:33.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,90.48948751642575,49.50980392156863,1610612738,73,82,2024-12-08T02:34:58Z,4290000,False,-2.0,37.0,1,right,D. White driving floating Jump Shot (10 PTS),[1628401],1610612738.0,BOS,driving floating,,,White,D. White,,,,,Restricted Area,0-8 Center,,,3.7,Made,,,,,10.0,,,,,,,,,,,
436,PT05M46.00S,2024-12-08T02:34:50.9Z,3,REGULAR,substitution,out,[],1642377,,,1610612763,73,82,2024-12-08T02:35:01Z,4310000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT05M46.00S,2024-12-08T02:34:50.9Z,3,REGULAR,substitution,out,[],1628991,,,1610612763,73,82,2024-12-08T02:35:01Z,4320000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT05M46.00S,2024-12-08T02:34:50.9Z,3,REGULAR,substitution,out,[],1629634,,,1610612763,73,82,2024-12-08T02:35:01Z,4330000,False,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT05M46.00S,2024-12-08T02:34:50.9Z,3,REGULAR,substitution,in,[],1630643,,,1610612763,73,82,2024-12-08T02:35:01Z,4340000,False,,,0,,SUB in: J. Huff,[1630643],1610612763.0,MEM,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT05M46.00S,2024-12-08T02:34:50.9Z,3,REGULAR,substitution,in,[],203935,,,1610612763,73,82,2024-12-08T02:35:01Z,4350000,False,,,0,,SUB in: M. Smart,[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT05M46.00S,2024-12-08T02:34:50.9Z,3,REGULAR,substitution,in,[],1630583,,,1610612763,73,82,2024-12-08T02:35:01Z,4360000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT05M32.00S,2024-12-08T02:35:28.3Z,3,REGULAR,2pt,Jump Shot,[],1630583,19.793035479632064,75.49019607843137,1610612763,73,82,2024-12-08T02:35:35Z,4370000,False,-127.0,134.0,1,left,MISS S. Aldama 18' Jump Shot,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Mid-Range,16-24 Left Center,,,18.47,Missed,,,,,,,,,,,,,,,,
443,PT05M30.00S,2024-12-08T02:35:30.3Z,3,REGULAR,rebound,defensive,[],1629674,,,1610612738,73,82,2024-12-08T02:35:35Z,4380000,False,,,0,,N. Queta REBOUND (Off:1 Def:3),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Mid-Range,16-24 Left Center,,,,,442.0,4.0,3.0,1.0,,,,,,,,,,,,
444,PT05M23.00S,2024-12-08T02:35:37.5Z,3,REGULAR,2pt,Jump Shot,[],204001,85.75886990801577,33.088235294117645,1610612738,73,82,2024-12-08T02:37:04Z,4390000,False,-85.0,81.0,1,right,MISS K. Porziņģis 11' Jump Shot,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Mid-Range,8-16 Left,,,11.74,Missed,,,,,,,,,,,,,,,,
445,PT05M19.00S,2024-12-08T02:35:41.5Z,3,REGULAR,rebound,defensive,[],1630583,,,1610612763,73,82,2024-12-08T02:35:43Z,4400000,False,,,0,,S. Aldama REBOUND (Off:1 Def:3),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Mid-Range,8-16 Left,,,,,444.0,4.0,3.0,1.0,,,,,,,,,,,,
446,PT05M11.00S,2024-12-08T02:35:48.9Z,3,REGULAR,3pt,Jump Shot,[],1630583,26.49474375821288,83.57843137254902,1610612763,73,85,2024-12-08T02:35:53Z,4410000,False,-168.0,197.0,1,left,S. Aldama 25' 3PT  (9 PTS) (J. Huff 2 AST),"[1630583, 1630643]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Left Center,,,25.85,Made,,,,,9.0,J. Huff,1630643.0,2.0,,,,,,,,
