actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
176,PT10M18.00S,2025-04-13T17:37:28.1Z,2,REGULAR,substitution,in,[],203994,,,1610612738,38,19,2025-04-13T17:37:40Z,1740000,False,,,0,,SUB in: J. Nurkić,[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT10M18.00S,2025-04-13T17:37:28.1Z,2,REGULAR,substitution,in,[],1642275,,,1610612738,38,19,2025-04-13T17:37:40Z,1750000,False,,,0,,SUB in: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT10M09.00S,2025-04-13T17:37:46.1Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630202,9.543363994743759,30.392156862745097,1610612738,38,19,2025-04-13T17:43:26Z,1760000,False,98.0,37.0,1,left,MISS P. Pritchard 10' fadeaway Shot - blocked,"[1630202, 1629006]",1610612738.0,BOS,fadeaway,,,Pritchard,P. Pritchard,,,,,Mid-Range,8-16 Right,10.48,Missed,,,,,,,,,,,,,,Okogie,1629006.0,,,
179,PT10M09.00S,2025-04-13T17:37:46.1Z,2,REGULAR,block,,[],1629006,,,1610612738,38,19,2025-04-13T17:37:48Z,1770000,False,,,0,,J. Okogie BLOCK (1 BLK),[1629006],1610612766.0,CHA,,,,Okogie,J. Okogie,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
180,PT10M05.00S,2025-04-13T17:37:50.1Z,2,REGULAR,rebound,offensive,[],1630202,,,1610612738,38,19,2025-04-13T17:37:52Z,1780000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,8-16 Right,,,,,,,,,178.0,,,,2.0,1.0,1.0,,,,,
181,PT10M04.00S,2025-04-13T17:37:51.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630202,9.149145860709593,37.254901960784316,1610612738,40,19,2025-04-13T17:37:55Z,1790000,False,64.0,34.0,1,left,P. Pritchard 7' fadeaway Jump Shot (11 PTS),[1630202],1610612738.0,BOS,fadeaway,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),0-8 Center,7.2,Made,11.0,,,,,,,,,,,,,,,,,
182,PT09M54.00S,2025-04-13T17:38:01.0Z,2,REGULAR,3pt,Jump Shot,[],1629006,89.17542706964521,4.411764705882353,1610612766,40,19,2025-04-13T17:38:07Z,1800000,False,-228.0,49.0,1,right,MISS J. Okogie 3PT,[1629006],1610612766.0,CHA,,,,Okogie,J. Okogie,,,,,Left Corner 3,24+ Left,23.32,Missed,,,,,,,,,,,,,,,,,,
183,PT09M53.00S,2025-04-13T17:38:05.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,40,19,2025-04-13T17:38:05Z,1810000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,182.0,,,,,,,,,,,
185,PT09M46.00S,2025-04-13T17:38:22.1Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203994,92.46057818659659,64.4607843137255,1610612766,40,21,2025-04-13T17:38:27Z,1830000,False,72.0,18.0,1,right,J. Nurkić 7' turnaround Hook (7 PTS),[203994],1610612766.0,CHA,turnaround,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),0-8 Center,7.46,Made,7.0,,,,,,,,,,,,,,,,,
187,PT09M35.00S,2025-04-13T17:38:48.6Z,2,REGULAR,foul,personal,[],203994,,,1610612738,40,21,2025-04-13T17:38:54Z,1850000,False,,,0,,J. Nurkić personal FOUL (1 PF),"[203994, 1629674]",1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),0-8 Center,,,,203593.0,1.0,0.0,Queta,1629674.0,,,,,,,,,,,,
189,PT09M18.00S,2025-04-13T17:39:11.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,13.748357424441524,37.5,1610612738,40,21,2025-04-13T17:39:25Z,1870000,False,62.0,77.0,1,left,MISS P. Pritchard 9' pullup Shot,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Right,9.89,Missed,,,,,,,,,,,,,,,,,,
190,PT09M14.00S,2025-04-13T17:39:15.3Z,2,REGULAR,rebound,offensive,[],1629674,,,1610612738,40,21,2025-04-13T17:39:17Z,1880000,False,,,0,,N. Queta REBOUND (Off:1 Def:1),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,189.0,,,,2.0,1.0,1.0,,,,,
191,PT09M12.00S,2025-04-13T17:39:16.1Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629674,13.485545335085414,34.31372549019608,1610612738,40,21,2025-04-13T17:44:36Z,1890000,False,78.0,74.0,1,left,MISS N. Queta 10' Hook,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),8-16 Right,10.8,Missed,,,,,,,,,,,,,,,,,,
192,PT09M12.00S,2025-04-13T17:39:16.1Z,2,REGULAR,rebound,defensive,[],1629610,,,1610612766,40,21,2025-04-13T17:39:22Z,1900000,False,,,0,,D. Jeffries REBOUND (Off:0 Def:1),[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,191.0,,,,1.0,1.0,0.0,,,,,
193,PT09M00.00S,2025-04-13T17:39:28.6Z,2,REGULAR,3pt,Jump Shot,[],1629006,79.97700394218134,95.34313725490196,1610612766,40,21,2025-04-13T17:39:35Z,1910000,False,227.0,136.0,1,right,MISS J. Okogie 26' 3PT,[1629006],1610612766.0,CHA,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Right Center,26.42,Missed,,,,,,,,,,,,,,,,,,
194,PT08M56.00S,2025-04-13T17:39:32.6Z,2,REGULAR,rebound,defensive,[],1641936,,,1610612738,40,21,2025-04-13T17:39:35Z,1920000,False,,,0,,M. Norris REBOUND (Off:0 Def:1),[1641936],1610612738.0,BOS,,,,Norris,M. Norris,,,,,Above the Break 3,24+ Right Center,,,,,,,,,193.0,,,,1.0,1.0,0.0,,,,,
195,PT08M34.00S,2025-04-13T17:39:54.1Z,2,REGULAR,3pt,Jump Shot,[],1630202,27.808804204993432,15.686274509803921,1610612738,40,21,2025-04-13T17:45:19Z,1930000,False,172.0,209.0,1,left,MISS P. Pritchard 27' step back 3PT,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,27.03,Missed,,,,,,,,,,,,,,,,,,
196,PT08M31.00S,2025-04-13T17:39:57.1Z,2,REGULAR,rebound,defensive,[],1629006,,,1610612766,40,21,2025-04-13T17:39:59Z,1940000,False,,,0,,J. Okogie REBOUND (Off:0 Def:2),[1629006],1610612766.0,CHA,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Right Center,,,,,,,,,195.0,,,,2.0,2.0,0.0,,,,,
197,PT08M29.00S,2025-04-13T17:40:02.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629006,91.93495400788436,45.83333333333333,1610612766,40,23,2025-04-13T17:45:45Z,1950000,False,-21.0,23.0,1,right,J. Okogie running reverse Layup (6 PTS),[1629006],1610612766.0,CHA,running reverse,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,3.12,Made,6.0,,,,,,,,,,,,,,,,,
198,PT08M29.00S,2025-04-13T17:40:09.1Z,2,REGULAR,foul,personal,['1freethrow'],1641809,,,1610612766,40,23,2025-04-13T17:40:21Z,1960000,False,,,0,,D. Peterson shooting personal FOUL (2 PF) (Okogie 1 FT),"[1641809, 1629006]",1610612738.0,BOS,shooting,,,Peterson,D. Peterson,,,,,Restricted Area,0-8 Center,,,,203593.0,2.0,0.0,Okogie,1629006.0,,,,,,,,,,,,
200,PT08M29.00S,2025-04-13T17:40:17.3Z,2,REGULAR,substitution,out,[],1629674,,,1610612766,40,23,2025-04-13T17:40:20Z,1980000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M29.00S,2025-04-13T17:40:17.3Z,2,REGULAR,substitution,in,[],1628436,,,1610612766,40,23,2025-04-13T17:40:20Z,1990000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M29.00S,2025-04-13T17:40:33.4Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1629006,,,1610612766,40,24,2025-04-13T17:40:33Z,2000000,False,,,0,,J. Okogie Free Throw 1 of 1 (7 PTS),[1629006],1610612766.0,CHA,,,,Okogie,J. Okogie,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
203,PT08M06.00S,2025-04-13T17:40:58.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,6.1268068331143235,53.67647058823529,1610612738,42,24,2025-04-13T17:41:03Z,2010000,False,-18.0,5.0,1,left,P. Pritchard cutting Layup (13 PTS) (L. Kornet 2 AST),"[1630202, 1628436]",1610612738.0,BOS,cutting,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,1.91,Made,13.0,,,,,,,L. Kornet,1628436.0,2.0,,,,,,,,
205,PT07M47.00S,2025-04-13T17:41:19.3Z,2,REGULAR,foul,personal,['2freethrow'],1641809,,,1610612766,42,24,2025-04-13T17:41:28Z,2030000,False,,,0,,D. Peterson shooting personal FOUL (3 PF) (Okogie 2 FT),"[1641809, 1629006]",1610612738.0,BOS,shooting,,,Peterson,D. Peterson,,,,,In The Paint (Non-RA),0-8 Center,,,,1628487.0,3.0,0.0,Okogie,1629006.0,,,,,,,,,,,,
207,PT07M47.00S,2025-04-13T17:41:50.0Z,2,REGULAR,freethrow,1 of 2,[],1629006,,,1610612766,42,25,2025-04-13T17:42:41Z,2050000,False,,,0,,J. Okogie Free Throw 1 of 2 (8 PTS),[1629006],1610612766.0,CHA,,,,Okogie,J. Okogie,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
208,PT07M47.00S,2025-04-13T17:41:50.0Z,2,REGULAR,freethrow,2 of 2,[],1629006,,,1610612766,42,25,2025-04-13T17:42:41Z,2060000,False,,,0,,MISS J. Okogie Free Throw 2 of 2,[1629006],1610612766.0,CHA,,,,Okogie,J. Okogie,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
209,PT07M44.00S,2025-04-13T17:41:53.0Z,2,REGULAR,rebound,defensive,[],1641936,,,1610612738,42,25,2025-04-13T17:42:41Z,2070000,False,,,0,,M. Norris REBOUND (Off:0 Def:2),[1641936],1610612738.0,BOS,,,,Norris,M. Norris,,,,,,,,,,,,,,,208.0,,,,2.0,2.0,0.0,,,,,
210,PT07M28.00S,2025-04-13T17:42:24.6Z,2,REGULAR,turnover,bad pass,[],1641775,,,1610612738,42,25,2025-04-13T17:42:44Z,2080000,False,,,0,,J. Walsh bad pass TURNOVER (1 TO),"[1641775, 1629610]",1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Jeffries,1629610.0
211,PT07M28.00S,2025-04-13T17:42:24.6Z,2,REGULAR,steal,,[],1629610,,,1610612766,42,25,2025-04-13T17:49:16Z,2090000,False,,,0,,D. Jeffries STEAL (1 STL),[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
212,PT07M23.00S,2025-04-13T17:42:30.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629610,92.32917214191852,56.61764705882353,1610612766,42,25,2025-04-13T17:42:53Z,2100000,False,33.0,20.0,1,right,MISS D. Jeffries running Layup,[1629610],1610612766.0,CHA,running,,,Jeffries,D. Jeffries,,,,,Restricted Area,0-8 Center,3.85,Missed,,,,,,,,,,,,,,,,,,
213,PT07M21.00S,2025-04-13T17:42:31.9Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,42,25,2025-04-13T17:42:31Z,2110000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,,,,,,,,,212.0,,,,3.0,2.0,1.0,,,,,
216,PT07M09.00S,2025-04-13T17:42:43.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641775,5.601182654402102,58.57843137254902,1610612738,44,25,2025-04-13T17:48:13Z,2120000,False,-43.0,0.0,1,left,J. Walsh cutting Layup (7 PTS) (P. Pritchard 4 AST),"[1641775, 1630202]",1610612738.0,BOS,cutting,,,Walsh,J. Walsh,,,,,Restricted Area,0-8 Center,4.29,Made,7.0,,,,,,,P. Pritchard,1630202.0,4.0,,,,,,,,
218,PT06M50.00S,2025-04-13T17:43:01.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642354,85.49605781865965,52.20588235294118,1610612766,44,27,2025-04-13T17:43:07Z,2140000,False,11.0,84.0,1,right,K. Simpson 8' driving Layup (2 PTS),[1642354],1610612766.0,CHA,driving,,,Simpson,K. Simpson,,,,,In The Paint (Non-RA),8-16 Center,8.45,Made,2.0,,,,,,,,,,,,,,,,,
220,PT06M40.00S,2025-04-13T17:43:13.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628436,11.12023653088042,40.19607843137255,1610612738,44,27,2025-04-13T17:49:17Z,2160000,False,49.0,52.0,1,left,MISS L. Kornet 7' Layup,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),0-8 Center,7.14,Missed,,,,,,,,,,,,,,,,,,
221,PT06M38.00S,2025-04-13T17:43:15.2Z,2,REGULAR,rebound,defensive,[],203994,,,1610612766,44,27,2025-04-13T17:43:17Z,2170000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:1),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,220.0,,,,2.0,1.0,1.0,,,,,
222,PT06M34.00S,2025-04-13T17:43:18.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642354,69.85873850197109,76.22549019607843,1610612766,44,27,2025-04-13T17:43:28Z,2180000,False,131.0,231.0,1,right,MISS K. Simpson 26' running pullup 3PT,[1642354],1610612766.0,CHA,running pullup,,,Simpson,K. Simpson,,,,,Above the Break 3,24+ Right Center,26.54,Missed,,,,,,,,,,,,,,,,,,
223,PT06M30.00S,2025-04-13T17:43:22.7Z,2,REGULAR,rebound,defensive,[],1641775,,,1610612738,44,27,2025-04-13T17:43:28Z,2190000,False,,,0,,J. Walsh REBOUND (Off:1 Def:3),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Above the Break 3,24+ Right Center,,,,,,,,,222.0,,,,4.0,3.0,1.0,,,,,
224,PT06M19.00S,2025-04-13T17:43:33.8Z,2,REGULAR,3pt,Jump Shot,[],1630202,35.43035479632063,51.225490196078425,1610612738,44,27,2025-04-13T17:49:55Z,2200000,False,-6.0,281.0,1,left,MISS P. Pritchard 28' pullup 3PT,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,28.06,Missed,,,,,,,,,,,,,,,,,,
225,PT06M16.00S,2025-04-13T17:43:36.8Z,2,REGULAR,rebound,offensive,[],1641809,,,1610612738,44,27,2025-04-13T17:43:41Z,2210000,False,,,0,,D. Peterson REBOUND (Off:1 Def:0),[1641809],1610612738.0,BOS,,,,Peterson,D. Peterson,,,,,Above the Break 3,24+ Center,,,,,,,,,224.0,,,,1.0,0.0,1.0,,,,,
226,PT06M12.00S,2025-04-13T17:43:40.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1641775,20.97568988173456,92.40196078431373,1610612738,44,27,2025-04-13T17:43:45Z,2220000,False,-212.0,145.0,1,left,MISS J. Walsh 25' step back 3PT,[1641775],1610612738.0,BOS,step back,,,Walsh,J. Walsh,,,,,Above the Break 3,24+ Left Center,25.67,Missed,,,,,,,,,,,,,,,,,,
227,PT06M09.00S,2025-04-13T17:43:43.7Z,2,REGULAR,rebound,defensive,[],203994,,,1610612766,44,27,2025-04-13T17:43:45Z,2230000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:2),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Left Center,,,,,,,,,226.0,,,,3.0,2.0,1.0,,,,,
228,PT06M02.00S,2025-04-13T17:43:50.6Z,2,REGULAR,3pt,Jump Shot,[],1629006,81.68528252299606,95.34313725490196,1610612766,44,30,2025-04-13T17:43:54Z,2240000,False,227.0,120.0,1,right,J. Okogie 25' 3PT  (11 PTS) (J. Nurkić 1 AST),"[1629006, 203994]",1610612766.0,CHA,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Right Center,25.64,Made,11.0,,,,,,,J. Nurkić,203994.0,1.0,,,,,,,,
230,PT05M45.00S,2025-04-13T17:44:06.9Z,2,REGULAR,3pt,Jump Shot,[],1630202,27.94021024967148,80.3921568627451,1610612738,47,30,2025-04-13T17:44:10Z,2260000,False,-152.0,210.0,1,left,P. Pritchard 25' 3PT pullup (16 PTS),[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,25.93,Made,16.0,,,,,,,,,,,,,,,,,
231,PT05M28.00S,2025-04-13T17:44:24.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,87.72996057818659,55.14705882352941,1610612766,47,32,2025-04-13T17:44:29Z,2270000,False,26.0,63.0,1,right,J. Nurkić 6' cutting finger roll Layup (9 PTS) (K. Simpson 1 AST),"[203994, 1642354]",1610612766.0,CHA,cutting finger roll,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),0-8 Center,6.79,Made,9.0,,,,,,,K. Simpson,1642354.0,1.0,,,,,,,,
233,PT05M07.00S,2025-04-13T17:44:45.7Z,2,REGULAR,3pt,Jump Shot,[],1641809,26.10052562417871,10.784313725490197,1610612738,47,32,2025-04-13T17:44:55Z,2290000,False,196.0,193.0,1,left,MISS D. Peterson 27' 3PT,[1641809],1610612738.0,BOS,,,,Peterson,D. Peterson,,,,,Above the Break 3,24+ Right Center,27.5,Missed,,,,,,,,,,,,,,,,,,
234,PT05M03.00S,2025-04-13T17:44:49.7Z,2,REGULAR,rebound,defensive,[],1642354,,,1610612766,47,32,2025-04-13T17:44:51Z,2300000,False,,,0,,K. Simpson REBOUND (Off:0 Def:2),[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,233.0,,,,2.0,2.0,0.0,,,,,
235,PT04M53.00S,2025-04-13T17:44:58.7Z,2,REGULAR,3pt,Jump Shot,[],1629006,72.61826544021025,16.42156862745098,1610612766,47,32,2025-04-13T17:45:02Z,2310000,False,-168.0,205.0,1,right,MISS J. Okogie 26' 3PT,[1629006],1610612766.0,CHA,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Left Center,26.49,Missed,,,,,,,,,,,,,,,,,,
236,PT04M51.00S,2025-04-13T17:45:00.7Z,2,REGULAR,rebound,defensive,[],1641775,,,1610612738,47,32,2025-04-13T17:45:02Z,2320000,False,,,0,,J. Walsh REBOUND (Off:1 Def:4),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Above the Break 3,24+ Left Center,,,,,,,,,235.0,,,,5.0,4.0,1.0,,,,,
237,PT04M45.00S,2025-04-13T17:45:07.3Z,2,REGULAR,turnover,bad pass,[],1630202,,,1610612738,47,32,2025-04-13T17:45:11Z,2330000,False,,,0,,P. Pritchard bad pass TURNOVER (1 TO),"[1630202, 1642354]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,Simpson,1642354.0
238,PT04M45.00S,2025-04-13T17:45:07.3Z,2,REGULAR,steal,,[],1642354,,,1610612766,47,32,2025-04-13T17:45:09Z,2340000,False,,,0,,K. Simpson STEAL (1 STL),[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
239,PT04M39.00S,2025-04-13T17:45:14.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1642275,89.83245729303549,40.931372549019606,1610612766,47,32,2025-04-13T17:51:54Z,2350000,False,-45.0,43.0,1,right,MISS T. Salaün 6' running Layup - blocked,"[1642275, 1641936]",1610612766.0,CHA,running,,,Salaün,T. Salaün,,,,,In The Paint (Non-RA),0-8 Center,6.25,Missed,,,,,,,,,,,,,,Norris,1641936.0,,,
240,PT04M39.00S,2025-04-13T17:45:14.2Z,2,REGULAR,block,,[],1641936,,,1610612766,47,32,2025-04-13T17:45:17Z,2360000,False,,,0,,M. Norris BLOCK (1 BLK),[1641936],1610612738.0,BOS,,,,Norris,M. Norris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
241,PT04M34.00S,2025-04-13T17:45:19.2Z,2,REGULAR,rebound,defensive,[],1641775,,,1610612738,47,32,2025-04-13T17:45:22Z,2370000,False,,,0,,J. Walsh REBOUND (Off:1 Def:5),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,239.0,,,,6.0,5.0,1.0,,,,,
242,PT04M34.00S,2025-04-13T17:45:20.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628436,6.783837056504599,47.549019607843135,1610612738,49,32,2025-04-13T17:45:38Z,2380000,False,12.0,11.0,1,left,L. Kornet running alley-oop DUNK (6 PTS) (P. Pritchard 5 AST),"[1628436, 1630202]",1610612738.0,BOS,running alley-oop,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,1.67,Made,6.0,,,,,,,P. Pritchard,1630202.0,5.0,,,,,,,,
244,PT04M34.00S,2025-04-13T17:45:35.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,49,32,2025-04-13T17:45:35Z,2400000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT04M34.00S,2025-04-13T17:47:36.4Z,2,REGULAR,substitution,out,[],1641809,,,1610612766,49,32,2025-04-13T17:47:55Z,2410000,False,,,0,,SUB out: D. Peterson,[1641809],1610612738.0,BOS,,,,Peterson,D. Peterson,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT04M34.00S,2025-04-13T17:47:36.4Z,2,REGULAR,substitution,out,[],1641775,,,1610612766,49,32,2025-04-13T17:47:55Z,2420000,False,,,0,,SUB out: J. Walsh,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT04M34.00S,2025-04-13T17:47:36.4Z,2,REGULAR,substitution,out,[],1641936,,,1610612766,49,32,2025-04-13T17:47:55Z,2430000,False,,,0,,SUB out: M. Norris,[1641936],1610612738.0,BOS,,,,Norris,M. Norris,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT04M34.00S,2025-04-13T17:47:36.4Z,2,REGULAR,substitution,in,[],1628470,,,1610612766,49,32,2025-04-13T17:47:55Z,2440000,False,,,0,,SUB in: T. Craig,[1628470],1610612738.0,BOS,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M34.00S,2025-04-13T17:47:36.4Z,2,REGULAR,substitution,in,[],1631248,,,1610612766,49,32,2025-04-13T17:47:55Z,2450000,False,,,0,,SUB in: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT04M34.00S,2025-04-13T17:47:36.4Z,2,REGULAR,substitution,in,[],1630573,,,1610612766,49,32,2025-04-13T17:47:55Z,2460000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT04M34.00S,2025-04-13T17:48:10.5Z,2,REGULAR,substitution,out,[],1629610,,,1610612766,49,32,2025-04-13T17:48:20Z,2470000,False,,,0,,SUB out: D. Jeffries,[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT04M34.00S,2025-04-13T17:48:10.5Z,2,REGULAR,substitution,out,[],203994,,,1610612766,49,32,2025-04-13T17:48:20Z,2480000,False,,,0,,SUB out: J. Nurkić,[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M34.00S,2025-04-13T17:48:10.5Z,2,REGULAR,substitution,out,[],1629006,,,1610612766,49,32,2025-04-13T17:48:20Z,2490000,False,,,0,,SUB out: J. Okogie,[1629006],1610612766.0,CHA,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT04M34.00S,2025-04-13T17:48:10.5Z,2,REGULAR,substitution,out,[],1642354,,,1610612766,49,32,2025-04-13T17:48:20Z,2500000,False,,,0,,SUB out: K. Simpson,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT04M34.00S,2025-04-13T17:48:10.5Z,2,REGULAR,substitution,in,[],1631217,,,1610612766,49,32,2025-04-13T17:48:20Z,2510000,False,,,0,,SUB in: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M34.00S,2025-04-13T17:48:10.5Z,2,REGULAR,substitution,in,[],1641878,,,1610612766,49,32,2025-04-13T17:48:20Z,2520000,False,,,0,,SUB in: D. Baugh,[1641878],1610612766.0,CHA,,,,Baugh,D. Baugh,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT04M34.00S,2025-04-13T17:48:10.5Z,2,REGULAR,substitution,in,[],1631111,,,1610612766,49,32,2025-04-13T17:48:20Z,2530000,False,,,0,,SUB in: W. Moore Jr.,[1631111],1610612766.0,CHA,,,,Moore Jr.,W. Moore Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M34.00S,2025-04-13T17:48:10.5Z,2,REGULAR,substitution,in,[],201959,,,1610612766,49,32,2025-04-13T17:48:20Z,2540000,False,,,0,,SUB in: T. Gibson,[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
