actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
27,PT10M01.00S,2026-03-01T02:44:25.0Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612740,0,4,2026-03-01T02:44:28Z,270000,False,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,
29,PT09M55.00S,2026-03-01T02:44:33.9Z,1,REGULAR,turnover,traveling,[],201599,,,1610612740,0,4,2026-03-01T02:44:39Z,280000,False,,,0,,D. Jordan traveling TURNOVER (1 TO),[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Center,1629178.0,,,,,,,,,,,1.0,,,,,,,,
30,PT09M42.00S,2026-03-01T02:44:55.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1642271,88.12417871222075,49.754901960784316,1610612762,0,4,2026-03-01T02:47:37Z,290000,False,-1.0,59.0,1,right,MISS K. Filipowski turnaround Hook,[1642271],1610612762.0,UTA,turnaround,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,,,,5.91,,,,,
31,PT09M40.00S,2026-03-01T02:44:57.7Z,1,REGULAR,rebound,defensive,[],201599,,,1610612740,0,4,2026-03-01T02:44:59Z,300000,False,,,0,,D. Jordan REBOUND (Off:0 Def:2),[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,30.0,2.0,2.0,0.0,,,,,,,,,
32,PT09M37.00S,2026-03-01T02:45:03.0Z,1,REGULAR,foul,personal,[],1642396,,,1610612740,0,4,2026-03-01T02:45:15Z,310000,False,,,0,,B. Hinson personal FOUL (1 PF),"[1642396, 1629627]",1610612762.0,UTA,,,,Hinson,B. Hinson,,,,,In The Paint (Non-RA),8-16 Left,101283.0,1.0,0.0,Williamson,1629627.0,,,,,,,,,,,,,,,
35,PT09M22.00S,2026-03-01T02:45:35.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631121,7.703679369250986,37.745098039215684,1610612740,0,4,2026-03-01T02:45:43Z,330000,False,61.0,20.0,1,left,MISS B. McGowens 6' turnaround Shot,[1631121],1610612740.0,NOP,turnaround,,,McGowens,B. McGowens,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,,,,6.44,,,,,
36,PT09M22.00S,2026-03-01T02:45:35.2Z,1,REGULAR,rebound,defensive,[],1642846,,,1610612762,0,4,2026-03-01T02:45:43Z,340000,False,,,0,,A. Bailey REBOUND (Off:0 Def:1),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,,
37,PT09M22.00S,2026-03-01T02:45:42.7Z,1,REGULAR,foul,technical,['1freethrow'],1629627,,,1610612762,0,4,2026-03-01T02:45:58Z,350000,False,,,0,,Z. Williamson technical FOUL (1 Tech),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,2882.0,0.0,1.0,,,,,,,,,,,,,,,,,
38,PT09M22.00S,2026-03-01T02:46:08.5Z,1,REGULAR,freethrow,1 of 1,[],1641718,,,1610612762,0,4,2026-03-01T02:46:08Z,360000,False,,,0,,MISS K. George technical Free Throw 1 of 1,[1641718],1610612762.0,UTA,technical,,,George,K. George,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
39,PT09M22.00S,2026-03-01T02:46:08.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,0,4,2026-03-01T02:46:08Z,370000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,
40,PT09M12.00S,2026-03-01T02:46:42.6Z,1,REGULAR,2pt,Jump Shot,[],1642846,82.47371879106439,10.53921568627451,1610612762,0,4,2026-03-01T02:46:46Z,380000,False,-197.0,112.0,1,right,MISS A. Bailey 22' pullup Shot,[1642846],1610612762.0,UTA,pullup,,,Bailey,A. Bailey,,,,,Mid-Range,16-24 Left,,,,,,Missed,,,,,,,,,22.7,,,,,
41,PT09M08.00S,2026-03-01T02:46:46.6Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,0,4,2026-03-01T02:46:46Z,390000,False,,,0,,H. Jones REBOUND (Off:0 Def:2),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,16-24 Left,,,,,,,,40.0,2.0,2.0,0.0,,,,,,,,,
42,PT08M58.00S,2026-03-01T02:46:59.2Z,1,REGULAR,foul,personal,['2freethrow'],1642271,,,1610612740,0,4,2026-03-01T02:47:10Z,400000,False,,,0,,K. Filipowski shooting personal FOUL (1 PF) (Bey 2 FT),"[1642271, 1630180]",1610612762.0,UTA,shooting,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,2882.0,1.0,0.0,Bey,1630180.0,,,,,,,,,,,,,,,
44,PT08M58.00S,2026-03-01T02:47:21.5Z,1,REGULAR,freethrow,1 of 2,[],1630180,,,1610612740,0,5,2026-03-01T02:47:21Z,420000,False,,,0,,S. Bey Free Throw 1 of 2 (4 PTS),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
45,PT08M58.00S,2026-03-01T02:47:34.0Z,1,REGULAR,freethrow,2 of 2,[],1630180,,,1610612740,0,6,2026-03-01T02:47:34Z,430000,False,,,0,,S. Bey Free Throw 2 of 2 (5 PTS),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
46,PT08M47.00S,2026-03-01T02:47:46.8Z,1,REGULAR,2pt,Jump Shot,[],1641718,87.07293035479631,32.35294117647059,1610612762,0,6,2026-03-01T02:47:52Z,440000,False,-88.0,69.0,1,right,MISS K. George 11' driving floating bank Shot,[1641718],1610612762.0,UTA,driving floating bank,,,George,K. George,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,,,,,,,11.2,,,,,
47,PT08M45.00S,2026-03-01T02:47:48.8Z,1,REGULAR,rebound,defensive,[],201599,,,1610612740,0,6,2026-03-01T02:47:52Z,450000,False,,,0,,D. Jordan REBOUND (Off:0 Def:3),[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,Mid-Range,8-16 Left,,,,,,,,46.0,3.0,3.0,0.0,,,,,,,,,
48,PT08M41.00S,2026-03-01T02:47:52.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630180,27.283180026281208,81.86274509803921,1610612740,0,9,2026-03-01T02:47:58Z,460000,False,-159.0,204.0,1,left,S. Bey 25' 3PT running (8 PTS) (Z. Williamson 1 AST),"[1630180, 1629627]",1610612740.0,NOP,running,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,,,,Made,8.0,,,,,,,,25.88,Z. Williamson,1629627.0,1.0,,
50,PT08M40.00S,2026-03-01T02:47:58.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,0,9,2026-03-01T02:47:58Z,480000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT08M19.00S,2026-03-01T02:51:29.0Z,1,REGULAR,3pt,Jump Shot,[],1642846,68.9388961892247,32.84313725490196,1610612762,0,9,2026-03-01T02:51:34Z,490000,False,-86.0,239.0,1,right,MISS A. Bailey 25' step back 3PT,[1642846],1610612762.0,UTA,step back,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,,,,25.44,,,,,
52,PT08M15.00S,2026-03-01T02:51:33.0Z,1,REGULAR,rebound,defensive,[],201599,,,1610612740,0,9,2026-03-01T02:51:34Z,500000,False,,,0,,D. Jordan REBOUND (Off:0 Def:4),[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Left Center,,,,,,,,51.0,4.0,4.0,0.0,,,,,,,,,
53,PT08M00.00S,2026-03-01T02:51:47.8Z,1,REGULAR,3pt,Jump Shot,[],1630529,20.318659658344284,6.127450980392156,1610612740,0,9,2026-03-01T02:51:51Z,510000,False,219.0,138.0,1,left,MISS H. Jones 25' step back 3PT,[1630529],1610612740.0,NOP,step back,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,,,,25.95,,,,,
54,PT07M58.00S,2026-03-01T02:51:49.8Z,1,REGULAR,rebound,defensive,[],1642396,,,1610612762,0,9,2026-03-01T02:51:51Z,520000,False,,,0,,B. Hinson REBOUND (Off:0 Def:1),[1642396],1610612762.0,UTA,,,,Hinson,B. Hinson,,,,,Above the Break 3,24+ Right Center,,,,,,,,53.0,1.0,1.0,0.0,,,,,,,,,
55,PT07M53.00S,2026-03-01T02:51:55.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642846,93.51182654402102,45.09803921568628,1610612762,0,9,2026-03-01T02:53:49Z,530000,False,-25.0,8.0,1,right,MISS A. Bailey running Layup - blocked,"[1642846, 1630529]",1610612762.0,UTA,running,,,Bailey,A. Bailey,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,,,,2.59,,,,Jones,1630529.0
56,PT07M53.00S,2026-03-01T02:51:55.5Z,1,REGULAR,block,,[],1630529,,,1610612762,0,9,2026-03-01T02:51:57Z,540000,False,,,0,,H. Jones BLOCK (1 BLK),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
57,PT07M52.00S,2026-03-01T02:51:56.5Z,1,REGULAR,rebound,offensive,[],1642846,,,1610612762,0,9,2026-03-01T02:51:59Z,550000,False,,,0,,A. Bailey REBOUND (Off:1 Def:1),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Restricted Area,0-8 Center,,,,,,,,55.0,2.0,1.0,1.0,,,,,,,,,
58,PT07M52.00S,2026-03-01T02:51:59.8Z,1,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612762,0,9,2026-03-01T02:52:04Z,560000,False,,,0,,H. Jones shooting personal FOUL (1 PF) (Bailey 2 FT),"[1630529, 1642846]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,2882.0,1.0,0.0,Bailey,1642846.0,,,,,,,,,,,,,,,
60,PT07M52.00S,2026-03-01T02:52:22.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1642846,,,1610612762,1,9,2026-03-01T02:52:22Z,580000,False,,,0,,A. Bailey Free Throw 1 of 2 (1 PTS),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
61,PT07M52.00S,2026-03-01T02:52:47.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1642846,,,1610612762,2,9,2026-03-01T02:52:47Z,590000,False,,,0,,A. Bailey Free Throw 2 of 2 (2 PTS),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
66,PT07M45.00S,2026-03-01T02:53:12.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201599,8.754927726675426,49.50980392156863,1610612740,2,9,2026-03-01T02:56:43Z,615000,False,2.0,30.0,1,left,MISS D. Jordan driving Layup - blocked,"[201599, 1642271]",1610612740.0,NOP,driving,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,,,,2.99,,,,Filipowski,1642271.0
67,PT07M45.00S,2026-03-01T02:53:12.0Z,1,REGULAR,block,,[],1642271,,,1610612740,2,9,2026-03-01T02:55:39Z,617500,False,,,0,,K. Filipowski BLOCK (1 BLK),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
68,PT07M45.00S,2026-03-01T02:53:12.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,2,9,2026-03-01T02:55:39Z,618750,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,66.0,,,,,,,,,,,,
64,PT07M45.00S,2026-03-01T02:53:21.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,2,9,2026-03-01T02:55:39Z,620000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT07M23.00S,2026-03-01T02:56:34.7Z,1,REGULAR,2pt,Jump Shot,[],1642846,71.96123521681997,36.76470588235294,1610612762,2,9,2026-03-01T02:56:39Z,640000,False,-66.0,211.0,1,right,MISS A. Bailey 22' pullup Shot,[1642846],1610612762.0,UTA,pullup,,,Bailey,A. Bailey,,,,,Mid-Range,16-24 Center,,,,,,Missed,,,,,,,,,22.12,,,,,
70,PT07M21.00S,2026-03-01T02:56:36.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,2,9,2026-03-01T02:56:39Z,650000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,,69.0,,,,,,,,,,,,
72,PT07M19.00S,2026-03-01T02:56:56.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642396,92.85479632063075,95.34313725490196,1610612762,5,9,2026-03-01T02:57:00Z,670000,False,227.0,15.0,1,right,B. Hinson 3PT  (3 PTS) (K. George 1 AST),"[1642396, 1641718]",1610612762.0,UTA,,,,Hinson,B. Hinson,,,,,Right Corner 3,24+ Right,,,,,,Made,3.0,,,,,,,,22.72,K. George,1641718.0,1.0,,
74,PT07M02.00S,2026-03-01T02:57:12.8Z,1,REGULAR,3pt,Jump Shot,[],1631121,31.488173455978973,34.80392156862745,1610612740,5,12,2026-03-01T02:57:17Z,690000,False,76.0,243.0,1,left,B. McGowens 25' 3PT  (3 PTS) (H. Jones 1 AST),"[1631121, 1630529]",1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,Above the Break 3,24+ Center,,,,,,Made,3.0,,,,,,,,25.51,H. Jones,1630529.0,1.0,,
76,PT06M48.00S,2026-03-01T02:57:28.6Z,1,REGULAR,3pt,Jump Shot,[],1642846,73.40670170827858,16.42156862745098,1610612762,8,12,2026-03-01T02:59:41Z,710000,False,-168.0,197.0,1,right,A. Bailey 25' 3PT step back (5 PTS) (K. Filipowski 1 AST),"[1642846, 1642271]",1610612762.0,UTA,step back,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Left Center,,,,,,Made,5.0,,,,,,,,25.92,K. Filipowski,1642271.0,1.0,,
78,PT06M25.00S,2026-03-01T02:57:50.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,14.14257555847569,48.77450980392157,1610612740,8,12,2026-03-01T03:00:21Z,730000,False,6.0,80.0,1,left,MISS S. Bey 8' driving Layup,[1630180],1610612740.0,NOP,driving,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,,,,,8.06,,,,,
79,PT06M23.00S,2026-03-01T02:57:52.9Z,1,REGULAR,rebound,defensive,[],1642846,,,1610612762,8,12,2026-03-01T02:57:54Z,740000,False,,,0,,A. Bailey REBOUND (Off:1 Def:2),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,78.0,3.0,2.0,1.0,,,,,,,,,
80,PT06M18.00S,2026-03-01T02:57:57.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641718,70.25295663600527,27.696078431372552,1610612762,8,12,2026-03-01T03:00:57Z,750000,False,-112.0,227.0,1,right,MISS K. George 25' running pullup 3PT,[1641718],1610612762.0,UTA,running pullup,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,,,,25.3,,,,,
81,PT06M15.00S,2026-03-01T02:58:00.1Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,8,12,2026-03-01T02:58:02Z,760000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Left Center,,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,,
82,PT06M10.00S,2026-03-01T02:58:08.0Z,1,REGULAR,foul,personal,['2freethrow'],1642262,,,1610612740,8,12,2026-03-01T02:58:15Z,770000,False,,,0,,C. Williams shooting personal FOUL (1 PF) (Williamson 2 FT),"[1642262, 1629627]",1610612762.0,UTA,shooting,,,Williams,C. Williams,,,,,In The Paint (Non-RA),8-16 Left,2882.0,1.0,0.0,Williamson,1629627.0,,,,,,,,,,,,,,,
84,PT06M10.00S,2026-03-01T02:58:40.0Z,1,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,8,13,2026-03-01T02:58:40Z,790000,False,,,0,,Z. Williamson Free Throw 1 of 2 (1 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
86,PT06M10.00S,2026-03-01T02:58:40.6Z,1,REGULAR,substitution,out,[],1642396,,,1610612740,8,13,2026-03-01T02:58:54Z,800000,False,,,0,,SUB out: B. Hinson,[1642396],1610612762.0,UTA,,,,Hinson,B. Hinson,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT06M10.00S,2026-03-01T02:58:40.6Z,1,REGULAR,substitution,out,[],1642262,,,1610612740,8,13,2026-03-01T02:58:54Z,810000,False,,,0,,SUB out: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT06M10.00S,2026-03-01T02:58:40.6Z,1,REGULAR,substitution,out,[],201599,,,1610612740,8,13,2026-03-01T02:58:54Z,820000,False,,,0,,SUB out: D. Jordan,[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
