actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
506,PT08M14.00S,2026-03-03T03:59:55.3Z,4,REGULAR,substitution,out,[],203501,,,1610612743,97,102,2026-03-03T04:00:03Z,4990000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT08M14.00S,2026-03-03T03:59:55.3Z,4,REGULAR,substitution,in,[],1641718,,,1610612743,97,102,2026-03-03T04:00:03Z,5000000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT08M14.00S,2026-03-03T03:59:55.3Z,4,REGULAR,substitution,in,[],1631128,,,1610612743,97,102,2026-03-03T04:00:03Z,5010000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT07M57.00S,2026-03-03T04:00:28.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628971,7.440867279894875,43.38235294117647,1610612743,97,104,2026-03-03T04:02:46Z,5020000,False,33.0,17.0,1,left,B. Brown cutting Layup (4 PTS) (N. Jokić 5 AST),"[1628971, 203999]",1610612743.0,DEN,cutting,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,3.74,Made,,,,,,,4.0,,,,N. Jokić,203999.0,5.0,,,,,
511,PT07M38.00S,2026-03-03T04:00:47.3Z,4,REGULAR,3pt,Jump Shot,[],1641729,71.69842312746385,9.068627450980392,1610612762,97,104,2026-03-03T04:00:52Z,5040000,False,-205.0,214.0,1,right,MISS B. Sensabaugh 29' 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,29.58,Missed,,,,,,,,,,,,,,,,,,
512,PT07M35.00S,2026-03-03T04:00:50.3Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,97,104,2026-03-03T04:00:52Z,5050000,False,,,0,,N. Jokić REBOUND (Off:2 Def:9),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Left Center,,,511.0,,,,,,,,,,,,,11.0,9.0,2.0,,
513,PT07M32.00S,2026-03-03T04:00:56.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641718,,,1610612743,97,104,2026-03-03T04:01:08Z,5060000,False,,,0,,K. George shooting personal FOUL (2 PF) (Braun 2 FT),"[1641718, 1631128]",1610612762.0,UTA,shooting,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,,,,1629183.0,2.0,0.0,Braun,1631128.0,,,,,,,,,,,,
515,PT07M32.00S,2026-03-03T04:01:22.4Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1631128,,,1610612743,97,105,2026-03-03T04:03:38Z,5080000,False,,,0,,C. Braun Free Throw 1 of 2 (10 PTS),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
516,PT07M32.00S,2026-03-03T04:01:23.1Z,4,REGULAR,substitution,out,[],1631131,,,1610612743,97,105,2026-03-03T04:01:31Z,5090000,False,,,0,,SUB out: O. Tshiebwe,[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT07M32.00S,2026-03-03T04:01:23.1Z,4,REGULAR,substitution,out,[],1629723,,,1610612743,97,105,2026-03-03T04:01:31Z,5100000,False,,,0,,SUB out: J. Konchar,[1629723],1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT07M32.00S,2026-03-03T04:01:23.1Z,4,REGULAR,substitution,out,[],1628971,,,1610612743,97,105,2026-03-03T04:01:31Z,5110000,False,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT07M32.00S,2026-03-03T04:01:23.1Z,4,REGULAR,substitution,in,[],1641989,,,1610612743,97,105,2026-03-03T04:01:31Z,5120000,False,,,0,,SUB in: E. Harkless,[1641989],1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT07M32.00S,2026-03-03T04:01:23.1Z,4,REGULAR,substitution,in,[],1642271,,,1610612743,97,105,2026-03-03T04:01:31Z,5130000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT07M32.00S,2026-03-03T04:01:23.1Z,4,REGULAR,substitution,in,[],1627750,,,1610612743,97,105,2026-03-03T04:01:31Z,5140000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT07M32.00S,2026-03-03T04:01:22.4Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1631128,,,1610612743,97,106,2026-03-03T04:03:38Z,5150000,False,,,0,,C. Braun Free Throw 2 of 2 (11 PTS),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
523,PT07M15.00S,2026-03-03T04:02:15.3Z,4,REGULAR,3pt,Jump Shot,[],1629004,89.43823915900131,2.941176470588235,1610612762,100,106,2026-03-03T04:06:23Z,5160000,False,-235.0,47.0,1,right,S. Mykhailiuk 3PT pullup (15 PTS) (K. Filipowski 4 AST),"[1629004, 1642271]",1610612762.0,UTA,pullup,,,Mykhailiuk,S. Mykhailiuk,,,,,Left Corner 3,24+ Left,23.99,Made,,,,,,,15.0,,,,K. Filipowski,1642271.0,4.0,,,,,
525,PT07M00.00S,2026-03-03T04:02:30.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203999,10.068988173455978,44.11764705882353,1610612743,100,108,2026-03-03T04:02:33Z,5180000,False,29.0,42.0,1,left,N. Jokić Layup (16 PTS) (J. Pickett 1 AST),"[203999, 1629618]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,5.13,Made,,,,,,,16.0,,,,J. Pickett,1629618.0,1.0,,,,,
527,PT06M37.00S,2026-03-03T04:02:53.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641718,88.91261498028909,48.03921568627451,1610612762,100,108,2026-03-03T04:07:01Z,5200000,False,-10.0,52.0,1,right,MISS K. George driving finger roll Layup,[1641718],1610612762.0,UTA,driving finger roll,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,5.26,Missed,,,,,,,,,,,,,,,,,,
528,PT06M35.00S,2026-03-03T04:02:55.7Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,100,108,2026-03-03T04:02:56Z,5210000,False,,,0,,N. Jokić REBOUND (Off:2 Def:10),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,527.0,,,,,,,,,,,,,12.0,10.0,2.0,,
529,PT06M32.00S,2026-03-03T04:02:58.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1631124,18.478975032851512,4.6568627450980395,1610612743,100,108,2026-03-03T04:07:14Z,5220000,False,227.0,121.0,1,left,MISS J. Strawther 25' running 3PT,[1631124],1610612743.0,DEN,running,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Right Center,25.71,Missed,,,,,,,,,,,,,,,,,,
530,PT06M30.00S,2026-03-03T04:03:00.5Z,4,REGULAR,rebound,defensive,[],1641729,,,1610612762,100,108,2026-03-03T04:03:02Z,5230000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:3),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,,,529.0,,,,,,,,,,,,,3.0,3.0,0.0,,
531,PT06M21.00S,2026-03-03T04:03:10.5Z,4,REGULAR,foul,personal,['2freethrow'],203999,,,1610612762,100,108,2026-03-03T04:03:22Z,5240000,False,,,0,,N. Jokić shooting personal FOUL (5 PF) (Sensabaugh 2 FT),"[203999, 1641729]",1610612743.0,DEN,shooting,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,1629183.0,5.0,0.0,Sensabaugh,1641729.0,,,,,,,,,,,,
533,PT06M21.00S,2026-03-03T04:03:25.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,100,108,2026-03-03T04:03:25Z,5260000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT06M21.00S,2026-03-03T04:05:52.6Z,4,REGULAR,substitution,out,[],203999,,,1610612762,100,108,2026-03-03T04:06:07Z,5270000,False,,,0,,SUB out: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT06M21.00S,2026-03-03T04:05:52.6Z,4,REGULAR,substitution,in,[],202685,,,1610612762,100,108,2026-03-03T04:06:07Z,5280000,False,,,0,,SUB in: J. Valančiūnas,[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT06M21.00S,2026-03-03T04:06:29.9Z,4,REGULAR,freethrow,1 of 2,[],1641729,,,1610612762,101,108,2026-03-03T04:06:29Z,5290000,False,,,0,,B. Sensabaugh Free Throw 1 of 2 (7 PTS),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
537,PT06M21.00S,2026-03-03T04:06:44.4Z,4,REGULAR,freethrow,2 of 2,[],1641729,,,1610612762,102,108,2026-03-03T04:06:44Z,5300000,False,,,0,,B. Sensabaugh Free Throw 2 of 2 (8 PTS),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
538,PT05M59.00S,2026-03-03T04:07:07.1Z,4,REGULAR,2pt,Jump Shot,[],202685,4.812746386333772,83.82352941176471,1610612743,102,108,2026-03-03T04:07:11Z,5310000,False,-169.0,-7.0,1,left,MISS J. Valančiūnas 16' Jump Shot,[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Mid-Range,16-24 Left,16.93,Missed,,,,,,,,,,,,,,,,,,
539,PT05M57.00S,2026-03-03T04:07:09.1Z,4,REGULAR,rebound,defensive,[],1642271,,,1610612762,102,108,2026-03-03T04:07:11Z,5320000,False,,,0,,K. Filipowski REBOUND (Off:2 Def:5),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Mid-Range,16-24 Left,,,538.0,,,,,,,,,,,,,7.0,5.0,2.0,,
540,PT05M50.00S,2026-03-03T04:07:16.8Z,4,REGULAR,3pt,Jump Shot,[],1642271,70.64717477003943,74.01960784313727,1610612762,105,108,2026-03-03T04:07:20Z,5330000,False,120.0,223.0,1,right,K. Filipowski 25' 3PT  (17 PTS) (B. Sensabaugh 2 AST),"[1642271, 1641729]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Right Center,25.36,Made,,,,,,,17.0,,,,B. Sensabaugh,1641729.0,2.0,,,,,
542,PT05M41.00S,2026-03-03T04:07:27.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642271,,,1610612743,105,108,2026-03-03T04:07:37Z,5350000,False,,,0,,K. Filipowski personal FOUL (3 PF) (Pickett 2 FT),"[1642271, 1629618]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Left Center,,,,1629183.0,3.0,0.0,Pickett,1629618.0,,,,,,,,,,,,
544,PT05M41.00S,2026-03-03T04:07:56.4Z,4,REGULAR,freethrow,1 of 2,[],1629618,,,1610612743,105,109,2026-03-03T04:07:56Z,5370000,False,,,0,,J. Pickett Free Throw 1 of 2 (7 PTS),[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
545,PT05M41.00S,2026-03-03T04:07:58.3Z,4,REGULAR,substitution,out,[],1641729,,,1610612743,105,109,2026-03-03T04:08:00Z,5380000,False,,,0,,SUB out: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT05M41.00S,2026-03-03T04:07:58.3Z,4,REGULAR,substitution,in,[],1642846,,,1610612743,105,109,2026-03-03T04:08:00Z,5390000,False,,,0,,SUB in: A. Bailey,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT05M41.00S,2026-03-03T04:08:19.3Z,4,REGULAR,freethrow,2 of 2,[],1629618,,,1610612743,105,110,2026-03-03T04:08:19Z,5400000,False,,,0,,J. Pickett Free Throw 2 of 2 (8 PTS),[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
548,PT05M28.00S,2026-03-03T04:08:34.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642271,92.46057818659659,55.63725490196079,1610612762,107,110,2026-03-03T04:08:56Z,5410000,False,28.0,18.0,1,right,K. Filipowski reverse Layup (19 PTS) (K. George 2 AST),"[1642271, 1641718]",1610612762.0,UTA,reverse,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,3.37,Made,,,,,,,19.0,,,,K. George,1641718.0,2.0,,,,,
550,PT05M10.00S,2026-03-03T04:08:55.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641989,,,1610612743,107,110,2026-03-03T04:09:06Z,5430000,False,,,0,,E. Harkless shooting personal FOUL (3 PF) (Valančiūnas 2 FT),"[1641989, 202685]",1610612762.0,UTA,shooting,,,Harkless,E. Harkless,,,,,In The Paint (Non-RA),0-8 Center,,,,1627534.0,3.0,0.0,Valančiūnas,202685.0,,,,,,,,,,,,
552,PT05M10.00S,2026-03-03T04:09:23.3Z,4,REGULAR,freethrow,1 of 2,[],202685,,,1610612743,107,111,2026-03-03T04:09:23Z,5450000,False,,,0,,J. Valančiūnas Free Throw 1 of 2 (12 PTS),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,,,,Made,,,,,,,12.0,,,,,,,,,,,
553,PT05M10.00S,2026-03-03T04:09:24.0Z,4,REGULAR,substitution,out,[],1631124,,,1610612743,107,111,2026-03-03T04:09:29Z,5460000,False,,,0,,SUB out: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT05M10.00S,2026-03-03T04:09:24.0Z,4,REGULAR,substitution,out,[],1629618,,,1610612743,107,111,2026-03-03T04:09:29Z,5470000,False,,,0,,SUB out: J. Pickett,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT05M10.00S,2026-03-03T04:09:24.0Z,4,REGULAR,substitution,in,[],203501,,,1610612743,107,111,2026-03-03T04:09:29Z,5480000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT05M10.00S,2026-03-03T04:09:24.0Z,4,REGULAR,substitution,in,[],1628971,,,1610612743,107,111,2026-03-03T04:09:29Z,5490000,False,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT05M10.00S,2026-03-03T04:09:46.2Z,4,REGULAR,freethrow,2 of 2,[],202685,,,1610612743,107,112,2026-03-03T04:09:46Z,5500000,False,,,0,,J. Valančiūnas Free Throw 2 of 2 (13 PTS),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
558,PT04M56.00S,2026-03-03T04:10:05.7Z,4,REGULAR,3pt,Jump Shot,[],1641718,82.9993429697766,5.147058823529411,1610612762,110,112,2026-03-03T04:10:33Z,5510000,False,-224.0,107.0,1,right,K. George 24' 3PT step back (24 PTS) (E. Harkless 2 AST),"[1641718, 1641989]",1610612762.0,UTA,step back,,,George,K. George,,,,,Above the Break 3,24+ Left Center,24.86,Made,,,,,,,24.0,,,,E. Harkless,1641989.0,2.0,,,,,
560,PT04M42.00S,2026-03-03T04:10:22.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641989,,,1610612743,110,112,2026-03-03T04:10:41Z,5530000,False,,,0,,E. Harkless shooting personal FOUL (4 PF) (Murray 2 FT),"[1641989, 1627750]",1610612762.0,UTA,shooting,,,Harkless,E. Harkless,,,,,Mid-Range,16-24 Left Center,,,,1627534.0,4.0,0.0,Murray,1627750.0,,,,,,,,,,,,
562,PT04M42.00S,2026-03-03T04:11:01.1Z,4,REGULAR,freethrow,1 of 2,[],1627750,,,1610612743,110,113,2026-03-03T04:11:01Z,5550000,False,,,0,,J. Murray Free Throw 1 of 2 (36 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,,,,,,,36.0,,,,,,,,,,,
563,PT04M42.00S,2026-03-03T04:11:27.4Z,4,REGULAR,freethrow,2 of 2,[],1627750,,,1610612743,110,114,2026-03-03T04:11:27Z,5560000,False,,,0,,J. Murray Free Throw 2 of 2 (37 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,,,,,,,37.0,,,,,,,,,,,
564,PT04M20.00S,2026-03-03T04:11:52.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641718,91.93495400788436,54.166666666666664,1610612762,112,114,2026-03-03T04:11:55Z,5570000,False,21.0,23.0,1,right,K. George driving Layup (26 PTS),[1641718],1610612762.0,UTA,driving,,,George,K. George,,,,,Restricted Area,0-8 Center,3.12,Made,,,,,,,26.0,,,,,,,,,,,
565,PT04M19.00S,2026-03-03T04:11:58.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,112,114,2026-03-03T04:14:59Z,5580000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT04M19.00S,2026-03-03T04:14:26.3Z,4,REGULAR,substitution,out,[],202685,,,1610612743,112,114,2026-03-03T04:14:30Z,5590000,False,,,0,,SUB out: J. Valančiūnas,[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT04M19.00S,2026-03-03T04:14:26.3Z,4,REGULAR,substitution,in,[],203999,,,1610612743,112,114,2026-03-03T04:14:30Z,5600000,False,,,0,,SUB in: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT04M08.00S,2026-03-03T04:15:04.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642271,,,1610612743,112,114,2026-03-03T04:15:10Z,5610000,False,,,0,,K. Filipowski personal FOUL (4 PF) (Murray 2 FT),"[1642271, 1627750]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),8-16 Center,,,,203591.0,4.0,0.0,Murray,1627750.0,,,,,,,,,,,,
570,PT04M08.00S,2026-03-03T04:15:30.6Z,4,REGULAR,freethrow,1 of 2,[],1627750,,,1610612743,112,115,2026-03-03T04:15:30Z,5630000,False,,,0,,J. Murray Free Throw 1 of 2 (38 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,,,,,,,38.0,,,,,,,,,,,
571,PT04M08.00S,2026-03-03T04:15:49.7Z,4,REGULAR,freethrow,2 of 2,[],1627750,,,1610612743,112,116,2026-03-03T04:15:49Z,5640000,False,,,0,,J. Murray Free Throw 2 of 2 (39 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,,,,,,,39.0,,,,,,,,,,,
572,PT03M53.00S,2026-03-03T04:16:08.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641718,91.01511169513797,50.0,1610612762,114,116,2026-03-03T04:16:12Z,5650000,False,0.0,32.0,1,right,K. George driving finger roll Layup (28 PTS),[1641718],1610612762.0,UTA,driving finger roll,,,George,K. George,,,,,Restricted Area,0-8 Center,3.2,Made,,,,,,,28.0,,,,,,,,,,,
573,PT03M34.00S,2026-03-03T04:16:26.4Z,4,REGULAR,turnover,lost ball,[],1627750,,,1610612743,114,116,2026-03-03T04:16:30Z,5660000,False,,,0,,J. Murray lost ball TURNOVER (6 TO),"[1627750, 1642271]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,6.0,Filipowski,1642271.0,,,,,,,,
574,PT03M34.00S,2026-03-03T04:16:26.4Z,4,REGULAR,steal,,[],1642271,,,1610612762,114,116,2026-03-03T04:17:21Z,5670000,False,,,0,,K. Filipowski STEAL (1 STL),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
576,PT03M19.00S,2026-03-03T04:17:08.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1641718,68.41327201051249,63.970588235294116,1610612762,117,116,2026-03-03T04:17:13Z,5690000,False,70.0,244.0,1,right,K. George 25' 3PT step back (31 PTS) (K. Filipowski 5 AST),"[1641718, 1642271]",1610612762.0,UTA,step back,,,George,K. George,,,,,Above the Break 3,24+ Center,25.42,Made,,,,,,,31.0,,,,K. Filipowski,1642271.0,5.0,,,,,
578,PT03M17.00S,2026-03-03T04:17:15.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612743,117,116,2026-03-03T04:17:15Z,5710000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT03M02.00S,2026-03-03T04:19:07.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,18.2161629434954,34.068627450980394,1610612743,117,118,2026-03-03T04:19:49Z,5720000,False,80.0,119.0,1,left,J. Murray 14' turnaround fadeaway Jump Shot (41 PTS),[1627750],1610612743.0,DEN,turnaround fadeaway,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Right,14.3,Made,,,,,,,41.0,,,,,,,,,,,
580,PT02M43.00S,2026-03-03T04:19:25.6Z,4,REGULAR,3pt,Jump Shot,[],1642846,67.49342969776609,52.94117647058824,1610612762,120,118,2026-03-03T04:19:30Z,5730000,False,15.0,253.0,1,right,A. Bailey 25' 3PT  (18 PTS) (E. Harkless 3 AST),"[1642846, 1641989]",1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Center,25.35,Made,,,,,,,18.0,,,,E. Harkless,1641989.0,3.0,,,,,
583,PT02M16.00S,2026-03-03T04:20:11.7Z,4,REGULAR,turnover,lost ball,[],1627750,,,1610612743,120,118,2026-03-03T04:20:16Z,5760000,False,,,0,,J. Murray lost ball TURNOVER (7 TO),"[1627750, 1641989]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,7.0,Harkless,1641989.0,,,,,,,,
584,PT02M16.00S,2026-03-03T04:20:11.7Z,4,REGULAR,steal,,[],1641989,,,1610612762,120,118,2026-03-03T04:20:13Z,5770000,False,,,0,,E. Harkless STEAL (2 STL),[1641989],1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
585,PT02M13.00S,2026-03-03T04:20:15.7Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641718,92.46057818659659,55.14705882352941,1610612762,122,118,2026-03-03T04:20:20Z,5780000,False,26.0,18.0,1,right,K. George running DUNK (33 PTS) (K. Filipowski 6 AST),"[1641718, 1642271]",1610612762.0,UTA,running,,,George,K. George,,,,,Restricted Area,0-8 Center,3.16,Made,,,,,,,33.0,,,,K. Filipowski,1642271.0,6.0,,,,,
587,PT01M53.00S,2026-03-03T04:20:39.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642846,,,1610612743,122,118,2026-03-03T04:20:43Z,5800000,False,,,0,,A. Bailey personal FOUL (4 PF) (Jokić 2 FT),"[1642846, 203999]",1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Mid-Range,16-24 Center,,,,203591.0,4.0,0.0,Jokić,203999.0,,,,,,,,,,,,
589,PT01M53.00S,2026-03-03T04:21:06.2Z,4,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,122,119,2026-03-03T04:21:06Z,5820000,False,,,0,,N. Jokić Free Throw 1 of 2 (17 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,Made,,,,,,,17.0,,,,,,,,,,,
590,PT01M53.00S,2026-03-03T04:21:26.4Z,4,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,122,120,2026-03-03T04:21:26Z,5830000,False,,,0,,N. Jokić Free Throw 2 of 2 (18 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,Made,,,,,,,18.0,,,,,,,,,,,
591,PT01M37.00S,2026-03-03T04:21:48.0Z,4,REGULAR,3pt,Jump Shot,[],1641989,73.80091984231275,16.911764705882355,1610612762,122,120,2026-03-03T04:21:55Z,5840000,False,-165.0,194.0,1,right,MISS E. Harkless 25' 3PT,[1641989],1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,Above the Break 3,24+ Left Center,25.48,Missed,,,,,,,,,,,,,,,,,,
592,PT01M35.00S,2026-03-03T04:21:50.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612743,122,120,2026-03-03T04:21:55Z,5850000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Left Center,,,591.0,,,,,,,,,,,,,,,,,
593,PT01M35.00S,2026-03-03T04:21:54.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642846,,,1610612743,122,120,2026-03-03T04:21:59Z,5860000,False,,,0,,A. Bailey loose ball personal FOUL (5 PF) (Jokić 2 FT),"[1642846, 203999]",1610612762.0,UTA,loose ball,,,Bailey,A. Bailey,,,,,Restricted Area,0-8 Center,,,,203591.0,5.0,0.0,Jokić,203999.0,,,,,,,,,,,,
595,PT01M35.00S,2026-03-03T04:22:30.9Z,4,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,122,121,2026-03-03T04:22:30Z,5880000,False,,,0,,N. Jokić Free Throw 1 of 2 (19 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,Made,,,,,,,19.0,,,,,,,,,,,
