actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
492,PT04M14.00S,2025-12-21T04:18:12.7Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1631094,,,1610612753,76,85,2025-12-21T04:18:12Z,4880000,False,,,0,,MISS P. Banchero Free Throw 1 of 1,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
493,PT04M12.00S,2025-12-21T04:18:14.7Z,3,REGULAR,rebound,defensive,[],201567,,,1610612762,76,85,2025-12-21T04:18:15Z,4890000,False,,,0,,K. Love REBOUND (Off:2 Def:5),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,,,,492.0,,,,,,,7.0,5.0,2.0,,,,,,,,
494,PT04M05.00S,2025-12-21T04:18:21.1Z,3,REGULAR,3pt,Jump Shot,[],1641729,11.514454664914586,3.431372549019608,1610612762,76,85,2025-12-21T04:18:25Z,4900000,False,233.0,56.0,1,left,MISS B. Sensabaugh 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Right Corner 3,24+ Right,23.94,Missed,,,,,,,,,,,,,,,,,,
495,PT04M02.00S,2025-12-21T04:18:24.1Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,76,85,2025-12-21T04:18:25Z,4910000,False,,,0,,W. Carter Jr. REBOUND (Off:2 Def:6),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Right Corner 3,24+ Right,,,494.0,,,,,,,8.0,6.0,2.0,,,,,,,,
496,PT03M50.00S,2025-12-21T04:18:35.3Z,3,REGULAR,2pt,Jump Shot,[],1642859,85.89027595269383,32.84313725490196,1610612753,76,87,2025-12-21T04:18:41Z,4920000,False,-86.0,80.0,1,right,J. Richardson 11' driving floating Jump Shot (5 PTS) (P. Banchero 6 AST),"[1642859, 1631094]",1610612753.0,ORL,driving floating,,,Richardson,J. Richardson,,,,,Mid-Range,8-16 Left,11.74,Made,,5.0,P. Banchero,1631094.0,6.0,,,,,,,,,,,,,
498,PT03M26.00S,2025-12-21T04:18:59.7Z,3,REGULAR,2pt,Jump Shot,[],1641718,11.908672798948752,67.8921568627451,1610612762,76,87,2025-12-21T04:34:08Z,4940000,False,-89.0,59.0,1,left,MISS K. George 10' driving floating Shot - blocked,"[1641718, 1631094]",1610612762.0,UTA,driving floating,,,George,K. George,,,,,Mid-Range,8-16 Left,10.74,Missed,,,,,,,,,,,,,,,Banchero,1631094.0,,
499,PT03M26.00S,2025-12-21T04:18:59.7Z,3,REGULAR,block,,[],1631094,,,1610612762,76,87,2025-12-21T04:19:01Z,4950000,False,,,0,,P. Banchero BLOCK (2 BLK),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
500,PT03M24.00S,2025-12-21T04:19:01.7Z,3,REGULAR,rebound,defensive,[],1631094,,,1610612753,76,87,2025-12-21T04:19:03Z,4960000,False,,,0,,P. Banchero REBOUND (Off:1 Def:7),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Left,,,498.0,,,,,,,8.0,7.0,1.0,,,,,,,,
501,PT03M20.00S,2025-12-21T04:19:06.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1641710,92.59198423127464,52.69607843137255,1610612753,76,89,2025-12-21T06:30:13Z,4970000,False,13.0,17.0,1,right,A. Black reverse DUNK (17 PTS) (P. Banchero 7 AST),"[1641710, 1631094]",1610612753.0,ORL,reverse,,,Black,A. Black,,,,,Restricted Area,0-8 Center,2.18,Made,,17.0,P. Banchero,1631094.0,7.0,,,,,,,,,,,,,
503,PT03M19.00S,2025-12-21T04:19:11.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,76,89,2025-12-21T04:19:16Z,4990000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT03M06.00S,2025-12-21T04:20:59.9Z,3,REGULAR,foul,personal,[],1631094,,,1610612762,76,89,2025-12-21T04:21:05Z,5000000,False,,,0,,P. Banchero personal FOUL (3 PF),"[1631094, 1642262]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Left,,,,,,,,203592.0,,,,,3.0,0.0,Williams,1642262.0,,,,
506,PT03M03.00S,2025-12-21T04:21:23.2Z,3,REGULAR,turnover,out-of-bounds,[],1641718,,,1610612762,76,89,2025-12-21T04:21:29Z,5020000,False,,,0,,K. George lost ball out-of-bounds TURNOVER (5 TO),[1641718],1610612762.0,UTA,lost ball,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,200834.0,5.0,,,,,,,,,,,
507,PT02M44.00S,2025-12-21T04:21:45.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631094,84.1819973718791,37.99019607843137,1610612753,76,91,2025-12-21T04:34:30Z,5030000,False,-60.0,96.0,1,right,P. Banchero 11' driving floating Jump Shot (20 PTS),[1631094],1610612753.0,ORL,driving floating,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Left,11.34,Made,,20.0,,,,,,,,,,,,,,,,
508,PT02M30.00S,2025-12-21T04:22:02.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642859,,,1610612762,76,91,2025-12-21T04:22:17Z,5040000,False,,,0,,J. Richardson shooting personal FOUL (2 PF) (Collier 2 FT),"[1642859, 1642268]",1610612753.0,ORL,shooting,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,200834.0,,,,,2.0,0.0,Collier,1642268.0,,,,
510,PT02M30.00S,2025-12-21T04:22:30.0Z,3,REGULAR,timeout,full,['team'],0,,,1610612762,76,91,2025-12-21T04:22:30Z,5060000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT02M30.00S,2025-12-21T04:25:12.8Z,3,REGULAR,substitution,out,[],1641718,,,1610612762,76,91,2025-12-21T04:25:21Z,5080000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT02M30.00S,2025-12-21T04:25:12.8Z,3,REGULAR,substitution,out,[],1641710,,,1610612762,76,91,2025-12-21T04:25:21Z,5090000,False,,,0,,SUB out: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT02M30.00S,2025-12-21T04:25:12.8Z,3,REGULAR,substitution,out,[],1628976,,,1610612762,76,91,2025-12-21T04:25:21Z,5100000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT02M30.00S,2025-12-21T04:25:12.8Z,3,REGULAR,substitution,in,[],1642383,,,1610612762,76,91,2025-12-21T04:25:21Z,5110000,False,,,0,,SUB in: W. Clayton Jr.,[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT02M30.00S,2025-12-21T04:25:12.8Z,3,REGULAR,substitution,in,[],1630217,,,1610612762,76,91,2025-12-21T04:25:21Z,5120000,False,,,0,,SUB in: D. Bane,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT02M30.00S,2025-12-21T04:25:12.8Z,3,REGULAR,substitution,in,[],1629048,,,1610612762,76,91,2025-12-21T04:25:21Z,5130000,False,,,0,,SUB in: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT02M30.00S,2025-12-21T04:25:40.0Z,3,REGULAR,freethrow,1 of 2,[],1642268,,,1610612762,77,91,2025-12-21T04:25:40Z,5140000,False,,,0,,I. Collier Free Throw 1 of 2 (1 PTS),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
519,PT02M30.00S,2025-12-21T04:25:56.5Z,3,REGULAR,freethrow,2 of 2,[],1642268,,,1610612762,78,91,2025-12-21T04:25:56Z,5150000,False,,,0,,I. Collier Free Throw 2 of 2 (2 PTS),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,Made,,2.0,,,,,,,,,,,,,,,,
520,PT02M13.00S,2025-12-21T04:26:17.9Z,3,REGULAR,3pt,Jump Shot,[],1641724,71.56701708278581,75.49019607843137,1610612753,78,94,2025-12-21T04:26:21Z,5160000,False,127.0,215.0,1,right,J. Howard 24' 3PT  (5 PTS) (P. Banchero 8 AST),"[1641724, 1631094]",1610612753.0,ORL,,,,Howard,J. Howard,,,,,Above the Break 3,24+ Right Center,24.98,Made,,5.0,P. Banchero,1631094.0,8.0,,,,,,,,,,,,,
522,PT01M50.00S,2025-12-21T04:26:40.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1642262,9.280551905387648,42.64705882352941,1610612762,78,94,2025-12-21T04:26:45Z,5180000,False,37.0,35.0,1,left,MISS C. Williams driving DUNK,[1642262],1610612762.0,UTA,driving,,,Williams,C. Williams,,,,,In The Paint (Non-RA),0-8 Center,5.06,Missed,,,,,,,,,,,,,,,,,,
523,PT01M49.00S,2025-12-21T04:26:41.6Z,3,REGULAR,rebound,defensive,[],1630217,,,1610612753,78,94,2025-12-21T04:26:45Z,5190000,False,,,0,,D. Bane REBOUND (Off:0 Def:3),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,,,522.0,,,,,,,3.0,3.0,0.0,,,,,,,,
524,PT01M42.00S,2025-12-21T04:26:51.5Z,3,REGULAR,turnover,out-of-bounds,[],1630217,,,1610612753,78,94,2025-12-21T04:26:56Z,5200000,False,,,0,,D. Bane bad pass out-of-bounds TURNOVER (2 TO),[1630217],1610612753.0,ORL,bad pass,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,,,,,,203592.0,2.0,,,,,,,,,,,
525,PT01M24.00S,2025-12-21T04:27:15.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1642383,32.276609724047304,57.107843137254896,1610612762,78,94,2025-12-21T04:27:19Z,5210000,False,-36.0,251.0,1,left,MISS W. Clayton Jr. 25' 3PT,[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,Above the Break 3,24+ Center,25.34,Missed,,,,,,,,,,,,,,,,,,
526,PT01M20.00S,2025-12-21T04:27:19.1Z,3,REGULAR,rebound,defensive,[],1642859,,,1610612753,78,94,2025-12-21T04:27:19Z,5220000,False,,,0,,J. Richardson REBOUND (Off:0 Def:1),[1642859],1610612753.0,ORL,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Center,,,525.0,,,,,,,1.0,1.0,0.0,,,,,,,,
527,PT01M06.00S,2025-12-21T04:27:32.3Z,3,REGULAR,3pt,Jump Shot,[],1642859,84.97043363994744,2.696078431372549,1610612753,78,97,2025-12-21T04:27:36Z,5230000,False,-237.0,89.0,1,right,J. Richardson 25' 3PT  (8 PTS) (J. Howard 2 AST),"[1642859, 1641724]",1610612753.0,ORL,,,,Richardson,J. Richardson,,,,,Left Corner 3,24+ Left,25.26,Made,,8.0,J. Howard,1641724.0,2.0,,,,,,,,,,,,,
529,PT00M54.70S,2025-12-21T04:27:47.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642859,,,1610612762,78,97,2025-12-21T04:27:52Z,5250000,False,,,0,,J. Richardson personal FOUL (3 PF) (Clayton Jr. 2 FT),"[1642859, 1642383]",1610612753.0,ORL,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Right Center,,,,,,,,200834.0,,,,,3.0,0.0,Clayton Jr.,1642383.0,,,,
531,PT00M54.70S,2025-12-21T04:28:18.5Z,3,REGULAR,freethrow,1 of 2,[],1642383,,,1610612762,79,97,2025-12-21T04:28:39Z,5270000,False,,,0,,W. Clayton Jr. Free Throw 1 of 2 (1 PTS),[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
532,PT00M54.70S,2025-12-21T04:28:19.0Z,3,REGULAR,substitution,out,[],1631094,,,1610612762,79,97,2025-12-21T04:28:21Z,5280000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT00M54.70S,2025-12-21T04:28:19.0Z,3,REGULAR,substitution,in,[],1628371,,,1610612762,79,97,2025-12-21T04:28:21Z,5290000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT00M54.70S,2025-12-21T04:28:18.5Z,3,REGULAR,freethrow,2 of 2,[],1642383,,,1610612762,79,97,2025-12-21T04:28:39Z,5300000,False,,,0,,MISS W. Clayton Jr. Free Throw 2 of 2,[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
535,PT00M53.60S,2025-12-21T04:28:19.6Z,3,REGULAR,rebound,defensive,[],1628371,,,1610612753,79,97,2025-12-21T04:28:39Z,5310000,False,,,0,,J. Isaac REBOUND (Off:0 Def:1),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,534.0,,,,,,,1.0,1.0,0.0,,,,,,,,
536,PT00M32.40S,2025-12-21T04:28:59.2Z,3,REGULAR,turnover,bad pass,[],1630217,,,1610612753,79,97,2025-12-21T04:29:02Z,5320000,False,,,0,,D. Bane bad pass TURNOVER (3 TO),"[1630217, 1642383]",1610612753.0,ORL,,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,3.0,,,,,,,,,,Clayton Jr.,1642383.0
537,PT00M32.40S,2025-12-21T04:28:59.2Z,3,REGULAR,steal,,[],1642383,,,1610612762,79,97,2025-12-21T04:29:00Z,5330000,False,,,0,,W. Clayton Jr. STEAL (1 STL),[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
538,PT00M25.60S,2025-12-21T04:29:06.0Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641729,15.325229960578188,2.450980392156863,1610612762,79,97,2025-12-21T04:34:44Z,5340000,False,238.0,92.0,1,left,MISS B. Sensabaugh 25' running 3PT,[1641729],1610612762.0,UTA,running,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right,25.47,Missed,,,,,,,,,,,,,,,,,,
539,PT00M22.70S,2025-12-21T04:29:08.9Z,3,REGULAR,rebound,offensive,[],201567,,,1610612762,79,97,2025-12-21T04:29:08Z,5350000,False,,,0,,K. Love REBOUND (Off:3 Def:5),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,Above the Break 3,24+ Right,,,538.0,,,,,,,8.0,5.0,3.0,,,,,,,,
540,PT00M20.90S,2025-12-21T04:29:10.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1642383,30.699737187910642,65.44117647058823,1610612762,79,97,2025-12-21T04:34:52Z,5360000,False,-77.0,236.0,1,left,MISS W. Clayton Jr. 24' pullup 3PT,[1642383],1610612762.0,UTA,pullup,,,Clayton Jr.,W. Clayton Jr.,,,,,Above the Break 3,24+ Center,24.84,Missed,,,,,,,,,,,,,,,,,,
541,PT00M17.10S,2025-12-21T04:29:14.5Z,3,REGULAR,rebound,offensive,[],1641729,,,1610612762,79,97,2025-12-21T04:29:16Z,5370000,False,,,0,,B. Sensabaugh REBOUND (Off:1 Def:3),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Center,,,540.0,,,,,,,4.0,3.0,1.0,,,,,,,,
542,PT00M15.90S,2025-12-21T04:29:15.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201567,19.66162943495401,93.38235294117648,1610612762,82,97,2025-12-21T04:29:19Z,5380000,False,-217.0,132.0,1,left,K. Love 25' 3PT  (14 PTS) (B. Sensabaugh 1 AST),"[201567, 1641729]",1610612762.0,UTA,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,25.41,Made,,14.0,B. Sensabaugh,1641729.0,1.0,,,,,,,,,,,,,
544,PT00M03.00S,2025-12-21T04:29:33.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,80.1084099868594,62.5,1610612753,82,97,2025-12-21T04:29:39Z,5400000,False,62.0,134.0,1,right,MISS D. Bane 14' driving floating Shot,[1630217],1610612753.0,ORL,driving floating,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Center,14.83,Missed,,,,,,,,,,,,,,,,,,
545,PT00M00.30S,2025-12-21T04:29:36.1Z,3,REGULAR,rebound,defensive,[],201567,,,1610612762,82,97,2025-12-21T04:29:36Z,5410000,False,,,0,,K. Love REBOUND (Off:3 Def:6),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,In The Paint (Non-RA),8-16 Center,,,544.0,,,,,,,9.0,6.0,3.0,,,,,,,,
546,PT00M00.00S,2025-12-21T04:29:44.4Z,3,REGULAR,period,end,[],0,,,1610612762,82,97,2025-12-21T04:29:44Z,5420000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT12M00.00S,2025-12-21T04:31:52.1Z,4,REGULAR,substitution,out,['startperiod'],1642383,,,1610612762,82,97,2025-12-21T04:32:11Z,5430000,False,,,0,,SUB out: W. Clayton Jr.,[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT12M00.00S,2025-12-21T04:31:52.1Z,4,REGULAR,substitution,out,['startperiod'],201567,,,1610612762,82,97,2025-12-21T04:32:11Z,5440000,False,,,0,,SUB out: K. Love,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT12M00.00S,2025-12-21T04:31:52.1Z,4,REGULAR,substitution,out,['startperiod'],1641724,,,1610612762,82,97,2025-12-21T04:32:11Z,5450000,False,,,0,,SUB out: J. Howard,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT12M00.00S,2025-12-21T04:31:52.1Z,4,REGULAR,substitution,in,['startperiod'],1642846,,,1610612762,82,97,2025-12-21T04:32:11Z,5460000,False,,,0,,SUB in: A. Bailey,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT12M00.00S,2025-12-21T04:31:52.1Z,4,REGULAR,substitution,in,['startperiod'],203994,,,1610612762,82,97,2025-12-21T04:32:11Z,5470000,False,,,0,,SUB in: J. Nurkić,[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT12M00.00S,2025-12-21T04:31:52.1Z,4,REGULAR,substitution,in,['startperiod'],1642869,,,1610612762,82,97,2025-12-21T04:32:11Z,5480000,False,,,0,,SUB in: N. Penda,[1642869],1610612753.0,ORL,,,,Penda,N. Penda,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT12M00.00S,2025-12-21T04:32:15.7Z,4,REGULAR,period,start,[],0,,,1610612762,82,97,2025-12-21T04:32:15Z,5490000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT11M46.00S,2025-12-21T04:32:31.3Z,4,REGULAR,foul,personal,['2freethrow'],1642859,,,1610612762,82,97,2025-12-21T04:32:40Z,5500000,False,,,0,,J. Richardson shooting personal FOUL (4 PF) (Sensabaugh 2 FT),"[1642859, 1641729]",1610612753.0,ORL,shooting,,,Richardson,J. Richardson,,,,,Restricted Area,0-8 Center,,,,,,,,203592.0,,,,,4.0,0.0,Sensabaugh,1641729.0,,,,
556,PT11M46.00S,2025-12-21T04:32:56.1Z,4,REGULAR,freethrow,1 of 2,[],1641729,,,1610612762,83,97,2025-12-21T04:32:56Z,5520000,False,,,0,,B. Sensabaugh Free Throw 1 of 2 (11 PTS),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,Made,,11.0,,,,,,,,,,,,,,,,
557,PT11M46.00S,2025-12-21T04:33:10.2Z,4,REGULAR,freethrow,2 of 2,[],1641729,,,1610612762,84,97,2025-12-21T04:33:10Z,5530000,False,,,0,,B. Sensabaugh Free Throw 2 of 2 (12 PTS),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,Made,,12.0,,,,,,,,,,,,,,,,
558,PT11M29.00S,2025-12-21T04:33:27.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642859,82.34231274638634,48.529411764705884,1610612753,84,97,2025-12-21T04:36:09Z,5540000,False,-7.0,113.0,1,right,MISS J. Richardson 11' driving floating Shot,[1642859],1610612753.0,ORL,driving floating,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),8-16 Center,11.37,Missed,,,,,,,,,,,,,,,,,,
559,PT11M28.00S,2025-12-21T04:33:28.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612762,84,97,2025-12-21T04:33:34Z,5550000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,558.0,,,,,,,,,,,,,,,,,
561,PT11M04.00S,2025-12-21T04:34:04.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642268,7.703679369250986,55.63725490196079,1610612762,86,97,2025-12-21T04:34:07Z,5570000,False,-28.0,20.0,1,left,I. Collier driving Layup (4 PTS) (B. Sensabaugh 2 AST),"[1642268, 1641729]",1610612762.0,UTA,driving,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,3.45,Made,,4.0,B. Sensabaugh,1641729.0,2.0,,,,,,,,,,,,,
563,PT10M43.00S,2025-12-21T04:34:24.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1642869,90.48948751642575,42.8921568627451,1610612753,86,99,2025-12-21T04:34:30Z,5590000,False,-36.0,37.0,1,right,N. Penda driving DUNK (11 PTS) (J. Richardson 2 AST),"[1642869, 1642859]",1610612753.0,ORL,driving,,,Penda,N. Penda,,,,,In The Paint (Non-RA),0-8 Center,5.12,Made,,11.0,J. Richardson,1642859.0,2.0,,,,,,,,,,,,,
564,PT10M35.00S,2025-12-21T04:34:36.3Z,4,REGULAR,foul,personal,[],1642869,,,1610612762,86,99,2025-12-21T04:34:50Z,5600000,False,,,0,,N. Penda personal FOUL (3 PF),"[1642869, 1642268]",1610612753.0,ORL,,,,Penda,N. Penda,,,,,Mid-Range,8-16 Center,,,,,,,,200834.0,,,,,3.0,0.0,Collier,1642268.0,,,,
567,PT10M22.00S,2025-12-21T04:35:13.8Z,4,REGULAR,3pt,Jump Shot,[],1642268,4.944152431011826,96.81372549019608,1610612762,89,99,2025-12-21T04:35:18Z,5620000,False,-234.0,-6.0,1,left,I. Collier 3PT  (7 PTS) (J. Nurkić 5 AST),"[1642268, 203994]",1610612762.0,UTA,,,,Collier,I. Collier,,,,,Left Corner 3,24+ Left,23.42,Made,,7.0,J. Nurkić,203994.0,5.0,,,,,,,,,,,,,
569,PT10M03.00S,2025-12-21T04:35:32.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,90.48948751642575,42.8921568627451,1610612753,89,101,2025-12-21T04:35:37Z,5640000,False,-36.0,37.0,1,right,D. Bane driving finger roll Layup (25 PTS) (J. Richardson 3 AST),"[1630217, 1642859]",1610612753.0,ORL,driving finger roll,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,5.12,Made,,25.0,J. Richardson,1642859.0,3.0,,,,,,,,,,,,,
570,PT09M50.00S,2025-12-21T04:35:48.3Z,4,REGULAR,turnover,out-of-bounds,[],1642268,,,1610612762,89,101,2025-12-21T04:44:29Z,5650000,False,,,0,,I. Collier bad pass out-of-bounds TURNOVER (2 TO),[1642268],1610612762.0,UTA,bad pass,,,Collier,I. Collier,,,,,Left Corner 3,24+ Left,,,,,,,,200834.0,2.0,,,,,,,,,,,
571,PT09M31.00S,2025-12-21T04:36:23.8Z,4,REGULAR,foul,personal,['2freethrow'],203994,,,1610612753,89,101,2025-12-21T04:36:36Z,5660000,False,,,0,,J. Nurkić shooting personal FOUL (5 PF) (Bane 2 FT),"[203994, 1630217]",1610612762.0,UTA,shooting,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,,,,,,,,200834.0,,,,,5.0,0.0,Bane,1630217.0,,,,
573,PT09M31.00S,2025-12-21T04:36:51.8Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630217,,,1610612753,89,102,2025-12-21T04:36:51Z,5680000,False,,,0,,D. Bane Free Throw 1 of 2 (26 PTS),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,Made,,26.0,,,,,,,,,,,,,,,,
574,PT09M31.00S,2025-12-21T04:36:52.6Z,4,REGULAR,substitution,out,[],1641729,,,1610612753,89,102,2025-12-21T04:36:57Z,5690000,False,,,0,,SUB out: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT09M31.00S,2025-12-21T04:36:52.6Z,4,REGULAR,substitution,out,[],203994,,,1610612753,89,102,2025-12-21T04:36:57Z,5700000,False,,,0,,SUB out: J. Nurkić,[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT09M31.00S,2025-12-21T04:36:52.6Z,4,REGULAR,substitution,in,[],201567,,,1610612753,89,102,2025-12-21T04:36:57Z,5710000,False,,,0,,SUB in: K. Love,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT09M31.00S,2025-12-21T04:36:52.6Z,4,REGULAR,substitution,in,[],1629004,,,1610612753,89,102,2025-12-21T04:36:57Z,5720000,False,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT09M31.00S,2025-12-21T04:37:19.0Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630217,,,1610612753,89,103,2025-12-21T04:37:19Z,5730000,False,,,0,,D. Bane Free Throw 2 of 2 (27 PTS),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,Made,,27.0,,,,,,,,,,,,,,,,
