actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
30,PT09M31.00S,2026-01-31T02:47:48.3Z,1,REGULAR,rebound,defensive,[],1642856,,,1610612751,7,3,2026-01-31T03:59:11Z,280000,False,,,0,,E. Dëmin REBOUND (Off:0 Def:1),[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Restricted Area,0-8 Center,,,,29.0,,,,,,1.0,1.0,0.0,,,,,,,,
31,PT09M16.00S,2026-01-31T02:47:59.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642874,9.543363994743759,51.470588235294116,1610612751,7,5,2026-01-31T02:52:56Z,290000,False,-7.0,37.0,1,left,D. Wolf driving DUNK (2 PTS) (E. Dëmin 1 AST),"[1642874, 1642856]",1610612751.0,BKN,driving,,,Wolf,D. Wolf,,,,,Restricted Area,0-8 Center,3.79,Made,2.0,,,,,,,,,,E. Dëmin,1642856.0,1.0,,,,,
33,PT08M52.00S,2026-01-31T02:48:23.7Z,1,REGULAR,2pt,Jump Shot,[],1642846,88.51839684625493,31.61764705882353,1610612762,7,5,2026-01-31T02:48:27Z,310000,False,-92.0,55.0,1,right,MISS A. Bailey 10' turnaround Shot,[1642846],1610612762.0,UTA,turnaround,,,Bailey,A. Bailey,,,,,Mid-Range,8-16 Left,10.73,Missed,,,,,,,,,,,,,,,,,,
34,PT08M50.00S,2026-01-31T02:48:25.6Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,7,5,2026-01-31T02:48:25Z,320000,False,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Left,,,,33.0,,,,,,1.0,1.0,0.0,,,,,,,,
35,PT08M42.00S,2026-01-31T02:48:34.3Z,1,REGULAR,turnover,bad pass,[],1629611,,,1610612751,7,5,2026-01-31T02:48:39Z,330000,False,,,0,,T. Mann bad pass TURNOVER (1 TO),"[1629611, 1642262]",1610612751.0,BKN,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Williams,1642262.0
36,PT08M42.00S,2026-01-31T02:48:34.3Z,1,REGULAR,steal,,[],1642262,,,1610612762,7,5,2026-01-31T02:48:36Z,340000,False,,,0,,C. Williams STEAL (1 STL),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
37,PT08M38.00S,2026-01-31T02:48:38.6Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641718,90.62089356110381,55.63725490196079,1610612762,9,5,2026-01-31T02:48:52Z,350000,False,28.0,36.0,1,right,K. George running alley-oop DUNK (2 PTS) (C. Williams 1 AST),"[1641718, 1642262]",1610612762.0,UTA,running alley-oop,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,4.55,Made,2.0,,,,,,,,,,C. Williams,1642262.0,1.0,,,,,
39,PT08M25.00S,2026-01-31T02:49:01.7Z,1,REGULAR,foul,personal,[],1642271,,,1610612751,9,5,2026-01-31T02:49:23Z,370000,False,,,0,,K. Filipowski personal FOUL (1 PF),"[1642271, 1629651]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Mid-Range,16-24 Center,,,,,1628159.0,1.0,0.0,Claxton,1629651.0,,,,,,,,,,,
41,PT08M17.00S,2026-01-31T02:49:21.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642856,7.30946123521682,52.450980392156865,1610612751,9,7,2026-01-31T03:00:58Z,390000,False,-12.0,16.0,1,left,E. Dëmin driving Layup (5 PTS) (N. Claxton 2 AST),"[1642856, 1629651]",1610612751.0,BKN,driving,,,Dëmin,E. Dëmin,,,,,Restricted Area,0-8 Center,2.03,Made,5.0,,,,,,,,,,N. Claxton,1629651.0,2.0,,,,,
43,PT07M59.00S,2026-01-31T02:49:38.6Z,1,REGULAR,2pt,Jump Shot,[],1641718,78.13731931668858,63.48039215686274,1610612762,11,7,2026-01-31T02:49:42Z,410000,False,67.0,153.0,1,right,K. George 16' pullup Jump Shot (4 PTS),[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,Mid-Range,16-24 Right Center,16.72,Made,4.0,,,,,,,,,,,,,,,,,
44,PT07M48.00S,2026-01-31T02:49:51.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,8.492115637319317,50.0,1610612751,11,7,2026-01-31T02:55:42Z,420000,False,0.0,27.0,1,left,MISS N. Claxton driving Layup - blocked,"[1629651, 1642271]",1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,2.73,Missed,,,,,,,,,,,,,,Filipowski,1642271.0,,,
45,PT07M48.00S,2026-01-31T02:49:51.8Z,1,REGULAR,block,,[],1642271,,,1610612751,11,7,2026-01-31T02:49:54Z,430000,False,,,0,,K. Filipowski BLOCK (1 BLK),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
46,PT07M47.00S,2026-01-31T02:49:52.8Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,11,7,2026-01-31T02:55:42Z,440000,False,,,0,,N. Claxton REBOUND (Off:1 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,44.0,,,,,,2.0,1.0,1.0,,,,,,,,
47,PT07M46.00S,2026-01-31T02:49:56.3Z,1,REGULAR,foul,personal,['2freethrow'],1642271,,,1610612751,11,7,2026-01-31T02:50:01Z,450000,False,,,0,,K. Filipowski shooting personal FOUL (2 PF) (Claxton 2 FT),"[1642271, 1629651]",1610612762.0,UTA,shooting,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,,,,,201246.0,2.0,0.0,Claxton,1629651.0,,,,,,,,,,,
49,PT07M46.00S,2026-01-31T02:50:28.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629651,,,1610612751,11,7,2026-01-31T02:50:33Z,470000,False,,,0,,MISS N. Claxton Free Throw 1 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
50,PT07M46.00S,2026-01-31T02:50:28.4Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612751,11,7,2026-01-31T02:50:33Z,480000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,
51,PT07M46.00S,2026-01-31T02:50:28.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629651,,,1610612751,11,7,2026-01-31T02:50:33Z,490000,False,,,0,,MISS N. Claxton Free Throw 2 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
52,PT07M45.00S,2026-01-31T02:50:29.4Z,1,REGULAR,rebound,defensive,[],1642262,,,1610612762,11,7,2026-01-31T02:56:41Z,500000,False,,,0,,C. Williams REBOUND (Off:0 Def:1),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,51.0,,,,,,1.0,1.0,0.0,,,,,,,,
53,PT07M35.00S,2026-01-31T02:50:44.3Z,1,REGULAR,foul,personal,['2freethrow'],1642856,,,1610612762,11,7,2026-01-31T02:50:49Z,510000,False,,,0,,E. Dëmin shooting personal FOUL (1 PF) (George 2 FT),"[1642856, 1641718]",1610612751.0,BKN,shooting,,,Dëmin,E. Dëmin,,,,,In The Paint (Non-RA),8-16 Center,,,,,201246.0,1.0,0.0,George,1641718.0,,,,,,,,,,,
55,PT07M35.00S,2026-01-31T02:51:05.1Z,1,REGULAR,freethrow,1 of 2,[],1641718,,,1610612762,11,7,2026-01-31T02:51:05Z,530000,False,,,0,,MISS K. George Free Throw 1 of 2,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
56,PT07M35.00S,2026-01-31T02:51:05.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,11,7,2026-01-31T02:51:05Z,540000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,
57,PT07M35.00S,2026-01-31T02:51:05.1Z,1,REGULAR,freethrow,2 of 2,[],1641718,,,1610612762,11,7,2026-01-31T02:51:26Z,550000,False,,,0,,MISS K. George Free Throw 2 of 2,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
58,PT07M34.00S,2026-01-31T02:51:06.1Z,1,REGULAR,rebound,defensive,[],1642856,,,1610612751,11,7,2026-01-31T02:57:38Z,560000,False,,,0,,E. Dëmin REBOUND (Off:0 Def:2),[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,,,,,,57.0,,,,,,2.0,2.0,0.0,,,,,,,,
59,PT07M22.00S,2026-01-31T02:51:35.6Z,1,REGULAR,3pt,Jump Shot,[],1642856,32.802233902759525,62.00980392156863,1610612751,11,10,2026-01-31T02:51:42Z,570000,False,-60.0,256.0,1,left,E. Dëmin 26' 3PT  (8 PTS) (N. Traore 1 AST),"[1642856, 1642849]",1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Center,26.27,Made,8.0,,,,,,,,,,N. Traore,1642849.0,1.0,,,,,
61,PT06M58.00S,2026-01-31T02:51:59.7Z,1,REGULAR,3pt,Jump Shot,[],1642271,84.97043363994744,4.6568627450980395,1610612762,14,10,2026-01-31T02:52:05Z,590000,False,-227.0,89.0,1,right,K. Filipowski 24' 3PT  (8 PTS) (K. George 3 AST),"[1642271, 1641718]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Left Corner 3,24+ Left,24.35,Made,8.0,,,,,,,,,,K. George,1641718.0,3.0,,,,,
63,PT06M41.00S,2026-01-31T02:52:17.2Z,1,REGULAR,turnover,bad pass,[],1642856,,,1610612751,14,10,2026-01-31T02:52:20Z,610000,False,,,0,,E. Dëmin bad pass TURNOVER (1 TO),"[1642856, 1642271]",1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,Filipowski,1642271.0
64,PT06M41.00S,2026-01-31T02:52:17.2Z,1,REGULAR,steal,,[],1642271,,,1610612762,14,10,2026-01-31T03:01:08Z,620000,False,,,0,,K. Filipowski STEAL (1 STL),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
65,PT06M33.00S,2026-01-31T02:52:24.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641718,92.9862023653088,45.83333333333333,1610612762,16,10,2026-01-31T02:52:28Z,630000,False,-21.0,13.0,1,right,K. George running Layup (6 PTS) (S. Mykhailiuk 1 AST),"[1641718, 1629004]",1610612762.0,UTA,running,,,George,K. George,,,,,Restricted Area,0-8 Center,2.47,Made,6.0,,,,,,,,,,S. Mykhailiuk,1629004.0,1.0,,,,,
67,PT06M21.00S,2026-01-31T02:52:36.2Z,1,REGULAR,3pt,Jump Shot,[],1642874,7.966491458607096,3.6764705882352944,1610612751,16,10,2026-01-31T02:52:44Z,650000,False,232.0,22.0,1,left,MISS D. Wolf 3PT,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Right Corner 3,24+ Right,23.27,Missed,,,,,,,,,,,,,,,,,,
68,PT06M19.00S,2026-01-31T02:52:38.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,16,10,2026-01-31T02:52:44Z,660000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Right Corner 3,24+ Right,,,,67.0,,,,,,,,,,,,,,,,
69,PT06M19.00S,2026-01-31T02:52:45.0Z,1,REGULAR,foul,personal,[],1642262,,,1610612751,16,10,2026-01-31T02:52:51Z,670000,False,,,0,,C. Williams loose ball personal FOUL (1 PF),"[1642262, 1629651]",1610612762.0,UTA,loose ball,,,Williams,C. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,201246.0,1.0,0.0,Claxton,1629651.0,,,,,,,,,,,
71,PT06M19.00S,2026-01-31T02:52:54.8Z,1,REGULAR,substitution,out,[],1642846,,,1610612751,16,10,2026-01-31T02:53:06Z,690000,False,,,0,,SUB out: A. Bailey,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M19.00S,2026-01-31T02:52:54.8Z,1,REGULAR,substitution,out,[],1629611,,,1610612751,16,10,2026-01-31T02:53:06Z,700000,False,,,0,,SUB out: T. Mann,[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M19.00S,2026-01-31T02:52:54.8Z,1,REGULAR,substitution,out,[],1629651,,,1610612751,16,10,2026-01-31T02:53:06Z,710000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M19.00S,2026-01-31T02:52:54.8Z,1,REGULAR,substitution,in,[],1642268,,,1610612751,16,10,2026-01-31T02:53:06Z,720000,False,,,0,,SUB in: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M19.00S,2026-01-31T02:52:54.8Z,1,REGULAR,substitution,in,[],1630560,,,1610612751,16,10,2026-01-31T02:53:06Z,730000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M19.00S,2026-01-31T02:52:54.8Z,1,REGULAR,substitution,in,[],1630549,,,1610612751,16,10,2026-01-31T02:53:06Z,740000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M17.00S,2026-01-31T02:53:15.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642856,30.17411300919842,75.73529411764706,1610612751,16,13,2026-01-31T02:53:20Z,750000,False,-129.0,231.0,1,left,E. Dëmin 26' 3PT  (11 PTS) (N. Traore 2 AST),"[1642856, 1642849]",1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Left Center,26.45,Made,11.0,,,,,,,,,,N. Traore,1642849.0,2.0,,,,,
79,PT06M00.00S,2026-01-31T02:53:36.5Z,1,REGULAR,foul,personal,[],1642874,,,1610612762,16,13,2026-01-31T02:53:45Z,770000,False,,,0,,D. Wolf personal FOUL (1 PF),"[1642874, 1629004]",1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Mid-Range,8-16 Left,,,,,1628159.0,1.0,0.0,Mykhailiuk,1629004.0,,,,,,,,,,,
81,PT06M00.00S,2026-01-31T02:53:43.2Z,1,REGULAR,substitution,out,[],1629004,,,1610612762,16,13,2026-01-31T02:53:48Z,790000,False,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M00.00S,2026-01-31T02:53:43.2Z,1,REGULAR,substitution,in,[],1641729,,,1610612762,16,13,2026-01-31T02:53:48Z,800000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M56.00S,2026-01-31T02:53:59.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642268,93.24901445466492,46.32352941176471,1610612762,16,13,2026-01-31T02:54:03Z,810000,False,-18.0,11.0,1,right,MISS I. Collier cutting Layup,[1642268],1610612762.0,UTA,cutting,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,2.14,Missed,,,,,,,,,,,,,,,,,,
84,PT05M53.00S,2026-01-31T02:54:02.9Z,1,REGULAR,rebound,defensive,[],1642856,,,1610612751,16,13,2026-01-31T02:54:03Z,820000,False,,,0,,E. Dëmin REBOUND (Off:0 Def:3),[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Restricted Area,0-8 Center,,,,83.0,,,,,,3.0,3.0,0.0,,,,,,,,
85,PT05M47.00S,2026-01-31T02:54:08.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630549,8.623521681997373,55.14705882352941,1610612751,16,13,2026-01-31T03:03:07Z,830000,False,-26.0,29.0,1,left,MISS D. Sharpe driving reverse Layup,[1630549],1610612751.0,BKN,driving reverse,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,3.85,Missed,,,,,,,,,,,,,,,,,,
86,PT05M44.00S,2026-01-31T02:54:11.3Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,16,13,2026-01-31T03:03:07Z,840000,False,,,0,,D. Sharpe REBOUND (Off:1 Def:0),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,85.0,,,,,,1.0,0.0,1.0,,,,,,,,
87,PT05M41.00S,2026-01-31T02:54:13.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642856,28.991458607095925,17.647058823529413,1610612751,16,13,2026-01-31T03:03:28Z,850000,False,162.0,220.0,1,left,MISS E. Dëmin 27' step back 3PT,[1642856],1610612751.0,BKN,step back,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Right Center,27.31,Missed,,,,,,,,,,,,,,,,,,
88,PT05M39.00S,2026-01-31T02:54:18.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,16,13,2026-01-31T02:54:18Z,860000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,87.0,,,,,,,,,,,,,,,,
90,PT05M39.00S,2026-01-31T02:54:21.0Z,1,REGULAR,substitution,out,[],1642856,,,1610612762,16,13,2026-01-31T02:54:26Z,880000,False,,,0,,SUB out: E. Dëmin,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M39.00S,2026-01-31T02:54:21.0Z,1,REGULAR,substitution,in,[],1642879,,,1610612762,16,13,2026-01-31T02:54:26Z,890000,False,,,0,,SUB in: B. Saraf,[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,,,,,,,,,,,,,,,,,,,
