actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
703,PT04M56.00S,2025-11-17T03:23:19.5Z,4,REGULAR,block,,[],1628374,,,1610612741,115,115,2025-11-17T03:23:21Z,6970000,False,,,0,,L. Markkanen BLOCK (1 BLK),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
704,PT04M53.00S,2025-11-17T03:23:22.5Z,4,REGULAR,rebound,defensive,[],203994,,,1610612762,115,115,2025-11-17T03:23:26Z,6980000,False,,,0,,J. Nurkić REBOUND (Off:2 Def:8),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,702.0,10.0,8.0,2.0,,,,,,,,,
705,PT04M41.00S,2025-11-17T03:23:35.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203994,88.64980289093299,41.42156862745098,1610612762,115,115,2025-11-17T03:23:40Z,6990000,False,-43.0,54.0,1,right,MISS J. Nurkić 6' floating Shot,[203994],1610612762.0,UTA,floating,,,Nurkić,J. Nurkić,,,,,,In The Paint (Non-RA),0-8 Center,6.91,Missed,,,,,,,,,,,,,,,,,
706,PT04M39.00S,2025-11-17T03:23:37.4Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,115,115,2025-11-17T03:23:40Z,7000000,False,,,0,,N. Vučević REBOUND (Off:0 Def:10),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,705.0,10.0,10.0,0.0,,,,,,,,,
708,PT04M35.00S,2025-11-17T03:23:41.0Z,4,REGULAR,turnover,lost ball,[],1629632,,,1610612741,115,115,2025-11-17T03:23:48Z,7020000,False,,,0,,C. White lost ball TURNOVER (2 TO),"[1629632, 1641729]",1610612741.0,CHI,,,,White,C. White,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,2.0,Sensabaugh,1641729.0
709,PT04M35.00S,2025-11-17T03:23:41.0Z,4,REGULAR,steal,,[],1641729,,,1610612762,115,115,2025-11-17T03:25:26Z,7030000,False,,,0,,B. Sensabaugh STEAL (1 STL),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
710,PT04M14.00S,2025-11-17T03:24:01.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628374,87.33574244415243,48.28431372549019,1610612762,115,115,2025-11-17T03:30:20Z,7040000,False,-9.0,67.0,1,right,MISS L. Markkanen 6' driving floating Shot,[1628374],1610612762.0,UTA,driving floating,,,Markkanen,L. Markkanen,,,,,,In The Paint (Non-RA),0-8 Center,6.71,Missed,,,,,,,,,,,,,,,,,
711,PT04M12.00S,2025-11-17T03:24:03.6Z,4,REGULAR,rebound,offensive,[],203994,,,1610612762,115,115,2025-11-17T03:24:05Z,7050000,False,,,0,,J. Nurkić REBOUND (Off:3 Def:8),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,710.0,11.0,8.0,3.0,,,,,,,,,
779,PT04M11.00S,2025-11-17T03:24:02.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203994,93.11760840998686,50.0,1610612762,115,115,2025-11-17T04:01:05Z,7055000,False,0.0,12.0,1,right,MISS J. Nurkić putback Layup - blocked,"[203994, 1630581]",1610612762.0,UTA,putback,,,Nurkić,J. Nurkić,,,,,,Restricted Area,0-8 Center,1.22,Missed,,,,,,,,,,,,,Giddey,1630581.0,,,
780,PT04M11.00S,2025-11-17T03:24:02.9Z,4,REGULAR,block,,[],1630581,,,1610612762,115,115,2025-11-17T03:39:10Z,7057500,False,,,0,,J. Giddey BLOCK (2 BLK),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
781,PT04M11.00S,2025-11-17T03:24:02.9Z,4,REGULAR,rebound,defensive,[],1629632,,,1610612741,115,115,2025-11-17T03:39:10Z,7058750,False,,,0,,C. White REBOUND (Off:0 Def:4),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,Restricted Area,0-8 Center,,,,,,,779.0,4.0,4.0,0.0,,,,,,,,,
714,PT04M08.00S,2025-11-17T03:24:08.3Z,4,REGULAR,2pt,Jump Shot,['fastbreak'],1629632,30.436925098554536,50.245098039215684,1610612741,115,115,2025-11-17T03:39:14Z,7080000,False,-1.0,234.0,1,left,MISS C. White 23' running pullup Shot,[1629632],1610612741.0,CHI,running pullup,,,White,C. White,,,,,,Mid-Range,16-24 Center,23.36,Missed,,,,,,,,,,,,,,,,,
715,PT04M06.00S,2025-11-17T03:24:10.3Z,4,REGULAR,rebound,offensive,[],1630581,,,1610612741,115,115,2025-11-17T03:33:46Z,7090000,False,,,0,,J. Giddey REBOUND (Off:1 Def:7),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,Mid-Range,16-24 Center,,,,,,,714.0,8.0,7.0,1.0,,,,,,,,,
716,PT03M58.00S,2025-11-17T03:24:21.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203994,,,1610612741,115,115,2025-11-17T03:24:26Z,7100000,False,,,0,,J. Nurkić personal FOUL (3 PF) (White 2 FT),"[203994, 1629632]",1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,202053.0,Mid-Range,16-24 Right Center,,,,,,,,,,,3.0,0.0,White,1629632.0,,,,,
718,PT03M58.00S,2025-11-17T03:24:47.3Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1629632,,,1610612741,115,116,2025-11-17T03:39:14Z,7120000,False,,,0,,C. White Free Throw 1 of 2 (15 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,
719,PT03M58.00S,2025-11-17T03:24:48.0Z,4,REGULAR,substitution,out,[],1629004,,,1610612741,115,116,2025-11-17T03:24:51Z,7130000,False,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
720,PT03M58.00S,2025-11-17T03:24:48.0Z,4,REGULAR,substitution,in,[],1642268,,,1610612741,115,116,2025-11-17T03:24:51Z,7140000,False,,,0,,SUB in: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
721,PT03M58.00S,2025-11-17T03:25:06.7Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1629632,,,1610612741,115,117,2025-11-17T03:39:14Z,7150000,False,,,0,,C. White Free Throw 2 of 2 (16 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,
722,PT03M38.00S,2025-11-17T03:25:31.2Z,4,REGULAR,2pt,Jump Shot,[],1628374,92.46057818659659,79.90196078431373,1610612762,117,117,2025-11-17T03:25:36Z,7160000,False,150.0,18.0,1,right,L. Markkanen 15' turnaround Jump Shot (37 PTS),[1628374],1610612762.0,UTA,turnaround,,,Markkanen,L. Markkanen,,,,,,Mid-Range,8-16 Right,15.06,Made,37.0,,,,,,,,,,,,,,,,
723,PT03M10.00S,2025-11-17T03:25:58.5Z,4,REGULAR,3pt,Jump Shot,[],1630245,33.065045992115635,44.85294117647059,1610612741,117,120,2025-11-17T03:26:02Z,7170000,False,26.0,258.0,1,left,A. Dosunmu 25' 3PT  (18 PTS) (C. White 6 AST),"[1630245, 1629632]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,Above the Break 3,24+ Center,25.96,Made,18.0,C. White,1629632.0,6.0,,,,,,,,,,,,,
725,PT02M56.00S,2025-11-17T03:26:13.5Z,4,REGULAR,3pt,Jump Shot,[],1628374,73.27529566360053,16.666666666666664,1610612762,120,120,2025-11-17T03:26:17Z,7190000,False,-167.0,199.0,1,right,L. Markkanen 25' 3PT  (40 PTS) (I. Collier 6 AST),"[1628374, 1642268]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,Above the Break 3,24+ Left Center,25.94,Made,40.0,I. Collier,1642268.0,6.0,,,,,,,,,,,,,
727,PT02M26.00S,2025-11-17T03:26:42.3Z,4,REGULAR,3pt,Jump Shot,[],1629632,32.013797634691194,31.862745098039213,1610612741,120,123,2025-11-17T03:26:46Z,7210000,False,91.0,248.0,1,left,C. White 26' 3PT  (19 PTS) (J. Giddey 10 AST),"[1629632, 1630581]",1610612741.0,CHI,,,,White,C. White,,,,,,Above the Break 3,24+ Right Center,26.44,Made,19.0,J. Giddey,1630581.0,10.0,,,,,,,,,,,,,
729,PT02M07.00S,2025-11-17T03:27:01.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641718,90.22667542706965,53.92156862745098,1610612762,120,123,2025-11-17T03:27:05Z,7230000,False,20.0,39.0,1,right,MISS K. George driving Layup,[1641718],1610612762.0,UTA,driving,,,George,K. George,,,,,,In The Paint (Non-RA),0-8 Center,4.4,Missed,,,,,,,,,,,,,,,,,
730,PT02M06.00S,2025-11-17T03:27:02.8Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,120,123,2025-11-17T03:27:05Z,7240000,False,,,0,,N. Vučević REBOUND (Off:0 Def:11),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,729.0,11.0,11.0,0.0,,,,,,,,,
731,PT01M59.00S,2025-11-17T03:27:10.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,6.915243101182654,55.63725490196079,1610612741,120,123,2025-11-17T03:27:17Z,7250000,False,-28.0,13.0,1,left,MISS A. Dosunmu driving Layup - blocked,"[1630245, 1628374]",1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,,Restricted Area,0-8 Center,3.08,Missed,,,,,,,,,,,,,Markkanen,1628374.0,,,
732,PT01M59.00S,2025-11-17T03:27:10.2Z,4,REGULAR,block,,[],1628374,,,1610612741,120,123,2025-11-17T03:27:12Z,7260000,False,,,0,,L. Markkanen BLOCK (2 BLK),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
733,PT01M59.00S,2025-11-17T03:27:10.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612741,120,123,2025-11-17T03:27:17Z,7270000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,731.0,,,,,,,,,,,,
735,PT01M47.00S,2025-11-17T03:27:45.6Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1630581,8.492115637319317,70.58823529411765,1610612741,120,123,2025-11-17T03:27:50Z,7290000,False,-103.0,27.0,1,left,MISS J. Giddey 10' pullup Shot,[1630581],1610612741.0,CHI,pullup,,,Giddey,J. Giddey,,,,,,Mid-Range,8-16 Left,10.65,Missed,,,,,,,,,,,,,,,,,
736,PT01M45.00S,2025-11-17T03:27:47.6Z,4,REGULAR,rebound,defensive,[],203994,,,1610612762,120,123,2025-11-17T03:27:50Z,7300000,False,,,0,,J. Nurkić REBOUND (Off:3 Def:9),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,Mid-Range,8-16 Left,,,,,,,735.0,12.0,9.0,3.0,,,,,,,,,
737,PT01M40.00S,2025-11-17T03:27:52.9Z,4,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1641718,90.48948751642575,51.470588235294116,1610612762,122,123,2025-11-17T03:38:16Z,7310000,False,7.0,37.0,1,right,K. George driving floating Jump Shot (20 PTS),[1641718],1610612762.0,UTA,driving floating,,,George,K. George,,,,,,Restricted Area,0-8 Center,3.76,Made,20.0,,,,,,,,,,,,,,,,
738,PT01M26.00S,2025-11-17T03:28:08.1Z,4,REGULAR,3pt,Jump Shot,[],1630245,6.258212877792378,94.85294117647058,1610612741,122,123,2025-11-17T03:28:12Z,7320000,False,-224.0,6.0,1,left,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,Left Corner 3,24+ Left,22.44,Missed,,,,,,,,,,,,,,,,,
739,PT01M23.00S,2025-11-17T03:28:11.1Z,4,REGULAR,rebound,defensive,[],1642268,,,1610612762,122,123,2025-11-17T03:28:12Z,7330000,False,,,0,,I. Collier REBOUND (Off:0 Def:3),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,Left Corner 3,24+ Left,,,,,,,738.0,3.0,3.0,0.0,,,,,,,,,
740,PT01M02.00S,2025-11-17T03:28:32.5Z,4,REGULAR,2pt,Jump Shot,[],1641718,83.13074901445466,76.22549019607843,1610612762,124,123,2025-11-17T03:39:14Z,7340000,False,131.0,106.0,1,right,K. George 16' step back Jump Shot (22 PTS),[1641718],1610612762.0,UTA,step back,,,George,K. George,,,,,,Mid-Range,16-24 Right Center,16.87,Made,22.0,,,,,,,,,,,,,,,,
742,PT00M53.50S,2025-11-17T03:28:47.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641729,,,1610612741,124,123,2025-11-17T03:29:02Z,7360000,False,,,0,,B. Sensabaugh shooting personal FOUL (4 PF) (Giddey 2 FT),"[1641729, 1630581]",1610612762.0,UTA,shooting,,,Sensabaugh,B. Sensabaugh,,,,,1830.0,Restricted Area,0-8 Center,,,,,,,,,,,4.0,0.0,Giddey,1630581.0,,,,,
744,PT00M53.50S,2025-11-17T03:29:37.2Z,4,REGULAR,freethrow,1 of 2,[],1630581,,,1610612741,124,124,2025-11-17T03:29:37Z,7380000,False,,,0,,J. Giddey Free Throw 1 of 2 (20 PTS),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,
745,PT00M53.50S,2025-11-17T03:29:38.7Z,4,REGULAR,substitution,out,[],1630245,,,1610612741,124,124,2025-11-17T03:29:41Z,7390000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
746,PT00M53.50S,2025-11-17T03:29:38.7Z,4,REGULAR,substitution,in,[],1641824,,,1610612741,124,124,2025-11-17T03:29:41Z,7400000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
747,PT00M53.50S,2025-11-17T03:29:56.5Z,4,REGULAR,freethrow,2 of 2,[],1630581,,,1610612741,124,125,2025-11-17T03:29:56Z,7410000,False,,,0,,J. Giddey Free Throw 2 of 2 (21 PTS),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,
748,PT00M48.30S,2025-11-17T03:30:13.2Z,4,REGULAR,2pt,Jump Shot,[],1628374,76.16622864651774,29.65686274509804,1610612762,126,125,2025-11-17T03:40:33Z,7420000,False,-102.0,172.0,1,right,L. Markkanen 19' Jump Shot (42 PTS) (I. Collier 7 AST),"[1628374, 1642268]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,Mid-Range,16-24 Left Center,19.94,Made,42.0,I. Collier,1642268.0,7.0,,,,,,,,,,,,,
750,PT00M47.40S,2025-11-17T03:30:22.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612741,126,125,2025-11-17T03:36:15Z,7440000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,PT00M47.40S,2025-11-17T03:31:26.1Z,4,REGULAR,substitution,out,[],1630171,,,1610612741,126,125,2025-11-17T03:31:50Z,7450000,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
752,PT00M47.40S,2025-11-17T03:31:26.1Z,4,REGULAR,substitution,in,[],1628989,,,1610612741,126,125,2025-11-17T03:31:50Z,7460000,False,,,0,,SUB in: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
753,PT00M37.30S,2025-11-17T03:32:18.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,14.273981603153747,36.029411764705884,1610612741,126,127,2025-11-17T03:32:24Z,7470000,False,70.0,82.0,1,left,J. Giddey 10' floating Jump Shot (23 PTS) (C. White 7 AST),"[1630581, 1629632]",1610612741.0,CHI,floating,,,Giddey,J. Giddey,,,,,,In The Paint (Non-RA),8-16 Right,10.75,Made,23.0,C. White,1629632.0,7.0,,,,,,,,,,,,,
755,PT00M24.60S,2025-11-17T03:32:36.6Z,4,REGULAR,3pt,Jump Shot,[],1628374,69.46452036793693,68.38235294117648,1610612762,126,127,2025-11-17T03:32:42Z,7490000,False,92.0,235.0,1,right,MISS L. Markkanen 25' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,Above the Break 3,24+ Right Center,25.19,Missed,,,,,,,,,,,,,,,,,
756,PT00M21.50S,2025-11-17T03:32:39.7Z,4,REGULAR,rebound,offensive,[],1641729,,,1610612762,126,127,2025-11-17T03:32:42Z,7500000,False,,,0,,B. Sensabaugh REBOUND (Off:3 Def:2),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,Above the Break 3,24+ Right Center,,,,,,,755.0,5.0,2.0,3.0,,,,,,,,,
757,PT00M19.00S,2025-11-17T03:32:42.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641824,,,1610612762,126,127,2025-11-17T03:33:09Z,7510000,False,,,0,,M. Buzelis shooting personal FOUL (4 PF) (Markkanen 2 FT),"[1641824, 1628374]",1610612741.0,CHI,shooting,,,Buzelis,M. Buzelis,,,,,1628171.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,4.0,0.0,Markkanen,1628374.0,,,,,
759,PT00M19.00S,2025-11-17T03:33:23.3Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1628374,,,1610612762,126,127,2025-11-17T03:33:23Z,7530000,False,,,0,,MISS L. Markkanen Free Throw 1 of 2,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
760,PT00M19.00S,2025-11-17T03:33:23.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,126,127,2025-11-17T03:33:23Z,7540000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,759.0,,,,,,,,,,,,
761,PT00M19.00S,2025-11-17T03:33:24.7Z,4,REGULAR,substitution,out,[],1641729,,,1610612762,126,127,2025-11-17T03:33:27Z,7550000,False,,,0,,SUB out: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
762,PT00M19.00S,2025-11-17T03:33:24.7Z,4,REGULAR,substitution,in,[],1629004,,,1610612762,126,127,2025-11-17T03:33:27Z,7560000,False,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
763,PT00M19.00S,2025-11-17T03:33:24.7Z,4,REGULAR,substitution,out,[],203994,,,1610612762,126,127,2025-11-17T03:33:38Z,7570000,False,,,0,,SUB out: J. Nurkić,[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
764,PT00M19.00S,2025-11-17T03:33:24.7Z,4,REGULAR,substitution,in,[],1642271,,,1610612762,126,127,2025-11-17T03:33:38Z,7580000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
765,PT00M19.00S,2025-11-17T03:33:52.8Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1628374,,,1610612762,127,127,2025-11-17T03:33:52Z,7590000,False,,,0,,L. Markkanen Free Throw 2 of 2 (43 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,Made,43.0,,,,,,,,,,,,,,,,
766,PT00M19.00S,2025-11-17T03:34:00.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612741,127,127,2025-11-17T03:34:00Z,7600000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,PT00M04.40S,2025-11-17T03:35:49.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,10.068988173455978,48.529411764705884,1610612741,127,127,2025-11-17T03:42:10Z,7610000,False,7.0,42.0,1,left,MISS J. Giddey driving finger roll Layup,[1630581],1610612741.0,CHI,driving finger roll,,,Giddey,J. Giddey,,,,,,Restricted Area,0-8 Center,4.27,Missed,,,,,,,,,,,,,,,,,
768,PT00M03.70S,2025-11-17T03:35:50.2Z,4,REGULAR,rebound,offensive,[],1630581,,,1610612741,127,127,2025-11-17T03:38:37Z,7620000,False,,,0,,J. Giddey REBOUND (Off:2 Def:7),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,Restricted Area,0-8 Center,,,,,,,767.0,9.0,7.0,2.0,,,,,,,,,
769,PT00M03.70S,2025-11-17T03:35:52.8Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630581,5.590000152587891,50.0,1610612741,127,127,2025-11-17T03:38:25Z,7622500,False,0.0,0.0,1,left,MISS J. Giddey tip Layup,[1630581],1610612741.0,CHI,tip,,,Giddey,J. Giddey,,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,
770,PT00M03.70S,2025-11-17T03:35:52.8Z,4,REGULAR,rebound,defensive,[],1642271,,,1610612762,127,127,2025-11-17T03:38:25Z,7623750,False,,,0,,K. Filipowski REBOUND (Off:1 Def:8),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,Restricted Area,0-8 Center,,,,,,,769.0,9.0,8.0,1.0,,,,,,,,,
771,PT00M03.20S,2025-11-17T03:36:02.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612762,127,127,2025-11-17T03:38:25Z,7625000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,PT00M03.20S,2025-11-17T03:37:42.7Z,4,REGULAR,substitution,out,[],1629632,,,1610612762,127,127,2025-11-17T03:37:44Z,7660000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
773,PT00M03.20S,2025-11-17T03:37:42.7Z,4,REGULAR,substitution,in,[],1630172,,,1610612762,127,127,2025-11-17T03:37:44Z,7670000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
774,PT00M03.20S,2025-11-17T03:37:42.7Z,4,REGULAR,substitution,out,[],1628989,,,1610612762,127,127,2025-11-17T03:37:48Z,7680000,False,,,0,,SUB out: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
775,PT00M03.20S,2025-11-17T03:37:42.7Z,4,REGULAR,substitution,in,[],1630171,,,1610612762,127,127,2025-11-17T03:37:48Z,7690000,False,,,0,,SUB in: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
776,PT00M00.20S,2025-11-17T03:37:58.8Z,4,REGULAR,2pt,Jump Shot,[],1641718,91.93495400788436,89.95098039215686,1610612762,127,127,2025-11-17T03:38:07Z,7700000,False,200.0,23.0,1,right,MISS K. George 20' Jump Shot,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,Mid-Range,16-24 Right,20.12,Missed,,,,,,,,,,,,,,,,,
777,PT00M00.20S,2025-11-17T03:37:58.8Z,4,REGULAR,rebound,defensive,[],1630171,,,1610612741,127,127,2025-11-17T03:38:07Z,7710000,False,,,0,,I. Okoro REBOUND (Off:3 Def:3),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,Mid-Range,16-24 Right,,,,,,,776.0,6.0,3.0,3.0,,,,,,,,,
778,PT00M00.00S,2025-11-17T03:38:08.0Z,4,REGULAR,period,end,[],0,,,1610612741,127,127,2025-11-17T03:38:08Z,7720000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,PT05M00.00S,2025-11-17T03:39:21.6Z,5,OVERTIME,substitution,out,['startperiod'],1629004,,,1610612741,127,127,2025-11-17T03:40:01Z,7730000,False,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
783,PT05M00.00S,2025-11-17T03:39:21.6Z,5,OVERTIME,substitution,out,['startperiod'],1642271,,,1610612741,127,127,2025-11-17T03:40:01Z,7740000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
784,PT05M00.00S,2025-11-17T03:39:21.6Z,5,OVERTIME,substitution,out,['startperiod'],1630172,,,1610612741,127,127,2025-11-17T03:40:01Z,7750000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
785,PT05M00.00S,2025-11-17T03:39:21.6Z,5,OVERTIME,substitution,in,['startperiod'],203994,,,1610612741,127,127,2025-11-17T03:40:01Z,7760000,False,,,0,,SUB in: J. Nurkić,[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
786,PT05M00.00S,2025-11-17T03:39:21.6Z,5,OVERTIME,substitution,in,['startperiod'],1641729,,,1610612741,127,127,2025-11-17T03:40:01Z,7770000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
787,PT05M00.00S,2025-11-17T03:39:21.6Z,5,OVERTIME,substitution,in,['startperiod'],1628989,,,1610612741,127,127,2025-11-17T03:40:01Z,7780000,False,,,0,,SUB in: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
788,PT05M00.00S,2025-11-17T03:40:56.6Z,5,OVERTIME,period,start,[],0,,,0,127,127,2025-11-17T03:40:56Z,7790000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
