actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
19,PT10M38.00S,2025-11-22T03:13:47.3Z,1,REGULAR,freethrow,2 of 2,[],1628392,,,1610612760,7,4,2025-11-22T03:13:47Z,180000,False,,,0,,I. Hartenstein Free Throw 2 of 2 (2 PTS),[1628392],1610612760.0,OKC,,,,,,,,,,Made,2.0,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,
20,PT10M26.00S,2025-11-22T03:14:03.7Z,1,REGULAR,foul,personal,['2freethrow'],1629652,,,1610612762,7,4,2025-11-22T03:14:09Z,190000,False,,,0,,L. Dort shooting personal FOUL (1 PF) (Markkanen 2 FT),"[1629652, 1628374]",1610612760.0,OKC,shooting,,,,,,Restricted Area,0-8 Center,,,,Dort,L. Dort,,,,,,,,2882.0,1.0,0.0,Markkanen,1628374.0,,,,,,
22,PT10M26.00S,2025-11-22T03:14:29.6Z,1,REGULAR,freethrow,1 of 2,[],1628374,,,1610612762,8,4,2025-11-22T03:14:29Z,210000,False,,,0,,L. Markkanen Free Throw 1 of 2 (4 PTS),[1628374],1610612762.0,UTA,,,,,,,,,,Made,4.0,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,
23,PT10M26.00S,2025-11-22T03:14:45.3Z,1,REGULAR,freethrow,2 of 2,[],1628374,,,1610612762,9,4,2025-11-22T03:14:45Z,220000,False,,,0,,L. Markkanen Free Throw 2 of 2 (5 PTS),[1628374],1610612762.0,UTA,,,,,,,,,,Made,5.0,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,
24,PT10M07.00S,2025-11-22T03:15:05.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631096,12.171484888304862,50.98039215686274,1610612760,9,6,2025-11-22T03:15:11Z,230000,False,-5.0,62.0,1,left,C. Holmgren 6' turnaround Jump Shot (4 PTS) (I. Hartenstein 2 AST),"[1631096, 1628392]",1610612760.0,OKC,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,6.21,Made,4.0,Holmgren,C. Holmgren,I. Hartenstein,1628392.0,2.0,,,,,,,,,,,,,,,
26,PT09M39.00S,2025-11-22T03:15:34.0Z,1,REGULAR,foul,personal,['3freethrow'],1641717,,,1610612762,9,6,2025-11-22T03:19:36Z,250000,False,,,0,,C. Wallace shooting personal FOUL (1 PF) (Markkanen 3 FT),"[1641717, 1628374]",1610612760.0,OKC,shooting,,,,,,Above the Break 3,24+ Right,,,,Wallace,C. Wallace,,,,,,,,2882.0,1.0,0.0,Markkanen,1628374.0,,,,,,
28,PT09M39.00S,2025-11-22T03:16:00.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,9,6,2025-11-22T03:16:00Z,270000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M39.00S,2025-11-22T03:19:01.5Z,1,REGULAR,freethrow,1 of 3,[],1628374,,,1610612762,10,6,2025-11-22T03:19:40Z,290000,False,,,0,,L. Markkanen Free Throw 1 of 3 (6 PTS),[1628374],1610612762.0,UTA,,,,,,,,,,Made,6.0,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,
31,PT09M39.00S,2025-11-22T03:19:01.5Z,1,REGULAR,freethrow,2 of 3,[],1628374,,,1610612762,11,6,2025-11-22T03:19:40Z,300000,False,,,0,,L. Markkanen Free Throw 2 of 3 (7 PTS),[1628374],1610612762.0,UTA,,,,,,,,,,Made,7.0,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,
32,PT09M39.00S,2025-11-22T03:19:01.5Z,1,REGULAR,freethrow,3 of 3,[],1628374,,,1610612762,12,6,2025-11-22T03:19:40Z,310000,False,,,0,,L. Markkanen Free Throw 3 of 3 (8 PTS),[1628374],1610612762.0,UTA,,,,,,,,,,Made,8.0,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,
33,PT09M29.00S,2025-11-22T03:19:42.0Z,1,REGULAR,turnover,lost ball,[],1628392,,,1610612760,12,6,2025-11-22T03:19:49Z,320000,False,,,0,,I. Hartenstein lost ball TURNOVER (1 TO),"[1628392, 1642846]",1610612760.0,OKC,,,,,,,Mid-Range,16-24 Center,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,1.0,Bailey,1642846.0,,,
34,PT09M29.00S,2025-11-22T03:19:42.0Z,1,REGULAR,steal,,[],1642846,,,1610612762,12,6,2025-11-22T03:19:43Z,330000,False,,,0,,A. Bailey STEAL (1 STL),[1642846],1610612762.0,UTA,,,,,,,Mid-Range,16-24 Center,,,,Bailey,A. Bailey,,,,,,,,,,,,,,,,,,
35,PT09M17.00S,2025-11-22T03:19:54.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1641718,91.67214191852825,41.17647058823529,1610612762,14,6,2025-11-22T03:19:58Z,340000,False,-44.0,26.0,1,right,K. George cutting DUNK (4 PTS) (J. Nurkić 1 AST),"[1641718, 203994]",1610612762.0,UTA,cutting,,,,,,In The Paint (Non-RA),0-8 Center,5.11,Made,4.0,George,K. George,J. Nurkić,203994.0,1.0,,,,,,,,,,,,,,,
37,PT08M59.00S,2025-11-22T03:20:11.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631096,16.90210249671485,40.931372549019606,1610612760,14,6,2025-11-22T03:20:16Z,360000,False,45.0,106.0,1,left,MISS C. Holmgren 11' pullup Shot,[1631096],1610612760.0,OKC,pullup,,,,,,In The Paint (Non-RA),8-16 Center,11.56,Missed,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,
38,PT08M56.00S,2025-11-22T03:20:14.4Z,1,REGULAR,rebound,defensive,[],1629004,,,1610612762,14,6,2025-11-22T03:20:16Z,370000,False,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:2),[1629004],1610612762.0,UTA,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Mykhailiuk,S. Mykhailiuk,,,,37.0,2.0,2.0,0.0,,,,,,,,,,,
39,PT08M48.00S,2025-11-22T03:20:22.7Z,1,REGULAR,turnover,bad pass,[],1629004,,,1610612762,14,6,2025-11-22T03:20:26Z,380000,False,,,0,,S. Mykhailiuk bad pass TURNOVER (1 TO),"[1629004, 1641717]",1610612762.0,UTA,,,,,,,Above the Break 3,24+ Center,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,1.0,Wallace,1641717.0,,,
40,PT08M48.00S,2025-11-22T03:20:22.7Z,1,REGULAR,steal,,[],1641717,,,1610612760,14,6,2025-11-22T03:20:24Z,390000,False,,,0,,C. Wallace STEAL (1 STL),[1641717],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Center,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,
41,PT08M44.00S,2025-11-22T03:20:29.3Z,1,REGULAR,foul,personal,['2freethrow'],1629004,,,1610612760,14,6,2025-11-22T03:20:37Z,400000,False,,,0,,S. Mykhailiuk shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1629004, 1628983]",1610612762.0,UTA,shooting,,,,,,Mid-Range,8-16 Right,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,1628951.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,
43,PT08M44.00S,2025-11-22T03:20:56.9Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628983,,,1610612760,14,7,2025-11-22T03:21:14Z,420000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (1 PTS),[1628983],1610612760.0,OKC,,,,,,,,,,Made,1.0,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,
44,PT08M44.00S,2025-11-22T03:20:56.9Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628983,,,1610612760,14,7,2025-11-22T03:21:14Z,430000,False,,,0,,MISS S. Gilgeous-Alexander Free Throw 2 of 2,[1628983],1610612760.0,OKC,,,,,,,,,,Missed,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,
45,PT08M42.00S,2025-11-22T03:20:58.9Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,14,7,2025-11-22T03:21:14Z,440000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612762.0,UTA,,,,,,,,,,,,Markkanen,L. Markkanen,,,,44.0,1.0,1.0,0.0,,,,,,,,,,,
46,PT08M23.00S,2025-11-22T03:21:33.2Z,1,REGULAR,2pt,Layup,[],203994,87.91064388961892,31.809129901960787,1610612762,14,7,2025-11-22T03:22:01Z,450000,False,-91.0,61.0,1,right,MISS J. Nurkić 10' driving Layup,[203994],1610612762.0,UTA,driving,,,,,,Mid-Range,8-16 Left,10.96,Missed,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,
47,PT08M20.00S,2025-11-22T03:21:36.2Z,1,REGULAR,rebound,offensive,[],203994,,,1610612762,14,7,2025-11-22T03:21:37Z,460000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:0),[203994],1610612762.0,UTA,,,,,,,In The Paint (Non-RA),8-16 Left,,,,Nurkić,J. Nurkić,,,,46.0,1.0,0.0,1.0,,,,,,,,,,,
49,PT08M20.00S,2025-11-22T03:21:36.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203994,86.28449408672799,46.81372549019608,1610612762,16,7,2025-11-22T03:21:41Z,480000,False,-16.0,76.0,1,right,J. Nurkić 7' turnaround Hook (2 PTS),[203994],1610612762.0,UTA,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,7.8,Made,2.0,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,
50,PT08M02.00S,2025-11-22T03:21:53.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631096,14.011169513797633,50.73529411764706,1610612760,16,7,2025-11-22T03:21:58Z,490000,False,-4.0,79.0,1,left,MISS C. Holmgren 7' floating Shot,[1631096],1610612760.0,OKC,floating,,,,,,In The Paint (Non-RA),0-8 Center,7.93,Missed,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,
51,PT08M00.00S,2025-11-22T03:21:55.6Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,16,7,2025-11-22T03:21:58Z,500000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:2),[1628374],1610612762.0,UTA,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Markkanen,L. Markkanen,,,,50.0,2.0,2.0,0.0,,,,,,,,,,,
52,PT07M54.00S,2025-11-22T03:22:01.4Z,1,REGULAR,3pt,Jump Shot,[],1641718,67.62483574244416,55.63725490196079,1610612762,16,7,2025-11-22T03:22:06Z,510000,False,28.0,252.0,1,right,MISS K. George 25' step back 3PT,[1641718],1610612762.0,UTA,step back,,,,,,Above the Break 3,24+ Center,25.34,Missed,,George,K. George,,,,,,,,,,,,,,,,,,
53,PT07M51.00S,2025-11-22T03:22:04.8Z,1,REGULAR,rebound,offensive,[],1628374,,,1610612762,16,7,2025-11-22T03:22:04Z,520000,False,,,0,,L. Markkanen REBOUND (Off:1 Def:2),[1628374],1610612762.0,UTA,,,,,,,Above the Break 3,24+ Center,,,,Markkanen,L. Markkanen,,,,52.0,3.0,2.0,1.0,,,,,,,,,,,
55,PT07M48.00S,2025-11-22T03:22:23.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1642846,74.19513797634691,55.88235294117647,1610612762,18,7,2025-11-22T03:22:27Z,540000,False,29.0,190.0,1,right,A. Bailey 19' pullup Jump Shot (2 PTS) (K. George 2 AST),"[1642846, 1641718]",1610612762.0,UTA,pullup,,,,,,Mid-Range,16-24 Center,19.24,Made,2.0,Bailey,A. Bailey,K. George,1641718.0,2.0,,,,,,,,,,,,,,,
57,PT07M34.00S,2025-11-22T03:22:37.8Z,1,REGULAR,turnover,bad pass,[],1628983,,,1610612760,18,7,2025-11-22T03:22:43Z,560000,False,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (1 TO),"[1628983, 1629004]",1610612760.0,OKC,,,,,,,Above the Break 3,24+ Right Center,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,1.0,Mykhailiuk,1629004.0,,,
58,PT07M34.00S,2025-11-22T03:22:37.8Z,1,REGULAR,steal,,[],1629004,,,1610612762,18,7,2025-11-22T03:22:39Z,570000,False,,,0,,S. Mykhailiuk STEAL (1 STL),[1629004],1610612762.0,UTA,,,,,,,Above the Break 3,24+ Right Center,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,
59,PT07M30.00S,2025-11-22T03:22:41.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629004,89.83245729303549,42.15686274509804,1610612762,18,7,2025-11-22T03:22:52Z,580000,False,-39.0,43.0,1,right,MISS S. Mykhailiuk running DUNK,[1629004],1610612762.0,UTA,running,,,,,,In The Paint (Non-RA),0-8 Center,5.83,Missed,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,
60,PT07M30.00S,2025-11-22T03:22:45.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,18,7,2025-11-22T03:22:45Z,590000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,59.0,,,,,,,,,,,,,,
61,PT07M30.00S,2025-11-22T03:22:46.4Z,1,REGULAR,foul,personal,[],1641718,,,1610612760,18,7,2025-11-22T03:23:03Z,600000,False,,,0,,K. George loose ball personal FOUL (1 PF),"[1641718, 1628983]",1610612762.0,UTA,loose ball,,,,,,Restricted Area,0-8 Center,,,,George,K. George,,,,,,,,1628951.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,
63,PT07M30.00S,2025-11-22T03:22:55.7Z,1,REGULAR,substitution,out,[],203994,,,1610612760,18,7,2025-11-22T03:23:20Z,620000,False,,,0,,SUB out: J. Nurkić,[203994],1610612762.0,UTA,,,,,,,,,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,
64,PT07M30.00S,2025-11-22T03:22:55.7Z,1,REGULAR,substitution,out,[],1641717,,,1610612760,18,7,2025-11-22T03:23:20Z,630000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,,,,,,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,
65,PT07M30.00S,2025-11-22T03:22:55.7Z,1,REGULAR,substitution,out,[],1628392,,,1610612760,18,7,2025-11-22T03:23:20Z,640000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612760.0,OKC,,,,,,,,,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,
66,PT07M30.00S,2025-11-22T03:22:55.7Z,1,REGULAR,substitution,in,[],201567,,,1610612760,18,7,2025-11-22T03:23:20Z,650000,False,,,0,,SUB in: K. Love,[201567],1610612762.0,UTA,,,,,,,,,,,,Love,K. Love,,,,,,,,,,,,,,,,,,
67,PT07M30.00S,2025-11-22T03:22:55.7Z,1,REGULAR,substitution,in,[],1630198,,,1610612760,18,7,2025-11-22T03:23:20Z,660000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,,,,,,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,
68,PT07M30.00S,2025-11-22T03:22:55.7Z,1,REGULAR,substitution,in,[],1631119,,,1610612760,18,7,2025-11-22T03:23:20Z,670000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,,,,,,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,
69,PT07M19.00S,2025-11-22T03:23:38.5Z,1,REGULAR,3pt,Jump Shot,[],1630198,29.77989487516426,79.16666666666666,1610612760,18,10,2025-11-22T03:23:44Z,680000,False,-146.0,227.0,1,left,I. Joe 27' 3PT  (3 PTS) (J. Williams 1 AST),"[1630198, 1631119]",1610612760.0,OKC,,,,,,,Above the Break 3,24+ Left Center,27.01,Made,3.0,Joe,I. Joe,J. Williams,1631119.0,1.0,,,,,,,,,,,,,,,
71,PT07M06.00S,2025-11-22T03:23:53.6Z,1,REGULAR,2pt,Jump Shot,[],1641718,92.46057818659659,75.49019607843137,1610612762,20,10,2025-11-22T03:24:36Z,700000,False,127.0,18.0,1,right,K. George 12' driving floating Jump Shot (6 PTS) (A. Bailey 1 AST),"[1641718, 1642846]",1610612762.0,UTA,driving floating,,,,,,Mid-Range,8-16 Right,12.88,Made,6.0,George,K. George,A. Bailey,1642846.0,1.0,,,,,,,,,,,,,,,
73,PT07M06.00S,2025-11-22T03:23:56.7Z,1,REGULAR,foul,personal,['1freethrow'],1630198,,,1610612762,20,10,2025-11-22T03:24:11Z,720000,False,,,0,,I. Joe shooting personal FOUL (1 PF) (George 1 FT),"[1630198, 1641718]",1610612760.0,OKC,shooting,,,,,,Mid-Range,8-16 Right,,,,Joe,I. Joe,,,,,,,,1628951.0,1.0,0.0,George,1641718.0,,,,,,
75,PT07M06.00S,2025-11-22T03:24:13.2Z,1,REGULAR,substitution,out,[],1642846,,,1610612762,20,10,2025-11-22T03:24:36Z,740000,False,,,0,,SUB out: A. Bailey,[1642846],1610612762.0,UTA,,,,,,,,,,,,Bailey,A. Bailey,,,,,,,,,,,,,,,,,,
76,PT07M06.00S,2025-11-22T03:24:13.2Z,1,REGULAR,substitution,in,[],1642262,,,1610612762,20,10,2025-11-22T03:24:36Z,750000,False,,,0,,SUB in: C. Williams,[1642262],1610612762.0,UTA,,,,,,,,,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,
77,PT07M06.00S,2025-11-22T03:24:33.6Z,1,REGULAR,freethrow,1 of 1,[],1641718,,,1610612762,21,10,2025-11-22T03:24:33Z,760000,False,,,0,,K. George Free Throw 1 of 1 (7 PTS),[1641718],1610612762.0,UTA,,,,,,,,,,Made,7.0,George,K. George,,,,,,,,,,,,,,,,,,
78,PT06M55.00S,2025-11-22T03:24:46.7Z,1,REGULAR,foul,personal,['2freethrow'],1629004,,,1610612760,21,10,2025-11-22T03:25:02Z,770000,False,,,0,,S. Mykhailiuk shooting personal FOUL (2 PF) (Gilgeous-Alexander 2 FT),"[1629004, 1628983]",1610612762.0,UTA,shooting,,,,,,Mid-Range,8-16 Left,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,1628951.0,2.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,
81,PT06M55.00S,2025-11-22T03:26:32.5Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,21,11,2025-11-22T03:26:32Z,800000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (2 PTS),[1628983],1610612760.0,OKC,,,,,,,,,,Made,2.0,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,
82,PT06M55.00S,2025-11-22T03:26:33.2Z,1,REGULAR,substitution,out,[],1631096,,,1610612760,21,11,2025-11-22T03:26:39Z,810000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,,,,,,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,
83,PT06M55.00S,2025-11-22T03:26:33.2Z,1,REGULAR,substitution,in,[],1642382,,,1610612760,21,11,2025-11-22T03:26:39Z,820000,False,,,0,,SUB in: B. Carlson,[1642382],1610612760.0,OKC,,,,,,,,,,,,Carlson,B. Carlson,,,,,,,,,,,,,,,,,,
84,PT06M55.00S,2025-11-22T03:26:48.7Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,21,12,2025-11-22T03:26:48Z,830000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (3 PTS),[1628983],1610612760.0,OKC,,,,,,,,,,Made,3.0,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,
85,PT06M45.00S,2025-11-22T03:27:00.9Z,1,REGULAR,3pt,Jump Shot,[],1642262,93.9060446780552,95.58823529411765,1610612762,21,12,2025-11-22T03:27:05Z,840000,False,228.0,5.0,1,right,MISS C. Williams 3PT,[1642262],1610612762.0,UTA,,,,,,,Right Corner 3,24+ Right,22.8,Missed,,Williams,C. Williams,,,,,,,,,,,,,,,,,,
86,PT06M42.00S,2025-11-22T03:27:03.9Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,21,12,2025-11-22T03:27:05Z,850000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631119],1610612760.0,OKC,,,,,,,Right Corner 3,24+ Right,,,,Williams,J. Williams,,,,85.0,1.0,1.0,0.0,,,,,,,,,,,
87,PT06M30.00S,2025-11-22T03:27:16.2Z,1,REGULAR,3pt,Jump Shot,[],1642382,26.363337713534822,16.666666666666664,1610612760,21,12,2025-11-22T03:27:22Z,860000,False,167.0,195.0,1,left,MISS B. Carlson 25' 3PT,[1642382],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Right Center,25.68,Missed,,Carlson,B. Carlson,,,,,,,,,,,,,,,,,,
88,PT06M25.00S,2025-11-22T03:27:21.2Z,1,REGULAR,rebound,defensive,[],1641718,,,1610612762,21,12,2025-11-22T03:27:22Z,870000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1641718],1610612762.0,UTA,,,,,,,Above the Break 3,24+ Right Center,,,,George,K. George,,,,87.0,1.0,1.0,0.0,,,,,,,,,,,
89,PT06M23.00S,2025-11-22T03:27:22.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201567,72.48685939553219,16.911764705882355,1610612762,24,12,2025-11-22T03:28:31Z,880000,False,-165.0,206.0,1,right,K. Love 26' 3PT running (3 PTS) (K. George 3 AST),"[201567, 1641718]",1610612762.0,UTA,running,,,,,,Above the Break 3,24+ Left Center,26.43,Made,3.0,Love,K. Love,K. George,1641718.0,3.0,,,,,,,,,,,,,,,
