actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
420,PT06M33.00S,2026-01-11T04:03:25.7Z,3,REGULAR,turnover,bad pass,[],1630163,,,1610612766,53,92,2026-01-11T04:03:28Z,4110000,False,,,0,,L. Ball bad pass TURNOVER (4 TO),"[1630163, 1642383]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,4.0,,,,,Clayton Jr.,1642383.0
421,PT06M33.00S,2026-01-11T04:03:25.7Z,3,REGULAR,steal,,[],1642383,,,1610612762,53,92,2026-01-11T04:03:27Z,4120000,False,,,0,,W. Clayton Jr. STEAL (1 STL),[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,
422,PT06M23.00S,2026-01-11T04:03:35.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642271,92.59198423127464,54.90196078431373,1610612762,53,92,2026-01-11T04:03:39Z,4130000,False,25.0,17.0,1,right,MISS K. Filipowski driving Layup,[1642271],1610612762.0,UTA,driving,,,Filipowski,K. Filipowski,,,,,,Restricted Area,0-8 Center,2.99,Missed,,,,,,,,,,,,,,,,,
423,PT06M22.00S,2026-01-11T04:03:36.5Z,3,REGULAR,rebound,offensive,[],1642271,,,1610612762,53,92,2026-01-11T04:20:36Z,4140000,False,,,0,,K. Filipowski REBOUND (Off:3 Def:4),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,Restricted Area,0-8 Center,,,,,,,422.0,7.0,4.0,3.0,,,,,,,,,
526,PT06M22.00S,2026-01-11T04:03:39.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642271,92.59198423127464,49.01960784313725,1610612762,53,92,2026-01-11T04:20:40Z,4145000,False,-5.0,17.0,1,right,MISS K. Filipowski tip Layup,[1642271],1610612762.0,UTA,tip,,,Filipowski,K. Filipowski,,,,,,Restricted Area,0-8 Center,1.78,Missed,,,,,,,,,,,,,,,,,
527,PT06M22.00S,2026-01-11T04:03:39.8Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,53,92,2026-01-11T04:20:40Z,4147500,False,,,0,,M. Bridges REBOUND (Off:0 Def:7),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Restricted Area,0-8 Center,,,,,,,526.0,7.0,7.0,0.0,,,,,,,,,
424,PT06M14.00S,2026-01-11T04:03:44.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1641706,24.26084099868594,13.970588235294118,1610612766,53,92,2026-01-11T04:04:42Z,4150000,False,180.0,176.0,1,left,MISS B. Miller 25' running 3PT,[1641706],1610612766.0,CHA,running,,,Miller,B. Miller,,,,,,Above the Break 3,24+ Right Center,25.15,Missed,,,,,,,,,,,,,,,,,
425,PT06M13.00S,2026-01-11T04:03:45.1Z,3,REGULAR,rebound,offensive,[],1631217,,,1610612766,53,92,2026-01-11T04:03:49Z,4160000,False,,,0,,M. Diabaté REBOUND (Off:5 Def:4),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,Above the Break 3,24+ Right Center,,,,,,,424.0,9.0,4.0,5.0,,,,,,,,,
426,PT06M13.00S,2026-01-11T04:03:48.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631217,5.590000152587891,50.0,1610612766,53,94,2026-01-11T04:03:48Z,4170000,False,0.0,0.0,1,left,M. Diabaté tip Layup (7 PTS),[1631217],1610612766.0,CHA,tip,,,Diabaté,M. Diabaté,,,,,,Mid-Range,8-16 Left,0.0,Made,7.0,,,,,,,,,,,,,,,,
427,PT06M13.00S,2026-01-11T04:03:49.1Z,3,REGULAR,foul,personal,['1freethrow'],1641707,,,1610612766,53,94,2026-01-11T04:04:04Z,4180000,False,,,0,,T. Hendricks shooting personal FOUL (1 PF) (Diabaté 1 FT),"[1641707, 1631217]",1610612762.0,UTA,shooting,,,Hendricks,T. Hendricks,,,,,1627534.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Diabaté,1631217.0,,
429,PT06M13.00S,2026-01-11T04:04:17.1Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1631217,,,1610612766,53,95,2026-01-11T04:04:17Z,4200000,False,,,0,,M. Diabaté Free Throw 1 of 1 (8 PTS),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,
430,PT05M59.00S,2026-01-11T04:04:33.1Z,3,REGULAR,3pt,Jump Shot,[],1641707,94.03745072273325,94.6078431372549,1610612762,53,95,2026-01-11T04:04:38Z,4210000,False,223.0,4.0,1,right,MISS T. Hendricks 3PT,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,Right Corner 3,24+ Right,22.3,Missed,,,,,,,,,,,,,,,,,
431,PT05M56.00S,2026-01-11T04:04:36.1Z,3,REGULAR,rebound,defensive,[],1630163,,,1610612766,53,95,2026-01-11T04:04:38Z,4220000,False,,,0,,L. Ball REBOUND (Off:0 Def:5),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,Right Corner 3,24+ Right,,,,,,,430.0,5.0,5.0,0.0,,,,,,,,,
432,PT05M51.00S,2026-01-11T04:04:40.4Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1641706,4.5499342969776615,42.15686274509804,1610612766,53,95,2026-01-11T04:05:54Z,4230000,False,39.0,-10.0,1,left,MISS B. Miller running alley-oop DUNK,[1641706],1610612766.0,CHA,running alley-oop,,,Miller,B. Miller,,,,,,Restricted Area,0-8 Center,4.04,Missed,,,,,,,,,,,,,,,,,
433,PT05M51.00S,2026-01-11T04:04:40.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612762,53,95,2026-01-11T04:04:45Z,4240000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,432.0,,,,,,,,,,,,
434,PT05M51.00S,2026-01-11T04:04:46.3Z,3,REGULAR,foul,personal,[],1641706,,,1610612762,53,95,2026-01-11T04:05:01Z,4250000,False,,,0,,B. Miller loose ball personal FOUL (4 PF),"[1641706, 1642383]",1610612766.0,CHA,loose ball,,,Miller,B. Miller,,,,,1627526.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,4.0,0.0,Clayton Jr.,1642383.0,,
436,PT05M51.00S,2026-01-11T04:04:51.0Z,3,REGULAR,substitution,out,[],1641707,,,1610612762,53,95,2026-01-11T04:05:00Z,4270000,False,,,0,,SUB out: T. Hendricks,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT05M51.00S,2026-01-11T04:04:51.0Z,3,REGULAR,substitution,out,[],1628970,,,1610612762,53,95,2026-01-11T04:05:00Z,4280000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT05M51.00S,2026-01-11T04:04:51.0Z,3,REGULAR,substitution,out,[],1631217,,,1610612762,53,95,2026-01-11T04:05:00Z,4290000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT05M51.00S,2026-01-11T04:04:51.0Z,3,REGULAR,substitution,in,[],203937,,,1610612762,53,95,2026-01-11T04:05:00Z,4300000,False,,,0,,SUB in: K. Anderson,[203937],1610612762.0,UTA,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT05M51.00S,2026-01-11T04:04:51.0Z,3,REGULAR,substitution,in,[],1629684,,,1610612762,53,95,2026-01-11T04:05:00Z,4310000,False,,,0,,SUB in: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT05M51.00S,2026-01-11T04:04:51.0Z,3,REGULAR,substitution,in,[],1641750,,,1610612762,53,95,2026-01-11T04:05:00Z,4320000,False,,,0,,SUB in: R. Kalkbrenner,[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT05M40.00S,2026-01-11T04:05:14.5Z,3,REGULAR,3pt,Jump Shot,[],203937,89.83245729303549,94.85294117647058,1610612762,53,95,2026-01-11T04:05:19Z,4330000,False,224.0,43.0,1,right,MISS K. Anderson 3PT,[203937],1610612762.0,UTA,,,,Anderson,K. Anderson,,,,,,Right Corner 3,24+ Right,22.84,Missed,,,,,,,,,,,,,,,,,
443,PT05M37.00S,2026-01-11T04:05:17.5Z,3,REGULAR,rebound,defensive,[],1641706,,,1610612766,53,95,2026-01-11T04:05:19Z,4340000,False,,,0,,B. Miller REBOUND (Off:1 Def:3),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,Right Corner 3,24+ Right,,,,,,,442.0,4.0,3.0,1.0,,,,,,,,,
444,PT05M19.00S,2026-01-11T04:05:39.2Z,3,REGULAR,foul,personal,[],1642271,,,1610612766,53,95,2026-01-11T04:05:44Z,4350000,False,,,0,,K. Filipowski personal FOUL (3 PF),"[1642271, 1629684]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,202026.0,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,3.0,0.0,Williams,1629684.0,,
446,PT05M19.00S,2026-01-11T04:05:55.9Z,3,REGULAR,substitution,out,[],1641706,,,1610612766,53,95,2026-01-11T04:05:59Z,4370000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT05M19.00S,2026-01-11T04:05:55.9Z,3,REGULAR,substitution,in,[],1630182,,,1610612766,53,95,2026-01-11T04:05:59Z,4380000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT05M06.00S,2026-01-11T04:06:17.7Z,3,REGULAR,turnover,lost ball,[],1630163,,,1610612766,53,95,2026-01-11T04:06:22Z,4390000,False,,,0,,L. Ball lost ball TURNOVER (5 TO),"[1630163, 1642271]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,5.0,,,,,Filipowski,1642271.0
449,PT05M06.00S,2026-01-11T04:06:17.7Z,3,REGULAR,steal,,[],1642271,,,1610612762,53,95,2026-01-11T04:06:19Z,4400000,False,,,0,,K. Filipowski STEAL (1 STL),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,
450,PT05M02.00S,2026-01-11T04:06:21.7Z,3,REGULAR,turnover,lost ball,[],1642271,,,1610612762,53,95,2026-01-11T04:06:25Z,4410000,False,,,0,,K. Filipowski lost ball TURNOVER (1 TO),"[1642271, 1642883]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,,,,,James,1642883.0
451,PT05M02.00S,2026-01-11T04:06:21.7Z,3,REGULAR,steal,,[],1642883,,,1610612766,53,95,2026-01-11T04:21:06Z,4420000,False,,,0,,S. James STEAL (1 STL),[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
452,PT04M57.00S,2026-01-11T04:06:26.6Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629684,24.26084099868594,12.990196078431374,1610612766,53,98,2026-01-11T04:06:31Z,4430000,False,185.0,176.0,1,left,G. Williams 25' 3PT running (9 PTS) (L. Ball 5 AST),"[1629684, 1630163]",1610612766.0,CHA,running,,,Williams,G. Williams,,,,,,Above the Break 3,24+ Right Center,25.51,Made,9.0,L. Ball,1630163.0,5.0,,,,,,,,,,,,,
454,PT04M41.00S,2026-01-11T04:06:45.5Z,3,REGULAR,foul,personal,['2freethrow'],1630163,,,1610612762,53,98,2026-01-11T04:06:50Z,4450000,False,,,0,,L. Ball shooting personal FOUL (3 PF) (Clayton Jr. 2 FT),"[1630163, 1642383]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,1627526.0,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,3.0,0.0,Clayton Jr.,1642383.0,,
456,PT04M41.00S,2026-01-11T04:07:04.4Z,3,REGULAR,timeout,full,['team'],0,,,1610612762,53,98,2026-01-11T04:07:04Z,4470000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT04M41.00S,2026-01-11T04:08:48.1Z,3,REGULAR,substitution,out,[],1630163,,,1610612762,53,98,2026-01-11T04:09:09Z,4490000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT04M41.00S,2026-01-11T04:08:48.1Z,3,REGULAR,substitution,in,[],1629012,,,1610612762,53,98,2026-01-11T04:09:09Z,4500000,False,,,0,,SUB in: C. Sexton,[1629012],1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT04M41.00S,2026-01-11T04:09:33.2Z,3,REGULAR,freethrow,1 of 2,[],1642383,,,1610612762,54,98,2026-01-11T04:09:33Z,4510000,False,,,0,,W. Clayton Jr. Free Throw 1 of 2 (1 PTS),[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
461,PT04M41.00S,2026-01-11T04:09:49.0Z,3,REGULAR,freethrow,2 of 2,[],1642383,,,1610612762,55,98,2026-01-11T04:09:49Z,4520000,False,,,0,,W. Clayton Jr. Free Throw 2 of 2 (2 PTS),[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,
462,PT04M31.00S,2026-01-11T04:10:01.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1641750,7.046649145860711,53.92156862745098,1610612766,55,100,2026-01-11T04:10:33Z,4530000,False,-20.0,14.0,1,left,R. Kalkbrenner alley-oop DUNK (6 PTS) (C. Sexton 2 AST),"[1641750, 1629012]",1610612766.0,CHA,alley-oop,,,Kalkbrenner,R. Kalkbrenner,,,,,,Restricted Area,0-8 Center,2.39,Made,6.0,C. Sexton,1629012.0,2.0,,,,,,,,,,,,,
464,PT04M21.00S,2026-01-11T04:10:11.2Z,3,REGULAR,turnover,bad pass,[],1642383,,,1610612762,55,100,2026-01-11T04:10:15Z,4550000,False,,,0,,W. Clayton Jr. bad pass TURNOVER (2 TO),"[1642383, 1642883]",1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,,,,,James,1642883.0
465,PT04M21.00S,2026-01-11T04:10:11.2Z,3,REGULAR,steal,,[],1642883,,,1610612766,55,100,2026-01-11T04:10:13Z,4560000,False,,,0,,S. James STEAL (2 STL),[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
466,PT04M18.00S,2026-01-11T04:10:14.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629012,9.280551905387648,48.529411764705884,1610612766,55,102,2026-01-11T04:10:20Z,4570000,False,7.0,35.0,1,left,C. Sexton running Layup (9 PTS) (S. James 3 AST),"[1629012, 1642883]",1610612766.0,CHA,running,,,Sexton,C. Sexton,,,,,,Restricted Area,0-8 Center,3.55,Made,9.0,S. James,1642883.0,3.0,,,,,,,,,,,,,
468,PT03M51.00S,2026-01-11T04:10:40.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203937,90.62089356110381,41.17647058823529,1610612762,55,102,2026-01-11T04:11:40Z,4590000,False,-44.0,36.0,1,right,MISS K. Anderson driving Hook - blocked,"[203937, 1641750]",1610612762.0,UTA,driving,,,Anderson,K. Anderson,,,,,,In The Paint (Non-RA),0-8 Center,5.67,Missed,,,,,,,,,Kalkbrenner,1641750.0,,,,,,,
469,PT03M51.00S,2026-01-11T04:10:40.3Z,3,REGULAR,block,,[],1641750,,,1610612762,55,102,2026-01-11T04:10:42Z,4600000,False,,,0,,R. Kalkbrenner BLOCK (2 BLK),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
470,PT03M49.00S,2026-01-11T04:10:42.3Z,3,REGULAR,rebound,defensive,[],1629012,,,1610612766,55,102,2026-01-11T04:10:44Z,4610000,False,,,0,,C. Sexton REBOUND (Off:1 Def:3),[1629012],1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,468.0,4.0,3.0,1.0,,,,,,,,,
471,PT03M42.00S,2026-01-11T04:10:52.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642262,,,1610612766,55,102,2026-01-11T04:10:57Z,4620000,False,,,0,,C. Williams shooting personal FOUL (2 PF) (Sexton 2 FT),"[1642262, 1629012]",1610612762.0,UTA,shooting,,,Williams,C. Williams,,,,,1627526.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2.0,0.0,Sexton,1629012.0,,
473,PT03M42.00S,2026-01-11T04:11:27.7Z,3,REGULAR,freethrow,1 of 2,[],1629012,,,1610612766,55,103,2026-01-11T04:11:27Z,4640000,False,,,0,,C. Sexton Free Throw 1 of 2 (10 PTS),[1629012],1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,
474,PT03M42.00S,2026-01-11T04:11:28.5Z,3,REGULAR,substitution,out,[],1642271,,,1610612766,55,103,2026-01-11T04:11:33Z,4650000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT03M42.00S,2026-01-11T04:11:28.5Z,3,REGULAR,substitution,in,[],1641729,,,1610612766,55,103,2026-01-11T04:11:33Z,4660000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT03M42.00S,2026-01-11T04:11:53.2Z,3,REGULAR,freethrow,2 of 2,[],1629012,,,1610612766,55,104,2026-01-11T04:11:53Z,4670000,False,,,0,,C. Sexton Free Throw 2 of 2 (11 PTS),[1629012],1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,
477,PT03M32.00S,2026-01-11T04:12:06.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642268,89.17542706964521,63.970588235294116,1610612762,55,104,2026-01-11T04:12:10Z,4680000,False,70.0,49.0,1,right,MISS I. Collier 8' driving floating bank Shot,[1642268],1610612762.0,UTA,driving floating bank,,,Collier,I. Collier,,,,,,In The Paint (Non-RA),8-16 Right,8.55,Missed,,,,,,,,,,,,,,,,,
478,PT03M30.00S,2026-01-11T04:12:08.5Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612766,55,104,2026-01-11T04:12:10Z,4690000,False,,,0,,G. Williams REBOUND (Off:4 Def:3),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,477.0,7.0,3.0,4.0,,,,,,,,,
479,PT03M29.00S,2026-01-11T04:12:11.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641729,,,1610612766,55,104,2026-01-11T04:12:18Z,4700000,False,,,0,,B. Sensabaugh shooting personal FOUL (1 PF) (Sexton 2 FT),"[1641729, 1629012]",1610612762.0,UTA,shooting,,,Sensabaugh,B. Sensabaugh,,,,,202026.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,0.0,Sexton,1629012.0,,
481,PT03M29.00S,2026-01-11T04:12:38.5Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1629012,,,1610612766,55,105,2026-01-11T04:13:04Z,4720000,False,,,0,,C. Sexton Free Throw 1 of 2 (12 PTS),[1629012],1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,
482,PT03M29.00S,2026-01-11T04:12:39.3Z,3,REGULAR,substitution,out,[],1629684,,,1610612766,55,105,2026-01-11T04:12:46Z,4730000,False,,,0,,SUB out: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT03M29.00S,2026-01-11T04:12:39.3Z,3,REGULAR,substitution,in,[],1642275,,,1610612766,55,105,2026-01-11T04:12:46Z,4740000,False,,,0,,SUB in: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT03M29.00S,2026-01-11T04:12:38.5Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1629012,,,1610612766,55,105,2026-01-11T04:13:04Z,4750000,False,,,0,,MISS C. Sexton Free Throw 2 of 2,[1629012],1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
485,PT03M27.00S,2026-01-11T04:12:40.5Z,3,REGULAR,rebound,offensive,[],1642275,,,1610612766,55,105,2026-01-11T04:13:04Z,4760000,False,,,0,,T. Salaün REBOUND (Off:1 Def:0),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,484.0,1.0,0.0,1.0,,,,,,,,,
486,PT03M20.00S,2026-01-11T04:13:09.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630182,13.222733245729303,95.09803921568627,1610612766,55,105,2026-01-11T04:13:14Z,4770000,False,-225.0,72.0,1,left,MISS J. Green step back 3PT,[1630182],1610612766.0,CHA,step back,,,Green,J. Green,,,,,,Left Corner 3,24+ Left,23.67,Missed,,,,,,,,,,,,,,,,,
487,PT03M17.00S,2026-01-11T04:13:12.2Z,3,REGULAR,rebound,offensive,[],1641750,,,1610612766,55,105,2026-01-11T04:13:14Z,4780000,False,,,0,,R. Kalkbrenner REBOUND (Off:2 Def:3),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,Left Corner 3,24+ Left,,,,,,,486.0,5.0,3.0,2.0,,,,,,,,,
488,PT03M15.00S,2026-01-11T04:13:14.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1642275,7.835085413929041,3.1862745098039214,1610612766,55,108,2026-01-11T04:13:19Z,4790000,False,234.0,21.0,1,left,T. Salaün 3PT  (3 PTS) (S. James 4 AST),"[1642275, 1642883]",1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,Right Corner 3,24+ Right,23.5,Made,3.0,S. James,1642883.0,4.0,,,,,,,,,,,,,
490,PT02M54.00S,2026-01-11T04:13:35.0Z,3,REGULAR,3pt,Jump Shot,[],1641729,67.36202365308804,45.83333333333333,1610612762,55,108,2026-01-11T04:13:40Z,4810000,False,-21.0,254.0,1,right,MISS B. Sensabaugh 25' 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,Above the Break 3,24+ Center,25.51,Missed,,,,,,,,,,,,,,,,,
491,PT02M50.00S,2026-01-11T04:13:39.0Z,3,REGULAR,rebound,defensive,[],1642883,,,1610612766,55,108,2026-01-11T04:13:40Z,4820000,False,,,0,,S. James REBOUND (Off:1 Def:5),[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,Above the Break 3,24+ Center,,,,,,,490.0,6.0,5.0,1.0,,,,,,,,,
492,PT02M44.00S,2026-01-11T04:13:44.6Z,3,REGULAR,3pt,Jump Shot,[],1629012,27.151773981603156,78.67647058823529,1610612766,55,111,2026-01-11T04:13:48Z,4830000,False,-143.0,203.0,1,left,C. Sexton 24' 3PT  (15 PTS) (T. Salaün 1 AST),"[1629012, 1642275]",1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,,Above the Break 3,24+ Left Center,24.83,Made,15.0,T. Salaün,1642275.0,1.0,,,,,,,,,,,,,
494,PT02M28.00S,2026-01-11T04:14:00.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,88.51839684625493,47.30392156862745,1610612762,57,111,2026-01-11T04:14:31Z,4850000,False,-13.0,55.0,1,right,K. Anderson driving floating Jump Shot (4 PTS),[203937],1610612762.0,UTA,driving floating,,,Anderson,K. Anderson,,,,,,In The Paint (Non-RA),0-8 Center,5.7,Made,4.0,,,,,,,,,,,,,,,,
495,PT02M15.00S,2026-01-11T04:14:14.0Z,3,REGULAR,3pt,Jump Shot,[],1630182,4.5499342969776615,3.431372549019608,1610612766,57,111,2026-01-11T04:14:19Z,4860000,False,233.0,-10.0,1,left,MISS J. Green 3PT,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,Right Corner 3,24+ Right,23.3,Missed,,,,,,,,,,,,,,,,,
496,PT02M13.00S,2026-01-11T04:14:16.0Z,3,REGULAR,rebound,offensive,[],1641750,,,1610612766,57,111,2026-01-11T04:14:19Z,4870000,False,,,0,,R. Kalkbrenner REBOUND (Off:3 Def:3),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,Right Corner 3,24+ Right,,,,,,,495.0,6.0,3.0,3.0,,,,,,,,,
497,PT02M13.00S,2026-01-11T04:14:19.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642262,,,1610612766,57,111,2026-01-11T04:14:31Z,4880000,False,,,0,,C. Williams personal FOUL (3 PF) (Kalkbrenner 2 FT),"[1642262, 1641750]",1610612762.0,UTA,,,,Williams,C. Williams,,,,,1627534.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,3.0,0.0,Kalkbrenner,1641750.0,,
499,PT02M13.00S,2026-01-11T04:14:48.0Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1641750,,,1610612766,57,112,2026-01-11T04:14:48Z,4900000,False,,,0,,R. Kalkbrenner Free Throw 1 of 2 (7 PTS),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,
500,PT02M13.00S,2026-01-11T04:14:51.4Z,3,REGULAR,substitution,out,[],1642262,,,1610612766,57,112,2026-01-11T04:14:54Z,4910000,False,,,0,,SUB out: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
