actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
16,PT10M48.00S,2023-02-15T03:09:53.5Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,0,0,2023-02-15T03:09:55Z,160000,False,,,0,,K. Looney REBOUND (Off:0 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,In The Paint (Non-RA),8-16 Right,,,15.0,2.0,2.0,0.0,,,,,,,,,,,,,
17,PT10M42.00S,2023-02-15T03:09:59.6Z,1,REGULAR,3pt,Jump Shot,[],1628978,33.163600525624176,35.5392156862745,1610612744,0,3,2023-02-15T03:10:05Z,170000,False,72.0,259.0,1,left,D. DiVincenzo 26' 3PT pullup (3 PTS),[1628978],1610612744.0,GSW,pullup,,,DiVincenzo,D. DiVincenzo,,,,,,Above the Break 3,24+ Center,26.91,Made,,,,,3.0,,,,,,,,,,,,
18,PT10M24.00S,2023-02-15T03:10:17.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,88.74835742444152,56.61764705882353,1610612746,2,3,2023-02-15T03:10:22Z,180000,False,33.0,53.0,1,right,I. Zubac 6' turnaround Hook (2 PTS) (T. Mann 1 AST),"[1627826, 1629611]",1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,,In The Paint (Non-RA),0-8 Center,6.27,Made,,,,,2.0,T. Mann,1629611.0,1.0,,,,,,,,,
20,PT10M07.00S,2023-02-15T03:10:34.3Z,1,REGULAR,3pt,Jump Shot,[],202691,27.644546649145866,83.82352941176471,1610612744,2,3,2023-02-15T03:10:39Z,200000,False,-169.0,207.0,1,left,MISS K. Thompson 26' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,Above the Break 3,24+ Left Center,26.76,Missed,,,,,,,,,,,,,,,,,
21,PT10M04.00S,2023-02-15T03:10:37.3Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,2,3,2023-02-15T03:10:39Z,210000,False,,,0,,M. Morris Sr. REBOUND (Off:0 Def:1),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,Above the Break 3,24+ Left Center,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,
22,PT09M48.00S,2023-02-15T03:10:53.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,93.34756898817345,62.745098039215684,1610612746,4,3,2023-02-15T03:10:59Z,220000,False,64.0,10.0,1,right,P. George 6' driving floating Jump Shot (2 PTS),[202331],1610612746.0,LAC,driving floating,,,George,P. George,,,,,,In The Paint (Non-RA),0-8 Center,6.45,Made,,,,,2.0,,,,,,,,,,,,
23,PT09M29.00S,2023-02-15T03:11:13.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,6.8823915900131425,59.55882352941176,1610612744,4,5,2023-02-15T03:11:18Z,230000,False,-48.0,12.0,1,left,J. Poole Layup (2 PTS) (D. DiVincenzo 1 AST),"[1629673, 1628978]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,In The Paint (Non-RA),0-8 Center,4.93,Made,,,,,2.0,D. DiVincenzo,1628978.0,1.0,,,,,,,,,
25,PT09M15.00S,2023-02-15T03:11:26.2Z,1,REGULAR,2pt,Jump Shot,[],202331,77.31603153745073,66.91176470588235,1610612746,6,5,2023-02-15T03:11:30Z,250000,False,85.0,161.0,1,right,P. George 18' pullup Jump Shot (4 PTS),[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,,Mid-Range,16-24 Right Center,18.16,Made,,,,,4.0,,,,,,,,,,,,
26,PT08M56.00S,2023-02-15T03:11:48.3Z,1,REGULAR,turnover,traveling,[],202691,,,1610612744,6,5,2023-02-15T03:11:53Z,260000,False,,,0,,K. Thompson traveling TURNOVER (1 TO),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,204059.0,Mid-Range,16-24 Right,,,,,,,,,,,1.0,,,,,,,,
27,PT08M37.00S,2023-02-15T03:12:16.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202694,82.57227332457293,5.637254901960787,1610612746,6,5,2023-02-15T03:12:21Z,270000,False,-222.0,111.0,1,right,MISS M. Morris Sr. 24' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,Above the Break 3,24+ Left Center,24.82,Missed,,,,,,,,,,,,,,,,,
28,PT08M34.00S,2023-02-15T03:12:19.8Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612744,6,5,2023-02-15T03:12:21Z,280000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,Above the Break 3,24+ Left Center,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,
29,PT08M24.00S,2023-02-15T03:12:30.3Z,1,REGULAR,3pt,Jump Shot,[],202691,24.490801576872528,14.705882352941174,1610612744,6,5,2023-02-15T03:13:05Z,290000,False,176.0,178.0,1,left,MISS K. Thompson 25' pullup 3PT,[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,,Above the Break 3,24+ Right Center,25.05,Missed,,,,,,,,,,,,,,,,,
30,PT08M22.00S,2023-02-15T03:12:32.3Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,6,5,2023-02-15T03:12:34Z,300000,False,,,0,,K. Leonard REBOUND (Off:0 Def:2),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,Above the Break 3,24+ Right Center,,,29.0,2.0,2.0,0.0,,,,,,,,,,,,,
31,PT08M12.00S,2023-02-15T03:12:42.9Z,1,REGULAR,3pt,Jump Shot,[],202331,69.1688567674113,36.51960784313726,1610612746,6,5,2023-02-15T03:12:49Z,310000,False,-67.0,237.0,1,right,MISS P. George 24' pullup 3PT,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,,Above the Break 3,24+ Center,24.67,Missed,,,,,,,,,,,,,,,,,
32,PT08M07.00S,2023-02-15T03:12:47.9Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,6,5,2023-02-15T03:12:49Z,320000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,Above the Break 3,24+ Center,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,
33,PT07M59.00S,2023-02-15T03:12:55.2Z,1,REGULAR,3pt,Jump Shot,[],1628978,30.404073587385014,29.65686274509804,1610612744,6,5,2023-02-15T03:13:36Z,330000,False,102.0,233.0,1,left,MISS D. DiVincenzo 25' pullup 3PT,[1628978],1610612744.0,GSW,pullup,,,DiVincenzo,D. DiVincenzo,,,,,,Above the Break 3,24+ Right Center,25.45,Missed,,,,,,,,,,,,,,,,,
34,PT07M56.00S,2023-02-15T03:12:57.5Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,6,5,2023-02-15T03:12:57Z,340000,False,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,Above the Break 3,24+ Right Center,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,
35,PT07M53.00S,2023-02-15T03:13:01.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202695,78.76149802890933,89.70588235294117,1610612746,9,5,2023-02-15T03:13:10Z,350000,False,199.0,147.0,1,right,K. Leonard 24' 3PT running (3 PTS) (P. George 1 AST),"[202695, 202331]",1610612746.0,LAC,running,,,Leonard,K. Leonard,,,,,,Above the Break 3,24+ Right Center,24.71,Made,,,,,3.0,P. George,202331.0,1.0,,,,,,,,,
37,PT07M34.00S,2023-02-15T03:13:20.0Z,1,REGULAR,2pt,Jump Shot,[],1626172,23.308147174770042,32.59803921568627,1610612744,9,5,2023-02-15T03:13:23Z,370000,False,87.0,167.0,1,left,MISS K. Looney 18' Jump Shot,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,Mid-Range,16-24 Right Center,18.79,Missed,,,,,,,,,,,,,,,,,
38,PT07M32.00S,2023-02-15T03:13:22.0Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,9,5,2023-02-15T03:13:23Z,380000,False,,,0,,M. Morris Sr. REBOUND (Off:0 Def:2),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,Mid-Range,16-24 Right Center,,,37.0,2.0,2.0,0.0,,,,,,,,,,,,,
39,PT07M30.00S,2023-02-15T03:13:27.7Z,1,REGULAR,foul,personal,[],1629673,,,1610612746,9,5,2023-02-15T03:15:16Z,390000,False,,,0,,J. Poole personal FOUL (1 PF),"[1629673, 1629611]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,1628159.0,Mid-Range,16-24 Center,,,,,,,,,,,,1.0,0.0,Mann,1629611.0,,,,
41,PT07M15.00S,2023-02-15T03:14:00.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,92.55913272010513,50.0,1610612746,11,5,2023-02-15T03:14:06Z,410000,False,0.0,17.0,1,right,T. Mann driving finger roll Layup (2 PTS) (K. Leonard 1 AST),"[1629611, 202695]",1610612746.0,LAC,driving finger roll,,,Mann,T. Mann,,,,,,Restricted Area,0-8 Center,1.74,Made,,,,,2.0,K. Leonard,202695.0,1.0,,,,,,,,,
43,PT06M59.00S,2023-02-15T03:14:16.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,8.984888304862025,62.5,1610612744,11,7,2023-02-15T03:14:23Z,430000,False,-62.0,32.0,1,left,J. Poole 7' driving floating bank Jump Shot (4 PTS),[1629673],1610612744.0,GSW,driving floating bank,,,Poole,J. Poole,,,,,,In The Paint (Non-RA),0-8 Center,7.02,Made,,,,,4.0,,,,,,,,,,,,
44,PT06M43.00S,2023-02-15T03:14:32.4Z,1,REGULAR,3pt,Jump Shot,[],1629611,90.5880420499343,96.32352941176471,1610612746,14,7,2023-02-15T03:14:36Z,440000,False,232.0,36.0,1,right,T. Mann 3PT  (5 PTS) (I. Zubac 1 AST),"[1629611, 1627826]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,,Right Corner 3,24+ Right,23.44,Made,,,,,5.0,I. Zubac,1627826.0,1.0,,,,,,,,,
46,PT06M31.00S,2023-02-15T03:14:44.2Z,1,REGULAR,3pt,Jump Shot,[],1629673,36.3173455978975,74.75490196078431,1610612744,14,7,2023-02-15T03:14:49Z,460000,False,-124.0,289.0,1,left,MISS J. Poole 31' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,Above the Break 3,24+ Left Center,31.43,Missed,,,,,,,,,,,,,,,,,
47,PT06M28.00S,2023-02-15T03:14:47.2Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,14,7,2023-02-15T03:14:49Z,470000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,Above the Break 3,24+ Left Center,,,46.0,1.0,1.0,0.0,,,,,,,,,,,,,
48,PT06M16.00S,2023-02-15T03:15:00.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,90.32522996057818,55.63725490196079,1610612746,16,7,2023-02-15T03:15:04Z,480000,False,28.0,38.0,1,right,I. Zubac turnaround Hook (4 PTS) (T. Mann 2 AST),"[1627826, 1629611]",1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,,In The Paint (Non-RA),0-8 Center,4.76,Made,,,,,4.0,T. Mann,1629611.0,2.0,,,,,,,,,
50,PT05M53.00S,2023-02-15T03:15:23.0Z,1,REGULAR,3pt,Jump Shot,[],1628978,27.644546649145866,81.37254901960785,1610612744,16,7,2023-02-15T03:15:29Z,500000,False,-157.0,207.0,1,left,MISS D. DiVincenzo 26' 3PT,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,Above the Break 3,24+ Left Center,26.01,Missed,,,,,,,,,,,,,,,,,
51,PT05M53.00S,2023-02-15T03:15:23.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,16,7,2023-02-15T03:15:29Z,510000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,Above the Break 3,24+ Left Center,,,50.0,,,,,,,,,,,,,,,,
53,PT05M53.00S,2023-02-15T03:15:31.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,16,7,2023-02-15T03:15:31Z,530000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT05M53.00S,2023-02-15T03:18:32.2Z,1,REGULAR,substitution,out,[],1626172,,,1610612746,16,7,2023-02-15T03:18:55Z,540000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT05M53.00S,2023-02-15T03:18:32.2Z,1,REGULAR,substitution,out,[],202691,,,1610612746,16,7,2023-02-15T03:18:55Z,550000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT05M53.00S,2023-02-15T03:18:32.2Z,1,REGULAR,substitution,in,[],1630228,,,1610612746,16,7,2023-02-15T03:18:55Z,560000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT05M53.00S,2023-02-15T03:18:32.2Z,1,REGULAR,substitution,in,[],1630237,,,1610612746,16,7,2023-02-15T03:18:55Z,570000,False,,,0,,SUB in: A. Lamb,[1630237],1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT05M41.00S,2023-02-15T03:19:09.7Z,1,REGULAR,turnover,lost ball,[],1627826,,,1610612746,16,7,2023-02-15T03:19:13Z,580000,False,,,0,,I. Zubac lost ball TURNOVER (1 TO),"[1627826, 203110]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,,,,,Green,203110.0,,
59,PT05M41.00S,2023-02-15T03:19:09.7Z,1,REGULAR,steal,,[],203110,,,1610612744,16,7,2023-02-15T03:19:11Z,590000,False,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,
60,PT05M31.00S,2023-02-15T03:19:19.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630228,8.065045992115643,52.450980392156865,1610612744,16,7,2023-02-15T03:19:48Z,600000,False,-12.0,23.0,1,left,MISS J. Kuminga driving Layup,[1630228],1610612744.0,GSW,driving,,,Kuminga,J. Kuminga,,,,,,Restricted Area,0-8 Center,2.63,Missed,,,,,,,,,,,,,,,,,
61,PT05M31.00S,2023-02-15T03:19:19.1Z,1,REGULAR,rebound,offensive,[],1630228,,,1610612744,16,7,2023-02-15T03:19:47Z,610000,False,,,0,,J. Kuminga REBOUND (Off:1 Def:0),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,Restricted Area,0-8 Center,,,60.0,1.0,0.0,1.0,,,,,,,,,,,,,
62,PT05M31.00S,2023-02-15T03:19:23.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1630228,5.590000152587891,50.0,1610612744,16,7,2023-02-15T03:19:28Z,620000,False,0.0,0.0,1,left,MISS J. Kuminga tip Layup,[1630228],1610612744.0,GSW,tip,,,Kuminga,J. Kuminga,,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,
63,PT05M31.00S,2023-02-15T03:19:23.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,16,7,2023-02-15T03:19:28Z,630000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,Restricted Area,0-8 Center,,,62.0,,,,,,,,,,,,,,,,
64,PT05M31.00S,2023-02-15T03:19:28.7Z,1,REGULAR,foul,personal,[],202694,,,1610612744,16,7,2023-02-15T03:19:35Z,640000,False,,,0,,M. Morris Sr. loose ball personal FOUL (1 PF),"[202694, 1630228]",1610612746.0,LAC,loose ball,,,Morris Sr.,M. Morris Sr.,,,,,1628159.0,Restricted Area,0-8 Center,,,,,,,,,,,,1.0,0.0,Kuminga,1630228.0,,,,
66,PT05M20.00S,2023-02-15T03:19:47.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630228,6.8823915900131425,48.774509803921575,1610612744,16,9,2023-02-15T03:19:52Z,660000,False,6.0,12.0,1,left,J. Kuminga cutting DUNK (2 PTS) (D. Green 1 AST),"[1630228, 203110]",1610612744.0,GSW,cutting,,,Kuminga,J. Kuminga,,,,,,Restricted Area,0-8 Center,1.36,Made,,,,,2.0,D. Green,203110.0,1.0,,,,,,,,,
68,PT04M55.00S,2023-02-15T03:20:11.7Z,1,REGULAR,3pt,Jump Shot,[],202695,92.42772667542707,4.656862745098039,1610612746,19,9,2023-02-15T03:20:16Z,680000,False,-227.0,19.0,1,right,K. Leonard 3PT  (6 PTS) (I. Zubac 2 AST),"[202695, 1627826]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,Left Corner 3,24+ Left,22.75,Made,,,,,6.0,I. Zubac,1627826.0,2.0,,,,,,,,,
71,PT04M42.00S,2023-02-15T03:20:43.9Z,1,REGULAR,substitution,out,[],202331,,,1610612744,19,9,2023-02-15T03:20:46Z,710000,False,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT04M42.00S,2023-02-15T03:20:43.9Z,1,REGULAR,substitution,in,[],1626181,,,1610612744,19,9,2023-02-15T03:20:46Z,720000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT04M34.00S,2023-02-15T03:21:01.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630228,18.183311432325894,46.568627450980394,1610612744,19,11,2023-02-15T03:21:06Z,730000,False,17.0,118.0,1,left,J. Kuminga 11' pullup Jump Shot (4 PTS) (D. DiVincenzo 2 AST),"[1630228, 1628978]",1610612744.0,GSW,pullup,,,Kuminga,J. Kuminga,,,,,,In The Paint (Non-RA),8-16 Center,11.96,Made,,,,,4.0,D. DiVincenzo,1628978.0,2.0,,,,,,,,,
75,PT04M04.00S,2023-02-15T03:21:30.8Z,1,REGULAR,2pt,Jump Shot,[],202695,81.7838370565046,81.12745098039215,1610612746,21,11,2023-02-15T03:21:37Z,750000,False,156.0,119.0,1,right,K. Leonard 19' fadeaway Jump Shot (8 PTS),[202695],1610612746.0,LAC,fadeaway,,,Leonard,K. Leonard,,,,,,Mid-Range,16-24 Right Center,19.57,Made,,,,,8.0,,,,,,,,,,,,
76,PT04M02.00S,2023-02-15T03:21:36.7Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612744,21,11,2023-02-15T03:21:41Z,760000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612746.0,LAC,,,,,,,,,,204059.0,,,,,,,,,,,,,,,,,,,,,
77,PT03M51.00S,2023-02-15T03:21:59.6Z,1,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612744,21,11,2023-02-15T03:22:05Z,770000,False,,,0,,I. Zubac shooting personal FOUL (1 PF) (Poole 2 FT),"[1627826, 1629673]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,1628159.0,Restricted Area,0-8 Center,,,,,,,,,,,,1.0,0.0,Poole,1629673.0,,,,
79,PT03M51.00S,2023-02-15T03:22:37.1Z,1,REGULAR,freethrow,1 of 2,[],1629673,,,1610612744,21,12,2023-02-15T03:22:37Z,790000,False,,,0,,J. Poole Free Throw 1 of 2 (5 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,
80,PT03M51.00S,2023-02-15T03:22:37.9Z,1,REGULAR,substitution,out,[],1627826,,,1610612744,21,12,2023-02-15T03:22:52Z,800000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT03M51.00S,2023-02-15T03:22:37.9Z,1,REGULAR,substitution,out,[],1628978,,,1610612744,21,12,2023-02-15T03:22:52Z,810000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT03M51.00S,2023-02-15T03:22:37.9Z,1,REGULAR,substitution,out,[],203110,,,1610612744,21,12,2023-02-15T03:22:52Z,820000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT03M51.00S,2023-02-15T03:22:37.9Z,1,REGULAR,substitution,in,[],203486,,,1610612744,21,12,2023-02-15T03:22:52Z,830000,False,,,0,,SUB in: M. Plumlee,[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT03M51.00S,2023-02-15T03:22:37.9Z,1,REGULAR,substitution,in,[],203210,,,1610612744,21,12,2023-02-15T03:22:52Z,840000,False,,,0,,SUB in: J. Green,[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT03M51.00S,2023-02-15T03:22:37.9Z,1,REGULAR,substitution,in,[],1630541,,,1610612744,21,12,2023-02-15T03:22:52Z,850000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT03M51.00S,2023-02-15T03:23:06.0Z,1,REGULAR,freethrow,2 of 2,[],1629673,,,1610612744,21,13,2023-02-15T03:23:06Z,860000,False,,,0,,J. Poole Free Throw 2 of 2 (6 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,
87,PT03M37.00S,2023-02-15T03:23:24.8Z,1,REGULAR,foul,personal,[],1630228,,,1610612746,21,13,2023-02-15T03:23:30Z,870000,False,,,0,,J. Kuminga personal FOUL (1 PF),"[1630228, 1626181]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,2714.0,Mid-Range,16-24 Right Center,,,,,,,,,,,,1.0,0.0,Powell,1626181.0,,,,
