actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
512,PT09M23.00S,2023-01-11T05:33:57.8Z,4,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,94,79,2023-01-11T05:33:57Z,5070000,False,,,0,,L. Doncic Free Throw 1 of 2 (24 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,24.0,,,,,,,,,,,,,,,,,
513,PT09M23.00S,2023-01-11T05:34:16.6Z,4,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,94,80,2023-01-11T05:34:16Z,5080000,False,,,0,,L. Doncic Free Throw 2 of 2 (25 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,25.0,,,,,,,,,,,,,,,,,
514,PT09M12.00S,2023-01-11T05:34:28.5Z,4,REGULAR,turnover,bad pass,[],202322,,,1610612746,94,80,2023-01-11T05:34:42Z,5090000,False,,,0,,J. Wall bad pass TURNOVER (2 TO),"[202322, 202722]",1610612746.0,LAC,,,,Wall,J. Wall,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,2.0,Bertans,202722.0,,,,,,
515,PT09M12.00S,2023-01-11T05:34:28.5Z,4,REGULAR,steal,,[],202722,,,1610612742,94,80,2023-01-11T05:34:30Z,5100000,False,,,0,,D. Bertans STEAL (1 STL),[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
516,PT09M03.00S,2023-01-11T05:34:37.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203915,63.25558475689882,53.67647058823529,1610612742,94,80,2023-01-11T05:34:47Z,5110000,False,18.0,293.0,1,right,MISS S. Dinwiddie 29' 3PT,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Center,29.35,Missed,,,,,,,,,,,,,,,,,,
517,PT09M00.00S,2023-01-11T05:34:41.1Z,4,REGULAR,rebound,defensive,[],1629611,,,1610612746,94,80,2023-01-11T05:34:41Z,5120000,False,,,0,,T. Mann REBOUND (Off:0 Def:3),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Center,,,,516.0,,,,,3.0,3.0,0.0,,,,,,,,,
518,PT08M44.00S,2023-01-11T05:35:01.3Z,4,REGULAR,foul,personal,[],203915,,,1610612746,94,80,2023-01-11T05:35:17Z,5130000,False,,,0,,S. Dinwiddie personal FOUL (2 PF),"[203915, 1627826]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,8-16 Left,,,,,1662.0,,,,,,,,,,2.0,0.0,Zubac,1627826.0,,
520,PT08M44.00S,2023-01-11T05:35:14.2Z,4,REGULAR,substitution,out,[],202322,,,1610612746,94,80,2023-01-11T05:35:19Z,5150000,False,,,0,,SUB out: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT08M44.00S,2023-01-11T05:35:14.2Z,4,REGULAR,substitution,in,[],201587,,,1610612746,94,80,2023-01-11T05:35:19Z,5160000,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT08M38.00S,2023-01-11T05:35:25.9Z,4,REGULAR,3pt,Jump Shot,[],1626181,33.163600525624176,72.05882352941177,1610612746,94,80,2023-01-11T05:35:31Z,5170000,False,-110.0,259.0,1,left,MISS N. Powell 28' pullup 3PT,[1626181],1610612746.0,LAC,pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,28.17,Missed,,,,,,,,,,,,,,,,,,
523,PT08M35.00S,2023-01-11T05:35:28.9Z,4,REGULAR,rebound,defensive,[],203915,,,1610612742,94,80,2023-01-11T05:35:31Z,5180000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:3),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,,,,522.0,,,,,3.0,3.0,0.0,,,,,,,,,
524,PT08M30.00S,2023-01-11T05:35:33.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],202722,84.93758212877792,4.656862745098039,1610612742,94,80,2023-01-11T05:35:56Z,5190000,False,-227.0,89.0,1,right,MISS D. Bertans 24' running 3PT,[202722],1610612742.0,DAL,running,,,Bertans,D. Bertans,,,,,Left Corner 3,24+ Left,24.36,Missed,,,,,,,,,,,,,,,,,,
525,PT08M28.00S,2023-01-11T05:35:35.2Z,4,REGULAR,rebound,defensive,[],1629611,,,1610612746,94,80,2023-01-11T05:35:56Z,5200000,False,,,0,,T. Mann REBOUND (Off:0 Def:4),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Left Corner 3,24+ Left,,,,524.0,,,,,4.0,4.0,0.0,,,,,,,,,
526,PT08M20.00S,2023-01-11T05:35:48.6Z,4,REGULAR,foul,personal,['3freethrow'],203493,,,1610612746,94,80,2023-01-11T05:36:01Z,5210000,False,,,0,,R. Bullock shooting personal FOUL (1 PF) (Powell 3 FT),"[203493, 1626181]",1610612742.0,DAL,shooting,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Left Center,,,,,1662.0,,,,,,,,,,1.0,0.0,Powell,1626181.0,,
528,PT08M20.00S,2023-01-11T05:36:17.1Z,4,REGULAR,freethrow,1 of 3,[],1626181,,,1610612746,95,80,2023-01-11T05:36:51Z,5230000,False,,,0,,N. Powell Free Throw 1 of 3 (21 PTS),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
529,PT08M20.00S,2023-01-11T05:36:17.1Z,4,REGULAR,freethrow,2 of 3,[],1626181,,,1610612746,96,80,2023-01-11T05:36:51Z,5240000,False,,,0,,N. Powell Free Throw 2 of 3 (22 PTS),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
530,PT08M20.00S,2023-01-11T05:36:17.1Z,4,REGULAR,freethrow,3 of 3,[],1626181,,,1610612746,96,80,2023-01-11T05:36:51Z,5250000,False,,,0,,MISS N. Powell Free Throw 3 of 3,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
531,PT08M18.00S,2023-01-11T05:36:19.1Z,4,REGULAR,rebound,defensive,[],1629029,,,1610612742,96,80,2023-01-11T05:36:51Z,5260000,False,,,0,,L. Doncic REBOUND (Off:0 Def:10),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,530.0,,,,,10.0,10.0,0.0,,,,,,,,,
532,PT08M04.00S,2023-01-11T05:37:03.2Z,4,REGULAR,3pt,Jump Shot,[],202722,69.03745072273324,36.274509803921575,1610612742,96,80,2023-01-11T05:37:08Z,5270000,False,-69.0,239.0,1,right,MISS D. Bertans 24' 3PT,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,Above the Break 3,24+ Center,24.82,Missed,,,,,,,,,,,,,,,,,,
533,PT08M01.00S,2023-01-11T05:37:06.2Z,4,REGULAR,rebound,defensive,[],203496,,,1610612746,96,80,2023-01-11T05:37:08Z,5280000,False,,,0,,R. Covington REBOUND (Off:4 Def:4),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,Above the Break 3,24+ Center,,,,532.0,,,,,8.0,4.0,4.0,,,,,,,,,
534,PT07M49.00S,2023-01-11T05:37:18.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203496,15.686596583442835,41.666666666666664,1610612746,96,80,2023-01-11T05:37:27Z,5290000,False,42.0,95.0,1,left,MISS R. Covington 10' driving floating Shot,[203496],1610612746.0,LAC,driving floating,,,Covington,R. Covington,,,,,In The Paint (Non-RA),8-16 Center,10.37,Missed,,,,,,,,,,,,,,,,,,
535,PT07M44.00S,2023-01-11T05:37:23.0Z,4,REGULAR,rebound,offensive,[],1627826,,,1610612746,96,80,2023-01-11T05:37:27Z,5300000,False,,,0,,I. Zubac REBOUND (Off:3 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,,534.0,,,,,6.0,3.0,3.0,,,,,,,,,
536,PT07M44.00S,2023-01-11T05:37:23.1Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627826,5.590000152587891,50.0,1610612746,98,80,2023-01-11T05:37:30Z,5310000,False,0.0,0.0,1,left,I. Zubac tip Layup (8 PTS),[1627826],1610612746.0,LAC,tip,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,0.0,Made,8.0,,,,,,,,,,,,,,,,,
537,PT07M28.00S,2023-01-11T05:37:38.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,85.98883048620237,54.411764705882355,1610612742,98,82,2023-01-11T05:38:54Z,5320000,False,22.0,79.0,1,right,L. Doncic 8' driving floating Jump Shot (27 PTS) (D. Bertans 1 AST),"[1629029, 202722]",1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Center,8.22,Made,27.0,,,D. Bertans,202722.0,1.0,,,,,,,,,,,,
539,PT07M16.00S,2023-01-11T05:37:51.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,7.145203679369246,54.16666666666667,1610612746,100,82,2023-01-11T05:37:56Z,5340000,False,-21.0,15.0,1,left,N. Powell driving reverse Layup (24 PTS),[1626181],1610612746.0,LAC,driving reverse,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,2.55,Made,24.0,,,,,,,,,,,,,,,,,
541,PT07M02.00S,2023-01-11T05:38:11.1Z,4,REGULAR,substitution,out,[],203496,,,1610612742,100,82,2023-01-11T05:38:28Z,5360000,False,,,0,,SUB out: R. Covington,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT07M02.00S,2023-01-11T05:38:11.1Z,4,REGULAR,substitution,out,[],203501,,,1610612742,100,82,2023-01-11T05:38:28Z,5370000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT07M02.00S,2023-01-11T05:38:11.1Z,4,REGULAR,substitution,out,[],203493,,,1610612742,100,82,2023-01-11T05:38:28Z,5380000,False,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT07M02.00S,2023-01-11T05:38:11.1Z,4,REGULAR,substitution,out,[],202722,,,1610612742,100,82,2023-01-11T05:38:28Z,5390000,False,,,0,,SUB out: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT07M02.00S,2023-01-11T05:38:11.1Z,4,REGULAR,substitution,in,[],202695,,,1610612742,100,82,2023-01-11T05:38:28Z,5400000,False,,,0,,SUB in: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT07M02.00S,2023-01-11T05:38:11.1Z,4,REGULAR,substitution,in,[],1628373,,,1610612742,100,82,2023-01-11T05:38:28Z,5410000,False,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT07M02.00S,2023-01-11T05:38:11.1Z,4,REGULAR,substitution,in,[],1626174,,,1610612742,100,82,2023-01-11T05:38:28Z,5420000,False,,,0,,SUB in: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT07M02.00S,2023-01-11T05:38:11.1Z,4,REGULAR,substitution,in,[],1630702,,,1610612742,100,82,2023-01-11T05:38:28Z,5430000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT06M59.00S,2023-01-11T05:38:35.0Z,4,REGULAR,turnover,bad pass,[],1629029,,,1610612742,100,82,2023-01-11T05:38:38Z,5440000,False,,,0,,L. Doncic bad pass TURNOVER (3 TO),"[1629029, 1627826]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,3.0,Zubac,1627826.0,,,,,,
550,PT06M59.00S,2023-01-11T05:38:35.0Z,4,REGULAR,steal,,[],1627826,,,1610612746,100,82,2023-01-11T05:38:36Z,5450000,False,,,0,,I. Zubac STEAL (1 STL),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
551,PT06M47.00S,2023-01-11T05:38:46.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201587,8.459264126149804,4.656862745098039,1610612746,100,82,2023-01-11T05:38:51Z,5460000,False,227.0,27.0,1,left,MISS N. Batum 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Right Corner 3,24+ Right,22.83,Missed,,,,,,,,,,,,,,,,,,
552,PT06M44.00S,2023-01-11T05:38:49.6Z,4,REGULAR,rebound,defensive,[],1626174,,,1610612742,100,82,2023-01-11T05:38:51Z,5470000,False,,,0,,C. Wood REBOUND (Off:1 Def:2),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Right Corner 3,24+ Right,,,,551.0,,,,,3.0,2.0,1.0,,,,,,,,,
553,PT06M26.00S,2023-01-11T05:39:08.1Z,4,REGULAR,3pt,Jump Shot,[],1628373,69.69448094612352,72.05882352941177,1610612742,100,85,2023-01-11T05:39:13Z,5480000,False,110.0,232.0,1,right,F. Ntilikina 25' 3PT  (3 PTS) (S. Dinwiddie 5 AST),"[1628373, 203915]",1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,Above the Break 3,24+ Right Center,25.72,Made,3.0,,,S. Dinwiddie,203915.0,5.0,,,,,,,,,,,,
555,PT06M08.00S,2023-01-11T05:39:26.0Z,4,REGULAR,2pt,Jump Shot,[],1626181,23.04533508541394,45.833333333333336,1610612746,100,85,2023-01-11T05:39:30Z,5500000,False,21.0,164.0,1,left,MISS N. Powell 16' pullup Shot,[1626181],1610612746.0,LAC,pullup,,,Powell,N. Powell,,,,,Mid-Range,16-24 Center,16.54,Missed,,,,,,,,,,,,,,,,,,
556,PT06M05.00S,2023-01-11T05:39:29.0Z,4,REGULAR,rebound,defensive,[],1629029,,,1610612742,100,85,2023-01-11T05:39:30Z,5510000,False,,,0,,L. Doncic REBOUND (Off:0 Def:11),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,16-24 Center,,,,555.0,,,,,11.0,11.0,0.0,,,,,,,,,
557,PT05M50.00S,2023-01-11T05:39:43.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,92.82194480946123,54.90196078431372,1610612742,100,85,2023-01-11T05:39:50Z,5520000,False,25.0,15.0,1,right,MISS C. Wood cutting Layup - blocked,"[1626174, 1629611]",1610612742.0,DAL,cutting,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,2.87,Missed,,,,,,,,,,,,,,,,,Mann,1629611.0
558,PT05M50.00S,2023-01-11T05:39:43.8Z,4,REGULAR,block,,[],1629611,,,1610612742,100,85,2023-01-11T05:39:45Z,5530000,False,,,0,,T. Mann BLOCK (1 BLK),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
559,PT05M47.00S,2023-01-11T05:39:46.8Z,4,REGULAR,rebound,defensive,[],1627826,,,1610612746,100,85,2023-01-11T05:39:50Z,5540000,False,,,0,,I. Zubac REBOUND (Off:3 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,557.0,,,,,7.0,4.0,3.0,,,,,,,,,
560,PT05M34.00S,2023-01-11T05:39:59.7Z,4,REGULAR,3pt,Jump Shot,[],201587,28.695795006570307,74.75490196078431,1610612746,100,85,2023-01-11T05:40:06Z,5550000,False,-124.0,217.0,1,left,MISS N. Batum 25' 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Left Center,25.0,Missed,,,,,,,,,,,,,,,,,,
561,PT05M29.00S,2023-01-11T05:40:04.7Z,4,REGULAR,rebound,defensive,[],1628373,,,1610612742,100,85,2023-01-11T05:40:06Z,5560000,False,,,0,,F. Ntilikina REBOUND (Off:0 Def:1),[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,Above the Break 3,24+ Left Center,,,,560.0,,,,,1.0,1.0,0.0,,,,,,,,,
562,PT05M22.00S,2023-01-11T05:40:14.3Z,4,REGULAR,foul,personal,['2freethrow'],1629611,,,1610612742,100,85,2023-01-11T05:40:18Z,5570000,False,,,0,,T. Mann shooting personal FOUL (2 PF) (Doncic 2 FT),"[1629611, 1629029]",1610612746.0,LAC,shooting,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,1662.0,,,,,,,,,,2.0,0.0,Doncic,1629029.0,,
564,PT05M22.00S,2023-01-11T05:40:44.8Z,4,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,100,86,2023-01-11T05:40:44Z,5590000,False,,,0,,L. Doncic Free Throw 1 of 2 (28 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,28.0,,,,,,,,,,,,,,,,,
565,PT05M22.00S,2023-01-11T05:40:45.3Z,4,REGULAR,substitution,out,[],1627826,,,1610612742,100,86,2023-01-11T05:40:51Z,5600000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT05M22.00S,2023-01-11T05:40:45.3Z,4,REGULAR,substitution,in,[],202694,,,1610612742,100,86,2023-01-11T05:40:51Z,5610000,False,,,0,,SUB in: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT05M22.00S,2023-01-11T05:41:11.0Z,4,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,100,87,2023-01-11T05:41:11Z,5620000,False,,,0,,L. Doncic Free Throw 2 of 2 (29 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,29.0,,,,,,,,,,,,,,,,,
568,PT05M05.00S,2023-01-11T05:41:29.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,7.539421813403408,47.30392156862745,1610612746,100,87,2023-01-11T05:41:34Z,5630000,False,13.0,18.0,1,left,MISS T. Mann driving Layup,[1629611],1610612746.0,LAC,driving,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,2.28,Missed,,,,,,,,,,,,,,,,,,
569,PT05M01.00S,2023-01-11T05:41:33.6Z,4,REGULAR,rebound,defensive,[],203915,,,1610612742,100,87,2023-01-11T05:41:34Z,5640000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:4),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,,,,568.0,,,,,4.0,4.0,0.0,,,,,,,,,
570,PT04M49.00S,2023-01-11T05:41:45.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,92.69053876478318,61.51960784313725,1610612742,100,89,2023-01-11T05:42:45Z,5650000,False,58.0,16.0,1,right,L. Doncic floating Jump Shot (31 PTS),[1629029],1610612742.0,DAL,floating,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,5.98,Made,31.0,,,,,,,,,,,,,,,,,
571,PT04M32.00S,2023-01-11T05:42:02.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,6.225361366622863,47.30392156862745,1610612746,102,89,2023-01-11T05:42:06Z,5660000,False,13.0,6.0,1,left,T. Mann driving Layup (10 PTS),[1629611],1610612746.0,LAC,driving,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,1.48,Made,10.0,,,,,,,,,,,,,,,,,
572,PT04M15.00S,2023-01-11T05:42:20.1Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629029,90.45663600525624,61.029411764705884,1610612742,102,91,2023-01-11T05:42:30Z,5670000,False,55.0,37.0,1,right,L. Doncic 6' turnaround bank Hook (33 PTS),[1629029],1610612742.0,DAL,turnaround bank,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,6.65,Made,33.0,,,,,,,,,,,,,,,,,
573,PT03M47.00S,2023-01-11T05:42:47.1Z,4,REGULAR,3pt,Jump Shot,[],1626181,7.408015768725363,97.30392156862744,1610612746,102,91,2023-01-11T05:42:52Z,5680000,False,-237.0,17.0,1,left,MISS N. Powell 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Left Corner 3,24+ Left,23.71,Missed,,,,,,,,,,,,,,,,,,
574,PT03M43.00S,2023-01-11T05:42:51.1Z,4,REGULAR,rebound,defensive,[],1630702,,,1610612742,102,91,2023-01-11T05:42:52Z,5690000,False,,,0,,J. Hardy REBOUND (Off:0 Def:2),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Left Corner 3,24+ Left,,,,573.0,,,,,2.0,2.0,0.0,,,,,,,,,
575,PT03M35.00S,2023-01-11T05:43:02.9Z,4,REGULAR,foul,personal,['2freethrow'],1626181,,,1610612742,102,91,2023-01-11T05:43:07Z,5700000,False,,,0,,N. Powell shooting personal FOUL (3 PF) (Doncic 2 FT),"[1626181, 1629029]",1610612746.0,LAC,shooting,,,Powell,N. Powell,,,,,Mid-Range,8-16 Right,,,,,1627962.0,,,,,,,,,,3.0,0.0,Doncic,1629029.0,,
577,PT03M35.00S,2023-01-11T05:43:39.2Z,4,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,102,92,2023-01-11T05:43:39Z,5720000,False,,,0,,L. Doncic Free Throw 1 of 2 (34 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,34.0,,,,,,,,,,,,,,,,,
578,PT03M35.00S,2023-01-11T05:43:40.1Z,4,REGULAR,substitution,out,[],1630702,,,1610612742,102,92,2023-01-11T05:43:45Z,5730000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT03M35.00S,2023-01-11T05:43:40.1Z,4,REGULAR,substitution,in,[],203501,,,1610612742,102,92,2023-01-11T05:43:45Z,5740000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT03M35.00S,2023-01-11T05:44:01.2Z,4,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,102,93,2023-01-11T05:44:01Z,5750000,False,,,0,,L. Doncic Free Throw 2 of 2 (35 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,35.0,,,,,,,,,,,,,,,,,
581,PT03M11.00S,2023-01-11T05:44:28.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,11.218791064388967,50.49019607843137,1610612746,104,93,2023-01-11T05:44:39Z,5760000,False,-2.0,53.0,1,left,T. Mann driving floating Jump Shot (12 PTS) (K. Leonard 4 AST),"[1629611, 202695]",1610612746.0,LAC,driving floating,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,5.31,Made,12.0,,,K. Leonard,202695.0,4.0,,,,,,,,,,,,
583,PT02M50.00S,2023-01-11T05:44:49.0Z,4,REGULAR,3pt,Jump Shot,[],1629029,74.55650459921156,11.764705882352942,1610612742,104,96,2023-01-11T05:44:55Z,5780000,False,-191.0,187.0,1,right,L. Doncic 26' 3PT  (38 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,26.72,Made,38.0,,,,,,,,,,,,,,,,,
584,PT02M25.00S,2023-01-11T05:45:14.7Z,4,REGULAR,3pt,Jump Shot,[],202694,8.327858081471746,96.81372549019608,1610612746,104,96,2023-01-11T05:45:19Z,5790000,False,-234.0,26.0,1,left,MISS M. Morris Sr. 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Left Corner 3,24+ Left,23.55,Missed,,,,,,,,,,,,,,,,,,
585,PT02M22.00S,2023-01-11T05:45:17.7Z,4,REGULAR,rebound,offensive,[],202695,,,1610612746,104,96,2023-01-11T05:45:19Z,5800000,False,,,0,,K. Leonard REBOUND (Off:1 Def:7),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Left Corner 3,24+ Left,,,,584.0,,,,,8.0,7.0,1.0,,,,,,,,,
586,PT02M17.00S,2023-01-11T05:45:22.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],202695,18.577529566360056,5.14705882352942,1610612746,107,96,2023-01-11T05:46:00Z,5810000,False,224.0,122.0,1,left,K. Leonard 25' 3PT pullup (30 PTS),[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,25.54,Made,30.0,,,,,,,,,,,,,,,,,
587,PT02M05.00S,2023-01-11T05:45:35.1Z,4,REGULAR,3pt,Jump Shot,[],1629029,74.68791064388962,2.941176470588232,1610612742,107,99,2023-01-11T05:46:27Z,5820000,False,-235.0,185.0,1,right,L. Doncic 29' 3PT step back (41 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,29.96,Made,41.0,,,,,,,,,,,,,,,,,
588,PT01M40.00S,2023-01-11T05:46:08.8Z,4,REGULAR,foul,personal,['3freethrow'],203501,,,1610612746,107,99,2023-01-11T05:46:25Z,5830000,False,,,0,,T. Hardaway Jr. shooting personal FOUL (2 PF) (Leonard 3 FT),"[203501, 202695]",1610612742.0,DAL,shooting,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Right Corner 3,24+ Right,,,,,1628951.0,,,,,,,,,,2.0,0.0,Leonard,202695.0,,
590,PT01M40.00S,2023-01-11T05:46:29.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,107,99,2023-01-11T05:46:29Z,5850000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT01M40.00S,2023-01-11T05:49:21.3Z,4,REGULAR,freethrow,1 of 3,[],202695,,,1610612746,108,99,2023-01-11T05:49:21Z,5860000,False,,,0,,K. Leonard Free Throw 1 of 3 (31 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,31.0,,,,,,,,,,,,,,,,,
