actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
19,PT10M03.00S,2023-01-03T03:43:32.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,17.789093298291732,46.81372549019608,1610612748,5,4,2023-01-03T03:43:37Z,190000,False,16.0,115.0,1,left,B. Adebayo 11' Jump Shot (4 PTS) (T. Herro 2 AST),"[1628389, 1629639]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,11.58,Made,,,,,4.0,T. Herro,1629639.0,2.0,,,,,,,,
21,PT09M47.00S,2023-01-03T03:43:48.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,92.69053876478318,59.068627450980394,1610612746,7,4,2023-01-03T03:44:38Z,210000,False,45.0,16.0,1,right,I. Zubac turnaround bank Hook (2 PTS) (R. Jackson 2 AST),"[1627826, 202704]",1610612746.0,LAC,turnaround bank,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,4.81,Made,,,,,2.0,R. Jackson,202704.0,2.0,,,,,,,,
23,PT09M29.00S,2023-01-03T03:44:07.2Z,1,REGULAR,3pt,Jump Shot,[],200768,28.170170827858072,18.627450980392155,1610612748,7,7,2023-01-03T03:44:13Z,230000,False,157.0,212.0,1,left,K. Lowry 26' 3PT  (3 PTS) (J. Butler 1 AST),"[200768, 202710]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,,,26.4,Made,,,,,3.0,J. Butler,202710.0,1.0,,,,,,,,
25,PT09M18.00S,2023-01-03T03:44:18.4Z,1,REGULAR,3pt,Jump Shot,[],202331,67.85479632063075,68.87254901960785,1610612746,7,7,2023-01-03T03:45:30Z,250000,False,94.0,250.0,1,right,MISS P. George 26' pullup 3PT,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Above the Break 3,24+ Right Center,,,26.69,Missed,,,,,,,,,,,,,,,,
26,PT09M15.00S,2023-01-03T03:44:21.7Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,7,7,2023-01-03T03:44:21Z,260000,False,,,0,,I. Zubac REBOUND (Off:1 Def:0),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Right Center,,,,,25.0,1.0,0.0,1.0,,,,,,,,,,,,
27,PT09M13.00S,2023-01-03T03:44:23.6Z,1,REGULAR,turnover,bad pass,[],1627826,,,1610612746,7,7,2023-01-03T03:44:29Z,270000,False,,,0,,I. Zubac bad pass TURNOVER (1 TO),"[1627826, 1628389]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Left,,1.0,,,,,,,,,,,Adebayo,1628389.0,,,,,,
28,PT09M13.00S,2023-01-03T03:44:23.6Z,1,REGULAR,steal,,[],1628389,,,1610612748,7,7,2023-01-03T03:44:25Z,280000,False,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
29,PT09M08.00S,2023-01-03T03:44:28.6Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628997,7.802233902759525,97.30392156862744,1610612748,7,7,2023-01-03T03:46:09Z,290000,False,-237.0,21.0,1,left,MISS C. Martin running pullup 3PT,[1628997],1610612748.0,MIA,running pullup,,,Martin,C. Martin,,,,,Left Corner 3,24+ Left,,,23.74,Missed,,,,,,,,,,,,,,,,
30,PT09M03.00S,2023-01-03T03:44:33.6Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,7,7,2023-01-03T03:44:37Z,300000,False,,,0,,M. Morris Sr. REBOUND (Off:0 Def:1),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Left Corner 3,24+ Left,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,
31,PT08M52.00S,2023-01-03T03:44:45.4Z,1,REGULAR,turnover,out-of-bounds,[],202694,,,1610612746,7,7,2023-01-03T03:44:50Z,310000,False,,,0,,M. Morris Sr. bad pass out-of-bounds TURNOVER (1 TO),[202694],1610612746.0,LAC,bad pass,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,16-24 Left,202037.0,1.0,,,,,,,,,,,,,,,,,,
32,PT08M40.00S,2023-01-03T03:45:16.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202710,8.590670170827863,3.67647058823529,1610612748,7,7,2023-01-03T03:45:22Z,320000,False,232.0,28.0,1,left,MISS J. Butler 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Right Corner 3,24+ Right,,,23.33,Missed,,,,,,,,,,,,,,,,
33,PT08M36.00S,2023-01-03T03:45:20.1Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,7,7,2023-01-03T03:45:22Z,330000,False,,,0,,M. Morris Sr. REBOUND (Off:0 Def:2),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Right Corner 3,24+ Right,,,,,32.0,2.0,2.0,0.0,,,,,,,,,,,,
35,PT08M18.00S,2023-01-03T03:45:44.0Z,1,REGULAR,foul,personal,['3freethrow'],1628997,,,1610612746,7,7,2023-01-03T03:45:49Z,350000,False,,,0,,C. Martin shooting personal FOUL (1 PF) (Morris Sr. 3 FT),"[1628997, 202694]",1610612748.0,MIA,shooting,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,1628953.0,,,,,,,,,,,,,,1.0,0.0,Morris Sr.,202694.0,,
37,PT08M18.00S,2023-01-03T03:46:16.2Z,1,REGULAR,freethrow,1 of 3,[],202694,,,1610612746,8,7,2023-01-03T03:46:16Z,370000,False,,,0,,M. Morris Sr. Free Throw 1 of 3 (4 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,Made,,,,,4.0,,,,,,,,,,,
38,PT08M18.00S,2023-01-03T03:46:32.6Z,1,REGULAR,freethrow,2 of 3,[],202694,,,1610612746,9,7,2023-01-03T03:46:32Z,380000,False,,,0,,M. Morris Sr. Free Throw 2 of 3 (5 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,
39,PT08M18.00S,2023-01-03T03:46:53.6Z,1,REGULAR,freethrow,3 of 3,[],202694,,,1610612746,10,7,2023-01-03T03:46:53Z,390000,False,,,0,,M. Morris Sr. Free Throw 3 of 3 (6 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,Made,,,,,6.0,,,,,,,,,,,
40,PT08M04.00S,2023-01-03T03:47:21.6Z,1,REGULAR,turnover,bad pass,[],202710,,,1610612748,10,7,2023-01-03T03:47:26Z,400000,False,,,0,,J. Butler bad pass TURNOVER (1 TO),"[202710, 202331]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Left Center,,1.0,,,,,,,,,,,George,202331.0,,,,,,
41,PT08M04.00S,2023-01-03T03:47:21.6Z,1,REGULAR,steal,,[],202331,,,1610612746,10,7,2023-01-03T03:47:23Z,410000,False,,,0,,P. George STEAL (1 STL),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
42,PT08M02.00S,2023-01-03T03:47:24.5Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202331,93.47897503285151,49.26470588235294,1610612746,12,7,2023-01-03T03:47:33Z,420000,False,-4.0,9.0,1,right,P. George running DUNK (2 PTS),[202331],1610612746.0,LAC,running,,,George,P. George,,,,,Restricted Area,0-8 Center,,,0.95,Made,,,,,2.0,,,,,,,,,,,
43,PT07M40.00S,2023-01-03T03:47:45.6Z,1,REGULAR,3pt,Jump Shot,[],200768,29.352825229960573,27.450980392156865,1610612748,12,10,2023-01-03T03:47:51Z,430000,False,113.0,223.0,1,left,K. Lowry 25' 3PT  (6 PTS) (C. Martin 1 AST),"[200768, 1628997]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,,,25.02,Made,,,,,6.0,C. Martin,1628997.0,1.0,,,,,,,,
45,PT07M24.00S,2023-01-03T03:48:02.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,94.79303547963207,47.79411764705882,1610612746,14,10,2023-01-03T03:48:06Z,450000,False,-11.0,-4.0,1,right,I. Zubac DUNK (4 PTS) (P. George 2 AST),"[1627826, 202331]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,1.16,Made,,,,,4.0,P. George,202331.0,2.0,,,,,,,,
47,PT07M11.00S,2023-01-03T03:48:15.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,11.875821287779246,52.69607843137255,1610612748,14,12,2023-01-03T03:48:19Z,470000,False,-13.0,59.0,1,left,B. Adebayo 6' floating Jump Shot (6 PTS) (J. Butler 2 AST),"[1628389, 202710]",1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,6.06,Made,,,,,6.0,J. Butler,202710.0,2.0,,,,,,,,
49,PT06M58.00S,2023-01-03T03:48:28.7Z,1,REGULAR,turnover,bad pass,[],202331,,,1610612746,14,12,2023-01-03T03:48:35Z,490000,False,,,0,,P. George bad pass TURNOVER (1 TO),"[202331, 202710]",1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,,1.0,,,,,,,,,,,Butler,202710.0,,,,,,
50,PT06M58.00S,2023-01-03T03:48:28.7Z,1,REGULAR,steal,,[],202710,,,1610612748,14,12,2023-01-03T03:48:30Z,500000,False,,,0,,J. Butler STEAL (1 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
51,PT06M54.00S,2023-01-03T03:48:33.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629639,6.750985545335084,50.98039215686275,1610612748,14,14,2023-01-03T03:48:39Z,510000,False,-5.0,11.0,1,left,T. Herro running Layup (2 PTS) (J. Butler 3 AST),"[1629639, 202710]",1610612748.0,MIA,running,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,1.2,Made,,,,,2.0,J. Butler,202710.0,3.0,,,,,,,,
52,PT06M45.00S,2023-01-03T03:48:41.0Z,1,REGULAR,turnover,bad pass,[],1629611,,,1610612746,14,14,2023-01-03T03:48:47Z,520000,False,,,0,,T. Mann bad pass TURNOVER (1 TO),"[1629611, 1629639]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,,1.0,,,,,,,,,,,Herro,1629639.0,,,,,,
53,PT06M45.00S,2023-01-03T03:48:41.0Z,1,REGULAR,steal,,[],1629639,,,1610612748,14,14,2023-01-03T03:48:42Z,530000,False,,,0,,T. Herro STEAL (1 STL),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
54,PT06M38.00S,2023-01-03T03:48:48.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629639,24.6222076215506,87.99019607843137,1610612748,14,14,2023-01-03T03:48:54Z,540000,False,-190.0,179.0,1,left,MISS T. Herro 26' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,26.1,Missed,,,,,,,,,,,,,,,,
55,PT06M35.00S,2023-01-03T03:48:51.3Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,14,14,2023-01-03T03:48:54Z,550000,False,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,
56,PT06M15.00S,2023-01-03T03:49:11.8Z,1,REGULAR,2pt,Jump Shot,[],202694,83.09789750328515,26.225490196078425,1610612746,14,14,2023-01-03T03:49:16Z,560000,False,-119.0,106.0,1,right,MISS M. Morris Sr. 15' turnaround fadeaway Shot - blocked,"[202694, 1628997]",1610612746.0,LAC,turnaround fadeaway,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,8-16 Left,,,15.96,Missed,,,,,,,,,,,,,,,Martin,1628997.0
76,PT06M15.00S,2023-01-03T03:49:11.8Z,1,REGULAR,block,,[],1628997,,,1610612746,14,14,2023-01-03T03:54:28Z,565000,False,,,0,,C. Martin BLOCK (1 BLK),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
57,PT06M11.00S,2023-01-03T03:49:15.8Z,1,REGULAR,rebound,defensive,[],200768,,,1610612748,14,14,2023-01-03T03:51:38Z,570000,False,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Mid-Range,8-16 Left,,,,,56.0,1.0,1.0,0.0,,,,,,,,,,,,
58,PT06M07.00S,2023-01-03T03:49:19.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628997,7.670827858081481,47.05882352941176,1610612748,14,16,2023-01-03T03:49:24Z,580000,False,15.0,20.0,1,left,C. Martin running Layup (2 PTS) (K. Lowry 1 AST),"[1628997, 200768]",1610612748.0,MIA,running,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,2.45,Made,,,,,2.0,K. Lowry,200768.0,1.0,,,,,,,,
60,PT06M07.00S,2023-01-03T03:49:24.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,14,16,2023-01-03T03:49:24Z,600000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M07.00S,2023-01-03T03:51:50.3Z,1,REGULAR,substitution,out,[],1628389,,,1610612746,14,16,2023-01-03T03:52:12Z,610000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M07.00S,2023-01-03T03:51:50.3Z,1,REGULAR,substitution,in,[],1631115,,,1610612746,14,16,2023-01-03T03:52:12Z,620000,False,,,0,,SUB in: O. Robinson,[1631115],1610612748.0,MIA,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT05M52.00S,2023-01-03T03:52:37.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202704,92.42772667542707,60.049019607843135,1610612746,14,16,2023-01-03T03:52:41Z,630000,False,50.0,19.0,1,right,MISS R. Jackson driving Hook,[202704],1610612746.0,LAC,driving,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,5.36,Missed,,,,,,,,,,,,,,,,
65,PT05M50.00S,2023-01-03T03:52:39.8Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,14,16,2023-01-03T03:52:41Z,640000,False,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,,,64.0,2.0,2.0,0.0,,,,,,,,,,,,
66,PT05M44.00S,2023-01-03T03:52:49.7Z,1,REGULAR,foul,personal,[],1629611,,,1610612748,14,16,2023-01-03T03:53:26Z,650000,False,,,0,,T. Mann personal FOUL (1 PF),"[1629611, 202710]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,Mid-Range,16-24 Left,202037.0,,,,,,,,,,,,,,1.0,0.0,Butler,202710.0,,
68,PT05M44.00S,2023-01-03T03:52:55.6Z,1,REGULAR,substitution,out,[],1628997,,,1610612748,14,16,2023-01-03T03:53:05Z,670000,False,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M44.00S,2023-01-03T03:52:55.6Z,1,REGULAR,substitution,in,[],203506,,,1610612748,14,16,2023-01-03T03:53:05Z,680000,False,,,0,,SUB in: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M32.00S,2023-01-03T03:53:29.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,9.904730617608408,60.294117647058826,1610612748,14,18,2023-01-03T03:53:34Z,690000,False,-51.0,41.0,1,left,J. Butler 6' turnaround Jump Shot (2 PTS) (K. Lowry 2 AST),"[202710, 200768]",1610612748.0,MIA,turnaround,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,6.56,Made,,,,,2.0,K. Lowry,200768.0,2.0,,,,,,,,
72,PT05M20.00S,2023-01-03T03:53:40.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629611,92.95335085413929,54.90196078431372,1610612746,16,18,2023-01-03T03:53:45Z,710000,False,25.0,14.0,1,right,T. Mann cutting DUNK (2 PTS) (P. George 3 AST),"[1629611, 202331]",1610612746.0,LAC,cutting,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,2.81,Made,,,,,2.0,P. George,202331.0,3.0,,,,,,,,
74,PT05M02.00S,2023-01-03T03:54:00.0Z,1,REGULAR,foul,personal,['2freethrow'],1629611,,,1610612748,16,18,2023-01-03T03:54:08Z,730000,False,,,0,,T. Mann shooting personal FOUL (2 PF) (Herro 2 FT),"[1629611, 1629639]",1610612746.0,LAC,shooting,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,202037.0,,,,,,,,,,,,,,2.0,0.0,Herro,1629639.0,,
77,PT05M02.00S,2023-01-03T03:54:28.2Z,1,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,16,19,2023-01-03T03:54:28Z,750000,False,,,0,,T. Herro Free Throw 1 of 2 (3 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,
78,PT05M02.00S,2023-01-03T03:54:28.9Z,1,REGULAR,substitution,out,[],1629611,,,1610612748,16,19,2023-01-03T03:54:39Z,760000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M02.00S,2023-01-03T03:54:28.9Z,1,REGULAR,substitution,out,[],1627826,,,1610612748,16,19,2023-01-03T03:54:39Z,770000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M02.00S,2023-01-03T03:54:28.9Z,1,REGULAR,substitution,in,[],1626181,,,1610612748,16,19,2023-01-03T03:54:39Z,780000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M02.00S,2023-01-03T03:54:28.9Z,1,REGULAR,substitution,in,[],201587,,,1610612748,16,19,2023-01-03T03:54:39Z,790000,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M02.00S,2023-01-03T03:54:49.9Z,1,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,16,20,2023-01-03T03:54:49Z,800000,False,,,0,,T. Herro Free Throw 2 of 2 (4 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,Made,,,,,4.0,,,,,,,,,,,
83,PT04M48.00S,2023-01-03T03:55:06.1Z,1,REGULAR,2pt,Jump Shot,[],202331,75.73915900131406,61.76470588235294,1610612746,16,20,2023-01-03T03:55:11Z,810000,False,59.0,176.0,1,right,MISS P. George 18' pullup Shot,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Mid-Range,16-24 Right Center,,,18.52,Missed,,,,,,,,,,,,,,,,
84,PT04M44.00S,2023-01-03T03:55:10.1Z,1,REGULAR,rebound,defensive,[],1631115,,,1610612748,16,20,2023-01-03T03:55:11Z,820000,False,,,0,,O. Robinson REBOUND (Off:0 Def:1),[1631115],1610612748.0,MIA,,,,Robinson,O. Robinson,,,,,Mid-Range,16-24 Right Center,,,,,83.0,1.0,1.0,0.0,,,,,,,,,,,,
85,PT04M23.00S,2023-01-03T03:55:31.3Z,1,REGULAR,3pt,Jump Shot,[],202710,34.346254927726676,54.411764705882355,1610612748,16,20,2023-01-03T03:55:39Z,830000,False,-22.0,270.0,1,left,MISS J. Butler 27' step back 3PT,[202710],1610612748.0,MIA,step back,,,Butler,J. Butler,,,,,Above the Break 3,24+ Center,,,27.13,Missed,,,,,,,,,,,,,,,,
86,PT04M17.00S,2023-01-03T03:55:37.3Z,1,REGULAR,rebound,offensive,[],1631115,,,1610612748,16,20,2023-01-03T03:55:39Z,840000,False,,,0,,O. Robinson REBOUND (Off:1 Def:1),[1631115],1610612748.0,MIA,,,,Robinson,O. Robinson,,,,,Above the Break 3,24+ Center,,,,,85.0,2.0,1.0,1.0,,,,,,,,,,,,
87,PT04M17.00S,2023-01-03T03:55:37.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631115,5.590000152587891,50.0,1610612748,16,20,2023-01-03T03:55:43Z,850000,False,0.0,0.0,1,left,MISS O. Robinson tip Layup,[1631115],1610612748.0,MIA,tip,,,Robinson,O. Robinson,,,,,Restricted Area,0-8 Center,,,0.0,Missed,,,,,,,,,,,,,,,,
88,PT04M17.00S,2023-01-03T03:55:37.6Z,1,REGULAR,rebound,offensive,[],1631115,,,1610612748,16,20,2023-01-03T03:55:43Z,860000,False,,,0,,O. Robinson REBOUND (Off:2 Def:1),[1631115],1610612748.0,MIA,,,,Robinson,O. Robinson,,,,,Restricted Area,0-8 Center,,,,,87.0,3.0,1.0,2.0,,,,,,,,,,,,
