actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
42,PT07M44.00S,2022-10-30T19:16:17.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203468,67.9862023653088,29.90196078431373,1610612740,10,7,2022-10-30T19:16:24Z,420000,-100.0,248.0,1,right,MISS C. McCollum 26' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,,,,,26.8,Missed,,,,,,,,,,,,
43,PT07M43.00S,2022-10-30T19:16:18.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,10,7,2022-10-30T19:16:24Z,430000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,42.0,,,,,,,,,,,
45,PT07M41.00S,2022-10-30T19:16:44.5Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",203468,88.48554533508542,81.61764705882354,1610612740,10,7,2022-10-30T19:16:50Z,450000,158.0,56.0,1,right,MISS C. McCollum 16' Jump Shot,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Right,,,,,,,16.76,Missed,,,,,,,,,,,,
46,PT07M36.00S,2022-10-30T19:16:49.5Z,1,REGULAR,rebound,offensive,[],1630530,,,1610612740,10,7,2022-10-30T19:16:50Z,460000,,,0,,T. Murphy III REBOUND (Off:1 Def:0),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Right,,,,,,,,,45.0,1.0,0.0,1.0,,,,,,,,
47,PT07M36.00S,2022-10-30T19:16:48.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1630530,94.40999984741211,50.0,1610612740,10,7,2022-10-30T19:16:52Z,470000,0.0,0.0,1,right,MISS T. Murphy III tip Layup,[1630530],1610612740.0,NOP,tip,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,0.0,Missed,,,,,,,,,,,,
48,PT07M36.00S,2022-10-30T19:16:48.8Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,10,7,2022-10-30T19:16:52Z,480000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:1),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Restricted Area,0-8 Center,,,,,,,,,47.0,1.0,1.0,0.0,,,,,,,,
49,PT07M32.00S,2022-10-30T19:16:53.5Z,1,REGULAR,turnover,bad pass,[],202704,,,1610612746,10,7,2022-10-30T19:16:56Z,490000,,,0,,R. Jackson bad pass TURNOVER (1 TO),"[202704, 1630230]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,1.0,,,,,,,,,,,Marshall,1630230.0,,
50,PT07M32.00S,2022-10-30T19:16:53.5Z,1,REGULAR,steal,,[],1630230,,,1610612740,10,7,2022-10-30T19:16:55Z,500000,,,0,,N. Marshall STEAL (1 STL),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
51,PT07M28.00S,2022-10-30T19:16:57.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630530,91.50788436268068,50.98039215686275,1610612740,10,9,2022-10-30T19:17:03Z,510000,5.0,27.0,1,right,T. Murphy III running DUNK (2 PTS) (N. Marshall 1 AST),"[1630530, 1630230]",1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,2.77,Made,,,,,2.0,N. Marshall,1630230.0,1.0,,,,
53,PT07M00.00S,2022-10-30T19:17:25.9Z,1,REGULAR,2pt,Jump Shot,[],202694,7.933639947437584,25.490196078431367,1610612746,10,9,2022-10-30T19:17:29Z,530000,123.0,22.0,1,left,MISS M. Morris Sr. 12' pullup Shot,[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,8-16 Right,,,,,,,12.45,Missed,,,,,,,,,,,,
54,PT06M57.00S,2022-10-30T19:17:28.9Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,10,9,2022-10-30T19:17:29Z,540000,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Right,,,,,,,,,53.0,1.0,1.0,0.0,,,,,,,,
55,PT06M48.00S,2022-10-30T19:17:38.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,87.56570302233902,52.69607843137255,1610612740,10,9,2022-10-30T19:17:41Z,550000,13.0,64.0,1,right,MISS J. Valanciunas 6' turnaround Shot,[202685],1610612740.0,NOP,turnaround,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,6.58,Missed,,,,,,,,,,,,
56,PT06M45.00S,2022-10-30T19:17:41.1Z,1,REGULAR,rebound,defensive,[],202704,,,1610612746,10,9,2022-10-30T19:17:41Z,560000,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,55.0,1.0,1.0,0.0,,,,,,,,
57,PT06M34.00S,2022-10-30T19:17:52.8Z,1,REGULAR,foul,personal,['2freethrow'],202685,,,1610612746,10,9,2022-10-30T19:20:49Z,570000,,,0,,J. Valanciunas shooting personal FOUL (1 PF) (George 2 FT),"[202685, 202331]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,200833.0,1.0,0.0,George,202331.0,,,,,,,,,,,,,,,
59,PT06M34.00S,2022-10-30T19:18:08.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,10,9,2022-10-30T19:18:08Z,590000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M34.00S,2022-10-30T19:20:51.3Z,1,REGULAR,substitution,out,[],1629627,,,1610612746,10,9,2022-10-30T19:20:59Z,600000,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M34.00S,2022-10-30T19:20:51.3Z,1,REGULAR,substitution,in,[],1630631,,,1610612746,10,9,2022-10-30T19:20:59Z,610000,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M34.00S,2022-10-30T19:21:17.9Z,1,REGULAR,freethrow,1 of 2,[],202331,,,1610612746,11,9,2022-10-30T19:21:17Z,620000,,,0,,P. George Free Throw 1 of 2 (1 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,Made,,,,,1.0,,,,,,,
63,PT06M34.00S,2022-10-30T19:21:33.4Z,1,REGULAR,freethrow,2 of 2,[],202331,,,1610612746,12,9,2022-10-30T19:21:33Z,630000,,,0,,P. George Free Throw 2 of 2 (2 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,Made,,,,,2.0,,,,,,,
64,PT06M18.00S,2022-10-30T19:21:51.4Z,1,REGULAR,3pt,Jump Shot,[],1630530,73.11103810775296,83.33333333333334,1610612740,12,9,2022-10-30T19:21:55Z,640000,167.0,200.0,1,right,MISS T. Murphy III 26' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,,,,,26.06,Missed,,,,,,,,,,,,
65,PT06M15.00S,2022-10-30T19:21:54.4Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,12,9,2022-10-30T19:21:55Z,650000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:2),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,64.0,2.0,2.0,0.0,,,,,,,,
66,PT06M03.00S,2022-10-30T19:22:06.3Z,1,REGULAR,2pt,Jump Shot,[],202694,20.811432325886997,38.725490196078425,1610612746,14,9,2022-10-30T19:22:13Z,660000,56.0,143.0,1,left,M. Morris Sr. 15' pullup Jump Shot (8 PTS),[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,8-16 Center,,,,,,,15.38,Made,,,,,8.0,,,,,,,
67,PT05M50.00S,2022-10-30T19:22:21.1Z,1,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612740,14,9,2022-10-30T19:22:26Z,670000,,,0,,I. Zubac shooting personal FOUL (2 PF) (Valanciunas 2 FT),"[1627826, 202685]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,200833.0,2.0,0.0,Valanciunas,202685.0,,,,,,,,,,,,,,,
70,PT05M50.00S,2022-10-30T19:22:45.0Z,1,REGULAR,substitution,out,[],1627826,,,1610612740,14,9,2022-10-30T19:22:58Z,700000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M50.00S,2022-10-30T19:22:45.0Z,1,REGULAR,substitution,in,[],201587,,,1610612740,14,9,2022-10-30T19:22:58Z,710000,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M50.00S,2022-10-30T19:22:52.9Z,1,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,14,10,2022-10-30T19:32:21Z,712500,,,0,,J. Valanciunas Free Throw 1 of 2 (1 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,Made,,,,,1.0,,,,,,,
72,PT05M50.00S,2022-10-30T19:22:52.9Z,1,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,14,10,2022-10-30T19:32:21Z,713750,,,0,,MISS J. Valanciunas Free Throw 2 of 2,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
73,PT05M48.00S,2022-10-30T19:22:54.9Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,14,10,2022-10-30T19:32:21Z,714375,,,0,,T. Mann REBOUND (Off:1 Def:2),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,72.0,3.0,2.0,1.0,,,,,,,,
74,PT05M27.00S,2022-10-30T19:23:41.5Z,1,REGULAR,3pt,Jump Shot,[],202331,31.84954007884363,67.15686274509804,1610612746,14,10,2022-10-30T19:27:56Z,715000,-86.0,247.0,1,left,MISS P. George 26' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,,,,26.14,Missed,,,,,,,,,,,,
75,PT05M26.00S,2022-10-30T19:23:42.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,14,10,2022-10-30T19:32:35Z,717500,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,74.0,,,,,,,,,,,
76,PT05M26.00S,2022-10-30T19:23:47.7Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612746,14,10,2022-10-30T19:23:54Z,760000,,,0,,LAC shot clock Team TURNOVER,[],1610612746.0,LAC,,,,,,,,,,Mid-Range,8-16 Left,1830.0,,,,,,,,,,,,,,,,,,,
77,PT05M08.00S,2022-10-30T19:24:12.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203468,82.70367936925098,61.27450980392157,1610612740,14,10,2022-10-30T19:47:08Z,770000,56.0,110.0,1,right,MISS C. McCollum 12' pullup Shot,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,12.37,Missed,,,,,,,,,,,,
78,PT05M05.00S,2022-10-30T19:24:14.3Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,14,10,2022-10-30T19:24:14Z,780000,,,0,,T. Mann REBOUND (Off:1 Def:3),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,77.0,4.0,3.0,1.0,,,,,,,,
79,PT05M00.00S,2022-10-30T19:24:19.8Z,1,REGULAR,2pt,Hook,['fastbreak'],202704,8.590670170827863,68.38235294117646,1610612746,14,10,2022-10-30T19:24:27Z,790000,-92.0,28.0,1,left,MISS R. Jackson 9' Hook,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Mid-Range,8-16 Left,,,,,,,9.62,Missed,,,,,,,,,,,,
80,PT04M58.00S,2022-10-30T19:24:21.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,14,10,2022-10-30T19:24:27Z,800000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,79.0,,,,,,,,,,,
83,PT04M58.00S,2022-10-30T19:24:39.6Z,1,REGULAR,foul,personal,[],202331,,,1610612740,14,10,2022-10-30T19:27:34Z,830000,,,0,,P. George loose ball personal FOUL (1 PF),"[202331, 202685]",1610612746.0,LAC,loose ball,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,200833.0,1.0,0.0,Valanciunas,202685.0,,,,,,,,,,,,,,,
85,PT04M58.00S,2022-10-30T19:24:46.0Z,1,REGULAR,substitution,out,[],1629611,,,1610612740,14,10,2022-10-30T19:24:51Z,850000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M58.00S,2022-10-30T19:24:46.0Z,1,REGULAR,substitution,in,[],1626181,,,1610612740,14,10,2022-10-30T19:24:51Z,860000,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
