actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
177,PT11M43.00S,2022-12-03T21:40:25.7Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629056,6.750985545335084,48.0392156862745,1610612758,24,40,2022-12-03T21:40:38Z,1730000,False,10.0,11.0,1,left,T. Davis running DUNK (2 PTS),[1629056],1610612758.0,SAC,running,,,Davis,T. Davis,,,,,Restricted Area,0-8 Center,,,,1.47,Made,2.0,,,,,,,,,,,,,,
178,PT11M29.00S,2022-12-03T21:40:40.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630527,89.6681997371879,44.36274509803921,1610612746,24,40,2022-12-03T21:55:54Z,1740000,False,-28.0,45.0,1,right,MISS B. Boston Jr. driving finger roll Layup,[1630527],1610612746.0,LAC,driving finger roll,,,Boston Jr.,B. Boston Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,5.28,Missed,,,,,,,,,,,,,,,
179,PT11M26.00S,2022-12-03T21:40:43.0Z,2,REGULAR,rebound,offensive,[],1630527,,,1610612746,24,40,2022-12-03T21:55:54Z,1750000,False,,,0,,B. Boston Jr. REBOUND (Off:1 Def:0),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,178.0,1.0,0.0,1.0,,,,,
180,PT11M24.00S,2022-12-03T21:40:44.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630527,94.40999984741211,50.0,1610612746,24,40,2022-12-03T21:52:38Z,1760000,False,0.0,0.0,1,right,MISS B. Boston Jr. tip Layup,[1630527],1610612746.0,LAC,tip,,,Boston Jr.,B. Boston Jr.,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
181,PT11M24.00S,2022-12-03T21:40:44.0Z,2,REGULAR,rebound,defensive,[],1630558,,,1610612758,24,40,2022-12-03T21:52:38Z,1770000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,180.0,1.0,1.0,0.0,,,,,
182,PT11M21.00S,2022-12-03T21:40:47.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629644,10.298948751642584,49.01960784313726,1610612758,24,42,2022-12-03T21:40:57Z,1780000,False,5.0,44.0,1,left,K. Okpala alley-oop Layup (2 PTS) (T. Davis 2 AST),"[1629644, 1629056]",1610612758.0,SAC,alley-oop,,,Okpala,K. Okpala,,,,,In The Paint (Non-RA),0-8 Center,,,,4.46,Made,2.0,,,,,,,,,,T. Davis,1629056.0,2.0,,
184,PT11M09.00S,2022-12-03T21:40:59.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630527,86.38304862023654,43.13725490196079,1610612746,24,42,2022-12-03T21:41:03Z,1800000,False,-34.0,75.0,1,right,MISS B. Boston Jr. 8' pullup Shot - blocked,"[1630527, 1629002]",1610612746.0,LAC,pullup,,,Boston Jr.,B. Boston Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,8.29,Missed,,,,,,,,,,,,,,Metu,1629002.0
185,PT11M09.00S,2022-12-03T21:40:59.5Z,2,REGULAR,block,,[],1629002,,,1610612746,24,42,2022-12-03T21:41:02Z,1810000,False,,,0,,C. Metu BLOCK (1 BLK),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
186,PT11M06.00S,2022-12-03T21:41:02.5Z,2,REGULAR,rebound,defensive,[],1629056,,,1610612758,24,42,2022-12-03T21:41:03Z,1820000,False,,,0,,T. Davis REBOUND (Off:0 Def:2),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,184.0,2.0,2.0,0.0,,,,,
187,PT11M01.00S,2022-12-03T21:41:10.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629002,8.065045992115643,52.94117647058824,1610612758,24,44,2022-12-03T21:41:14Z,1830000,False,-15.0,23.0,1,left,C. Metu Layup (4 PTS) (T. Davis 3 AST),"[1629002, 1629056]",1610612758.0,SAC,,,,Metu,C. Metu,,,,,Restricted Area,0-8 Center,,,,2.75,Made,4.0,,,,,,,,,,T. Davis,1629056.0,3.0,,
189,PT11M01.00S,2022-12-03T21:41:12.4Z,2,REGULAR,foul,personal,['1freethrow'],202322,,,1610612758,24,44,2022-12-03T21:41:22Z,1850000,False,,,0,,J. Wall shooting personal FOUL (1 PF) (Metu 1 FT),"[202322, 1629002]",1610612746.0,LAC,shooting,,,Wall,J. Wall,,,,,Restricted Area,0-8 Center,,,,,,,1626300.0,1.0,0.0,Metu,1629002.0,,,,,,,,,
191,PT11M01.00S,2022-12-03T21:41:37.7Z,2,REGULAR,freethrow,1 of 1,[],1629002,,,1610612758,24,45,2022-12-03T21:41:37Z,1870000,False,,,0,,C. Metu Free Throw 1 of 1 (5 PTS),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
192,PT10M40.00S,2022-12-03T21:41:58.2Z,2,REGULAR,3pt,Jump Shot,[],201587,68.24901445466492,76.22549019607843,1610612746,24,45,2022-12-03T21:42:02Z,1880000,False,131.0,246.0,1,right,MISS N. Batum 27' 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Right Center,,,,27.88,Missed,,,,,,,,,,,,,,,
193,PT10M38.00S,2022-12-03T21:42:00.2Z,2,REGULAR,rebound,defensive,[],1630558,,,1610612758,24,45,2022-12-03T21:42:02Z,1890000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,192.0,2.0,2.0,0.0,,,,,
194,PT10M34.00S,2022-12-03T21:42:04.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630558,33.820630749014455,41.42156862745098,1610612758,24,45,2022-12-03T21:42:15Z,1900000,False,43.0,265.0,1,left,MISS D. Mitchell 26' step back 3PT,[1630558],1610612758.0,SAC,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,,,,26.88,Missed,,,,,,,,,,,,,,,
195,PT10M31.00S,2022-12-03T21:42:07.6Z,2,REGULAR,rebound,defensive,[],203496,,,1610612746,24,45,2022-12-03T21:42:15Z,1910000,False,,,0,,R. Covington REBOUND (Off:0 Def:1),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,194.0,1.0,1.0,0.0,,,,,
196,PT10M24.00S,2022-12-03T21:42:14.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202322,94.79303547963207,44.85294117647059,1610612746,24,45,2022-12-03T21:42:18Z,1920000,False,-26.0,-4.0,1,right,MISS J. Wall driving Layup,[202322],1610612746.0,LAC,driving,,,Wall,J. Wall,,,,,Restricted Area,0-8 Center,,,,2.6,Missed,,,,,,,,,,,,,,,
197,PT10M24.00S,2022-12-03T21:42:14.5Z,2,REGULAR,rebound,defensive,[],1629002,,,1610612758,24,45,2022-12-03T21:42:18Z,1930000,False,,,0,,C. Metu REBOUND (Off:1 Def:1),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,196.0,2.0,1.0,1.0,,,,,
198,PT10M19.00S,2022-12-03T21:42:20.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628370,10.298948751642584,53.431372549019606,1610612758,24,45,2022-12-03T21:42:40Z,1940000,False,-17.0,44.0,1,left,MISS M. Monk running reverse Layup - blocked,"[1628370, 203496]",1610612758.0,SAC,running reverse,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,,,,4.75,Missed,,,,,,,,,,,,,,Covington,203496.0
199,PT10M19.00S,2022-12-03T21:42:20.7Z,2,REGULAR,block,,[],203496,,,1610612758,24,45,2022-12-03T21:42:24Z,1950000,False,,,0,,R. Covington BLOCK (1 BLK),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
200,PT10M19.00S,2022-12-03T21:42:20.7Z,2,REGULAR,rebound,offensive,[],1629644,,,1610612758,24,45,2022-12-03T21:42:28Z,1960000,False,,,0,,K. Okpala REBOUND (Off:1 Def:0),[1629644],1610612758.0,SAC,,,,Okpala,K. Okpala,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,198.0,1.0,0.0,1.0,,,,,
201,PT10M19.00S,2022-12-03T21:42:25.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1629644,5.590000152587891,50.0,1610612758,24,47,2022-12-03T21:42:33Z,1970000,False,0.0,0.0,1,left,K. Okpala tip Layup (4 PTS),[1629644],1610612758.0,SAC,tip,,,Okpala,K. Okpala,,,,,Restricted Area,0-8 Center,,,,0.0,Made,4.0,,,,,,,,,,,,,,
202,PT10M19.00S,2022-12-03T21:42:28.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,24,47,2022-12-03T21:42:28Z,1980000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT10M19.00S,2022-12-03T21:44:47.1Z,2,REGULAR,substitution,out,[],1630527,,,1610612746,24,47,2022-12-03T21:45:12Z,1990000,False,,,0,,SUB out: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT10M19.00S,2022-12-03T21:44:47.1Z,2,REGULAR,substitution,out,[],202322,,,1610612746,24,47,2022-12-03T21:45:12Z,2000000,False,,,0,,SUB out: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT10M19.00S,2022-12-03T21:44:47.1Z,2,REGULAR,substitution,in,[],202704,,,1610612746,24,47,2022-12-03T21:45:12Z,2010000,False,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT10M19.00S,2022-12-03T21:44:47.1Z,2,REGULAR,substitution,in,[],1629611,,,1610612746,24,47,2022-12-03T21:45:12Z,2020000,False,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT10M00.00S,2022-12-03T21:45:34.1Z,2,REGULAR,2pt,Jump Shot,[],202704,94.13600525624179,33.33333333333334,1610612746,24,47,2022-12-03T21:45:39Z,2030000,False,-83.0,3.0,1,right,MISS R. Jackson 8' step back Shot,[202704],1610612746.0,LAC,step back,,,Jackson,R. Jackson,,,,,Mid-Range,8-16 Left,,,,8.33,Missed,,,,,,,,,,,,,,,
208,PT09M57.00S,2022-12-03T21:45:37.1Z,2,REGULAR,rebound,defensive,[],1629644,,,1610612758,24,47,2022-12-03T21:45:39Z,2040000,False,,,0,,K. Okpala REBOUND (Off:1 Def:1),[1629644],1610612758.0,SAC,,,,Okpala,K. Okpala,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,207.0,2.0,1.0,1.0,,,,,
209,PT09M56.00S,2022-12-03T21:45:42.1Z,2,REGULAR,violation,kicked ball,[],202704,,,1610612758,24,47,2022-12-03T21:45:46Z,2050000,False,,,0,,R. Jackson kicked ball VIOLATION,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,202056.0,,,,,,,,,,,,,
210,PT09M56.00S,2022-12-03T21:45:53.4Z,2,REGULAR,substitution,out,[],1631217,,,1610612758,24,47,2022-12-03T21:45:58Z,2060000,False,,,0,,SUB out: M. Diabate,[1631217],1610612746.0,LAC,,,,Diabate,M. Diabate,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M56.00S,2022-12-03T21:45:53.4Z,2,REGULAR,substitution,in,[],202694,,,1610612758,24,47,2022-12-03T21:45:58Z,2070000,False,,,0,,SUB in: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M44.00S,2022-12-03T21:46:17.1Z,2,REGULAR,2pt,Jump Shot,[],1629644,20.41721419185282,52.69607843137255,1610612758,24,47,2022-12-03T21:46:24Z,2080000,False,-13.0,139.0,1,left,MISS K. Okpala 14' floating Shot,[1629644],1610612758.0,SAC,floating,,,Okpala,K. Okpala,,,,,Mid-Range,8-16 Center,,,,14.01,Missed,,,,,,,,,,,,,,,
213,PT09M40.00S,2022-12-03T21:46:21.1Z,2,REGULAR,rebound,offensive,[],1629056,,,1610612758,24,47,2022-12-03T21:46:24Z,2090000,False,,,0,,T. Davis REBOUND (Off:1 Def:2),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,212.0,3.0,2.0,1.0,,,,,
214,PT09M40.00S,2022-12-03T21:46:20.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629056,5.590000152587891,50.0,1610612758,24,47,2022-12-03T21:46:20Z,2100000,False,0.0,0.0,1,left,MISS T. Davis tip Layup,[1629056],1610612758.0,SAC,tip,,,Davis,T. Davis,,,,,Mid-Range,8-16 Left,,,,0.0,Missed,,,,,,,,,,,,,,,
215,PT09M39.00S,2022-12-03T21:46:21.3Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612746,24,47,2022-12-03T21:46:21Z,2110000,False,,,0,,T. Mann REBOUND (Off:2 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,214.0,3.0,1.0,2.0,,,,,
216,PT09M22.00S,2022-12-03T21:46:38.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201587,91.37647831800263,46.568627450980394,1610612746,24,47,2022-12-03T21:46:43Z,2120000,False,-17.0,29.0,1,right,MISS N. Batum reverse Layup,[201587],1610612746.0,LAC,reverse,,,Batum,N. Batum,,,,,Restricted Area,0-8 Center,,,,3.34,Missed,,,,,,,,,,,,,,,
217,PT09M20.00S,2022-12-03T21:46:40.6Z,2,REGULAR,rebound,defensive,[],1629002,,,1610612758,24,47,2022-12-03T21:46:43Z,2130000,False,,,0,,C. Metu REBOUND (Off:1 Def:2),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,216.0,3.0,2.0,1.0,,,,,
218,PT09M16.00S,2022-12-03T21:46:44.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629056,32.637976346911955,22.303921568627445,1610612758,24,47,2022-12-03T22:01:23Z,2140000,False,138.0,254.0,1,left,MISS T. Davis 28' running 3PT,[1629056],1610612758.0,SAC,running,,,Davis,T. Davis,,,,,Above the Break 3,24+ Right Center,,,,28.96,Missed,,,,,,,,,,,,,,,
219,PT09M12.00S,2022-12-03T21:46:48.6Z,2,REGULAR,rebound,defensive,[],201587,,,1610612746,24,47,2022-12-03T21:46:53Z,2150000,False,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,218.0,1.0,1.0,0.0,,,,,
220,PT09M05.00S,2022-12-03T21:46:55.2Z,2,REGULAR,3pt,Jump Shot,[],203496,82.30946123521682,3.67647058823529,1610612746,24,47,2022-12-03T21:46:59Z,2160000,False,-232.0,114.0,1,right,MISS R. Covington 25' 3PT,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,Above the Break 3,24+ Left Center,,,,25.8,Missed,,,,,,,,,,,,,,,
221,PT09M02.00S,2022-12-03T21:46:58.6Z,2,REGULAR,rebound,offensive,[],201587,,,1610612746,24,47,2022-12-03T21:46:58Z,2170000,False,,,0,,N. Batum REBOUND (Off:1 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,220.0,2.0,1.0,1.0,,,,,
222,PT08M49.00S,2022-12-03T21:47:12.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629611,91.50788436268068,45.833333333333336,1610612746,24,47,2022-12-03T21:47:16Z,2180000,False,-21.0,27.0,1,right,MISS T. Mann driving Layup,[1629611],1610612746.0,LAC,driving,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,3.43,Missed,,,,,,,,,,,,,,,
223,PT08M47.00S,2022-12-03T21:47:14.4Z,2,REGULAR,rebound,defensive,[],1629002,,,1610612758,24,47,2022-12-03T21:47:14Z,2190000,False,,,0,,C. Metu REBOUND (Off:1 Def:3),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,222.0,4.0,3.0,1.0,,,,,
225,PT08M44.00S,2022-12-03T21:47:16.8Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1628370,7.670827858081481,50.73529411764706,1610612758,24,47,2022-12-03T21:47:26Z,2210000,False,-4.0,20.0,1,left,MISS M. Monk running alley-oop DUNK,[1628370],1610612758.0,SAC,running alley-oop,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,,,,1.99,Missed,,,,,,,,,,,,,,,
226,PT08M40.00S,2022-12-03T21:47:20.8Z,2,REGULAR,rebound,defensive,[],203496,,,1610612746,24,47,2022-12-03T21:47:26Z,2220000,False,,,0,,R. Covington REBOUND (Off:0 Def:2),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,225.0,2.0,2.0,0.0,,,,,
227,PT08M34.00S,2022-12-03T21:47:27.0Z,2,REGULAR,3pt,Jump Shot,[],202694,73.50525624178712,16.17647058823529,1610612746,24,47,2022-12-03T21:47:31Z,2230000,False,-169.0,197.0,1,right,MISS M. Morris Sr. 25' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Left Center,,,,25.93,Missed,,,,,,,,,,,,,,,
228,PT08M31.00S,2022-12-03T21:47:30.0Z,2,REGULAR,rebound,defensive,[],1629002,,,1610612758,24,47,2022-12-03T21:47:31Z,2240000,False,,,0,,C. Metu REBOUND (Off:1 Def:4),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,227.0,5.0,4.0,1.0,,,,,
229,PT08M22.00S,2022-12-03T21:47:39.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628370,11.087385019710908,51.22549019607843,1610612758,24,49,2022-12-03T21:47:43Z,2250000,False,-6.0,52.0,1,left,M. Monk driving floating Jump Shot (10 PTS) (D. Mitchell 3 AST),"[1628370, 1630558]",1610612758.0,SAC,driving floating,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,,,,5.21,Made,10.0,,,,,,,,,,D. Mitchell,1630558.0,3.0,,
231,PT07M56.00S,2022-12-03T21:48:07.4Z,2,REGULAR,foul,personal,['2freethrow'],1628370,,,1610612746,24,49,2022-12-03T21:49:20Z,2270000,False,,,0,,M. Monk shooting personal FOUL (1 PF) (Mann 2 FT),"[1628370, 1629611]",1610612758.0,SAC,shooting,,,Monk,M. Monk,,,,,Mid-Range,16-24 Center,,,,,,,1626300.0,1.0,0.0,Mann,1629611.0,,,,,,,,,
233,PT07M56.00S,2022-12-03T21:48:38.1Z,2,REGULAR,freethrow,1 of 2,[],1629611,,,1610612746,24,49,2022-12-03T21:49:03Z,2290000,False,,,0,,MISS T. Mann Free Throw 1 of 2,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
241,PT07M56.00S,2022-12-03T21:48:38.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,24,49,2022-12-03T21:49:03Z,2300000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,233.0,,,,,,,,
242,PT07M56.00S,2022-12-03T21:48:38.1Z,2,REGULAR,freethrow,2 of 2,[],1629611,,,1610612746,25,49,2022-12-03T21:49:03Z,2305000,False,,,0,,T. Mann Free Throw 2 of 2 (7 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
235,PT07M56.00S,2022-12-03T21:48:39.4Z,2,REGULAR,substitution,out,[],201587,,,1610612758,25,49,2022-12-03T21:49:03Z,2310000,False,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M56.00S,2022-12-03T21:48:39.4Z,2,REGULAR,substitution,out,[],1629002,,,1610612758,25,49,2022-12-03T21:49:03Z,2320000,False,,,0,,SUB out: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M56.00S,2022-12-03T21:48:39.4Z,2,REGULAR,substitution,out,[],1630558,,,1610612758,25,49,2022-12-03T21:49:03Z,2330000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M56.00S,2022-12-03T21:48:39.4Z,2,REGULAR,substitution,in,[],1627826,,,1610612758,25,49,2022-12-03T21:49:03Z,2340000,False,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M56.00S,2022-12-03T21:48:39.4Z,2,REGULAR,substitution,in,[],1628368,,,1610612758,25,49,2022-12-03T21:49:03Z,2350000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M56.00S,2022-12-03T21:48:39.4Z,2,REGULAR,substitution,in,[],1627734,,,1610612758,25,49,2022-12-03T21:49:03Z,2360000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M34.00S,2022-12-03T21:49:25.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627734,17.263469119579497,58.57843137254902,1610612758,25,51,2022-12-03T21:49:31Z,2370000,False,-43.0,110.0,1,left,D. Sabonis 11' fadeaway Jump Shot (17 PTS) (K. Okpala 1 AST),"[1627734, 1629644]",1610612758.0,SAC,fadeaway,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,,11.79,Made,17.0,,,,,,,,,,K. Okpala,1629644.0,1.0,,
245,PT07M24.00S,2022-12-03T21:49:38.7Z,2,REGULAR,turnover,traveling,[],202704,,,1610612746,25,51,2022-12-03T21:49:44Z,2390000,False,,,0,,R. Jackson traveling TURNOVER (3 TO),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),0-8 Center,3.0,,,,,,1662.0,,,,,,,,,,,,,
247,PT07M24.00S,2022-12-03T21:49:47.0Z,2,REGULAR,substitution,out,[],1629056,,,1610612758,25,51,2022-12-03T21:49:52Z,2400000,False,,,0,,SUB out: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M24.00S,2022-12-03T21:49:47.0Z,2,REGULAR,substitution,in,[],1628989,,,1610612758,25,51,2022-12-03T21:49:52Z,2410000,False,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M12.00S,2022-12-03T21:50:02.9Z,2,REGULAR,turnover,lost ball,[],1628368,,,1610612758,25,51,2022-12-03T21:50:06Z,2420000,False,,,0,,D. Fox lost ball TURNOVER (2 TO),"[1628368, 203496]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,16-24 Left,2.0,Covington,203496.0,,,,,,,,,,,,,,,,,
250,PT07M12.00S,2022-12-03T21:50:02.9Z,2,REGULAR,steal,,[],203496,,,1610612746,25,51,2022-12-03T21:50:04Z,2430000,False,,,0,,R. Covington STEAL (1 STL),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
251,PT07M07.00S,2022-12-03T21:50:07.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202704,88.2227332457293,2.941176470588232,1610612746,25,51,2022-12-03T21:50:15Z,2440000,False,-235.0,58.0,1,right,MISS R. Jackson 24' 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Left Corner 3,24+ Left,,,,24.24,Missed,,,,,,,,,,,,,,,
252,PT07M02.00S,2022-12-03T21:50:13.5Z,2,REGULAR,rebound,offensive,[],1627826,,,1610612746,25,51,2022-12-03T21:50:13Z,2450000,False,,,0,,I. Zubac REBOUND (Off:4 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,251.0,8.0,4.0,4.0,,,,,
253,PT06M59.00S,2022-12-03T21:50:15.9Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203496,71.66557161629436,83.08823529411765,1610612746,25,51,2022-12-03T21:50:19Z,2460000,False,165.0,214.0,1,right,MISS R. Covington 27' 3PT,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,Above the Break 3,24+ Right Center,,,,27.03,Missed,,,,,,,,,,,,,,,
254,PT06M57.00S,2022-12-03T21:50:17.9Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,25,51,2022-12-03T21:50:19Z,2470000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,253.0,1.0,1.0,0.0,,,,,
255,PT06M43.00S,2022-12-03T21:50:31.8Z,2,REGULAR,3pt,Jump Shot,[],1628368,27.644546649145866,16.42156862745098,1610612758,25,51,2022-12-03T22:06:49Z,2480000,False,168.0,207.0,1,left,MISS D. Fox 26' pullup 3PT,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,26.68,Missed,,,,,,,,,,,,,,,
