actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
16,PT11M08.00S,2022-12-03T21:12:21.8Z,1,REGULAR,rebound,offensive,[],202694,,,1610612746,2,1,2022-12-03T21:12:21Z,160000,False,,,0,,M. Morris Sr. REBOUND (Off:1 Def:0),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,15.0,1.0,0.0,1.0,,,,,
17,PT11M06.00S,2022-12-03T21:12:24.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202694,83.49211563731932,57.84313725490196,1610612746,2,1,2022-12-03T21:14:03Z,170000,False,39.0,103.0,1,right,MISS M. Morris Sr. 10' turnaround fadeaway Shot,[202694],1610612746.0,LAC,turnaround fadeaway,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),8-16 Center,,,,10.99,Missed,,,,,,,,,,,,,,,
18,PT11M05.00S,2022-12-03T21:12:25.6Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,2,1,2022-12-03T21:12:31Z,180000,False,,,0,,I. Zubac REBOUND (Off:1 Def:0),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,17.0,1.0,0.0,1.0,,,,,
19,PT11M05.00S,2022-12-03T21:12:29.4Z,1,REGULAR,turnover,traveling,[],1627826,,,1610612746,2,1,2022-12-03T21:12:35Z,190000,False,,,0,,I. Zubac traveling TURNOVER (1 TO),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Right,1.0,,,,,,1626300.0,,,,,,,,,,,,,
20,PT10M45.00S,2022-12-03T21:12:55.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627734,9.641918528252305,54.411764705882355,1610612758,2,3,2022-12-03T21:12:59Z,200000,False,-22.0,38.0,1,left,D. Sabonis Layup (2 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,4.4,Made,2.0,,,,,,,,,,,,,,
21,PT10M25.00S,2022-12-03T21:13:16.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,93.2161629434954,46.32352941176471,1610612746,4,3,2022-12-03T21:13:19Z,210000,False,-18.0,11.0,1,right,T. Mann driving Layup (4 PTS),[1629611],1610612746.0,LAC,driving,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,2.16,Made,4.0,,,,,,,,,,,,,,
22,PT10M13.00S,2022-12-03T21:13:31.0Z,1,REGULAR,foul,personal,['2freethrow'],1629611,,,1610612758,4,3,2022-12-03T21:13:43Z,220000,False,,,0,,T. Mann shooting personal FOUL (1 PF) (Fox 2 FT),"[1629611, 1628368]",1610612746.0,LAC,shooting,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1626300.0,1.0,0.0,Fox,1628368.0,,,,,,,,,
24,PT10M13.00S,2022-12-03T21:13:53.2Z,1,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,4,4,2022-12-03T21:13:53Z,240000,False,,,0,,D. Fox Free Throw 1 of 2 (1 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
25,PT10M13.00S,2022-12-03T21:13:53.2Z,1,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,4,4,2022-12-03T21:14:13Z,250000,False,,,0,,MISS D. Fox Free Throw 2 of 2,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
26,PT10M11.00S,2022-12-03T21:13:55.2Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,4,4,2022-12-03T21:14:13Z,260000,False,,,0,,M. Morris Sr. REBOUND (Off:1 Def:1),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,25.0,2.0,1.0,1.0,,,,,
27,PT10M04.00S,2022-12-03T21:14:21.8Z,1,REGULAR,turnover,out-of-bounds,[],202704,,,1610612746,4,4,2022-12-03T21:14:26Z,270000,False,,,0,,R. Jackson bad pass out-of-bounds TURNOVER (1 TO),[202704],1610612746.0,LAC,bad pass,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,1626300.0,,,,,,,,,,,,,
28,PT09M50.00S,2022-12-03T21:14:36.9Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627734,8.327858081471746,50.245098039215684,1610612758,4,6,2022-12-03T21:17:36Z,280000,False,-1.0,26.0,1,left,D. Sabonis driving Hook (4 PTS) (H. Barnes 1 AST),"[1627734, 203084]",1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,2.58,Made,4.0,,,,,,,,,,H. Barnes,203084.0,1.0,,
30,PT09M37.00S,2022-12-03T21:14:52.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,81.38961892247043,50.49019607843137,1610612746,4,6,2022-12-03T21:15:53Z,300000,False,2.0,122.0,1,right,MISS R. Jackson 12' driving floating Shot,[202704],1610612746.0,LAC,driving floating,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,,12.24,Missed,,,,,,,,,,,,,,,
31,PT09M35.00S,2022-12-03T21:14:54.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,4,6,2022-12-03T21:15:53Z,310000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,30.0,,,,,,,,
33,PT09M29.00S,2022-12-03T21:15:11.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202694,91.24507227332458,25.24509803921569,1610612746,4,6,2022-12-03T21:15:16Z,330000,False,-124.0,30.0,1,right,MISS M. Morris Sr. 12' Jump Shot,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,8-16 Left,,,,12.73,Missed,,,,,,,,,,,,,,,
34,PT09M26.00S,2022-12-03T21:15:14.2Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,4,6,2022-12-03T21:15:14Z,340000,False,,,0,,I. Zubac REBOUND (Off:2 Def:0),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,33.0,2.0,0.0,2.0,,,,,
35,PT09M22.00S,2022-12-03T21:15:20.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629611,89.79960578186596,55.88235294117647,1610612746,4,6,2022-12-03T21:15:26Z,350000,False,29.0,43.0,1,right,MISS T. Mann driving Layup - blocked,"[1629611, 1628368]",1610612746.0,LAC,driving,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,5.24,Missed,,,,,,,,,,,,,,Fox,1628368.0
36,PT09M22.00S,2022-12-03T21:15:20.6Z,1,REGULAR,block,,[],1628368,,,1610612746,4,6,2022-12-03T21:15:23Z,360000,False,,,0,,D. Fox BLOCK (1 BLK),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
37,PT09M22.00S,2022-12-03T21:15:20.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,4,6,2022-12-03T21:15:26Z,370000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,35.0,,,,,,,,
39,PT09M21.00S,2022-12-03T21:15:39.7Z,1,REGULAR,turnover,traveling,[],202704,,,1610612746,4,6,2022-12-03T21:15:44Z,390000,False,,,0,,R. Jackson traveling TURNOVER (2 TO),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Mid-Range,16-24 Right,2.0,,,,,,1626300.0,,,,,,,,,,,,,
40,PT09M02.00S,2022-12-03T21:16:05.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627734,29.09001314060447,82.1078431372549,1610612758,4,9,2022-12-03T21:16:10Z,400000,False,-161.0,221.0,1,left,D. Sabonis 27' 3PT  (7 PTS) (K. Murray 1 AST),"[1627734, 1631099]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,,,,27.31,Made,7.0,,,,,,,,,,K. Murray,1631099.0,1.0,,
42,PT08M50.00S,2022-12-03T21:16:17.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,81.7838370565046,62.254901960784316,1610612746,4,9,2022-12-03T21:16:23Z,420000,False,61.0,119.0,1,right,MISS R. Jackson 13' pullup Shot,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,,13.36,Missed,,,,,,,,,,,,,,,
43,PT08M47.00S,2022-12-03T21:16:20.5Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,4,9,2022-12-03T21:16:23Z,430000,False,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,42.0,1.0,1.0,0.0,,,,,
44,PT08M43.00S,2022-12-03T21:16:25.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631099,29.352825229960573,86.76470588235294,1610612758,4,9,2022-12-03T21:19:37Z,440000,False,-184.0,223.0,1,left,MISS K. Murray 28' running 3PT,[1631099],1610612758.0,SAC,running,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,,28.93,Missed,,,,,,,,,,,,,,,
45,PT08M40.00S,2022-12-03T21:16:28.3Z,1,REGULAR,rebound,defensive,[],1629599,,,1610612746,4,9,2022-12-03T21:16:36Z,450000,False,,,0,,A. Coffey REBOUND (Off:0 Def:1),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,44.0,1.0,1.0,0.0,,,,,
46,PT08M34.00S,2022-12-03T21:16:34.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629599,92.82194480946123,47.05882352941176,1610612746,4,9,2022-12-03T21:16:39Z,460000,False,-15.0,15.0,1,right,MISS A. Coffey driving Layup,[1629599],1610612746.0,LAC,driving,,,Coffey,A. Coffey,,,,,Restricted Area,0-8 Center,,,,2.1,Missed,,,,,,,,,,,,,,,
47,PT08M34.00S,2022-12-03T21:16:34.5Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,4,9,2022-12-03T21:16:39Z,470000,False,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,46.0,1.0,1.0,0.0,,,,,
48,PT08M19.00S,2022-12-03T21:16:49.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,11.563731931668855,64.75949754901961,1610612758,4,11,2022-12-03T21:16:57Z,480000,False,-74.0,56.0,1,left,K. Huerter 9' Jump Shot (2 PTS) (D. Sabonis 1 AST),"[1628989, 1627734]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),8-16 Left,,,,9.28,Made,2.0,,,,,,,,,,D. Sabonis,1627734.0,1.0,,
50,PT08M19.00S,2022-12-03T21:16:56.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,4,11,2022-12-03T21:16:56Z,500000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M58.00S,2022-12-03T21:20:04.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,85.72601839684626,55.14705882352941,1610612746,6,11,2022-12-03T21:20:09Z,520000,False,26.0,82.0,1,right,I. Zubac 8' Hook (2 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,,8.56,Made,2.0,,,,,,,,,,,,,,
53,PT07M41.00S,2022-12-03T21:20:22.1Z,1,REGULAR,3pt,Jump Shot,[],1627734,33.295006570302235,53.431372549019606,1610612758,6,14,2022-12-03T21:20:32Z,530000,False,-17.0,260.0,1,left,D. Sabonis 26' 3PT  (10 PTS) (K. Huerter 1 AST),"[1627734, 1628989]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Center,,,,26.11,Made,10.0,,,,,,,,,,K. Huerter,1628989.0,1.0,,
55,PT07M25.00S,2022-12-03T21:20:37.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,83.04862023653088,51.52420343137255,1610612746,6,14,2022-12-03T21:20:48Z,550000,False,8.0,107.0,1,right,MISS M. Morris Sr. 10' turnaround fadeaway Shot,[202694],1610612746.0,LAC,turnaround fadeaway,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),8-16 Center,,,,10.71,Missed,,,,,,,,,,,,,,,
56,PT07M22.00S,2022-12-03T21:20:40.9Z,1,REGULAR,rebound,offensive,[],1629611,,,1610612746,6,14,2022-12-03T21:20:48Z,560000,False,,,0,,T. Mann REBOUND (Off:1 Def:0),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,55.0,1.0,0.0,1.0,,,,,
57,PT07M20.00S,2022-12-03T21:20:42.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629611,93.61038107752957,49.754901960784316,1610612746,8,14,2022-12-03T21:20:52Z,570000,False,-1.0,8.0,1,right,T. Mann putback Layup (6 PTS),[1629611],1610612746.0,LAC,putback,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,0.77,Made,6.0,,,,,,,,,,,,,,
58,PT07M07.00S,2022-12-03T21:20:55.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,9.773324572930349,45.58823529411765,1610612758,8,14,2022-12-03T21:21:02Z,580000,False,22.0,39.0,1,left,MISS K. Huerter driving bank Shot,[1628989],1610612758.0,SAC,driving bank,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,,4.52,Missed,,,,,,,,,,,,,,,
59,PT07M05.00S,2022-12-03T21:20:57.8Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,8,14,2022-12-03T21:21:02Z,590000,False,,,0,,I. Zubac REBOUND (Off:2 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,58.0,3.0,1.0,2.0,,,,,
60,PT06M46.00S,2022-12-03T21:21:16.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202704,91.50788436268068,44.85294117647059,1610612746,8,14,2022-12-03T21:21:25Z,600000,False,-26.0,27.0,1,right,MISS R. Jackson driving Layup,[202704],1610612746.0,LAC,driving,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,,,,3.75,Missed,,,,,,,,,,,,,,,
61,PT06M39.00S,2022-12-03T21:21:23.2Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,8,14,2022-12-03T21:21:23Z,610000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,60.0,1.0,1.0,0.0,,,,,
62,PT06M34.00S,2022-12-03T21:21:29.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,20.154402102496718,54.16666666666667,1610612758,8,14,2022-12-03T21:21:34Z,620000,False,-21.0,137.0,1,left,MISS D. Fox 13' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,,13.86,Missed,,,,,,,,,,,,,,,
63,PT06M31.00S,2022-12-03T21:21:32.4Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,8,14,2022-12-03T21:21:34Z,630000,False,,,0,,M. Morris Sr. REBOUND (Off:1 Def:2),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,62.0,3.0,2.0,1.0,,,,,
64,PT06M27.00S,2022-12-03T21:21:36.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629611,90.98226018396846,47.05882352941176,1610612746,8,14,2022-12-03T21:21:46Z,640000,False,-15.0,32.0,1,right,MISS T. Mann running Layup,[1629611],1610612746.0,LAC,running,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,3.55,Missed,,,,,,,,,,,,,,,
65,PT06M25.00S,2022-12-03T21:21:38.4Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,8,14,2022-12-03T21:21:46Z,650000,False,,,0,,K. Murray REBOUND (Off:0 Def:2),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,64.0,2.0,2.0,0.0,,,,,
66,PT06M19.00S,2022-12-03T21:21:44.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628989,8.459264126149804,98.52941176470588,1610612758,8,14,2022-12-03T21:21:53Z,660000,False,-243.0,27.0,1,left,MISS K. Huerter 24' running 3PT,[1628989],1610612758.0,SAC,running,,,Huerter,K. Huerter,,,,,Left Corner 3,24+ Left,,,,24.41,Missed,,,,,,,,,,,,,,,
67,PT06M16.00S,2022-12-03T21:21:47.1Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,8,14,2022-12-03T21:21:53Z,670000,False,,,0,,I. Zubac REBOUND (Off:2 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,66.0,4.0,2.0,2.0,,,,,
68,PT06M11.00S,2022-12-03T21:21:53.0Z,1,REGULAR,3pt,Jump Shot,[],1629611,75.607752956636,90.68627450980392,1610612746,8,14,2022-12-03T21:26:09Z,680000,False,203.0,177.0,1,right,MISS T. Mann 26' pullup 3PT,[1629611],1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,,,,26.95,Missed,,,,,,,,,,,,,,,
69,PT06M07.00S,2022-12-03T21:21:57.0Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,8,14,2022-12-03T21:21:59Z,690000,False,,,0,,H. Barnes REBOUND (Off:0 Def:2),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,68.0,2.0,2.0,0.0,,,,,
70,PT05M53.00S,2022-12-03T21:22:10.0Z,1,REGULAR,2pt,Jump Shot,[],1627734,18.971747700394218,80.3921568627451,1610612758,8,16,2022-12-03T21:26:36Z,700000,False,-152.0,126.0,1,left,D. Sabonis 19' pullup Jump Shot (12 PTS),[1627734],1610612758.0,SAC,pullup,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Left Center,,,,19.73,Made,12.0,,,,,,,,,,,,,,
71,PT05M39.00S,2022-12-03T21:22:27.5Z,1,REGULAR,turnover,traveling,[],202694,,,1610612746,8,16,2022-12-03T21:22:32Z,710000,False,,,0,,M. Morris Sr. traveling TURNOVER (1 TO),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,8-16 Center,1.0,,,,,,1662.0,,,,,,,,,,,,,
72,PT05M39.00S,2022-12-03T21:22:30.9Z,1,REGULAR,substitution,out,[],202704,,,1610612758,8,16,2022-12-03T21:22:39Z,720000,False,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M39.00S,2022-12-03T21:22:30.9Z,1,REGULAR,substitution,in,[],202322,,,1610612758,8,16,2022-12-03T21:22:39Z,730000,False,,,0,,SUB in: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M39.00S,2022-12-03T21:22:40.8Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612758,8,16,2022-12-03T21:22:44Z,740000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,1626300.0,,,,,,,,,,,,,
75,PT05M25.00S,2022-12-03T21:23:03.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1631099,24.359395532194483,72.79411764705883,1610612758,8,18,2022-12-03T21:23:08Z,750000,False,-114.0,176.0,1,left,K. Murray 21' Jump Shot (2 PTS) (D. Sabonis 2 AST),"[1631099, 1627734]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,16-24 Left Center,,,,21.01,Made,2.0,,,,,,,,,,D. Sabonis,1627734.0,2.0,,
77,PT05M11.00S,2022-12-03T21:23:17.6Z,1,REGULAR,turnover,bad pass,[],202322,,,1610612746,8,18,2022-12-03T21:23:25Z,770000,False,,,0,,J. Wall bad pass TURNOVER (1 TO),"[202322, 1631099]",1610612746.0,LAC,,,,Wall,J. Wall,,,,,In The Paint (Non-RA),0-8 Center,1.0,Murray,1631099.0,,,,,,,,,,,,,,,,,
79,PT05M11.00S,2022-12-03T21:23:17.6Z,1,REGULAR,steal,,[],1631099,,,1610612758,8,18,2022-12-03T21:23:25Z,775000,False,,,0,,K. Murray STEAL (1 STL),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
78,PT05M06.00S,2022-12-03T21:23:23.2Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631099,8.196452036793687,52.205882352941174,1610612758,8,20,2022-12-03T21:28:20Z,780000,False,-11.0,25.0,1,left,K. Murray running DUNK (4 PTS) (K. Huerter 2 AST),"[1631099, 1628989]",1610612758.0,SAC,running,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,2.69,Made,4.0,,,,,,,,,,K. Huerter,1628989.0,2.0,,
81,PT05M06.00S,2022-12-03T21:23:29.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,8,20,2022-12-03T21:23:29Z,800000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
