actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
426,PT04M29.00S,2023-03-06T04:46:38.6Z,3,REGULAR,substitution,out,[],1628991,,,1610612746,85,91,2023-03-06T04:46:53Z,4220000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT04M29.00S,2023-03-06T04:46:38.6Z,3,REGULAR,substitution,out,[],1631223,,,1610612746,85,91,2023-03-06T04:46:53Z,4230000,False,,,0,,SUB out: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT04M29.00S,2023-03-06T04:46:38.6Z,3,REGULAR,substitution,in,[],1629611,,,1610612746,85,91,2023-03-06T04:46:53Z,4240000,False,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT04M29.00S,2023-03-06T04:46:38.6Z,3,REGULAR,substitution,in,[],1630583,,,1610612746,85,91,2023-03-06T04:46:53Z,4250000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT04M29.00S,2023-03-06T04:46:38.6Z,3,REGULAR,substitution,in,[],1629723,,,1610612746,85,91,2023-03-06T04:46:53Z,4260000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT04M29.00S,2023-03-06T04:47:08.5Z,3,REGULAR,freethrow,2 of 2,[],202331,,,1610612746,86,91,2023-03-06T04:47:08Z,4270000,False,,,0,,P. George Free Throw 2 of 2 (32 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,Made,32.0,,,,,,,,,,,,,,
432,PT04M12.00S,2023-03-06T04:47:27.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,9.641918528252305,52.94117647058824,1610612763,86,93,2023-03-06T04:47:31Z,4280000,False,-15.0,38.0,1,left,T. Jones driving bank Jump Shot (19 PTS),[1626145],1610612763.0,MEM,driving bank,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,4.08,Made,19.0,,,,,,,,,,,,,,
433,PT04M00.00S,2023-03-06T04:47:39.8Z,3,REGULAR,3pt,Jump Shot,[],202331,74.55650459921156,17.40196078431373,1610612746,86,93,2023-03-06T04:47:43Z,4290000,False,-163.0,187.0,1,right,MISS P. George 24' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,24.78,Missed,,,,,,,,,,,,,,,
434,PT03M57.00S,2023-03-06T04:47:42.8Z,3,REGULAR,rebound,defensive,[],1626145,,,1610612763,86,93,2023-03-06T04:47:43Z,4300000,False,,,0,,T. Jones REBOUND (Off:0 Def:3),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,433.0,3.0,3.0,0.0,,
435,PT03M54.00S,2023-03-06T04:47:45.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626145,33.42641261498029,41.42156862745098,1610612763,86,96,2023-03-06T04:47:53Z,4310000,False,43.0,262.0,1,left,T. Jones 26' 3PT running pullup (22 PTS),[1626145],1610612763.0,MEM,running pullup,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,,,,26.52,Made,22.0,,,,,,,,,,,,,,
436,PT03M33.00S,2023-03-06T04:48:07.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203486,91.77069645203679,49.50980392156863,1610612746,88,96,2023-03-06T04:48:12Z,4320000,False,-2.0,25.0,1,right,M. Plumlee reverse Layup (10 PTS) (T. Mann 2 AST),"[203486, 1629611]",1610612746.0,LAC,reverse,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,2.5,Made,10.0,,,,,,T. Mann,1629611.0,2.0,,,,,,
438,PT03M20.00S,2023-03-06T04:48:20.1Z,3,REGULAR,3pt,Jump Shot,[],1630583,26.72470433639947,15.931372549019613,1610612763,88,96,2023-03-06T04:48:24Z,4340000,False,170.0,199.0,1,left,MISS S. Aldama 26' 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,,,,26.17,Missed,,,,,,,,,,,,,,,
439,PT03M16.00S,2023-03-06T04:48:22.9Z,3,REGULAR,rebound,defensive,[],203486,,,1610612746,88,96,2023-03-06T04:48:22Z,4350000,False,,,0,,M. Plumlee REBOUND (Off:2 Def:4),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,438.0,6.0,4.0,2.0,,
440,PT03M15.00S,2023-03-06T04:48:32.0Z,3,REGULAR,turnover,out-of-bounds,[],202331,,,1610612746,88,96,2023-03-06T04:48:37Z,4360000,False,,,0,,P. George lost ball out-of-bounds TURNOVER (1 TO),[202331],1610612746.0,LAC,lost ball,,,George,P. George,,,,,Mid-Range,8-16 Right,1.0,,,,,,202901.0,,,,,,,,,,,,,
441,PT02M58.00S,2023-03-06T04:48:52.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626145,30.404073587385014,73.2843137254902,1610612763,88,99,2023-03-06T04:56:00Z,4370000,False,-116.0,233.0,1,left,T. Jones 26' 3PT pullup (25 PTS),[1626145],1610612763.0,MEM,pullup,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,26.07,Made,25.0,,,,,,,,,,,,,,
442,PT02M44.00S,2023-03-06T04:49:05.3Z,3,REGULAR,3pt,Jump Shot,[],202331,69.82588699080158,75.98039215686275,1610612746,88,99,2023-03-06T04:56:18Z,4380000,False,130.0,231.0,1,right,MISS P. George 26' pullup 3PT,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Above the Break 3,24+ Right Center,,,,26.51,Missed,,,,,,,,,,,,,,,
443,PT02M41.00S,2023-03-06T04:49:08.3Z,3,REGULAR,rebound,defensive,[],1628379,,,1610612763,88,99,2023-03-06T04:49:10Z,4390000,False,,,0,,L. Kennard REBOUND (Off:0 Def:2),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,442.0,2.0,2.0,0.0,,
444,PT02M27.00S,2023-03-06T04:49:26.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630583,9.904730617608408,51.470588235294116,1610612763,88,101,2023-03-06T04:49:29Z,4400000,False,-7.0,41.0,1,left,S. Aldama Layup (4 PTS) (T. Jones 9 AST),"[1630583, 1626145]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,4.13,Made,4.0,,,,,,T. Jones,1626145.0,9.0,,,,,,
446,PT02M27.00S,2023-03-06T04:49:29.2Z,3,REGULAR,foul,personal,['1freethrow'],203486,,,1610612763,88,101,2023-03-06T04:49:50Z,4420000,False,,,0,,M. Plumlee shooting personal FOUL (1 PF) (Aldama 1 FT),"[203486, 1630583]",1610612746.0,LAC,shooting,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1193.0,1.0,0.0,Aldama,1630583.0,,,,,,,,,
448,PT02M27.00S,2023-03-06T04:49:43.8Z,3,REGULAR,substitution,out,[],202331,,,1610612763,88,101,2023-03-06T04:49:49Z,4440000,False,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT02M27.00S,2023-03-06T04:49:43.8Z,3,REGULAR,substitution,in,[],202694,,,1610612763,88,101,2023-03-06T04:49:49Z,4450000,False,,,0,,SUB in: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT02M27.00S,2023-03-06T04:49:52.0Z,3,REGULAR,freethrow,1 of 1,[],1630583,,,1610612763,88,101,2023-03-06T04:49:58Z,4460000,False,,,0,,MISS S. Aldama Free Throw 1 of 1,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
451,PT02M25.00S,2023-03-06T04:49:54.0Z,3,REGULAR,rebound,defensive,[],203486,,,1610612746,88,101,2023-03-06T04:49:58Z,4470000,False,,,0,,M. Plumlee REBOUND (Off:2 Def:5),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,450.0,7.0,5.0,2.0,,
452,PT02M08.00S,2023-03-06T04:50:09.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201569,90.19382391590013,52.69607843137255,1610612746,90,101,2023-03-06T04:57:23Z,4480000,False,13.0,40.0,1,right,E. Gordon driving finger roll Layup (17 PTS) (M. Morris Sr. 2 AST),"[201569, 202694]",1610612746.0,LAC,driving finger roll,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,,,,4.19,Made,17.0,,,,,,M. Morris Sr.,202694.0,2.0,,,,,,
454,PT01M55.00S,2023-03-06T04:50:21.3Z,3,REGULAR,3pt,Jump Shot,[],1630583,33.295006570302235,48.0392156862745,1610612763,90,104,2023-03-06T04:50:26Z,4500000,False,10.0,260.0,1,left,S. Aldama 26' 3PT  (7 PTS) (T. Jones 10 AST),"[1630583, 1626145]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Center,,,,26.07,Made,7.0,,,,,,T. Jones,1626145.0,10.0,,,,,,
456,PT01M41.00S,2023-03-06T04:50:38.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202695,93.74178712220763,51.470588235294116,1610612746,92,104,2023-03-06T04:57:42Z,4520000,False,7.0,6.0,1,right,K. Leonard driving Layup (18 PTS),[202695],1610612746.0,LAC,driving,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,0.97,Made,18.0,,,,,,,,,,,,,,
457,PT01M41.00S,2023-03-06T04:50:49.2Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630583,,,1610612746,92,104,2023-03-06T04:51:06Z,4530000,False,,,0,,S. Aldama shooting personal FOUL (3 PF) (Leonard 1 FT),"[1630583, 202695]",1610612763.0,MEM,shooting,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,,,,1193.0,3.0,0.0,Leonard,202695.0,,,,,,,,,
459,PT01M41.00S,2023-03-06T04:50:54.7Z,3,REGULAR,substitution,out,[],1630214,,,1610612746,92,104,2023-03-06T04:51:05Z,4550000,False,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT01M41.00S,2023-03-06T04:50:54.7Z,3,REGULAR,substitution,in,[],1630217,,,1610612746,92,104,2023-03-06T04:51:05Z,4560000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT01M41.00S,2023-03-06T04:51:19.5Z,3,REGULAR,freethrow,1 of 1,[],202695,,,1610612746,93,104,2023-03-06T04:51:19Z,4570000,False,,,0,,K. Leonard Free Throw 1 of 1 (19 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,Made,19.0,,,,,,,,,,,,,,
462,PT01M26.00S,2023-03-06T04:51:36.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630583,7.408015768725363,50.49019607843137,1610612763,93,106,2023-03-06T04:51:42Z,4580000,False,-2.0,17.0,1,left,S. Aldama driving DUNK (9 PTS),[1630583],1610612763.0,MEM,driving,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,1.73,Made,9.0,,,,,,,,,,,,,,
463,PT01M12.00S,2023-03-06T04:51:50.1Z,3,REGULAR,3pt,Jump Shot,[],202695,75.08212877792378,14.215686274509807,1610612746,93,106,2023-03-06T04:59:11Z,4590000,False,-179.0,182.0,1,right,MISS K. Leonard 25' step back 3PT,[202695],1610612746.0,LAC,step back,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,,,,25.5,Missed,,,,,,,,,,,,,,,
464,PT01M11.00S,2023-03-06T04:51:54.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612746,93,106,2023-03-06T04:51:54Z,4600000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,463.0,,,,,
466,PT01M06.00S,2023-03-06T04:52:15.5Z,3,REGULAR,turnover,lost ball,[],203486,,,1610612746,93,106,2023-03-06T04:52:20Z,4620000,False,,,0,,M. Plumlee lost ball TURNOVER (2 TO),"[203486, 1629723]",1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Right,2.0,Konchar,1629723.0,,,,,,,,,,,,,,,,,
467,PT01M06.00S,2023-03-06T04:52:15.5Z,3,REGULAR,steal,,[],1629723,,,1610612763,93,106,2023-03-06T04:52:17Z,4630000,False,,,0,,J. Konchar STEAL (1 STL),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
468,PT01M02.00S,2023-03-06T04:52:19.3Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630217,29.221419185282528,19.607843137254903,1610612763,93,109,2023-03-06T05:00:37Z,4640000,False,152.0,222.0,1,left,D. Bane 26' 3PT running pullup (20 PTS) (L. Kennard 2 AST),"[1630217, 1628379]",1610612763.0,MEM,running pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,,,,26.92,Made,20.0,,,,,,L. Kennard,1628379.0,2.0,,,,,,
470,PT00M47.40S,2023-03-06T04:52:36.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203486,92.42772667542707,51.470588235294116,1610612746,95,109,2023-03-06T05:00:58Z,4660000,False,7.0,19.0,1,right,M. Plumlee cutting Layup (12 PTS) (K. Leonard 4 AST),"[203486, 202695]",1610612746.0,LAC,cutting,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,2.01,Made,12.0,,,,,,K. Leonard,202695.0,4.0,,,,,,
472,PT00M32.50S,2023-03-06T04:52:58.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630583,10.82457293035479,45.09803921568627,1610612763,95,109,2023-03-06T05:01:54Z,4680000,False,25.0,49.0,1,left,MISS S. Aldama Hook,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,,,,5.51,Missed,,,,,,,,,,,,,,,
473,PT00M30.00S,2023-03-06T04:53:00.8Z,3,REGULAR,rebound,defensive,[],203486,,,1610612746,95,109,2023-03-06T04:53:03Z,4690000,False,,,0,,M. Plumlee REBOUND (Off:2 Def:6),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,472.0,8.0,6.0,2.0,,
474,PT00M11.90S,2023-03-06T04:53:21.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628379,,,1610612746,95,109,2023-03-06T04:53:28Z,4700000,False,,,0,,L. Kennard shooting personal FOUL (1 PF) (Mann 2 FT),"[1628379, 1629611]",1610612763.0,MEM,shooting,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202901.0,1.0,0.0,Mann,1629611.0,,,,,,,,,
476,PT00M11.90S,2023-03-06T04:53:53.0Z,3,REGULAR,freethrow,1 of 2,[],1629611,,,1610612746,96,109,2023-03-06T04:53:53Z,4720000,False,,,0,,T. Mann Free Throw 1 of 2 (6 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
477,PT00M11.90S,2023-03-06T04:53:53.8Z,3,REGULAR,substitution,out,[],203486,,,1610612746,96,109,2023-03-06T04:54:00Z,4730000,False,,,0,,SUB out: M. Plumlee,[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT00M11.90S,2023-03-06T04:53:53.8Z,3,REGULAR,substitution,out,[],1629723,,,1610612746,96,109,2023-03-06T04:54:00Z,4740000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT00M11.90S,2023-03-06T04:53:53.8Z,3,REGULAR,substitution,in,[],201587,,,1610612746,96,109,2023-03-06T04:54:00Z,4750000,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT00M11.90S,2023-03-06T04:53:53.8Z,3,REGULAR,substitution,in,[],1628991,,,1610612746,96,109,2023-03-06T04:54:00Z,4760000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT00M11.90S,2023-03-06T04:54:14.6Z,3,REGULAR,freethrow,2 of 2,[],1629611,,,1610612746,97,109,2023-03-06T04:54:14Z,4770000,False,,,0,,T. Mann Free Throw 2 of 2 (7 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
482,PT00M06.70S,2023-03-06T04:54:26.8Z,3,REGULAR,3pt,Jump Shot,[],1630217,34.8718791064389,50.73529411764706,1610612763,97,112,2023-03-06T05:02:49Z,4780000,False,-4.0,275.0,1,left,D. Bane 27' 3PT step back (23 PTS),[1630217],1610612763.0,MEM,step back,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,,,,27.53,Made,23.0,,,,,,,,,,,,,,
483,PT00M00.70S,2023-03-06T04:54:40.1Z,3,REGULAR,3pt,Jump Shot,[],1629611,90.98226018396846,97.54901960784314,1610612746,97,112,2023-03-06T04:55:01Z,4790000,False,238.0,32.0,1,right,MISS T. Mann 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Right Corner 3,24+ Right,,,,23.99,Missed,,,,,,,,,,,,,,,
484,PT00M00.10S,2023-03-06T04:54:40.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612746,97,112,2023-03-06T04:55:01Z,4800000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,483.0,,,,,
485,PT00M00.00S,2023-03-06T04:54:45.3Z,3,REGULAR,period,end,[],0,,,1610612746,97,112,2023-03-06T04:54:45Z,4810000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT12M00.00S,2023-03-06T04:56:22.3Z,4,REGULAR,substitution,out,['startperiod'],202695,,,1610612746,97,112,2023-03-06T04:58:21Z,4820000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT12M00.00S,2023-03-06T04:56:22.3Z,4,REGULAR,substitution,out,['startperiod'],201587,,,1610612746,97,112,2023-03-06T04:58:21Z,4830000,False,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT12M00.00S,2023-03-06T04:56:22.3Z,4,REGULAR,substitution,out,['startperiod'],1626145,,,1610612746,97,112,2023-03-06T04:58:21Z,4840000,False,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT12M00.00S,2023-03-06T04:56:22.3Z,4,REGULAR,substitution,in,['startperiod'],201566,,,1610612746,97,112,2023-03-06T04:58:21Z,4850000,False,,,0,,SUB in: R. Westbrook,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT12M00.00S,2023-03-06T04:56:22.3Z,4,REGULAR,substitution,in,['startperiod'],203486,,,1610612746,97,112,2023-03-06T04:58:21Z,4860000,False,,,0,,SUB in: M. Plumlee,[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT12M00.00S,2023-03-06T04:56:22.3Z,4,REGULAR,substitution,in,['startperiod'],1629723,,,1610612746,97,112,2023-03-06T04:58:21Z,4870000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2023-03-06T04:58:26.5Z,4,REGULAR,period,start,[],0,,,1610612746,97,112,2023-03-06T04:58:26Z,4880000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT11M47.00S,2023-03-06T04:58:37.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,91.32720105124835,40.93520220588235,1610612746,99,112,2023-03-06T05:04:29Z,4890000,False,-45.0,29.0,1,right,R. Westbrook pullup bank Jump Shot (6 PTS),[201566],1610612746.0,LAC,pullup bank,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,5.38,Made,6.0,,,,,,,,,,,,,,
494,PT11M27.00S,2023-03-06T04:58:59.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,9.116294349540084,50.49019607843137,1610612763,99,114,2023-03-06T04:59:03Z,4900000,False,-2.0,33.0,1,left,J. Jackson Jr. driving Layup (21 PTS) (L. Kennard 3 AST),"[1628991, 1628379]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,3.33,Made,21.0,,,,,,L. Kennard,1628379.0,3.0,,,,,,
496,PT11M03.00S,2023-03-06T04:59:23.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203486,92.29632063074901,52.69607843137255,1610612746,101,114,2023-03-06T05:06:21Z,4920000,False,13.0,20.0,1,right,M. Plumlee alley-oop Layup (14 PTS) (R. Westbrook 5 AST),"[203486, 201566]",1610612746.0,LAC,alley-oop,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,2.4,Made,14.0,,,,,,R. Westbrook,201566.0,5.0,,,,,,
498,PT10M47.00S,2023-03-06T04:59:38.6Z,4,REGULAR,2pt,Jump Shot,[],1630217,25.673455978975028,40.44117647058824,1610612763,101,114,2023-03-06T04:59:42Z,4940000,False,48.0,189.0,1,left,MISS D. Bane 19' pullup Shot,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Mid-Range,16-24 Center,,,,19.48,Missed,,,,,,,,,,,,,,,
499,PT10M44.00S,2023-03-06T04:59:41.6Z,4,REGULAR,rebound,defensive,[],203486,,,1610612746,101,114,2023-03-06T04:59:42Z,4950000,False,,,0,,M. Plumlee REBOUND (Off:2 Def:7),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,498.0,9.0,7.0,2.0,,
501,PT10M35.00S,2023-03-06T05:00:12.2Z,4,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612746,101,114,2023-03-06T05:00:31Z,4970000,False,,,0,,J. Jackson Jr. shooting personal FOUL (2 PF) (Plumlee 2 FT),"[1628991, 203486]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202901.0,2.0,0.0,Plumlee,203486.0,,,,,,,,,
503,PT10M35.00S,2023-03-06T05:00:40.3Z,4,REGULAR,freethrow,1 of 2,[],203486,,,1610612746,102,114,2023-03-06T05:00:40Z,4990000,False,,,0,,M. Plumlee Free Throw 1 of 2 (15 PTS),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,
504,PT10M35.00S,2023-03-06T05:00:40.3Z,4,REGULAR,freethrow,2 of 2,[],203486,,,1610612746,102,114,2023-03-06T05:01:02Z,5000000,False,,,0,,MISS M. Plumlee Free Throw 2 of 2,[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
505,PT10M33.00S,2023-03-06T05:00:42.3Z,4,REGULAR,rebound,defensive,[],1629723,,,1610612763,102,114,2023-03-06T05:01:22Z,5010000,False,,,0,,J. Konchar REBOUND (Off:0 Def:3),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,504.0,3.0,3.0,0.0,,
506,PT10M33.00S,2023-03-06T05:01:05.0Z,4,REGULAR,foul,personal,[],1629611,,,1610612763,102,114,2023-03-06T05:01:11Z,5020000,False,,,0,,T. Mann personal FOUL (1 PF),"[1629611, 1629723]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,201639.0,1.0,0.0,Konchar,1629723.0,,,,,,,,,
508,PT10M22.00S,2023-03-06T05:01:24.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629723,7.933639947437584,49.01960784313726,1610612763,102,116,2023-03-06T05:01:28Z,5040000,False,5.0,22.0,1,left,J. Konchar Layup (5 PTS) (L. Kennard 4 AST),"[1629723, 1628379]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,,,,2.26,Made,5.0,,,,,,L. Kennard,1628379.0,4.0,,,,,,
510,PT10M15.00S,2023-03-06T05:01:35.5Z,4,REGULAR,foul,personal,[],1630217,,,1610612746,102,116,2023-03-06T05:01:41Z,5060000,False,,,0,,D. Bane personal FOUL (2 PF),"[1630217, 201566]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,,201639.0,2.0,0.0,Westbrook,201566.0,,,,,,,,,
512,PT10M07.00S,2023-03-06T05:02:03.4Z,4,REGULAR,2pt,Jump Shot,[],202694,76.52759526938239,34.803921568627445,1610612746,104,116,2023-03-06T05:09:42Z,5080000,False,-76.0,168.0,1,right,M. Morris Sr. 18' pullup Jump Shot (2 PTS),[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,16-24 Left Center,,,,18.45,Made,2.0,,,,,,,,,,,,,,
