actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
18,PT10M21.00S,2022-11-07T03:13:26.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,18.971747700394218,58.088235294117645,1610612746,4,7,2022-11-07T03:13:32Z,180000,-40.0,126.0,1,left,T. Mann 13' pullup Jump Shot (2 PTS),[1629611],1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,13.21,Made,2.0,,,,,,,,,,,,,,,,,
19,PT10M13.00S,2022-11-07T03:13:37.3Z,1,REGULAR,turnover,out-of-bounds,[],203482,,,1610612762,4,7,2022-11-07T03:13:47Z,190000,,,0,,K. Olynyk bad pass out-of-bounds TURNOVER (1 TO),[203482],1610612762.0,UTA,bad pass,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,,,2003.0,,,,,,,,,,
20,PT09M58.00S,2022-11-07T03:14:02.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202694,13.715505913272011,46.81372549019608,1610612746,6,7,2022-11-07T03:14:06Z,200000,16.0,76.0,1,left,M. Morris Sr. 7' turnaround fadeaway Jump Shot (4 PTS),[202694],1610612746.0,LAC,turnaround fadeaway,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),0-8 Center,7.8,Made,4.0,,,,,,,,,,,,,,,,,
22,PT09M31.00S,2022-11-07T03:14:47.2Z,1,REGULAR,3pt,Jump Shot,[],1628374,72.16861038107753,93.11427696078431,1610612762,6,10,2022-11-07T03:14:56Z,220000,216.0,209.0,1,right,L. Markkanen 30' 3PT  (3 PTS) (J. Clarkson 2 AST),"[1628374, 203903]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,30.03,Made,3.0,J. Clarkson,203903.0,2.0,,,,,,,,,,,,,,
24,PT09M11.00S,2022-11-07T03:15:07.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,15.55519053876479,45.833333333333336,1610612746,8,10,2022-11-07T03:15:11Z,240000,21.0,94.0,1,left,M. Morris Sr. 9' fadeaway Jump Shot (6 PTS),[202694],1610612746.0,LAC,fadeaway,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),8-16 Center,9.6,Made,6.0,,,,,,,,,,,,,,,,,
25,PT08M52.00S,2022-11-07T03:15:26.0Z,1,REGULAR,turnover,lost ball,[],203482,,,1610612762,8,10,2022-11-07T03:15:29Z,250000,,,0,,K. Olynyk lost ball TURNOVER (2 TO),"[203482, 1629611]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2.0,Mann,1629611.0,,,,,,,,,,,
26,PT08M52.00S,2022-11-07T03:15:26.0Z,1,REGULAR,steal,,[],1629611,,,1610612746,8,10,2022-11-07T03:16:59Z,260000,,,0,,T. Mann STEAL (1 STL),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
28,PT08M39.00S,2022-11-07T03:15:59.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202331,6.8823915900131425,44.85294117647059,1610612746,8,10,2022-11-07T03:16:05Z,280000,26.0,12.0,1,left,MISS P. George driving Layup,[202331],1610612746.0,LAC,driving,,,George,P. George,,,,,Restricted Area,0-8 Center,2.84,Missed,,,,,,,,,,,,,,,,,,
29,PT08M34.00S,2022-11-07T03:16:04.2Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,8,10,2022-11-07T03:16:05Z,290000,,,0,,I. Zubac REBOUND (Off:1 Def:0),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,28.0,1.0,0.0,1.0,,
30,PT08M34.00S,2022-11-07T03:16:04.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627826,9.510512483574246,44.85294117647059,1610612746,8,10,2022-11-07T03:16:08Z,300000,26.0,37.0,1,left,MISS I. Zubac turnaround Hook,[1627826],1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,4.5,Missed,,,,,,,,,,,,,,,,,,
31,PT08M34.00S,2022-11-07T03:16:04.5Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,8,10,2022-11-07T03:16:08Z,310000,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,30.0,1.0,1.0,0.0,,
32,PT08M29.00S,2022-11-07T03:16:09.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203903,92.55913272010513,54.65686274509804,1610612762,8,10,2022-11-07T03:16:28Z,320000,23.0,17.0,1,right,MISS J. Clarkson driving Layup - blocked,"[203903, 1627826]",1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,2.91,Missed,,,,,,,,,,,,,,,,,Zubac,1627826.0
46,PT08M29.00S,2022-11-07T03:16:09.8Z,1,REGULAR,block,,[],1627826,,,1610612762,8,10,2022-11-07T03:20:11Z,325000,,,0,,I. Zubac BLOCK (1 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
33,PT08M24.00S,2022-11-07T03:16:14.8Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,8,10,2022-11-07T03:16:28Z,330000,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,32.0,1.0,1.0,0.0,,
34,PT08M09.00S,2022-11-07T03:16:29.4Z,1,REGULAR,turnover,bad pass,[],202694,,,1610612746,8,10,2022-11-07T03:16:33Z,340000,,,0,,M. Morris Sr. bad pass TURNOVER (1 TO),"[202694, 201144]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,8-16 Left,,,,,,,1.0,Conley,201144.0,,,,,,,,,,,
35,PT08M09.00S,2022-11-07T03:16:29.4Z,1,REGULAR,steal,,[],201144,,,1610612762,8,10,2022-11-07T03:16:31Z,350000,,,0,,M. Conley STEAL (1 STL),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
36,PT08M02.00S,2022-11-07T03:16:36.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201144,73.63666228646518,83.08823529411765,1610612762,8,13,2022-11-07T03:16:41Z,360000,165.0,195.0,1,right,M. Conley 25' 3PT  (5 PTS),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,25.59,Made,5.0,,,,,,,,,,,,,,,,,
37,PT07M32.00S,2022-11-07T03:17:07.9Z,1,REGULAR,2pt,Jump Shot,[],202331,18.577529566360056,20.34313725490196,1610612746,10,13,2022-11-07T03:17:31Z,370000,148.0,122.0,1,left,P. George 19' Jump Shot (2 PTS) (T. Mann 1 AST),"[202331, 1629611]",1610612746.0,LAC,,,,George,P. George,,,,,Mid-Range,16-24 Right Center,19.21,Made,2.0,T. Mann,1629611.0,1.0,,,,,,,,,,,,,,
39,PT07M17.00S,2022-11-07T03:17:20.1Z,1,REGULAR,3pt,Jump Shot,[],1627736,67.19776609724047,69.11764705882354,1610612762,10,13,2022-11-07T03:17:26Z,390000,96.0,256.0,1,right,MISS M. Beasley 27' 3PT,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,27.31,Missed,,,,,,,,,,,,,,,,,,
40,PT07M17.00S,2022-11-07T03:17:20.1Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,10,13,2022-11-07T03:17:26Z,400000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,39.0,1.0,1.0,0.0,,
41,PT07M02.00S,2022-11-07T03:17:36.0Z,1,REGULAR,turnover,bad pass,[],202331,,,1610612746,10,13,2022-11-07T03:17:38Z,410000,,,0,,P. George bad pass TURNOVER (2 TO),"[202331, 1628374]",1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Center,,,,,,,2.0,Markkanen,1628374.0,,,,,,,,,,,
42,PT07M02.00S,2022-11-07T03:17:36.0Z,1,REGULAR,steal,,[],1628374,,,1610612762,10,13,2022-11-07T03:17:37Z,420000,,,0,,L. Markkanen STEAL (1 STL),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
43,PT06M58.00S,2022-11-07T03:17:41.4Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203903,75.34494086727989,13.970588235294116,1610612762,10,16,2022-11-07T03:17:51Z,430000,-180.0,179.0,1,right,J. Clarkson 25' 3PT running pullup (6 PTS) (L. Markkanen 1 AST),"[203903, 1628374]",1610612762.0,UTA,running pullup,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,25.41,Made,6.0,L. Markkanen,1628374.0,1.0,,,,,,,,,,,,,,
45,PT06M58.00S,2022-11-07T03:17:46.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,10,16,2022-11-07T03:17:46Z,450000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT06M58.00S,2022-11-07T03:20:09.0Z,1,REGULAR,substitution,out,[],203903,,,1610612746,10,16,2022-11-07T03:20:28Z,460000,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT06M58.00S,2022-11-07T03:20:09.0Z,1,REGULAR,substitution,in,[],1629012,,,1610612746,10,16,2022-11-07T03:20:28Z,470000,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT06M40.00S,2022-11-07T03:20:49.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,13.18988173455979,59.80392156862745,1610612746,10,16,2022-11-07T03:20:57Z,480000,-49.0,71.0,1,left,MISS R. Jackson 8' driving floating Shot,[202704],1610612746.0,LAC,driving floating,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),8-16 Left,8.67,Missed,,,,,,,,,,,,,,,,,,
50,PT06M37.00S,2022-11-07T03:20:52.7Z,1,REGULAR,rebound,offensive,[],1629611,,,1610612746,10,16,2022-11-07T03:20:52Z,490000,,,0,,T. Mann REBOUND (Off:1 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,49.0,2.0,1.0,1.0,,
51,PT06M37.00S,2022-11-07T03:20:52.7Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629611,5.590000152587891,50.0,1610612746,12,16,2022-11-07T03:21:03Z,500000,0.0,0.0,1,left,T. Mann tip DUNK (4 PTS),[1629611],1610612746.0,LAC,tip,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,0.0,Made,4.0,,,,,,,,,,,,,,,,,
52,PT06M18.00S,2022-11-07T03:21:11.4Z,1,REGULAR,2pt,Jump Shot,[],1627736,77.18462549277267,56.86274509803921,1610612762,12,18,2022-11-07T03:21:18Z,510000,34.0,162.0,1,right,M. Beasley 16' pullup Jump Shot (2 PTS) (K. Olynyk 2 AST),"[1627736, 203482]",1610612762.0,UTA,pullup,,,Beasley,M. Beasley,,,,,Mid-Range,16-24 Center,16.56,Made,2.0,K. Olynyk,203482.0,2.0,,,,,,,,,,,,,,
54,PT05M59.00S,2022-11-07T03:21:31.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,9.904730617608408,63.48039215686275,1610612746,12,18,2022-11-07T03:21:37Z,530000,-67.0,41.0,1,left,MISS M. Morris Sr. 7' turnaround fadeaway Shot,[202694],1610612746.0,LAC,turnaround fadeaway,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),0-8 Center,7.87,Missed,,,,,,,,,,,,,,,,,,
55,PT05M54.00S,2022-11-07T03:21:36.4Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,12,18,2022-11-07T03:21:37Z,540000,,,0,,I. Zubac REBOUND (Off:2 Def:0),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,54.0,2.0,0.0,2.0,,
56,PT05M54.00S,2022-11-07T03:21:36.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627826,5.590000152587891,50.0,1610612746,12,18,2022-11-07T03:21:41Z,550000,0.0,0.0,1,left,MISS I. Zubac tip Layup,[1627826],1610612746.0,LAC,tip,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
57,PT05M52.00S,2022-11-07T03:21:38.4Z,1,REGULAR,rebound,defensive,[],201144,,,1610612762,12,18,2022-11-07T03:21:41Z,560000,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,56.0,1.0,1.0,0.0,,
58,PT05M34.00S,2022-11-07T03:22:00.3Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612762,12,18,2022-11-07T04:06:21Z,570000,,,0,,UTA shot clock Team TURNOVER,[],1610612762.0,UTA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,204059.0,,,,,,,,,,
59,PT05M33.00S,2022-11-07T03:22:07.1Z,1,REGULAR,substitution,out,[],1627826,,,1610612746,12,18,2022-11-07T03:22:11Z,580000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT05M33.00S,2022-11-07T03:22:07.1Z,1,REGULAR,substitution,in,[],201587,,,1610612746,12,18,2022-11-07T03:22:11Z,590000,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT05M24.00S,2022-11-07T03:22:25.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202331,17.08278580814718,26.692708333333343,1610612746,14,18,2022-11-07T03:22:30Z,600000,117.0,108.0,1,left,P. George 15' pullup Jump Shot (4 PTS),[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Mid-Range,8-16 Right,15.89,Made,4.0,,,,,,,,,,,,,,,,,
62,PT05M06.00S,2022-11-07T03:22:43.4Z,1,REGULAR,turnover,bad pass,[],1629012,,,1610612762,14,18,2022-11-07T03:22:46Z,610000,,,0,,C. Sexton bad pass TURNOVER (1 TO),"[1629012, 202331]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,,,,,,,1.0,George,202331.0,,,,,,,,,,,
63,PT05M06.00S,2022-11-07T03:22:43.4Z,1,REGULAR,steal,,[],202331,,,1610612746,14,18,2022-11-07T03:22:45Z,620000,,,0,,P. George STEAL (1 STL),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
64,PT05M00.00S,2022-11-07T03:22:48.7Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202694,6.356767411300922,48.774509803921575,1610612746,16,18,2022-11-07T03:24:54Z,630000,6.0,7.0,1,left,M. Morris Sr. running DUNK (8 PTS) (T. Mann 2 AST),"[202694, 1629611]",1610612746.0,LAC,running,,,Morris Sr.,M. Morris Sr.,,,,,Restricted Area,0-8 Center,0.95,Made,8.0,T. Mann,1629611.0,2.0,,,,,,,,,,,,,,
66,PT04M49.00S,2022-11-07T03:23:03.6Z,1,REGULAR,foul,personal,[],201587,,,1610612762,16,18,2022-11-07T03:26:33Z,650000,,,0,,N. Batum personal FOUL (1 PF),"[201587, 203482]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1627526.0,1.0,0.0,Olynyk,203482.0,,,,,,
68,PT04M49.00S,2022-11-07T03:23:13.8Z,1,REGULAR,substitution,out,[],1627736,,,1610612762,16,18,2022-11-07T03:23:22Z,670000,,,0,,SUB out: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT04M49.00S,2022-11-07T03:23:13.8Z,1,REGULAR,substitution,out,[],203482,,,1610612762,16,18,2022-11-07T03:23:22Z,680000,,,0,,SUB out: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT04M49.00S,2022-11-07T03:23:13.8Z,1,REGULAR,substitution,in,[],1629659,,,1610612762,16,18,2022-11-07T03:23:22Z,690000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT04M49.00S,2022-11-07T03:23:13.8Z,1,REGULAR,substitution,in,[],1631117,,,1610612762,16,18,2022-11-07T03:23:22Z,700000,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT04M39.00S,2022-11-07T03:23:37.2Z,1,REGULAR,3pt,Jump Shot,[],201144,78.49868593955321,5.392156862745097,1610612762,16,18,2022-11-07T03:23:50Z,710000,-223.0,150.0,1,right,MISS M. Conley 26' step back 3PT,[201144],1610612762.0,UTA,step back,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,26.85,Missed,,,,,,,,,,,,,,,,,,
73,PT04M36.00S,2022-11-07T03:23:39.1Z,1,REGULAR,rebound,offensive,[],1628374,,,1610612762,16,18,2022-11-07T03:23:39Z,720000,,,0,,L. Markkanen REBOUND (Off:1 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,72.0,2.0,1.0,1.0,,
74,PT04M34.00S,2022-11-07T03:23:41.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629012,69.82588699080158,23.529411764705884,1610612762,16,21,2022-11-07T03:23:47Z,730000,-132.0,231.0,1,right,C. Sexton 26' 3PT  (3 PTS) (L. Markkanen 2 AST),"[1629012, 1628374]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Left Center,26.63,Made,3.0,L. Markkanen,1628374.0,2.0,,,,,,,,,,,,,,
76,PT04M21.00S,2022-11-07T03:23:53.8Z,1,REGULAR,3pt,Jump Shot,[],202694,32.50657030223391,71.07843137254902,1610612746,16,21,2022-11-07T03:23:57Z,750000,-105.0,253.0,1,left,MISS M. Morris Sr. 27' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Left Center,27.42,Missed,,,,,,,,,,,,,,,,,,
77,PT04M19.00S,2022-11-07T03:23:56.0Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,16,21,2022-11-07T03:23:56Z,760000,,,0,,W. Kessler REBOUND (Off:0 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,76.0,1.0,1.0,0.0,,
78,PT04M13.00S,2022-11-07T03:24:01.8Z,1,REGULAR,turnover,lost ball,[],1628374,,,1610612762,16,21,2022-11-07T03:24:06Z,770000,,,0,,L. Markkanen lost ball TURNOVER (1 TO),"[1628374, 202694]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Mid-Range,16-24 Right Center,,,,,,,1.0,Morris Sr.,202694.0,,,,,,,,,,,
79,PT04M13.00S,2022-11-07T03:24:01.8Z,1,REGULAR,steal,,[],202694,,,1610612746,16,21,2022-11-07T03:24:03Z,780000,,,0,,M. Morris Sr. STEAL (1 STL),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
80,PT04M02.00S,2022-11-07T03:24:13.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202331,31.718134034165573,30.882352941176478,1610612746,19,21,2022-11-07T03:24:18Z,790000,96.0,246.0,1,left,P. George 26' 3PT pullup (7 PTS) (N. Batum 1 AST),"[202331, 201587]",1610612746.0,LAC,pullup,,,George,P. George,,,,,Above the Break 3,24+ Right Center,26.36,Made,7.0,N. Batum,201587.0,1.0,,,,,,,,,,,,,,
82,PT04M01.00S,2022-11-07T03:24:20.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,19,21,2022-11-07T03:24:20Z,810000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M01.00S,2022-11-07T03:26:44.2Z,1,REGULAR,substitution,out,[],202704,,,1610612762,19,21,2022-11-07T03:27:04Z,820000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M01.00S,2022-11-07T03:26:44.2Z,1,REGULAR,substitution,out,[],202694,,,1610612762,19,21,2022-11-07T03:27:04Z,830000,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M01.00S,2022-11-07T03:26:44.2Z,1,REGULAR,substitution,out,[],1629611,,,1610612762,19,21,2022-11-07T03:27:04Z,840000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
