actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
18,PT10M48.00S,2022-11-18T03:43:09.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,83.49211563731932,59.55882352941176,1610612746,2,0,2022-11-18T03:43:13Z,180000,False,48.0,103.0,1,right,M. Morris Sr. 11' pullup Jump Shot (2 PTS),[202694],1610612746.0,LAC,pullup,,,,,,In The Paint (Non-RA),8-16 Center,,,,Morris Sr.,M. Morris Sr.,,,11.33,Made,,,,,2.0,,,,,,,,,
19,PT10M33.00S,2022-11-18T03:43:23.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628963,9.904730617608408,47.79411764705882,1610612765,2,0,2022-11-18T03:44:17Z,190000,False,11.0,41.0,1,left,MISS M. Bagley III driving bank Hook,[1628963],1610612765.0,DET,driving bank,,,,,,Restricted Area,0-8 Center,,,,Bagley III,M. Bagley III,,,4.21,Missed,,,,,,,,,,,,,,
21,PT10M30.00S,2022-11-18T03:43:26.7Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,2,0,2022-11-18T03:43:29Z,210000,False,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,,George,P. George,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,
22,PT10M25.00S,2022-11-18T03:43:31.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,92.16491458607096,50.98039215686275,1610612746,2,0,2022-11-18T03:43:41Z,220000,False,5.0,21.0,1,right,MISS P. George driving bank Shot,[202331],1610612746.0,LAC,driving bank,,,,,,Restricted Area,0-8 Center,,,,George,P. George,,,2.17,Missed,,,,,,,,,,,,,,
23,PT10M23.00S,2022-11-18T03:43:33.1Z,1,REGULAR,rebound,defensive,[],1631093,,,1610612765,2,0,2022-11-18T03:43:41Z,230000,False,,,0,,J. Ivey REBOUND (Off:0 Def:1),[1631093],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,Ivey,J. Ivey,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,
24,PT10M18.00S,2022-11-18T03:43:39.7Z,1,REGULAR,foul,personal,['2freethrow'],202694,,,1610612765,2,0,2022-11-18T03:43:44Z,240000,False,,,0,,M. Morris Sr. shooting personal FOUL (1 PF) (Bagley III 2 FT),"[202694, 1628963]",1610612746.0,LAC,shooting,,,,,,Restricted Area,0-8 Center,202037.0,1.0,0.0,Morris Sr.,M. Morris Sr.,Bagley III,1628963.0,,,,,,,,,,,,,,,,
26,PT10M18.00S,2022-11-18T03:44:10.4Z,1,REGULAR,freethrow,1 of 2,[],1628963,,,1610612765,2,1,2022-11-18T03:44:10Z,260000,False,,,0,,M. Bagley III Free Throw 1 of 2 (1 PTS),[1628963],1610612765.0,DET,,,,,,,,,,,,Bagley III,M. Bagley III,,,,Made,,,,,1.0,,,,,,,,,
27,PT10M18.00S,2022-11-18T03:44:29.7Z,1,REGULAR,freethrow,2 of 2,[],1628963,,,1610612765,2,2,2022-11-18T03:44:29Z,270000,False,,,0,,M. Bagley III Free Throw 2 of 2 (2 PTS),[1628963],1610612765.0,DET,,,,,,,,,,,,Bagley III,M. Bagley III,,,,Made,,,,,2.0,,,,,,,,,
28,PT10M06.00S,2022-11-18T03:44:43.0Z,1,REGULAR,turnover,bad pass,[],202331,,,1610612746,2,2,2022-11-18T03:44:48Z,280000,False,,,0,,P. George bad pass TURNOVER (1 TO),"[202331, 202711]",1610612746.0,LAC,,,,,,,Mid-Range,8-16 Right,,,,George,P. George,,,,,,,,,,1.0,Bogdanovic,202711.0,,,,,,
29,PT10M06.00S,2022-11-18T03:44:43.0Z,1,REGULAR,steal,,[],202711,,,1610612765,2,2,2022-11-18T03:44:46Z,290000,False,,,0,,B. Bogdanovic STEAL (1 STL),[202711],1610612765.0,DET,,,,,,,Mid-Range,8-16 Right,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,
30,PT10M03.00S,2022-11-18T03:44:49.3Z,1,REGULAR,turnover,out-of-bounds,[],202711,,,1610612765,2,2,2022-11-18T03:44:55Z,300000,False,,,0,,B. Bogdanovic bad pass out-of-bounds TURNOVER (1 TO),[202711],1610612765.0,DET,bad pass,,,,,,In The Paint (Non-RA),8-16 Right,1627962.0,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,1.0,,,,,,,,
31,PT09M51.00S,2022-11-18T03:45:10.4Z,1,REGULAR,foul,personal,['2freethrow'],1628963,,,1610612746,2,2,2022-11-18T03:45:19Z,310000,False,,,0,,M. Bagley III shooting personal FOUL (1 PF) (Zubac 2 FT),"[1628963, 1627826]",1610612765.0,DET,shooting,,,,,,In The Paint (Non-RA),0-8 Center,202037.0,1.0,0.0,Bagley III,M. Bagley III,Zubac,1627826.0,,,,,,,,,,,,,,,,
33,PT09M51.00S,2022-11-18T03:45:34.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1627826,,,1610612746,3,2,2022-11-18T03:45:52Z,330000,False,,,0,,I. Zubac Free Throw 1 of 2 (1 PTS),[1627826],1610612746.0,LAC,,,,,,,,,,,,Zubac,I. Zubac,,,,Made,,,,,1.0,,,,,,,,,
34,PT09M51.00S,2022-11-18T03:45:34.0Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1627826,,,1610612746,3,2,2022-11-18T03:45:52Z,340000,False,,,0,,MISS I. Zubac Free Throw 2 of 2,[1627826],1610612746.0,LAC,,,,,,,,,,,,Zubac,I. Zubac,,,,Missed,,,,,,,,,,,,,,
35,PT09M49.00S,2022-11-18T03:45:36.0Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612765,3,2,2022-11-18T03:45:52Z,350000,False,,,0,,M. Bagley III REBOUND (Off:0 Def:1),[1628963],1610612765.0,DET,,,,,,,,,,,,Bagley III,M. Bagley III,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,
36,PT09M36.00S,2022-11-18T03:46:04.7Z,1,REGULAR,2pt,Jump Shot,[],1630165,15.160972404730614,68.62745098039215,1610612765,3,2,2022-11-18T03:46:09Z,360000,False,-93.0,90.0,1,left,MISS K. Hayes 12' pullup Shot,[1630165],1610612765.0,DET,pullup,,,,,,Mid-Range,8-16 Left,,,,Hayes,K. Hayes,,,12.95,Missed,,,,,,,,,,,,,,
37,PT09M33.00S,2022-11-18T03:46:07.7Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,3,2,2022-11-18T03:46:09Z,370000,False,,,0,,P. George REBOUND (Off:0 Def:2),[202331],1610612746.0,LAC,,,,,,,Mid-Range,8-16 Left,,,,George,P. George,,,,,36.0,2.0,2.0,0.0,,,,,,,,,,
38,PT09M23.00S,2022-11-18T03:46:17.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,82.30946123521682,49.26470588235294,1610612746,5,2,2022-11-18T03:46:21Z,380000,False,-4.0,114.0,1,right,R. Jackson 11' floating Jump Shot (2 PTS) (P. George 1 AST),"[202704, 202331]",1610612746.0,LAC,floating,,,,,,In The Paint (Non-RA),8-16 Center,,,,Jackson,R. Jackson,,,11.39,Made,,,,,2.0,,,,P. George,202331.0,1.0,,,
40,PT09M08.00S,2022-11-18T03:46:32.1Z,1,REGULAR,turnover,out-of-bounds,[],1631093,,,1610612765,5,2,2022-11-18T03:46:40Z,400000,False,,,0,,J. Ivey bad pass out-of-bounds TURNOVER (1 TO),[1631093],1610612765.0,DET,bad pass,,,,,,Above the Break 3,24+ Left Center,202037.0,,,Ivey,J. Ivey,,,,,,,,,,1.0,,,,,,,,
41,PT08M51.00S,2022-11-18T03:47:04.4Z,1,REGULAR,foul,personal,['2freethrow'],202711,,,1610612746,5,2,2022-11-18T03:47:18Z,410000,False,,,0,,B. Bogdanovic shooting personal FOUL (1 PF) (Leonard 2 FT),"[202711, 202695]",1610612765.0,DET,shooting,,,,,,Restricted Area,0-8 Center,2004.0,1.0,0.0,Bogdanovic,B. Bogdanovic,Leonard,202695.0,,,,,,,,,,,,,,,,
43,PT08M51.00S,2022-11-18T03:47:35.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],202695,,,1610612746,5,2,2022-11-18T03:47:57Z,430000,False,,,0,,MISS K. Leonard Free Throw 1 of 2,[202695],1610612746.0,LAC,,,,,,,,,,,,Leonard,K. Leonard,,,,Missed,,,,,,,,,,,,,,
44,PT08M51.00S,2022-11-18T03:47:35.8Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612746,5,2,2022-11-18T03:47:57Z,440000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,
45,PT08M51.00S,2022-11-18T03:47:35.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],202695,,,1610612746,5,2,2022-11-18T03:47:57Z,450000,False,,,0,,MISS K. Leonard Free Throw 2 of 2,[202695],1610612746.0,LAC,,,,,,,,,,,,Leonard,K. Leonard,,,,Missed,,,,,,,,,,,,,,
46,PT08M48.00S,2022-11-18T03:47:38.8Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,5,2,2022-11-18T03:47:57Z,460000,False,,,0,,S. Bey REBOUND (Off:0 Def:2),[1630180],1610612765.0,DET,,,,,,,,,,,,Bey,S. Bey,,,,,45.0,2.0,2.0,0.0,,,,,,,,,,
47,PT08M34.00S,2022-11-18T03:48:11.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,7.276609724047319,46.568627450980394,1610612765,5,4,2022-11-18T03:48:15Z,470000,False,17.0,16.0,1,left,J. Ivey driving Layup (2 PTS),[1631093],1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,,,,Ivey,J. Ivey,,,2.34,Made,,,,,2.0,,,,,,,,,
48,PT08M26.00S,2022-11-18T03:48:23.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631093,,,1610612746,5,4,2022-11-18T03:48:41Z,480000,False,,,0,,J. Ivey personal FOUL (1 PF) (Jackson 2 FT),"[1631093, 202704]",1610612765.0,DET,,,,,,,Mid-Range,16-24 Left,1627962.0,1.0,0.0,Ivey,J. Ivey,Jackson,202704.0,,,,,,,,,,,,,,,,
50,PT08M26.00S,2022-11-18T03:48:55.3Z,1,REGULAR,freethrow,1 of 2,[],202704,,,1610612746,6,4,2022-11-18T03:48:55Z,500000,False,,,0,,R. Jackson Free Throw 1 of 2 (3 PTS),[202704],1610612746.0,LAC,,,,,,,,,,,,Jackson,R. Jackson,,,,Made,,,,,3.0,,,,,,,,,
51,PT08M26.00S,2022-11-18T03:49:20.3Z,1,REGULAR,freethrow,2 of 2,[],202704,,,1610612746,7,4,2022-11-18T03:49:20Z,510000,False,,,0,,R. Jackson Free Throw 2 of 2 (4 PTS),[202704],1610612746.0,LAC,,,,,,,,,,,,Jackson,R. Jackson,,,,Made,,,,,4.0,,,,,,,,,
52,PT08M09.00S,2022-11-18T03:49:40.2Z,1,REGULAR,2pt,Jump Shot,[],202711,12.927069645203687,20.34313725490196,1610612765,7,6,2022-11-18T03:49:45Z,520000,False,148.0,69.0,1,left,B. Bogdanovic 16' step back Jump Shot (2 PTS),[202711],1610612765.0,DET,step back,,,,,,Mid-Range,16-24 Right,,,,Bogdanovic,B. Bogdanovic,,,16.36,Made,,,,,2.0,,,,,,,,,
53,PT07M55.00S,2022-11-18T03:49:54.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627826,83.36070959264126,62.99019607843137,1610612746,7,6,2022-11-18T03:49:59Z,530000,False,65.0,104.0,1,right,MISS I. Zubac 12' floating Shot,[1627826],1610612746.0,LAC,floating,,,,,,In The Paint (Non-RA),8-16 Right,,,,Zubac,I. Zubac,,,12.26,Missed,,,,,,,,,,,,,,
54,PT07M53.00S,2022-11-18T03:49:56.5Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612765,7,6,2022-11-18T03:49:59Z,540000,False,,,0,,M. Bagley III REBOUND (Off:0 Def:2),[1628963],1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Right,,,,Bagley III,M. Bagley III,,,,,53.0,2.0,2.0,0.0,,,,,,,,,,
55,PT07M44.00S,2022-11-18T03:50:05.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,5.436925098554539,34.31372549019608,1610612765,7,6,2022-11-18T03:50:08Z,550000,False,78.0,-1.0,1,left,MISS B. Bogdanovic 7' pullup Shot,[202711],1610612765.0,DET,pullup,,,,,,In The Paint (Non-RA),0-8 Center,,,,Bogdanovic,B. Bogdanovic,,,7.84,Missed,,,,,,,,,,,,,,
56,PT07M42.00S,2022-11-18T03:50:07.3Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,7,6,2022-11-18T03:50:08Z,560000,False,,,0,,P. George REBOUND (Off:0 Def:3),[202331],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,George,P. George,,,,,55.0,3.0,3.0,0.0,,,,,,,,,,
57,PT07M19.00S,2022-11-18T03:50:29.4Z,1,REGULAR,2pt,Jump Shot,[],202695,97.55256241787123,72.79411764705883,1610612746,9,6,2022-11-18T03:50:33Z,570000,False,114.0,-29.0,1,right,K. Leonard 11' turnaround Jump Shot (2 PTS),[202695],1610612746.0,LAC,turnaround,,,,,,Mid-Range,8-16 Right,,,,Leonard,K. Leonard,,,11.78,Made,,,,,2.0,,,,,,,,,
58,PT06M59.00S,2022-11-18T03:50:49.6Z,1,REGULAR,3pt,Jump Shot,[],1630165,9.641918528252305,96.56862745098039,1610612765,9,6,2022-11-18T03:50:54Z,580000,False,-233.0,38.0,1,left,MISS K. Hayes 3PT,[1630165],1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,,,,Hayes,K. Hayes,,,23.59,Missed,,,,,,,,,,,,,,
59,PT06M57.00S,2022-11-18T03:50:51.6Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,9,6,2022-11-18T03:50:54Z,590000,False,,,0,,M. Morris Sr. REBOUND (Off:0 Def:1),[202694],1610612746.0,LAC,,,,,,,Left Corner 3,24+ Left,,,,Morris Sr.,M. Morris Sr.,,,,,58.0,1.0,1.0,0.0,,,,,,,,,,
60,PT06M48.00S,2022-11-18T03:51:00.8Z,1,REGULAR,turnover,bad pass,[],202331,,,1610612746,9,6,2022-11-18T03:51:06Z,600000,False,,,0,,P. George bad pass TURNOVER (2 TO),"[202331, 1630165]",1610612746.0,LAC,,,,,,,Mid-Range,16-24 Right Center,,,,George,P. George,,,,,,,,,,2.0,Hayes,1630165.0,,,,,,
61,PT06M48.00S,2022-11-18T03:51:00.8Z,1,REGULAR,steal,,[],1630165,,,1610612765,9,6,2022-11-18T03:51:02Z,610000,False,,,0,,K. Hayes STEAL (1 STL),[1630165],1610612765.0,DET,,,,,,,Mid-Range,16-24 Right Center,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,
62,PT06M43.00S,2022-11-18T03:51:05.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631093,7.013797634691201,48.0392156862745,1610612765,9,8,2022-11-18T03:51:20Z,620000,False,10.0,13.0,1,left,J. Ivey running Layup (4 PTS) (K. Hayes 1 AST),"[1631093, 1630165]",1610612765.0,DET,running,,,,,,Restricted Area,0-8 Center,,,,Ivey,J. Ivey,,,1.66,Made,,,,,4.0,,,,K. Hayes,1630165.0,1.0,,,
64,PT06M21.00S,2022-11-18T03:51:28.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,81.52102496714849,59.31372549019608,1610612746,9,8,2022-11-18T03:51:42Z,640000,False,47.0,121.0,1,right,MISS M. Morris Sr. 12' pullup Shot,[202694],1610612746.0,LAC,pullup,,,,,,In The Paint (Non-RA),8-16 Center,,,,Morris Sr.,M. Morris Sr.,,,12.98,Missed,,,,,,,,,,,,,,
65,PT06M21.00S,2022-11-18T03:51:28.2Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,9,8,2022-11-18T03:51:42Z,650000,False,,,0,,S. Bey REBOUND (Off:0 Def:3),[1630180],1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Bey,S. Bey,,,,,64.0,3.0,3.0,0.0,,,,,,,,,,
66,PT06M13.00S,2022-11-18T03:51:41.2Z,1,REGULAR,foul,offensive,['inpenalty'],1628963,,,1610612765,9,8,2022-11-18T03:52:02Z,660000,False,,,0,,M. Bagley III offensive FOUL (2 PF),"[1628963, 1627826]",1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,2004.0,2.0,0.0,Bagley III,M. Bagley III,Zubac,1627826.0,,,,,,,,,,,,,,,,
68,PT06M13.00S,2022-11-18T03:51:41.2Z,1,REGULAR,turnover,offensive foul,[],1628963,,,1610612765,9,8,2022-11-18T03:51:41Z,680000,False,,,0,,M. Bagley III offensive foul TURNOVER (1 TO),[1628963],1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,2004.0,,,Bagley III,M. Bagley III,,,,,,,,,,1.0,,,,,,,,
69,PT06M13.00S,2022-11-18T03:51:53.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,9,8,2022-11-18T03:51:53Z,690000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M13.00S,2022-11-18T03:54:34.7Z,1,REGULAR,substitution,out,[],202695,,,1610612746,9,8,2022-11-18T03:54:43Z,700000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,,,,,,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,
71,PT06M13.00S,2022-11-18T03:54:34.7Z,1,REGULAR,substitution,out,[],1628963,,,1610612746,9,8,2022-11-18T03:54:43Z,710000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612765.0,DET,,,,,,,,,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,
72,PT06M13.00S,2022-11-18T03:54:34.7Z,1,REGULAR,substitution,in,[],1629611,,,1610612746,9,8,2022-11-18T03:54:43Z,720000,False,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,,,,,,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,
73,PT06M13.00S,2022-11-18T03:54:34.7Z,1,REGULAR,substitution,in,[],1631105,,,1610612746,9,8,2022-11-18T03:54:43Z,730000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,,,,,,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,
74,PT05M58.00S,2022-11-18T03:55:08.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202331,90.06241787122208,82.35294117647058,1610612746,9,8,2022-11-18T03:55:14Z,740000,False,162.0,41.0,1,right,MISS P. George 16' Jump Shot,[202331],1610612746.0,LAC,,,,,,,Mid-Range,16-24 Right,,,,George,P. George,,,16.69,Missed,,,,,,,,,,,,,,
75,PT05M54.00S,2022-11-18T03:55:12.0Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,9,8,2022-11-18T03:55:12Z,750000,False,,,0,,I. Zubac REBOUND (Off:1 Def:1),[1627826],1610612746.0,LAC,,,,,,,Mid-Range,16-24 Right,,,,Zubac,I. Zubac,,,,,74.0,2.0,1.0,1.0,,,,,,,,,,
76,PT05M54.00S,2022-11-18T03:55:12.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627826,94.40999984741211,50.0,1610612746,9,8,2022-11-18T03:55:12Z,760000,False,0.0,0.0,1,right,MISS I. Zubac tip Layup,[1627826],1610612746.0,LAC,tip,,,,,,Mid-Range,8-16 Left,,,,Zubac,I. Zubac,,,0.0,Missed,,,,,,,,,,,,,,
77,PT05M53.00S,2022-11-18T03:55:12.8Z,1,REGULAR,rebound,defensive,[],202711,,,1610612765,9,8,2022-11-18T03:55:12Z,770000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[202711],1610612765.0,DET,,,,,,,Mid-Range,8-16 Left,,,,Bogdanovic,B. Bogdanovic,,,,,76.0,1.0,1.0,0.0,,,,,,,,,,
78,PT05M41.00S,2022-11-18T03:55:24.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,18.577529566360056,61.76470588235294,1610612765,9,10,2022-11-18T03:55:29Z,780000,False,-59.0,122.0,1,left,B. Bogdanovic 13' step back Jump Shot (4 PTS),[202711],1610612765.0,DET,step back,,,,,,In The Paint (Non-RA),8-16 Center,,,,Bogdanovic,B. Bogdanovic,,,13.55,Made,,,,,4.0,,,,,,,,,
79,PT05M18.00S,2022-11-18T03:55:48.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,86.25164257555848,49.50980392156863,1610612746,9,10,2022-11-18T03:55:51Z,790000,False,-2.0,77.0,1,right,MISS P. George 7' fadeaway Shot,[202331],1610612746.0,LAC,fadeaway,,,,,,In The Paint (Non-RA),0-8 Center,,,,George,P. George,,,7.67,Missed,,,,,,,,,,,,,,
80,PT05M17.00S,2022-11-18T03:55:49.8Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,9,10,2022-11-18T03:55:49Z,800000,False,,,0,,I. Zubac REBOUND (Off:2 Def:1),[1627826],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Zubac,I. Zubac,,,,,79.0,3.0,1.0,2.0,,,,,,,,,,
81,PT05M15.00S,2022-11-18T03:55:50.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1627826,91.11366622864652,49.754901960784316,1610612746,11,10,2022-11-18T03:55:57Z,810000,False,-1.0,31.0,1,right,I. Zubac putback DUNK (3 PTS),[1627826],1610612746.0,LAC,putback,,,,,,Restricted Area,0-8 Center,,,,Zubac,I. Zubac,,,3.1,Made,,,,,3.0,,,,,,,,,
82,PT04M57.00S,2022-11-18T03:56:08.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,8.984888304862025,45.833333333333336,1610612765,11,12,2022-11-18T03:56:17Z,820000,False,21.0,32.0,1,left,B. Bogdanovic driving bank Jump Shot (6 PTS),[202711],1610612765.0,DET,driving bank,,,,,,Restricted Area,0-8 Center,,,,Bogdanovic,B. Bogdanovic,,,3.82,Made,,,,,6.0,,,,,,,,,
