actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
440,PT12M00.00S,2023-03-28T04:14:34.7Z,4,REGULAR,substitution,in,['startperiod'],201569,,,1610612746,99,77,2023-03-28T04:14:51Z,4310000,False,,,0,,SUB in: E. Gordon,[201569],1610612746.0,LAC,,,,,,,,,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,
441,PT12M00.00S,2023-03-28T04:14:34.7Z,4,REGULAR,substitution,in,['startperiod'],203083,,,1610612746,99,77,2023-03-28T04:14:51Z,4320000,False,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,
442,PT12M00.00S,2023-03-28T04:14:49.4Z,4,REGULAR,period,start,[],0,,,1610612741,99,77,2023-03-28T04:14:51Z,4330000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT11M41.00S,2023-03-28T04:15:07.2Z,4,REGULAR,3pt,Jump Shot,[],1627884,19.103153745072277,94.36274509803921,1610612741,99,77,2023-03-28T04:15:11Z,4340000,False,-222.0,127.0,1,left,MISS D. Jones Jr. 25' 3PT,[1627884],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,25.56,Missed,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,
444,PT11M38.00S,2023-03-28T04:15:10.2Z,4,REGULAR,rebound,defensive,[],203486,,,1610612746,99,77,2023-03-28T04:21:12Z,4350000,False,,,0,,M. Plumlee REBOUND (Off:2 Def:2),[203486],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,,,Plumlee,M. Plumlee,,,,,,,,,443.0,4.0,2.0,2.0,,,,,
445,PT11M30.00S,2023-03-28T04:15:18.8Z,4,REGULAR,turnover,bad pass,[],1629611,,,1610612746,99,77,2023-03-28T04:15:23Z,4360000,False,,,0,,T. Mann bad pass TURNOVER (1 TO),"[1629611, 203083]",1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Mann,T. Mann,,,,,,,,,,,,,,,1.0,Drummond,203083.0
446,PT11M30.00S,2023-03-28T04:15:18.8Z,4,REGULAR,steal,,[],203083,,,1610612741,99,77,2023-03-28T04:15:20Z,4370000,False,,,0,,A. Drummond STEAL (1 STL),[203083],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,
447,PT11M24.00S,2023-03-28T04:15:24.4Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",201942,8.590670170827863,48.529411764705884,1610612741,99,79,2023-03-28T04:15:32Z,4380000,False,7.0,28.0,1,left,D. DeRozan running Layup (17 PTS),[201942],1610612741.0,CHI,running,,,,,,Restricted Area,0-8 Center,2.93,Made,17.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,
448,PT11M08.00S,2023-03-28T04:15:40.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,91.50788436268068,49.01960784313726,1610612746,101,79,2023-03-28T04:16:01Z,4390000,False,-5.0,27.0,1,right,M. Plumlee cutting DUNK (8 PTS) (B. Hyland 7 AST),"[203486, 1630538]",1610612746.0,LAC,cutting,,,,,,Restricted Area,0-8 Center,2.77,Made,8.0,Plumlee,M. Plumlee,B. Hyland,1630538.0,7.0,,,,,,,,,,,,,,
450,PT10M53.00S,2023-03-28T04:15:54.9Z,4,REGULAR,2pt,Jump Shot,[],201942,22.651116951379763,39.70588235294118,1610612741,101,81,2023-03-28T04:16:04Z,4410000,False,51.0,160.0,1,left,D. DeRozan 16' Jump Shot (19 PTS) (C. White 4 AST),"[201942, 1629632]",1610612741.0,CHI,,,,,,,Mid-Range,16-24 Center,16.85,Made,19.0,DeRozan,D. DeRozan,C. White,1629632.0,4.0,,,,,,,,,,,,,,
452,PT10M25.00S,2023-03-28T04:16:23.2Z,4,REGULAR,turnover,bad pass,[],203486,,,1610612746,101,81,2023-03-28T04:16:27Z,4430000,False,,,0,,M. Plumlee bad pass TURNOVER (3 TO),"[203486, 1627884]",1610612746.0,LAC,,,,,,,Mid-Range,16-24 Right Center,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,3.0,Jones Jr.,1627884.0
453,PT10M25.00S,2023-03-28T04:16:23.2Z,4,REGULAR,steal,,[],1627884,,,1610612741,101,81,2023-03-28T04:16:25Z,4440000,False,,,0,,D. Jones Jr. STEAL (1 STL),[1627884],1610612741.0,CHI,,,,,,,Mid-Range,16-24 Right Center,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,
454,PT10M22.00S,2023-03-28T04:16:26.3Z,4,REGULAR,turnover,bad pass,[],203083,,,1610612741,101,81,2023-03-28T04:16:30Z,4450000,False,,,0,,A. Drummond bad pass TURNOVER (1 TO),"[203083, 1630538]",1610612741.0,CHI,,,,,,,Mid-Range,16-24 Center,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,1.0,Hyland,1630538.0
455,PT10M22.00S,2023-03-28T04:16:26.3Z,4,REGULAR,steal,,[],1630538,,,1610612746,101,81,2023-03-28T04:16:28Z,4460000,False,,,0,,B. Hyland STEAL (3 STL),[1630538],1610612746.0,LAC,,,,,,,Mid-Range,16-24 Center,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,
456,PT10M18.00S,2023-03-28T04:16:30.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630538,74.1622864651774,14.215686274509807,1610612746,104,81,2023-03-28T04:18:45Z,4470000,False,-179.0,190.0,1,right,B. Hyland 26' 3PT pullup (10 PTS),[1630538],1610612746.0,LAC,pullup,,,,,,Above the Break 3,24+ Left Center,26.13,Made,10.0,Hyland,B. Hyland,,,,,,,,,,,,,,,,,
457,PT10M04.00S,2023-03-28T04:16:43.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,18.05190538764782,59.55882352941176,1610612741,104,81,2023-03-28T04:16:48Z,4480000,False,-48.0,117.0,1,left,MISS D. DeRozan 12' Jump Shot,[201942],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),8-16 Center,12.66,Missed,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,
458,PT10M01.00S,2023-03-28T04:16:46.7Z,4,REGULAR,rebound,defensive,[],1630538,,,1610612746,104,81,2023-03-28T04:16:48Z,4490000,False,,,0,,B. Hyland REBOUND (Off:0 Def:1),[1630538],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Hyland,B. Hyland,,,,,,,,,457.0,1.0,1.0,0.0,,,,,
459,PT09M58.00S,2023-03-28T04:16:50.5Z,4,REGULAR,turnover,bad pass,[],1630538,,,1610612746,104,81,2023-03-28T04:16:57Z,4500000,False,,,0,,B. Hyland bad pass TURNOVER (1 TO),"[1630538, 201942]",1610612746.0,LAC,,,,,,,Mid-Range,8-16 Right,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,1.0,DeRozan,201942.0
460,PT09M58.00S,2023-03-28T04:16:50.5Z,4,REGULAR,steal,,[],201942,,,1610612741,104,81,2023-03-28T04:16:54Z,4510000,False,,,0,,D. DeRozan STEAL (2 STL),[201942],1610612741.0,CHI,,,,,,,Mid-Range,8-16 Right,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,
461,PT09M52.00S,2023-03-28T04:16:57.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630245,7.933639947437584,49.50980392156863,1610612741,104,81,2023-03-28T04:17:02Z,4520000,False,2.0,22.0,1,left,MISS A. Dosunmu driving Layup - blocked,"[1630245, 203486]",1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,2.22,Missed,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,Plumlee,203486.0,,,
462,PT09M52.00S,2023-03-28T04:16:57.3Z,4,REGULAR,block,,[],203486,,,1610612741,104,81,2023-03-28T04:16:59Z,4530000,False,,,0,,M. Plumlee BLOCK (1 BLK),[203486],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,
463,PT09M48.00S,2023-03-28T04:17:01.3Z,4,REGULAR,rebound,defensive,[],201566,,,1610612746,104,81,2023-03-28T04:17:02Z,4540000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:4),[201566],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,,Westbrook,R. Westbrook,,,,,,,,,461.0,5.0,4.0,1.0,,,,,
464,PT09M48.00S,2023-03-28T04:17:01.3Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629611,91.77069645203679,50.73529411764706,1610612746,106,81,2023-03-28T04:17:42Z,4550000,False,4.0,25.0,1,right,T. Mann running DUNK (5 PTS) (R. Westbrook 8 AST),"[1629611, 201566]",1610612746.0,LAC,running,,,,,,Restricted Area,0-8 Center,2.52,Made,5.0,Mann,T. Mann,R. Westbrook,201566.0,8.0,,,,,,,,,,,,,,
466,PT09M48.00S,2023-03-28T04:17:08.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,106,81,2023-03-28T04:17:08Z,4570000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT09M33.00S,2023-03-28T04:20:07.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203083,8.984888304862025,50.73529411764706,1610612741,106,83,2023-03-28T04:20:13Z,4580000,False,-4.0,32.0,1,left,A. Drummond driving Layup (4 PTS),[203083],1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,3.22,Made,4.0,Drummond,A. Drummond,,,,,,,,,,,,,,,,,
468,PT09M17.00S,2023-03-28T04:20:29.5Z,4,REGULAR,turnover,out-of-bounds,[],1629611,,,1610612746,106,83,2023-03-28T04:20:36Z,4590000,False,,,0,,T. Mann step out-of-bounds TURNOVER (2 TO),[1629611],1610612746.0,LAC,step,,,,,,In The Paint (Non-RA),0-8 Center,,,,Mann,T. Mann,,,,1626300.0,,,,,,,,,,,2.0,,
469,PT09M02.00S,2023-03-28T04:20:51.8Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203083,9.247700394218143,51.96078431372549,1610612741,106,85,2023-03-28T04:20:56Z,4600000,False,-10.0,34.0,1,left,A. Drummond alley-oop DUNK (6 PTS) (D. DeRozan 6 AST),"[203083, 201942]",1610612741.0,CHI,alley-oop,,,,,,Restricted Area,0-8 Center,3.58,Made,6.0,Drummond,A. Drummond,D. DeRozan,201942.0,6.0,,,,,,,,,,,,,,
471,PT08M51.00S,2023-03-28T04:21:10.3Z,4,REGULAR,turnover,out-of-bounds,[],201566,,,1610612746,106,85,2023-03-28T04:21:20Z,4620000,False,,,0,,R. Westbrook lost ball out-of-bounds TURNOVER (3 TO),[201566],1610612746.0,LAC,lost ball,,,,,,In The Paint (Non-RA),0-8 Center,,,,Westbrook,R. Westbrook,,,,1626300.0,,,,,,,,,,,3.0,,
472,PT08M42.00S,2023-03-28T04:21:31.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",201942,6.044678055190531,50.122549019607845,1610612741,106,87,2023-03-28T04:21:36Z,4630000,False,-1.0,4.0,1,left,D. DeRozan driving DUNK (21 PTS) (D. Jones Jr. 1 AST),"[201942, 1627884]",1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,0.43,Made,21.0,DeRozan,D. DeRozan,D. Jones Jr.,1627884.0,1.0,,,,,,,,,,,,,,
474,PT08M42.00S,2023-03-28T04:21:36.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,106,87,2023-03-28T04:21:36Z,4650000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT08M42.00S,2023-03-28T04:23:42.2Z,4,REGULAR,substitution,out,[],1627884,,,1610612746,106,87,2023-03-28T04:23:55Z,4660000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,,,,,,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,
476,PT08M42.00S,2023-03-28T04:23:42.2Z,4,REGULAR,substitution,in,[],203897,,,1610612746,106,87,2023-03-28T04:23:55Z,4670000,False,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,,,,,,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
477,PT08M29.00S,2023-03-28T04:24:36.1Z,4,REGULAR,3pt,Jump Shot,[],1629611,88.61695137976346,98.03921568627452,1610612746,109,87,2023-03-28T04:24:39Z,4680000,False,240.0,55.0,1,right,T. Mann 24' 3PT  (8 PTS) (R. Westbrook 9 AST),"[1629611, 201566]",1610612746.0,LAC,,,,,,,Right Corner 3,24+ Right,24.63,Made,8.0,Mann,T. Mann,R. Westbrook,201566.0,9.0,,,,,,,,,,,,,,
479,PT08M20.00S,2023-03-28T04:24:48.1Z,4,REGULAR,turnover,out-of-bounds,[],203897,,,1610612741,109,87,2023-03-28T04:24:53Z,4700000,False,,,0,,Z. LaVine bad pass out-of-bounds TURNOVER (4 TO),[203897],1610612741.0,CHI,bad pass,,,,,,Mid-Range,16-24 Left,,,,LaVine,Z. LaVine,,,,202058.0,,,,,,,,,,,4.0,,
480,PT08M20.00S,2023-03-28T04:24:56.7Z,4,REGULAR,substitution,out,[],1630245,,,1610612746,109,87,2023-03-28T04:25:00Z,4710000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,,,,,,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,
481,PT08M20.00S,2023-03-28T04:24:56.7Z,4,REGULAR,substitution,in,[],201976,,,1610612746,109,87,2023-03-28T04:25:00Z,4720000,False,,,0,,SUB in: P. Beverley,[201976],1610612741.0,CHI,,,,,,,,,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,
482,PT08M06.00S,2023-03-28T04:25:19.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201566,94.00459921156373,97.54901960784314,1610612746,109,87,2023-03-28T04:25:24Z,4730000,False,238.0,4.0,1,right,MISS R. Westbrook 3PT,[201566],1610612746.0,LAC,,,,,,,Right Corner 3,24+ Right,23.77,Missed,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,
483,PT08M03.00S,2023-03-28T04:25:22.9Z,4,REGULAR,rebound,defensive,[],203083,,,1610612741,109,87,2023-03-28T04:25:24Z,4740000,False,,,0,,A. Drummond REBOUND (Off:1 Def:4),[203083],1610612741.0,CHI,,,,,,,Right Corner 3,24+ Right,,,,Drummond,A. Drummond,,,,,,,,,482.0,5.0,4.0,1.0,,,,,
484,PT07M54.00S,2023-03-28T04:25:31.2Z,4,REGULAR,3pt,Jump Shot,[],1629632,20.154402102496718,92.8921568627451,1610612741,109,87,2023-03-28T04:25:36Z,4750000,False,-214.0,137.0,1,left,MISS C. White 25' 3PT,[1629632],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,25.45,Missed,,White,C. White,,,,,,,,,,,,,,,,,
485,PT07M50.00S,2023-03-28T04:25:35.2Z,4,REGULAR,rebound,defensive,[],1630538,,,1610612746,109,87,2023-03-28T04:25:36Z,4760000,False,,,0,,B. Hyland REBOUND (Off:0 Def:2),[1630538],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,,,Hyland,B. Hyland,,,,,,,,,484.0,2.0,2.0,0.0,,,,,
486,PT07M46.00S,2023-03-28T04:25:39.9Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",203486,93.47897503285151,50.49019607843137,1610612746,111,87,2023-03-28T04:25:51Z,4770000,False,2.0,9.0,1,right,M. Plumlee running alley-oop DUNK (10 PTS) (R. Westbrook 10 AST),"[203486, 201566]",1610612746.0,LAC,running alley-oop,,,,,,Restricted Area,0-8 Center,0.91,Made,10.0,Plumlee,M. Plumlee,R. Westbrook,201566.0,10.0,,,,,,,,,,,,,,
488,PT07M27.00S,2023-03-28T04:25:58.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203897,18.7089356110381,37.99019607843137,1610612741,111,89,2023-03-28T04:28:55Z,4790000,False,60.0,123.0,1,left,Z. LaVine 13' turnaround fadeaway Jump Shot (21 PTS),[203897],1610612741.0,CHI,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,13.72,Made,21.0,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
489,PT07M15.00S,2023-03-28T04:26:09.7Z,4,REGULAR,3pt,Jump Shot,[],1630538,70.87713534822602,21.568627450980387,1610612746,111,89,2023-03-28T04:26:15Z,4800000,False,-142.0,221.0,1,right,MISS B. Hyland 26' pullup 3PT,[1630538],1610612746.0,LAC,pullup,,,,,,Above the Break 3,24+ Left Center,26.3,Missed,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,
490,PT07M13.00S,2023-03-28T04:26:11.7Z,4,REGULAR,rebound,defensive,[],203083,,,1610612741,111,89,2023-03-28T04:26:15Z,4810000,False,,,0,,A. Drummond REBOUND (Off:1 Def:5),[203083],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,,Drummond,A. Drummond,,,,,,,,,489.0,6.0,5.0,1.0,,,,,
491,PT07M03.00S,2023-03-28T04:26:23.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203897,12.00722733245729,60.049019607843135,1610612741,111,89,2023-03-28T04:26:36Z,4820000,False,-50.0,60.0,1,left,MISS Z. LaVine 7' fadeaway bank Shot,[203897],1610612741.0,CHI,fadeaway bank,,,,,,In The Paint (Non-RA),0-8 Center,7.85,Missed,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
492,PT07M00.00S,2023-03-28T04:26:26.2Z,4,REGULAR,rebound,offensive,[],203083,,,1610612741,111,89,2023-03-28T04:26:27Z,4830000,False,,,0,,A. Drummond REBOUND (Off:2 Def:5),[203083],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Drummond,A. Drummond,,,,,,,,,491.0,7.0,5.0,2.0,,,,,
493,PT07M00.00S,2023-03-28T04:26:27.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,5.590000152587891,50.0,1610612741,111,89,2023-03-28T04:26:27Z,4840000,False,0.0,0.0,1,left,MISS A. Drummond tip Layup,[203083],1610612741.0,CHI,tip,,,,,,Mid-Range,8-16 Left,0.0,Missed,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,
494,PT07M00.00S,2023-03-28T04:26:27.6Z,4,REGULAR,rebound,offensive,[],203083,,,1610612741,111,89,2023-03-28T04:26:27Z,4850000,False,,,0,,A. Drummond REBOUND (Off:3 Def:5),[203083],1610612741.0,CHI,,,,,,,Mid-Range,8-16 Left,,,,Drummond,A. Drummond,,,,,,,,,493.0,8.0,5.0,3.0,,,,,
495,PT07M00.00S,2023-03-28T04:26:29.8Z,4,REGULAR,foul,personal,['2freethrow'],203486,,,1610612741,111,89,2023-03-28T04:26:36Z,4860000,False,,,0,,M. Plumlee shooting personal FOUL (1 PF) (Drummond 2 FT),"[203486, 203083]",1610612746.0,LAC,shooting,,,,,,Restricted Area,0-8 Center,,,,Plumlee,M. Plumlee,,,,1626300.0,1.0,0.0,Drummond,203083.0,,,,,,,,,
497,PT07M00.00S,2023-03-28T04:26:56.3Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],203083,,,1610612741,111,89,2023-03-28T04:26:56Z,4880000,False,,,0,,MISS A. Drummond Free Throw 1 of 2,[203083],1610612741.0,CHI,,,,,,,,,,Missed,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,
498,PT07M00.00S,2023-03-28T04:26:56.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,111,89,2023-03-28T04:26:56Z,4890000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,497.0,,,,,,,,
499,PT07M00.00S,2023-03-28T04:26:59.6Z,4,REGULAR,substitution,out,[],1630538,,,1610612741,111,89,2023-03-28T04:27:07Z,4900000,False,,,0,,SUB out: B. Hyland,[1630538],1610612746.0,LAC,,,,,,,,,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,
500,PT07M00.00S,2023-03-28T04:26:59.6Z,4,REGULAR,substitution,out,[],1629611,,,1610612741,111,89,2023-03-28T04:27:07Z,4910000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,,,,,,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,
501,PT07M00.00S,2023-03-28T04:26:59.6Z,4,REGULAR,substitution,in,[],202695,,,1610612741,111,89,2023-03-28T04:27:07Z,4920000,False,,,0,,SUB in: K. Leonard,[202695],1610612746.0,LAC,,,,,,,,,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,
502,PT07M00.00S,2023-03-28T04:26:59.6Z,4,REGULAR,substitution,in,[],201587,,,1610612741,111,89,2023-03-28T04:27:07Z,4930000,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,,,,,,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,
503,PT07M00.00S,2023-03-28T04:26:56.3Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],203083,,,1610612741,111,89,2023-03-28T04:27:22Z,4940000,False,,,0,,MISS A. Drummond Free Throw 2 of 2,[203083],1610612741.0,CHI,,,,,,,,,,Missed,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,
504,PT06M57.00S,2023-03-28T04:26:59.3Z,4,REGULAR,rebound,defensive,[],203486,,,1610612746,111,89,2023-03-28T04:27:22Z,4950000,False,,,0,,M. Plumlee REBOUND (Off:2 Def:3),[203486],1610612746.0,LAC,,,,,,,,,,,,Plumlee,M. Plumlee,,,,,,,,,503.0,5.0,3.0,2.0,,,,,
505,PT06M47.00S,2023-03-28T04:27:30.9Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203486,93.74178712220763,55.3921568627451,1610612746,111,89,2023-03-28T04:27:36Z,4960000,False,27.0,6.0,1,right,MISS M. Plumlee turnaround Hook,[203486],1610612746.0,LAC,turnaround,,,,,,Restricted Area,0-8 Center,2.77,Missed,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,
506,PT06M44.00S,2023-03-28T04:27:33.9Z,4,REGULAR,rebound,defensive,[],201942,,,1610612741,111,89,2023-03-28T04:27:36Z,4970000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:5),[201942],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,,DeRozan,D. DeRozan,,,,,,,,,505.0,5.0,5.0,0.0,,,,,
507,PT06M36.00S,2023-03-28T04:27:43.9Z,4,REGULAR,foul,personal,['2freethrow'],202695,,,1610612741,111,89,2023-03-28T04:27:54Z,4980000,False,,,0,,K. Leonard shooting personal FOUL (3 PF) (Drummond 2 FT),"[202695, 203083]",1610612746.0,LAC,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,,,Leonard,K. Leonard,,,,202058.0,3.0,0.0,Drummond,203083.0,,,,,,,,,
509,PT06M36.00S,2023-03-28T04:28:09.0Z,4,REGULAR,freethrow,1 of 2,[],203083,,,1610612741,111,90,2023-03-28T04:28:09Z,5000000,False,,,0,,A. Drummond Free Throw 1 of 2 (7 PTS),[203083],1610612741.0,CHI,,,,,,,,,,Made,7.0,Drummond,A. Drummond,,,,,,,,,,,,,,,,,
510,PT06M36.00S,2023-03-28T04:28:10.9Z,4,REGULAR,substitution,out,[],203486,,,1610612741,111,90,2023-03-28T04:28:32Z,5010000,False,,,0,,SUB out: M. Plumlee,[203486],1610612746.0,LAC,,,,,,,,,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,
511,PT06M36.00S,2023-03-28T04:28:10.9Z,4,REGULAR,substitution,out,[],1629632,,,1610612741,111,90,2023-03-28T04:28:32Z,5020000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,
512,PT06M36.00S,2023-03-28T04:28:10.9Z,4,REGULAR,substitution,in,[],1627826,,,1610612741,111,90,2023-03-28T04:28:32Z,5030000,False,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,,,,,,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,
513,PT06M36.00S,2023-03-28T04:28:10.9Z,4,REGULAR,substitution,in,[],1630172,,,1610612741,111,90,2023-03-28T04:28:32Z,5040000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,,,,,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,
514,PT06M36.00S,2023-03-28T04:28:32.9Z,4,REGULAR,freethrow,2 of 2,[],203083,,,1610612741,111,91,2023-03-28T04:28:32Z,5050000,False,,,0,,A. Drummond Free Throw 2 of 2 (8 PTS),[203083],1610612741.0,CHI,,,,,,,,,,Made,8.0,Drummond,A. Drummond,,,,,,,,,,,,,,,,,
515,PT06M20.00S,2023-03-28T04:28:46.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,93.87319316688567,63.970588235294116,1610612746,113,91,2023-03-28T04:28:50Z,5060000,False,70.0,5.0,1,right,K. Leonard 7' pullup Jump Shot (18 PTS) (E. Gordon 3 AST),"[202695, 201569]",1610612746.0,LAC,pullup,,,,,,In The Paint (Non-RA),0-8 Center,7.01,Made,18.0,Leonard,K. Leonard,E. Gordon,201569.0,3.0,,,,,,,,,,,,,,
517,PT06M04.00S,2023-03-28T04:29:04.7Z,4,REGULAR,foul,personal,['2freethrow'],201569,,,1610612741,113,91,2023-03-28T04:29:13Z,5080000,False,,,0,,E. Gordon shooting personal FOUL (3 PF) (LaVine 2 FT),"[201569, 203897]",1610612746.0,LAC,shooting,,,,,,Mid-Range,8-16 Left,,,,Gordon,E. Gordon,,,,1626300.0,3.0,0.0,LaVine,203897.0,,,,,,,,,
519,PT06M04.00S,2023-03-28T04:29:34.0Z,4,REGULAR,freethrow,1 of 2,[],203897,,,1610612741,113,92,2023-03-28T04:29:34Z,5100000,False,,,0,,Z. LaVine Free Throw 1 of 2 (22 PTS),[203897],1610612741.0,CHI,,,,,,,,,,Made,22.0,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
520,PT06M04.00S,2023-03-28T04:29:51.4Z,4,REGULAR,freethrow,2 of 2,[],203897,,,1610612741,113,93,2023-03-28T04:29:51Z,5110000,False,,,0,,Z. LaVine Free Throw 2 of 2 (23 PTS),[203897],1610612741.0,CHI,,,,,,,,,,Made,23.0,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
