actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
518,PT08M10.00S,2023-12-02T05:08:42.5Z,4,REGULAR,rebound,defensive,[],1628960,,,1610612756,96,98,2023-12-02T05:09:02Z,5150000,False,,,0,,G. Allen REBOUND (Off:0 Def:7),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,517.0,,,,,,,,7.0,7.0,0.0,,,
519,PT08M03.00S,2023-12-02T05:08:49.6Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201569,8.229303547963205,48.529411764705884,1610612756,96,98,2023-12-02T05:11:23Z,5160000,False,7.0,25.0,1,left,MISS E. Gordon running finger roll Layup,[201569],1610612756.0,PHX,running finger roll,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,2.6,Missed,,,,,,,,,,,,,,,,,,
520,PT07M59.00S,2023-12-02T05:08:53.6Z,4,REGULAR,rebound,offensive,[],1629006,,,1610612756,96,98,2023-12-02T05:09:06Z,5170000,False,,,0,,J. Okogie REBOUND (Off:2 Def:1),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,,,,,,,519.0,,,,,,,,3.0,1.0,2.0,,,
521,PT07M59.00S,2023-12-02T05:08:52.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629006,5.590000152587891,50.0,1610612756,98,98,2023-12-02T05:08:52Z,5180000,False,0.0,0.0,1,left,J. Okogie tip DUNK (11 PTS),[1629006],1610612756.0,PHX,tip,,,Okogie,J. Okogie,,,,,Mid-Range,8-16 Left,0.0,Made,11.0,,,,,,,,,,,,,,,,,
523,PT07M43.00S,2023-12-02T05:09:09.8Z,4,REGULAR,2pt,Jump Shot,[],203200,76.82325886990802,70.09803921568627,1610612743,98,100,2023-12-02T05:09:14Z,5190000,False,100.0,165.0,1,right,J. Holiday 19' pullup Jump Shot (15 PTS) (M. Porter Jr. 4 AST),"[203200, 1629008]",1610612743.0,DEN,pullup,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Right Center,19.35,Made,15.0,M. Porter Jr.,1629008.0,4.0,,,,,,,,,,,,,,
525,PT07M42.00S,2023-12-02T05:09:13.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,98,100,2023-12-02T05:09:13Z,5210000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT07M42.00S,2023-12-02T05:11:51.5Z,4,REGULAR,substitution,out,[],1629234,,,1610612756,98,100,2023-12-02T05:12:27Z,5220000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT07M42.00S,2023-12-02T05:11:51.5Z,4,REGULAR,substitution,out,[],201569,,,1610612756,98,100,2023-12-02T05:12:27Z,5230000,False,,,0,,SUB out: E. Gordon,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT07M42.00S,2023-12-02T05:11:51.5Z,4,REGULAR,substitution,out,[],1629642,,,1610612756,98,100,2023-12-02T05:12:27Z,5240000,False,,,0,,SUB out: N. Little,[1629642],1610612756.0,PHX,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT07M42.00S,2023-12-02T05:11:51.5Z,4,REGULAR,substitution,out,[],1631124,,,1610612756,98,100,2023-12-02T05:12:27Z,5250000,False,,,0,,SUB out: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT07M42.00S,2023-12-02T05:11:51.5Z,4,REGULAR,substitution,out,[],201599,,,1610612756,98,100,2023-12-02T05:12:27Z,5260000,False,,,0,,SUB out: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT07M42.00S,2023-12-02T05:11:51.5Z,4,REGULAR,substitution,in,[],1630692,,,1610612756,98,100,2023-12-02T05:12:27Z,5270000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT07M42.00S,2023-12-02T05:11:51.5Z,4,REGULAR,substitution,in,[],203994,,,1610612756,98,100,2023-12-02T05:12:27Z,5280000,False,,,0,,SUB in: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT07M42.00S,2023-12-02T05:11:51.5Z,4,REGULAR,substitution,in,[],201142,,,1610612756,98,100,2023-12-02T05:12:27Z,5290000,False,,,0,,SUB in: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT07M42.00S,2023-12-02T05:11:51.5Z,4,REGULAR,substitution,in,[],203484,,,1610612756,98,100,2023-12-02T05:12:27Z,5300000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT07M42.00S,2023-12-02T05:11:51.5Z,4,REGULAR,substitution,in,[],203999,,,1610612756,98,100,2023-12-02T05:12:27Z,5310000,False,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT07M25.00S,2023-12-02T05:12:59.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,10.5946123521682,46.568627450980394,1610612756,98,100,2023-12-02T05:13:03Z,5320000,False,17.0,47.0,1,left,MISS K. Durant pullup Shot,[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,5.01,Missed,,,,,,,,,,,,,,,,,,
538,PT07M24.00S,2023-12-02T05:13:00.5Z,4,REGULAR,rebound,defensive,[],1629008,,,1610612743,98,100,2023-12-02T05:13:03Z,5330000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:7),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,537.0,,,,,,,,8.0,7.0,1.0,,,
539,PT07M16.00S,2023-12-02T05:13:10.6Z,4,REGULAR,foul,personal,[],203994,,,1610612743,98,100,2023-12-02T05:13:19Z,5340000,False,,,0,,J. Nurkic personal FOUL (4 PF),"[203994, 203999]",1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Center,,,,,,,,1830.0,4.0,0.0,Jokic,203999.0,,,,,,,,
541,PT07M09.00S,2023-12-02T05:13:31.2Z,4,REGULAR,3pt,Jump Shot,[],203999,69.99014454664915,77.45098039215686,1610612743,98,100,2023-12-02T05:13:35Z,5360000,False,137.0,230.0,1,right,MISS N. Jokic 26' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Right Center,26.75,Missed,,,,,,,,,,,,,,,,,,
542,PT07M07.00S,2023-12-02T05:13:33.2Z,4,REGULAR,rebound,defensive,[],1628960,,,1610612756,98,100,2023-12-02T05:13:35Z,5370000,False,,,0,,G. Allen REBOUND (Off:0 Def:8),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,,,,,,,541.0,,,,,,,,8.0,8.0,0.0,,,
544,PT06M51.00S,2023-12-02T05:13:49.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629006,7.835085413929041,51.71568627450981,1610612756,100,100,2023-12-02T05:13:55Z,5390000,False,-9.0,21.0,1,left,J. Okogie driving finger roll Layup (13 PTS) (K. Durant 10 AST),"[1629006, 201142]",1610612756.0,PHX,driving finger roll,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,2.28,Made,13.0,K. Durant,201142.0,10.0,,,,,,,,,,,,,,
546,PT06M38.00S,2023-12-02T05:14:05.5Z,4,REGULAR,2pt,Jump Shot,[],1629008,76.95466491458606,49.754901960784316,1610612743,100,102,2023-12-02T05:14:08Z,5410000,False,-1.0,164.0,1,right,M. Porter Jr. 16' pullup Jump Shot (14 PTS) (N. Jokic 14 AST),"[1629008, 203999]",1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,16.41,Made,14.0,N. Jokic,203999.0,14.0,,,,,,,,,,,,,,
548,PT06M38.00S,2023-12-02T05:14:07.8Z,4,REGULAR,foul,personal,['1freethrow'],1629006,,,1610612743,100,102,2023-12-02T05:14:27Z,5430000,False,,,0,,J. Okogie shooting personal FOUL (3 PF) (Porter Jr. 1 FT),"[1629006, 1629008]",1610612756.0,PHX,shooting,,,Okogie,J. Okogie,,,,,Mid-Range,8-16 Center,,,,,,,,1830.0,3.0,0.0,Porter Jr.,1629008.0,,,,,,,,
550,PT06M38.00S,2023-12-02T05:14:24.1Z,4,REGULAR,substitution,out,[],1631128,,,1610612743,100,102,2023-12-02T05:14:26Z,5450000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT06M38.00S,2023-12-02T05:14:24.1Z,4,REGULAR,substitution,in,[],1631212,,,1610612743,100,102,2023-12-02T05:14:26Z,5460000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT06M38.00S,2023-12-02T05:14:37.6Z,4,REGULAR,freethrow,1 of 1,[],1629008,,,1610612743,100,103,2023-12-02T05:14:37Z,5470000,False,,,0,,M. Porter Jr. Free Throw 1 of 1 (15 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
553,PT06M15.00S,2023-12-02T05:15:04.7Z,4,REGULAR,2pt,Jump Shot,[],201142,8.09789750328515,77.94117647058823,1610612756,100,103,2023-12-02T05:15:09Z,5480000,False,-140.0,24.0,1,left,MISS K. Durant 14' turnaround fadeaway Shot,[201142],1610612756.0,PHX,turnaround fadeaway,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,14.17,Missed,,,,,,,,,,,,,,,,,,
554,PT06M13.00S,2023-12-02T05:15:06.7Z,4,REGULAR,rebound,defensive,[],1629008,,,1610612743,100,103,2023-12-02T05:15:09Z,5490000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:8),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Left,,,,,,,553.0,,,,,,,,9.0,8.0,1.0,,,
555,PT05M55.00S,2023-12-02T05:15:23.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631212,83.26215505913272,52.94117647058824,1610612743,100,105,2023-12-02T05:16:04Z,5500000,False,15.0,105.0,1,right,P. Watson 10' fadeaway Jump Shot (8 PTS) (J. Holiday 5 AST),"[1631212, 203200]",1610612743.0,DEN,fadeaway,,,Watson,P. Watson,,,,,In The Paint (Non-RA),8-16 Center,10.58,Made,8.0,J. Holiday,203200.0,5.0,,,,,,,,,,,,,,
557,PT05M39.00S,2023-12-02T05:15:39.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203994,6.1268068331143235,50.49019607843137,1610612756,102,105,2023-12-02T05:15:45Z,5520000,False,-2.0,5.0,1,left,J. Nurkic driving DUNK (28 PTS) (K. Durant 11 AST),"[203994, 201142]",1610612756.0,PHX,driving,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,0.57,Made,28.0,K. Durant,201142.0,11.0,,,,,,,,,,,,,,
559,PT05M16.00S,2023-12-02T05:16:02.5Z,4,REGULAR,turnover,lost ball,[],1629008,,,1610612743,102,105,2023-12-02T05:16:05Z,5540000,False,,,0,,M. Porter Jr. lost ball TURNOVER (2 TO),"[1629008, 201142]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,2.0,Durant,201142.0
560,PT05M16.00S,2023-12-02T05:16:02.5Z,4,REGULAR,steal,,[],201142,,,1610612756,102,105,2023-12-02T05:16:03Z,5550000,False,,,0,,K. Durant STEAL (1 STL),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
561,PT05M12.00S,2023-12-02T05:16:10.1Z,4,REGULAR,foul,personal,['2freethrow'],1631212,,,1610612756,102,105,2023-12-02T05:16:18Z,5560000,False,,,0,,P. Watson shooting personal FOUL (3 PF) (Durant 2 FT),"[1631212, 201142]",1610612743.0,DEN,shooting,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,,,,,203592.0,3.0,0.0,Durant,201142.0,,,,,,,,
563,PT05M12.00S,2023-12-02T05:16:37.7Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",201142,,,1610612756,103,105,2023-12-02T05:16:37Z,5580000,False,,,0,,K. Durant Free Throw 1 of 2 (25 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Made,25.0,,,,,,,,,,,,,,,,,
564,PT05M12.00S,2023-12-02T05:16:39.5Z,4,REGULAR,substitution,out,[],1628960,,,1610612756,103,105,2023-12-02T05:16:43Z,5590000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT05M12.00S,2023-12-02T05:16:39.5Z,4,REGULAR,substitution,in,[],201569,,,1610612756,103,105,2023-12-02T05:16:43Z,5600000,False,,,0,,SUB in: E. Gordon,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT05M12.00S,2023-12-02T05:16:59.8Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",201142,,,1610612756,104,105,2023-12-02T05:16:59Z,5610000,False,,,0,,K. Durant Free Throw 2 of 2 (26 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Made,26.0,,,,,,,,,,,,,,,,,
567,PT05M02.00S,2023-12-02T05:17:11.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,85.49605781865965,56.86274509803921,1610612743,104,107,2023-12-02T05:17:15Z,5620000,False,34.0,84.0,1,right,N. Jokic 9' Jump Shot (16 PTS) (K. Caldwell-Pope 4 AST),"[203999, 203484]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,9.05,Made,16.0,K. Caldwell-Pope,203484.0,4.0,,,,,,,,,,,,,,
569,PT04M45.00S,2023-12-02T05:17:27.3Z,4,REGULAR,2pt,Jump Shot,[],201142,21.23850197109067,38.72549019607843,1610612756,104,107,2023-12-02T05:17:31Z,5640000,False,56.0,147.0,1,left,MISS K. Durant 15' pullup Shot,[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Mid-Range,8-16 Center,15.75,Missed,,,,,,,,,,,,,,,,,,
571,PT04M42.00S,2023-12-02T05:17:30.3Z,4,REGULAR,rebound,defensive,[],203200,,,1610612743,104,107,2023-12-02T05:18:49Z,5660000,False,,,0,,J. Holiday REBOUND (Off:1 Def:1),[203200],1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Center,,,,,,,569.0,,,,,,,,2.0,1.0,1.0,,,
572,PT04M38.00S,2023-12-02T05:17:39.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612743,104,107,2023-12-02T05:17:39Z,5670000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT04M30.00S,2023-12-02T05:19:36.4Z,4,REGULAR,3pt,Jump Shot,[],203484,67.09921156373193,52.69607843137255,1610612743,104,107,2023-12-02T05:19:42Z,5680000,False,13.0,257.0,1,right,MISS K. Caldwell-Pope 25' 3PT,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,25.72,Missed,,,,,,,,,,,,,,,,,,
574,PT04M26.00S,2023-12-02T05:19:40.4Z,4,REGULAR,rebound,defensive,[],201142,,,1610612756,104,107,2023-12-02T05:19:42Z,5690000,False,,,0,,K. Durant REBOUND (Off:0 Def:3),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,,,,,,,573.0,,,,,,,,3.0,3.0,0.0,,,
575,PT04M05.00S,2023-12-02T05:20:01.0Z,4,REGULAR,3pt,Jump Shot,[],203994,10.85742444152431,97.30392156862744,1610612756,104,107,2023-12-02T05:20:22Z,5700000,False,-237.0,50.0,1,left,MISS J. Nurkic 24' 3PT,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Left Corner 3,24+ Left,24.16,Missed,,,,,,,,,,,,,,,,,,
576,PT04M04.00S,2023-12-02T05:20:02.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612756,104,107,2023-12-02T05:26:27Z,5710000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,575.0,,,,,,,,,,,,,
580,PT04M04.00S,2023-12-02T05:21:58.9Z,4,REGULAR,substitution,out,[],1630692,,,1610612756,104,107,2023-12-02T05:26:27Z,5750000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT04M04.00S,2023-12-02T05:21:58.9Z,4,REGULAR,substitution,in,[],1628960,,,1610612756,104,107,2023-12-02T05:26:27Z,5760000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT04M04.00S,2023-12-02T05:22:08.4Z,4,REGULAR,timeout,challenge,['team'],0,,,1610612756,104,107,2023-12-02T05:26:27Z,5765000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT03M57.00S,2023-12-02T05:22:18.0Z,4,REGULAR,foul,personal,[],203999,,,1610612756,104,107,2023-12-02T05:26:27Z,5770000,False,,,0,,N. Jokic personal FOUL (2 PF),"[203999, 201142]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Right Center,,,,,,,,1830.0,2.0,0.0,Durant,201142.0,,,,,,,,
585,PT03M53.00S,2023-12-02T05:22:30.8Z,4,REGULAR,foul,personal,[],203999,,,1610612756,104,107,2023-12-02T05:26:27Z,5800000,False,,,0,,N. Jokic personal FOUL (3 PF),"[203999, 201142]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,16-24 Center,,,,,,,,202026.0,3.0,0.0,Durant,201142.0,,,,,,,,
587,PT03M44.00S,2023-12-02T05:23:01.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203994,7.835085413929041,54.41176470588235,1610612756,104,107,2023-12-02T05:26:27Z,5820000,False,-22.0,21.0,1,left,MISS J. Nurkic Jump Shot - blocked,"[203994, 203999]",1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,3.06,Missed,,,,,,,,,,,Jokic,203999.0,,,,,,
588,PT03M44.00S,2023-12-02T05:23:01.4Z,4,REGULAR,block,,[],203999,,,1610612756,104,107,2023-12-02T05:23:03Z,5830000,False,,,0,,N. Jokic BLOCK (2 BLK),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
589,PT03M41.00S,2023-12-02T05:23:04.4Z,4,REGULAR,rebound,offensive,[],203994,,,1610612756,104,107,2023-12-02T05:23:10Z,5840000,False,,,0,,J. Nurkic REBOUND (Off:3 Def:3),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,587.0,,,,,,,,6.0,3.0,3.0,,,
590,PT03M38.00S,2023-12-02T05:23:07.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,13.091327201051248,50.73529411764706,1610612756,106,107,2023-12-02T05:27:35Z,5850000,False,-4.0,71.0,1,left,J. Nurkic 7' driving Layup (30 PTS),[203994],1610612756.0,PHX,driving,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,7.07,Made,30.0,,,,,,,,,,,,,,,,,
591,PT03M28.00S,2023-12-02T05:23:26.7Z,4,REGULAR,foul,personal,['2freethrow'],203994,,,1610612743,106,107,2023-12-02T05:23:50Z,5860000,False,,,0,,J. Nurkic shooting personal FOUL (5 PF) (Jokic 2 FT),"[203994, 203999]",1610612756.0,PHX,shooting,,,Nurkic,J. Nurkic,,,,,Mid-Range,8-16 Right,,,,,,,,1830.0,5.0,0.0,Jokic,203999.0,,,,,,,,
594,PT03M28.00S,2023-12-02T05:24:04.7Z,4,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,106,108,2023-12-02T05:24:04Z,5880000,False,,,0,,N. Jokic Free Throw 1 of 2 (17 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
595,PT03M28.00S,2023-12-02T05:24:07.0Z,4,REGULAR,substitution,out,[],203200,,,1610612743,106,108,2023-12-02T05:24:09Z,5890000,False,,,0,,SUB out: J. Holiday,[203200],1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT03M28.00S,2023-12-02T05:24:07.0Z,4,REGULAR,substitution,in,[],202704,,,1610612743,106,108,2023-12-02T05:24:09Z,5900000,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT03M28.00S,2023-12-02T05:24:24.5Z,4,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,106,109,2023-12-02T05:24:24Z,5910000,False,,,0,,N. Jokic Free Throw 2 of 2 (18 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
598,PT03M20.00S,2023-12-02T05:24:38.4Z,4,REGULAR,foul,personal,['2freethrow'],1631212,,,1610612756,106,109,2023-12-02T05:25:04Z,5920000,False,,,0,,P. Watson shooting personal FOUL (4 PF) (Durant 2 FT),"[1631212, 201142]",1610612743.0,DEN,shooting,,,Watson,P. Watson,,,,,Mid-Range,8-16 Right,,,,,,,,202026.0,4.0,0.0,Durant,201142.0,,,,,,,,
600,PT03M20.00S,2023-12-02T05:25:05.3Z,4,REGULAR,freethrow,1 of 2,[],201142,,,1610612756,107,109,2023-12-02T05:25:05Z,5940000,False,,,0,,K. Durant Free Throw 1 of 2 (27 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Made,27.0,,,,,,,,,,,,,,,,,
602,PT03M20.00S,2023-12-02T05:25:05.9Z,4,REGULAR,substitution,out,[],203994,,,1610612756,107,109,2023-12-02T05:25:08Z,5950000,False,,,0,,SUB out: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT03M20.00S,2023-12-02T05:25:05.9Z,4,REGULAR,substitution,in,[],1629234,,,1610612756,107,109,2023-12-02T05:25:08Z,5960000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT03M20.00S,2023-12-02T05:25:26.3Z,4,REGULAR,freethrow,2 of 2,[],201142,,,1610612756,108,109,2023-12-02T05:25:26Z,5970000,False,,,0,,K. Durant Free Throw 2 of 2 (28 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Made,28.0,,,,,,,,,,,,,,,,,
605,PT03M02.00S,2023-12-02T05:25:47.0Z,4,REGULAR,2pt,Jump Shot,[],1629008,72.88107752956637,49.01960784313725,1610612743,108,111,2023-12-02T05:25:50Z,5980000,False,-5.0,202.0,1,right,M. Porter Jr. 20' step back Jump Shot (17 PTS) (N. Jokic 15 AST),"[1629008, 203999]",1610612743.0,DEN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,20.25,Made,17.0,N. Jokic,203999.0,15.0,,,,,,,,,,,,,,
607,PT02M47.00S,2023-12-02T05:26:03.3Z,4,REGULAR,2pt,Jump Shot,[],201142,27.54599211563732,48.77450980392157,1610612756,108,111,2023-12-02T05:26:08Z,6000000,False,6.0,206.0,1,left,MISS K. Durant 20' pullup Shot,[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Center,20.65,Missed,,,,,,,,,,,,,,,,,,
608,PT02M47.00S,2023-12-02T05:26:03.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612743,108,111,2023-12-02T05:26:08Z,6010000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,607.0,,,,,,,,,,,,,
610,PT02M33.00S,2023-12-02T05:26:24.6Z,4,REGULAR,3pt,Jump Shot,[],203484,88.51839684625493,96.56862745098039,1610612743,108,114,2023-12-02T05:26:30Z,6030000,False,233.0,55.0,1,right,K. Caldwell-Pope 3PT  (15 PTS) (N. Jokic 16 AST),"[203484, 203999]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,23.93,Made,15.0,N. Jokic,203999.0,16.0,,,,,,,,,,,,,,
612,PT02M31.00S,2023-12-02T05:26:32.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612756,108,114,2023-12-02T05:26:32Z,6050000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT02M31.00S,2023-12-02T05:26:45.9Z,4,REGULAR,substitution,out,[],1629234,,,1610612756,108,114,2023-12-02T05:27:58Z,6060000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT02M31.00S,2023-12-02T05:26:45.9Z,4,REGULAR,substitution,in,[],203994,,,1610612756,108,114,2023-12-02T05:27:58Z,6070000,False,,,0,,SUB in: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
