actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
17,PT11M04.00S,2024-04-10T02:12:16.9Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612756,0,2,2024-04-10T02:12:52Z,170000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,
18,PT11M04.00S,2024-04-10T02:12:16.9Z,1,REGULAR,freethrow,2 of 2,[],201142,,,1610612756,0,2,2024-04-10T02:12:52Z,180000,False,,,0,,MISS K. Durant Free Throw 2 of 2,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
19,PT10M59.00S,2024-04-10T02:12:21.9Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,0,2,2024-04-10T02:14:09Z,190000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M50.00S,2024-04-10T02:12:47.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626181,91.5407358738502,47.794117647058826,1610612746,0,4,2024-04-10T02:12:58Z,200000,False,-11.0,27.0,1,right,N. Powell cutting DUNK (2 PTS) (I. Zubac 1 AST),"[1626181, 1627826]",1610612746.0,LAC,cutting,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,2.92,Made,,,,,,,2.0,,,,,,I. Zubac,1627826.0,1.0,,,
22,PT10M36.00S,2024-04-10T02:13:01.4Z,1,REGULAR,turnover,bad pass,[],1626164,,,1610612756,0,4,2024-04-10T02:13:05Z,220000,False,,,0,,D. Booker bad pass TURNOVER (1 TO),"[1626164, 201566]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Westbrook,201566.0
23,PT10M36.00S,2024-04-10T02:13:01.4Z,1,REGULAR,steal,,[],201566,,,1610612746,0,4,2024-04-10T02:13:02Z,230000,False,,,0,,R. Westbrook STEAL (1 STL),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
24,PT10M33.00S,2024-04-10T02:13:05.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201566,92.9862023653088,48.28431372549019,1610612746,0,6,2024-04-10T02:13:08Z,240000,False,-9.0,13.0,1,right,R. Westbrook running DUNK (2 PTS),[201566],1610612746.0,LAC,running,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,,,2.0,,,,,,,,,,,
25,PT10M21.00S,2024-04-10T02:13:16.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,19.793035479632064,61.51960784313726,1610612756,0,6,2024-04-10T02:13:19Z,250000,False,-58.0,134.0,1,left,MISS B. Beal 14' pullup Shot,[203078],1610612756.0,PHX,pullup,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Center,14.55,Missed,,,,,,,,,,,,,,,,,,
26,PT10M18.00S,2024-04-10T02:13:19.0Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,0,6,2024-04-10T02:15:55Z,260000,False,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,
27,PT10M09.00S,2024-04-10T02:13:29.5Z,1,REGULAR,turnover,bad pass,[],202331,,,1610612746,0,6,2024-04-10T02:13:34Z,270000,False,,,0,,P. George bad pass TURNOVER (1 TO),"[202331, 1626164]",1610612746.0,LAC,,,,George,P. George,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,1.0,Booker,1626164.0
28,PT10M09.00S,2024-04-10T02:13:29.5Z,1,REGULAR,steal,,[],1626164,,,1610612756,0,6,2024-04-10T02:13:31Z,280000,False,,,0,,D. Booker STEAL (1 STL),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
29,PT10M03.00S,2024-04-10T02:13:34.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628960,7.703679369250986,54.166666666666664,1610612756,0,6,2024-04-10T02:13:39Z,290000,False,-21.0,20.0,1,left,MISS G. Allen running reverse Layup,[1628960],1610612756.0,PHX,running reverse,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,2.88,Missed,,,,,,,,,,,,,,,,,,
30,PT10M00.00S,2024-04-10T02:13:37.7Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,0,6,2024-04-10T02:13:39Z,300000,False,,,0,,P. George REBOUND (Off:0 Def:2),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Restricted Area,0-8 Center,,,29.0,2.0,2.0,0.0,,,,,,,,,,,,,,
31,PT09M57.00S,2024-04-10T02:13:40.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202331,73.27529566360053,79.41176470588235,1610612746,0,9,2024-04-10T02:13:45Z,310000,False,147.0,199.0,1,right,P. George 24' 3PT running pullup (3 PTS),[202331],1610612746.0,LAC,running pullup,,,George,P. George,,,,,Above the Break 3,24+ Right Center,24.72,Made,,,,,,,3.0,,,,,,,,,,,
32,PT09M43.00S,2024-04-10T02:13:54.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629234,15.456636005256241,40.68627450980392,1610612756,2,9,2024-04-10T02:17:34Z,320000,False,47.0,93.0,1,left,D. Eubanks 10' floating Jump Shot (2 PTS) (D. Booker 1 AST),"[1629234, 1626164]",1610612756.0,PHX,floating,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),8-16 Center,10.38,Made,,,,,,,2.0,,,,,,D. Booker,1626164.0,1.0,,,
34,PT09M22.00S,2024-04-10T02:14:15.3Z,1,REGULAR,3pt,Jump Shot,[],1629611,89.30683311432325,95.34313725490196,1610612746,2,12,2024-04-10T02:14:19Z,340000,False,227.0,48.0,1,right,T. Mann 3PT  (3 PTS) (R. Westbrook 1 AST),"[1629611, 201566]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,Right Corner 3,24+ Right,23.17,Made,,,,,,,3.0,,,,,,R. Westbrook,201566.0,1.0,,,
36,PT09M04.00S,2024-04-10T02:14:33.8Z,1,REGULAR,2pt,Jump Shot,[],1626164,23.078186596583443,35.53921568627451,1610612756,2,12,2024-04-10T02:18:28Z,360000,False,72.0,164.0,1,left,MISS D. Booker 17' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,16-24 Right Center,17.96,Missed,,,,,,,,,,,,,,,,,,
37,PT09M02.00S,2024-04-10T02:14:35.8Z,1,REGULAR,rebound,defensive,[],201566,,,1610612746,2,12,2024-04-10T02:14:39Z,370000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:2),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Right Center,,,36.0,2.0,2.0,0.0,,,,,,,,,,,,,,
38,PT09M00.00S,2024-04-10T02:14:40.4Z,1,REGULAR,foul,offensive,[],1629611,,,1610612746,2,12,2024-04-10T02:14:49Z,380000,False,,,0,,T. Mann offensive FOUL (1 PF),"[1629611, 1626164]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1627963.0,1.0,0.0,Booker,1626164.0,,,,,,
40,PT09M00.00S,2024-04-10T02:14:40.4Z,1,REGULAR,turnover,offensive foul,[],1629611,,,1610612746,2,12,2024-04-10T02:14:40Z,400000,False,,,0,,T. Mann offensive foul TURNOVER (1 TO),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1627963.0,,,,,,,,1.0,,
41,PT08M45.00S,2024-04-10T02:15:12.3Z,1,REGULAR,turnover,out-of-bounds,[],203078,,,1610612756,2,12,2024-04-10T02:15:17Z,410000,False,,,0,,B. Beal bad pass out-of-bounds TURNOVER (1 TO),[203078],1610612756.0,PHX,bad pass,,,Beal,B. Beal,,,,,Above the Break 3,24+ Center,,,,,,,,,,1627963.0,,,,,,,,1.0,,
42,PT08M30.00S,2024-04-10T02:15:41.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627826,87.46714848883047,43.38235294117647,1610612746,2,12,2024-04-10T02:15:46Z,420000,False,-33.0,65.0,1,right,MISS I. Zubac 7' turnaround Hook,[1627826],1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,7.32,Missed,,,,,,,,,,,,,,,,,,
43,PT08M28.00S,2024-04-10T02:15:43.6Z,1,REGULAR,rebound,offensive,[],1629611,,,1610612746,2,12,2024-04-10T02:15:46Z,430000,False,,,0,,T. Mann REBOUND (Off:1 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,42.0,2.0,1.0,1.0,,,,,,,,,,,,,,
48,PT08M17.00S,2024-04-10T02:16:05.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",202331,89.70105124835742,4.6568627450980395,1610612746,2,15,2024-04-10T02:16:10Z,480000,False,-227.0,44.0,1,right,P. George 3PT step back (6 PTS) (R. Westbrook 2 AST),"[202331, 201566]",1610612746.0,LAC,step back,,,George,P. George,,,,,Left Corner 3,24+ Left,23.1,Made,,,,,,,6.0,,,,,,R. Westbrook,201566.0,2.0,,,
50,PT08M01.00S,2024-04-10T02:16:21.6Z,1,REGULAR,turnover,bad pass,[],1626164,,,1610612756,2,15,2024-04-10T02:16:25Z,500000,False,,,0,,D. Booker bad pass TURNOVER (2 TO),"[1626164, 201566]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,2.0,Westbrook,201566.0
51,PT08M01.00S,2024-04-10T02:16:21.6Z,1,REGULAR,steal,,[],201566,,,1610612746,2,15,2024-04-10T02:16:23Z,510000,False,,,0,,R. Westbrook STEAL (2 STL),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
52,PT07M58.00S,2024-04-10T02:16:25.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201566,93.77463863337714,51.470588235294116,1610612746,2,17,2024-04-10T02:16:29Z,520000,False,7.0,6.0,1,right,R. Westbrook running DUNK (4 PTS),[201566],1610612746.0,LAC,running,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,0.95,Made,,,,,,,4.0,,,,,,,,,,,
53,PT07M58.00S,2024-04-10T02:16:38.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,2,17,2024-04-10T02:16:38Z,530000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M43.00S,2024-04-10T02:19:35.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629234,8.754927726675426,51.71568627450981,1610612756,2,17,2024-04-10T02:19:39Z,540000,False,-9.0,30.0,1,left,MISS D. Eubanks cutting Layup,[1629234],1610612756.0,PHX,cutting,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,3.1,Missed,,,,,,,,,,,,,,,,,,
55,PT07M41.00S,2024-04-10T02:19:37.8Z,1,REGULAR,rebound,defensive,[],201566,,,1610612746,2,17,2024-04-10T02:19:39Z,550000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:3),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,54.0,3.0,3.0,0.0,,,,,,,,,,,,,,
56,PT07M31.00S,2024-04-10T02:19:49.4Z,1,REGULAR,foul,personal,['2freethrow'],203078,,,1610612746,2,17,2024-04-10T02:20:18Z,560000,False,,,0,,B. Beal shooting personal FOUL (1 PF) (George 2 FT),"[203078, 202331]",1610612756.0,PHX,shooting,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627963.0,1.0,0.0,George,202331.0,,,,,,
58,PT07M31.00S,2024-04-10T02:20:27.2Z,1,REGULAR,freethrow,1 of 2,[],202331,,,1610612746,2,18,2024-04-10T02:20:27Z,580000,False,,,0,,P. George Free Throw 1 of 2 (7 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
59,PT07M31.00S,2024-04-10T02:20:43.5Z,1,REGULAR,freethrow,2 of 2,[],202331,,,1610612746,2,19,2024-04-10T02:20:43Z,590000,False,,,0,,P. George Free Throw 2 of 2 (8 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
60,PT07M19.00S,2024-04-10T02:20:58.9Z,1,REGULAR,3pt,Jump Shot,[],1626164,32.14520367936925,27.450980392156865,1610612756,2,19,2024-04-10T02:24:59Z,600000,False,113.0,250.0,1,left,MISS D. Booker 27' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,27.4,Missed,,,,,,,,,,,,,,,,,,
61,PT07M14.00S,2024-04-10T02:21:03.9Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,2,19,2024-04-10T02:21:04Z,610000,False,,,0,,T. Mann REBOUND (Off:1 Def:2),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,,,60.0,3.0,2.0,1.0,,,,,,,,,,,,,,
62,PT07M09.00S,2024-04-10T02:21:08.7Z,1,REGULAR,turnover,bad pass,[],201566,,,1610612746,2,19,2024-04-10T02:21:12Z,620000,False,,,0,,R. Westbrook bad pass TURNOVER (1 TO),"[201566, 201142]",1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,1.0,Durant,201142.0
63,PT07M09.00S,2024-04-10T02:21:08.7Z,1,REGULAR,steal,,[],201142,,,1610612756,2,19,2024-04-10T02:21:10Z,630000,False,,,0,,K. Durant STEAL (1 STL),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
64,PT07M05.00S,2024-04-10T02:21:13.5Z,1,REGULAR,foul,personal,[],202331,,,1610612756,2,19,2024-04-10T02:24:55Z,640000,False,,,0,,P. George personal FOUL (1 PF),"[202331, 201142]",1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1627963.0,1.0,0.0,Durant,201142.0,,,,,,
66,PT06M55.00S,2024-04-10T02:21:52.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201142,5.206964520367937,25.0,1610612756,2,19,2024-04-10T02:27:43Z,660000,False,125.0,-4.0,1,left,MISS K. Durant 12' turnaround fadeaway Shot,[201142],1610612756.0,PHX,turnaround fadeaway,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,12.51,Missed,,,,,,,,,,,,,,,,,,
67,PT06M51.00S,2024-04-10T02:21:56.1Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,2,19,2024-04-10T02:21:59Z,670000,False,,,0,,I. Zubac REBOUND (Off:1 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Right,,,66.0,2.0,1.0,1.0,,,,,,,,,,,,,,
68,PT06M40.00S,2024-04-10T02:22:07.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,92.19776609724047,49.50980392156863,1610612746,2,19,2024-04-10T02:22:09Z,680000,False,-2.0,21.0,1,right,MISS R. Westbrook driving floating bank Shot,[201566],1610612746.0,LAC,driving floating bank,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,2.09,Missed,,,,,,,,,,,,,,,,,,
69,PT06M38.00S,2024-04-10T02:22:09.0Z,1,REGULAR,rebound,defensive,[],203078,,,1610612756,2,19,2024-04-10T02:22:09Z,690000,False,,,0,,B. Beal REBOUND (Off:0 Def:1),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,68.0,1.0,1.0,0.0,,,,,,,,,,,,,,
70,PT06M26.00S,2024-04-10T02:22:20.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629234,7.178055190538765,52.20588235294118,1610612756,4,19,2024-04-10T02:22:23Z,700000,False,-11.0,15.0,1,left,D. Eubanks Hook (4 PTS) (G. Allen 1 AST),"[1629234, 1628960]",1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,1.86,Made,,,,,,,4.0,,,,,,G. Allen,1628960.0,1.0,,,
72,PT06M10.00S,2024-04-10T02:22:36.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629611,92.19776609724047,47.05882352941176,1610612746,4,21,2024-04-10T02:22:42Z,720000,False,-15.0,21.0,1,right,T. Mann alley-oop DUNK (5 PTS) (R. Westbrook 3 AST),"[1629611, 201566]",1610612746.0,LAC,alley-oop,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,2.55,Made,,,,,,,5.0,,,,,,R. Westbrook,201566.0,3.0,,,
74,PT05M53.00S,2024-04-10T02:22:54.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,8.886333771353483,48.529411764705884,1610612756,4,21,2024-04-10T02:30:05Z,740000,False,7.0,31.0,1,left,MISS D. Booker driving floating Shot,[1626164],1610612756.0,PHX,driving floating,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,3.19,Missed,,,,,,,,,,,,,,,,,,
75,PT05M50.00S,2024-04-10T02:22:57.3Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,4,21,2024-04-10T02:22:58Z,750000,False,,,0,,I. Zubac REBOUND (Off:1 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,74.0,3.0,2.0,1.0,,,,,,,,,,,,,,
76,PT05M45.00S,2024-04-10T02:23:02.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629611,90.22667542706965,47.549019607843135,1610612746,4,23,2024-04-10T02:31:05Z,760000,False,-12.0,39.0,1,right,T. Mann running Layup (7 PTS) (I. Zubac 2 AST),"[1629611, 1627826]",1610612746.0,LAC,running,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,4.13,Made,,,,,,,7.0,,,,,,I. Zubac,1627826.0,2.0,,,
77,PT05M44.00S,2024-04-10T02:23:09.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,4,23,2024-04-10T02:23:09Z,770000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M44.00S,2024-04-10T02:25:47.1Z,1,REGULAR,substitution,out,[],1629234,,,1610612756,4,23,2024-04-10T02:25:53Z,780000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M44.00S,2024-04-10T02:25:47.1Z,1,REGULAR,substitution,out,[],203078,,,1610612756,4,23,2024-04-10T02:25:53Z,790000,False,,,0,,SUB out: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M44.00S,2024-04-10T02:25:47.1Z,1,REGULAR,substitution,in,[],201569,,,1610612756,4,23,2024-04-10T02:25:53Z,800000,False,,,0,,SUB in: E. Gordon,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M44.00S,2024-04-10T02:25:47.1Z,1,REGULAR,substitution,in,[],1629626,,,1610612756,4,23,2024-04-10T02:25:53Z,810000,False,,,0,,SUB in: B. Bol,[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M23.00S,2024-04-10T02:26:22.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,19.398817345597898,43.872549019607845,1610612756,4,23,2024-04-10T02:31:28Z,820000,False,31.0,130.0,1,left,MISS K. Durant 13' turnaround fadeaway Shot,[201142],1610612756.0,PHX,turnaround fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,13.34,Missed,,,,,,,,,,,,,,,,,,
84,PT05M21.00S,2024-04-10T02:26:24.1Z,1,REGULAR,rebound,defensive,[],201566,,,1610612746,4,23,2024-04-10T02:26:25Z,830000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:4),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Center,,,83.0,4.0,4.0,0.0,,,,,,,,,,,,,,
86,PT05M15.00S,2024-04-10T02:26:32.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,92.06636005256242,49.01960784313725,1610612746,4,25,2024-04-10T02:26:35Z,840000,False,-5.0,22.0,1,right,I. Zubac DUNK (4 PTS) (R. Westbrook 4 AST),"[1627826, 201566]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,2.26,Made,,,,,,,4.0,,,,,,R. Westbrook,201566.0,4.0,,,
88,PT05M15.00S,2024-04-10T02:26:34.6Z,1,REGULAR,foul,personal,['1freethrow'],1629626,,,1610612746,4,25,2024-04-10T02:26:43Z,860000,False,,,0,,B. Bol shooting personal FOUL (1 PF) (Zubac 1 FT),"[1629626, 1627826]",1610612756.0,PHX,shooting,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,,,,,201246.0,1.0,0.0,Zubac,1627826.0,,,,,,
90,PT05M15.00S,2024-04-10T02:26:52.3Z,1,REGULAR,freethrow,1 of 1,[],1627826,,,1610612746,4,26,2024-04-10T02:26:52Z,880000,False,,,0,,I. Zubac Free Throw 1 of 1 (5 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
