actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
21,PT10M52.00S,2024-03-04T02:45:05.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203994,27.54599211563732,16.911764705882355,1610612756,0,0,2024-03-04T02:50:49Z,210000,False,165.0,206.0,1,left,MISS J. Nurkic 26' 3PT,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Right Center,26.45,Missed,,,,,,,,,,,,,,,,,,
22,PT10M48.00S,2024-03-04T02:45:09.3Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,0,0,2024-03-04T02:45:15Z,220000,False,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT10M42.00S,2024-03-04T02:45:15.4Z,1,REGULAR,turnover,lost ball,[],1629652,,,1610612760,0,0,2024-03-04T02:51:10Z,230000,False,,,0,,L. Dort lost ball TURNOVER (1 TO),"[1629652, 1628960]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,Allen,1628960.0,,,,,,,,,
24,PT10M42.00S,2024-03-04T02:45:15.4Z,1,REGULAR,steal,,[],1628960,,,1610612756,0,0,2024-03-04T02:45:17Z,240000,False,,,0,,G. Allen STEAL (1 STL),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
25,PT10M38.00S,2024-03-04T02:45:21.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",201142,6.915243101182654,48.77450980392157,1610612756,2,0,2024-03-04T02:51:33Z,250000,False,6.0,13.0,1,left,K. Durant running Layup (2 PTS) (R. O'Neale 1 AST),"[201142, 1626220]",1610612756.0,PHX,running,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,1.39,Made,,,,,,,,,,2.0,R. O'Neale,1626220.0,1.0,,,,,
27,PT10M38.00S,2024-03-04T02:45:24.5Z,1,REGULAR,foul,personal,['1freethrow'],1631114,,,1610612756,2,0,2024-03-04T02:45:40Z,270000,False,,,0,,J. Williams shooting personal FOUL (1 PF) (Durant 1 FT),"[1631114, 201142]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1628487.0,1.0,0.0,Durant,201142.0
29,PT10M38.00S,2024-03-04T02:45:49.7Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",201142,,,1610612756,3,0,2024-03-04T02:51:45Z,290000,False,,,0,,K. Durant Free Throw 1 of 1 (3 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
30,PT10M30.00S,2024-03-04T02:46:00.6Z,1,REGULAR,2pt,Jump Shot,[],1631114,84.70762155059133,76.7156862745098,1610612760,3,2,2024-03-04T02:46:04Z,300000,False,134.0,91.0,1,right,J. Williams 16' pullup Jump Shot (2 PTS),[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,Mid-Range,16-24 Right,16.18,Made,,,,,,,,,,2.0,,,,,,,,
31,PT10M15.00S,2024-03-04T02:46:14.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,7.178055190538765,49.01960784313725,1610612756,5,2,2024-03-04T02:52:10Z,310000,False,5.0,15.0,1,left,J. Nurkic Layup (2 PTS) (K. Durant 1 AST),"[203994, 201142]",1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,1.58,Made,,,,,,,,,,2.0,K. Durant,201142.0,1.0,,,,,
33,PT10M02.00S,2024-03-04T02:46:28.2Z,1,REGULAR,3pt,Jump Shot,[],1630581,94.56307490144546,1.9607843137254901,1610612760,5,2,2024-03-04T02:46:33Z,330000,False,-240.0,-1.0,1,right,MISS J. Giddey 24' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Left Corner 3,24+ Left,24.02,Missed,,,,,,,,,,,,,,,,,,
34,PT09M59.00S,2024-03-04T02:46:31.2Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,5,2,2024-03-04T02:46:33Z,340000,False,,,0,,J. Nurkic REBOUND (Off:2 Def:3),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Left Corner 3,24+ Left,,,33.0,5.0,3.0,2.0,,,,,,,,,,,,,,
35,PT09M50.00S,2024-03-04T02:46:39.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203078,4.418528252299605,50.245098039215684,1610612756,7,2,2024-03-04T02:46:43Z,350000,False,-1.0,-11.0,1,left,B. Beal cutting finger roll Layup (2 PTS) (J. Nurkic 1 AST),"[203078, 203994]",1610612756.0,PHX,cutting finger roll,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,,,,,,2.0,J. Nurkic,203994.0,1.0,,,,,
37,PT09M25.00S,2024-03-04T02:47:05.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,84.44480946123521,58.57843137254902,1610612760,7,2,2024-03-04T02:52:51Z,370000,False,43.0,94.0,1,right,MISS S. Gilgeous-Alexander 10' turnaround fadeaway Shot,[1628983],1610612760.0,OKC,turnaround fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,10.31,Missed,,,,,,,,,,,,,,,,,,
38,PT09M23.00S,2024-03-04T02:47:07.0Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,7,2,2024-03-04T02:47:11Z,380000,False,,,0,,J. Nurkic REBOUND (Off:2 Def:4),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),8-16 Center,,,37.0,6.0,4.0,2.0,,,,,,,,,,,,,,
39,PT09M01.00S,2024-03-04T02:47:29.5Z,1,REGULAR,3pt,Jump Shot,[],1626220,4.681340341655716,3.431372549019608,1610612756,10,2,2024-03-04T02:47:34Z,390000,False,233.0,-8.0,1,left,R. O'Neale 3PT  (3 PTS) (K. Durant 2 AST),"[1626220, 201142]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Right Corner 3,24+ Right,23.3,Made,,,,,,,,,,3.0,K. Durant,201142.0,2.0,,,,,
41,PT08M59.00S,2024-03-04T02:47:36.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,10,2,2024-03-04T02:47:36Z,410000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M49.00S,2024-03-04T02:51:10.5Z,1,REGULAR,2pt,Jump Shot,[],1628983,85.89027595269383,14.215686274509803,1610612760,10,2,2024-03-04T02:53:58Z,420000,False,-179.0,80.0,1,right,MISS S. Gilgeous-Alexander 19' Jump Shot,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Left,19.6,Missed,,,,,,,,,,,,,,,,,,
46,PT08M46.00S,2024-03-04T02:51:13.5Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,10,2,2024-03-04T02:51:15Z,430000,False,,,0,,J. Nurkic REBOUND (Off:2 Def:5),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Mid-Range,16-24 Left,,,45.0,7.0,5.0,2.0,,,,,,,,,,,,,,
48,PT08M23.00S,2024-03-04T02:51:57.4Z,1,REGULAR,3pt,Jump Shot,[],203078,18.2161629434954,2.696078431372549,1610612756,10,2,2024-03-04T02:52:02Z,450000,False,237.0,119.0,1,left,MISS B. Beal 26' 3PT,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Right Center,26.46,Missed,,,,,,,,,,,,,,,,,,
49,PT08M20.00S,2024-03-04T02:52:00.4Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,10,2,2024-03-04T02:52:02Z,460000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,,,48.0,1.0,1.0,0.0,,,,,,,,,,,,,,
50,PT08M12.00S,2024-03-04T02:52:09.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629652,84.97043363994744,35.049019607843135,1610612760,10,2,2024-03-04T02:52:13Z,470000,False,-75.0,89.0,1,right,MISS L. Dort 11' pullup Shot,[1629652],1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Left,11.61,Missed,,,,,,,,,,,,,,,,,,
51,PT08M10.00S,2024-03-04T02:52:11.0Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,10,2,2024-03-04T02:52:13Z,480000,False,,,0,,J. Nurkic REBOUND (Off:2 Def:6),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),8-16 Left,,,50.0,8.0,6.0,2.0,,,,,,,,,,,,,,
52,PT08M03.00S,2024-03-04T02:52:17.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203078,5.732588699080158,49.26470588235294,1610612756,12,2,2024-03-04T02:52:21Z,490000,False,4.0,1.0,1,left,B. Beal driving finger roll Layup (4 PTS) (J. Nurkic 2 AST),"[203078, 203994]",1610612756.0,PHX,driving finger roll,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,0.4,Made,,,,,,,,,,4.0,J. Nurkic,203994.0,2.0,,,,,
54,PT07M51.00S,2024-03-04T02:52:28.7Z,1,REGULAR,2pt,Jump Shot,[],1628983,92.85479632063075,68.38235294117648,1610612760,12,2,2024-03-04T02:52:35Z,510000,False,92.0,15.0,1,right,MISS S. Gilgeous-Alexander 9' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Right,9.31,Missed,,,,,,,,,,,,,,,,,,
55,PT07M49.00S,2024-03-04T02:52:30.7Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,12,2,2024-03-04T02:52:35Z,520000,False,,,0,,J. Nurkic REBOUND (Off:2 Def:7),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Mid-Range,8-16 Right,,,54.0,9.0,7.0,2.0,,,,,,,,,,,,,,
56,PT07M37.00S,2024-03-04T02:52:44.0Z,1,REGULAR,2pt,Jump Shot,[],201142,3.892904073587385,27.450980392156865,1610612756,12,2,2024-03-04T02:52:50Z,530000,False,113.0,-16.0,1,left,MISS K. Durant 11' pullup Shot - blocked,"[201142, 1630581]",1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,11.38,Missed,,,,,Giddey,1630581.0,,,,,,,,,,,,
57,PT07M37.00S,2024-03-04T02:52:44.0Z,1,REGULAR,block,,[],1630581,,,1610612756,12,2,2024-03-04T02:52:46Z,540000,False,,,0,,J. Giddey BLOCK (1 BLK),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
58,PT07M37.00S,2024-03-04T02:52:44.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,12,2,2024-03-04T02:52:50Z,550000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Mid-Range,8-16 Right,,,56.0,,,,,,,,,,,,,,,,,
60,PT07M37.00S,2024-03-04T02:52:48.8Z,1,REGULAR,substitution,out,[],1630581,,,1610612756,12,2,2024-03-04T02:52:51Z,570000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M37.00S,2024-03-04T02:52:48.8Z,1,REGULAR,substitution,in,[],202330,,,1610612756,12,2,2024-03-04T02:52:51Z,580000,False,,,0,,SUB in: G. Hayward,[202330],1610612760.0,OKC,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M31.00S,2024-03-04T02:53:07.6Z,1,REGULAR,turnover,out-of-bounds,[],203078,,,1610612756,12,2,2024-03-04T02:53:12Z,590000,False,,,0,,B. Beal bad pass out-of-bounds TURNOVER (1 TO),[203078],1610612756.0,PHX,bad pass,,,Beal,B. Beal,,,,,Above the Break 3,24+ Left Center,,,,,,,,,1.0,,,,,,,1628487.0,,,,
63,PT07M17.00S,2024-03-04T02:53:28.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631096,91.40932982917214,50.0,1610612760,12,4,2024-03-04T02:53:34Z,600000,False,0.0,28.0,1,right,C. Holmgren driving finger roll Layup (2 PTS),[1631096],1610612760.0,OKC,driving finger roll,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,2.83,Made,,,,,,,,,,2.0,,,,,,,,
64,PT07M05.00S,2024-03-04T02:53:41.4Z,1,REGULAR,3pt,Jump Shot,[],201142,7.440867279894875,3.6764705882352944,1610612756,12,4,2024-03-04T02:53:48Z,610000,False,232.0,17.0,1,left,MISS K. Durant step back 3PT,[201142],1610612756.0,PHX,step back,,,Durant,K. Durant,,,,,Right Corner 3,24+ Right,23.23,Missed,,,,,,,,,,,,,,,,,,
65,PT07M01.00S,2024-03-04T02:53:45.4Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,12,4,2024-03-04T02:53:48Z,620000,False,,,0,,L. Dort REBOUND (Off:0 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Right Corner 3,24+ Right,,,64.0,2.0,2.0,0.0,,,,,,,,,,,,,,
67,PT06M56.00S,2024-03-04T02:53:52.8Z,1,REGULAR,violation,kicked ball,[],203994,,,1610612760,12,4,2024-03-04T02:55:31Z,640000,False,,,0,,J. Nurkic kicked ball VIOLATION,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,1628487.0,,,,
68,PT06M49.00S,2024-03-04T02:54:19.5Z,1,REGULAR,3pt,Jump Shot,[],1629652,93.38042049934296,2.450980392156863,1610612760,12,4,2024-03-04T02:54:25Z,650000,False,-238.0,10.0,1,right,MISS L. Dort 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Left Corner 3,24+ Left,23.79,Missed,,,,,,,,,,,,,,,,,,
69,PT06M46.00S,2024-03-04T02:54:22.5Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,12,4,2024-03-04T02:54:25Z,660000,False,,,0,,J. Nurkic REBOUND (Off:2 Def:8),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Left Corner 3,24+ Left,,,68.0,10.0,8.0,2.0,,,,,,,,,,,,,,
70,PT06M30.00S,2024-03-04T02:54:37.9Z,1,REGULAR,3pt,Jump Shot,[],1628960,26.62614980289093,7.598039215686274,1610612756,12,4,2024-03-04T02:54:44Z,670000,False,212.0,198.0,1,left,MISS G. Allen 28' 3PT,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,28.99,Missed,,,,,,,,,,,,,,,,,,
71,PT06M26.00S,2024-03-04T02:54:41.9Z,1,REGULAR,rebound,offensive,[],203994,,,1610612756,12,4,2024-03-04T02:54:44Z,680000,False,,,0,,J. Nurkic REBOUND (Off:3 Def:8),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Right Center,,,70.0,11.0,8.0,3.0,,,,,,,,,,,,,,
72,PT06M26.00S,2024-03-04T02:54:42.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,7.440867279894875,49.50980392156863,1610612756,14,4,2024-03-04T02:54:46Z,690000,False,2.0,17.0,1,left,J. Nurkic putback Layup (4 PTS),[203994],1610612756.0,PHX,putback,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,,,,,,4.0,,,,,,,,
73,PT06M05.00S,2024-03-04T02:55:01.9Z,1,REGULAR,3pt,Jump Shot,[],1628983,93.9060446780552,2.450980392156863,1610612760,14,4,2024-03-04T02:55:08Z,700000,False,-238.0,5.0,1,right,MISS S. Gilgeous-Alexander pullup 3PT,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Left Corner 3,24+ Left,23.77,Missed,,,,,,,,,,,,,,,,,,
74,PT06M02.00S,2024-03-04T02:55:04.9Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,14,4,2024-03-04T02:55:08Z,710000,False,,,0,,J. Nurkic REBOUND (Off:3 Def:9),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Left Corner 3,24+ Left,,,73.0,12.0,9.0,3.0,,,,,,,,,,,,,,
75,PT05M50.00S,2024-03-04T02:55:18.3Z,1,REGULAR,3pt,Jump Shot,[],201142,2.7102496714848883,96.07843137254902,1610612756,17,4,2024-03-04T02:55:23Z,720000,False,-230.0,-27.0,1,left,K. Durant 3PT  (6 PTS) (G. Allen 1 AST),"[201142, 1628960]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Left Corner 3,24+ Left,23.2,Made,,,,,,,,,,6.0,G. Allen,1628960.0,1.0,,,,,
77,PT05M33.00S,2024-03-04T02:55:35.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,95.0886990801577,63.23529411764706,1610612760,17,6,2024-03-04T02:58:46Z,740000,False,66.0,-6.0,1,right,S. Gilgeous-Alexander 6' turnaround fadeaway Jump Shot (2 PTS),[1628983],1610612760.0,OKC,turnaround fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,6.65,Made,,,,,,,,,,2.0,,,,,,,,
78,PT05M33.00S,2024-03-04T02:55:40.4Z,1,REGULAR,foul,personal,['1freethrow'],203078,,,1610612760,17,6,2024-03-04T02:55:54Z,750000,False,,,0,,B. Beal shooting personal FOUL (1 PF) (Gilgeous-Alexander 1 FT),"[203078, 1628983]",1610612756.0,PHX,shooting,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2003.0,1.0,0.0,Gilgeous-Alexander,1628983.0
80,PT05M33.00S,2024-03-04T02:55:48.8Z,1,REGULAR,substitution,out,[],203078,,,1610612760,17,6,2024-03-04T02:55:53Z,770000,False,,,0,,SUB out: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M33.00S,2024-03-04T02:55:48.8Z,1,REGULAR,substitution,in,[],201569,,,1610612760,17,6,2024-03-04T02:55:53Z,780000,False,,,0,,SUB in: E. Gordon,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M33.00S,2024-03-04T02:55:48.8Z,1,REGULAR,substitution,out,[],1631114,,,1610612760,17,6,2024-03-04T02:56:10Z,790000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M33.00S,2024-03-04T02:55:48.8Z,1,REGULAR,substitution,in,[],1630198,,,1610612760,17,6,2024-03-04T02:56:10Z,800000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
