actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
18,PT10M42.00S,2023-11-13T01:13:10.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,92.32917214191852,54.166666666666664,1610612756,2,7,2023-11-13T01:13:18Z,180000,False,21.0,20.0,1,right,MISS B. Beal driving floating bank Shot,[203078],1610612756.0,PHX,driving floating bank,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.86,,,,,,,,,,,,
19,PT10M40.00S,2023-11-13T01:13:13.2Z,1,REGULAR,rebound,offensive,[],1629006,,,1610612756,2,7,2023-11-13T01:13:13Z,190000,False,,,0,,J. Okogie REBOUND (Off:1 Def:0),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,18.0,1.0,0.0,1.0,,
20,PT10M34.00S,2023-11-13T01:13:19.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629006,96.92838370565046,96.56862745098039,1610612756,2,7,2023-11-13T01:13:27Z,200000,False,233.0,-24.0,1,right,MISS J. Okogie 3PT,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Right Corner 3,24+ Right,,,,,,Missed,,23.4,,,,,,,,,,,,
21,PT10M29.00S,2023-11-13T01:13:24.7Z,1,REGULAR,rebound,offensive,[],203994,,,1610612756,2,7,2023-11-13T01:13:27Z,210000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:0),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,20.0,1.0,0.0,1.0,,
23,PT10M17.00S,2023-11-13T01:13:42.4Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203994,92.19776609724047,49.754901960784316,1610612756,2,7,2023-11-13T01:14:16Z,230000,False,-1.0,21.0,1,right,MISS J. Nurkic Hook - blocked,"[203994, 1630581]",1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.08,,,,,,,,,,,Giddey,1630581.0
24,PT10M17.00S,2023-11-13T01:13:42.4Z,1,REGULAR,block,,[],1630581,,,1610612756,2,7,2023-11-13T01:13:44Z,240000,False,,,0,,J. Giddey BLOCK (1 BLK),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
25,PT10M17.00S,2023-11-13T01:13:42.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,2,7,2023-11-13T02:51:10Z,250000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,23.0,,,,,
27,PT10M14.00S,2023-11-13T01:14:05.0Z,1,REGULAR,jumpball,recovered,[],1629652,,,1610612760,2,7,2023-11-13T02:51:10Z,260000,False,,,0,,Jump Ball J. Giddey vs. J. Nurkic: Tip to L. Dort,"[1629652, 1630581, 203994]",1610612760.0,OKC,heldball,L. Dort,1629652.0,Dort,L. Dort,Giddey,1630581.0,Nurkic,203994.0,,,,,,,,,,,,,,,,,,,,,,
32,PT10M01.00S,2023-11-13T01:14:18.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631096,10.85742444152431,43.13725490196079,1610612760,2,7,2023-11-13T02:51:17Z,310000,False,34.0,50.0,1,left,MISS C. Holmgren 6' driving Hook,[1631096],1610612760.0,OKC,driving,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,6.03,,,,,,,,,,,,
33,PT09M58.00S,2023-11-13T01:14:21.4Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,2,7,2023-11-13T01:14:39Z,320000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,32.0,1.0,1.0,0.0,,
34,PT09M55.00S,2023-11-13T01:14:24.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628960,92.72339027595268,49.01960784313725,1610612756,2,7,2023-11-13T01:14:39Z,330000,False,-5.0,16.0,1,right,MISS G. Allen running Layup - blocked,"[1628960, 1629652]",1610612756.0,PHX,running,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,,Missed,,1.66,,,,,,,,,,,Dort,1629652.0
35,PT09M55.00S,2023-11-13T01:14:24.7Z,1,REGULAR,block,,[],1629652,,,1610612756,2,7,2023-11-13T01:14:26Z,340000,False,,,0,,L. Dort BLOCK (1 BLK),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
36,PT09M52.00S,2023-11-13T01:14:27.7Z,1,REGULAR,rebound,offensive,[],1628960,,,1610612756,2,7,2023-11-13T01:14:39Z,350000,False,,,0,,G. Allen REBOUND (Off:1 Def:0),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,34.0,1.0,0.0,1.0,,
37,PT09M47.00S,2023-11-13T01:14:32.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203078,82.07950065703022,2.941176470588235,1610612756,2,7,2023-11-13T01:14:41Z,360000,False,-235.0,116.0,1,right,MISS B. Beal 26' 3PT,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,26.23,,,,,,,,,,,,
38,PT09M44.00S,2023-11-13T01:14:35.1Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,2,7,2023-11-13T01:14:41Z,370000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,37.0,1.0,1.0,0.0,,
39,PT09M33.00S,2023-11-13T01:14:45.8Z,1,REGULAR,3pt,Jump Shot,[],1631114,33.459264126149804,54.90196078431373,1610612760,2,7,2023-11-13T01:14:51Z,380000,False,-25.0,262.0,1,left,MISS J. Williams 26' 3PT,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,,,,,,Missed,,26.31,,,,,,,,,,,,
40,PT09M30.00S,2023-11-13T01:14:48.8Z,1,REGULAR,rebound,defensive,[],203078,,,1610612756,2,7,2023-11-13T01:14:51Z,390000,False,,,0,,B. Beal REBOUND (Off:0 Def:1),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,39.0,1.0,1.0,0.0,,
41,PT09M22.00S,2023-11-13T01:15:02.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,2,7,2023-11-13T01:15:02Z,400000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT09M14.00S,2023-11-13T01:18:13.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203994,91.01511169513797,51.470588235294116,1610612756,2,7,2023-11-13T01:18:19Z,410000,False,7.0,32.0,1,right,MISS J. Nurkic Hook - blocked,"[203994, 1631096]",1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.28,,,,,,,,,,,Holmgren,1631096.0
43,PT09M14.00S,2023-11-13T01:18:13.4Z,1,REGULAR,block,,[],1631096,,,1610612756,2,7,2023-11-13T01:18:15Z,420000,False,,,0,,C. Holmgren BLOCK (1 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
44,PT09M14.00S,2023-11-13T01:18:13.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,2,7,2023-11-13T01:18:19Z,430000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,42.0,,,,,
46,PT09M04.00S,2023-11-13T01:18:30.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,14.931011826544022,44.85294117647059,1610612760,2,7,2023-11-13T01:18:41Z,450000,False,26.0,88.0,1,left,MISS S. Gilgeous-Alexander 9' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,9.16,,,,,,,,,,,,
47,PT09M02.00S,2023-11-13T01:18:36.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,2,7,2023-11-13T01:18:36Z,460000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,46.0,,,,,
48,PT09M02.00S,2023-11-13T01:18:36.7Z,1,REGULAR,foul,personal,[],203994,,,1610612760,2,7,2023-11-13T01:18:40Z,470000,False,,,0,,J. Nurkic loose ball personal FOUL (2 PF),"[203994, 1631096]",1610612756.0,PHX,loose ball,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),8-16 Center,1179.0,2.0,0.0,Holmgren,1631096.0,,,,,,,,,,,,,,,
50,PT09M02.00S,2023-11-13T01:18:42.6Z,1,REGULAR,substitution,out,[],203994,,,1610612760,2,7,2023-11-13T01:18:44Z,490000,False,,,0,,SUB out: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT09M02.00S,2023-11-13T01:18:42.6Z,1,REGULAR,substitution,in,[],1629234,,,1610612760,2,7,2023-11-13T01:18:44Z,500000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT08M57.00S,2023-11-13T01:19:00.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631114,8.623521681997373,38.970588235294116,1610612760,2,7,2023-11-13T01:19:11Z,510000,False,55.0,29.0,1,left,MISS J. Williams 6' Layup - blocked,"[1631114, 1629006]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,6.21,,,,,,,,,,,Okogie,1629006.0
53,PT08M57.00S,2023-11-13T01:19:00.3Z,1,REGULAR,block,,[],1629006,,,1610612760,2,7,2023-11-13T01:20:27Z,520000,False,,,0,,J. Okogie BLOCK (1 BLK),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
54,PT08M54.00S,2023-11-13T01:19:03.3Z,1,REGULAR,rebound,defensive,[],1629006,,,1610612756,2,7,2023-11-13T01:19:11Z,530000,False,,,0,,J. Okogie REBOUND (Off:1 Def:1),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,52.0,2.0,1.0,1.0,,
55,PT08M52.00S,2023-11-13T01:19:08.1Z,1,REGULAR,turnover,out-of-bounds,[],1629006,,,1610612756,2,7,2023-11-13T01:19:16Z,540000,False,,,0,,J. Okogie bad pass out-of-bounds TURNOVER (1 TO),[1629006],1610612756.0,PHX,bad pass,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Center,2005.0,,,,,,,,,,,1.0,,,,,,,,
56,PT08M45.00S,2023-11-13T01:19:18.7Z,1,REGULAR,foul,personal,[],1629006,,,1610612760,2,7,2023-11-13T01:19:23Z,550000,False,,,0,,J. Okogie personal FOUL (1 PF),"[1629006, 1628983]",1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Center,1179.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,
58,PT08M43.00S,2023-11-13T01:19:37.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628983,5.206964520367937,49.50980392156863,1610612760,2,9,2023-11-13T01:19:42Z,570000,False,2.0,-4.0,1,left,S. Gilgeous-Alexander cutting Layup (2 PTS) (J. Giddey 2 AST),"[1628983, 1630581]",1610612760.0,OKC,cutting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.44,J. Giddey,1630581.0,2.0,,,,,,,,,
60,PT08M27.00S,2023-11-13T01:19:53.4Z,1,REGULAR,3pt,Jump Shot,[],201142,70.51576872536137,79.16666666666666,1610612756,5,9,2023-11-13T01:19:58Z,590000,False,146.0,225.0,1,right,K. Durant 26' 3PT  (5 PTS) (B. Beal 2 AST),"[201142, 203078]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,,,,Made,5.0,26.79,B. Beal,203078.0,2.0,,,,,,,,,
62,PT08M17.00S,2023-11-13T01:20:03.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,5.863994743758213,48.03921568627451,1610612760,5,11,2023-11-13T01:20:41Z,610000,False,10.0,3.0,1,left,J. Giddey driving reverse Layup (2 PTS),[1630581],1610612760.0,OKC,driving reverse,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,1.01,,,,,,,,,,,,
63,PT07M55.00S,2023-11-13T01:20:24.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203078,94.95729303547962,49.26470588235294,1610612756,7,11,2023-11-13T01:20:31Z,620000,False,-4.0,-5.0,1,right,B. Beal driving Layup (2 PTS),[203078],1610612756.0,PHX,driving,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.63,,,,,,,,,,,,
64,PT07M39.00S,2023-11-13T01:20:41.6Z,1,REGULAR,3pt,Jump Shot,[],1631114,27.020367936925098,16.911764705882355,1610612760,7,14,2023-11-13T01:20:47Z,630000,False,165.0,201.0,1,left,J. Williams 26' 3PT  (3 PTS) (S. Gilgeous-Alexander 1 AST),"[1631114, 1628983]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,Made,3.0,26.07,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,,
66,PT07M22.00S,2023-11-13T01:20:58.3Z,1,REGULAR,2pt,Jump Shot,[],203078,76.69185282522996,51.470588235294116,1610612756,9,14,2023-11-13T01:21:03Z,650000,False,7.0,167.0,1,right,B. Beal 16' pullup Jump Shot (4 PTS) (D. Eubanks 1 AST),"[203078, 1629234]",1610612756.0,PHX,pullup,,,Beal,B. Beal,,,,,Mid-Range,16-24 Center,,,,,,Made,4.0,16.68,D. Eubanks,1629234.0,1.0,,,,,,,,,
68,PT07M13.00S,2023-11-13T01:21:10.1Z,1,REGULAR,foul,personal,[],203078,,,1610612760,9,14,2023-11-13T01:21:28Z,670000,False,,,0,,B. Beal personal FOUL (1 PF),"[203078, 1629652]",1610612756.0,PHX,,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,201638.0,1.0,0.0,Dort,1629652.0,,,,,,,,,,,,,,,
70,PT07M13.00S,2023-11-13T01:21:40.8Z,1,REGULAR,turnover,5-second-violation,['team'],0,,,1610612760,9,14,2023-11-13T01:21:50Z,690000,False,,,0,,OKC 5-second-violation Team TURNOVER,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Right Center,201638.0,,,,,,,,,,,,,,,,,,,
71,PT07M05.00S,2023-11-13T01:21:58.8Z,1,REGULAR,foul,personal,[],1629652,,,1610612756,9,14,2023-11-13T02:18:33Z,700000,False,,,0,,L. Dort personal FOUL (1 PF),"[1629652, 201142]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,16-24 Right Center,201638.0,1.0,0.0,Durant,201142.0,,,,,,,,,,,,,,,
73,PT06M57.00S,2023-11-13T01:22:19.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203078,93.51182654402102,51.71568627450981,1610612756,9,14,2023-11-13T01:22:22Z,720000,False,9.0,8.0,1,right,MISS B. Beal Layup - blocked,"[203078, 1628983]",1610612756.0,PHX,,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,,,,Missed,,1.21,,,,,,,,,,,Gilgeous-Alexander,1628983.0
84,PT06M57.00S,2023-11-13T01:22:19.1Z,1,REGULAR,block,,[],1628983,,,1610612756,9,14,2023-11-13T01:24:15Z,725000,False,,,0,,S. Gilgeous-Alexander BLOCK (1 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
74,PT06M55.00S,2023-11-13T01:22:21.1Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,9,14,2023-11-13T01:22:22Z,730000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,73.0,2.0,2.0,0.0,,
75,PT06M45.00S,2023-11-13T01:22:31.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,19.267411300919843,47.794117647058826,1610612760,9,16,2023-11-13T01:22:37Z,740000,False,11.0,129.0,1,left,S. Gilgeous-Alexander 12' fadeaway Jump Shot (4 PTS),[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,4.0,12.91,,,,,,,,,,,,
76,PT06M37.00S,2023-11-13T01:22:40.8Z,1,REGULAR,foul,personal,['2freethrow'],1631096,,,1610612756,9,16,2023-11-13T01:22:57Z,750000,False,,,0,,C. Holmgren shooting personal FOUL (1 PF) (Okogie 2 FT),"[1631096, 1629006]",1610612760.0,OKC,shooting,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,2005.0,1.0,0.0,Okogie,1629006.0,,,,,,,,,,,,,,,
78,PT06M37.00S,2023-11-13T01:23:22.0Z,1,REGULAR,freethrow,1 of 2,[],1629006,,,1610612756,10,16,2023-11-13T01:23:22Z,770000,False,,,0,,J. Okogie Free Throw 1 of 2 (1 PTS),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
79,PT06M37.00S,2023-11-13T01:23:37.9Z,1,REGULAR,freethrow,2 of 2,[],1629006,,,1610612756,11,16,2023-11-13T01:23:37Z,780000,False,,,0,,J. Okogie Free Throw 2 of 2 (2 PTS),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
80,PT06M31.00S,2023-11-13T01:23:45.7Z,1,REGULAR,3pt,Jump Shot,[],1631096,29.911300919842315,73.77450980392157,1610612760,11,19,2023-11-13T01:23:50Z,790000,False,-119.0,229.0,1,left,C. Holmgren 25' 3PT  (8 PTS) (J. Giddey 3 AST),"[1631096, 1630581]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,,,,,,Made,8.0,25.78,J. Giddey,1630581.0,3.0,,,,,,,,,
82,PT06M10.00S,2023-11-13T01:24:09.8Z,1,REGULAR,foul,personal,['2freethrow'],1631114,,,1610612756,11,19,2023-11-13T01:24:18Z,810000,False,,,0,,J. Williams shooting personal FOUL (1 PF) (Okogie 2 FT),"[1631114, 1629006]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Left,201638.0,1.0,0.0,Okogie,1629006.0,,,,,,,,,,,,,,,
85,PT06M10.00S,2023-11-13T01:24:31.5Z,1,REGULAR,freethrow,1 of 2,[],1629006,,,1610612756,12,19,2023-11-13T01:24:31Z,830000,False,,,0,,J. Okogie Free Throw 1 of 2 (3 PTS),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
86,PT06M10.00S,2023-11-13T01:24:32.3Z,1,REGULAR,substitution,out,[],203078,,,1610612756,12,19,2023-11-13T01:24:38Z,840000,False,,,0,,SUB out: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT06M10.00S,2023-11-13T01:24:32.3Z,1,REGULAR,substitution,in,[],1630692,,,1610612756,12,19,2023-11-13T01:24:38Z,850000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT06M10.00S,2023-11-13T01:24:51.6Z,1,REGULAR,freethrow,2 of 2,[],1629006,,,1610612756,13,19,2023-11-13T01:24:51Z,860000,False,,,0,,J. Okogie Free Throw 2 of 2 (4 PTS),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
89,PT05M58.00S,2023-11-13T01:25:05.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,8.09789750328515,50.49019607843137,1610612760,13,19,2023-11-13T01:25:14Z,870000,False,-2.0,24.0,1,left,MISS J. Giddey driving Layup - blocked,"[1630581, 1628960]",1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.37,,,,,,,,,,,Allen,1628960.0
90,PT05M58.00S,2023-11-13T01:25:05.3Z,1,REGULAR,block,,[],1628960,,,1610612760,13,19,2023-11-13T01:27:25Z,880000,False,,,0,,G. Allen BLOCK (1 BLK),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
91,PT05M58.00S,2023-11-13T01:25:05.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,13,19,2023-11-13T01:25:14Z,890000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,89.0,,,,,
