actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
255,PT05M35.00S,2024-04-06T02:55:03.7Z,2,REGULAR,substitution,out,[],1629638,,,1610612756,43,29,2024-04-06T02:55:29Z,2550000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M35.00S,2024-04-06T02:55:03.7Z,2,REGULAR,substitution,in,[],1629234,,,1610612756,43,29,2024-04-06T02:55:29Z,2560000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M35.00S,2024-04-06T02:55:03.7Z,2,REGULAR,substitution,in,[],1629162,,,1610612756,43,29,2024-04-06T02:55:29Z,2570000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M21.00S,2024-04-06T02:55:54.8Z,2,REGULAR,turnover,bad pass,[],1626164,,,1610612756,43,29,2024-04-06T02:56:01Z,2580000,False,,,0,,D. Booker bad pass TURNOVER (3 TO),"[1626164, 1630162]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Right Center,3.0,Edwards,1630162.0,,,,,,,,,,,,,,,,,
259,PT05M21.00S,2024-04-06T02:55:54.8Z,2,REGULAR,steal,,[],1630162,,,1610612750,43,29,2024-04-06T02:55:56Z,2590000,False,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
260,PT05M15.00S,2024-04-06T02:56:01.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630162,92.72339027595268,48.77450980392157,1610612750,43,31,2024-04-06T02:56:12Z,2600000,False,-6.0,16.0,1,right,A. Edwards driving Layup (13 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,13.0,1.7,,,,,,,,,
261,PT04M55.00S,2024-04-06T02:56:21.3Z,2,REGULAR,3pt,Jump Shot,[],1628960,31.750985545335087,26.715686274509803,1610612756,46,31,2024-04-06T02:56:27Z,2610000,False,116.0,246.0,1,left,G. Allen 27' 3PT  (11 PTS) (D. Booker 6 AST),"[1628960, 1626164]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Made,11.0,27.21,,,,,D. Booker,1626164.0,6.0,,
263,PT04M41.00S,2024-04-06T02:56:35.9Z,2,REGULAR,3pt,Jump Shot,[],1629675,75.77201051248358,7.8431372549019605,1610612750,46,31,2024-04-06T02:56:40Z,2630000,False,-211.0,175.0,1,right,MISS N. Reid 27' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,27.41,,,,,,,,,
264,PT04M37.00S,2024-04-06T02:56:39.9Z,2,REGULAR,rebound,defensive,[],201142,,,1610612756,46,31,2024-04-06T02:56:40Z,2640000,False,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,263.0,2.0,2.0,0.0,,,,,
266,PT04M29.00S,2024-04-06T02:56:46.9Z,2,REGULAR,2pt,Jump Shot,[],1626164,17.16491458607096,23.52941176470588,1610612756,48,31,2024-04-06T02:57:02Z,2660000,False,132.0,109.0,1,left,D. Booker 17' step back Jump Shot (7 PTS),[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,Mid-Range,16-24 Right Center,,,,,,,,,Made,7.0,17.14,,,,,,,,,
267,PT04M07.00S,2024-04-06T02:57:09.2Z,2,REGULAR,turnover,bad pass,[],1629675,,,1610612750,48,31,2024-04-06T02:57:12Z,2670000,False,,,0,,N. Reid bad pass TURNOVER (3 TO),"[1629675, 1628960]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,3.0,Allen,1628960.0,,,,,,,,,,,,,,,,,
268,PT04M07.00S,2024-04-06T02:57:09.2Z,2,REGULAR,steal,,[],1628960,,,1610612756,48,31,2024-04-06T02:57:10Z,2680000,False,,,0,,G. Allen STEAL (2 STL),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
269,PT03M44.00S,2024-04-06T02:57:34.2Z,2,REGULAR,foul,personal,['2freethrow'],1630162,,,1610612756,48,31,2024-04-06T05:22:29Z,2690000,False,,,0,,A. Edwards shooting personal FOUL (2 PF) (Eubanks 2 FT),"[1630162, 1629234]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,101284.0,2.0,0.0,Eubanks,1629234.0,,,,,,,,,,,,
271,PT03M44.00S,2024-04-06T02:58:03.5Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629234,,,1610612756,48,31,2024-04-06T02:58:03Z,2710000,False,,,0,,MISS D. Eubanks Free Throw 1 of 2,[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,Missed,,,,,,,,,,,
272,PT03M44.00S,2024-04-06T02:58:03.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,48,31,2024-04-06T02:58:03Z,2720000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,271.0,,,,,,,,
273,PT03M44.00S,2024-04-06T02:58:04.4Z,2,REGULAR,substitution,out,[],1629626,,,1610612756,48,31,2024-04-06T02:58:09Z,2730000,False,,,0,,SUB out: B. Bol,[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M44.00S,2024-04-06T02:58:04.4Z,2,REGULAR,substitution,out,[],1629675,,,1610612756,48,31,2024-04-06T02:58:09Z,2740000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M44.00S,2024-04-06T02:58:04.4Z,2,REGULAR,substitution,in,[],203078,,,1610612756,48,31,2024-04-06T02:58:09Z,2750000,False,,,0,,SUB in: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M44.00S,2024-04-06T02:58:04.4Z,2,REGULAR,substitution,in,[],203497,,,1610612756,48,31,2024-04-06T02:58:09Z,2760000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M44.00S,2024-04-06T02:58:24.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629234,,,1610612756,49,31,2024-04-06T02:58:24Z,2770000,False,,,0,,D. Eubanks Free Throw 2 of 2 (1 PTS),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,Made,1.0,,,,,,,,,,
278,PT03M23.00S,2024-04-06T02:58:46.2Z,2,REGULAR,3pt,Jump Shot,[],1630183,95.22010512483574,2.2058823529411766,1610612750,49,31,2024-04-06T02:58:50Z,2780000,False,-239.0,-8.0,1,right,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,,,,,,,,,Missed,,23.91,,,,,,,,,
279,PT03M20.00S,2024-04-06T02:58:49.2Z,2,REGULAR,rebound,offensive,[],203497,,,1610612750,49,31,2024-04-06T02:58:50Z,2790000,False,,,0,,R. Gobert REBOUND (Off:2 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,278.0,4.0,2.0,2.0,,,,,
280,PT03M18.00S,2024-04-06T02:58:50.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203497,84.1819973718791,47.549019607843135,1610612750,49,33,2024-04-06T02:59:00Z,2800000,False,-12.0,96.0,1,right,R. Gobert 9' floating Jump Shot (2 PTS),[203497],1610612750.0,MIN,floating,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Made,2.0,9.7,,,,,,,,,
281,PT02M56.00S,2024-04-06T02:59:12.6Z,2,REGULAR,3pt,Jump Shot,[],1628960,24.917871222076215,87.5,1610612756,49,33,2024-04-06T02:59:17Z,2810000,False,-188.0,182.0,1,left,MISS G. Allen 26' 3PT,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,26.11,,,,,,,,,
282,PT02M54.00S,2024-04-06T02:59:14.6Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,49,33,2024-04-06T02:59:17Z,2820000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,281.0,2.0,2.0,0.0,,,,,
283,PT02M41.00S,2024-04-06T02:59:30.1Z,2,REGULAR,turnover,traveling,[],1630183,,,1610612750,49,33,2024-04-06T02:59:42Z,2830000,False,,,0,,J. McDaniels traveling TURNOVER (2 TO),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Left,2.0,,,1151.0,,,,,,,,,,,,,,,,
284,PT02M41.00S,2024-04-06T02:59:34.0Z,2,REGULAR,substitution,out,[],1629234,,,1610612756,49,33,2024-04-06T02:59:42Z,2840000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT02M41.00S,2024-04-06T02:59:34.0Z,2,REGULAR,substitution,in,[],203994,,,1610612756,49,33,2024-04-06T02:59:42Z,2850000,False,,,0,,SUB in: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT02M41.00S,2024-04-06T03:00:02.9Z,2,REGULAR,foul,technical,['1freethrow'],203781,,,1610612756,49,33,2024-04-06T03:07:37Z,2860000,False,,,0,,TEAM foul technical,[203781],1610612750.0,MIN,,,,,,,,,,,,,,,101284.0,,,,,,,,,,,,,,,,
287,PT02M41.00S,2024-04-06T03:00:28.5Z,2,REGULAR,freethrow,1 of 1,[],1626164,,,1610612756,50,33,2024-04-06T03:00:28Z,2870000,False,,,0,,D. Booker technical Free Throw 1 of 1 (8 PTS),[1626164],1610612756.0,PHX,technical,,,Booker,D. Booker,,,,,,,,,,,,,,,Made,8.0,,,,,,,,,,
288,PT02M20.00S,2024-04-06T03:00:52.3Z,2,REGULAR,turnover,lost ball,[],203994,,,1610612756,50,33,2024-04-06T03:00:59Z,2880000,False,,,0,,J. Nurkic lost ball TURNOVER (2 TO),"[203994, 1630183]",1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),8-16 Center,2.0,McDaniels,1630183.0,,,,,,,,,,,,,,,,,
289,PT02M20.00S,2024-04-06T03:00:52.3Z,2,REGULAR,steal,,[],1630183,,,1610612750,50,33,2024-04-06T03:00:54Z,2890000,False,,,0,,J. McDaniels STEAL (1 STL),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
290,PT02M17.00S,2024-04-06T03:00:55.6Z,2,REGULAR,foul,personal,['2freethrow'],203994,,,1610612750,50,33,2024-04-06T03:01:05Z,2900000,False,,,0,,J. Nurkic shooting personal FOUL (2 PF) (McLaughlin 2 FT),"[203994, 1629162]",1610612756.0,PHX,shooting,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,1151.0,2.0,0.0,McLaughlin,1629162.0,,,,,,,,,,,,
292,PT02M17.00S,2024-04-06T03:01:25.7Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629162,,,1610612750,50,34,2024-04-06T03:01:25Z,2920000,False,,,0,,J. McLaughlin Free Throw 1 of 2 (1 PTS),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,Made,1.0,,,,,,,,,,
293,PT02M17.00S,2024-04-06T03:01:39.7Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629162,,,1610612750,50,35,2024-04-06T03:01:39Z,2930000,False,,,0,,J. McLaughlin Free Throw 2 of 2 (2 PTS),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,Made,2.0,,,,,,,,,,
294,PT02M02.00S,2024-04-06T03:01:58.2Z,2,REGULAR,turnover,lost ball,[],203078,,,1610612756,50,35,2024-04-06T03:02:01Z,2940000,False,,,0,,B. Beal lost ball TURNOVER (2 TO),"[203078, 1629162]",1610612756.0,PHX,,,,Beal,B. Beal,,,,,Mid-Range,16-24 Right Center,2.0,McLaughlin,1629162.0,,,,,,,,,,,,,,,,,
295,PT02M02.00S,2024-04-06T03:01:58.2Z,2,REGULAR,steal,,[],1629162,,,1610612750,50,35,2024-04-06T03:01:59Z,2950000,False,,,0,,J. McLaughlin STEAL (1 STL),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
296,PT01M53.00S,2024-04-06T03:02:07.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630183,94.03745072273325,4.166666666666666,1610612750,50,35,2024-04-06T03:02:13Z,2960000,False,-229.0,4.0,1,right,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,,,,,,,,,Missed,,22.92,,,,,,,,,
297,PT01M48.00S,2024-04-06T03:02:12.1Z,2,REGULAR,rebound,defensive,[],203994,,,1610612756,50,35,2024-04-06T03:02:13Z,2970000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:4),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,296.0,5.0,4.0,1.0,,,,,
298,PT01M29.00S,2024-04-06T03:02:30.8Z,2,REGULAR,3pt,Jump Shot,[],1626164,33.85348226018397,65.44117647058823,1610612756,50,35,2024-04-06T03:02:36Z,2980000,False,-77.0,266.0,1,left,MISS D. Booker 27' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,,,,,,,,,Missed,,27.67,,,,,,,,,
299,PT01M25.00S,2024-04-06T03:02:34.8Z,2,REGULAR,rebound,defensive,[],1628420,,,1610612750,50,35,2024-04-06T03:02:36Z,2990000,False,,,0,,M. Morris REBOUND (Off:0 Def:1),[1628420],1610612750.0,MIN,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,298.0,1.0,1.0,0.0,,,,,
300,PT01M24.00S,2024-04-06T03:02:38.7Z,2,REGULAR,foul,personal,['2freethrow'],1626164,,,1610612750,50,35,2024-04-06T03:02:47Z,3000000,False,,,0,,D. Booker shooting personal FOUL (1 PF) (Morris 2 FT),"[1626164, 1628420]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,101284.0,1.0,0.0,Morris,1628420.0,,,,,,,,,,,,
302,PT01M24.00S,2024-04-06T03:03:06.4Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628420,,,1610612750,50,35,2024-04-06T03:03:06Z,3020000,False,,,0,,MISS M. Morris Free Throw 1 of 2,[1628420],1610612750.0,MIN,,,,Morris,M. Morris,,,,,,,,,,,,,,,Missed,,,,,,,,,,,
303,PT01M24.00S,2024-04-06T03:03:06.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,50,35,2024-04-06T03:03:06Z,3030000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,302.0,,,,,,,,
304,PT01M24.00S,2024-04-06T03:03:23.0Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628420,,,1610612750,50,36,2024-04-06T03:03:23Z,3040000,False,,,0,,M. Morris Free Throw 2 of 2 (4 PTS),[1628420],1610612750.0,MIN,,,,Morris,M. Morris,,,,,,,,,,,,,,,Made,4.0,,,,,,,,,,
305,PT01M08.00S,2024-04-06T03:03:41.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203994,6.1268068331143235,51.225490196078425,1610612756,52,36,2024-04-06T03:03:45Z,3050000,False,-6.0,5.0,1,left,J. Nurkic Hook (4 PTS) (D. Booker 7 AST),"[203994, 1626164]",1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,4.0,0.8,,,,,D. Booker,1626164.0,7.0,,
307,PT00M56.40S,2024-04-06T03:03:54.2Z,2,REGULAR,turnover,lost ball,[],1630162,,,1610612750,52,36,2024-04-06T03:04:03Z,3070000,False,,,0,,A. Edwards lost ball TURNOVER (3 TO),"[1630162, 201142]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Center,3.0,Durant,201142.0,,,,,,,,,,,,,,,,,
308,PT00M56.40S,2024-04-06T03:03:54.2Z,2,REGULAR,steal,,[],201142,,,1610612756,52,36,2024-04-06T03:03:55Z,3080000,False,,,0,,K. Durant STEAL (1 STL),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
309,PT00M50.20S,2024-04-06T03:04:00.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628960,5.732588699080158,50.245098039215684,1610612756,54,36,2024-04-06T03:04:09Z,3090000,False,-1.0,1.0,1,left,G. Allen running DUNK (13 PTS) (D. Booker 8 AST),"[1628960, 1626164]",1610612756.0,PHX,running,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,13.0,0.18,,,,,D. Booker,1626164.0,8.0,,
311,PT00M37.20S,2024-04-06T03:04:16.7Z,2,REGULAR,2pt,Jump Shot,[],1629162,77.61169513797634,56.372549019607845,1610612750,54,38,2024-04-06T03:04:22Z,3110000,False,32.0,158.0,1,right,J. McLaughlin 16' pullup Jump Shot (4 PTS),[1629162],1610612750.0,MIN,pullup,,,McLaughlin,J. McLaughlin,,,,,Mid-Range,16-24 Center,,,,,,,,,Made,4.0,16.12,,,,,,,,,
312,PT00M14.30S,2024-04-06T03:04:42.2Z,2,REGULAR,3pt,Jump Shot,[],201142,8.492115637319317,2.941176470588235,1610612756,57,38,2024-04-06T03:04:46Z,3120000,False,235.0,27.0,1,left,K. Durant 3PT  (14 PTS) (J. Nurkic 5 AST),"[201142, 203994]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Right Corner 3,24+ Right,,,,,,,,,Made,14.0,23.69,,,,,J. Nurkic,203994.0,5.0,,
314,PT00M00.60S,2024-04-06T03:05:00.1Z,2,REGULAR,3pt,Jump Shot,[],1628420,73.40670170827858,3.1862745098039214,1610612750,57,41,2024-04-06T03:05:06Z,3140000,False,-234.0,197.0,1,right,M. Morris 30' 3PT pullup (7 PTS) (J. McDaniels 1 AST),"[1628420, 1630183]",1610612750.0,MIN,pullup,,,Morris,M. Morris,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Made,7.0,30.63,,,,,J. McDaniels,1630183.0,1.0,,
316,PT00M00.00S,2024-04-06T03:05:05.7Z,2,REGULAR,period,end,[],0,,,1610612756,57,41,2024-04-06T03:05:05Z,3160000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2024-04-06T03:21:29.4Z,3,REGULAR,substitution,out,['startperiod'],1629162,,,1610612756,57,41,2024-04-06T03:22:06Z,3170000,False,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2024-04-06T03:21:29.4Z,3,REGULAR,substitution,out,['startperiod'],1628420,,,1610612756,57,41,2024-04-06T03:22:06Z,3180000,False,,,0,,SUB out: M. Morris,[1628420],1610612750.0,MIN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2024-04-06T03:21:29.4Z,3,REGULAR,substitution,in,['startperiod'],1629675,,,1610612756,57,41,2024-04-06T03:22:06Z,3190000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2024-04-06T03:21:29.4Z,3,REGULAR,substitution,in,['startperiod'],201144,,,1610612756,57,41,2024-04-06T03:22:06Z,3200000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2024-04-06T03:21:59.3Z,3,REGULAR,period,start,[],0,,,1610612750,57,41,2024-04-06T03:22:06Z,3210000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT11M42.00S,2024-04-06T03:22:16.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203497,17.95335085413929,40.68627450980392,1610612750,57,41,2024-04-06T03:22:20Z,3220000,False,47.0,116.0,1,left,MISS R. Gobert 12' pullup Shot,[203497],1610612750.0,MIN,pullup,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Missed,,12.53,,,,,,,,,
323,PT11M39.00S,2024-04-06T03:22:19.6Z,3,REGULAR,rebound,defensive,[],203994,,,1610612756,57,41,2024-04-06T03:22:20Z,3230000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:5),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,322.0,6.0,5.0,1.0,,,,,
324,PT11M27.00S,2024-04-06T03:22:31.9Z,3,REGULAR,turnover,bad pass,[],1626164,,,1610612756,57,41,2024-04-06T03:22:35Z,3240000,False,,,0,,D. Booker bad pass TURNOVER (4 TO),"[1626164, 1630162]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,4.0,Edwards,1630162.0,,,,,,,,,,,,,,,,,
325,PT11M27.00S,2024-04-06T03:22:31.9Z,3,REGULAR,steal,,[],1630162,,,1610612750,57,41,2024-04-06T03:22:33Z,3250000,False,,,0,,A. Edwards STEAL (2 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
326,PT11M23.00S,2024-04-06T03:22:35.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630162,5.206964520367937,50.245098039215684,1610612750,57,43,2024-04-06T03:22:51Z,3260000,False,-1.0,-4.0,1,left,A. Edwards running Layup (15 PTS),[1630162],1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,15.0,0.38,,,,,,,,,
327,PT11M09.00S,2024-04-06T03:22:52.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203994,94.30026281208936,52.94117647058824,1610612756,57,43,2024-04-06T03:25:10Z,3270000,False,15.0,1.0,1,right,MISS J. Nurkic driving Layup - blocked,"[203994, 203497]",1610612756.0,PHX,driving,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,1.47,,,,,,,,Gobert,203497.0
328,PT11M09.00S,2024-04-06T03:22:52.7Z,3,REGULAR,block,,[],203497,,,1610612756,57,43,2024-04-06T03:22:54Z,3280000,False,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
329,PT11M07.00S,2024-04-06T03:22:54.7Z,3,REGULAR,rebound,offensive,[],203994,,,1610612756,57,43,2024-04-06T03:25:10Z,3290000,False,,,0,,J. Nurkic REBOUND (Off:2 Def:5),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,327.0,7.0,5.0,2.0,,,,,
330,PT10M59.00S,2024-04-06T03:22:59.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,88.78120893561103,50.73529411764706,1610612756,57,43,2024-04-06T03:23:09Z,3300000,False,4.0,53.0,1,right,MISS J. Nurkic Layup - blocked,"[203994, 203497]",1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,5.31,,,,,,,,Gobert,203497.0
331,PT10M59.00S,2024-04-06T03:22:59.8Z,3,REGULAR,block,,[],203497,,,1610612756,57,43,2024-04-06T03:23:01Z,3310000,False,,,0,,R. Gobert BLOCK (2 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
332,PT10M58.00S,2024-04-06T03:23:00.8Z,3,REGULAR,rebound,offensive,[],203994,,,1610612756,57,43,2024-04-06T03:23:09Z,3320000,False,,,0,,J. Nurkic REBOUND (Off:3 Def:5),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,330.0,8.0,5.0,3.0,,,,,
333,PT10M58.00S,2024-04-06T03:23:06.3Z,3,REGULAR,foul,offensive,[],203994,,,1610612756,57,43,2024-04-06T03:23:17Z,3330000,False,,,0,,J. Nurkic offensive FOUL (3 PF),"[203994, 203497]",1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,101284.0,3.0,0.0,Gobert,203497.0,,,,,,,,,,,,
335,PT10M58.00S,2024-04-06T03:23:06.3Z,3,REGULAR,turnover,offensive foul,[],203994,,,1610612756,57,43,2024-04-06T03:23:06Z,3350000,False,,,0,,J. Nurkic offensive foul TURNOVER (3 TO),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,3.0,,,101284.0,,,,,,,,,,,,,,,,
