actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
16,PT10M19.00S,2023-12-03T02:12:26.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203994,7.703679369250986,50.0,1610612756,2,5,2023-12-03T02:12:32Z,160000,False,0.0,20.0,1,left,MISS J. Nurkic Layup,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,1.99,Missed,,,,,,,,,,,,,,,,
17,PT10M16.00S,2023-12-03T02:12:29.3Z,1,REGULAR,rebound,defensive,[],1629669,,,1610612763,2,5,2023-12-03T02:12:32Z,170000,False,,,0,,J. Nowell REBOUND (Off:0 Def:1),[1629669],1610612763.0,MEM,,,,Nowell,J. Nowell,,,,,Restricted Area,0-8 Center,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,
18,PT10M03.00S,2023-12-03T02:12:41.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202687,89.30683311432325,51.225490196078425,1610612763,2,5,2023-12-03T02:12:45Z,180000,False,6.0,48.0,1,right,MISS B. Biyombo Hook,[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),0-8 Center,,,4.84,Missed,,,,,,,,,,,,,,,,
19,PT10M01.00S,2023-12-03T02:12:43.4Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,2,5,2023-12-03T02:12:45Z,190000,False,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,
20,PT09M53.00S,2023-12-03T02:12:50.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,15.062417871222076,55.88235294117647,1610612756,2,5,2023-12-03T02:13:55Z,200000,False,-29.0,89.0,1,left,MISS D. Booker 9' fadeaway Shot,[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,,,9.38,Missed,,,,,,,,,,,,,,,,
21,PT09M52.00S,2023-12-03T02:12:51.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,2,5,2023-12-03T02:13:01Z,210000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,20.0,,,,,,,,,,,,,,
22,PT09M52.00S,2023-12-03T02:12:55.2Z,1,REGULAR,foul,personal,[],202687,,,1610612756,2,5,2023-12-03T02:13:07Z,220000,False,,,0,,B. Biyombo loose ball personal FOUL (1 PF),"[202687, 203994]",1610612763.0,MEM,loose ball,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,1179.0,,,,,,,,,,,,,,1.0,0.0,Nurkic,203994.0,,
24,PT09M40.00S,2023-12-03T02:13:27.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626164,8.09789750328515,63.48039215686274,1610612756,4,5,2023-12-03T02:13:34Z,240000,False,-67.0,24.0,1,left,D. Booker 7' fadeaway Jump Shot (2 PTS) (J. Nurkic 1 AST),"[1626164, 203994]",1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,7.14,Made,2.0,,,,,J. Nurkic,203994.0,1.0,,,,,,,,
26,PT09M26.00S,2023-12-03T02:13:41.7Z,1,REGULAR,turnover,lost ball,[],1628991,,,1610612763,4,5,2023-12-03T02:13:46Z,260000,False,,,0,,J. Jackson Jr. lost ball TURNOVER (1 TO),"[1628991, 1629006]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,16-24 Right Center,,1.0,,,,,,,,,,,Okogie,1629006.0,,,,,,
27,PT09M26.00S,2023-12-03T02:13:41.7Z,1,REGULAR,steal,,[],1629006,,,1610612756,4,5,2023-12-03T02:13:43Z,270000,False,,,0,,J. Okogie STEAL (1 STL),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
28,PT09M25.00S,2023-12-03T02:13:44.3Z,1,REGULAR,foul,personal,[],1628991,,,1610612756,4,5,2023-12-03T02:16:37Z,280000,False,,,0,,J. Jackson Jr. personal FOUL (1 PF),"[1628991, 1629006]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,1179.0,,,,,,,,,,,,,,1.0,0.0,Okogie,1629006.0,,
30,PT09M15.00S,2023-12-03T02:14:13.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626164,29.6484888304862,24.019607843137255,1610612756,4,5,2023-12-03T02:15:43Z,300000,False,130.0,226.0,1,left,MISS D. Booker 26' pullup 3PT - blocked,"[1626164, 1630217]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,,,26.08,Missed,,,,,,,,,,,,,,,Bane,1630217.0
31,PT09M15.00S,2023-12-03T02:14:13.3Z,1,REGULAR,block,,[],1630217,,,1610612756,4,5,2023-12-03T02:14:16Z,310000,False,,,0,,D. Bane BLOCK (1 BLK),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
32,PT09M10.00S,2023-12-03T02:14:18.3Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,4,5,2023-12-03T02:14:21Z,320000,False,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,,
33,PT09M08.00S,2023-12-03T02:14:21.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,93.11760840998686,49.50980392156863,1610612763,4,7,2023-12-03T02:14:27Z,330000,False,-2.0,12.0,1,right,D. Bane driving Layup (5 PTS),[1630217],1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,1.25,Made,5.0,,,,,,,,,,,,,,,
34,PT08M57.00S,2023-12-03T02:14:31.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629006,6.258212877792378,50.0,1610612756,6,7,2023-12-03T02:14:36Z,340000,False,0.0,6.0,1,left,J. Okogie driving Layup (2 PTS) (D. Booker 2 AST),"[1629006, 1626164]",1610612756.0,PHX,driving,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,,,0.63,Made,2.0,,,,,D. Booker,1626164.0,2.0,,,,,,,,
36,PT08M42.00S,2023-12-03T02:14:47.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,94.69448094612353,50.245098039215684,1610612763,6,9,2023-12-03T02:14:53Z,360000,False,1.0,-3.0,1,right,J. Jackson Jr. driving Layup (4 PTS),[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,0.29,Made,4.0,,,,,,,,,,,,,,,
37,PT08M20.00S,2023-12-03T02:15:08.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201142,3.7614980289093296,47.05882352941176,1610612756,6,9,2023-12-03T02:15:13Z,370000,False,15.0,-17.0,1,left,MISS K. Durant driving Layup,[201142],1610612756.0,PHX,driving,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,2.25,Missed,,,,,,,,,,,,,,,,
38,PT08M19.00S,2023-12-03T02:15:09.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,6,9,2023-12-03T02:15:13Z,380000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,37.0,,,,,,,,,,,,,,
40,PT08M16.00S,2023-12-03T02:15:40.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203994,4.681340341655716,94.36274509803921,1610612756,6,9,2023-12-03T02:15:45Z,400000,False,-222.0,-8.0,1,left,MISS J. Nurkic 3PT,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Left Corner 3,24+ Left,,,22.2,Missed,,,,,,,,,,,,,,,,
41,PT08M13.00S,2023-12-03T02:15:43.4Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,6,9,2023-12-03T02:15:45Z,410000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Left Corner 3,24+ Left,,,,,,40.0,2.0,2.0,0.0,,,,,,,,,,,
43,PT08M02.00S,2023-12-03T02:16:05.1Z,1,REGULAR,violation,kicked ball,[],1629006,,,1610612763,6,9,2023-12-03T02:16:16Z,430000,False,,,0,,J. Okogie kicked ball VIOLATION,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,1628951.0,,,,,,,,,,,,,,,,,,,
44,PT07M55.00S,2023-12-03T02:16:22.5Z,1,REGULAR,3pt,Jump Shot,[],1630217,72.35545335085413,19.11764705882353,1610612763,6,9,2023-12-03T02:18:52Z,440000,False,-154.0,207.0,1,right,MISS D. Bane 25' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,25.86,Missed,,,,,,,,,,,,,,,,
45,PT07M52.00S,2023-12-03T02:16:25.5Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,6,9,2023-12-03T02:16:28Z,450000,False,,,0,,D. Booker REBOUND (Off:0 Def:2),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,,,,,,44.0,2.0,2.0,0.0,,,,,,,,,,,
46,PT07M46.00S,2023-12-03T02:16:34.1Z,1,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612756,6,9,2023-12-03T02:16:42Z,460000,False,,,0,,J. Jackson Jr. shooting personal FOUL (2 PF) (Booker 2 FT),"[1628991, 1626164]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,200832.0,,,,,,,,,,,,,,2.0,0.0,Booker,1626164.0,,
48,PT07M46.00S,2023-12-03T02:16:56.5Z,1,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,7,9,2023-12-03T02:16:56Z,480000,False,,,0,,D. Booker Free Throw 1 of 2 (3 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
49,PT07M46.00S,2023-12-03T02:16:57.3Z,1,REGULAR,substitution,out,[],1628991,,,1610612756,7,9,2023-12-03T02:17:00Z,490000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M46.00S,2023-12-03T02:16:57.3Z,1,REGULAR,substitution,in,[],1630583,,,1610612756,7,9,2023-12-03T02:17:00Z,500000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M46.00S,2023-12-03T02:17:13.5Z,1,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,8,9,2023-12-03T02:17:13Z,510000,False,,,0,,D. Booker Free Throw 2 of 2 (4 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
52,PT07M30.00S,2023-12-03T02:17:30.6Z,1,REGULAR,3pt,Jump Shot,[],1629669,70.38436268068331,16.176470588235293,1610612763,8,9,2023-12-03T02:17:37Z,520000,False,-169.0,226.0,1,right,MISS J. Nowell 28' 3PT,[1629669],1610612763.0,MEM,,,,Nowell,J. Nowell,,,,,Above the Break 3,24+ Left Center,,,28.22,Missed,,,,,,,,,,,,,,,,
53,PT07M27.00S,2023-12-03T02:17:33.6Z,1,REGULAR,rebound,defensive,[],1629006,,,1610612756,8,9,2023-12-03T02:17:37Z,530000,False,,,0,,J. Okogie REBOUND (Off:0 Def:1),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Left Center,,,,,,52.0,1.0,1.0,0.0,,,,,,,,,,,
54,PT07M14.00S,2023-12-03T02:17:46.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203994,7.835085413929041,51.71568627450981,1610612756,8,9,2023-12-03T02:17:52Z,540000,False,-9.0,21.0,1,left,MISS J. Nurkic Hook,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,2.28,Missed,,,,,,,,,,,,,,,,
55,PT07M10.00S,2023-12-03T02:17:50.5Z,1,REGULAR,rebound,offensive,[],203994,,,1610612756,8,9,2023-12-03T02:17:52Z,550000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:0),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,54.0,1.0,0.0,1.0,,,,,,,,,,,
56,PT07M10.00S,2023-12-03T02:17:50.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203994,5.590000152587891,50.0,1610612756,10,9,2023-12-03T02:17:58Z,560000,False,0.0,0.0,1,left,J. Nurkic tip Layup (2 PTS),[203994],1610612756.0,PHX,tip,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,0.0,Made,2.0,,,,,,,,,,,,,,,
57,PT07M00.00S,2023-12-03T02:18:00.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629669,85.3646517739816,60.5392156862745,1610612763,10,9,2023-12-03T02:21:28Z,570000,False,53.0,85.0,1,right,MISS J. Nowell 10' pullup Shot,[1629669],1610612763.0,MEM,pullup,,,Nowell,J. Nowell,,,,,In The Paint (Non-RA),8-16 Center,,,10.01,Missed,,,,,,,,,,,,,,,,
58,PT06M59.00S,2023-12-03T02:18:01.3Z,1,REGULAR,rebound,offensive,[],202687,,,1610612763,10,9,2023-12-03T02:18:05Z,580000,False,,,0,,B. Biyombo REBOUND (Off:1 Def:0),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,57.0,1.0,0.0,1.0,,,,,,,,,,,
59,PT06M59.00S,2023-12-03T02:18:04.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202687,94.40999984741211,50.0,1610612763,10,11,2023-12-03T02:18:04Z,590000,False,0.0,0.0,1,right,B. Biyombo tip Layup (2 PTS),[202687],1610612763.0,MEM,tip,,,Biyombo,B. Biyombo,,,,,Mid-Range,8-16 Left,,,0.0,Made,2.0,,,,,,,,,,,,,,,
60,PT06M59.00S,2023-12-03T02:18:16.1Z,1,REGULAR,foul,technical,['1freethrow'],1629669,,,1610612756,10,11,2023-12-03T02:21:37Z,600000,False,,,0,,J. Nowell flopping technical FOUL (1 Tech),[1629669],1610612763.0,MEM,flopping,,,Nowell,J. Nowell,,,,,,,1179.0,,,,,,,,,,,,,,0.0,1.0,,,,
61,PT06M59.00S,2023-12-03T02:18:42.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,10,11,2023-12-03T02:18:42Z,610000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M59.00S,2023-12-03T02:21:29.3Z,1,REGULAR,substitution,out,[],1629669,,,1610612756,10,11,2023-12-03T02:21:36Z,620000,False,,,0,,SUB out: J. Nowell,[1629669],1610612763.0,MEM,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M59.00S,2023-12-03T02:21:29.3Z,1,REGULAR,substitution,in,[],1629723,,,1610612756,10,11,2023-12-03T02:21:36Z,630000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M59.00S,2023-12-03T02:21:45.5Z,1,REGULAR,freethrow,1 of 1,[],1626164,,,1610612756,11,11,2023-12-03T02:21:45Z,640000,False,,,0,,D. Booker technical Free Throw 1 of 1 (5 PTS),[1626164],1610612756.0,PHX,technical,,,Booker,D. Booker,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
65,PT06M41.00S,2023-12-03T02:22:12.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203994,6.389618922470433,50.73529411764706,1610612756,13,11,2023-12-03T02:22:17Z,650000,False,-4.0,8.0,1,left,J. Nurkic driving Hook (4 PTS) (G. Allen 1 AST),"[203994, 1628960]",1610612756.0,PHX,driving,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,0.85,Made,4.0,,,,,G. Allen,1628960.0,1.0,,,,,,,,
67,PT06M24.00S,2023-12-03T02:22:29.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631223,94.03745072273325,55.392156862745104,1610612763,13,11,2023-12-03T02:22:34Z,670000,False,27.0,4.0,1,right,MISS D. Roddy driving Layup,[1631223],1610612763.0,MEM,driving,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,,,2.72,Missed,,,,,,,,,,,,,,,,
69,PT06M20.00S,2023-12-03T02:22:33.6Z,1,REGULAR,rebound,offensive,[],1629723,,,1610612763,13,11,2023-12-03T02:22:34Z,690000,False,,,0,,J. Konchar REBOUND (Off:1 Def:0),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,,,,,,67.0,1.0,0.0,1.0,,,,,,,,,,,
70,PT06M20.00S,2023-12-03T02:22:34.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630583,66.96780551905388,33.33333333333333,1610612763,13,11,2023-12-03T02:22:40Z,700000,False,-83.0,258.0,1,right,MISS S. Aldama 27' 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Center,,,27.11,Missed,,,,,,,,,,,,,,,,
71,PT06M17.00S,2023-12-03T02:22:36.4Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,13,11,2023-12-03T02:22:36Z,710000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:1),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Center,,,,,,70.0,2.0,1.0,1.0,,,,,,,,,,,
120,PT06M10.00S,2023-12-03T02:22:52.0Z,1,REGULAR,foul,personal,['2freethrow'],1630583,,,1610612756,13,11,2023-12-03T02:48:02Z,712500,False,,,0,,S. Aldama shooting personal FOUL (1 PF) (Durant 2 FT),"[1630583, 201142]",1610612763.0,MEM,shooting,,,Aldama,S. Aldama,,,,,Mid-Range,8-16 Left,1628951.0,,,,,,,,,,,,,,1.0,0.0,Durant,201142.0,,
74,PT06M10.00S,2023-12-03T02:23:09.8Z,1,REGULAR,freethrow,1 of 2,[],201142,,,1610612756,13,11,2023-12-03T02:49:25Z,715000,False,,,0,,MISS K. Durant Free Throw 1 of 2,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
75,PT06M10.00S,2023-12-03T02:23:09.8Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612756,13,11,2023-12-03T02:24:07Z,717500,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,
235,PT06M10.00S,2023-12-03T02:23:25.9Z,1,REGULAR,substitution,out,[],1626164,,,1610612756,13,11,2023-12-03T02:48:32Z,718125,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M10.00S,2023-12-03T02:23:25.9Z,1,REGULAR,substitution,in,[],1630692,,,1610612756,13,11,2023-12-03T02:48:32Z,718437,False,,,0,,SUB in: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M10.00S,2023-12-03T02:23:09.8Z,1,REGULAR,freethrow,2 of 2,[],201142,,,1610612756,14,11,2023-12-03T02:49:25Z,718750,False,,,0,,K. Durant Free Throw 2 of 2 (3 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
79,PT05M58.00S,2023-12-03T02:23:42.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202687,87.86136662286465,50.0,1610612763,14,11,2023-12-03T02:23:51Z,790000,False,0.0,62.0,1,right,MISS B. Biyombo 6' Hook,[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),0-8 Center,,,6.16,Missed,,,,,,,,,,,,,,,,
80,PT05M55.00S,2023-12-03T02:23:45.0Z,1,REGULAR,rebound,defensive,[],1630692,,,1610612756,14,11,2023-12-03T02:23:51Z,800000,False,,,0,,J. Goodwin REBOUND (Off:0 Def:1),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,79.0,1.0,1.0,0.0,,,,,,,,,,,
81,PT05M46.00S,2023-12-03T02:23:53.5Z,1,REGULAR,3pt,Jump Shot,[],201142,30.042706964520367,17.401960784313726,1610612756,14,11,2023-12-03T02:33:46Z,810000,False,163.0,230.0,1,left,MISS K. Durant 28' pullup 3PT,[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,28.18,Missed,,,,,,,,,,,,,,,,
82,PT05M43.00S,2023-12-03T02:23:56.5Z,1,REGULAR,rebound,defensive,[],202687,,,1610612763,14,11,2023-12-03T02:23:59Z,820000,False,,,0,,B. Biyombo REBOUND (Off:1 Def:1),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,Above the Break 3,24+ Right Center,,,,,,81.0,2.0,1.0,1.0,,,,,,,,,,,
