actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
26,PT09M53.00S,2026-04-11T01:46:31.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,14.799605781865965,53.92156862745098,1610612745,4,5,2026-04-11T01:46:53Z,260000,False,-20.0,87.0,1,left,A. Sengun 8' driving Hook (2 PTS),[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,8.88,Made,,,,,,,2.0,,,,,,,,,,,
27,PT09M43.00S,2026-04-11T01:46:40.4Z,1,REGULAR,3pt,Jump Shot,[],1628978,69.20170827858082,85.04901960784314,1610612750,4,8,2026-04-11T01:47:10Z,270000,False,175.0,237.0,1,right,D. DiVincenzo 29' 3PT pullup (3 PTS) (J. McDaniels 1 AST),"[1628978, 1630183]",1610612750.0,MIN,pullup,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,29.47,Made,,,,,,,3.0,,,,,,,,,J. McDaniels,1630183.0,1.0
29,PT09M34.00S,2026-04-11T01:46:50.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,12.434296977660972,39.21568627450981,1610612745,4,8,2026-04-11T01:47:07Z,290000,False,54.0,64.0,1,left,MISS A. Thompson 8' driving floating Shot - blocked,"[1641708, 1642866]",1610612745.0,HOU,driving floating,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Right,8.4,Missed,,,,,Beringer,1642866.0,,,,,,,,,,,,
30,PT09M34.00S,2026-04-11T01:46:50.3Z,1,REGULAR,block,,[],1642866,,,1610612745,4,8,2026-04-11T01:46:52Z,300000,False,,,0,,J. Beringer BLOCK (1 BLK),[1642866],1610612750.0,MIN,,,,Beringer,J. Beringer,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
31,PT09M34.00S,2026-04-11T01:46:50.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,4,8,2026-04-11T01:47:07Z,310000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,29.0,,,,,,,,,,,,,,,,,
33,PT09M26.00S,2026-04-11T01:47:10.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],201142,22.683968462549277,54.90196078431373,1610612745,4,8,2026-04-11T01:47:16Z,330000,False,-25.0,161.0,1,left,MISS K. Durant 16' pullup Shot - blocked,"[201142, 1630183]",1610612745.0,HOU,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Center,16.26,Missed,,,,,McDaniels,1630183.0,,,,,,,,,,,,
34,PT09M26.00S,2026-04-11T01:47:10.4Z,1,REGULAR,block,,[],1630183,,,1610612745,4,8,2026-04-11T01:47:12Z,340000,False,,,0,,J. McDaniels BLOCK (1 BLK),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
35,PT09M24.00S,2026-04-11T01:47:12.4Z,1,REGULAR,rebound,defensive,[],203937,,,1610612750,4,8,2026-04-11T01:47:16Z,350000,False,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,16-24 Center,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,
36,PT09M15.00S,2026-04-11T01:47:21.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,89.43823915900131,63.970588235294116,1610612750,4,10,2026-04-11T01:47:27Z,360000,False,70.0,47.0,1,right,J. McDaniels 8' driving finger roll Layup (4 PTS) (K. Anderson 1 AST),"[1630183, 203937]",1610612750.0,MIN,driving finger roll,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Right,8.41,Made,,,,,,,4.0,,,,,,,,,K. Anderson,203937.0,1.0
38,PT08M57.00S,2026-04-11T01:47:39.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,14.536793692509855,49.26470588235294,1610612745,6,10,2026-04-11T01:48:38Z,380000,False,4.0,84.0,1,left,A. Sengun 8' driving Hook (4 PTS),[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,8.42,Made,,,,,,,4.0,,,,,,,,,,,
39,PT08M38.00S,2026-04-11T01:47:58.2Z,1,REGULAR,3pt,Jump Shot,[],1630162,64.86530880420499,26.47058823529412,1610612750,6,10,2026-04-11T01:48:05Z,390000,False,-118.0,278.0,1,right,MISS A. Edwards 30' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,30.17,Missed,,,,,,,,,,,,,,,,,,
40,PT08M38.00S,2026-04-11T01:47:58.2Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,6,10,2026-04-11T01:48:05Z,400000,False,,,0,,A. Thompson REBOUND (Off:0 Def:2),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,39.0,2.0,2.0,0.0,,,,,,,,,,,,,,
41,PT08M33.00S,2026-04-11T01:48:03.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",201142,7.5722733245729295,50.98039215686274,1610612745,8,10,2026-04-11T01:48:10Z,410000,False,-5.0,19.0,1,left,K. Durant running DUNK (4 PTS) (A. Thompson 1 AST),"[201142, 1641708]",1610612745.0,HOU,running,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,1.93,Made,,,,,,,4.0,,,,,,,,,A. Thompson,1641708.0,1.0
43,PT08M23.00S,2026-04-11T01:48:12.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,80.23981603153744,51.71568627450981,1610612750,8,12,2026-04-11T01:48:17Z,430000,False,9.0,133.0,1,right,K. Anderson 13' pullup Jump Shot (2 PTS),[203937],1610612750.0,MIN,pullup,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,13.35,Made,,,,,,,2.0,,,,,,,,,,,
44,PT08M05.00S,2026-04-11T01:48:31.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641708,6.389618922470433,47.549019607843135,1610612745,10,12,2026-04-11T01:49:35Z,440000,False,12.0,8.0,1,left,A. Thompson cutting DUNK (2 PTS) (A. Sengun 1 AST),"[1641708, 1630578]",1610612745.0,HOU,cutting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,1.45,Made,,,,,,,2.0,,,,,,,,,A. Sengun,1630578.0,1.0
47,PT07M50.00S,2026-04-11T01:48:54.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,82.21090670170827,51.9607843137255,1610612750,10,12,2026-04-11T01:48:58Z,470000,False,10.0,115.0,1,right,MISS J. McDaniels 11' pullup Shot - blocked,"[1630183, 1629006]",1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,11.51,Missed,,,,,Okogie,1629006.0,,,,,,,,,,,,
48,PT07M50.00S,2026-04-11T01:48:54.4Z,1,REGULAR,block,,[],1629006,,,1610612750,10,12,2026-04-11T01:48:56Z,480000,False,,,0,,J. Okogie BLOCK (1 BLK),[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
49,PT07M47.00S,2026-04-11T01:48:57.4Z,1,REGULAR,rebound,defensive,[],201142,,,1610612745,10,12,2026-04-11T01:48:58Z,490000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,,,
51,PT07M44.00S,2026-04-11T01:49:08.9Z,1,REGULAR,foul,personal,['2freethrow'],1628978,,,1610612745,10,12,2026-04-11T02:00:32Z,510000,False,,,0,,D. DiVincenzo shooting personal FOUL (1 PF) (Okogie 2 FT),"[1628978, 1629006]",1610612750.0,MIN,shooting,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,,,,,1629178.0,1.0,0.0,Okogie,1629006.0,,,,,,
53,PT07M44.00S,2026-04-11T01:49:29.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629006,,,1610612745,11,12,2026-04-11T01:49:29Z,530000,False,,,0,,J. Okogie Free Throw 1 of 2 (1 PTS),[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
54,PT07M44.00S,2026-04-11T01:49:46.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629006,,,1610612745,12,12,2026-04-11T01:49:46Z,540000,False,,,0,,J. Okogie Free Throw 2 of 2 (2 PTS),[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
55,PT07M29.00S,2026-04-11T01:50:04.3Z,1,REGULAR,3pt,Jump Shot,[],1628978,77.4802890932983,10.049019607843137,1610612750,12,12,2026-04-11T01:50:09Z,550000,False,-200.0,159.0,1,right,MISS D. DiVincenzo 25' 3PT,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,25.55,Missed,,,,,,,,,,,,,,,,,,
56,PT07M27.00S,2026-04-11T01:50:06.3Z,1,REGULAR,rebound,offensive,[],203937,,,1610612750,12,12,2026-04-11T01:50:09Z,560000,False,,,0,,K. Anderson REBOUND (Off:1 Def:1),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Left Center,,,55.0,2.0,1.0,1.0,,,,,,,,,,,,,,
57,PT07M25.00S,2026-04-11T01:50:07.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203937,94.03745072273325,49.26470588235294,1610612750,12,12,2026-04-11T01:52:04Z,570000,False,-4.0,4.0,1,right,MISS K. Anderson putback Layup,[203937],1610612750.0,MIN,putback,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,0.51,Missed,,,,,,,,,,,,,,,,,,
58,PT07M24.00S,2026-04-11T01:50:09.0Z,1,REGULAR,rebound,defensive,[],201142,,,1610612745,12,12,2026-04-11T01:50:09Z,580000,False,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,57.0,2.0,2.0,0.0,,,,,,,,,,,,,,
59,PT07M19.00S,2026-04-11T01:50:14.5Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1641708,8.09789750328515,53.431372549019606,1610612745,14,12,2026-04-11T01:50:34Z,590000,False,-17.0,24.0,1,left,A. Thompson running DUNK (4 PTS) (A. Sengun 2 AST),"[1641708, 1630578]",1610612745.0,HOU,running,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,2.92,Made,,,,,,,4.0,,,,,,,,,A. Sengun,1630578.0,2.0
61,PT06M59.00S,2026-04-11T01:50:33.9Z,1,REGULAR,3pt,Jump Shot,[],1630162,78.9257555847569,7.352941176470589,1610612750,14,12,2026-04-11T01:50:39Z,610000,False,-213.0,146.0,1,right,MISS A. Edwards 25' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,25.82,Missed,,,,,,,,,,,,,,,,,,
62,PT06M58.00S,2026-04-11T01:50:34.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,14,12,2026-04-11T01:50:39Z,620000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Left Center,,,61.0,,,,,,,,,,,,,,,,,
64,PT06M58.00S,2026-04-11T01:50:43.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,14,12,2026-04-11T01:50:43Z,640000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M58.00S,2026-04-11T01:53:53.2Z,1,REGULAR,substitution,out,[],1629006,,,1610612745,14,12,2026-04-11T01:54:13Z,650000,False,,,0,,SUB out: J. Okogie,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M58.00S,2026-04-11T01:53:53.2Z,1,REGULAR,substitution,out,[],203937,,,1610612745,14,12,2026-04-11T01:54:13Z,660000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M58.00S,2026-04-11T01:53:53.2Z,1,REGULAR,substitution,in,[],1631106,,,1610612745,14,12,2026-04-11T01:54:13Z,670000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M58.00S,2026-04-11T01:53:53.2Z,1,REGULAR,substitution,in,[],1630545,,,1610612745,14,12,2026-04-11T01:54:13Z,680000,False,,,0,,SUB in: T. Shannon Jr.,[1630545],1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M42.00S,2026-04-11T01:54:31.7Z,1,REGULAR,turnover,traveling,[],1630578,,,1610612745,14,12,2026-04-11T01:54:40Z,690000,False,,,0,,A. Sengun traveling TURNOVER (1 TO),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,,202049.0,,,,,1.0,,,,,
70,PT06M33.00S,2026-04-11T01:54:49.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1642866,90.48948751642575,53.67647058823529,1610612750,14,14,2026-04-11T01:54:54Z,700000,False,18.0,37.0,1,right,J. Beringer driving DUNK (4 PTS) (A. Edwards 1 AST),"[1642866, 1630162]",1610612750.0,MIN,driving,,,Beringer,J. Beringer,,,,,Restricted Area,0-8 Center,4.12,Made,,,,,,,4.0,,,,,,,,,A. Edwards,1630162.0,1.0
72,PT06M19.00S,2026-04-11T01:55:02.6Z,1,REGULAR,3pt,Jump Shot,[],1631095,22.28975032851511,12.254901960784313,1610612745,14,14,2026-04-11T01:55:10Z,720000,False,189.0,157.0,1,left,MISS J. Smith Jr. 24' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,24.55,Missed,,,,,,,,,,,,,,,,,,
73,PT06M17.00S,2026-04-11T01:55:04.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,14,14,2026-04-11T01:55:10Z,730000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Right Center,,,72.0,,,,,,,,,,,,,,,,,
75,PT06M17.00S,2026-04-11T01:55:08.9Z,1,REGULAR,substitution,out,[],1630578,,,1610612745,14,14,2026-04-11T01:55:13Z,750000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M17.00S,2026-04-11T01:55:08.9Z,1,REGULAR,substitution,in,[],203991,,,1610612745,14,14,2026-04-11T01:55:13Z,760000,False,,,0,,SUB in: C. Capela,[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M17.00S,2026-04-11T01:55:08.9Z,1,REGULAR,substitution,out,[],1630162,,,1610612745,14,14,2026-04-11T01:55:26Z,770000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M17.00S,2026-04-11T01:55:08.9Z,1,REGULAR,substitution,in,[],1630245,,,1610612745,14,14,2026-04-11T01:55:26Z,780000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612750.0,MIN,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M09.00S,2026-04-11T01:55:34.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201142,16.770696452036795,41.17647058823529,1610612745,16,14,2026-04-11T01:55:39Z,790000,False,44.0,105.0,1,left,K. Durant 11' turnaround fadeaway Jump Shot (6 PTS),[201142],1610612745.0,HOU,turnaround fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,11.4,Made,,,,,,,6.0,,,,,,,,,,,
80,PT05M58.00S,2026-04-11T01:55:45.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628978,91.93495400788436,55.63725490196079,1610612750,16,14,2026-04-11T01:55:50Z,800000,False,28.0,23.0,1,right,MISS D. DiVincenzo driving Layup,[1628978],1610612750.0,MIN,driving,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,3.66,Missed,,,,,,,,,,,,,,,,,,
81,PT05M56.00S,2026-04-11T01:55:47.3Z,1,REGULAR,rebound,offensive,[],1642866,,,1610612750,16,14,2026-04-11T01:55:50Z,810000,False,,,0,,J. Beringer REBOUND (Off:1 Def:0),[1642866],1610612750.0,MIN,,,,Beringer,J. Beringer,,,,,Restricted Area,0-8 Center,,,80.0,1.0,0.0,1.0,,,,,,,,,,,,,,
82,PT05M56.00S,2026-04-11T01:55:48.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642866,94.40999984741211,50.0,1610612750,16,16,2026-04-11T01:55:48Z,820000,False,0.0,0.0,1,right,J. Beringer tip Layup (6 PTS),[1642866],1610612750.0,MIN,tip,,,Beringer,J. Beringer,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,6.0,,,,,,,,,,,
83,PT05M45.00S,2026-04-11T01:55:59.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,14.011169513797633,48.529411764705884,1610612745,18,16,2026-04-11T01:56:03Z,830000,False,7.0,79.0,1,left,A. Thompson 7' fadeaway Jump Shot (6 PTS),[1641708],1610612745.0,HOU,fadeaway,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,7.95,Made,,,,,,,6.0,,,,,,,,,,,
84,PT05M31.00S,2026-04-11T01:56:12.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,92.59198423127464,47.30392156862745,1610612750,18,16,2026-04-11T01:56:17Z,840000,False,-13.0,17.0,1,right,MISS J. McDaniels driving finger roll Layup,[1630183],1610612750.0,MIN,driving finger roll,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,2.18,Missed,,,,,,,,,,,,,,,,,,
