actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
17,PT10M39.00S,2025-12-06T01:13:27.9Z,1,REGULAR,foul,personal,[],1631095,,,1610612756,2,2,2025-12-06T01:13:39Z,170000,False,,,0,,J. Smith Jr. personal FOUL (1 PF),"[1631095, 1628960]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,203591.0,1.0,0.0,Allen,1628960.0,,
20,PT10M22.00S,2025-12-06T01:13:57.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628960,4.812746386333772,68.13725490196079,1610612756,2,4,2025-12-06T01:14:02Z,190000,False,-91.0,-7.0,1,left,G. Allen 9' pullup Jump Shot (2 PTS) (D. Brooks 1 AST),"[1628960, 1628415]",1610612756.0,PHX,pullup,,,Allen,G. Allen,,,,,Mid-Range,8-16 Left,9.1,Made,2.0,,,,,D. Brooks,1628415.0,1.0,,,,,,,,,,
21,PT10M02.00S,2025-12-06T01:14:17.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629006,92.32917214191852,57.107843137254896,1610612745,4,4,2025-12-06T01:14:24Z,200000,False,36.0,20.0,1,right,J. Okogie driving finger roll Layup (4 PTS) (K. Durant 1 AST),"[1629006, 201142]",1610612745.0,HOU,driving finger roll,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,4.06,Made,4.0,,,,,K. Durant,201142.0,1.0,,,,,,,,,,
23,PT09M48.00S,2025-12-06T01:14:32.7Z,1,REGULAR,3pt,Jump Shot,[],1631221,27.808804204993432,16.666666666666664,1610612756,4,4,2025-12-06T01:14:39Z,220000,False,167.0,209.0,1,left,MISS C. Gillespie 26' 3PT,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Right Center,26.73,Missed,,,,,,,,,,,,,,,,,,
24,PT09M46.00S,2025-12-06T01:14:34.7Z,1,REGULAR,rebound,offensive,[],1631109,,,1610612756,4,4,2025-12-06T01:14:39Z,230000,False,,,0,,M. Williams REBOUND (Off:1 Def:0),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Right Center,,,,23.0,,,,,,,1.0,0.0,1.0,,,,,,,
25,PT09M41.00S,2025-12-06T01:14:38.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626220,31.35676741130092,75.73529411764706,1610612756,4,4,2025-12-06T01:14:42Z,240000,False,-129.0,242.0,1,left,MISS R. O'Neale 27' 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,27.44,Missed,,,,,,,,,,,,,,,,,,
26,PT09M38.00S,2025-12-06T01:14:41.1Z,1,REGULAR,rebound,defensive,[],201142,,,1610612745,4,4,2025-12-06T01:24:04Z,250000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,25.0,,,,,,,1.0,1.0,0.0,,,,,,,
27,PT09M34.00S,2025-12-06T01:14:46.5Z,1,REGULAR,turnover,lost ball,[],201142,,,1610612745,4,4,2025-12-06T01:14:50Z,260000,False,,,0,,K. Durant lost ball TURNOVER (1 TO),"[201142, 1628960]",1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,,,1.0,Allen,1628960.0,,,,,,,,,,,,,
28,PT09M34.00S,2025-12-06T01:14:46.5Z,1,REGULAR,steal,,[],1628960,,,1610612756,4,4,2025-12-06T01:14:48Z,270000,False,,,0,,G. Allen STEAL (1 STL),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
29,PT09M29.00S,2025-12-06T01:14:51.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628960,32.40801576872536,71.32352941176471,1610612756,4,4,2025-12-06T01:14:57Z,280000,False,-107.0,252.0,1,left,MISS G. Allen 27' running pullup 3PT,[1628960],1610612756.0,PHX,running pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,27.37,Missed,,,,,,,,,,,,,,,,,,
30,PT09M27.00S,2025-12-06T01:14:53.5Z,1,REGULAR,rebound,defensive,[],1629006,,,1610612745,4,4,2025-12-06T01:14:53Z,290000,False,,,0,,J. Okogie REBOUND (Off:0 Def:1),[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Left Center,,,,29.0,,,,,,,1.0,1.0,0.0,,,,,,,
31,PT09M24.00S,2025-12-06T01:14:59.1Z,1,REGULAR,foul,personal,['2freethrow'],1628960,,,1610612745,4,4,2025-12-06T01:15:19Z,300000,False,,,0,,G. Allen shooting personal FOUL (1 PF) (Durant 2 FT),"[1628960, 201142]",1610612756.0,PHX,shooting,,,Allen,G. Allen,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,1627962.0,1.0,0.0,Durant,201142.0,,
33,PT09M24.00S,2025-12-06T01:15:27.0Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],201142,,,1610612745,5,4,2025-12-06T01:15:27Z,320000,False,,,0,,K. Durant Free Throw 1 of 2 (1 PTS),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
34,PT09M24.00S,2025-12-06T01:15:48.6Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],201142,,,1610612745,6,4,2025-12-06T01:15:48Z,330000,False,,,0,,K. Durant Free Throw 2 of 2 (2 PTS),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
35,PT09M10.00S,2025-12-06T01:16:07.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631109,14.14257555847569,41.911764705882355,1610612756,6,4,2025-12-06T01:16:18Z,340000,False,40.0,80.0,1,left,MISS M. Williams 9' driving floating Shot,[1631109],1610612756.0,PHX,driving floating,,,Williams,M. Williams,,,,,In The Paint (Non-RA),8-16 Center,9.0,Missed,,,,,,,,,,,,,,,,,,
36,PT09M07.00S,2025-12-06T01:16:10.8Z,1,REGULAR,rebound,offensive,[],1631109,,,1610612756,6,4,2025-12-06T01:16:18Z,350000,False,,,0,,M. Williams REBOUND (Off:2 Def:0),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,35.0,,,,,,,2.0,0.0,2.0,,,,,,,
37,PT09M07.00S,2025-12-06T01:16:10.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631109,6.915243101182654,49.26470588235294,1610612756,6,6,2025-12-06T01:16:21Z,360000,False,4.0,13.0,1,left,M. Williams putback Layup (2 PTS),[1631109],1610612756.0,PHX,putback,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,1.3,Made,2.0,,,,,,,,,,,,,,,,,
38,PT08M55.00S,2025-12-06T01:16:22.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,89.96386333771353,51.225490196078425,1610612745,8,6,2025-12-06T01:16:27Z,370000,False,6.0,42.0,1,right,A. Thompson driving finger roll Layup (2 PTS),[1641708],1610612745.0,HOU,driving finger roll,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,4.22,Made,2.0,,,,,,,,,,,,,,,,,
39,PT08M37.00S,2025-12-06T01:16:39.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631109,15.193823915900131,49.754901960784316,1610612756,8,8,2025-12-06T01:16:45Z,380000,False,1.0,90.0,1,left,M. Williams 9' turnaround Hook (4 PTS),[1631109],1610612756.0,PHX,turnaround,,,Williams,M. Williams,,,,,In The Paint (Non-RA),8-16 Center,9.03,Made,4.0,,,,,,,,,,,,,,,,,
40,PT08M21.00S,2025-12-06T01:16:58.5Z,1,REGULAR,turnover,out-of-bounds,[],1641708,,,1610612745,8,8,2025-12-06T01:20:17Z,390000,False,,,0,,A. Thompson bad pass out-of-bounds TURNOVER (2 TO),[1641708],1610612745.0,HOU,bad pass,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Left,,,,,2.0,,,,,,,,,203591.0,,,,,,
42,PT08M01.00S,2025-12-06T01:17:32.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631221,26.231931668856767,17.401960784313726,1610612756,8,8,2025-12-06T01:24:48Z,410000,False,163.0,194.0,1,left,MISS C. Gillespie 25' pullup 3PT,[1631221],1610612756.0,PHX,pullup,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Right Center,25.35,Missed,,,,,,,,,,,,,,,,,,
43,PT07M59.00S,2025-12-06T01:17:34.0Z,1,REGULAR,rebound,defensive,[],203500,,,1610612745,8,8,2025-12-06T01:17:37Z,420000,False,,,0,,S. Adams REBOUND (Off:0 Def:2),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Right Center,,,,42.0,,,,,,,2.0,2.0,0.0,,,,,,,
44,PT07M49.00S,2025-12-06T01:17:43.6Z,1,REGULAR,3pt,Jump Shot,[],1631095,74.58935611038108,12.990196078431374,1610612745,8,8,2025-12-06T01:17:49Z,430000,False,-185.0,186.0,1,right,MISS J. Smith Jr. 26' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,26.26,Missed,,,,,,,,,,,,,,,,,,
45,PT07M47.00S,2025-12-06T01:17:45.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,8,8,2025-12-06T01:18:03Z,440000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Left Center,,,,44.0,,,,,,,,,,,,,,,,
47,PT07M39.00S,2025-12-06T01:18:18.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],201142,92.85479632063075,69.6078431372549,1610612745,8,8,2025-12-06T01:18:24Z,460000,False,98.0,15.0,1,right,MISS K. Durant 9' fadeaway Shot,[201142],1610612745.0,HOU,fadeaway,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,9.91,Missed,,,,,,,,,,,,,,,,,,
48,PT07M36.00S,2025-12-06T01:18:21.0Z,1,REGULAR,rebound,offensive,[],203500,,,1610612745,8,8,2025-12-06T01:18:24Z,470000,False,,,0,,S. Adams REBOUND (Off:1 Def:2),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,Mid-Range,8-16 Right,,,,47.0,,,,,,,3.0,2.0,1.0,,,,,,,
49,PT07M30.00S,2025-12-06T01:18:26.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631095,89.70105124835742,53.92156862745098,1610612745,10,8,2025-12-06T01:18:32Z,480000,False,20.0,44.0,1,right,J. Smith Jr. driving finger roll Layup (2 PTS) (S. Adams 1 AST),"[1631095, 203500]",1610612745.0,HOU,driving finger roll,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.84,Made,2.0,,,,,S. Adams,203500.0,1.0,,,,,,,,,,
51,PT07M23.00S,2025-12-06T01:18:33.3Z,1,REGULAR,3pt,Jump Shot,[],1628960,27.283180026281208,83.33333333333334,1610612756,10,8,2025-12-06T01:26:16Z,500000,False,-167.0,204.0,1,left,MISS G. Allen 26' pullup 3PT - blocked,"[1628960, 1629006]",1610612756.0,PHX,pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,26.34,Missed,,,,,,,,,,,,,,,,,Okogie,1629006.0
52,PT07M23.00S,2025-12-06T01:18:33.3Z,1,REGULAR,block,,[],1629006,,,1610612756,10,8,2025-12-06T01:18:36Z,510000,False,,,0,,J. Okogie BLOCK (1 BLK),[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
53,PT07M22.00S,2025-12-06T01:18:34.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,10,8,2025-12-06T01:18:47Z,520000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Left Center,,,,51.0,,,,,,,,,,,,,,,,
54,PT07M22.00S,2025-12-06T01:18:40.1Z,1,REGULAR,foul,personal,[],1628960,,,1610612745,10,8,2025-12-06T01:18:45Z,530000,False,,,0,,G. Allen loose ball personal FOUL (2 PF),"[1628960, 203500]",1610612756.0,PHX,loose ball,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2002.0,2.0,0.0,Adams,203500.0,,
56,PT07M06.00S,2025-12-06T01:19:08.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,83.78777923784494,35.049019607843135,1610612745,10,8,2025-12-06T01:19:13Z,550000,False,-75.0,100.0,1,right,MISS A. Thompson 12' pullup Shot,[1641708],1610612745.0,HOU,pullup,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Left,12.48,Missed,,,,,,,,,,,,,,,,,,
57,PT07M03.00S,2025-12-06T01:19:11.7Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612756,10,8,2025-12-06T01:19:13Z,560000,False,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),8-16 Left,,,,56.0,,,,,,,1.0,1.0,0.0,,,,,,,
58,PT06M57.00S,2025-12-06T01:19:17.7Z,1,REGULAR,3pt,Jump Shot,[],1626220,34.510512483574246,64.95098039215686,1610612756,10,8,2025-12-06T01:28:13Z,570000,False,-75.0,272.0,1,left,MISS R. O'Neale 28' pullup 3PT,[1626220],1610612756.0,PHX,pullup,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,28.2,Missed,,,,,,,,,,,,,,,,,,
59,PT06M55.00S,2025-12-06T01:19:19.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,10,8,2025-12-06T01:19:26Z,580000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Center,,,,58.0,,,,,,,,,,,,,,,,
60,PT06M55.00S,2025-12-06T01:19:26.4Z,1,REGULAR,foul,personal,[],1631221,,,1610612745,10,8,2025-12-06T01:19:42Z,590000,False,,,0,,C. Gillespie loose ball personal FOUL (1 PF),"[1631221, 1629006]",1610612756.0,PHX,loose ball,,,Gillespie,C. Gillespie,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,1627962.0,1.0,0.0,Okogie,1629006.0,,
62,PT06M55.00S,2025-12-06T01:19:50.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,10,8,2025-12-06T01:19:50Z,610000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M55.00S,2025-12-06T01:21:45.5Z,1,REGULAR,substitution,out,[],1631221,,,1610612745,10,8,2025-12-06T01:22:22Z,620000,False,,,0,,SUB out: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M55.00S,2025-12-06T01:21:45.5Z,1,REGULAR,substitution,in,[],1642346,,,1610612745,10,8,2025-12-06T01:22:22Z,630000,False,,,0,,SUB in: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M43.00S,2025-12-06T01:22:42.1Z,1,REGULAR,2pt,Jump Shot,[],1631095,74.85216819973719,51.9607843137255,1610612745,10,8,2025-12-06T01:22:50Z,640000,False,10.0,184.0,1,right,MISS J. Smith Jr. 18' pullup Shot,[1631095],1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Center,18.42,Missed,,,,,,,,,,,,,,,,,,
67,PT06M37.00S,2025-12-06T01:22:48.1Z,1,REGULAR,rebound,offensive,[],203500,,,1610612745,10,8,2025-12-06T01:22:50Z,650000,False,,,0,,S. Adams REBOUND (Off:2 Def:2),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,Mid-Range,16-24 Center,,,,66.0,,,,,,,4.0,2.0,2.0,,,,,,,
68,PT06M37.00S,2025-12-06T01:22:48.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203500,94.40999984741211,50.0,1610612745,10,8,2025-12-06T01:22:48Z,660000,False,0.0,0.0,1,right,MISS S. Adams tip DUNK,[203500],1610612745.0,HOU,tip,,,Adams,S. Adams,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
69,PT06M35.00S,2025-12-06T01:22:49.8Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612756,10,8,2025-12-06T01:22:49Z,670000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Mid-Range,8-16 Left,,,,68.0,,,,,,,1.0,1.0,0.0,,,,,,,
70,PT06M31.00S,2025-12-06T01:22:57.0Z,1,REGULAR,foul,personal,['2freethrow'],1631095,,,1610612756,10,8,2025-12-06T01:23:02Z,680000,False,,,0,,J. Smith Jr. shooting personal FOUL (2 PF) (Allen 2 FT),"[1631095, 1628960]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2002.0,2.0,0.0,Allen,1628960.0,,
72,PT06M31.00S,2025-12-06T01:23:25.3Z,1,REGULAR,freethrow,1 of 2,[],1628960,,,1610612756,10,9,2025-12-06T01:23:25Z,700000,False,,,0,,G. Allen Free Throw 1 of 2 (3 PTS),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
73,PT06M31.00S,2025-12-06T01:23:39.4Z,1,REGULAR,freethrow,2 of 2,[],1628960,,,1610612756,10,10,2025-12-06T01:23:39Z,710000,False,,,0,,G. Allen Free Throw 2 of 2 (4 PTS),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
74,PT06M15.00S,2025-12-06T01:23:57.9Z,1,REGULAR,2pt,Jump Shot,[],201142,87.86136662286465,65.93137254901961,1610612745,12,10,2025-12-06T01:24:11Z,720000,False,80.0,62.0,1,right,K. Durant 10' turnaround fadeaway Jump Shot (4 PTS) (J. Okogie 1 AST),"[201142, 1629006]",1610612745.0,HOU,turnaround fadeaway,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,10.07,Made,4.0,,,,,J. Okogie,1629006.0,1.0,,,,,,,,,,
76,PT06M02.00S,2025-12-06T01:24:10.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,6.783837056504599,43.38235294117647,1610612756,12,12,2025-12-06T01:24:15Z,740000,False,33.0,11.0,1,left,D. Brooks driving Layup (4 PTS),[1628415],1610612756.0,PHX,driving,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,3.5,Made,4.0,,,,,,,,,,,,,,,,,
77,PT05M40.00S,2025-12-06T01:24:32.6Z,1,REGULAR,3pt,Jump Shot,[],1631095,74.85216819973719,12.009803921568627,1610612745,15,12,2025-12-06T01:24:36Z,750000,False,-190.0,184.0,1,right,J. Smith Jr. 26' 3PT  (5 PTS) (A. Thompson 1 AST),"[1631095, 1641708]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,26.44,Made,5.0,,,,,A. Thompson,1641708.0,1.0,,,,,,,,,,
79,PT05M27.00S,2025-12-06T01:24:44.9Z,1,REGULAR,2pt,Jump Shot,[],1628415,23.340998685939553,75.0,1610612756,15,14,2025-12-06T01:24:52Z,770000,False,-125.0,167.0,1,left,D. Brooks 20' step back Jump Shot (6 PTS) (R. O'Neale 1 AST),"[1628415, 1626220]",1610612756.0,PHX,step back,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Left Center,20.85,Made,6.0,,,,,R. O'Neale,1626220.0,1.0,,,,,,,,,,
81,PT05M18.00S,2025-12-06T01:24:58.0Z,1,REGULAR,foul,personal,[],1628415,,,1610612745,15,14,2025-12-06T01:25:07Z,790000,False,,,0,,D. Brooks personal FOUL (1 PF),"[1628415, 201142]",1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,1627962.0,1.0,0.0,Durant,201142.0,,
83,PT05M18.00S,2025-12-06T01:25:02.9Z,1,REGULAR,substitution,out,[],1641708,,,1610612745,15,14,2025-12-06T01:25:17Z,810000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M18.00S,2025-12-06T01:25:02.9Z,1,REGULAR,substitution,out,[],1631095,,,1610612745,15,14,2025-12-06T01:25:17Z,820000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M18.00S,2025-12-06T01:25:02.9Z,1,REGULAR,substitution,in,[],1642263,,,1610612745,15,14,2025-12-06T01:25:17Z,830000,False,,,0,,SUB in: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M18.00S,2025-12-06T01:25:02.9Z,1,REGULAR,substitution,in,[],1630256,,,1610612745,15,14,2025-12-06T01:25:17Z,840000,False,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
