actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
28,PT09M44.00S,2026-03-06T00:46:31.3Z,1,REGULAR,block,,[],1629001,,,1610612745,2,5,2026-03-06T00:46:33Z,280000,False,,,0,,D. Melton BLOCK (1 BLK),[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
29,PT09M44.00S,2026-03-06T00:46:31.3Z,1,REGULAR,rebound,offensive,[],1631095,,,1610612745,2,5,2026-03-06T00:46:40Z,290000,False,,,0,,J. Smith Jr. REBOUND (Off:2 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,27.0,,3.0,1.0,2.0,,,,,,,
30,PT09M44.00S,2026-03-06T00:46:34.7Z,1,REGULAR,foul,personal,['2freethrow'],1641764,,,1610612745,2,5,2026-03-06T00:46:41Z,300000,False,,,0,,B. Podziemski shooting personal FOUL (2 PF) (Smith Jr. 2 FT),"[1641764, 1631095]",1610612744.0,GSW,shooting,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,,,,,,,,,,200832.0,,,,,2.0,0.0,Smith Jr.,1631095.0,,
32,PT09M44.00S,2026-03-06T00:47:07.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631095,,,1610612745,3,5,2026-03-06T00:47:07Z,320000,False,,,0,,J. Smith Jr. Free Throw 1 of 2 (1 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
33,PT09M44.00S,2026-03-06T00:47:26.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631095,,,1610612745,4,5,2026-03-06T00:47:26Z,330000,False,,,0,,J. Smith Jr. Free Throw 2 of 2 (2 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
34,PT09M31.00S,2026-03-06T00:47:40.2Z,1,REGULAR,3pt,Jump Shot,[],1629001,67.62483574244416,71.07843137254902,1610612744,4,5,2026-03-06T00:47:46Z,340000,False,105.0,252.0,1,right,MISS D. Melton 27' pullup 3PT,[1629001],1610612744.0,GSW,pullup,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,27.3,Missed,,,,,,,,,,,,,,,,,,
35,PT09M29.00S,2026-03-06T00:47:42.2Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,4,5,2026-03-06T00:47:59Z,350000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,34.0,,1.0,1.0,0.0,,,,,,,
36,PT09M19.00S,2026-03-06T00:47:52.5Z,1,REGULAR,2pt,Jump Shot,[],1641708,23.866622864651774,60.5392156862745,1610612745,4,5,2026-03-06T00:47:58Z,360000,False,-53.0,172.0,1,left,MISS A. Thompson 17' step back Shot,[1641708],1610612745.0,HOU,step back,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Center,17.97,Missed,,,,,,,,,,,,,,,,,,
37,PT09M17.00S,2026-03-06T00:47:54.5Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,4,5,2026-03-06T00:47:58Z,370000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:1),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Mid-Range,16-24 Center,,,,,,,,,36.0,,1.0,1.0,0.0,,,,,,,
38,PT09M09.00S,2026-03-06T00:48:03.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629001,92.85479632063075,47.30392156862745,1610612744,4,5,2026-03-06T00:48:09Z,380000,False,-13.0,15.0,1,right,MISS D. Melton driving Layup,[1629001],1610612744.0,GSW,driving,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,2.0,Missed,,,,,,,,,,,,,,,,,,
39,PT09M07.00S,2026-03-06T00:48:05.1Z,1,REGULAR,rebound,offensive,[],1629001,,,1610612744,4,5,2026-03-06T00:48:09Z,390000,False,,,0,,D. Melton REBOUND (Off:1 Def:0),[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,,,,,,38.0,,1.0,0.0,1.0,,,,,,,
40,PT09M05.00S,2026-03-06T00:48:06.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629001,93.64323258869908,54.166666666666664,1610612744,4,7,2026-03-06T00:48:12Z,400000,False,21.0,7.0,1,right,D. Melton putback Layup (5 PTS),[1629001],1610612744.0,GSW,putback,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,2.2,Made,5.0,,,,,,,,,,,,,,,,,
41,PT08M44.00S,2026-03-06T00:48:27.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641708,6.783837056504599,55.14705882352941,1610612745,6,7,2026-03-06T00:48:31Z,410000,False,-26.0,11.0,1,left,A. Thompson cutting DUNK (4 PTS) (A. Sengun 1 AST),"[1641708, 1630578]",1610612745.0,HOU,cutting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,2.81,Made,4.0,A. Sengun,1630578.0,1.0,,,,,,,,,,,,,,
43,PT08M30.00S,2026-03-06T00:48:41.8Z,1,REGULAR,3pt,Jump Shot,[],1641764,67.7562417871222,27.941176470588236,1610612744,6,7,2026-03-06T00:48:46Z,430000,False,-110.0,251.0,1,right,MISS B. Podziemski 27' 3PT,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Left Center,27.38,Missed,,,,,,,,,,,,,,,,,,
44,PT08M28.00S,2026-03-06T00:48:43.8Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,6,7,2026-03-06T00:48:46Z,440000,False,,,0,,T. Eason REBOUND (Off:0 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Left Center,,,,,,,,,43.0,,1.0,1.0,0.0,,,,,,,
45,PT08M18.00S,2026-03-06T00:48:54.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,15.588042049934298,64.4607843137255,1610612745,6,7,2026-03-06T00:48:58Z,450000,False,-72.0,94.0,1,left,MISS J. Smith Jr. 11' fadeaway Shot,[1631095],1610612745.0,HOU,fadeaway,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Left,11.86,Missed,,,,,,,,,,,,,,,,,,
46,PT08M15.00S,2026-03-06T00:48:57.3Z,1,REGULAR,rebound,defensive,[],201143,,,1610612744,6,7,2026-03-06T00:48:58Z,460000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,45.0,,1.0,1.0,0.0,,,,,,,
47,PT08M02.00S,2026-03-06T00:49:10.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201143,92.19776609724047,64.4607843137255,1610612744,6,9,2026-03-06T00:49:34Z,470000,False,72.0,21.0,1,right,A. Horford 7' driving Hook (2 PTS),[201143],1610612744.0,GSW,driving,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,7.52,Made,2.0,,,,,,,,,,,,,,,,,
48,PT07M43.00S,2026-03-06T00:49:28.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,14.273981603153747,44.11764705882353,1610612745,6,9,2026-03-06T00:49:33Z,480000,False,29.0,82.0,1,left,MISS A. Sengun 8' turnaround Hook,[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,8.68,Missed,,,,,,,,,,,,,,,,,,
49,PT07M41.00S,2026-03-06T00:49:30.6Z,1,REGULAR,rebound,defensive,[],1630611,,,1610612744,6,9,2026-03-06T00:49:33Z,490000,False,,,0,,G. Santos REBOUND (Off:0 Def:1),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,48.0,,1.0,1.0,0.0,,,,,,,
50,PT07M34.00S,2026-03-06T00:49:38.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641764,92.19776609724047,49.01960784313725,1610612744,6,11,2026-03-06T00:49:42Z,500000,False,-5.0,21.0,1,right,B. Podziemski driving Layup (2 PTS),[1641764],1610612744.0,GSW,driving,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,2.14,Made,2.0,,,,,,,,,,,,,,,,,
51,PT07M15.00S,2026-03-06T00:49:56.2Z,1,REGULAR,2pt,Jump Shot,[],201142,11.514454664914586,72.05882352941177,1610612745,6,11,2026-03-06T00:50:02Z,510000,False,-110.0,56.0,1,left,MISS K. Durant 12' fadeaway Shot,[201142],1610612745.0,HOU,fadeaway,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,12.36,Missed,,,,,,,,,,,,,,,,,,
52,PT07M12.00S,2026-03-06T00:49:59.2Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612744,6,11,2026-03-06T00:50:02Z,520000,False,,,0,,D. Melton REBOUND (Off:1 Def:1),[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,Mid-Range,8-16 Left,,,,,,,,,51.0,,2.0,1.0,1.0,,,,,,,
53,PT07M02.00S,2026-03-06T00:50:09.9Z,1,REGULAR,3pt,Jump Shot,[],201143,66.5735873850197,58.333333333333336,1610612744,6,14,2026-03-06T00:50:14Z,530000,False,42.0,262.0,1,right,A. Horford 26' 3PT  (5 PTS) (D. Green 1 AST),"[201143, 203110]",1610612744.0,GSW,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,26.5,Made,5.0,D. Green,203110.0,1.0,,,,,,,,,,,,,,
55,PT06M36.00S,2026-03-06T00:50:35.7Z,1,REGULAR,3pt,Jump Shot,[],1631095,7.703679369250986,97.05882352941177,1610612745,6,14,2026-03-06T00:50:40Z,550000,False,-235.0,20.0,1,left,MISS J. Smith Jr. 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Left Corner 3,24+ Left,23.61,Missed,,,,,,,,,,,,,,,,,,
56,PT06M33.00S,2026-03-06T00:50:38.7Z,1,REGULAR,rebound,offensive,[],1631106,,,1610612745,6,14,2026-03-06T00:50:40Z,560000,False,,,0,,T. Eason REBOUND (Off:1 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Left Corner 3,24+ Left,,,,,,,,,55.0,,2.0,1.0,1.0,,,,,,,
57,PT06M31.00S,2026-03-06T00:50:40.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201142,31.750985545335087,39.21568627450981,1610612745,9,14,2026-03-06T00:50:45Z,570000,False,54.0,246.0,1,left,K. Durant 25' 3PT  (3 PTS) (T. Eason 1 AST),"[201142, 1631106]",1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,25.18,Made,3.0,T. Eason,1631106.0,1.0,,,,,,,,,,,,,,
59,PT06M11.00S,2026-03-06T00:51:00.8Z,1,REGULAR,2pt,Jump Shot,[],1629001,75.77201051248358,61.51960784313726,1610612744,9,16,2026-03-06T00:51:22Z,590000,False,58.0,175.0,1,right,D. Melton 18' step back Jump Shot (7 PTS) (D. Green 2 AST),"[1629001, 203110]",1610612744.0,GSW,step back,,,Melton,D. Melton,,,,,Mid-Range,16-24 Right Center,18.44,Made,7.0,D. Green,203110.0,2.0,,,,,,,,,,,,,,
61,PT05M49.00S,2026-03-06T00:51:22.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,17.296320630749015,64.2156862745098,1610612745,11,16,2026-03-06T00:51:58Z,610000,False,-71.0,110.0,1,left,K. Durant 13' step back Jump Shot (5 PTS),[201142],1610612745.0,HOU,step back,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Left,13.11,Made,5.0,,,,,,,,,,,,,,,,,
62,PT05M36.00S,2026-03-06T00:51:35.9Z,1,REGULAR,3pt,Jump Shot,[],201143,82.86793692509855,96.07843137254902,1610612744,11,16,2026-03-06T00:51:40Z,620000,False,230.0,109.0,1,right,MISS A. Horford 25' 3PT,[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,25.47,Missed,,,,,,,,,,,,,,,,,,
63,PT05M34.00S,2026-03-06T00:51:38.7Z,1,REGULAR,rebound,offensive,[],1641764,,,1610612744,11,16,2026-03-06T00:51:38Z,630000,False,,,0,,B. Podziemski REBOUND (Off:1 Def:1),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,,,,,,,,,62.0,,2.0,1.0,1.0,,,,,,,
64,PT05M23.00S,2026-03-06T00:51:48.7Z,1,REGULAR,turnover,bad pass,[],1641764,,,1610612744,11,16,2026-03-06T00:51:56Z,640000,False,,,0,,B. Podziemski bad pass TURNOVER (1 TO),"[1641764, 1641708]",1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,1.0,,,,,Thompson,1641708.0
65,PT05M23.00S,2026-03-06T00:51:48.7Z,1,REGULAR,steal,,[],1641708,,,1610612745,11,16,2026-03-06T00:51:51Z,650000,False,,,0,,A. Thompson STEAL (1 STL),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
66,PT05M18.00S,2026-03-06T00:51:53.7Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1631106,7.440867279894875,96.07843137254902,1610612745,11,16,2026-03-06T00:52:40Z,660000,False,-230.0,17.0,1,left,MISS T. Eason running 3PT,[1631106],1610612745.0,HOU,running,,,Eason,T. Eason,,,,,Left Corner 3,24+ Left,23.11,Missed,,,,,,,,,,,,,,,,,,
67,PT05M15.00S,2026-03-06T00:51:56.7Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,11,16,2026-03-06T00:52:00Z,670000,False,,,0,,B. Podziemski REBOUND (Off:1 Def:2),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Left Corner 3,24+ Left,,,,,,,,,66.0,,3.0,2.0,1.0,,,,,,,
68,PT05M07.00S,2026-03-06T00:52:04.9Z,1,REGULAR,3pt,Jump Shot,[],203110,91.5407358738502,97.79411764705883,1610612744,11,19,2026-03-06T00:52:10Z,680000,False,239.0,27.0,1,right,D. Green 24' 3PT  (5 PTS) (D. Melton 1 AST),"[203110, 1629001]",1610612744.0,GSW,,,,Green,D. Green,,,,,Right Corner 3,24+ Right,24.05,Made,5.0,D. Melton,1629001.0,1.0,,,,,,,,,,,,,,
70,PT04M48.00S,2026-03-06T00:52:24.0Z,1,REGULAR,3pt,Jump Shot,[],1630578,31.750985545335087,39.46078431372549,1610612745,11,19,2026-03-06T00:52:27Z,700000,False,53.0,246.0,1,left,MISS A. Sengun 25' 3PT,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,25.16,Missed,,,,,,,,,,,,,,,,,,
71,PT04M45.00S,2026-03-06T00:52:27.0Z,1,REGULAR,rebound,defensive,[],201143,,,1610612744,11,19,2026-03-06T00:52:27Z,710000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,,,,,,,,,70.0,,2.0,2.0,0.0,,,,,,,
72,PT04M27.00S,2026-03-06T00:52:45.3Z,1,REGULAR,3pt,Jump Shot,[],1629001,74.32654402102497,90.68627450980392,1610612744,11,22,2026-03-06T00:52:53Z,720000,False,203.0,189.0,1,right,D. Melton 27' 3PT pullup (10 PTS),[1629001],1610612744.0,GSW,pullup,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,27.75,Made,10.0,,,,,,,,,,,,,,,,,
73,PT04M26.00S,2026-03-06T00:52:50.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,11,22,2026-03-06T00:52:50Z,730000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT04M26.00S,2026-03-06T00:55:17.6Z,1,REGULAR,substitution,out,[],1631106,,,1610612745,11,22,2026-03-06T00:56:15Z,740000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT04M26.00S,2026-03-06T00:55:17.6Z,1,REGULAR,substitution,out,[],1630578,,,1610612745,11,22,2026-03-06T00:56:15Z,750000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M26.00S,2026-03-06T00:55:17.6Z,1,REGULAR,substitution,out,[],1641764,,,1610612745,11,22,2026-03-06T00:56:15Z,760000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M26.00S,2026-03-06T00:55:17.6Z,1,REGULAR,substitution,out,[],201143,,,1610612745,11,22,2026-03-06T00:56:15Z,770000,False,,,0,,SUB out: A. Horford,[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M26.00S,2026-03-06T00:55:17.6Z,1,REGULAR,substitution,out,[],1630611,,,1610612745,11,22,2026-03-06T00:56:15Z,780000,False,,,0,,SUB out: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M26.00S,2026-03-06T00:55:17.6Z,1,REGULAR,substitution,in,[],203991,,,1610612745,11,22,2026-03-06T00:56:15Z,790000,False,,,0,,SUB in: C. Capela,[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
