actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
17,PT09M58.00S,2025-11-22T02:45:27.6Z,1,REGULAR,foul,personal,['2freethrow'],1631095,,,1610612743,4,5,2025-11-22T02:45:47Z,170000,False,,,0,,J. Smith Jr. shooting personal FOUL (1 PF) (Gordon 2 FT),"[1631095, 203932]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,2004.0,1.0,0.0,Gordon,203932.0,,,,,,,,,,,,
19,PT09M58.00S,2025-11-22T02:45:55.4Z,1,REGULAR,freethrow,1 of 2,[],203932,,,1610612743,4,5,2025-11-22T02:45:55Z,190000,False,,,0,,MISS A. Gordon Free Throw 1 of 2,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
20,PT09M58.00S,2025-11-22T02:45:55.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,4,5,2025-11-22T02:45:55Z,200000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,
21,PT09M58.00S,2025-11-22T02:46:10.6Z,1,REGULAR,freethrow,2 of 2,[],203932,,,1610612743,4,6,2025-11-22T02:46:10Z,210000,False,,,0,,A. Gordon Free Throw 2 of 2 (1 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
22,PT09M42.00S,2025-11-22T02:46:30.7Z,1,REGULAR,foul,personal,['2freethrow'],1629661,,,1610612745,4,6,2025-11-22T02:46:47Z,220000,False,,,0,,C. Johnson shooting personal FOUL (2 PF) (Adams 2 FT),"[1629661, 203500]",1610612743.0,DEN,shooting,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,,2004.0,2.0,0.0,Adams,203500.0,,,,,,,,,,,,
24,PT09M42.00S,2025-11-22T02:47:00.7Z,1,REGULAR,freethrow,1 of 2,[],203500,,,1610612745,4,6,2025-11-22T02:47:32Z,240000,False,,,0,,MISS S. Adams Free Throw 1 of 2,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
25,PT09M42.00S,2025-11-22T02:47:00.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612745,4,6,2025-11-22T02:47:32Z,250000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,
26,PT09M42.00S,2025-11-22T02:47:06.5Z,1,REGULAR,substitution,out,[],1629661,,,1610612745,4,6,2025-11-22T02:47:13Z,260000,False,,,0,,SUB out: C. Johnson,[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT09M42.00S,2025-11-22T02:47:06.5Z,1,REGULAR,substitution,in,[],203501,,,1610612745,4,6,2025-11-22T02:47:13Z,270000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PT09M42.00S,2025-11-22T02:47:00.7Z,1,REGULAR,freethrow,2 of 2,[],203500,,,1610612745,4,6,2025-11-22T02:47:32Z,280000,False,,,0,,MISS S. Adams Free Throw 2 of 2,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
29,PT09M42.00S,2025-11-22T02:47:00.7Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,4,6,2025-11-22T02:47:32Z,290000,False,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,
30,PT09M23.00S,2025-11-22T02:47:42.5Z,1,REGULAR,3pt,Jump Shot,[],203932,30.042706964520367,70.09803921568627,1610612743,4,6,2025-11-22T02:47:47Z,300000,False,-100.0,230.0,1,left,MISS A. Gordon 25' step back 3PT,[203932],1610612743.0,DEN,step back,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,25.09,Missed,,,,,,,,,,,,,,,,,,
31,PT09M22.00S,2025-11-22T02:47:43.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,4,6,2025-11-22T02:47:47Z,310000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,30.0,,,,,,,,,,,
33,PT09M10.00S,2025-11-22T02:48:08.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,92.06636005256242,45.09803921568628,1610612745,4,6,2025-11-22T02:48:16Z,330000,False,-25.0,22.0,1,right,MISS A. Thompson driving Layup,[1641708],1610612745.0,HOU,driving,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,3.3,Missed,,,,,,,,,,,,,,,,,,
34,PT09M05.00S,2025-11-22T02:48:13.9Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,4,6,2025-11-22T02:48:16Z,340000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,33.0,1.0,1.0,0.0,,,,,,,,
35,PT09M02.00S,2025-11-22T02:48:15.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631212,6.389618922470433,50.73529411764706,1610612743,4,8,2025-11-22T02:48:31Z,350000,False,-4.0,8.0,1,left,P. Watson running Layup (2 PTS) (J. Murray 1 AST),"[1631212, 1627750]",1610612743.0,DEN,running,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,0.85,Made,2.0,,,,,,,,,,J. Murray,1627750.0,1.0,,,,,
37,PT08M49.00S,2025-11-22T02:48:30.6Z,1,REGULAR,3pt,Jump Shot,[],1631095,92.19776609724047,96.32352941176471,1610612745,4,8,2025-11-22T02:48:35Z,370000,False,232.0,21.0,1,right,MISS J. Smith Jr. 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Right Corner 3,24+ Right,23.25,Missed,,,,,,,,,,,,,,,,,,
38,PT08M47.00S,2025-11-22T02:48:32.6Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,4,8,2025-11-22T02:48:39Z,380000,False,,,0,,A. Gordon REBOUND (Off:0 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Right Corner 3,24+ Right,,,,,,,,,37.0,2.0,2.0,0.0,,,,,,,,
39,PT08M42.00S,2025-11-22T02:48:41.1Z,1,REGULAR,turnover,traveling,[],203932,,,1610612743,4,8,2025-11-22T02:48:48Z,390000,False,,,0,,A. Gordon traveling TURNOVER (1 TO),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,2004.0,,,,,,,,,,,,1.0,,,,
40,PT08M39.00S,2025-11-22T02:48:58.0Z,1,REGULAR,foul,personal,[],1627750,,,1610612745,4,8,2025-11-22T02:49:14Z,400000,False,,,0,,J. Murray take personal FOUL (1 PF),"[1627750, 201142]",1610612743.0,DEN,take,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,,,,2004.0,1.0,0.0,Durant,201142.0,,,,,,,,,,,,
42,PT08M39.00S,2025-11-22T02:49:07.0Z,1,REGULAR,substitution,out,[],203932,,,1610612745,4,8,2025-11-22T02:49:18Z,420000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT08M39.00S,2025-11-22T02:49:07.0Z,1,REGULAR,substitution,in,[],202685,,,1610612745,4,8,2025-11-22T02:49:18Z,430000,False,,,0,,SUB in: J. Valančiūnas,[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT08M26.00S,2025-11-22T02:49:39.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641708,92.9862023653088,96.07843137254902,1610612745,4,8,2025-11-22T02:49:46Z,440000,False,230.0,13.0,1,right,MISS A. Thompson 3PT,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Right Corner 3,24+ Right,23.08,Missed,,,,,,,,,,,,,,,,,,
45,PT08M24.00S,2025-11-22T02:49:41.0Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,4,8,2025-11-22T02:49:46Z,450000,False,,,0,,N. Jokić REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Right Corner 3,24+ Right,,,,,,,,,44.0,2.0,2.0,0.0,,,,,,,,
46,PT08M02.00S,2025-11-22T02:50:03.0Z,1,REGULAR,3pt,Jump Shot,[],202685,30.56833114323259,62.745098039215684,1610612743,4,8,2025-11-22T02:50:09Z,460000,False,-64.0,235.0,1,left,MISS J. Valančiūnas 24' 3PT,[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Above the Break 3,24+ Center,24.33,Missed,,,,,,,,,,,,,,,,,,
47,PT08M02.00S,2025-11-22T02:50:03.0Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,4,8,2025-11-22T02:50:09Z,470000,False,,,0,,N. Jokić REBOUND (Off:1 Def:2),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Center,,,,,,,,,46.0,3.0,2.0,1.0,,,,,,,,
48,PT07M58.00S,2025-11-22T02:50:06.7Z,1,REGULAR,turnover,lost ball,[],203999,,,1610612743,4,8,2025-11-22T02:50:14Z,480000,False,,,0,,N. Jokić lost ball TURNOVER (1 TO),"[203999, 201142]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1.0,Durant,201142.0,,
49,PT07M58.00S,2025-11-22T02:50:06.7Z,1,REGULAR,steal,,[],201142,,,1610612745,4,8,2025-11-22T02:54:09Z,490000,False,,,0,,K. Durant STEAL (1 STL),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
51,PT07M54.00S,2025-11-22T02:50:24.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630578,83.39356110381078,12.990196078431374,1610612745,4,8,2025-11-22T02:50:30Z,510000,False,-185.0,104.0,1,right,MISS A. Sengun 21' Jump Shot,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Left,21.2,Missed,,,,,,,,,,,,,,,,,,
52,PT07M53.00S,2025-11-22T02:50:25.1Z,1,REGULAR,rebound,offensive,[],203500,,,1610612745,4,8,2025-11-22T02:50:30Z,520000,False,,,0,,S. Adams REBOUND (Off:1 Def:0),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,Mid-Range,16-24 Left,,,,,,,,,51.0,1.0,0.0,1.0,,,,,,,,
53,PT07M49.00S,2025-11-22T02:50:28.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201142,67.36202365308804,52.94117647058824,1610612745,4,8,2025-11-22T02:50:33Z,530000,False,15.0,254.0,1,right,MISS K. Durant 25' 3PT,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,25.47,Missed,,,,,,,,,,,,,,,,,,
54,PT07M49.00S,2025-11-22T02:50:28.9Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,4,8,2025-11-22T02:50:33Z,540000,False,,,0,,N. Jokić REBOUND (Off:1 Def:3),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Center,,,,,,,,,53.0,4.0,3.0,1.0,,,,,,,,
55,PT07M43.00S,2025-11-22T02:50:34.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203501,6.915243101182654,96.81372549019608,1610612743,4,8,2025-11-22T02:50:58Z,550000,False,-234.0,13.0,1,left,MISS T. Hardaway Jr. running 3PT,[203501],1610612743.0,DEN,running,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,23.44,Missed,,,,,,,,,,,,,,,,,,
56,PT07M40.00S,2025-11-22T02:50:38.2Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,4,8,2025-11-22T02:50:38Z,560000,False,,,0,,N. Jokić REBOUND (Off:2 Def:3),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Left Corner 3,24+ Left,,,,,,,,,55.0,5.0,3.0,2.0,,,,,,,,
57,PT07M38.00S,2025-11-22T02:50:40.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203501,32.013797634691194,48.03921568627451,1610612743,4,8,2025-11-22T02:50:44Z,570000,False,10.0,248.0,1,left,MISS T. Hardaway Jr. 24' 3PT,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,24.86,Missed,,,,,,,,,,,,,,,,,,
58,PT07M34.00S,2025-11-22T02:50:43.0Z,1,REGULAR,rebound,offensive,[],1631212,,,1610612743,4,8,2025-11-22T02:50:43Z,580000,False,,,0,,P. Watson REBOUND (Off:1 Def:0),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Center,,,,,,,,,57.0,1.0,0.0,1.0,,,,,,,,
59,PT07M24.00S,2025-11-22T02:50:53.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203501,24.78646517739816,86.51960784313727,1610612743,4,11,2025-11-22T02:51:00Z,590000,False,-183.0,180.0,1,left,T. Hardaway Jr. 25' 3PT  (3 PTS) (P. Watson 1 AST),"[203501, 1631212]",1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,25.68,Made,3.0,,,,,,,,,,P. Watson,1631212.0,1.0,,,,,
62,PT07M01.00S,2025-11-22T02:51:29.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,80.50262812089356,60.78431372549019,1610612745,4,11,2025-11-22T02:51:35Z,620000,False,54.0,131.0,1,right,MISS K. Durant 14' Jump Shot,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,14.15,Missed,,,,,,,,,,,,,,,,,,
63,PT07M00.00S,2025-11-22T02:51:30.9Z,1,REGULAR,rebound,defensive,[],203501,,,1610612743,4,11,2025-11-22T02:51:35Z,630000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,62.0,1.0,1.0,0.0,,,,,,,,
64,PT06M49.00S,2025-11-22T02:51:40.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202685,16.90210249671485,59.80392156862745,1610612743,4,11,2025-11-22T03:05:01Z,640000,False,-49.0,106.0,1,left,MISS J. Valančiūnas 11' Hook,[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),8-16 Center,11.71,Missed,,,,,,,,,,,,,,,,,,
65,PT06M49.00S,2025-11-22T02:51:40.8Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,4,11,2025-11-22T02:51:45Z,650000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,64.0,1.0,1.0,0.0,,,,,,,,
66,PT06M38.00S,2025-11-22T02:51:51.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,81.553876478318,51.9607843137255,1610612745,4,11,2025-11-22T02:51:59Z,660000,False,10.0,121.0,1,right,MISS A. Thompson 12' driving floating Shot,[1641708],1610612745.0,HOU,driving floating,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,12.13,Missed,,,,,,,,,,,,,,,,,,
67,PT06M38.00S,2025-11-22T02:51:51.7Z,1,REGULAR,rebound,offensive,[],203500,,,1610612745,4,11,2025-11-22T02:51:59Z,670000,False,,,0,,S. Adams REBOUND (Off:2 Def:0),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,66.0,2.0,0.0,2.0,,,,,,,,
68,PT06M31.00S,2025-11-22T02:52:00.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201142,82.60512483574244,51.225490196078425,1610612745,6,11,2025-11-22T02:52:04Z,680000,False,6.0,111.0,1,right,K. Durant 11' pullup Jump Shot (2 PTS),[201142],1610612745.0,HOU,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,11.12,Made,2.0,,,,,,,,,,,,,,,,,
69,PT06M11.00S,2025-11-22T02:52:19.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202685,13.485545335085414,52.450980392156865,1610612743,6,13,2025-11-22T02:52:24Z,690000,False,-12.0,74.0,1,left,J. Valančiūnas 7' Hook (2 PTS) (N. Jokić 1 AST),"[202685, 203999]",1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,7.53,Made,2.0,,,,,,,,,,N. Jokić,203999.0,1.0,,,,,
71,PT05M55.00S,2025-11-22T02:52:34.9Z,1,REGULAR,2pt,Jump Shot,[],1630578,73.27529566360053,68.62745098039215,1610612745,6,13,2025-11-22T03:06:48Z,710000,False,93.0,199.0,1,right,MISS A. Sengun 21' pullup Shot,[1630578],1610612745.0,HOU,pullup,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Right Center,21.94,Missed,,,,,,,,,,,,,,,,,,
72,PT05M53.00S,2025-11-22T02:52:36.9Z,1,REGULAR,rebound,defensive,[],1631212,,,1610612743,6,13,2025-11-22T02:52:42Z,720000,False,,,0,,P. Watson REBOUND (Off:1 Def:1),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,71.0,2.0,1.0,1.0,,,,,,,,
73,PT05M48.00S,2025-11-22T02:52:42.8Z,1,REGULAR,turnover,bad pass,[],1631212,,,1610612743,6,13,2025-11-22T02:52:47Z,730000,False,,,0,,P. Watson bad pass TURNOVER (1 TO),"[1631212, 201142]",1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1.0,Durant,201142.0,,
74,PT05M48.00S,2025-11-22T02:52:42.8Z,1,REGULAR,steal,,[],201142,,,1610612745,6,13,2025-11-22T02:52:44Z,740000,False,,,0,,K. Durant STEAL (2 STL),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
75,PT05M43.00S,2025-11-22T02:52:47.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201142,92.06636005256242,50.245098039215684,1610612745,8,13,2025-11-22T02:52:52Z,750000,False,1.0,22.0,1,right,K. Durant running DUNK (4 PTS),[201142],1610612745.0,HOU,running,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,2.21,Made,4.0,,,,,,,,,,,,,,,,,
76,PT05M32.00S,2025-11-22T02:53:02.3Z,1,REGULAR,foul,personal,[],1630578,,,1610612743,8,13,2025-11-22T02:53:15Z,760000,False,,,0,,A. Sengun personal FOUL (1 PF),"[1630578, 203999]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Left,,,,202037.0,1.0,0.0,Jokić,203999.0,,,,,,,,,,,,
78,PT05M32.00S,2025-11-22T02:53:16.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,8,13,2025-11-22T02:53:16Z,780000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M32.00S,2025-11-22T02:56:20.0Z,1,REGULAR,substitution,out,[],203500,,,1610612743,8,13,2025-11-22T02:56:45Z,790000,False,,,0,,SUB out: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M32.00S,2025-11-22T02:56:20.0Z,1,REGULAR,substitution,in,[],203991,,,1610612743,8,13,2025-11-22T02:56:45Z,800000,False,,,0,,SUB in: C. Capela,[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M24.00S,2025-11-22T02:56:54.4Z,1,REGULAR,2pt,Jump Shot,[],1627750,8.492115637319317,78.67647058823529,1610612743,8,13,2025-11-22T03:07:22Z,810000,False,-143.0,27.0,1,left,MISS J. Murray 14' pullup Shot,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Mid-Range,8-16 Left,14.6,Missed,,,,,,,,,,,,,,,,,,
82,PT05M21.00S,2025-11-22T02:56:57.4Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,8,13,2025-11-22T02:57:04Z,820000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:2),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,81.0,2.0,2.0,0.0,,,,,,,,
83,PT05M20.00S,2025-11-22T02:57:05.9Z,1,REGULAR,turnover,out-of-bounds,[],1631095,,,1610612745,8,13,2025-11-22T02:57:14Z,830000,False,,,0,,J. Smith Jr. bad pass out-of-bounds TURNOVER (1 TO),[1631095],1610612745.0,HOU,bad pass,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,,,,202037.0,,,,,,,,,,,,1.0,,,,
