actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
298,PT00M08.00S,2026-04-02T01:02:00.1Z,2,REGULAR,rebound,defensive,[],1631172,,,1610612749,54,44,2026-04-02T01:02:06Z,2950000,False,,,0,,O. Dieng REBOUND (Off:1 Def:5),[1631172],1610612749.0,MIL,,,,Dieng,O. Dieng,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,297.0,6.0,5.0,1.0,,,,,,,,
299,PT00M01.70S,2026-04-02T01:02:06.5Z,2,REGULAR,3pt,Jump Shot,[],1631260,35.167542706964525,20.098039215686274,1610612749,54,44,2026-04-02T01:02:22Z,2960000,False,150.0,278.0,1,left,MISS A. Green 31' pullup 3PT,[1631260],1610612749.0,MIL,pullup,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,31.57,,,,,,,,,,,,
300,PT00M00.20S,2026-04-02T01:02:08.0Z,2,REGULAR,rebound,defensive,[],1641708,,,1610612745,54,44,2026-04-02T01:03:13Z,2970000,False,,,0,,A. Thompson REBOUND (Off:2 Def:5),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,299.0,7.0,5.0,2.0,,,,,,,,
301,PT00M00.00S,2026-04-02T01:02:23.2Z,2,REGULAR,period,end,[],0,,,1610612745,54,44,2026-04-02T01:02:23Z,2980000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT12M00.00S,2026-04-02T01:17:03.6Z,3,REGULAR,substitution,out,['startperiod'],1629006,,,1610612745,54,44,2026-04-02T01:17:25Z,2990000,False,,,0,,SUB out: J. Okogie,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT12M00.00S,2026-04-02T01:17:03.6Z,3,REGULAR,substitution,out,['startperiod'],1630828,,,1610612745,54,44,2026-04-02T01:17:25Z,3000000,False,,,0,,SUB out: A. Antetokounmpo,[1630828],1610612749.0,MIL,,,,Antetokounmpo,A. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT12M00.00S,2026-04-02T01:17:03.6Z,3,REGULAR,substitution,in,['startperiod'],1631095,,,1610612745,54,44,2026-04-02T01:17:25Z,3010000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT12M00.00S,2026-04-02T01:17:03.6Z,3,REGULAR,substitution,in,['startperiod'],1630579,,,1610612745,54,44,2026-04-02T01:17:25Z,3020000,False,,,0,,SUB in: J. Sims,[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT12M00.00S,2026-04-02T01:17:26.4Z,3,REGULAR,period,start,[],0,,,0,54,44,2026-04-02T01:17:26Z,3030000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT11M48.00S,2026-04-02T01:17:37.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642504,93.38042049934296,46.07843137254902,1610612749,54,44,2026-04-02T01:17:46Z,3040000,False,-20.0,10.0,1,right,MISS C. Ryan driving reverse Layup,[1642504],1610612749.0,MIL,driving reverse,,,Ryan,C. Ryan,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.19,,,,,,,,,,,,
308,PT11M47.00S,2026-04-02T01:17:38.6Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,54,44,2026-04-02T01:17:46Z,3050000,False,,,0,,A. Sengun REBOUND (Off:2 Def:4),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,307.0,6.0,4.0,2.0,,,,,,,,
309,PT11M38.00S,2026-04-02T01:17:46.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,5.469776609724048,56.61764705882353,1610612745,56,44,2026-04-02T01:17:54Z,3060000,False,-33.0,-1.0,1,left,A. Sengun driving Layup (8 PTS),[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,Made,8.0,3.31,,,,,,,,,,,,
310,PT11M24.00S,2026-04-02T01:18:00.8Z,3,REGULAR,3pt,Jump Shot,[],1631250,71.17279894875165,88.23529411764706,1610612749,56,44,2026-04-02T01:18:06Z,3070000,False,191.0,218.0,1,right,MISS P. Nance 29' 3PT,[1631250],1610612749.0,MIL,,,,Nance,P. Nance,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,29.03,,,,,,,,,,,,
311,PT11M23.00S,2026-04-02T01:18:01.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612745,56,44,2026-04-02T01:18:06Z,3080000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,310.0,,,,,,,,,,,
313,PT11M07.00S,2026-04-02T01:18:24.4Z,3,REGULAR,3pt,Jump Shot,[],1642263,24.52365308804205,12.990196078431374,1610612745,56,44,2026-04-02T01:18:29Z,3100000,False,185.0,178.0,1,left,MISS R. Sheppard 25' 3PT,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,25.67,,,,,,,,,,,,
314,PT11M06.00S,2026-04-02T01:18:25.4Z,3,REGULAR,rebound,offensive,[],1641708,,,1610612745,56,44,2026-04-02T01:18:29Z,3110000,False,,,0,,A. Thompson REBOUND (Off:3 Def:5),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,313.0,8.0,5.0,3.0,,,,,,,,
315,PT11M03.00S,2026-04-02T01:18:28.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1642263,31.750985545335087,37.00980392156863,1610612745,56,44,2026-04-02T01:18:33Z,3120000,False,65.0,246.0,1,left,MISS R. Sheppard 25' 3PT,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Center,,,,,,Missed,,25.44,,,,,,,,,,,,
316,PT11M02.00S,2026-04-02T01:18:29.3Z,3,REGULAR,rebound,defensive,[],1630579,,,1610612749,56,44,2026-04-02T01:18:38Z,3130000,False,,,0,,J. Sims REBOUND (Off:3 Def:7),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Center,,,,,,,,,315.0,10.0,7.0,3.0,,,,,,,,
317,PT10M46.00S,2026-04-02T01:18:45.5Z,3,REGULAR,3pt,Jump Shot,[],1631260,74.85216819973719,92.8921568627451,1610612749,56,44,2026-04-02T01:18:52Z,3140000,False,214.0,184.0,1,right,MISS A. Green 28' step back 3PT,[1631260],1610612749.0,MIL,step back,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,28.25,,,,,,,,,,,,
318,PT10M45.00S,2026-04-02T01:18:46.5Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,56,44,2026-04-02T01:18:52Z,3150000,False,,,0,,A. Sengun REBOUND (Off:2 Def:5),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,,,,,,,317.0,7.0,5.0,2.0,,,,,,,,
319,PT10M36.00S,2026-04-02T01:18:55.0Z,3,REGULAR,3pt,Jump Shot,[],1642263,30.699737187910642,72.79411764705883,1610612745,59,44,2026-04-02T01:19:07Z,3160000,False,-114.0,236.0,1,left,R. Sheppard 26' 3PT pullup (18 PTS) (A. Sengun 2 AST),"[1642263, 1630578]",1610612745.0,HOU,pullup,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Left Center,,,,,,Made,18.0,26.22,,,,,,A. Sengun,1630578.0,2.0,,,,
321,PT10M18.00S,2026-04-02T01:19:13.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642504,82.9993429697766,53.431372549019606,1610612749,59,46,2026-04-02T01:19:18Z,3180000,False,17.0,107.0,1,right,C. Ryan 10' pullup Jump Shot (9 PTS),[1642504],1610612749.0,MIL,pullup,,,Ryan,C. Ryan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,9.0,10.87,,,,,,,,,,,,
322,PT10M04.00S,2026-04-02T01:19:27.5Z,3,REGULAR,3pt,Jump Shot,[],201142,26.10052562417871,14.950980392156863,1610612745,59,46,2026-04-02T01:19:32Z,3190000,False,175.0,193.0,1,left,MISS K. Durant 26' 3PT,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,26.05,,,,,,,,,,,,
323,PT10M03.00S,2026-04-02T01:19:28.5Z,3,REGULAR,rebound,defensive,[],1630579,,,1610612749,59,46,2026-04-02T01:19:32Z,3200000,False,,,0,,J. Sims REBOUND (Off:3 Def:8),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Right Center,,,,,,,,,322.0,11.0,8.0,3.0,,,,,,,,
324,PT09M43.00S,2026-04-02T01:19:48.3Z,3,REGULAR,3pt,Jump Shot,[],1631172,68.9388961892247,27.450980392156865,1610612749,59,46,2026-04-02T01:20:00Z,3210000,False,-113.0,239.0,1,right,MISS O. Dieng 26' step back 3PT,[1631172],1610612749.0,MIL,step back,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,26.47,,,,,,,,,,,,
325,PT09M42.00S,2026-04-02T01:19:49.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612749,59,46,2026-04-02T01:20:00Z,3220000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,324.0,,,,,,,,,,,
326,PT09M42.00S,2026-04-02T01:19:57.2Z,3,REGULAR,foul,personal,[],1630578,,,1610612749,59,46,2026-04-02T01:20:05Z,3230000,False,,,0,,A. Sengun loose ball personal FOUL (3 PF),"[1630578, 1630579]",1610612745.0,HOU,loose ball,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,203593.0,3.0,0.0,Sims,1630579.0,,,,,,,,,,,,,,,
328,PT09M34.00S,2026-04-02T01:20:16.1Z,3,REGULAR,turnover,bad pass,[],1631172,,,1610612749,59,46,2026-04-02T01:20:20Z,3250000,False,,,0,,O. Dieng bad pass TURNOVER (4 TO),"[1631172, 1630578]",1610612749.0,MIL,,,,Dieng,O. Dieng,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,4.0,,,,Sengun,1630578.0,,
329,PT09M34.00S,2026-04-02T01:20:16.1Z,3,REGULAR,steal,,[],1630578,,,1610612745,59,46,2026-04-02T01:20:17Z,3260000,False,,,0,,A. Sengun STEAL (2 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
330,PT09M29.00S,2026-04-02T01:20:21.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631095,6.258212877792378,51.470588235294116,1610612745,61,46,2026-04-02T01:20:30Z,3270000,False,-7.0,6.0,1,left,J. Smith Jr. running DUNK (4 PTS) (K. Durant 5 AST),"[1631095, 201142]",1610612745.0,HOU,running,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,0.97,,,,,,K. Durant,201142.0,5.0,,,,
332,PT09M09.00S,2026-04-02T01:20:41.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631260,80.23981603153744,52.20588235294118,1610612749,61,46,2026-04-02T01:20:48Z,3290000,False,11.0,133.0,1,right,MISS A. Green 13' pullup Shot,[1631260],1610612749.0,MIL,pullup,,,Green,A. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,13.37,,,,,,,,,,,,
333,PT09M08.00S,2026-04-02T01:20:42.6Z,3,REGULAR,rebound,defensive,[],1631095,,,1610612745,61,46,2026-04-02T01:20:48Z,3300000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:4),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,332.0,4.0,4.0,0.0,,,,,,,,
334,PT08M50.00S,2026-04-02T01:21:00.5Z,3,REGULAR,3pt,Jump Shot,[],201142,32.933639947437584,41.66666666666667,1610612745,64,46,2026-04-02T01:21:07Z,3310000,False,42.0,257.0,1,left,K. Durant 26' 3PT  (10 PTS) (A. Sengun 3 AST),"[201142, 1630578]",1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,,,,,,Made,10.0,26.05,,,,,,A. Sengun,1630578.0,3.0,,,,
336,PT08M48.00S,2026-04-02T01:21:10.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,64,46,2026-04-02T01:21:10Z,3330000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT08M27.00S,2026-04-02T01:24:20.2Z,3,REGULAR,2pt,Jump Shot,[],1631172,75.77201051248358,56.372549019607845,1610612749,64,46,2026-04-02T01:24:26Z,3340000,False,32.0,175.0,1,right,MISS O. Dieng 17' step back Shot,[1631172],1610612749.0,MIL,step back,,,Dieng,O. Dieng,,,,,Mid-Range,16-24 Center,,,,,,Missed,,17.81,,,,,,,,,,,,
338,PT08M26.00S,2026-04-02T01:24:21.2Z,3,REGULAR,rebound,defensive,[],1642263,,,1610612745,64,46,2026-04-02T01:24:26Z,3350000,False,,,0,,R. Sheppard REBOUND (Off:0 Def:3),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Mid-Range,16-24 Center,,,,,,,,,337.0,3.0,3.0,0.0,,,,,,,,
339,PT08M17.00S,2026-04-02T01:24:30.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630578,7.046649145860711,51.71568627450981,1610612745,66,46,2026-04-02T01:24:35Z,3360000,False,-9.0,14.0,1,left,A. Sengun DUNK (10 PTS) (A. Thompson 3 AST),"[1630578, 1641708]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,Made,10.0,1.62,,,,,,A. Thompson,1641708.0,3.0,,,,
341,PT08M05.00S,2026-04-02T01:24:41.4Z,3,REGULAR,3pt,Jump Shot,[],1631250,64.99671484888306,32.1078431372549,1610612749,66,49,2026-04-02T01:24:45Z,3380000,False,-89.0,277.0,1,right,P. Nance 29' 3PT  (15 PTS) (C. Ryan 2 AST),"[1631250, 1642504]",1610612749.0,MIL,,,,Nance,P. Nance,,,,,Above the Break 3,24+ Center,,,,,,Made,15.0,29.06,,,,,,C. Ryan,1642504.0,2.0,,,,
343,PT07M43.00S,2026-04-02T01:25:03.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,5.338370565045992,56.372549019607845,1610612745,66,49,2026-04-02T01:25:09Z,3400000,False,-32.0,-2.0,1,left,MISS A. Sengun driving Layup,[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.2,,,,,,,,,,,,
344,PT07M43.00S,2026-04-02T01:25:03.3Z,3,REGULAR,rebound,defensive,[],1630579,,,1610612749,66,49,2026-04-02T01:25:09Z,3410000,False,,,0,,J. Sims REBOUND (Off:3 Def:9),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,,,,,,343.0,12.0,9.0,3.0,,,,,,,,
345,PT07M34.00S,2026-04-02T01:25:12.9Z,3,REGULAR,3pt,Jump Shot,[],1631250,66.5735873850197,29.901960784313726,1610612749,66,52,2026-04-02T01:25:16Z,3420000,False,-100.0,262.0,1,right,P. Nance 28' 3PT  (18 PTS) (C. Ryan 3 AST),"[1631250, 1642504]",1610612749.0,MIL,,,,Nance,P. Nance,,,,,Above the Break 3,24+ Left Center,,,,,,Made,18.0,28.03,,,,,,C. Ryan,1642504.0,3.0,,,,
347,PT07M15.00S,2026-04-02T01:25:31.7Z,3,REGULAR,3pt,Jump Shot,[],1630578,32.40801576872536,39.705882352941174,1610612745,69,52,2026-04-02T01:25:36Z,3440000,False,51.0,252.0,1,left,A. Sengun 25' 3PT  (13 PTS) (R. Sheppard 4 AST),"[1630578, 1642263]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,,,,,,Made,13.0,25.73,,,,,,R. Sheppard,1642263.0,4.0,,,,
349,PT07M03.00S,2026-04-02T01:25:45.0Z,3,REGULAR,3pt,Jump Shot,[],1631260,66.04796320630749,69.36274509803921,1610612749,69,55,2026-04-02T01:25:49Z,3460000,False,97.0,267.0,1,right,A. Green 28' 3PT pullup (6 PTS) (J. Sims 2 AST),"[1631260, 1630579]",1610612749.0,MIL,pullup,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,,,,,,Made,6.0,28.36,,,,,,J. Sims,1630579.0,2.0,,,,
351,PT06M42.00S,2026-04-02T01:26:04.3Z,3,REGULAR,3pt,Jump Shot,[],1631095,6.258212877792378,3.431372549019608,1610612745,72,55,2026-04-02T01:26:08Z,3480000,False,233.0,6.0,1,left,J. Smith Jr. 3PT  (7 PTS) (K. Durant 6 AST),"[1631095, 201142]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Right Corner 3,24+ Right,,,,,,Made,7.0,23.29,,,,,,K. Durant,201142.0,6.0,,,,
353,PT06M28.00S,2026-04-02T01:26:20.2Z,3,REGULAR,turnover,out-of-bounds,[],1631250,,,1610612749,72,55,2026-04-02T01:26:25Z,3500000,False,,,0,,P. Nance bad pass out-of-bounds TURNOVER (1 TO),[1631250],1610612749.0,MIL,bad pass,,,Nance,P. Nance,,,,,Above the Break 3,24+ Right Center,1628954.0,,,,,,,,,,,,1.0,,,,,,,
354,PT06M28.00S,2026-04-02T01:26:22.7Z,3,REGULAR,substitution,out,[],1641708,,,1610612745,72,55,2026-04-02T01:26:29Z,3510000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT06M28.00S,2026-04-02T01:26:22.7Z,3,REGULAR,substitution,out,[],1630578,,,1610612745,72,55,2026-04-02T01:26:29Z,3520000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT06M28.00S,2026-04-02T01:26:22.7Z,3,REGULAR,substitution,in,[],1631106,,,1610612745,72,55,2026-04-02T01:26:29Z,3530000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT06M28.00S,2026-04-02T01:26:22.7Z,3,REGULAR,substitution,in,[],203991,,,1610612745,72,55,2026-04-02T01:26:29Z,3540000,False,,,0,,SUB in: C. Capela,[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT06M17.00S,2026-04-02T01:26:48.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631106,14.273981603153747,3.431372549019608,1610612745,72,55,2026-04-02T01:26:55Z,3550000,False,233.0,82.0,1,left,MISS T. Eason 24' 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Right Corner 3,24+ Right,,,,,,Missed,,24.67,,,,,,,,,,,,
359,PT06M16.00S,2026-04-02T01:26:49.1Z,3,REGULAR,rebound,offensive,[],203991,,,1610612745,72,55,2026-04-02T01:26:55Z,3560000,False,,,0,,C. Capela REBOUND (Off:4 Def:1),[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,Right Corner 3,24+ Right,,,,,,,,,358.0,5.0,1.0,4.0,,,,,,,,
360,PT06M07.00S,2026-04-02T01:26:58.2Z,3,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1631095,11.12023653088042,77.94117647058823,1610612745,72,55,2026-04-02T01:27:04Z,3570000,False,-140.0,52.0,1,left,MISS J. Smith Jr. 14' pullup Shot,[1631095],1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,,,,,,Missed,,14.91,,,,,,,,,,,,
361,PT06M06.00S,2026-04-02T01:26:59.2Z,3,REGULAR,rebound,defensive,[],1630579,,,1610612749,72,55,2026-04-02T01:27:04Z,3580000,False,,,0,,J. Sims REBOUND (Off:3 Def:10),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Mid-Range,8-16 Left,,,,,,,,,360.0,13.0,10.0,3.0,,,,,,,,
362,PT05M57.00S,2026-04-02T01:27:08.7Z,3,REGULAR,turnover,bad pass,[],1642504,,,1610612749,72,55,2026-04-02T01:27:13Z,3590000,False,,,0,,C. Ryan bad pass TURNOVER (2 TO),"[1642504, 203991]",1610612749.0,MIL,,,,Ryan,C. Ryan,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,2.0,,,,Capela,203991.0,,
363,PT05M57.00S,2026-04-02T01:27:08.7Z,3,REGULAR,steal,,[],203991,,,1610612745,72,55,2026-04-02T01:27:10Z,3600000,False,,,0,,C. Capela STEAL (1 STL),[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
364,PT05M45.00S,2026-04-02T01:27:20.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1642263,23.078186596583443,12.745098039215685,1610612745,75,55,2026-04-02T01:27:24Z,3610000,False,186.0,164.0,1,left,R. Sheppard 24' 3PT  (21 PTS) (K. Durant 7 AST),"[1642263, 201142]",1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Right Center,,,,,,Made,21.0,24.85,,,,,,K. Durant,201142.0,7.0,,,,
366,PT05M15.00S,2026-04-02T01:27:50.7Z,3,REGULAR,3pt,Jump Shot,[],1631260,80.50262812089356,97.05882352941177,1610612749,75,58,2026-04-02T01:33:43Z,3630000,False,235.0,131.0,1,right,A. Green 26' 3PT fadeaway (9 PTS),[1631260],1610612749.0,MIL,fadeaway,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,,,,,,Made,9.0,26.92,,,,,,,,,,,,
368,PT05M00.00S,2026-04-02T01:28:20.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203991,6.915243101182654,44.85294117647059,1610612745,75,58,2026-04-02T01:28:27Z,3650000,False,26.0,13.0,1,left,MISS C. Capela driving finger roll Layup,[203991],1610612745.0,HOU,driving finger roll,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.86,,,,,,,,,,,,
369,PT04M56.00S,2026-04-02T01:28:24.9Z,3,REGULAR,rebound,offensive,[],201142,,,1610612745,75,58,2026-04-02T01:28:27Z,3660000,False,,,0,,K. Durant REBOUND (Off:1 Def:2),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,,,368.0,3.0,2.0,1.0,,,,,,,,
370,PT04M56.00S,2026-04-02T01:28:24.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",201142,5.590000152587891,50.0,1610612745,77,58,2026-04-02T01:28:24Z,3670000,False,0.0,0.0,1,left,K. Durant tip DUNK (12 PTS),[201142],1610612745.0,HOU,tip,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,,,,,,Made,12.0,0.0,,,,,,,,,,,,
371,PT04M47.00S,2026-04-02T01:28:33.5Z,3,REGULAR,3pt,Jump Shot,[],1642504,81.8166885676741,4.166666666666666,1610612749,77,61,2026-04-02T01:28:41Z,3680000,False,-229.0,118.0,1,right,C. Ryan 25' 3PT  (12 PTS) (O. Dieng 5 AST),"[1642504, 1631172]",1610612749.0,MIL,,,,Ryan,C. Ryan,,,,,Above the Break 3,24+ Left Center,,,,,,Made,12.0,25.8,,,,,,O. Dieng,1631172.0,5.0,,,,
373,PT04M30.00S,2026-04-02T01:28:50.3Z,3,REGULAR,3pt,Jump Shot,[],1642263,32.013797634691194,25.49019607843137,1610612745,77,61,2026-04-02T01:28:59Z,3700000,False,123.0,248.0,1,left,MISS R. Sheppard 27' pullup 3PT,[1642263],1610612745.0,HOU,pullup,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,27.7,,,,,,,,,,,,
374,PT04M29.00S,2026-04-02T01:28:51.3Z,3,REGULAR,rebound,defensive,[],1630579,,,1610612749,77,61,2026-04-02T01:28:59Z,3710000,False,,,0,,J. Sims REBOUND (Off:3 Def:11),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Right Center,,,,,,,,,373.0,14.0,11.0,3.0,,,,,,,,
375,PT04M16.00S,2026-04-02T01:29:04.8Z,3,REGULAR,3pt,Jump Shot,[],1631260,65.52233902759527,57.59803921568627,1610612749,77,61,2026-04-02T01:29:09Z,3720000,False,38.0,272.0,1,right,MISS A. Green 27' pullup 3PT,[1631260],1610612749.0,MIL,pullup,,,Green,A. Green,,,,,Above the Break 3,24+ Center,,,,,,Missed,,27.42,,,,,,,,,,,,
376,PT04M14.00S,2026-04-02T01:29:06.8Z,3,REGULAR,rebound,offensive,[],1630579,,,1610612749,77,61,2026-04-02T01:29:09Z,3730000,False,,,0,,J. Sims REBOUND (Off:4 Def:11),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Center,,,,,,,,,375.0,15.0,11.0,4.0,,,,,,,,
377,PT04M12.00S,2026-04-02T01:29:09.2Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1642504,86.94152431011827,78.18627450980392,1610612749,77,61,2026-04-02T01:29:13Z,3740000,False,141.0,70.0,1,right,MISS C. Ryan 15' pullup Shot,[1642504],1610612749.0,MIL,pullup,,,Ryan,C. Ryan,,,,,Mid-Range,8-16 Right,,,,,,Missed,,15.74,,,,,,,,,,,,
378,PT04M09.00S,2026-04-02T01:29:12.2Z,3,REGULAR,rebound,defensive,[],201142,,,1610612745,77,61,2026-04-02T01:29:13Z,3750000,False,,,0,,K. Durant REBOUND (Off:1 Def:3),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,,,,,,,,,377.0,4.0,3.0,1.0,,,,,,,,
379,PT04M05.00S,2026-04-02T01:29:17.6Z,3,REGULAR,foul,personal,[],1631260,,,1610612745,77,61,2026-04-02T01:29:24Z,3760000,False,,,0,,A. Green personal FOUL (3 PF),"[1631260, 1631095]",1610612749.0,MIL,,,,Green,A. Green,,,,,In The Paint (Non-RA),8-16 Center,203593.0,3.0,0.0,Smith Jr.,1631095.0,,,,,,,,,,,,,,,
