actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
18,PT11M01.00S,2025-11-15T01:13:28.7Z,1,REGULAR,foul,offensive,[],1631101,,,1610612757,2,3,2025-11-15T01:13:36Z,180000,False,,,0,,S. Sharpe charge offensive FOUL (1 PF),"[1631101, 1630578]",1610612757.0,POR,charge,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1151.0,1.0,0.0,Sengun,1630578.0,,,,,,,,
20,PT11M01.00S,2025-11-15T01:13:28.7Z,1,REGULAR,turnover,offensive foul,[],1631101,,,1610612757,2,3,2025-11-15T01:13:28Z,200000,False,,,0,,S. Sharpe offensive foul TURNOVER (1 TO),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1151.0,,,,,1.0,,,,,,,
21,PT11M01.00S,2025-11-15T01:13:53.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,2,3,2025-11-15T01:13:53Z,210000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PT10M51.00S,2025-11-15T01:16:47.7Z,1,REGULAR,foul,personal,[],1631101,,,1610612745,2,3,2025-11-15T01:16:56Z,220000,False,,,0,,S. Sharpe personal FOUL (2 PF),"[1631101, 201142]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Center,,,,,,,,1146.0,2.0,0.0,Durant,201142.0,,,,,,,,
24,PT10M45.00S,2025-11-15T01:17:10.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201142,81.15965834428384,36.51960784313725,1610612745,2,3,2025-11-15T01:17:19Z,240000,False,-67.0,125.0,1,right,MISS K. Durant 14' pullup Shot,[201142],1610612745.0,HOU,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,14.17,Missed,,,,,,,,,,,,,,,,,,
25,PT10M44.00S,2025-11-15T01:17:11.3Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,2,3,2025-11-15T01:17:19Z,250000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Center,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,
26,PT10M32.00S,2025-11-15T01:17:24.4Z,1,REGULAR,3pt,Jump Shot,[],1630166,27.414586070959263,76.9607843137255,1610612757,2,3,2025-11-15T01:17:33Z,260000,False,-135.0,205.0,1,left,MISS D. Avdija 24' step back 3PT,[1630166],1610612757.0,POR,step back,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,24.55,Missed,,,,,,,,,,,,,,,,,,
27,PT10M31.00S,2025-11-15T01:17:25.4Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,2,3,2025-11-15T01:17:33Z,270000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,
28,PT10M20.00S,2025-11-15T01:17:35.4Z,1,REGULAR,3pt,Jump Shot,[],1641708,66.04796320630749,50.49019607843137,1610612745,2,3,2025-11-15T01:17:45Z,280000,False,2.0,267.0,1,right,MISS A. Thompson 26' 3PT,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,26.66,Missed,,,,,,,,,,,,,,,,,,
29,PT10M20.00S,2025-11-15T01:17:35.4Z,1,REGULAR,rebound,defensive,[],1631101,,,1610612757,2,3,2025-11-15T01:17:45Z,290000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:2),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Center,,,,28.0,2.0,2.0,0.0,,,,,,,,,,,,,
30,PT10M09.00S,2025-11-15T01:17:46.7Z,1,REGULAR,3pt,Jump Shot,[],1641739,32.013797634691194,50.73529411764706,1610612757,2,6,2025-11-15T01:17:51Z,300000,False,-4.0,248.0,1,left,T. Camara 24' 3PT  (3 PTS) (D. Avdija 1 AST),"[1641739, 1630166]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Center,24.84,Made,3.0,,,,,,,,,,,D. Avdija,1630166.0,1.0,,,,
32,PT09M42.00S,2025-11-15T01:18:13.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,80.76544021024968,41.42156862745098,1610612745,4,6,2025-11-15T01:18:19Z,320000,False,-43.0,128.0,1,right,K. Durant 13' turnaround fadeaway Jump Shot (2 PTS),[201142],1610612745.0,HOU,turnaround fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,13.53,Made,2.0,,,,,,,,,,,,,,,,,
33,PT09M30.00S,2025-11-15T01:18:26.1Z,1,REGULAR,3pt,Jump Shot,[],201950,26.363337713534822,20.588235294117645,1610612757,4,9,2025-11-15T01:18:30Z,330000,False,147.0,195.0,1,left,J. Holiday 24' 3PT pullup (3 PTS),[201950],1610612757.0,POR,pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,24.45,Made,3.0,,,,,,,,,,,,,,,,,
34,PT09M13.00S,2025-11-15T01:18:42.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,93.9060446780552,45.34313725490196,1610612745,4,9,2025-11-15T01:18:50Z,340000,False,-23.0,5.0,1,right,MISS A. Thompson cutting Layup - blocked,"[1641708, 1631101]",1610612745.0,HOU,cutting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,2.38,Missed,,,,,,,,,,,,,,,Sharpe,1631101.0,,
35,PT09M13.00S,2025-11-15T01:18:42.6Z,1,REGULAR,block,,[],1631101,,,1610612745,4,9,2025-11-15T01:18:44Z,350000,False,,,0,,S. Sharpe BLOCK (1 BLK),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
36,PT09M13.00S,2025-11-15T01:18:42.6Z,1,REGULAR,rebound,offensive,[],1641708,,,1610612745,4,9,2025-11-15T01:18:50Z,360000,False,,,0,,A. Thompson REBOUND (Off:1 Def:0),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,34.0,1.0,0.0,1.0,,,,,,,,,,,,,
37,PT09M09.00S,2025-11-15T01:18:46.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629006,81.02825229960578,94.85294117647058,1610612745,4,9,2025-11-15T01:18:55Z,370000,False,224.0,126.0,1,right,MISS J. Okogie 25' 3PT,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Right Center,25.72,Missed,,,,,,,,,,,,,,,,,,
38,PT09M08.00S,2025-11-15T01:18:47.8Z,1,REGULAR,rebound,defensive,[],1631101,,,1610612757,4,9,2025-11-15T01:18:55Z,380000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:3),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,,,,37.0,3.0,3.0,0.0,,,,,,,,,,,,,
39,PT08M56.00S,2025-11-15T01:18:59.7Z,1,REGULAR,2pt,Layup,[],1631101,11.645860709592641,69.6078431372549,1610612757,4,11,2025-11-15T01:19:06Z,390000,False,-98.0,57.0,1,left,S. Sharpe 11' driving finger roll Layup (2 PTS),[1631101],1610612757.0,POR,driving finger roll,,,Sharpe,S. Sharpe,,,,,Mid-Range,8-16 Left,11.34,Made,2.0,,,,,,,,,,,,,,,,,
40,PT08M45.00S,2025-11-15T01:19:10.5Z,1,REGULAR,3pt,Jump Shot,[],1630578,67.09921156373193,58.08823529411765,1610612745,7,11,2025-11-15T01:19:17Z,400000,False,40.0,257.0,1,right,A. Sengun 26' 3PT pullup (5 PTS),[1630578],1610612745.0,HOU,pullup,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,26.0,Made,5.0,,,,,,,,,,,,,,,,,
41,PT08M33.00S,2025-11-15T01:19:22.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,17.95335085413929,58.08823529411765,1610612757,7,11,2025-11-15T01:20:19Z,410000,False,-40.0,116.0,1,left,MISS D. Avdija 12' pullup Shot,[1630166],1610612757.0,POR,pullup,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Center,12.31,Missed,,,,,,,,,,,,,,,,,,
42,PT08M33.00S,2025-11-15T01:19:22.7Z,1,REGULAR,rebound,offensive,[],201950,,,1610612757,7,11,2025-11-15T01:19:35Z,420000,False,,,0,,J. Holiday REBOUND (Off:1 Def:0),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Center,,,,41.0,1.0,0.0,1.0,,,,,,,,,,,,,
43,PT08M28.00S,2025-11-15T01:19:27.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201950,5.590000152587891,50.0,1610612757,7,11,2025-11-15T01:19:27Z,430000,False,0.0,0.0,1,left,MISS J. Holiday tip Layup,[201950],1610612757.0,POR,tip,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
44,PT08M28.00S,2025-11-15T01:19:27.7Z,1,REGULAR,rebound,offensive,[],201950,,,1610612757,7,11,2025-11-15T01:19:27Z,440000,False,,,0,,J. Holiday REBOUND (Off:2 Def:0),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Left,,,,43.0,2.0,0.0,2.0,,,,,,,,,,,,,
45,PT08M26.00S,2025-11-15T01:19:29.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641739,23.73521681997372,15.931372549019606,1610612757,7,14,2025-11-15T01:19:39Z,450000,False,170.0,171.0,1,left,T. Camara 24' 3PT  (6 PTS) (J. Holiday 1 AST),"[1641739, 201950]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,24.11,Made,6.0,,,,,,,,,,,J. Holiday,201950.0,1.0,,,,
46,PT08M08.00S,2025-11-15T01:19:48.0Z,1,REGULAR,2pt,Jump Shot,[],201142,76.47831800262811,50.268075980392155,1610612745,7,14,2025-11-15T01:22:58Z,460000,False,1.0,169.0,1,right,MISS K. Durant 16' pullup Shot,[201142],1610612745.0,HOU,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Center,16.86,Missed,,,,,,,,,,,,,,,,,,
47,PT08M06.00S,2025-11-15T01:19:50.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,7,14,2025-11-15T01:20:00Z,470000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Mid-Range,16-24 Center,,,,46.0,,,,,,,,,,,,,,,,
49,PT07M55.00S,2025-11-15T01:20:07.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641739,6.389618922470433,54.41176470588235,1610612757,7,16,2025-11-15T01:20:13Z,490000,False,-22.0,8.0,1,left,T. Camara driving reverse Layup (8 PTS) (J. Holiday 2 AST),"[1641739, 201950]",1610612757.0,POR,driving reverse,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,2.34,Made,8.0,,,,,,,,,,,J. Holiday,201950.0,2.0,,,,
51,PT07M40.00S,2025-11-15T01:20:22.7Z,1,REGULAR,3pt,Jump Shot,[],1631095,93.9060446780552,5.637254901960785,1610612745,7,16,2025-11-15T01:20:29Z,510000,False,-222.0,5.0,1,right,MISS J. Smith Jr. 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Left Corner 3,24+ Left,22.19,Missed,,,,,,,,,,,,,,,,,,
52,PT07M39.00S,2025-11-15T01:20:23.7Z,1,REGULAR,rebound,defensive,[],201950,,,1610612757,7,16,2025-11-15T01:20:29Z,520000,False,,,0,,J. Holiday REBOUND (Off:2 Def:1),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Left Corner 3,24+ Left,,,,51.0,3.0,1.0,2.0,,,,,,,,,,,,,
53,PT07M34.00S,2025-11-15T01:20:29.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631101,26.888961892247043,83.33333333333334,1610612757,7,16,2025-11-15T01:23:54Z,530000,False,-167.0,200.0,1,left,MISS S. Sharpe 26' running pullup 3PT,[1631101],1610612757.0,POR,running pullup,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,26.06,Missed,,,,,,,,,,,,,,,,,,
54,PT07M32.00S,2025-11-15T01:20:31.4Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,7,16,2025-11-15T01:20:46Z,540000,False,,,0,,A. Thompson REBOUND (Off:1 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,,53.0,2.0,1.0,1.0,,,,,,,,,,,,,
55,PT07M22.00S,2025-11-15T01:20:40.2Z,1,REGULAR,3pt,Jump Shot,[],1629006,91.80354796320631,4.411764705882353,1610612745,7,16,2025-11-15T01:20:53Z,550000,False,-228.0,25.0,1,right,MISS J. Okogie 3PT,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Left Corner 3,24+ Left,22.92,Missed,,,,,,,,,,,,,,,,,,
56,PT07M21.00S,2025-11-15T01:20:41.2Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,7,16,2025-11-15T01:20:53Z,560000,False,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Left Corner 3,24+ Left,,,,55.0,2.0,2.0,0.0,,,,,,,,,,,,,
57,PT07M14.00S,2025-11-15T01:20:48.6Z,1,REGULAR,turnover,bad pass,[],1641739,,,1610612757,7,16,2025-11-15T01:20:55Z,570000,False,,,0,,T. Camara bad pass TURNOVER (1 TO),"[1641739, 1630578]",1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,1.0,,,,,,Sengun,1630578.0
58,PT07M14.00S,2025-11-15T01:20:48.6Z,1,REGULAR,steal,,[],1630578,,,1610612745,7,16,2025-11-15T01:20:50Z,580000,False,,,0,,A. Sengun STEAL (1 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
59,PT07M09.00S,2025-11-15T01:20:53.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201142,79.45137976346912,9.068627450980392,1610612745,10,16,2025-11-15T01:21:01Z,590000,False,-205.0,141.0,1,right,K. Durant 24' 3PT running (5 PTS) (J. Smith Jr. 1 AST),"[201142, 1631095]",1610612745.0,HOU,running,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,24.84,Made,5.0,,,,,,,,,,,J. Smith Jr.,1631095.0,1.0,,,,
61,PT06M51.00S,2025-11-15T01:21:12.0Z,1,REGULAR,foul,personal,['2freethrow'],201142,,,1610612757,10,16,2025-11-15T01:21:22Z,610000,False,,,0,,K. Durant shooting personal FOUL (1 PF) (Sharpe 2 FT),"[201142, 1631101]",1610612745.0,HOU,shooting,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,,1146.0,1.0,0.0,Sharpe,1631101.0,,,,,,,,
63,PT06M51.00S,2025-11-15T01:21:43.2Z,1,REGULAR,freethrow,1 of 2,[],1631101,,,1610612757,10,17,2025-11-15T01:22:07Z,630000,False,,,0,,S. Sharpe Free Throw 1 of 2 (3 PTS),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
64,PT06M51.00S,2025-11-15T01:21:43.8Z,1,REGULAR,substitution,out,[],201950,,,1610612757,10,17,2025-11-15T01:21:49Z,640000,False,,,0,,SUB out: J. Holiday,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M51.00S,2025-11-15T01:21:43.8Z,1,REGULAR,substitution,in,[],203924,,,1610612757,10,17,2025-11-15T01:21:49Z,650000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M51.00S,2025-11-15T01:21:43.2Z,1,REGULAR,freethrow,2 of 2,[],1631101,,,1610612757,10,17,2025-11-15T01:22:07Z,660000,False,,,0,,MISS S. Sharpe Free Throw 2 of 2,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
67,PT06M51.00S,2025-11-15T01:21:43.2Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,10,17,2025-11-15T01:22:07Z,670000,False,,,0,,A. Sengun REBOUND (Off:0 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,66.0,2.0,2.0,0.0,,,,,,,,,,,,,
68,PT06M40.00S,2025-11-15T01:22:14.9Z,1,REGULAR,foul,personal,['2freethrow'],1642270,,,1610612745,10,17,2025-11-15T01:22:26Z,680000,False,,,0,,D. Clingan shooting personal FOUL (1 PF) (Durant 2 FT),"[1642270, 201142]",1610612757.0,POR,shooting,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1151.0,1.0,0.0,Durant,201142.0,,,,,,,,
70,PT06M40.00S,2025-11-15T01:22:40.5Z,1,REGULAR,freethrow,1 of 2,[],201142,,,1610612745,11,17,2025-11-15T01:22:40Z,700000,False,,,0,,K. Durant Free Throw 1 of 2 (6 PTS),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
72,PT06M40.00S,2025-11-15T01:23:00.6Z,1,REGULAR,freethrow,2 of 2,[],201142,,,1610612745,12,17,2025-11-15T01:23:00Z,710000,False,,,0,,K. Durant Free Throw 2 of 2 (7 PTS),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
73,PT06M27.00S,2025-11-15T01:23:14.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642270,9.280551905387648,51.470588235294116,1610612757,12,19,2025-11-15T01:23:19Z,720000,False,-7.0,35.0,1,left,D. Clingan cutting DUNK (5 PTS) (S. Sharpe 1 AST),"[1642270, 1631101]",1610612757.0,POR,cutting,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,3.55,Made,5.0,,,,,,,,,,,S. Sharpe,1631101.0,1.0,,,,
75,PT06M03.00S,2025-11-15T01:23:37.9Z,1,REGULAR,2pt,Jump Shot,[],1630578,77.7431011826544,62.745098039215684,1610612745,14,19,2025-11-15T01:23:42Z,740000,False,64.0,157.0,1,right,A. Sengun 16' pullup Jump Shot (7 PTS),[1630578],1610612745.0,HOU,pullup,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Right Center,16.92,Made,7.0,,,,,,,,,,,,,,,,,
76,PT05M52.00S,2025-11-15T01:23:49.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,7.30946123521682,65.19607843137256,1610612757,14,21,2025-11-15T01:23:53Z,750000,False,-76.0,16.0,1,left,S. Sharpe 7' driving finger roll Layup (5 PTS),[1631101],1610612757.0,POR,driving finger roll,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,7.77,Made,5.0,,,,,,,,,,,,,,,,,
77,PT05M38.00S,2025-11-15T01:24:03.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631095,91.93495400788436,60.29411764705882,1610612745,16,21,2025-11-15T01:24:07Z,760000,False,51.0,23.0,1,right,J. Smith Jr. cutting DUNK (2 PTS) (A. Thompson 1 AST),"[1631095, 1641708]",1610612745.0,HOU,cutting,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.65,Made,2.0,,,,,,,,,,,A. Thompson,1641708.0,1.0,,,,
80,PT05M29.00S,2025-11-15T01:24:16.2Z,1,REGULAR,substitution,out,[],1641708,,,1610612757,16,21,2025-11-15T01:24:29Z,790000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M29.00S,2025-11-15T01:24:16.2Z,1,REGULAR,substitution,out,[],1629006,,,1610612757,16,21,2025-11-15T01:24:29Z,800000,False,,,0,,SUB out: J. Okogie,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M29.00S,2025-11-15T01:24:16.2Z,1,REGULAR,substitution,out,[],1630578,,,1610612757,16,21,2025-11-15T01:24:29Z,810000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M29.00S,2025-11-15T01:24:16.2Z,1,REGULAR,substitution,in,[],203500,,,1610612757,16,21,2025-11-15T01:24:29Z,820000,False,,,0,,SUB in: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M29.00S,2025-11-15T01:24:16.2Z,1,REGULAR,substitution,in,[],1642263,,,1610612757,16,21,2025-11-15T01:24:29Z,830000,False,,,0,,SUB in: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M29.00S,2025-11-15T01:24:16.2Z,1,REGULAR,substitution,in,[],1631106,,,1610612757,16,21,2025-11-15T01:24:29Z,840000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
