actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
19,PT11M06.00S,2026-04-04T00:13:20.6Z,1,REGULAR,steal,,[],1641708,,,1610612745,0,0,2026-04-04T00:13:20Z,190000,False,,,0,,A. Thompson STEAL (1 STL),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M56.00S,2026-04-04T00:13:29.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201142,16.770696452036795,59.31372549019608,1610612745,2,0,2026-04-04T00:13:34Z,200000,False,-47.0,105.0,1,left,K. Durant 11' fadeaway Jump Shot (2 PTS),[201142],1610612745.0,HOU,fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,11.5,Made,,,,,,,2.0,,,,,,,,,
21,PT10M43.00S,2026-04-04T00:13:43.0Z,1,REGULAR,turnover,out-of-bounds,[],1642846,,,1610612762,2,0,2026-04-04T00:13:55Z,210000,False,,,0,,A. Bailey bad pass out-of-bounds TURNOVER (2 TO),[1642846],1610612762.0,UTA,bad pass,,,Bailey,A. Bailey,,,,,In The Paint (Non-RA),0-8 Center,202026.0,2.0,,,,,,,,,,,,,,,,,,
22,PT10M31.00S,2026-04-04T00:13:59.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631095,6.389618922470433,95.09803921568627,1610612745,5,0,2026-04-04T00:14:03Z,220000,False,-225.0,8.0,1,left,J. Smith Jr. 3PT  (3 PTS) (A. Sengun 1 AST),"[1631095, 1630578]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Left Corner 3,24+ Left,,,22.56,Made,,,,,,,3.0,A. Sengun,1630578.0,1.0,,,,,,
24,PT10M23.00S,2026-04-04T00:14:09.6Z,1,REGULAR,foul,personal,[],1631095,,,1610612762,5,0,2026-04-04T00:14:24Z,240000,False,,,0,,J. Smith Jr. personal FOUL (1 PF),"[1631095, 1642271]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,1146.0,,,,,,,,,,,,,,1.0,0.0,Filipowski,1642271.0,,
26,PT10M16.00S,2026-04-04T00:14:33.6Z,1,REGULAR,3pt,Jump Shot,[],1641729,68.15045992115637,33.82352941176471,1610612762,5,0,2026-04-04T00:18:06Z,260000,False,-81.0,247.0,1,right,MISS B. Sensabaugh 25' pullup 3PT,[1641729],1610612762.0,UTA,pullup,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Center,,,25.98,Missed,,,,,,,,,,,,,,,,
27,PT10M15.00S,2026-04-04T00:14:34.6Z,1,REGULAR,rebound,offensive,[],1642262,,,1610612762,5,0,2026-04-04T00:14:46Z,270000,False,,,0,,C. Williams REBOUND (Off:1 Def:1),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Above the Break 3,24+ Center,,,,,26.0,2.0,1.0,1.0,,,,,,,,,,,,
28,PT10M08.00S,2026-04-04T00:14:41.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642846,92.06636005256242,46.81372549019608,1610612762,5,2,2026-04-04T00:18:22Z,280000,False,-16.0,22.0,1,right,A. Bailey driving Layup (2 PTS),[1642846],1610612762.0,UTA,driving,,,Bailey,A. Bailey,,,,,Restricted Area,0-8 Center,,,2.72,Made,,,,,,,2.0,,,,,,,,,
29,PT09M57.00S,2026-04-04T00:14:57.4Z,1,REGULAR,foul,offensive,[],1630578,,,1610612745,5,2,2026-04-04T00:15:09Z,290000,False,,,0,,A. Sengun offensive FOUL (1 PF),"[1630578, 1629723]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,1146.0,,,,,,,,,,,,,,1.0,0.0,Konchar,1629723.0,,
31,PT09M57.00S,2026-04-04T00:14:57.4Z,1,REGULAR,turnover,offensive foul,[],1630578,,,1610612745,5,2,2026-04-04T00:14:57Z,310000,False,,,0,,A. Sengun offensive foul TURNOVER (2 TO),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,1146.0,2.0,,,,,,,,,,,,,,,,,,
32,PT09M46.00S,2026-04-04T00:15:19.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1642262,78.53153745072274,26.715686274509803,1610612762,5,4,2026-04-04T00:15:29Z,320000,False,-116.0,149.0,1,right,C. Williams 18' pullup bank Jump Shot (2 PTS),[1642262],1610612762.0,UTA,pullup bank,,,Williams,C. Williams,,,,,Mid-Range,16-24 Left Center,,,18.93,Made,,,,,,,2.0,,,,,,,,,
33,PT09M20.00S,2026-04-04T00:15:46.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,13.748357424441524,40.68627450980392,1610612745,5,4,2026-04-04T00:19:13Z,330000,False,47.0,77.0,1,left,MISS J. Smith Jr. 8' floating Shot,[1631095],1610612745.0,HOU,floating,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,8.97,Missed,,,,,,,,,,,,,,,,
34,PT09M17.00S,2026-04-04T00:15:49.0Z,1,REGULAR,rebound,defensive,[],1641729,,,1610612762,5,4,2026-04-04T00:15:51Z,340000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:1),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),8-16 Center,,,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,
35,PT09M12.00S,2026-04-04T00:15:55.0Z,1,REGULAR,3pt,Jump Shot,[],1642846,92.32917214191852,2.941176470588235,1610612762,5,4,2026-04-04T00:16:03Z,350000,False,-235.0,20.0,1,right,MISS A. Bailey 3PT,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Left Corner 3,24+ Left,,,23.61,Missed,,,,,,,,,,,,,,,,
36,PT09M11.00S,2026-04-04T00:15:56.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,5,4,2026-04-04T00:16:03Z,360000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Left Corner 3,24+ Left,,,,,35.0,,,,,,,,,,,,,,,
38,PT08M57.00S,2026-04-04T00:16:25.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642271,83.52496714848883,60.5392156862745,1610612762,5,4,2026-04-04T00:16:30Z,380000,False,53.0,102.0,1,right,MISS K. Filipowski 11' turnaround fadeaway Shot,[1642271],1610612762.0,UTA,turnaround fadeaway,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),8-16 Center,,,11.52,Missed,,,,,,,,,,,,,,,,
39,PT08M57.00S,2026-04-04T00:16:25.3Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,5,4,2026-04-04T00:16:30Z,390000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,
40,PT08M51.00S,2026-04-04T00:16:34.0Z,1,REGULAR,foul,personal,[],1642846,,,1610612745,5,4,2026-04-04T00:16:47Z,400000,False,,,0,,A. Bailey personal FOUL (1 PF),"[1642846, 1630578]",1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,In The Paint (Non-RA),0-8 Center,202026.0,,,,,,,,,,,,,,1.0,0.0,Sengun,1630578.0,,
42,PT08M38.00S,2026-04-04T00:17:08.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631095,10.200394218134035,47.30392156862745,1610612745,5,4,2026-04-04T00:22:50Z,420000,False,13.0,43.0,1,left,MISS J. Smith Jr. cutting Layup - blocked,"[1631095, 1629723]",1610612745.0,HOU,cutting,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,4.55,Missed,,,,,,,,,,,,,,,Konchar,1629723.0
43,PT08M38.00S,2026-04-04T00:17:08.6Z,1,REGULAR,block,,[],1629723,,,1610612745,5,4,2026-04-04T00:18:48Z,430000,False,,,0,,J. Konchar BLOCK (1 BLK),[1629723],1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
44,PT08M38.00S,2026-04-04T00:17:08.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,5,4,2026-04-04T00:17:15Z,440000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,42.0,,,,,,,,,,,,,,,
46,PT08M33.00S,2026-04-04T00:17:24.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641708,9.674770039421814,45.83333333333333,1610612745,7,4,2026-04-04T00:17:29Z,460000,False,21.0,38.0,1,left,A. Thompson alley-oop Layup (2 PTS) (K. Durant 1 AST),"[1641708, 201142]",1610612745.0,HOU,alley-oop,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,4.37,Made,,,,,,,2.0,K. Durant,201142.0,1.0,,,,,,
48,PT08M21.00S,2026-04-04T00:17:38.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642262,89.17542706964521,49.01960784313725,1610612762,7,6,2026-04-04T00:17:44Z,480000,False,-5.0,49.0,1,right,C. Williams turnaround Hook (4 PTS),[1642262],1610612762.0,UTA,turnaround,,,Williams,C. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,4.95,Made,,,,,,,4.0,,,,,,,,,
49,PT07M56.00S,2026-04-04T00:18:03.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,16.245072273324574,47.05882352941176,1610612745,7,6,2026-04-04T00:18:14Z,490000,False,15.0,100.0,1,left,MISS A. Sengun 10' turnaround Hook,[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,10.13,Missed,,,,,,,,,,,,,,,,
50,PT07M56.00S,2026-04-04T00:18:03.6Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612762,7,6,2026-04-04T00:18:14Z,500000,False,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),8-16 Center,,,,,49.0,1.0,1.0,0.0,,,,,,,,,,,,
51,PT07M50.00S,2026-04-04T00:18:07.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641729,78.9257555847569,91.42156862745098,1610612762,7,6,2026-04-04T00:25:07Z,510000,False,207.0,146.0,1,right,MISS B. Sensabaugh 25' running 3PT,[1641729],1610612762.0,UTA,running,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,,,25.32,Missed,,,,,,,,,,,,,,,,
52,PT07M49.00S,2026-04-04T00:18:08.7Z,1,REGULAR,rebound,defensive,[],201142,,,1610612745,7,6,2026-04-04T00:18:18Z,520000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,,,51.0,1.0,1.0,0.0,,,,,,,,,,,,
53,PT07M43.00S,2026-04-04T00:18:27.2Z,1,REGULAR,foul,personal,['2freethrow'],1642846,,,1610612745,7,6,2026-04-04T00:18:36Z,530000,False,,,0,,A. Bailey shooting personal FOUL (2 PF) (Smith Jr. 2 FT),"[1642846, 1631095]",1610612762.0,UTA,shooting,,,Bailey,A. Bailey,,,,,Restricted Area,0-8 Center,1201.0,,,,,,,,,,,,,,2.0,0.0,Smith Jr.,1631095.0,,
55,PT07M43.00S,2026-04-04T00:18:49.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1631095,,,1610612745,8,6,2026-04-04T00:18:49Z,550000,False,,,0,,J. Smith Jr. Free Throw 1 of 2 (4 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,Made,,,,,,,4.0,,,,,,,,,
56,PT07M43.00S,2026-04-04T00:19:12.5Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1631095,,,1610612745,9,6,2026-04-04T00:19:12Z,560000,False,,,0,,J. Smith Jr. Free Throw 2 of 2 (5 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,Made,,,,,,,5.0,,,,,,,,,
57,PT07M29.00S,2026-04-04T00:19:31.5Z,1,REGULAR,foul,personal,['3freethrow'],201142,,,1610612762,9,6,2026-04-04T00:19:45Z,570000,False,,,0,,K. Durant shooting personal FOUL (1 PF) (Sensabaugh 3 FT),"[201142, 1641729]",1610612745.0,HOU,shooting,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,1146.0,,,,,,,,,,,,,,1.0,0.0,Sensabaugh,1641729.0,,
59,PT07M29.00S,2026-04-04T00:19:57.4Z,1,REGULAR,freethrow,1 of 3,[],1641729,,,1610612762,9,7,2026-04-04T00:19:57Z,590000,False,,,0,,B. Sensabaugh Free Throw 1 of 3 (1 PTS),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,Made,,,,,,,1.0,,,,,,,,,
60,PT07M29.00S,2026-04-04T00:20:11.3Z,1,REGULAR,freethrow,2 of 3,[],1641729,,,1610612762,9,8,2026-04-04T00:20:11Z,600000,False,,,0,,B. Sensabaugh Free Throw 2 of 3 (2 PTS),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,Made,,,,,,,2.0,,,,,,,,,
61,PT07M29.00S,2026-04-04T00:20:26.0Z,1,REGULAR,freethrow,3 of 3,[],1641729,,,1610612762,9,9,2026-04-04T00:20:26Z,610000,False,,,0,,B. Sensabaugh Free Throw 3 of 3 (3 PTS),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,Made,,,,,,,3.0,,,,,,,,,
62,PT07M17.00S,2026-04-04T00:20:41.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630578,6.915243101182654,48.77450980392157,1610612745,11,9,2026-04-04T00:20:46Z,620000,False,6.0,13.0,1,left,A. Sengun cutting DUNK (2 PTS) (A. Thompson 1 AST),"[1630578, 1641708]",1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,1.39,Made,,,,,,,2.0,A. Thompson,1641708.0,1.0,,,,,,
64,PT07M15.00S,2026-04-04T00:20:50.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,11,9,2026-04-04T00:21:09Z,640000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M15.00S,2026-04-04T00:23:37.6Z,1,REGULAR,substitution,out,[],1641708,,,1610612762,11,9,2026-04-04T00:23:53Z,650000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M15.00S,2026-04-04T00:23:37.6Z,1,REGULAR,substitution,out,[],1630578,,,1610612762,11,9,2026-04-04T00:23:53Z,660000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M15.00S,2026-04-04T00:23:37.6Z,1,REGULAR,substitution,out,[],1642846,,,1610612762,11,9,2026-04-04T00:23:53Z,670000,False,,,0,,SUB out: A. Bailey,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT07M15.00S,2026-04-04T00:23:37.6Z,1,REGULAR,substitution,in,[],1631106,,,1610612762,11,9,2026-04-04T00:23:53Z,680000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT07M15.00S,2026-04-04T00:23:37.6Z,1,REGULAR,substitution,in,[],203991,,,1610612762,11,9,2026-04-04T00:23:53Z,690000,False,,,0,,SUB in: C. Capela,[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT07M15.00S,2026-04-04T00:23:37.6Z,1,REGULAR,substitution,in,[],1631113,,,1610612762,11,9,2026-04-04T00:23:53Z,700000,False,,,0,,SUB in: K. Chandler,[1631113],1610612762.0,UTA,,,,Chandler,K. Chandler,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT07M00.00S,2026-04-04T00:24:11.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642271,85.75886990801577,47.794117647058826,1610612762,11,11,2026-04-04T00:24:15Z,710000,False,-11.0,81.0,1,right,K. Filipowski 8' turnaround fadeaway Jump Shot (2 PTS),[1642271],1610612762.0,UTA,turnaround fadeaway,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),8-16 Center,,,8.21,Made,,,,,,,2.0,,,,,,,,,
72,PT06M42.00S,2026-04-04T00:24:32.5Z,1,REGULAR,foul,personal,[],1631113,,,1610612745,11,11,2026-04-04T00:24:39Z,720000,False,,,0,,K. Chandler personal FOUL (1 PF),"[1631113, 1631095]",1610612762.0,UTA,,,,Chandler,K. Chandler,,,,,Mid-Range,16-24 Right,1201.0,,,,,,,,,,,,,,1.0,0.0,Smith Jr.,1631095.0,,
74,PT06M30.00S,2026-04-04T00:25:01.5Z,1,REGULAR,2pt,Layup,[],201142,10.068988173455978,29.901960784313726,1610612745,13,11,2026-04-04T00:25:06Z,740000,False,100.0,42.0,1,left,K. Durant 10' driving finger roll Layup (4 PTS),[201142],1610612745.0,HOU,driving finger roll,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,,,10.9,Made,,,,,,,4.0,,,,,,,,,
75,PT06M03.00S,2026-04-04T00:25:29.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641729,83.13074901445466,34.31372549019608,1610612762,13,11,2026-04-04T00:25:37Z,750000,False,-78.0,106.0,1,right,MISS B. Sensabaugh 13' driving floating Shot,[1641729],1610612762.0,UTA,driving floating,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),8-16 Left,,,13.19,Missed,,,,,,,,,,,,,,,,
76,PT06M02.00S,2026-04-04T00:25:30.7Z,1,REGULAR,rebound,defensive,[],203991,,,1610612745,13,11,2026-04-04T00:25:37Z,760000,False,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Left,,,,,75.0,1.0,1.0,0.0,,,,,,,,,,,,
77,PT05M46.00S,2026-04-04T00:25:45.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201142,6.389618922470433,47.794117647058826,1610612745,15,11,2026-04-04T00:27:22Z,770000,False,11.0,8.0,1,left,K. Durant cutting Layup (6 PTS) (R. Sheppard 1 AST),"[201142, 1642263]",1610612745.0,HOU,cutting,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,1.34,Made,,,,,,,6.0,R. Sheppard,1642263.0,1.0,,,,,,
79,PT05M33.00S,2026-04-04T00:25:58.1Z,1,REGULAR,3pt,Jump Shot,[],1629723,91.27792378449409,1.9607843137254901,1610612762,15,11,2026-04-04T00:26:05Z,790000,False,-240.0,29.0,1,right,MISS J. Konchar 24' 3PT,[1629723],1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,Left Corner 3,24+ Left,,,24.2,Missed,,,,,,,,,,,,,,,,
80,PT05M32.00S,2026-04-04T00:25:59.1Z,1,REGULAR,rebound,offensive,[],1642262,,,1610612762,15,11,2026-04-04T00:26:05Z,800000,False,,,0,,C. Williams REBOUND (Off:2 Def:1),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Left Corner 3,24+ Left,,,,,79.0,3.0,1.0,2.0,,,,,,,,,,,,
81,PT05M23.00S,2026-04-04T00:26:07.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631113,69.85873850197109,23.52941176470588,1610612762,15,11,2026-04-04T00:26:13Z,810000,False,-132.0,231.0,1,right,MISS K. Chandler 26' 3PT,[1631113],1610612762.0,UTA,,,,Chandler,K. Chandler,,,,,Above the Break 3,24+ Left Center,,,26.61,Missed,,,,,,,,,,,,,,,,
82,PT05M22.00S,2026-04-04T00:26:08.6Z,1,REGULAR,rebound,defensive,[],203991,,,1610612745,15,11,2026-04-04T00:26:13Z,820000,False,,,0,,C. Capela REBOUND (Off:0 Def:2),[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,,,81.0,2.0,2.0,0.0,,,,,,,,,,,,
83,PT05M10.00S,2026-04-04T00:26:21.0Z,1,REGULAR,turnover,bad pass,[],1631106,,,1610612745,15,11,2026-04-04T00:26:25Z,830000,False,,,0,,T. Eason bad pass TURNOVER (1 TO),"[1631106, 1642271]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,8-16 Center,,1.0,,,,,,,Filipowski,1642271.0,,,,,,,,,,
84,PT05M10.00S,2026-04-04T00:26:21.0Z,1,REGULAR,steal,,[],1642271,,,1610612762,15,11,2026-04-04T00:26:23Z,840000,False,,,0,,K. Filipowski STEAL (1 STL),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
85,PT05M06.00S,2026-04-04T00:26:25.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642262,92.9862023653088,50.49019607843137,1610612762,15,13,2026-04-04T00:26:31Z,850000,False,2.0,13.0,1,right,C. Williams running DUNK (6 PTS) (K. Filipowski 1 AST),"[1642262, 1642271]",1610612762.0,UTA,running,,,Williams,C. Williams,,,,,Restricted Area,0-8 Center,,,1.36,Made,,,,,,,6.0,K. Filipowski,1642271.0,1.0,,,,,,
