actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
417,PT06M55.00S,2026-02-01T03:06:02.9Z,3,REGULAR,3pt,Jump Shot,[],1631106,7.046649145860711,3.431372549019608,1610612745,76,64,2026-02-01T03:06:11Z,4070000,False,233.0,14.0,1,left,T. Eason 3PT  (12 PTS) (K. Durant 5 AST),"[1631106, 201142]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Right Corner 3,24+ Right,23.32,Made,,,,,,,,,,12.0,K. Durant,201142.0,5.0,,,,,
419,PT06M42.00S,2026-02-01T03:06:17.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631108,93.38042049934296,42.15686274509804,1610612742,76,64,2026-02-01T03:06:23Z,4090000,False,-39.0,10.0,1,right,MISS M. Christie driving Layup,[1631108],1610612742.0,DAL,driving,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,4.04,Missed,,,,,,,,,,,,,,,,,,
420,PT06M41.00S,2026-02-01T03:06:18.1Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,76,64,2026-02-01T03:06:23Z,4100000,False,,,0,,A. Sengun REBOUND (Off:5 Def:7),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,419.0,,,,,,12.0,7.0,5.0,,,,,,,,,
421,PT06M27.00S,2026-02-01T03:06:35.4Z,3,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612745,76,64,2026-02-01T03:06:47Z,4110000,False,,,0,,P. Washington shooting personal FOUL (2 PF) (Sengun 2 FT),"[1629023, 1630578]",1610612742.0,DAL,shooting,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,1628481.0,2.0,0.0,Sengun,1630578.0,,,,,,,,,,,,
423,PT06M27.00S,2026-02-01T03:07:08.2Z,3,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,77,64,2026-02-01T03:07:41Z,4130000,False,,,0,,A. Sengun Free Throw 1 of 2 (10 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,,,,,,,,,10.0,,,,,,,,
424,PT06M27.00S,2026-02-01T03:07:09.0Z,3,REGULAR,substitution,out,[],1630230,,,1610612745,77,64,2026-02-01T03:07:18Z,4140000,False,,,0,,SUB out: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT06M27.00S,2026-02-01T03:07:09.0Z,3,REGULAR,substitution,out,[],1629655,,,1610612745,77,64,2026-02-01T03:07:18Z,4150000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT06M27.00S,2026-02-01T03:07:09.0Z,3,REGULAR,substitution,in,[],202691,,,1610612745,77,64,2026-02-01T03:07:18Z,4160000,False,,,0,,SUB in: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT06M27.00S,2026-02-01T03:07:09.0Z,3,REGULAR,substitution,in,[],1630619,,,1610612745,77,64,2026-02-01T03:07:18Z,4170000,False,,,0,,SUB in: M. Cisse,[1630619],1610612742.0,DAL,,,,Cisse,M. Cisse,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT06M27.00S,2026-02-01T03:07:09.0Z,3,REGULAR,substitution,out,[],1631095,,,1610612745,77,64,2026-02-01T03:09:02Z,4175000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT06M27.00S,2026-02-01T03:07:09.0Z,3,REGULAR,substitution,in,[],1629006,,,1610612745,77,64,2026-02-01T03:09:02Z,4177500,False,,,0,,SUB in: J. Okogie,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT06M27.00S,2026-02-01T03:07:08.2Z,3,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,77,64,2026-02-01T03:07:41Z,4180000,False,,,0,,MISS A. Sengun Free Throw 2 of 2,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
429,PT06M25.00S,2026-02-01T03:07:10.2Z,3,REGULAR,rebound,defensive,[],1642843,,,1610612742,77,64,2026-02-01T03:07:41Z,4190000,False,,,0,,C. Flagg REBOUND (Off:1 Def:5),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,,428.0,,,,,,6.0,5.0,1.0,,,,,,,,,
430,PT06M08.00S,2026-02-01T03:07:52.1Z,3,REGULAR,3pt,Jump Shot,[],1631108,66.3107752956636,53.18627450980392,1610612742,77,67,2026-02-01T03:07:56Z,4200000,False,16.0,264.0,1,right,M. Christie 26' 3PT  (9 PTS) (C. Flagg 4 AST),"[1631108, 1642843]",1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Center,26.47,Made,,,,,,,,,,9.0,C. Flagg,1642843.0,4.0,,,,,
432,PT05M58.00S,2026-02-01T03:08:03.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,7.440867279894875,46.07843137254902,1610612745,79,67,2026-02-01T03:08:06Z,4220000,False,20.0,17.0,1,left,A. Thompson driving Layup (14 PTS),[1641708],1610612745.0,HOU,driving,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,2.62,Made,,,,,,,,,,14.0,,,,,,,,
433,PT05M42.00S,2026-02-01T03:08:20.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642843,87.46714848883047,44.36274509803921,1610612742,79,69,2026-02-01T03:08:25Z,4230000,False,-28.0,65.0,1,right,C. Flagg 7' turnaround fadeaway Jump Shot (18 PTS),[1642843],1610612742.0,DAL,turnaround fadeaway,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),0-8 Center,7.11,Made,,,,,,,,,,18.0,,,,,,,,
434,PT05M29.00S,2026-02-01T03:08:31.3Z,3,REGULAR,turnover,lost ball,[],1630578,,,1610612745,79,69,2026-02-01T03:08:35Z,4240000,False,,,0,,A. Sengun lost ball TURNOVER (1 TO),"[1630578, 1629023]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Washington,1629023.0
435,PT05M29.00S,2026-02-01T03:08:31.3Z,3,REGULAR,steal,,[],1629023,,,1610612742,79,69,2026-02-01T03:08:34Z,4250000,False,,,0,,P. Washington STEAL (1 STL),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
436,PT05M25.00S,2026-02-01T03:08:35.3Z,3,REGULAR,turnover,lost ball,[],1629023,,,1610612742,79,69,2026-02-01T03:08:39Z,4260000,False,,,0,,P. Washington lost ball TURNOVER (3 TO),"[1629023, 201142]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,3.0,Durant,201142.0
437,PT05M25.00S,2026-02-01T03:08:35.3Z,3,REGULAR,steal,,[],201142,,,1610612745,79,69,2026-02-01T03:14:42Z,4270000,False,,,0,,K. Durant STEAL (1 STL),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
438,PT05M20.00S,2026-02-01T03:08:39.8Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629006,6.652431011826544,4.6568627450980395,1610612745,82,69,2026-02-01T03:08:56Z,4280000,False,227.0,10.0,1,left,J. Okogie 3PT running (8 PTS) (T. Eason 3 AST),"[1629006, 1631106]",1610612745.0,HOU,running,,,Okogie,J. Okogie,,,,,Right Corner 3,24+ Right,22.69,Made,,,,,,,,,,8.0,T. Eason,1631106.0,3.0,,,,,
442,PT05M19.00S,2026-02-01T03:09:40.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,82,69,2026-02-01T03:09:40Z,4300000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT05M19.00S,2026-02-01T03:11:45.9Z,3,REGULAR,substitution,out,[],1631106,,,1610612742,82,69,2026-02-01T03:12:12Z,4310000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT05M19.00S,2026-02-01T03:11:45.9Z,3,REGULAR,substitution,out,[],1629023,,,1610612742,82,69,2026-02-01T03:12:12Z,4320000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT05M19.00S,2026-02-01T03:11:45.9Z,3,REGULAR,substitution,in,[],1627827,,,1610612742,82,69,2026-02-01T03:12:12Z,4330000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT05M19.00S,2026-02-01T03:11:45.9Z,3,REGULAR,substitution,in,[],1628997,,,1610612742,82,69,2026-02-01T03:12:12Z,4340000,False,,,0,,SUB in: C. Martin,[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT05M04.00S,2026-02-01T03:12:32.5Z,3,REGULAR,2pt,Jump Shot,[],1628997,75.77201051248358,22.30392156862745,1610612742,82,69,2026-02-01T03:12:47Z,4350000,False,-138.0,175.0,1,right,MISS C. Martin 22' Jump Shot,[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,Mid-Range,16-24 Left Center,22.33,Missed,,,,,,,,,,,,,,,,,,
448,PT05M03.00S,2026-02-01T03:12:33.5Z,3,REGULAR,rebound,defensive,[],1629006,,,1610612745,82,69,2026-02-01T03:12:47Z,4360000,False,,,0,,J. Okogie REBOUND (Off:1 Def:4),[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Mid-Range,16-24 Left Center,,,447.0,,,,,,5.0,4.0,1.0,,,,,,,,,
449,PT04M52.00S,2026-02-01T03:12:45.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,19.66162943495401,50.73529411764706,1610612745,82,69,2026-02-01T03:12:52Z,4370000,False,-4.0,132.0,1,left,MISS A. Sengun 13' pullup Shot,[1630578],1610612745.0,HOU,pullup,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,13.24,Missed,,,,,,,,,,,,,,,,,,
450,PT04M51.00S,2026-02-01T03:12:46.7Z,3,REGULAR,rebound,defensive,[],1630619,,,1610612742,82,69,2026-02-01T03:12:52Z,4380000,False,,,0,,M. Cisse REBOUND (Off:0 Def:1),[1630619],1610612742.0,DAL,,,,Cisse,M. Cisse,,,,,In The Paint (Non-RA),8-16 Center,,,449.0,,,,,,1.0,1.0,0.0,,,,,,,,,
451,PT04M45.00S,2026-02-01T03:12:52.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630619,92.59198423127464,55.88235294117647,1610612742,82,71,2026-02-01T03:13:00Z,4390000,False,29.0,17.0,1,right,M. Cisse running alley-oop DUNK (2 PTS) (C. Martin 2 AST),"[1630619, 1628997]",1610612742.0,DAL,running alley-oop,,,Cisse,M. Cisse,,,,,Restricted Area,0-8 Center,3.4,Made,,,,,,,,,,2.0,C. Martin,1628997.0,2.0,,,,,
453,PT04M33.00S,2026-02-01T03:13:06.4Z,3,REGULAR,foul,personal,[],1630619,,,1610612745,82,71,2026-02-01T03:13:12Z,4410000,False,,,0,,M. Cisse personal FOUL (1 PF),"[1630619, 1630578]",1610612742.0,DAL,,,,Cisse,M. Cisse,,,,,In The Paint (Non-RA),0-8 Center,,,,1626301.0,1.0,0.0,Sengun,1630578.0,,,,,,,,,,,,
455,PT04M33.00S,2026-02-01T03:13:13.2Z,3,REGULAR,substitution,out,[],1641708,,,1610612745,82,71,2026-02-01T03:13:23Z,4430000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT04M33.00S,2026-02-01T03:13:13.2Z,3,REGULAR,substitution,out,[],1631108,,,1610612745,82,71,2026-02-01T03:13:23Z,4440000,False,,,0,,SUB out: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT04M33.00S,2026-02-01T03:13:13.2Z,3,REGULAR,substitution,in,[],1642263,,,1610612745,82,71,2026-02-01T03:13:23Z,4450000,False,,,0,,SUB in: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT04M33.00S,2026-02-01T03:13:13.2Z,3,REGULAR,substitution,in,[],1642948,,,1610612745,82,71,2026-02-01T03:13:23Z,4460000,False,,,0,,SUB in: R. Nembhard,[1642948],1610612742.0,DAL,,,,Nembhard,R. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT04M21.00S,2026-02-01T03:13:39.2Z,3,REGULAR,2pt,Jump Shot,[],201142,21.107095926412615,67.15686274509804,1610612745,82,71,2026-02-01T03:13:45Z,4470000,False,-86.0,146.0,1,left,MISS K. Durant 16' pullup Shot,[201142],1610612745.0,HOU,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left Center,16.93,Missed,,,,,,,,,,,,,,,,,,
460,PT04M18.00S,2026-02-01T03:13:41.5Z,3,REGULAR,rebound,offensive,[],1627827,,,1610612745,82,71,2026-02-01T03:13:41Z,4480000,False,,,0,,D. Finney-Smith REBOUND (Off:1 Def:0),[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,Mid-Range,16-24 Left Center,,,459.0,,,,,,1.0,0.0,1.0,,,,,,,,,
461,PT04M15.00S,2026-02-01T03:13:44.8Z,3,REGULAR,turnover,lost ball,[],201142,,,1610612745,82,71,2026-02-01T03:13:48Z,4490000,False,,,0,,K. Durant lost ball TURNOVER (1 TO),"[201142, 1628997]",1610612745.0,HOU,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Martin,1628997.0
462,PT04M15.00S,2026-02-01T03:13:44.8Z,3,REGULAR,steal,,[],1628997,,,1610612742,82,71,2026-02-01T03:16:06Z,4500000,False,,,0,,C. Martin STEAL (2 STL),[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
463,PT04M12.00S,2026-02-01T03:13:49.5Z,3,REGULAR,foul,personal,['2freethrow'],1629006,,,1610612742,82,71,2026-02-01T03:14:05Z,4510000,False,,,0,,J. Okogie shooting personal FOUL (3 PF) (Flagg 2 FT),"[1629006, 1642843]",1610612745.0,HOU,shooting,,,Okogie,J. Okogie,,,,,In The Paint (Non-RA),0-8 Center,,,,1626301.0,3.0,0.0,Flagg,1642843.0,,,,,,,,,,,,
465,PT04M12.00S,2026-02-01T03:14:19.3Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1642843,,,1610612742,82,71,2026-02-01T03:14:19Z,4530000,False,,,0,,MISS C. Flagg Free Throw 1 of 2,[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
466,PT04M12.00S,2026-02-01T03:14:19.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,82,71,2026-02-01T03:14:19Z,4540000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,465.0,,,,,,,,,,,,,,,,,
467,PT04M12.00S,2026-02-01T03:14:37.4Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1642843,,,1610612742,82,72,2026-02-01T03:14:37Z,4550000,False,,,0,,C. Flagg Free Throw 2 of 2 (19 PTS),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,Made,,,,,,,,,,19.0,,,,,,,,
468,PT03M53.00S,2026-02-01T03:14:58.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,17.95335085413929,54.65686274509803,1610612745,82,72,2026-02-01T03:15:08Z,4560000,False,-23.0,116.0,1,left,MISS K. Durant 11' fadeaway Shot,[201142],1610612745.0,HOU,fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,11.86,Missed,,,,,,,,,,,,,,,,,,
469,PT03M50.00S,2026-02-01T03:15:01.3Z,3,REGULAR,rebound,defensive,[],1642843,,,1610612742,82,72,2026-02-01T03:15:57Z,4570000,False,,,0,,C. Flagg REBOUND (Off:1 Def:6),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),8-16 Center,,,468.0,,,,,,7.0,6.0,1.0,,,,,,,,,
470,PT03M35.00S,2026-02-01T03:15:17.6Z,3,REGULAR,foul,personal,['2freethrow'],1642263,,,1610612742,82,72,2026-02-01T03:15:23Z,4580000,False,,,0,,R. Sheppard shooting personal FOUL (2 PF) (Cisse 2 FT),"[1642263, 1630619]",1610612745.0,HOU,shooting,,,Sheppard,R. Sheppard,,,,,Restricted Area,0-8 Center,,,,2882.0,2.0,0.0,Cisse,1630619.0,,,,,,,,,,,,
472,PT03M35.00S,2026-02-01T03:15:48.5Z,3,REGULAR,freethrow,1 of 2,[],1630619,,,1610612742,82,72,2026-02-01T03:15:48Z,4600000,False,,,0,,MISS M. Cisse Free Throw 1 of 2,[1630619],1610612742.0,DAL,,,,Cisse,M. Cisse,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
473,PT03M35.00S,2026-02-01T03:15:48.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,82,72,2026-02-01T03:15:48Z,4610000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,472.0,,,,,,,,,,,,,,,,,
474,PT03M35.00S,2026-02-01T03:16:06.3Z,3,REGULAR,freethrow,2 of 2,[],1630619,,,1610612742,82,73,2026-02-01T03:16:06Z,4620000,False,,,0,,M. Cisse Free Throw 2 of 2 (3 PTS),[1630619],1610612742.0,DAL,,,,Cisse,M. Cisse,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
475,PT03M14.00S,2026-02-01T03:16:29.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629006,6.521024967148489,48.77450980392157,1610612745,84,73,2026-02-01T03:16:35Z,4630000,False,6.0,9.0,1,left,J. Okogie driving DUNK (10 PTS) (D. Finney-Smith 1 AST),"[1629006, 1627827]",1610612745.0,HOU,driving,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,1.07,Made,,,,,,,,,,10.0,D. Finney-Smith,1627827.0,1.0,,,,,
477,PT02M56.00S,2026-02-01T03:16:46.6Z,3,REGULAR,3pt,Jump Shot,[],1642843,74.58935611038108,88.48039215686273,1610612742,84,76,2026-02-01T03:16:50Z,4650000,False,192.0,186.0,1,right,C. Flagg 26' 3PT pullup (22 PTS) (C. Martin 3 AST),"[1642843, 1628997]",1610612742.0,DAL,pullup,,,Flagg,C. Flagg,,,,,Above the Break 3,24+ Right Center,26.79,Made,,,,,,,,,,22.0,C. Martin,1628997.0,3.0,,,,,
479,PT02M39.00S,2026-02-01T03:17:03.3Z,3,REGULAR,3pt,Jump Shot,[],1627827,5.075558475689881,96.81372549019608,1610612745,84,76,2026-02-01T03:17:09Z,4670000,False,-234.0,-5.0,1,left,MISS D. Finney-Smith 3PT,[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,Left Corner 3,24+ Left,23.41,Missed,,,,,,,,,,,,,,,,,,
480,PT02M38.00S,2026-02-01T03:17:04.3Z,3,REGULAR,rebound,defensive,[],1628997,,,1610612742,84,76,2026-02-01T03:17:09Z,4680000,False,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,Left Corner 3,24+ Left,,,479.0,,,,,,2.0,2.0,0.0,,,,,,,,,
481,PT02M25.00S,2026-02-01T03:17:18.0Z,3,REGULAR,2pt,Layup,[],1642843,86.67871222076215,31.862745098039213,1610612742,84,78,2026-02-01T03:17:27Z,4690000,False,-91.0,73.0,1,right,C. Flagg 11' driving finger roll Layup (24 PTS) (C. Martin 4 AST),"[1642843, 1628997]",1610612742.0,DAL,driving finger roll,,,Flagg,C. Flagg,,,,,Mid-Range,8-16 Left,11.62,Made,,,,,,,,,,24.0,C. Martin,1628997.0,4.0,,,,,
483,PT02M11.00S,2026-02-01T03:17:31.5Z,3,REGULAR,2pt,Jump Shot,[],201142,22.158344283837057,20.34313725490196,1610612745,84,78,2026-02-01T03:18:42Z,4710000,False,148.0,156.0,1,left,MISS K. Durant 21' Jump Shot,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,21.51,Missed,,,,,,,,,,,,,,,,,,
484,PT02M10.00S,2026-02-01T03:17:32.5Z,3,REGULAR,rebound,defensive,[],1642843,,,1610612742,84,78,2026-02-01T03:17:37Z,4720000,False,,,0,,C. Flagg REBOUND (Off:1 Def:7),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Mid-Range,16-24 Right Center,,,483.0,,,,,,8.0,7.0,1.0,,,,,,,,,
485,PT02M05.00S,2026-02-01T03:17:39.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628997,91.14651773981603,44.11764705882353,1610612742,84,78,2026-02-01T03:17:50Z,4730000,False,-29.0,31.0,1,right,MISS C. Martin running Layup - blocked,"[1628997, 1627827]",1610612742.0,DAL,running,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,4.25,Missed,,,,,,,,,,,,,,Finney-Smith,1627827.0,,,
486,PT02M05.00S,2026-02-01T03:17:39.3Z,3,REGULAR,block,,[],1627827,,,1610612742,84,78,2026-02-01T03:17:42Z,4740000,False,,,0,,D. Finney-Smith BLOCK (1 BLK),[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
487,PT02M04.00S,2026-02-01T03:17:40.3Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,84,78,2026-02-01T03:17:50Z,4750000,False,,,0,,A. Sengun REBOUND (Off:5 Def:8),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,485.0,,,,,,13.0,8.0,5.0,,,,,,,,,
488,PT01M58.00S,2026-02-01T03:17:45.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629006,6.389618922470433,4.411764705882353,1610612745,87,78,2026-02-01T03:17:55Z,4760000,False,228.0,8.0,1,left,J. Okogie 3PT running (13 PTS) (A. Sengun 4 AST),"[1629006, 1630578]",1610612745.0,HOU,running,,,Okogie,J. Okogie,,,,,Right Corner 3,24+ Right,22.8,Made,,,,,,,,,,13.0,A. Sengun,1630578.0,4.0,,,,,
490,PT01M28.00S,2026-02-01T03:18:14.1Z,3,REGULAR,3pt,Jump Shot,[],1628997,81.94809461235218,96.07843137254902,1610612742,87,81,2026-02-01T03:18:29Z,4780000,False,230.0,117.0,1,right,C. Martin 25' 3PT  (3 PTS) (C. Flagg 5 AST),"[1628997, 1642843]",1610612742.0,DAL,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,25.85,Made,,,,,,,,,,3.0,C. Flagg,1642843.0,5.0,,,,,
492,PT01M07.00S,2026-02-01T03:18:34.9Z,3,REGULAR,3pt,Jump Shot,[],201142,6.915243101182654,4.166666666666666,1610612745,87,81,2026-02-01T03:18:46Z,4800000,False,229.0,13.0,1,left,MISS K. Durant 3PT,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Right Corner 3,24+ Right,22.95,Missed,,,,,,,,,,,,,,,,,,
493,PT01M05.00S,2026-02-01T03:18:36.9Z,3,REGULAR,rebound,offensive,[],1630578,,,1610612745,87,81,2026-02-01T03:18:46Z,4810000,False,,,0,,A. Sengun REBOUND (Off:6 Def:8),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Right Corner 3,24+ Right,,,492.0,,,,,,14.0,8.0,6.0,,,,,,,,,
494,PT01M04.00S,2026-02-01T03:18:51.6Z,3,REGULAR,turnover,bad pass,[],1630578,,,1610612745,87,81,2026-02-01T03:19:06Z,4820000,False,,,0,,A. Sengun bad pass TURNOVER (2 TO),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,2.0,,
495,PT01M04.00S,2026-02-01T03:19:01.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201142,,,1610612742,87,81,2026-02-01T03:19:14Z,4830000,False,,,0,,K. Durant loose ball personal FOUL (2 PF) (Martin 2 FT),"[201142, 1628997]",1610612745.0,HOU,loose ball,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right,,,,2882.0,2.0,0.0,Martin,1628997.0,,,,,,,,,,,,
497,PT01M04.00S,2026-02-01T03:19:48.8Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628997,,,1610612742,87,81,2026-02-01T03:19:48Z,4850000,False,,,0,,MISS C. Martin Free Throw 1 of 2,[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
498,PT01M04.00S,2026-02-01T03:19:48.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,87,81,2026-02-01T03:19:48Z,4860000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,497.0,,,,,,,,,,,,,,,,,
499,PT01M04.00S,2026-02-01T03:19:49.5Z,3,REGULAR,substitution,out,[],1627827,,,1610612742,87,81,2026-02-01T03:20:02Z,4870000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT01M04.00S,2026-02-01T03:19:49.5Z,3,REGULAR,substitution,out,[],201142,,,1610612742,87,81,2026-02-01T03:20:02Z,4880000,False,,,0,,SUB out: K. Durant,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT01M04.00S,2026-02-01T03:19:49.5Z,3,REGULAR,substitution,out,[],1630578,,,1610612742,87,81,2026-02-01T03:20:02Z,4890000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
