actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
413,PT06M51.00S,2026-02-24T04:09:17.4Z,3,REGULAR,rebound,offensive,[],1630578,,,1610612745,79,56,2026-02-24T04:09:22Z,4070000,False,,,0,,A. Sengun REBOUND (Off:2 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,412.0,5.0,3.0,2.0,,,,
414,PT06M41.00S,2026-02-24T04:09:27.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201142,80.50262812089356,64.70588235294117,1610612745,79,56,2026-02-24T04:09:35Z,4080000,False,74.0,131.0,1,right,MISS K. Durant 15' turnaround fadeaway Shot,[201142],1610612745.0,HOU,turnaround fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,15.0,Missed,,,,,,,,,,,,,,,,,,
415,PT06M41.00S,2026-02-24T04:09:27.0Z,3,REGULAR,rebound,defensive,[],1628374,,,1610612762,79,56,2026-02-24T04:09:35Z,4090000,False,,,0,,L. Markkanen REBOUND (Off:2 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,414.0,3.0,1.0,2.0,,,,
416,PT06M35.00S,2026-02-24T04:09:34.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1641729,29.77989487516426,71.56862745098039,1610612762,79,56,2026-02-24T04:10:58Z,4100000,False,-108.0,227.0,1,left,MISS B. Sensabaugh 25' running 3PT,[1641729],1610612762.0,UTA,running,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,25.17,Missed,,,,,,,,,,,,,,,,,,
417,PT06M32.00S,2026-02-24T04:09:37.8Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,79,56,2026-02-24T04:10:58Z,4110000,False,,,0,,A. Sengun REBOUND (Off:2 Def:4),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,416.0,6.0,4.0,2.0,,,,
418,PT06M20.00S,2026-02-24T04:09:48.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630578,93.24901445466492,54.65686274509803,1610612745,81,56,2026-02-24T04:09:53Z,4120000,False,23.0,11.0,1,right,A. Sengun cutting DUNK (14 PTS) (K. Durant 11 AST),"[1630578, 201142]",1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,2.58,Made,14.0,K. Durant,201142.0,11.0,,,,,,,,,,,,,,
420,PT06M01.00S,2026-02-24T04:10:06.8Z,3,REGULAR,3pt,Jump Shot,[],1629723,26.62614980289093,80.3921568627451,1610612762,81,56,2026-02-24T04:10:12Z,4140000,False,-152.0,198.0,1,left,MISS J. Konchar 24' 3PT,[1629723],1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Left Center,24.95,Missed,,,,,,,,,,,,,,,,,,
421,PT06M00.00S,2026-02-24T04:10:10.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612745,81,56,2026-02-24T04:10:10Z,4150000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,420.0,,,,,,,
423,PT06M00.00S,2026-02-24T04:10:12.1Z,3,REGULAR,substitution,out,[],1641708,,,1610612745,81,56,2026-02-24T04:10:22Z,4170000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT06M00.00S,2026-02-24T04:10:12.1Z,3,REGULAR,substitution,out,[],1630578,,,1610612745,81,56,2026-02-24T04:10:22Z,4180000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT06M00.00S,2026-02-24T04:10:12.1Z,3,REGULAR,substitution,in,[],1642263,,,1610612745,81,56,2026-02-24T04:10:22Z,4190000,False,,,0,,SUB in: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT06M00.00S,2026-02-24T04:10:12.1Z,3,REGULAR,substitution,in,[],203991,,,1610612745,81,56,2026-02-24T04:10:22Z,4200000,False,,,0,,SUB in: C. Capela,[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT05M48.00S,2026-02-24T04:10:39.8Z,3,REGULAR,3pt,Jump Shot,[],1631106,82.47371879106439,96.32352941176471,1610612745,84,56,2026-02-24T04:10:44Z,4210000,False,232.0,112.0,1,right,T. Eason 25' 3PT  (9 PTS) (R. Sheppard 3 AST),"[1631106, 1642263]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,25.73,Made,9.0,R. Sheppard,1642263.0,3.0,,,,,,,,,,,,,,
429,PT05M32.00S,2026-02-24T04:10:55.4Z,3,REGULAR,3pt,Jump Shot,[],1642268,29.25427069645204,72.79411764705883,1610612762,84,56,2026-02-24T04:11:00Z,4230000,False,-114.0,222.0,1,left,MISS I. Collier 25' 3PT,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Left Center,25.0,Missed,,,,,,,,,,,,,,,,,,
430,PT05M30.00S,2026-02-24T04:10:57.4Z,3,REGULAR,rebound,defensive,[],1631095,,,1610612745,84,56,2026-02-24T04:11:00Z,4240000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:7),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,429.0,8.0,7.0,1.0,,,,
431,PT05M22.00S,2026-02-24T04:11:06.5Z,3,REGULAR,2pt,Jump Shot,[],1631095,86.81011826544021,28.431372549019606,1610612745,86,56,2026-02-24T04:11:12Z,4250000,False,-108.0,71.0,1,right,J. Smith Jr. 12' turnaround fadeaway Jump Shot (27 PTS) (K. Durant 12 AST),"[1631095, 201142]",1610612745.0,HOU,turnaround fadeaway,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,12.94,Made,27.0,K. Durant,201142.0,12.0,,,,,,,,,,,,,,
432,PT05M09.00S,2026-02-24T04:11:18.4Z,3,REGULAR,3pt,Jump Shot,[],1628374,27.677398160315374,76.9607843137255,1610612762,86,56,2026-02-24T04:11:24Z,4260000,False,-135.0,208.0,1,left,MISS L. Markkanen 24' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,24.76,Missed,,,,,,,,,,,,,,,,,,
433,PT05M09.00S,2026-02-24T04:11:18.4Z,3,REGULAR,rebound,defensive,[],1631095,,,1610612745,86,56,2026-02-24T04:11:24Z,4270000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:8),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,432.0,9.0,8.0,1.0,,,,
434,PT05M00.00S,2026-02-24T04:11:27.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201142,70.77858081471747,77.20588235294117,1610612745,89,56,2026-02-24T04:14:05Z,4280000,False,136.0,222.0,1,right,K. Durant 26' 3PT running pullup (13 PTS),[201142],1610612745.0,HOU,running pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,26.05,Made,13.0,,,,,,,,,,,,,,,,,
440,PT04M44.00S,2026-02-24T04:12:24.7Z,3,REGULAR,timeout,challenge,['team'],0,,,1610612762,89,56,2026-02-24T04:17:03Z,4340000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT04M44.00S,2026-02-24T04:13:46.0Z,3,REGULAR,foul,personal,['2freethrow'],1642263,,,1610612762,89,56,2026-02-24T04:13:58Z,4360000,False,,,0,,R. Sheppard shooting personal FOUL (2 PF) (Collier 2 FT),"[1642263, 1642268]",1610612745.0,HOU,shooting,,,Sheppard,R. Sheppard,,,,,Restricted Area,0-8 Center,,,,,,,,,,1146.0,,,,,,,2.0,0.0,Collier,1642268.0
445,PT04M44.00S,2026-02-24T04:14:00.1Z,3,REGULAR,freethrow,1 of 2,[],1642268,,,1610612762,89,57,2026-02-24T04:17:11Z,4380000,False,,,0,,I. Collier Free Throw 1 of 2 (10 PTS),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
446,PT04M44.00S,2026-02-24T04:14:02.0Z,3,REGULAR,substitution,out,[],1628374,,,1610612762,89,57,2026-02-24T04:14:16Z,4390000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT04M44.00S,2026-02-24T04:14:02.0Z,3,REGULAR,substitution,in,[],1629004,,,1610612762,89,57,2026-02-24T04:14:16Z,4400000,False,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT04M44.00S,2026-02-24T04:14:17.6Z,3,REGULAR,freethrow,2 of 2,[],1642268,,,1610612762,89,58,2026-02-24T04:17:11Z,4410000,False,,,0,,I. Collier Free Throw 2 of 2 (11 PTS),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
449,PT04M27.00S,2026-02-24T04:14:28.8Z,3,REGULAR,2pt,Jump Shot,[],201142,76.03482260183968,66.91176470588235,1610612745,89,58,2026-02-24T04:14:37Z,4420000,False,85.0,173.0,1,right,MISS K. Durant 19' pullup Shot,[201142],1610612745.0,HOU,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,19.24,Missed,,,,,,,,,,,,,,,,,,
450,PT04M23.00S,2026-02-24T04:14:32.6Z,3,REGULAR,rebound,defensive,[],1641729,,,1610612762,89,58,2026-02-24T04:14:32Z,4430000,False,,,0,,B. Sensabaugh REBOUND (Off:1 Def:1),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,449.0,2.0,1.0,1.0,,,,
451,PT04M17.00S,2026-02-24T04:14:39.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642268,7.440867279894875,54.90196078431373,1610612762,89,58,2026-02-24T04:18:34Z,4440000,False,-25.0,17.0,1,left,MISS I. Collier running Layup,[1642268],1610612762.0,UTA,running,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,3.01,Missed,,,,,,,,,,,,,,,,,,
452,PT04M16.00S,2026-02-24T04:14:40.9Z,3,REGULAR,rebound,defensive,[],1631106,,,1610612745,89,58,2026-02-24T04:14:40Z,4450000,False,,,0,,T. Eason REBOUND (Off:0 Def:7),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,451.0,7.0,7.0,0.0,,,,
453,PT04M11.00S,2026-02-24T04:14:45.3Z,3,REGULAR,3pt,Jump Shot,[],1642263,92.19776609724047,3.1862745098039214,1610612745,89,58,2026-02-24T04:15:10Z,4460000,False,-234.0,21.0,1,right,MISS R. Sheppard 3PT,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Left Corner 3,24+ Left,23.5,Missed,,,,,,,,,,,,,,,,,,
454,PT04M08.00S,2026-02-24T04:14:48.8Z,3,REGULAR,rebound,offensive,[],203991,,,1610612745,89,58,2026-02-24T04:14:48Z,4470000,False,,,0,,C. Capela REBOUND (Off:2 Def:0),[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,453.0,2.0,0.0,2.0,,,,
455,PT04M06.00S,2026-02-24T04:14:50.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,91.93495400788436,46.07843137254902,1610612745,89,58,2026-02-24T04:19:20Z,4480000,False,-20.0,23.0,1,right,MISS C. Capela putback Layup,[203991],1610612745.0,HOU,putback,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,3.04,Missed,,,,,,,,,,,,,,,,,,
456,PT04M04.00S,2026-02-24T04:14:52.4Z,3,REGULAR,rebound,defensive,[],1641729,,,1610612762,89,58,2026-02-24T04:15:14Z,4490000,False,,,0,,B. Sensabaugh REBOUND (Off:1 Def:2),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,455.0,3.0,2.0,1.0,,,,
457,PT04M00.00S,2026-02-24T04:14:56.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201567,23.73521681997372,15.441176470588236,1610612762,89,58,2026-02-24T04:20:02Z,4500000,False,173.0,171.0,1,left,MISS K. Love 24' running 3PT,[201567],1610612762.0,UTA,running,,,Love,K. Love,,,,,Above the Break 3,24+ Right Center,24.28,Missed,,,,,,,,,,,,,,,,,,
458,PT03M55.00S,2026-02-24T04:15:01.5Z,3,REGULAR,rebound,offensive,[],1629723,,,1610612762,89,58,2026-02-24T04:20:02Z,4510000,False,,,0,,J. Konchar REBOUND (Off:2 Def:0),[1629723],1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,457.0,2.0,0.0,2.0,,,,
459,PT03M55.00S,2026-02-24T04:15:02.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1641729,28.203022339027594,79.65686274509804,1610612762,89,61,2026-02-24T04:15:09Z,4520000,False,-148.0,213.0,1,left,B. Sensabaugh 25' 3PT  (7 PTS) (S. Mykhailiuk 1 AST),"[1641729, 1629004]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,25.92,Made,7.0,S. Mykhailiuk,1629004.0,1.0,,,,,,,,,,,,,,
461,PT03M41.00S,2026-02-24T04:15:14.9Z,3,REGULAR,3pt,Jump Shot,[],1631095,70.51576872536137,75.98039215686273,1610612745,89,61,2026-02-24T04:15:21Z,4540000,False,130.0,225.0,1,right,MISS J. Smith Jr. 25' pullup 3PT,[1631095],1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,25.95,Missed,,,,,,,,,,,,,,,,,,
462,PT03M39.00S,2026-02-24T04:15:16.9Z,3,REGULAR,rebound,defensive,[],201567,,,1610612762,89,61,2026-02-24T04:15:21Z,4550000,False,,,0,,K. Love REBOUND (Off:1 Def:3),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,461.0,4.0,3.0,1.0,,,,
463,PT03M31.00S,2026-02-24T04:15:25.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642268,9.674770039421814,49.50980392156863,1610612762,89,63,2026-02-24T04:21:04Z,4560000,False,2.0,38.0,1,left,I. Collier driving Layup (13 PTS),[1642268],1610612762.0,UTA,driving,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,3.85,Made,13.0,,,,,,,,,,,,,,,,,
464,PT03M23.00S,2026-02-24T04:15:33.1Z,3,REGULAR,2pt,Jump Shot,[],201142,77.34888304862024,34.068627450980394,1610612745,91,63,2026-02-24T04:15:40Z,4570000,False,-80.0,160.0,1,right,K. Durant 17' pullup Jump Shot (15 PTS) (R. Sheppard 4 AST),"[201142, 1642263]",1610612745.0,HOU,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left Center,17.91,Made,15.0,R. Sheppard,1642263.0,4.0,,,,,,,,,,,,,,
465,PT03M03.00S,2026-02-24T04:15:53.3Z,3,REGULAR,3pt,Jump Shot,[],1642268,8.360709592641262,97.30392156862744,1610612762,91,63,2026-02-24T04:15:59Z,4580000,False,-237.0,26.0,1,left,MISS I. Collier 3PT,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Left Corner 3,24+ Left,23.79,Missed,,,,,,,,,,,,,,,,,,
466,PT03M03.00S,2026-02-24T04:15:53.3Z,3,REGULAR,rebound,defensive,[],1642263,,,1610612745,91,63,2026-02-24T04:15:59Z,4590000,False,,,0,,R. Sheppard REBOUND (Off:0 Def:2),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,465.0,2.0,2.0,0.0,,,,
467,PT02M47.00S,2026-02-24T04:16:09.6Z,3,REGULAR,3pt,Jump Shot,[],1631095,72.48685939553219,18.872549019607842,1610612745,91,63,2026-02-24T04:16:15Z,4600000,False,-156.0,206.0,1,right,MISS J. Smith Jr. 25' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,25.82,Missed,,,,,,,,,,,,,,,,,,
468,PT02M46.00S,2026-02-24T04:16:10.6Z,3,REGULAR,rebound,offensive,[],1631106,,,1610612745,91,63,2026-02-24T04:16:24Z,4610000,False,,,0,,T. Eason REBOUND (Off:1 Def:7),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,467.0,8.0,7.0,1.0,,,,
469,PT02M46.00S,2026-02-24T04:16:14.5Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631106,94.40999984741211,50.0,1610612745,93,63,2026-02-24T04:16:28Z,4620000,False,0.0,0.0,1,right,T. Eason tip Layup (11 PTS),[1631106],1610612745.0,HOU,tip,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,0.0,Made,11.0,,,,,,,,,,,,,,,,,
470,PT02M24.00S,2026-02-24T04:16:34.1Z,3,REGULAR,foul,personal,['2freethrow'],1642263,,,1610612762,93,63,2026-02-24T04:16:39Z,4630000,False,,,0,,R. Sheppard shooting personal FOUL (3 PF) (Sensabaugh 2 FT),"[1642263, 1641729]",1610612745.0,HOU,shooting,,,Sheppard,R. Sheppard,,,,,Restricted Area,0-8 Center,,,,,,,,,,202053.0,,,,,,,3.0,0.0,Sensabaugh,1641729.0
472,PT02M24.00S,2026-02-24T04:17:05.5Z,3,REGULAR,freethrow,1 of 2,[],1641729,,,1610612762,93,63,2026-02-24T04:17:05Z,4650000,False,,,0,,MISS B. Sensabaugh Free Throw 1 of 2,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
473,PT02M24.00S,2026-02-24T04:17:05.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,93,63,2026-02-24T04:17:05Z,4660000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,472.0,,,,,,,
474,PT02M24.00S,2026-02-24T04:17:06.6Z,3,REGULAR,substitution,out,[],201142,,,1610612762,93,63,2026-02-24T04:17:20Z,4670000,False,,,0,,SUB out: K. Durant,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT02M24.00S,2026-02-24T04:17:06.6Z,3,REGULAR,substitution,out,[],1631095,,,1610612762,93,63,2026-02-24T04:17:20Z,4680000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT02M24.00S,2026-02-24T04:17:06.6Z,3,REGULAR,substitution,out,[],1631106,,,1610612762,93,63,2026-02-24T04:17:20Z,4690000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT02M24.00S,2026-02-24T04:17:06.6Z,3,REGULAR,substitution,out,[],1642268,,,1610612762,93,63,2026-02-24T04:17:20Z,4700000,False,,,0,,SUB out: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT02M24.00S,2026-02-24T04:17:06.6Z,3,REGULAR,substitution,in,[],1630578,,,1610612762,93,63,2026-02-24T04:17:20Z,4710000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT02M24.00S,2026-02-24T04:17:06.6Z,3,REGULAR,substitution,in,[],1627827,,,1610612762,93,63,2026-02-24T04:17:20Z,4720000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT02M24.00S,2026-02-24T04:17:06.6Z,3,REGULAR,substitution,in,[],1641708,,,1610612762,93,63,2026-02-24T04:17:20Z,4730000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT02M24.00S,2026-02-24T04:17:06.6Z,3,REGULAR,substitution,in,[],1641989,,,1610612762,93,63,2026-02-24T04:17:20Z,4740000,False,,,0,,SUB in: E. Harkless,[1641989],1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT02M24.00S,2026-02-24T04:17:29.5Z,3,REGULAR,freethrow,2 of 2,[],1641729,,,1610612762,93,64,2026-02-24T04:17:29Z,4750000,False,,,0,,B. Sensabaugh Free Throw 2 of 2 (8 PTS),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
483,PT02M12.00S,2026-02-24T04:17:46.7Z,3,REGULAR,turnover,out-of-bounds,[],1641708,,,1610612745,93,64,2026-02-24T04:17:52Z,4760000,False,,,0,,A. Thompson step out-of-bounds TURNOVER (5 TO),[1641708],1610612745.0,HOU,step,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.0,,,202053.0,,,,,,,,,,
484,PT01M52.00S,2026-02-24T04:18:14.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1641729,30.831143232588698,26.225490196078432,1610612762,93,67,2026-02-24T04:18:31Z,4770000,False,119.0,237.0,1,left,B. Sensabaugh 26' 3PT step back (11 PTS),[1641729],1610612762.0,UTA,step back,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,26.54,Made,11.0,,,,,,,,,,,,,,,,,
680,PT01M30.00S,2026-02-24T04:18:36.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,83.18002628120894,57.329963235294116,1610612745,93,67,2026-02-24T04:58:03Z,4785000,False,37.0,106.0,1,right,MISS A. Thompson 11' pullup Shot - blocked,"[1641708, 1641729]",1610612745.0,HOU,pullup,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,11.18,Missed,,,,,,,,,Sensabaugh,1641729.0,,,,,,,,
681,PT01M30.00S,2026-02-24T04:18:36.7Z,3,REGULAR,block,,[],1641729,,,1610612745,93,67,2026-02-24T04:58:03Z,4787500,False,,,0,,B. Sensabaugh BLOCK (1 BLK),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
682,PT01M28.00S,2026-02-24T04:18:38.7Z,3,REGULAR,rebound,offensive,[],1642263,,,1610612745,93,67,2026-02-24T04:58:03Z,4788750,False,,,0,,R. Sheppard REBOUND (Off:1 Def:2),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,680.0,3.0,2.0,1.0,,,,
486,PT01M26.00S,2026-02-24T04:18:48.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1642263,68.80749014454665,73.52941176470588,1610612745,96,67,2026-02-24T04:58:03Z,4790000,False,118.0,241.0,1,right,R. Sheppard 26' 3PT  (9 PTS),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Right Center,26.79,Made,9.0,,,,,,,,,,,,,,,,,
487,PT01M15.00S,2026-02-24T04:18:58.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1641729,6.1268068331143235,47.05882352941176,1610612762,96,67,2026-02-24T04:19:21Z,4800000,False,15.0,5.0,1,left,MISS B. Sensabaugh reverse DUNK - blocked,"[1641729, 1641708]",1610612762.0,UTA,reverse,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,1.56,Missed,,,,,,,,,Thompson,1641708.0,,,,,,,,
488,PT01M15.00S,2026-02-24T04:18:58.5Z,3,REGULAR,block,,[],1641708,,,1610612762,96,67,2026-02-24T04:19:00Z,4810000,False,,,0,,A. Thompson BLOCK (1 BLK),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
489,PT01M15.00S,2026-02-24T04:18:58.5Z,3,REGULAR,rebound,defensive,[],203991,,,1610612745,96,67,2026-02-24T04:19:21Z,4820000,False,,,0,,C. Capela REBOUND (Off:2 Def:1),[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,487.0,3.0,1.0,2.0,,,,
490,PT01M11.00S,2026-02-24T04:19:03.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641708,90.88370565045992,51.71568627450981,1610612745,98,67,2026-02-24T04:19:12Z,4830000,False,9.0,33.0,1,right,A. Thompson running DUNK (18 PTS) (C. Capela 1 AST),"[1641708, 203991]",1610612745.0,HOU,running,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,3.43,Made,18.0,C. Capela,203991.0,1.0,,,,,,,,,,,,,,
492,PT01M00.00S,2026-02-24T04:19:14.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1641729,5.732588699080158,54.65686274509803,1610612762,98,69,2026-02-24T04:24:58Z,4850000,False,-23.0,1.0,1,left,B. Sensabaugh driving bank Hook (13 PTS) (K. Love 4 AST),"[1641729, 201567]",1610612762.0,UTA,driving bank,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,2.33,Made,13.0,K. Love,201567.0,4.0,,,,,,,,,,,,,,
493,PT00M57.30S,2026-02-24T04:19:19.1Z,3,REGULAR,turnover,bad pass,[],1641708,,,1610612745,98,69,2026-02-24T04:19:29Z,4860000,False,,,0,,A. Thompson bad pass TURNOVER (6 TO),"[1641708, 1629723]",1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,,,6.0,Konchar,1629723.0,,,,,,,,,,,
