actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
17,PT10M44.00S,2026-03-17T01:45:12.9Z,1,REGULAR,turnover,bad pass,[],1641708,,,1610612745,3,2,2026-03-17T01:45:18Z,170000,False,,,0,,A. Thompson bad pass TURNOVER (1 TO),"[1641708, 1629029]",1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Dončić,1629029.0,,
18,PT10M44.00S,2026-03-17T01:45:12.9Z,1,REGULAR,steal,,[],1629029,,,1610612747,3,2,2026-03-17T01:47:02Z,180000,False,,,0,,L. Dončić STEAL (1 STL),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
19,PT10M39.00S,2026-03-17T01:45:17.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",2544,7.178055190538765,51.470588235294116,1610612747,3,4,2026-03-17T01:45:25Z,190000,False,-7.0,15.0,1,left,L. James running DUNK (2 PTS) (A. Reaves 1 AST),"[2544, 1630559]",1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,1.67,,,,A. Reaves,1630559.0,1.0,,,,,
21,PT10M22.00S,2026-03-17T01:45:34.4Z,1,REGULAR,2pt,Jump Shot,[],1631095,90.75229960578186,20.098039215686274,1610612745,5,4,2026-03-17T01:45:38Z,210000,False,-150.0,34.0,1,right,J. Smith Jr. 15' pullup Jump Shot (2 PTS) (T. Eason 1 AST),"[1631095, 1631106]",1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,,,,,,Made,,2.0,15.34,,,,T. Eason,1631106.0,1.0,,,,,
23,PT10M21.00S,2026-03-17T01:45:42.4Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612747,5,4,2026-03-17T01:45:49Z,230000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612745.0,HOU,,,,,,,,,,,,1626300.0,,,,,,,,,,,,,,,,,,,
24,PT10M08.00S,2026-03-17T01:46:01.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,11.251642575558476,40.931372549019606,1610612747,5,4,2026-03-17T01:46:09Z,240000,False,45.0,53.0,1,left,MISS A. Reaves 6' driving Layup,[1630559],1610612747.0,LAL,driving,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,6.99,,,,,,,,,,,
25,PT10M06.00S,2026-03-17T01:46:03.8Z,1,REGULAR,rebound,defensive,[],203991,,,1610612745,5,4,2026-03-17T01:46:09Z,250000,False,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,24.0,,,1.0,1.0,0.0,,,,,,,,
26,PT09M54.00S,2026-03-17T01:46:14.9Z,1,REGULAR,2pt,Jump Shot,[],201142,81.94809461235218,24.754901960784316,1610612745,5,4,2026-03-17T01:46:19Z,260000,False,-126.0,117.0,1,right,MISS K. Durant 17' pullup Shot,[201142],1610612745.0,HOU,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left Center,,,,,,Missed,,,17.22,,,,,,,,,,,
27,PT09M52.00S,2026-03-17T01:46:16.9Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,5,4,2026-03-17T01:46:19Z,270000,False,,,0,,A. Reaves REBOUND (Off:0 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Left Center,,,,,,,26.0,,,1.0,1.0,0.0,,,,,,,,
28,PT09M43.00S,2026-03-17T01:46:26.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,16.90210249671485,47.05882352941176,1610612747,5,4,2026-03-17T01:46:31Z,280000,False,15.0,106.0,1,left,MISS D. Ayton 10' Jump Shot,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,10.74,,,,,,,,,,,
29,PT09M40.00S,2026-03-17T01:46:29.4Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,5,4,2026-03-17T01:46:31Z,290000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,28.0,,,1.0,1.0,0.0,,,,,,,,
30,PT09M24.00S,2026-03-17T01:46:45.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,82.9993429697766,53.431372549019606,1610612745,7,4,2026-03-17T01:46:52Z,300000,False,17.0,107.0,1,right,J. Smith Jr. 10' fadeaway Jump Shot (4 PTS) (C. Capela 1 AST),"[1631095, 203991]",1610612745.0,HOU,fadeaway,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,4.0,10.87,,,,C. Capela,203991.0,1.0,,,,,
32,PT09M08.00S,2026-03-17T01:47:01.0Z,1,REGULAR,3pt,Jump Shot,[],1629029,27.677398160315374,82.84313725490196,1610612747,7,4,2026-03-17T01:47:07Z,320000,False,-164.0,208.0,1,left,MISS L. Dončić 26' step back 3PT,[1629029],1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,26.48,,,,,,,,,,,
33,PT09M06.00S,2026-03-17T01:47:03.0Z,1,REGULAR,rebound,defensive,[],201142,,,1610612745,7,4,2026-03-17T01:47:07Z,330000,False,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,,,,32.0,,,2.0,2.0,0.0,,,,,,,,
34,PT08M55.00S,2026-03-17T01:47:15.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641708,91.80354796320631,50.73529411764706,1610612745,9,4,2026-03-17T01:47:19Z,340000,False,4.0,25.0,1,right,A. Thompson cutting DUNK (2 PTS) (T. Eason 2 AST),"[1641708, 1631106]",1610612745.0,HOU,cutting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,2.48,,,,T. Eason,1631106.0,2.0,,,,,
36,PT08M37.00S,2026-03-17T01:47:32.5Z,1,REGULAR,3pt,Jump Shot,[],1629029,26.62614980289093,10.294117647058822,1610612747,9,7,2026-03-17T01:47:37Z,360000,False,199.0,198.0,1,left,L. Dončić 28' 3PT  (5 PTS) (A. Reaves 2 AST),"[1629029, 1630559]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,5.0,28.02,,,,A. Reaves,1630559.0,2.0,,,,,
38,PT08M21.00S,2026-03-17T01:47:48.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,80.50262812089356,55.392156862745104,1610612745,11,7,2026-03-17T01:47:52Z,380000,False,27.0,131.0,1,right,K. Durant 13' Jump Shot (2 PTS) (A. Thompson 2 AST),"[201142, 1641708]",1610612745.0,HOU,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,2.0,13.36,,,,A. Thompson,1641708.0,2.0,,,,,
40,PT07M59.00S,2026-03-17T01:48:10.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,15.456636005256241,50.245098039215684,1610612747,11,9,2026-03-17T01:48:15Z,400000,False,-1.0,93.0,1,left,L. Dončić 9' turnaround fadeaway Jump Shot (7 PTS),[1629029],1610612747.0,LAL,turnaround fadeaway,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,7.0,9.28,,,,,,,,,,,
41,PT07M33.00S,2026-03-17T01:48:36.1Z,1,REGULAR,3pt,Jump Shot,[],1631106,92.85479632063075,96.56862745098039,1610612745,11,9,2026-03-17T01:48:41Z,410000,False,233.0,15.0,1,right,MISS T. Eason 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,23.33,,,,,,,,,,,
42,PT07M31.00S,2026-03-17T01:48:38.1Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612747,11,9,2026-03-17T01:48:41Z,420000,False,,,0,,L. Dončić REBOUND (Off:0 Def:1),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Right Corner 3,24+ Right,,,,,,,41.0,,,1.0,1.0,0.0,,,,,,,,
43,PT07M15.00S,2026-03-17T01:48:54.8Z,1,REGULAR,2pt,Jump Shot,[],1629029,15.374507227332456,68.16023284313727,1610612747,11,11,2026-03-17T01:50:04Z,430000,False,-91.0,92.0,1,left,L. Dončić 12' pullup bank Jump Shot (9 PTS),[1629029],1610612747.0,LAL,pullup bank,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Left,,,,,,Made,,9.0,12.93,,,,,,,,,,,
44,PT06M57.00S,2026-03-17T01:49:12.1Z,1,REGULAR,3pt,Jump Shot,[],1631106,87.33574244415243,94.36274509803921,1610612745,11,11,2026-03-17T01:49:17Z,440000,False,222.0,67.0,1,right,MISS T. Eason 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,23.16,,,,,,,,,,,
45,PT06M54.00S,2026-03-17T01:49:15.1Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,11,11,2026-03-17T01:49:17Z,450000,False,,,0,,A. Reaves REBOUND (Off:0 Def:2),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Right Corner 3,24+ Right,,,,,,,44.0,,,2.0,2.0,0.0,,,,,,,,
46,PT06M50.00S,2026-03-17T01:49:19.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",2544,8.492115637319317,52.94117647058824,1610612747,11,13,2026-03-17T01:49:29Z,460000,False,-15.0,27.0,1,left,L. James running DUNK (4 PTS) (A. Reaves 3 AST),"[2544, 1630559]",1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,Made,,4.0,3.1,,,,A. Reaves,1630559.0,3.0,,,,,
48,PT06M40.00S,2026-03-17T01:49:32.4Z,1,REGULAR,foul,personal,[],2544,,,1610612745,11,13,2026-03-17T01:49:50Z,480000,False,,,0,,L. James personal FOUL (1 PF),"[2544, 1631106]",1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,1626300.0,1.0,0.0,Eason,1631106.0,,,,,,,,,,,,,,,
50,PT06M40.00S,2026-03-17T01:49:47.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,11,13,2026-03-17T01:49:47Z,500000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT06M40.00S,2026-03-17T01:52:30.8Z,1,REGULAR,substitution,out,[],1641708,,,1610612745,11,13,2026-03-17T01:52:50Z,510000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M40.00S,2026-03-17T01:52:30.8Z,1,REGULAR,substitution,out,[],1631095,,,1610612745,11,13,2026-03-17T01:52:50Z,520000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M40.00S,2026-03-17T01:52:30.8Z,1,REGULAR,substitution,out,[],203935,,,1610612745,11,13,2026-03-17T01:52:50Z,530000,False,,,0,,SUB out: M. Smart,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M40.00S,2026-03-17T01:52:30.8Z,1,REGULAR,substitution,in,[],1642263,,,1610612745,11,13,2026-03-17T01:52:50Z,540000,False,,,0,,SUB in: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M40.00S,2026-03-17T01:52:30.8Z,1,REGULAR,substitution,in,[],1629006,,,1610612745,11,13,2026-03-17T01:52:50Z,550000,False,,,0,,SUB in: J. Okogie,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M40.00S,2026-03-17T01:52:30.8Z,1,REGULAR,substitution,in,[],1629060,,,1610612745,11,13,2026-03-17T01:52:50Z,560000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M28.00S,2026-03-17T01:54:14.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,81.68528252299606,57.35294117647059,1610612745,13,13,2026-03-17T01:54:22Z,570000,False,37.0,120.0,1,right,K. Durant 12' turnaround fadeaway Jump Shot (4 PTS),[201142],1610612745.0,HOU,turnaround fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,4.0,12.52,,,,,,,,,,,
58,PT06M08.00S,2026-03-17T01:54:34.9Z,1,REGULAR,3pt,Jump Shot,[],1630559,32.40801576872536,50.245098039215684,1610612747,13,13,2026-03-17T01:54:40Z,580000,False,-1.0,252.0,1,left,MISS A. Reaves 25' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,25.21,,,,,,,,,,,
59,PT06M04.00S,2026-03-17T01:54:38.9Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,13,13,2026-03-17T01:54:49Z,590000,False,,,0,,T. Eason REBOUND (Off:0 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Center,,,,,,,58.0,,,1.0,1.0,0.0,,,,,,,,
60,PT05M52.00S,2026-03-17T01:54:52.3Z,1,REGULAR,turnover,bad pass,[],201142,,,1610612745,13,13,2026-03-17T01:54:57Z,600000,False,,,0,,K. Durant bad pass TURNOVER (1 TO),"[201142, 1629028]",1610612745.0,HOU,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1.0,Ayton,1629028.0,,
61,PT05M52.00S,2026-03-17T01:54:52.3Z,1,REGULAR,steal,,[],1629028,,,1610612747,13,13,2026-03-17T01:59:18Z,610000,False,,,0,,D. Ayton STEAL (1 STL),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
62,PT05M48.00S,2026-03-17T01:54:56.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629060,7.046649145860711,47.30392156862745,1610612747,13,15,2026-03-17T01:55:04Z,620000,False,13.0,14.0,1,left,R. Hachimura running Layup (2 PTS) (L. James 1 AST),"[1629060, 2544]",1610612747.0,LAL,running,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,1.92,,,,L. James,2544.0,1.0,,,,,
64,PT05M27.00S,2026-03-17T01:55:16.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,86.41590013140605,38.23529411764706,1610612745,15,15,2026-03-17T01:55:24Z,640000,False,-59.0,75.0,1,right,K. Durant 9' driving floating Jump Shot (6 PTS),[201142],1610612745.0,HOU,driving floating,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Made,,6.0,9.55,,,,,,,,,,,
65,PT05M15.00S,2026-03-17T01:55:28.1Z,1,REGULAR,3pt,Jump Shot,[],1629029,29.122864651773984,72.54901960784314,1610612747,15,18,2026-03-17T01:55:33Z,650000,False,-113.0,221.0,1,left,L. Dončić 24' 3PT pullup (12 PTS),[1629029],1610612747.0,LAL,pullup,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,12.0,24.83,,,,,,,,,,,
66,PT05M02.00S,2026-03-17T01:55:43.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,89.83245729303549,36.76470588235294,1610612745,15,18,2026-03-17T01:56:54Z,660000,False,-66.0,43.0,1,right,MISS C. Capela 7' turnaround Hook,[203991],1610612745.0,HOU,turnaround,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,7.9,,,,,,,,,,,
67,PT05M01.00S,2026-03-17T01:55:44.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,15,18,2026-03-17T01:56:54Z,670000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,66.0,,,,,,,,,,,,,
68,PT05M01.00S,2026-03-17T01:55:50.6Z,1,REGULAR,foul,personal,[],1631106,,,1610612747,15,18,2026-03-17T01:59:35Z,680000,False,,,0,,T. Eason loose ball personal FOUL (1 PF),"[1631106, 1629029]",1610612745.0,HOU,loose ball,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,202058.0,1.0,0.0,Dončić,1629029.0,,,,,,,,,,,,,,,
70,PT05M01.00S,2026-03-17T01:56:00.2Z,1,REGULAR,substitution,out,[],1631106,,,1610612747,15,18,2026-03-17T01:56:09Z,700000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M01.00S,2026-03-17T01:56:00.2Z,1,REGULAR,substitution,out,[],2544,,,1610612747,15,18,2026-03-17T01:56:09Z,710000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M01.00S,2026-03-17T01:56:00.2Z,1,REGULAR,substitution,in,[],1641708,,,1610612747,15,18,2026-03-17T01:56:09Z,720000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M01.00S,2026-03-17T01:56:00.2Z,1,REGULAR,substitution,in,[],1628379,,,1610612747,15,18,2026-03-17T01:56:09Z,730000,False,,,0,,SUB in: L. Kennard,[1628379],1610612747.0,LAL,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT04M57.00S,2026-03-17T01:56:09.9Z,1,REGULAR,turnover,bad pass,[],1629029,,,1610612747,15,18,2026-03-17T01:56:16Z,740000,False,,,0,,L. Dončić bad pass TURNOVER (1 TO),"[1629029, 1629006]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,1.0,Okogie,1629006.0,,
75,PT04M57.00S,2026-03-17T01:56:09.9Z,1,REGULAR,steal,,[],1629006,,,1610612745,15,18,2026-03-17T01:56:12Z,750000,False,,,0,,J. Okogie STEAL (1 STL),[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
76,PT04M55.00S,2026-03-17T01:56:12.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1641708,93.51182654402102,57.59803921568627,1610612745,17,18,2026-03-17T01:56:19Z,760000,False,38.0,8.0,1,right,A. Thompson cutting DUNK (4 PTS) (J. Okogie 1 AST),"[1641708, 1629006]",1610612745.0,HOU,cutting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,Made,,4.0,3.89,,,,J. Okogie,1629006.0,1.0,,,,,
78,PT04M37.00S,2026-03-17T01:56:30.3Z,1,REGULAR,2pt,Jump Shot,[],1629029,22.683968462549277,54.65686274509803,1610612747,17,20,2026-03-17T01:56:40Z,780000,False,-23.0,161.0,1,left,L. Dončić 16' fadeaway Jump Shot (14 PTS),[1629029],1610612747.0,LAL,fadeaway,,,Dončić,L. Dončić,,,,,Mid-Range,16-24 Center,,,,,,Made,,14.0,16.24,,,,,,,,,,,
79,PT04M24.00S,2026-03-17T01:56:42.8Z,1,REGULAR,3pt,Jump Shot,[],1642263,68.28186596583443,11.519607843137255,1610612745,17,20,2026-03-17T01:56:47Z,790000,False,-192.0,246.0,1,right,MISS R. Sheppard 31' 3PT,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,31.21,,,,,,,,,,,
80,PT04M22.00S,2026-03-17T01:56:44.8Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612747,17,20,2026-03-17T01:56:47Z,800000,False,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Left Center,,,,,,,79.0,,,1.0,1.0,0.0,,,,,,,,
81,PT04M09.00S,2026-03-17T01:56:58.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,14.14257555847569,62.00980392156863,1610612747,17,22,2026-03-17T01:59:01Z,810000,False,-60.0,80.0,1,left,A. Reaves 10' pullup bank Jump Shot (2 PTS) (L. Dončić 1 AST),"[1630559, 1629029]",1610612747.0,LAL,pullup bank,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Made,,2.0,10.03,,,,L. Dončić,1629029.0,1.0,,,,,
83,PT03M56.00S,2026-03-17T01:57:11.1Z,1,REGULAR,2pt,Jump Shot,[],201142,77.87450722733246,39.705882352941174,1610612745,19,22,2026-03-17T01:57:18Z,830000,False,-51.0,155.0,1,right,K. Durant 16' pullup Jump Shot (8 PTS),[201142],1610612745.0,HOU,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Center,,,,,,Made,,8.0,16.38,,,,,,,,,,,
84,PT03M34.00S,2026-03-17T01:57:33.4Z,1,REGULAR,turnover,lost ball,[],1629028,,,1610612747,19,22,2026-03-17T01:57:39Z,840000,False,,,0,,D. Ayton lost ball TURNOVER (1 TO),"[1629028, 1629006]",1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1.0,Okogie,1629006.0,,
