actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
17,PT10M25.00S,2026-01-21T01:37:02.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,91.27792378449409,61.51960784313726,1610612745,4,3,2026-01-21T01:37:07Z,170000,False,58.0,29.0,1,right,A. Sengun 6' driving Layup (2 PTS) (K. Durant 1 AST),"[1630578, 201142]",1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,6.47,Made,,,,,,,2.0,K. Durant,201142.0,1.0,,,,,,,,
19,PT10M09.00S,2026-01-21T01:37:17.8Z,1,REGULAR,3pt,Jump Shot,[],1641705,29.122864651773984,72.54901960784314,1610612759,4,3,2026-01-21T01:37:22Z,190000,False,-113.0,221.0,1,left,MISS V. Wembanyama 24' 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,24.83,Missed,,,,,,,,,,,,,,,,,,
20,PT10M07.00S,2026-01-21T01:37:19.8Z,1,REGULAR,rebound,offensive,[],1642264,,,1610612759,4,3,2026-01-21T01:37:36Z,200000,False,,,0,,S. Castle REBOUND (Off:1 Def:0),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Left Center,,,19.0,1.0,0.0,1.0,,,,,,,,,,,,,,
21,PT10M03.00S,2026-01-21T01:37:23.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630577,8.360709592641262,3.9215686274509802,1610612759,4,6,2026-01-21T01:37:28Z,210000,False,230.0,26.0,1,left,J. Champagnie 3PT  (3 PTS) (S. Castle 2 AST),"[1630577, 1642264]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Right Corner 3,24+ Right,23.19,Made,,,,,,,3.0,S. Castle,1642264.0,2.0,,,,,,,,
23,PT09M44.00S,2026-01-21T01:37:42.8Z,1,REGULAR,2pt,Jump Shot,[],1631095,92.19776609724047,29.901960784313726,1610612745,4,6,2026-01-21T01:37:47Z,230000,False,-100.0,21.0,1,right,MISS J. Smith Jr. 10' fadeaway Shot,[1631095],1610612745.0,HOU,fadeaway,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,10.26,Missed,,,,,,,,,,,,,,,,,,
24,PT09M42.00S,2026-01-21T01:37:44.8Z,1,REGULAR,rebound,offensive,[],1629006,,,1610612745,4,6,2026-01-21T01:37:47Z,240000,False,,,0,,J. Okogie REBOUND (Off:1 Def:0),[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Mid-Range,8-16 Left,,,23.0,1.0,0.0,1.0,,,,,,,,,,,,,,
25,PT09M42.00S,2026-01-21T01:37:48.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629006,90.62089356110381,55.88235294117647,1610612745,6,6,2026-01-21T01:37:51Z,250000,False,29.0,36.0,1,right,J. Okogie putback Layup (2 PTS),[1629006],1610612745.0,HOU,putback,,,Okogie,J. Okogie,,,,,In The Paint (Non-RA),0-8 Center,4.62,Made,,,,,,,2.0,,,,,,,,,,,
26,PT09M42.00S,2026-01-21T01:37:50.7Z,1,REGULAR,foul,personal,['1freethrow'],1641705,,,1610612745,6,6,2026-01-21T01:37:57Z,260000,False,,,0,,V. Wembanyama shooting personal FOUL (1 PF) (Okogie 1 FT),"[1641705, 1629006]",1610612759.0,SAS,shooting,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202058.0,,,,,,1.0,0.0,Okogie,1629006.0,,,,
28,PT09M42.00S,2026-01-21T01:38:15.1Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1629006,,,1610612745,6,6,2026-01-21T01:38:19Z,280000,False,,,0,,MISS J. Okogie Free Throw 1 of 1,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
29,PT09M42.00S,2026-01-21T01:38:15.1Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,6,6,2026-01-21T01:38:19Z,290000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,
30,PT09M26.00S,2026-01-21T01:38:30.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641705,18.478975032851512,39.705882352941174,1610612759,6,6,2026-01-21T01:38:36Z,300000,False,51.0,121.0,1,left,MISS V. Wembanyama 13' fadeaway Shot,[1641705],1610612759.0,SAS,fadeaway,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,13.17,Missed,,,,,,,,,,,,,,,,,,
31,PT09M25.00S,2026-01-21T01:38:31.2Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,6,6,2026-01-21T01:38:36Z,310000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT09M14.00S,2026-01-21T01:38:41.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,84.83902759526939,41.911764705882355,1610612745,8,6,2026-01-21T01:38:46Z,320000,False,-40.0,90.0,1,right,A. Sengun 9' fadeaway Jump Shot (4 PTS),[1630578],1610612745.0,HOU,fadeaway,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,9.87,Made,,,,,,,4.0,,,,,,,,,,,
33,PT08M57.00S,2026-01-21T01:38:58.0Z,1,REGULAR,3pt,Jump Shot,[],1642264,33.196452036793694,65.93137254901961,1610612759,8,9,2026-01-21T01:39:02Z,330000,False,-80.0,260.0,1,left,S. Castle 27' 3PT  (3 PTS) (V. Wembanyama 1 AST),"[1642264, 1641705]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Center,27.15,Made,,,,,,,3.0,V. Wembanyama,1641705.0,1.0,,,,,,,,
36,PT08M43.00S,2026-01-21T01:39:22.6Z,1,REGULAR,3pt,Jump Shot,[],1631095,90.3580814717477,96.32352941176471,1610612745,11,9,2026-01-21T01:39:27Z,360000,False,232.0,38.0,1,right,J. Smith Jr. 3PT  (3 PTS) (A. Thompson 1 AST),"[1631095, 1641708]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Right Corner 3,24+ Right,23.47,Made,,,,,,,3.0,A. Thompson,1641708.0,1.0,,,,,,,,
38,PT08M31.00S,2026-01-21T01:39:34.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641705,13.61695137976347,56.127450980392155,1610612759,11,9,2026-01-21T01:40:53Z,380000,False,-31.0,75.0,1,left,MISS V. Wembanyama 8' driving floating Shot,[1641705],1610612759.0,SAS,driving floating,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,8.15,Missed,,,,,,,,,,,,,,,,,,
39,PT08M28.00S,2026-01-21T01:39:37.3Z,1,REGULAR,rebound,offensive,[],1641705,,,1610612759,11,9,2026-01-21T01:40:53Z,390000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:0),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,,,38.0,1.0,0.0,1.0,,,,,,,,,,,,,,
40,PT08M28.00S,2026-01-21T01:39:40.4Z,1,REGULAR,foul,personal,['2freethrow'],201142,,,1610612759,11,9,2026-01-21T01:39:47Z,400000,False,,,0,,K. Durant shooting personal FOUL (1 PF) (Wembanyama 2 FT),"[201142, 1641705]",1610612745.0,HOU,shooting,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1151.0,,,,,,1.0,0.0,Wembanyama,1641705.0,,,,
42,PT08M28.00S,2026-01-21T01:40:12.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1641705,,,1610612759,11,10,2026-01-21T01:40:12Z,420000,False,,,0,,V. Wembanyama Free Throw 1 of 2 (1 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
43,PT08M28.00S,2026-01-21T01:40:42.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1641705,,,1610612759,11,11,2026-01-21T01:40:42Z,430000,False,,,0,,V. Wembanyama Free Throw 2 of 2 (2 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
44,PT08M14.00S,2026-01-21T01:41:01.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,91.93495400788436,35.53921568627451,1610612745,11,11,2026-01-21T01:41:07Z,440000,False,-72.0,23.0,1,right,MISS A. Thompson 7' driving floating bank Shot,[1641708],1610612745.0,HOU,driving floating bank,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,7.6,Missed,,,,,,,,,,,,,,,,,,
45,PT08M14.00S,2026-01-21T01:41:01.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,11,11,2026-01-21T01:41:07Z,450000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,44.0,,,,,,,,,,,,,,,,,
47,PT07M59.00S,2026-01-21T01:41:21.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,8.886333771353483,60.29411764705882,1610612759,11,11,2026-01-21T01:41:28Z,470000,False,-51.0,31.0,1,left,MISS D. Fox 6' driving Layup - blocked,"[1628368, 1641708]",1610612759.0,SAS,driving,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,6.01,Missed,,,,,,,,,,,,,,,Thompson,1641708.0,,
48,PT07M59.00S,2026-01-21T01:41:21.9Z,1,REGULAR,block,,[],1641708,,,1610612759,11,11,2026-01-21T01:41:23Z,480000,False,,,0,,A. Thompson BLOCK (1 BLK),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
49,PT07M57.00S,2026-01-21T01:41:23.9Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,11,11,2026-01-21T01:41:28Z,490000,False,,,0,,A. Sengun REBOUND (Off:0 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,47.0,3.0,3.0,0.0,,,,,,,,,,,,,,
50,PT07M49.00S,2026-01-21T01:41:31.7Z,1,REGULAR,2pt,Jump Shot,[],201142,76.42904073587385,44.11764705882353,1610612745,13,11,2026-01-21T01:41:36Z,500000,False,-29.0,169.0,1,right,K. Durant 17' fadeaway Jump Shot (2 PTS) (A. Sengun 2 AST),"[201142, 1630578]",1610612745.0,HOU,fadeaway,,,Durant,K. Durant,,,,,Mid-Range,16-24 Center,17.16,Made,,,,,,,2.0,A. Sengun,1630578.0,2.0,,,,,,,,
52,PT07M38.00S,2026-01-21T01:41:42.1Z,1,REGULAR,3pt,Jump Shot,[],203084,30.699737187910642,32.59803921568628,1610612759,13,11,2026-01-21T01:41:47Z,520000,False,87.0,236.0,1,left,MISS H. Barnes 25' 3PT,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,25.16,Missed,,,,,,,,,,,,,,,,,,
53,PT07M38.00S,2026-01-21T01:41:42.1Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,13,11,2026-01-21T01:41:47Z,530000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,52.0,1.0,1.0,0.0,,,,,,,,,,,,,,
54,PT07M33.00S,2026-01-21T01:41:47.4Z,1,REGULAR,turnover,bad pass,[],1641708,,,1610612745,13,11,2026-01-21T01:41:52Z,540000,False,,,0,,A. Thompson bad pass TURNOVER (1 TO),"[1641708, 203084]",1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,,,,,,,Barnes,203084.0
55,PT07M33.00S,2026-01-21T01:41:47.4Z,1,REGULAR,steal,,[],203084,,,1610612759,13,11,2026-01-21T01:41:50Z,550000,False,,,0,,H. Barnes STEAL (1 STL),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
56,PT07M19.00S,2026-01-21T01:42:02.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1642264,19.136005256241788,68.62745098039215,1610612759,13,13,2026-01-21T01:42:08Z,560000,False,-93.0,127.0,1,left,S. Castle 15' step back Jump Shot (5 PTS),[1642264],1610612759.0,SAS,step back,,,Castle,S. Castle,,,,,Mid-Range,8-16 Left,15.78,Made,,,,,,,5.0,,,,,,,,,,,
57,PT06M57.00S,2026-01-21T01:42:24.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201142,92.72339027595268,48.529411764705884,1610612745,15,13,2026-01-21T01:42:37Z,570000,False,-7.0,16.0,1,right,K. Durant driving reverse Layup (4 PTS) (A. Sengun 3 AST),"[201142, 1630578]",1610612745.0,HOU,driving reverse,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,1.75,Made,,,,,,,4.0,A. Sengun,1630578.0,3.0,,,,,,,,
59,PT06M40.00S,2026-01-21T01:42:40.8Z,1,REGULAR,3pt,Jump Shot,[],1630577,28.203022339027594,77.69607843137256,1610612759,15,16,2026-01-21T01:42:47Z,590000,False,-138.0,213.0,1,left,J. Champagnie 25' 3PT  (6 PTS) (D. Fox 1 AST),"[1630577, 1628368]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,25.37,Made,,,,,,,6.0,D. Fox,1628368.0,1.0,,,,,,,,
61,PT06M20.00S,2026-01-21T01:43:16.5Z,1,REGULAR,foul,personal,['2freethrow'],1642264,,,1610612745,15,16,2026-01-21T01:43:23Z,610000,False,,,0,,S. Castle shooting personal FOUL (1 PF) (Okogie 2 FT),"[1642264, 1629006]",1610612759.0,SAS,shooting,,,Castle,S. Castle,,,,,Mid-Range,16-24 Left,,,,,,,202058.0,,,,,,1.0,0.0,Okogie,1629006.0,,,,
63,PT06M20.00S,2026-01-21T01:43:25.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,15,16,2026-01-21T01:43:25Z,630000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M20.00S,2026-01-21T01:45:27.8Z,1,REGULAR,substitution,out,[],1641708,,,1610612745,15,16,2026-01-21T01:46:38Z,640000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M20.00S,2026-01-21T01:45:27.8Z,1,REGULAR,substitution,out,[],1641705,,,1610612745,15,16,2026-01-21T01:46:38Z,650000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M20.00S,2026-01-21T01:45:27.8Z,1,REGULAR,substitution,out,[],1628368,,,1610612745,15,16,2026-01-21T01:46:38Z,660000,False,,,0,,SUB out: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M20.00S,2026-01-21T01:45:27.8Z,1,REGULAR,substitution,in,[],1631106,,,1610612745,15,16,2026-01-21T01:46:38Z,670000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M20.00S,2026-01-21T01:45:27.8Z,1,REGULAR,substitution,in,[],1628436,,,1610612745,15,16,2026-01-21T01:46:38Z,680000,False,,,0,,SUB in: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M20.00S,2026-01-21T01:45:27.8Z,1,REGULAR,substitution,in,[],1642844,,,1610612745,15,16,2026-01-21T01:46:38Z,690000,False,,,0,,SUB in: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M20.00S,2026-01-21T01:46:45.5Z,1,REGULAR,freethrow,1 of 2,[],1629006,,,1610612745,15,16,2026-01-21T01:46:45Z,700000,False,,,0,,MISS J. Okogie Free Throw 1 of 2,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
71,PT06M20.00S,2026-01-21T01:46:45.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,15,16,2026-01-21T01:46:45Z,710000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,
72,PT06M20.00S,2026-01-21T01:46:45.5Z,1,REGULAR,freethrow,2 of 2,[],1629006,,,1610612745,15,16,2026-01-21T01:47:06Z,720000,False,,,0,,MISS J. Okogie Free Throw 2 of 2,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
73,PT06M20.00S,2026-01-21T01:46:45.5Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,15,16,2026-01-21T01:47:06Z,730000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:2),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,72.0,2.0,2.0,0.0,,,,,,,,,,,,,,
74,PT06M02.00S,2026-01-21T01:47:19.1Z,1,REGULAR,3pt,Jump Shot,[],1630577,30.17411300919842,32.35294117647059,1610612759,15,19,2026-01-21T01:47:24Z,740000,False,88.0,231.0,1,left,J. Champagnie 24' 3PT  (9 PTS) (S. Castle 3 AST),"[1630577, 1642264]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,24.74,Made,,,,,,,9.0,S. Castle,1642264.0,3.0,,,,,,,,
76,PT05M47.00S,2026-01-21T01:47:34.0Z,1,REGULAR,3pt,Jump Shot,[],1630578,66.17936925098554,38.72549019607843,1610612745,15,19,2026-01-21T01:47:38Z,760000,False,-56.0,265.0,1,right,MISS A. Sengun 27' 3PT,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,27.13,Missed,,,,,,,,,,,,,,,,,,
77,PT05M44.00S,2026-01-21T01:47:37.0Z,1,REGULAR,rebound,defensive,[],1642264,,,1610612759,15,19,2026-01-21T01:47:38Z,770000,False,,,0,,S. Castle REBOUND (Off:1 Def:1),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Center,,,76.0,2.0,1.0,1.0,,,,,,,,,,,,,,
78,PT05M35.00S,2026-01-21T01:47:46.5Z,1,REGULAR,turnover,lost ball,[],1642264,,,1610612759,15,19,2026-01-21T01:47:50Z,780000,False,,,0,,S. Castle lost ball TURNOVER (1 TO),"[1642264, 1631106]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Mid-Range,8-16 Left,,,,,,,,1.0,,,,,,,,,,,Eason,1631106.0
79,PT05M35.00S,2026-01-21T01:47:46.5Z,1,REGULAR,steal,,[],1631106,,,1610612745,15,19,2026-01-21T01:47:48Z,790000,False,,,0,,T. Eason STEAL (1 STL),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
80,PT05M29.00S,2026-01-21T01:47:52.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201142,80.76544021024968,95.34313725490196,1610612745,18,19,2026-01-21T01:47:58Z,800000,False,227.0,128.0,1,right,K. Durant 26' 3PT running (7 PTS) (A. Sengun 4 AST),"[201142, 1630578]",1610612745.0,HOU,running,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,26.05,Made,,,,,,,7.0,A. Sengun,1630578.0,4.0,,,,,,,,
82,PT05M06.00S,2026-01-21T01:48:14.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628436,10.068988173455978,42.40196078431372,1610612759,18,19,2026-01-21T01:48:23Z,820000,False,38.0,42.0,1,left,MISS L. Kornet cutting Layup,[1628436],1610612759.0,SAS,cutting,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),0-8 Center,5.67,Missed,,,,,,,,,,,,,,,,,,
84,PT05M06.00S,2026-01-21T01:48:14.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,18,19,2026-01-21T01:48:23Z,840000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,82.0,,,,,,,,,,,,,,,,,
86,PT05M06.00S,2026-01-21T01:48:20.4Z,1,REGULAR,substitution,out,[],203084,,,1610612759,18,19,2026-01-21T01:48:30Z,860000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M06.00S,2026-01-21T01:48:20.4Z,1,REGULAR,substitution,in,[],1629640,,,1610612759,18,19,2026-01-21T01:48:30Z,870000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M04.00S,2026-01-21T01:48:39.0Z,1,REGULAR,foul,personal,['3freethrow'],1631106,,,1610612759,18,19,2026-01-21T01:48:55Z,880000,False,,,0,,T. Eason shooting personal FOUL (1 PF) (Champagnie 3 FT),"[1631106, 1630577]",1610612745.0,HOU,shooting,,,Eason,T. Eason,,,,,Right Corner 3,24+ Right,,,,,,,202058.0,,,,,,1.0,0.0,Champagnie,1630577.0,,,,
