actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
15,PT11M07.00S,2022-10-26T23:46:44.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627732,89.30683311432325,54.166666666666664,1610612751,0,0,2022-10-26T23:46:59Z,150000,21.0,48.0,1,right,MISS B. Simmons Layup - blocked,"[1627732, 201572]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,,,5.23,Missed,Lopez,201572.0,,,,,,,,,,,,,,
16,PT11M07.00S,2022-10-26T23:46:44.2Z,1,REGULAR,block,,[],201572,,,1610612751,0,0,2022-10-26T23:46:48Z,160000,,,0,,B. Lopez BLOCK (1 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
17,PT11M02.00S,2022-10-26T23:46:49.2Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,0,0,2022-10-26T23:46:59Z,170000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
18,PT10M57.00S,2022-10-26T23:46:53.6Z,1,REGULAR,3pt,Jump Shot,[],1628960,26.231931668856767,12.745098039215685,1610612749,0,0,2022-10-26T23:47:04Z,180000,186.0,194.0,1,left,MISS G. Allen 26' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,,,26.9,Missed,,,,,,,,,,,,,,,,
19,PT10M57.00S,2022-10-26T23:46:53.6Z,1,REGULAR,rebound,offensive,[],201572,,,1610612749,0,0,2022-10-26T23:47:04Z,190000,,,0,,B. Lopez REBOUND (Off:1 Def:0),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,,,,,,,18.0,1.0,0.0,1.0,,,,,,,,,,
20,PT10M45.00S,2022-10-26T23:47:05.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201950,6.1268068331143235,52.69607843137255,1610612749,2,0,2022-10-26T23:49:41Z,200000,-13.0,5.0,1,left,J. Holiday driving reverse Layup (2 PTS),[201950],1610612749.0,MIL,driving reverse,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,1.44,Made,,,,,,,,,2.0,,,,,,,
23,PT10M25.00S,2022-10-26T23:47:25.0Z,1,REGULAR,3pt,Jump Shot,[],202681,66.04796320630749,28.431372549019606,1610612751,2,0,2022-10-26T23:50:10Z,230000,-108.0,267.0,1,right,MISS K. Irving 28' pullup 3PT,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,28.76,Missed,,,,,,,,,,,,,,,,
24,PT10M25.00S,2022-10-26T23:47:25.0Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612749,2,0,2022-10-26T23:47:39Z,240000,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,
25,PT10M19.00S,2022-10-26T23:47:31.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201950,26.888961892247043,14.950980392156863,1610612749,2,0,2022-10-26T23:47:44Z,250000,175.0,200.0,1,left,MISS J. Holiday 26' running 3PT,[201950],1610612749.0,MIL,running,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,26.61,Missed,,,,,,,,,,,,,,,,
26,PT10M15.00S,2022-10-26T23:47:35.5Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,2,0,2022-10-26T23:47:44Z,260000,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,
27,PT10M10.00S,2022-10-26T23:47:43.8Z,1,REGULAR,foul,personal,[],1628975,,,1610612751,2,0,2022-10-26T23:48:10Z,270000,,,0,,J. Carter personal FOUL (1 PF),"[1628975, 202681]",1610612749.0,MIL,,,,Carter,J. Carter,,,,,Restricted Area,0-8 Center,1193.0,,,,,,,,,,,,,1.0,0.0,Irving,202681.0,,,
29,PT10M04.00S,2022-10-26T23:48:11.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,88.38699080157687,46.07843137254902,1610612751,2,0,2022-10-26T23:48:15Z,290000,-20.0,57.0,1,right,MISS N. Claxton 6' Hook,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,6.0,Missed,,,,,,,,,,,,,,,,
30,PT10M02.00S,2022-10-26T23:48:13.3Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,2,0,2022-10-26T23:48:15Z,300000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,29.0,2.0,2.0,0.0,,,,,,,,,,
31,PT09M54.00S,2022-10-26T23:48:21.0Z,1,REGULAR,2pt,Jump Shot,[],203507,22.421156373193167,33.82352941176471,1610612749,2,0,2022-10-26T23:48:27Z,310000,81.0,158.0,1,left,MISS G. Antetokounmpo 17' pullup Shot,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Right Center,,,17.78,Missed,,,,,,,,,,,,,,,,
32,PT09M51.00S,2022-10-26T23:48:24.1Z,1,REGULAR,rebound,defensive,[],202681,,,1610612751,2,0,2022-10-26T23:48:24Z,320000,,,0,,K. Irving REBOUND (Off:0 Def:1),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Mid-Range,16-24 Right Center,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,,,
33,PT09M39.00S,2022-10-26T23:48:35.5Z,1,REGULAR,3pt,Jump Shot,[],1626220,76.16622864651774,10.784313725490197,1610612751,2,0,2022-10-26T23:57:42Z,330000,-196.0,172.0,1,right,MISS R. O'Neale 26' 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,26.05,Missed,,,,,,,,,,,,,,,,
34,PT09M33.00S,2022-10-26T23:48:41.5Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,2,0,2022-10-26T23:57:54Z,340000,,,0,,N. Claxton REBOUND (Off:1 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Left Center,,,,,,,33.0,2.0,1.0,1.0,,,,,,,,,,
35,PT09M33.00S,2022-10-26T23:48:42.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626220,92.72339027595268,52.94117647058824,1610612751,2,0,2022-10-26T23:55:55Z,350000,15.0,16.0,1,right,MISS R. O'Neale driving Layup,[1626220],1610612751.0,BKN,driving,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,2.17,Missed,,,,,,,,,,,,,,,,
36,PT09M33.00S,2022-10-26T23:48:42.3Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,2,0,2022-10-26T23:48:47Z,360000,,,0,,N. Claxton REBOUND (Off:2 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,35.0,3.0,1.0,2.0,,,,,,,,,,
37,PT09M21.00S,2022-10-26T23:48:53.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],201142,83.26215505913272,29.65686274509804,1610612751,2,2,2022-10-26T23:49:00Z,370000,-102.0,105.0,1,right,K. Durant 14' pullup Jump Shot (2 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,,,14.6,Made,,,,,,,,,2.0,,,,,,,
38,PT09M06.00S,2022-10-26T23:49:12.4Z,1,REGULAR,turnover,traveling,[],201950,,,1610612749,2,2,2022-10-26T23:49:19Z,380000,,,0,,J. Holiday traveling TURNOVER (1 TO),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Left Center,201639.0,1.0,,,,,,,,,,,,,,,,,,
39,PT08M45.00S,2022-10-26T23:49:54.2Z,1,REGULAR,turnover,bad pass,[],202681,,,1610612751,2,2,2022-10-26T23:50:02Z,390000,,,0,,K. Irving bad pass TURNOVER (1 TO),"[202681, 1628975]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,,1.0,,,,,,,,,Carter,1628975.0,,,,,,,,
40,PT08M45.00S,2022-10-26T23:49:54.2Z,1,REGULAR,steal,,[],1628975,,,1610612749,2,2,2022-10-26T23:49:57Z,400000,,,0,,J. Carter STEAL (1 STL),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
41,PT08M37.00S,2022-10-26T23:50:01.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201950,10.463206307490145,4.166666666666666,1610612749,2,2,2022-10-26T23:50:08Z,410000,229.0,46.0,1,left,MISS J. Holiday running 3PT,[201950],1610612749.0,MIL,running,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,,,23.38,Missed,,,,,,,,,,,,,,,,
42,PT08M34.00S,2022-10-26T23:50:04.6Z,1,REGULAR,rebound,defensive,[],202681,,,1610612751,2,2,2022-10-26T23:50:08Z,420000,,,0,,K. Irving REBOUND (Off:0 Def:2),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Right Corner 3,24+ Right,,,,,,,41.0,2.0,2.0,0.0,,,,,,,,,,
43,PT08M32.00S,2022-10-26T23:50:09.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627732,90.3580814717477,52.20588235294118,1610612751,2,2,2022-10-26T23:59:34Z,430000,11.0,38.0,1,right,MISS B. Simmons running Layup - blocked,"[1627732, 203507]",1610612751.0,BKN,running,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,,,3.97,Missed,Antetokounmpo,203507.0,,,,,,,,,,,,,,
44,PT08M32.00S,2022-10-26T23:50:09.6Z,1,REGULAR,block,,[],203507,,,1610612751,2,2,2022-10-26T23:50:12Z,440000,,,0,,G. Antetokounmpo BLOCK (1 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
45,PT08M32.00S,2022-10-26T23:50:09.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,2,2,2022-10-26T23:50:17Z,450000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,43.0,,,,,,,,,,,,,
46,PT08M26.00S,2022-10-26T23:50:34.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627732,93.38042049934296,52.20588235294118,1610612751,2,4,2022-10-26T23:50:57Z,460000,11.0,10.0,1,right,B. Simmons Layup (2 PTS) (K. Durant 1 AST),"[1627732, 201142]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,,,1.47,Made,,,,,,,,,2.0,,,,,K. Durant,201142.0,1.0
48,PT08M25.00S,2022-10-26T23:50:47.2Z,1,REGULAR,foul,technical,['1freethrow'],1627732,,,1610612749,2,4,2022-10-26T23:51:05Z,480000,,,0,,B. Simmons technical FOUL (1 Tech),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,202901.0,,,,,,,,,,,,,0.0,1.0,,,,,
49,PT08M25.00S,2022-10-26T23:51:06.2Z,1,REGULAR,freethrow,1 of 1,[],1628960,,,1610612749,3,4,2022-10-26T23:51:06Z,490000,,,0,,G. Allen technical Free Throw 1 of 1 (1 PTS),[1628960],1610612749.0,MIL,technical,,,Allen,G. Allen,,,,,,,,,,Made,,,,,,,,,1.0,,,,,,,
50,PT08M03.00S,2022-10-26T23:51:41.8Z,1,REGULAR,2pt,Jump Shot,[],201950,24.26084099868594,64.4607843137255,1610612749,3,4,2022-10-27T00:02:19Z,500000,-72.0,176.0,1,left,MISS J. Holiday 18' step back Shot,[201950],1610612749.0,MIL,step back,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Left Center,,,18.99,Missed,,,,,,,,,,,,,,,,
51,PT08M01.00S,2022-10-26T23:51:44.3Z,1,REGULAR,rebound,offensive,[],201572,,,1610612749,3,4,2022-10-26T23:51:44Z,510000,,,0,,B. Lopez REBOUND (Off:2 Def:0),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Mid-Range,16-24 Left Center,,,,,,,50.0,2.0,0.0,2.0,,,,,,,,,,
52,PT07M54.00S,2022-10-26T23:51:51.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203507,7.966491458607096,47.549019607843135,1610612749,3,4,2022-10-26T23:51:55Z,520000,12.0,22.0,1,left,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,2.56,Missed,,,,,,,,,,,,,,,,
53,PT07M52.00S,2022-10-26T23:51:53.0Z,1,REGULAR,rebound,offensive,[],201572,,,1610612749,3,4,2022-10-26T23:51:55Z,530000,,,0,,B. Lopez REBOUND (Off:3 Def:0),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,52.0,3.0,0.0,3.0,,,,,,,,,,
54,PT07M51.00S,2022-10-26T23:51:53.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201572,9.411957950065702,50.73529411764706,1610612749,3,4,2022-10-26T23:51:58Z,540000,-4.0,36.0,1,left,MISS B. Lopez putback Layup,[201572],1610612749.0,MIL,putback,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,3.62,Missed,,,,,,,,,,,,,,,,
55,PT07M48.00S,2022-10-26T23:51:57.6Z,1,REGULAR,rebound,defensive,[],202681,,,1610612751,3,4,2022-10-26T23:51:57Z,550000,,,0,,K. Irving REBOUND (Off:0 Def:3),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,,,,,54.0,3.0,3.0,0.0,,,,,,,,,,
56,PT07M42.00S,2022-10-26T23:52:02.6Z,1,REGULAR,turnover,bad pass,[],201142,,,1610612751,3,4,2022-10-26T23:52:11Z,560000,,,0,,K. Durant bad pass TURNOVER (2 TO),"[201142, 1628975]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left Center,,2.0,,,,,,,,,Carter,1628975.0,,,,,,,,
57,PT07M42.00S,2022-10-26T23:52:02.6Z,1,REGULAR,steal,,[],1628975,,,1610612749,3,4,2022-10-26T23:52:05Z,570000,,,0,,J. Carter STEAL (2 STL),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
58,PT07M36.00S,2022-10-26T23:52:08.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203507,9.017739816031538,43.627450980392155,1610612749,5,4,2022-10-26T23:52:15Z,580000,32.0,32.0,1,left,G. Antetokounmpo running Layup (2 PTS) (J. Carter 1 AST),"[203507, 1628975]",1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,4.54,Made,,,,,,,,,2.0,,,,,J. Carter,1628975.0,1.0
60,PT07M22.00S,2022-10-26T23:52:22.2Z,1,REGULAR,3pt,Jump Shot,[],201142,67.62483574244416,65.68627450980392,1610612751,5,7,2022-10-26T23:52:27Z,600000,78.0,252.0,1,right,K. Durant 26' 3PT  (5 PTS) (B. Simmons 1 AST),"[201142, 1627732]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,,,26.37,Made,,,,,,,,,5.0,,,,,B. Simmons,1627732.0,1.0
62,PT07M08.00S,2022-10-26T23:52:36.5Z,1,REGULAR,3pt,Jump Shot,[],203507,33.590670170827856,29.65686274509804,1610612749,5,7,2022-10-26T23:52:44Z,620000,102.0,263.0,1,left,MISS G. Antetokounmpo 28' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Right Center,,,28.23,Missed,,,,,,,,,,,,,,,,
63,PT07M06.00S,2022-10-26T23:52:38.8Z,1,REGULAR,rebound,offensive,[],201950,,,1610612749,5,7,2022-10-26T23:52:38Z,630000,,,0,,J. Holiday REBOUND (Off:1 Def:0),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,,,62.0,1.0,0.0,1.0,,,,,,,,,,
64,PT06M56.00S,2022-10-26T23:52:49.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201572,8.09789750328515,51.225490196078425,1610612749,7,7,2022-10-26T23:52:53Z,640000,-6.0,24.0,1,left,B. Lopez Layup (2 PTS) (J. Holiday 1 AST),"[201572, 201950]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,2.44,Made,,,,,,,,,2.0,,,,,J. Holiday,201950.0,1.0
66,PT06M41.00S,2022-10-26T23:53:03.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,83.13074901445466,47.05882352941176,1610612751,7,7,2022-10-26T23:53:11Z,660000,-15.0,106.0,1,right,MISS K. Durant 10' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,10.71,Missed,,,,,,,,,,,,,,,,
67,PT06M39.00S,2022-10-26T23:53:05.7Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,7,7,2022-10-26T23:53:11Z,670000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,66.0,3.0,3.0,0.0,,,,,,,,,,
68,PT06M36.00S,2022-10-26T23:53:13.6Z,1,REGULAR,foul,personal,['2freethrow'],1629651,,,1610612749,7,7,2022-10-26T23:56:58Z,680000,,,0,,N. Claxton shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1629651, 203507]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,201639.0,,,,,,,,,,,,,1.0,0.0,Antetokounmpo,203507.0,,,
70,PT06M36.00S,2022-10-26T23:53:31.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,7,7,2022-10-26T23:53:31Z,700000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M36.00S,2022-10-26T23:56:32.7Z,1,REGULAR,substitution,out,[],1628960,,,1610612749,7,7,2022-10-26T23:56:55Z,710000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M36.00S,2022-10-26T23:56:32.7Z,1,REGULAR,substitution,out,[],1628975,,,1610612749,7,7,2022-10-26T23:56:55Z,720000,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M36.00S,2022-10-26T23:56:32.7Z,1,REGULAR,substitution,in,[],1626171,,,1610612749,7,7,2022-10-26T23:56:55Z,730000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M36.00S,2022-10-26T23:56:32.7Z,1,REGULAR,substitution,in,[],202083,,,1610612749,7,7,2022-10-26T23:56:55Z,740000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M36.00S,2022-10-26T23:57:11.0Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,8,7,2022-10-26T23:57:11Z,750000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (3 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Made,,,,,,,,,3.0,,,,,,,
76,PT06M36.00S,2022-10-26T23:57:30.0Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,9,7,2022-10-26T23:57:30Z,760000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (4 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Made,,,,,,,,,4.0,,,,,,,
77,PT06M23.00S,2022-10-26T23:57:44.9Z,1,REGULAR,2pt,Jump Shot,[],202681,80.76544021024968,80.14705882352942,1610612751,9,7,2022-10-26T23:57:49Z,770000,151.0,128.0,1,right,MISS K. Irving 19' pullup Shot,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,Mid-Range,16-24 Right Center,,,19.79,Missed,,,,,,,,,,,,,,,,
78,PT06M20.00S,2022-10-26T23:57:47.9Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,9,7,2022-10-26T23:57:49Z,780000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Right Center,,,,,,,77.0,4.0,4.0,0.0,,,,,,,,,,
79,PT06M09.00S,2022-10-26T23:57:57.4Z,1,REGULAR,3pt,Jump Shot,[],201572,8.623521681997373,3.6764705882352944,1610612749,9,7,2022-10-26T23:58:02Z,790000,232.0,29.0,1,left,MISS B. Lopez 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Right Corner 3,24+ Right,,,23.34,Missed,,,,,,,,,,,,,,,,
80,PT06M06.00S,2022-10-26T23:58:00.4Z,1,REGULAR,rebound,defensive,[],202681,,,1610612751,9,7,2022-10-26T23:58:02Z,800000,,,0,,K. Irving REBOUND (Off:0 Def:4),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Right Corner 3,24+ Right,,,,,,,79.0,4.0,4.0,0.0,,,,,,,,,,
