actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,jumpBallRecoverdPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
254,PT03M39.00S,2023-03-05T02:27:54.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,50,45,2023-03-05T02:27:54Z,2540000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT03M39.00S,2023-03-05T02:29:44.8Z,2,REGULAR,substitution,out,[],202699,,,1610612755,50,45,2023-03-05T02:30:58Z,2550000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,,,,,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,
257,PT03M39.00S,2023-03-05T02:29:44.8Z,2,REGULAR,substitution,in,[],1627777,,,1610612755,50,45,2023-03-05T02:30:58Z,2560000,False,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,,,,,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,
258,PT03M39.00S,2023-03-05T02:31:03.8Z,2,REGULAR,substitution,out,[],200782,,,1610612755,50,45,2023-03-05T02:31:17Z,2570000,False,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,,,,,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,
259,PT03M39.00S,2023-03-05T02:31:03.8Z,2,REGULAR,substitution,in,[],1629001,,,1610612755,50,45,2023-03-05T02:31:17Z,2580000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,,,,,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,
260,PT03M28.00S,2023-03-05T02:31:24.6Z,2,REGULAR,2pt,Jump Shot,[],201935,80.50262812089356,27.941176470588236,1610612755,50,45,2023-03-05T02:31:29Z,2590000,False,-110.0,131.0,1,right,MISS J. Harden 17' pullup Shot,[201935],1610612755.0,PHI,pullup,,,,,,Mid-Range,16-24 Left Center,17.11,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,,,
261,PT03M25.00S,2023-03-05T02:31:27.6Z,2,REGULAR,rebound,defensive,[],204060,,,1610612749,50,45,2023-03-05T02:31:29Z,2600000,False,,,0,,J. Ingles REBOUND (Off:0 Def:3),[204060],1610612749.0,MIL,,,,,,,Mid-Range,16-24 Left Center,,,Ingles,J. Ingles,260.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
262,PT03M20.00S,2023-03-05T02:31:36.3Z,2,REGULAR,turnover,traveling,[],201572,,,1610612749,50,45,2023-03-05T02:31:55Z,2610000,False,,,0,,B. Lopez traveling TURNOVER (1 TO),[201572],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,,,Lopez,B. Lopez,,,,,,,,,204059.0,,,,,1.0,,,,,
263,PT03M08.00S,2023-03-05T02:31:53.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630178,88.64980289093299,58.08823529411765,1610612755,50,47,2023-03-05T02:32:00Z,2620000,False,40.0,54.0,1,right,T. Maxey 6' driving floating Jump Shot (12 PTS),[1630178],1610612755.0,PHI,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.76,Made,Maxey,T. Maxey,,,,,12.0,,,,,,,,,,,,,,
264,PT02M53.00S,2023-03-05T02:32:08.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,7.30946123521682,55.14705882352941,1610612749,50,47,2023-03-05T02:32:12Z,2630000,False,-26.0,16.0,1,left,MISS K. Middleton driving floating bank Shot,[203114],1610612749.0,MIL,driving floating bank,,,,,,Restricted Area,0-8 Center,3.04,Missed,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,
265,PT02M50.00S,2023-03-05T02:32:11.0Z,2,REGULAR,rebound,defensive,[],1629001,,,1610612755,50,47,2023-03-05T02:32:11Z,2640000,False,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,Melton,D. Melton,264.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
266,PT02M40.00S,2023-03-05T02:32:25.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203114,,,1610612755,50,47,2023-03-05T02:32:38Z,2650000,False,,,0,,K. Middleton personal FOUL (1 PF) (Harden 2 FT),"[203114, 201935]",1610612749.0,MIL,,,,,,,Mid-Range,16-24 Center,,,Middleton,K. Middleton,,,,,,,,,201245.0,1.0,0.0,Harden,201935.0,,,,,,
268,PT02M40.00S,2023-03-05T02:32:58.7Z,2,REGULAR,freethrow,1 of 2,[],201935,,,1610612755,50,48,2023-03-05T02:32:58Z,2670000,False,,,0,,J. Harden Free Throw 1 of 2 (11 PTS),[201935],1610612755.0,PHI,,,,,,,,,,Made,Harden,J. Harden,,,,,11.0,,,,,,,,,,,,,,
269,PT02M40.00S,2023-03-05T02:33:16.1Z,2,REGULAR,freethrow,2 of 2,[],201935,,,1610612755,50,49,2023-03-05T02:33:16Z,2680000,False,,,0,,J. Harden Free Throw 2 of 2 (12 PTS),[201935],1610612755.0,PHI,,,,,,,,,,Made,Harden,J. Harden,,,,,12.0,,,,,,,,,,,,,,
270,PT02M22.00S,2023-03-05T02:33:33.9Z,2,REGULAR,3pt,Jump Shot,[],201950,26.49474375821288,17.401960784313726,1610612749,50,49,2023-03-05T02:33:38Z,2690000,False,163.0,197.0,1,left,MISS J. Holiday 25' step back 3PT,[201950],1610612749.0,MIL,step back,,,,,,Above the Break 3,24+ Right Center,25.54,Missed,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,
271,PT02M19.00S,2023-03-05T02:33:36.9Z,2,REGULAR,rebound,defensive,[],1629001,,,1610612755,50,49,2023-03-05T02:33:38Z,2700000,False,,,0,,D. Melton REBOUND (Off:0 Def:2),[1629001],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,Melton,D. Melton,270.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
272,PT02M15.00S,2023-03-05T02:33:42.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201572,,,1610612755,50,49,2023-03-05T02:33:53Z,2710000,False,,,0,,B. Lopez shooting personal FOUL (2 PF) (Embiid 2 FT),"[201572, 203954]",1610612749.0,MIL,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Lopez,B. Lopez,,,,,,,,,1162.0,2.0,0.0,Embiid,203954.0,,,,,,
274,PT02M15.00S,2023-03-05T02:34:11.6Z,2,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,50,49,2023-03-05T02:34:11Z,2730000,False,,,0,,MISS J. Embiid Free Throw 1 of 2,[203954],1610612755.0,PHI,,,,,,,,,,Missed,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,
275,PT02M15.00S,2023-03-05T02:34:11.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,50,49,2023-03-05T02:34:11Z,2740000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,274.0,,,,,,,,,,,,,,,,,,
276,PT02M15.00S,2023-03-05T02:34:12.7Z,2,REGULAR,substitution,out,[],204060,,,1610612755,50,49,2023-03-05T02:34:22Z,2750000,False,,,0,,SUB out: J. Ingles,[204060],1610612749.0,MIL,,,,,,,,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,
277,PT02M15.00S,2023-03-05T02:34:12.7Z,2,REGULAR,substitution,out,[],201572,,,1610612755,50,49,2023-03-05T02:34:22Z,2760000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,,,,,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,
278,PT02M15.00S,2023-03-05T02:34:12.7Z,2,REGULAR,substitution,in,[],203109,,,1610612755,50,49,2023-03-05T02:34:22Z,2770000,False,,,0,,SUB in: J. Crowder,[203109],1610612749.0,MIL,,,,,,,,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,
279,PT02M15.00S,2023-03-05T02:34:12.7Z,2,REGULAR,substitution,in,[],203507,,,1610612755,50,49,2023-03-05T02:34:22Z,2780000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,,,,,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,
280,PT02M15.00S,2023-03-05T02:34:31.6Z,2,REGULAR,substitution,out,[],1627777,,,1610612755,50,49,2023-03-05T02:34:37Z,2790000,False,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,,,,,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,
281,PT02M15.00S,2023-03-05T02:34:31.6Z,2,REGULAR,substitution,in,[],200782,,,1610612755,50,49,2023-03-05T02:34:37Z,2800000,False,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,,,,,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,
282,PT02M15.00S,2023-03-05T02:34:55.4Z,2,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,50,50,2023-03-05T02:34:55Z,2810000,False,,,0,,J. Embiid Free Throw 2 of 2 (12 PTS),[203954],1610612755.0,PHI,,,,,,,,,,Made,Embiid,J. Embiid,,,,,12.0,,,,,,,,,,,,,,
283,PT01M53.00S,2023-03-05T02:35:18.1Z,2,REGULAR,3pt,Jump Shot,[],1626171,7.30946123521682,94.6078431372549,1610612749,50,50,2023-03-05T02:35:23Z,2820000,False,-223.0,16.0,1,left,MISS B. Portis 3PT,[1626171],1610612749.0,MIL,,,,,,,Left Corner 3,24+ Left,22.36,Missed,Portis,B. Portis,,,,,,,,,,,,,,,,,,,
284,PT01M50.00S,2023-03-05T02:35:21.0Z,2,REGULAR,rebound,offensive,[],203109,,,1610612749,50,50,2023-03-05T02:35:21Z,2830000,False,,,0,,J. Crowder REBOUND (Off:1 Def:0),[203109],1610612749.0,MIL,,,,,,,Left Corner 3,24+ Left,,,Crowder,J. Crowder,283.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
285,PT01M49.00S,2023-03-05T02:35:21.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203109,19.92444152431012,48.529411764705884,1610612749,52,50,2023-03-05T02:35:26Z,2840000,False,7.0,135.0,1,left,J. Crowder 13' turnaround fadeaway Jump Shot (2 PTS),[203109],1610612749.0,MIL,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,13.5,Made,Crowder,J. Crowder,,,,,2.0,,,,,,,,,,,,,,
286,PT01M19.00S,2023-03-05T02:35:52.4Z,2,REGULAR,2pt,Jump Shot,[],203954,76.5604467805519,46.81372549019608,1610612755,52,50,2023-03-05T02:36:02Z,2850000,False,-16.0,168.0,1,right,MISS J. Embiid 16' Jump Shot,[203954],1610612755.0,PHI,,,,,,,Mid-Range,16-24 Center,16.86,Missed,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,
287,PT01M16.00S,2023-03-05T02:35:55.3Z,2,REGULAR,rebound,defensive,[],201950,,,1610612749,52,50,2023-03-05T02:35:55Z,2860000,False,,,0,,J. Holiday REBOUND (Off:0 Def:3),[201950],1610612749.0,MIL,,,,,,,Mid-Range,16-24 Center,,,Holiday,J. Holiday,286.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
288,PT01M13.00S,2023-03-05T02:36:01.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,10.5946123521682,50.98039215686274,1610612749,54,50,2023-03-05T02:36:05Z,2870000,False,-5.0,47.0,1,left,J. Holiday turnaround fadeaway Jump Shot (14 PTS),[201950],1610612749.0,MIL,turnaround fadeaway,,,,,,In The Paint (Non-RA),0-8 Center,4.74,Made,Holiday,J. Holiday,,,,,14.0,,,,,,,,,,,,,,
289,PT01M13.00S,2023-03-05T02:36:04.0Z,2,REGULAR,foul,personal,['1freethrow'],200782,,,1610612749,54,50,2023-03-05T02:36:34Z,2880000,False,,,0,,P. Tucker shooting personal FOUL (2 PF) (Holiday 1 FT),"[200782, 201950]",1610612755.0,PHI,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Tucker,P. Tucker,,,,,,,,,204059.0,2.0,0.0,Holiday,201950.0,,,,,,
291,PT01M13.00S,2023-03-05T02:36:37.9Z,2,REGULAR,freethrow,1 of 1,[],201950,,,1610612749,55,50,2023-03-05T02:36:37Z,2900000,False,,,0,,J. Holiday Free Throw 1 of 1 (15 PTS),[201950],1610612749.0,MIL,,,,,,,,,,Made,Holiday,J. Holiday,,,,,15.0,,,,,,,,,,,,,,
292,PT00M55.50S,2023-03-05T02:37:04.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,91.40932982917214,48.77450980392157,1610612755,55,52,2023-03-05T02:37:10Z,2910000,False,-6.0,28.0,1,right,J. Harden driving floating bank Jump Shot (14 PTS),[201935],1610612755.0,PHI,driving floating bank,,,,,,Restricted Area,0-8 Center,2.89,Made,Harden,J. Harden,,,,,14.0,,,,,,,,,,,,,,
293,PT00M55.50S,2023-03-05T02:37:07.7Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626171,,,1610612755,55,52,2023-03-05T02:37:17Z,2920000,False,,,0,,B. Portis shooting personal FOUL (1 PF) (Harden 1 FT),"[1626171, 201935]",1610612749.0,MIL,shooting,,,,,,Restricted Area,0-8 Center,,,Portis,B. Portis,,,,,,,,,204059.0,1.0,0.0,Harden,201935.0,,,,,,
295,PT00M55.50S,2023-03-05T02:37:29.8Z,2,REGULAR,freethrow,1 of 1,[],201935,,,1610612755,55,53,2023-03-05T02:37:29Z,2940000,False,,,0,,J. Harden Free Throw 1 of 1 (15 PTS),[201935],1610612755.0,PHI,,,,,,,,,,Made,Harden,J. Harden,,,,,15.0,,,,,,,,,,,,,,
296,PT00M43.80S,2023-03-05T02:37:42.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203114,13.222733245729303,47.30392156862745,1610612749,57,53,2023-03-05T02:37:47Z,2950000,False,13.0,72.0,1,left,K. Middleton 7' driving Hook (4 PTS) (J. Holiday 7 AST),"[203114, 201950]",1610612749.0,MIL,driving,,,,,,In The Paint (Non-RA),0-8 Center,7.31,Made,Middleton,K. Middleton,,,,,4.0,J. Holiday,201950.0,7.0,,,,,,,,,,,
299,PT00M30.00S,2023-03-05T02:38:16.9Z,2,REGULAR,substitution,out,[],1626171,,,1610612755,57,53,2023-03-05T02:38:24Z,2980000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,,,,,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,
300,PT00M30.00S,2023-03-05T02:38:16.9Z,2,REGULAR,substitution,in,[],1628975,,,1610612755,57,53,2023-03-05T02:38:24Z,2990000,False,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,,,,,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,
301,PT00M22.00S,2023-03-05T02:38:37.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,88.38699080157687,49.50980392156863,1610612755,57,53,2023-03-05T02:40:31Z,3000000,False,-2.0,57.0,1,right,MISS J. Harden driving Layup - blocked,"[201935, 203109]",1610612755.0,PHI,driving,,,,,,In The Paint (Non-RA),0-8 Center,5.68,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,,Crowder,203109.0
302,PT00M22.00S,2023-03-05T02:38:37.9Z,2,REGULAR,block,,[],203109,,,1610612755,57,53,2023-03-05T02:38:41Z,3010000,False,,,0,,J. Crowder BLOCK (1 BLK),[203109],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),0-8 Center,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,
303,PT00M21.50S,2023-03-05T02:38:38.4Z,2,REGULAR,rebound,offensive,[],201935,,,1610612755,57,53,2023-03-05T02:40:31Z,3020000,False,,,0,,J. Harden REBOUND (Off:4 Def:2),[201935],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,Harden,J. Harden,301.0,6.0,2.0,4.0,,,,,,,,,,,,,,,
304,PT00M20.00S,2023-03-05T02:38:44.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201935,91.27792378449409,54.41176470588235,1610612755,57,53,2023-03-05T02:41:02Z,3030000,False,22.0,29.0,1,right,MISS J. Harden putback Layup,[201935],1610612755.0,PHI,putback,,,,,,Restricted Area,0-8 Center,3.69,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,,,
305,PT00M18.50S,2023-03-05T02:38:45.7Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,57,53,2023-03-05T02:41:02Z,3040000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:6),[203507],1610612749.0,MIL,,,,,,,Restricted Area,0-8 Center,,,Antetokounmpo,G. Antetokounmpo,304.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
306,PT00M02.90S,2023-03-05T02:38:55.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,7.046649145860711,53.18627450980392,1610612749,59,53,2023-03-05T02:38:59Z,3050000,False,-16.0,14.0,1,left,G. Antetokounmpo driving finger roll Layup (13 PTS),[203507],1610612749.0,MIL,driving finger roll,,,,,,Restricted Area,0-8 Center,2.1,Made,Antetokounmpo,G. Antetokounmpo,,,,,13.0,,,,,,,,,,,,,,
307,PT00M00.00S,2023-03-05T02:39:42.1Z,2,REGULAR,period,end,[],0,,,1610612755,59,53,2023-03-05T02:39:42Z,3060000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT12M00.00S,2023-03-05T02:53:51.3Z,3,REGULAR,substitution,out,['startperiod'],203114,,,1610612755,59,53,2023-03-05T02:54:31Z,3070000,False,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,,,,,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,
309,PT12M00.00S,2023-03-05T02:53:51.3Z,3,REGULAR,substitution,out,['startperiod'],203109,,,1610612755,59,53,2023-03-05T02:54:31Z,3080000,False,,,0,,SUB out: J. Crowder,[203109],1610612749.0,MIL,,,,,,,,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,
310,PT12M00.00S,2023-03-05T02:53:51.3Z,3,REGULAR,substitution,out,['startperiod'],1628975,,,1610612755,59,53,2023-03-05T02:54:31Z,3090000,False,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,,,,,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,
311,PT12M00.00S,2023-03-05T02:53:51.3Z,3,REGULAR,substitution,in,['startperiod'],1628960,,,1610612755,59,53,2023-03-05T02:54:31Z,3100000,False,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,,,,,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2023-03-05T02:53:51.3Z,3,REGULAR,substitution,in,['startperiod'],1626192,,,1610612755,59,53,2023-03-05T02:54:31Z,3110000,False,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,,,,,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,
313,PT12M00.00S,2023-03-05T02:53:51.3Z,3,REGULAR,substitution,in,['startperiod'],201572,,,1610612755,59,53,2023-03-05T02:54:31Z,3120000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,,,,,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2023-03-05T02:54:36.1Z,3,REGULAR,period,start,[],0,,,1610612749,59,53,2023-03-05T02:54:36Z,3130000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT11M39.00S,2023-03-05T02:54:55.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201572,90.09526938239159,50.49019607843137,1610612749,61,53,2023-03-05T02:55:02Z,3140000,False,2.0,41.0,1,right,B. Lopez driving floating Jump Shot (15 PTS) (G. Allen 2 AST),"[201572, 1628960]",1610612749.0,MIL,driving floating,,,,,,Restricted Area,0-8 Center,4.07,Made,Lopez,B. Lopez,,,,,15.0,G. Allen,1628960.0,2.0,,,,,,,,,,,
316,PT11M12.00S,2023-03-05T02:55:22.6Z,3,REGULAR,3pt,Jump Shot,[],201935,18.396846254927727,3.4543504901960786,1610612755,61,56,2023-03-05T02:55:33Z,3150000,False,233.0,120.0,1,left,J. Harden 26' 3PT  (18 PTS) (P. Tucker 1 AST),"[201935, 200782]",1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,26.2,Made,Harden,J. Harden,,,,,18.0,P. Tucker,200782.0,1.0,,,,,,,,,,,
318,PT10M59.00S,2023-03-05T02:55:36.1Z,3,REGULAR,3pt,Jump Shot,[],1628960,73.80091984231275,13.23529411764706,1610612749,64,56,2023-03-05T02:55:40Z,3170000,False,-184.0,194.0,1,right,G. Allen 26' 3PT  (3 PTS) (J. Holiday 8 AST),"[1628960, 201950]",1610612749.0,MIL,,,,,,,Above the Break 3,24+ Left Center,26.71,Made,Allen,G. Allen,,,,,3.0,J. Holiday,201950.0,8.0,,,,,,,,,,,
321,PT10M41.00S,2023-03-05T02:55:54.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,18.610381077529567,42.40196078431372,1610612755,64,56,2023-03-05T02:58:20Z,3190000,False,38.0,122.0,1,left,MISS J. Embiid 12' turnaround fadeaway Shot,[203954],1610612755.0,PHI,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,12.82,Missed,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,
322,PT10M37.00S,2023-03-05T02:55:58.4Z,3,REGULAR,rebound,defensive,[],1628960,,,1610612749,64,56,2023-03-05T02:55:59Z,3200000,False,,,0,,G. Allen REBOUND (Off:0 Def:2),[1628960],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),8-16 Center,,,Allen,G. Allen,321.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
323,PT10M36.00S,2023-03-05T02:56:02.0Z,3,REGULAR,foul,personal,['2freethrow'],200782,,,1610612749,64,56,2023-03-05T02:56:15Z,3210000,False,,,0,,P. Tucker shooting personal FOUL (3 PF) (Antetokounmpo 2 FT),"[200782, 203507]",1610612755.0,PHI,shooting,,,,,,Restricted Area,0-8 Center,,,Tucker,P. Tucker,,,,,,,,,204059.0,3.0,0.0,Antetokounmpo,203507.0,,,,,,
325,PT10M36.00S,2023-03-05T02:56:39.0Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],203507,,,1610612749,65,56,2023-03-05T02:57:01Z,3230000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (14 PTS),[203507],1610612749.0,MIL,,,,,,,,,,Made,Antetokounmpo,G. Antetokounmpo,,,,,14.0,,,,,,,,,,,,,,
326,PT10M36.00S,2023-03-05T02:56:39.0Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],203507,,,1610612749,65,56,2023-03-05T02:57:01Z,3240000,False,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,,,,,,,Missed,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,
327,PT10M33.00S,2023-03-05T02:56:42.0Z,3,REGULAR,rebound,defensive,[],201935,,,1610612755,65,56,2023-03-05T02:57:01Z,3250000,False,,,0,,J. Harden REBOUND (Off:4 Def:3),[201935],1610612755.0,PHI,,,,,,,,,,,Harden,J. Harden,326.0,7.0,3.0,4.0,,,,,,,,,,,,,,,
330,PT10M20.00S,2023-03-05T02:57:35.4Z,3,REGULAR,foul,technical,['1freethrow'],203507,,,1610612755,65,56,2023-03-05T02:57:48Z,3280000,False,,,0,,G. Antetokounmpo defensive-3-second technical FOUL (1 Tech),[203507],1610612749.0,MIL,defensive-3-second,,,,,,,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,204059.0,1.0,1.0,,,,,,,,
331,PT10M20.00S,2023-03-05T02:57:49.8Z,3,REGULAR,freethrow,1 of 1,[],201935,,,1610612755,65,57,2023-03-05T02:57:49Z,3290000,False,,,0,,J. Harden technical Free Throw 1 of 1 (19 PTS),[201935],1610612755.0,PHI,technical,,,,,,,,,Made,Harden,J. Harden,,,,,19.0,,,,,,,,,,,,,,
332,PT10M06.00S,2023-03-05T02:58:05.7Z,3,REGULAR,2pt,Jump Shot,[],1630178,23.209592641261498,30.392156862745097,1610612755,65,59,2023-03-05T02:58:11Z,3300000,False,98.0,166.0,1,left,T. Maxey 19' fadeaway Jump Shot (14 PTS) (J. Embiid 5 AST),"[1630178, 203954]",1610612755.0,PHI,fadeaway,,,,,,Mid-Range,16-24 Right Center,19.25,Made,Maxey,T. Maxey,,,,,14.0,J. Embiid,203954.0,5.0,,,,,,,,,,,
334,PT09M45.00S,2023-03-05T02:58:26.7Z,3,REGULAR,3pt,Jump Shot,[],203507,78.79434954007884,7.107843137254902,1610612749,65,59,2023-03-05T02:58:32Z,3320000,False,-214.0,147.0,1,right,MISS G. Antetokounmpo 25' 3PT,[203507],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Left Center,25.99,Missed,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,
335,PT09M43.00S,2023-03-05T02:58:29.8Z,3,REGULAR,rebound,offensive,[],201572,,,1610612749,65,59,2023-03-05T02:58:29Z,3330000,False,,,0,,B. Lopez REBOUND (Off:1 Def:1),[201572],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Left Center,,,Lopez,B. Lopez,334.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
336,PT09M35.00S,2023-03-05T02:58:37.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626192,92.72339027595268,52.450980392156865,1610612749,65,59,2023-03-05T02:58:42Z,3340000,False,12.0,16.0,1,right,MISS P. Connaughton driving reverse Layup,[1626192],1610612749.0,MIL,driving reverse,,,,,,Restricted Area,0-8 Center,2.01,Missed,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,
337,PT09M33.00S,2023-03-05T02:58:39.3Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,65,59,2023-03-05T02:58:42Z,3350000,False,,,0,,J. Embiid REBOUND (Off:0 Def:4),[203954],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,Embiid,J. Embiid,336.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
338,PT09M25.00S,2023-03-05T02:58:46.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630178,7.835085413929041,3.6764705882352944,1610612755,65,62,2023-03-05T02:58:53Z,3360000,False,232.0,21.0,1,left,T. Maxey 3PT running (17 PTS) (J. Embiid 6 AST),"[1630178, 203954]",1610612755.0,PHI,running,,,,,,Right Corner 3,24+ Right,23.26,Made,Maxey,T. Maxey,,,,,17.0,J. Embiid,203954.0,6.0,,,,,,,,,,,
