actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
28,PT10M14.00S,2022-10-29T00:15:38.3Z,1,REGULAR,3pt,Jump Shot,[],1628975,22.158344283837057,7.352941176470589,1610612749,8,0,2022-10-29T00:15:43Z,280000,213.0,156.0,1,left,J. Carter 26' 3PT  (3 PTS) (G. Allen 1 AST),"[1628975, 1628960]",1610612749.0,MIL,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Right Center,26.41,Made,3.0,G. Allen,1628960.0,1.0,,,,,,,,,,,,,,
30,PT10M00.00S,2022-10-29T00:15:59.8Z,1,REGULAR,foul,technical,['1freethrow'],201572,,,1610612752,8,0,2022-10-29T00:16:18Z,300000,,,0,,B. Lopez defensive-3-second technical FOUL (1 Tech),[201572],1610612749.0,MIL,defensive-3-second,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,204059.0,0.0,1.0,,,,,,,,
31,PT10M00.00S,2022-10-29T00:16:19.6Z,1,REGULAR,freethrow,1 of 1,[],1628973,,,1610612752,8,1,2022-10-29T00:16:19Z,310000,,,0,,J. Brunson technical Free Throw 1 of 1 (1 PTS),[1628973],1610612752.0,NYK,technical,,,Brunson,J. Brunson,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
32,PT09M57.00S,2022-10-29T00:16:36.9Z,1,REGULAR,foul,personal,[],201950,,,1610612752,8,1,2022-10-29T00:16:47Z,320000,,,0,,J. Holiday personal FOUL (1 PF),"[201950, 1629628]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,,,204059.0,1.0,0.0,Barrett,1629628.0,,,,,,
34,PT09M49.00S,2022-10-29T00:16:58.7Z,1,REGULAR,2pt,Jump Shot,[],1628973,71.96123521681997,37.5,1610612752,8,1,2022-10-29T00:21:15Z,340000,-62.0,211.0,1,right,MISS J. Brunson 22' Jump Shot - blocked,"[1628973, 1628975]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Center,22.02,Missed,,,,,,,,,,,,,,,,,Carter,1628975.0
35,PT09M49.00S,2022-10-29T00:16:58.7Z,1,REGULAR,block,,[],1628975,,,1610612752,8,1,2022-10-29T00:17:02Z,350000,,,0,,J. Carter BLOCK (1 BLK),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
36,PT09M47.00S,2022-10-29T00:17:00.7Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,8,1,2022-10-29T00:21:15Z,360000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,34.0,2.0,2.0,0.0,,
67,PT09M45.00S,2022-10-29T00:17:02.4Z,1,REGULAR,turnover,lost ball,[],203507,,,1610612749,8,1,2022-10-29T00:22:27Z,365000,,,0,,G. Antetokounmpo lost ball TURNOVER (1 TO),"[203507, 203944]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Left Center,,,,,,,1.0,Randle,203944.0,,,,,,,,,,,
68,PT09M45.00S,2022-10-29T00:17:02.4Z,1,REGULAR,steal,,[],203944,,,1610612752,8,1,2022-10-29T00:22:11Z,367500,,,0,,J. Randle STEAL (1 STL),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
37,PT09M44.00S,2022-10-29T00:17:06.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203944,91.27792378449409,46.07843137254902,1610612752,8,1,2022-10-29T00:21:54Z,370000,-20.0,29.0,1,right,MISS J. Randle Jump Shot - blocked,"[203944, 203507]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,3.54,Missed,,,,,,,,,,,,,,,,,Antetokounmpo,203507.0
38,PT09M44.00S,2022-10-29T00:17:06.1Z,1,REGULAR,block,,[],203507,,,1610612752,8,1,2022-10-29T00:17:08Z,380000,,,0,,G. Antetokounmpo BLOCK (1 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
39,PT09M44.00S,2022-10-29T00:17:06.1Z,1,REGULAR,rebound,defensive,[],201950,,,1610612749,8,1,2022-10-29T00:17:11Z,390000,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,37.0,1.0,1.0,0.0,,
40,PT09M40.00S,2022-10-29T00:17:14.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201572,34.247700394218136,57.84313725490197,1610612749,8,1,2022-10-29T00:17:20Z,400000,-39.0,269.0,1,left,MISS B. Lopez 27' running 3PT,[201572],1610612749.0,MIL,running,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,27.22,Missed,,,,,,,,,,,,,,,,,,
41,PT09M37.00S,2022-10-29T00:17:17.0Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,8,1,2022-10-29T00:17:17Z,410000,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,40.0,1.0,1.0,0.0,,
42,PT09M26.00S,2022-10-29T00:17:27.6Z,1,REGULAR,2pt,Jump Shot,[],203944,74.58935611038108,51.470588235294116,1610612752,8,1,2022-10-29T00:19:16Z,420000,7.0,186.0,1,right,MISS J. Randle 18' step back Shot,[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,Mid-Range,16-24 Center,18.65,Missed,,,,,,,,,,,,,,,,,,
43,PT09M24.00S,2022-10-29T00:17:29.6Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,8,1,2022-10-29T00:17:35Z,430000,,,0,,M. Robinson REBOUND (Off:1 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,42.0,1.0,0.0,1.0,,
44,PT09M22.00S,2022-10-29T00:17:31.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629011,92.9862023653088,50.73529411764706,1610612752,8,1,2022-10-29T00:17:43Z,440000,4.0,13.0,1,right,MISS M. Robinson putback Layup,[1629011],1610612752.0,NYK,putback,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,1.39,Missed,,,,,,,,,,,,,,,,,,
45,PT09M21.00S,2022-10-29T00:17:33.6Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,8,1,2022-10-29T00:17:33Z,450000,,,0,,M. Robinson REBOUND (Off:2 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,44.0,2.0,0.0,2.0,,
46,PT09M17.00S,2022-10-29T00:17:36.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203095,80.89684625492772,5.88235294117647,1610612752,8,4,2022-10-29T00:17:47Z,460000,-221.0,127.0,1,right,E. Fournier 25' 3PT  (3 PTS) (M. Robinson 1 AST),"[203095, 1629011]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,Above the Break 3,24+ Left Center,25.46,Made,3.0,M. Robinson,1629011.0,1.0,,,,,,,,,,,,,,
48,PT09M04.00S,2022-10-29T00:17:50.2Z,1,REGULAR,3pt,Jump Shot,[],201572,35.955978975032856,37.99019607843137,1610612749,8,4,2022-10-29T00:17:57Z,480000,60.0,285.0,1,left,MISS B. Lopez 29' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,29.17,Missed,,,,,,,,,,,,,,,,,,
49,PT09M02.00S,2022-10-29T00:17:52.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,8,4,2022-10-29T00:17:57Z,490000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,48.0,,,,,
51,PT08M42.00S,2022-10-29T00:18:19.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,90.88370565045992,65.68627450980392,1610612752,8,6,2022-10-29T00:18:28Z,510000,78.0,33.0,1,right,J. Brunson 8' Layup (3 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Right,8.51,Made,3.0,,,,,,,,,,,,,,,,,
52,PT08M33.00S,2022-10-29T00:18:28.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,6.652431011826544,52.94117647058824,1610612749,10,6,2022-10-29T00:18:33Z,520000,-15.0,10.0,1,left,G. Antetokounmpo alley-oop DUNK (7 PTS) (J. Holiday 1 AST),"[203507, 201950]",1610612749.0,MIL,alley-oop,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.78,Made,7.0,J. Holiday,201950.0,1.0,,,,,,,,,,,,,,
54,PT08M22.00S,2022-10-29T00:18:40.7Z,1,REGULAR,3pt,Jump Shot,[],203944,71.69842312746385,17.15686274509804,1610612752,10,6,2022-10-29T00:18:49Z,540000,-164.0,214.0,1,right,MISS J. Randle 26' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,26.93,Missed,,,,,,,,,,,,,,,,,,
55,PT08M20.00S,2022-10-29T00:18:42.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,10,6,2022-10-29T00:18:49Z,550000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,54.0,,,,,
57,PT08M15.00S,2022-10-29T00:19:01.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203944,67.62483574244416,71.56862745098039,1610612752,10,6,2022-10-29T00:19:07Z,570000,108.0,252.0,1,right,MISS J. Randle 27' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,27.39,Missed,,,,,,,,,,,,,,,,,,
58,PT08M12.00S,2022-10-29T00:19:04.5Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,10,6,2022-10-29T00:19:07Z,580000,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,57.0,1.0,1.0,0.0,,
59,PT07M58.00S,2022-10-29T00:19:18.6Z,1,REGULAR,3pt,Jump Shot,[],1628975,30.042706964520367,73.52941176470588,1610612749,10,6,2022-10-29T00:19:27Z,590000,-118.0,230.0,1,left,MISS J. Carter 25' 3PT,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Left Center,25.82,Missed,,,,,,,,,,,,,,,,,,
60,PT07M56.00S,2022-10-29T00:19:20.6Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,10,6,2022-10-29T00:19:27Z,600000,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,59.0,2.0,2.0,0.0,,
62,PT07M42.00S,2022-10-29T00:19:51.0Z,1,REGULAR,turnover,lost ball,[],203944,,,1610612752,10,6,2022-10-29T00:19:58Z,620000,,,0,,J. Randle lost ball TURNOVER (1 TO),"[203944, 203507]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Antetokounmpo,203507.0,,,,,,,,,,,
63,PT07M42.00S,2022-10-29T00:19:51.0Z,1,REGULAR,steal,,[],203507,,,1610612749,10,6,2022-10-29T00:19:53Z,630000,,,0,,G. Antetokounmpo STEAL (1 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
64,PT07M36.00S,2022-10-29T00:19:55.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628975,7.5722733245729295,52.450980392156865,1610612749,12,6,2022-10-29T00:20:07Z,640000,-12.0,19.0,1,left,J. Carter running finger roll Layup (5 PTS) (G. Antetokounmpo 1 AST),"[1628975, 203507]",1610612749.0,MIL,running finger roll,,,Carter,J. Carter,,,,,Restricted Area,0-8 Center,2.24,Made,5.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,,,,,,,
66,PT07M30.00S,2022-10-29T00:20:06.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,12,6,2022-10-29T00:20:06Z,660000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT07M30.00S,2022-10-29T00:22:32.8Z,1,REGULAR,substitution,out,[],201950,,,1610612752,12,6,2022-10-29T00:23:00Z,670000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT07M30.00S,2022-10-29T00:22:32.8Z,1,REGULAR,substitution,in,[],1626171,,,1610612752,12,6,2022-10-29T00:23:00Z,680000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT07M24.00S,2022-10-29T00:23:04.6Z,1,REGULAR,2pt,Jump Shot,[],203095,92.85479632063075,75.49019607843137,1610612752,12,6,2022-10-29T00:23:09Z,690000,127.0,15.0,1,right,MISS E. Fournier 12' driving floating Shot,[203095],1610612752.0,NYK,driving floating,,,Fournier,E. Fournier,,,,,Mid-Range,8-16 Right,12.83,Missed,,,,,,,,,,,,,,,,,,
72,PT07M21.00S,2022-10-29T00:23:07.6Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,12,6,2022-10-29T00:23:09Z,700000,,,0,,B. Lopez REBOUND (Off:0 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,71.0,2.0,2.0,0.0,,
73,PT07M17.00S,2022-10-29T00:23:12.3Z,1,REGULAR,3pt,Jump Shot,[],1628975,5.732588699080158,97.54901960784314,1610612749,12,6,2022-10-29T00:23:20Z,710000,-238.0,1.0,1,left,MISS J. Carter 3PT,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,Left Corner 3,24+ Left,23.77,Missed,,,,,,,,,,,,,,,,,,
74,PT07M13.00S,2022-10-29T00:23:16.3Z,1,REGULAR,rebound,defensive,[],203095,,,1610612752,12,6,2022-10-29T00:23:20Z,720000,,,0,,E. Fournier REBOUND (Off:0 Def:1),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,73.0,1.0,1.0,0.0,,
75,PT07M08.00S,2022-10-29T00:23:19.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,94.43166885676742,52.94117647058824,1610612752,12,8,2022-10-29T00:23:26Z,730000,15.0,0.0,1,right,R. Barrett running Layup (2 PTS),[1629628],1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.47,Made,2.0,,,,,,,,,,,,,,,,,
76,PT06M54.00S,2022-10-29T00:23:35.0Z,1,REGULAR,2pt,Jump Shot,[],203507,21.76412614980289,48.77450980392157,1610612749,12,8,2022-10-29T00:23:41Z,740000,6.0,152.0,1,left,MISS G. Antetokounmpo 15' pullup Shot,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Center,15.22,Missed,,,,,,,,,,,,,,,,,,
77,PT06M51.00S,2022-10-29T00:23:38.0Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,12,8,2022-10-29T00:23:41Z,750000,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,76.0,3.0,3.0,0.0,,
78,PT06M41.00S,2022-10-29T00:23:47.8Z,1,REGULAR,3pt,Jump Shot,[],1629628,66.70499342969777,53.431372549019606,1610612752,12,8,2022-10-29T00:23:59Z,760000,17.0,260.0,1,right,MISS R. Barrett 26' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,26.11,Missed,,,,,,,,,,,,,,,,,,
79,PT06M38.00S,2022-10-29T00:23:50.8Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,12,8,2022-10-29T00:23:59Z,770000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,78.0,3.0,3.0,0.0,,
80,PT06M33.00S,2022-10-29T00:23:56.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628975,31.35676741130092,68.87254901960785,1610612749,12,8,2022-10-29T00:24:03Z,780000,-94.0,242.0,1,left,MISS J. Carter 26' running 3PT,[1628975],1610612749.0,MIL,running,,,Carter,J. Carter,,,,,Above the Break 3,24+ Left Center,26.0,Missed,,,,,,,,,,,,,,,,,,
81,PT06M29.00S,2022-10-29T00:23:59.1Z,1,REGULAR,rebound,defensive,[],203095,,,1610612752,12,8,2022-10-29T00:23:59Z,790000,,,0,,E. Fournier REBOUND (Off:0 Def:2),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,80.0,2.0,2.0,0.0,,
82,PT06M23.00S,2022-10-29T00:24:05.3Z,1,REGULAR,3pt,Jump Shot,[],203095,77.4802890932983,6.372549019607843,1610612752,12,11,2022-10-29T00:24:12Z,800000,-218.0,159.0,1,right,E. Fournier 27' 3PT  (6 PTS) (J. Brunson 1 AST),"[203095, 1628973]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,Above the Break 3,24+ Left Center,27.0,Made,6.0,J. Brunson,1628973.0,1.0,,,,,,,,,,,,,,
