actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
17,PT10M56.00S,2022-11-01T00:12:00.8Z,1,REGULAR,rebound,defensive,[],201950,,,1610612749,2,0,2022-11-01T00:12:03Z,160000,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612749.0,MIL,,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,
18,PT10M52.00S,2022-11-01T00:12:07.5Z,1,REGULAR,foul,personal,['2freethrow'],1631093,,,1610612749,2,0,2022-11-01T00:12:18Z,170000,,,0,,J. Ivey shooting personal FOUL (1 PF) (Allen 2 FT),"[1631093, 1628960]",1610612765.0,DET,202037.0,shooting,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,,,,1.0,0.0,Allen,1628960.0,,,,,,,,,,,,
20,PT10M52.00S,2022-11-01T00:12:34.6Z,1,REGULAR,freethrow,1 of 2,[],1628960,,,1610612749,3,0,2022-11-01T00:12:34Z,190000,,,0,,G. Allen Free Throw 1 of 2 (1 PTS),[1628960],1610612749.0,MIL,,,,,Allen,G. Allen,,,,,,,,,,,,,,,Made,1.0,,,,,,,,,
21,PT10M52.00S,2022-11-01T00:12:48.0Z,1,REGULAR,freethrow,2 of 2,[],1628960,,,1610612749,4,0,2022-11-01T00:12:48Z,200000,,,0,,G. Allen Free Throw 2 of 2 (2 PTS),[1628960],1610612749.0,MIL,,,,,Allen,G. Allen,,,,,,,,,,,,,,,Made,2.0,,,,,,,,,
22,PT10M38.00S,2022-11-01T00:13:02.6Z,1,REGULAR,2pt,Jump Shot,[],1630595,75.50919842312747,60.049019607843135,1610612765,4,2,2022-11-01T00:13:10Z,210000,50.0,178.0,1,right,C. Cunningham 18' pullup Jump Shot (2 PTS),[1630595],1610612765.0,DET,,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Center,,,,,,,,18.47,Made,2.0,,,,,,,,,
23,PT10M27.00S,2022-11-01T00:13:16.3Z,1,REGULAR,3pt,Jump Shot,[],201950,34.641918528252305,41.911764705882355,1610612749,4,2,2022-11-01T00:13:22Z,220000,40.0,273.0,1,left,MISS J. Holiday 27' 3PT,[201950],1610612749.0,MIL,,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,,,,,,,,27.61,Missed,,,,,,,,,,
24,PT10M24.00S,2022-11-01T00:13:19.3Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,4,2,2022-11-01T00:13:22Z,230000,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Center,,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,
25,PT10M14.00S,2022-11-01T00:13:29.0Z,1,REGULAR,3pt,Jump Shot,[],1630180,76.95466491458606,9.313725490196079,1610612765,4,2,2022-11-01T00:13:34Z,240000,-203.0,164.0,1,right,MISS S. Bey 26' pullup 3PT,[1630180],1610612765.0,DET,,pullup,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,,,,,,26.13,Missed,,,,,,,,,,
26,PT10M11.00S,2022-11-01T00:13:32.0Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612749,4,2,2022-11-01T00:13:34Z,250000,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612749.0,MIL,,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,25.0,1.0,1.0,0.0,,,,,
27,PT10M08.00S,2022-11-01T00:13:36.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.783837056504599,49.01960784313725,1610612749,6,2,2022-11-01T00:13:46Z,260000,5.0,11.0,1,left,G. Antetokounmpo cutting Layup (2 PTS) (G. Allen 1 AST),"[203507, 1628960]",1610612749.0,MIL,,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,1.23,Made,2.0,,,,,G. Allen,1628960.0,1.0,,
29,PT09M53.00S,2022-11-01T00:13:50.0Z,1,REGULAR,3pt,Jump Shot,[],1630180,71.43561103810775,18.872549019607842,1610612765,6,2,2022-11-01T00:13:55Z,280000,-156.0,216.0,1,right,MISS S. Bey 26' pullup 3PT,[1630180],1610612765.0,DET,,pullup,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,,,,,,26.62,Missed,,,,,,,,,,
30,PT09M50.00S,2022-11-01T00:13:53.0Z,1,REGULAR,rebound,defensive,[],1628975,,,1610612749,6,2,2022-11-01T00:13:55Z,290000,,,0,,J. Carter REBOUND (Off:0 Def:1),[1628975],1610612749.0,MIL,,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,29.0,1.0,1.0,0.0,,,,,
31,PT09M40.00S,2022-11-01T00:14:03.0Z,1,REGULAR,3pt,Jump Shot,[],1628960,12.302890932982917,0.49019607843137253,1610612749,6,2,2022-11-01T00:14:10Z,300000,248.0,63.0,1,left,MISS G. Allen 25' 3PT,[1628960],1610612749.0,MIL,,,,,Allen,G. Allen,,,,,Right Corner 3,24+ Right,,,,,,,,25.54,Missed,,,,,,,,,,
32,PT09M38.00S,2022-11-01T00:14:05.0Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,6,2,2022-11-01T00:17:22Z,310000,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,,Cunningham,C. Cunningham,,,,,Right Corner 3,24+ Right,,,,,,,,,,,31.0,1.0,1.0,0.0,,,,,
33,PT09M33.00S,2022-11-01T00:14:10.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202711,88.12417871222075,3.9215686274509802,1610612765,6,2,2022-11-01T00:17:37Z,320000,-230.0,59.0,1,right,MISS B. Bogdanovic running 3PT,[202711],1610612765.0,DET,,running,,,Bogdanovic,B. Bogdanovic,,,,,Left Corner 3,24+ Left,,,,,,,,23.79,Missed,,,,,,,,,,
34,PT09M27.00S,2022-11-01T00:14:16.4Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612749,6,2,2022-11-01T00:14:16Z,330000,,,0,,G. Allen REBOUND (Off:0 Def:2),[1628960],1610612749.0,MIL,,,,,Allen,G. Allen,,,,,Left Corner 3,24+ Left,,,,,,,,,,,33.0,2.0,2.0,0.0,,,,,
35,PT09M21.00S,2022-11-01T00:14:23.0Z,1,REGULAR,3pt,Jump Shot,[],203507,32.14520367936925,61.76470588235294,1610612749,6,2,2022-11-01T00:14:28Z,340000,-59.0,250.0,1,left,MISS G. Antetokounmpo 25' 3PT,[203507],1610612749.0,MIL,,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,,,,,,25.65,Missed,,,,,,,,,,
36,PT09M17.00S,2022-11-01T00:14:27.0Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,6,2,2022-11-01T00:14:28Z,350000,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,,,,,,,,,,,35.0,2.0,2.0,0.0,,,,,
37,PT09M07.00S,2022-11-01T00:14:36.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,93.51182654402102,57.59803921568627,1610612765,6,4,2022-11-01T00:14:44Z,360000,38.0,8.0,1,right,C. Cunningham driving Layup (4 PTS),[1630595],1610612765.0,DET,,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,,,3.89,Made,4.0,,,,,,,,,
38,PT08M53.00S,2022-11-01T00:14:50.3Z,1,REGULAR,3pt,Jump Shot,[],201950,30.436925098554536,18.872549019607842,1610612749,9,4,2022-11-01T00:14:56Z,370000,156.0,234.0,1,left,J. Holiday 28' 3PT step back (5 PTS),[201950],1610612749.0,MIL,,step back,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,,,,28.07,Made,5.0,,,,,,,,,
39,PT08M34.00S,2022-11-01T00:15:08.5Z,1,REGULAR,2pt,Jump Shot,[],1630595,75.24638633377135,60.29411764705882,1610612765,9,4,2022-11-01T00:15:21Z,380000,51.0,180.0,1,right,MISS C. Cunningham 18' pullup bank Shot,[1630595],1610612765.0,DET,,pullup bank,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Center,,,,,,,,18.74,Missed,,,,,,,,,,
40,PT08M30.00S,2022-11-01T00:15:12.6Z,1,REGULAR,rebound,defensive,[],201950,,,1610612749,9,4,2022-11-01T00:15:12Z,390000,,,0,,J. Holiday REBOUND (Off:0 Def:2),[201950],1610612749.0,MIL,,,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Center,,,,,,,,,,,39.0,2.0,2.0,0.0,,,,,
41,PT08M25.00S,2022-11-01T00:15:18.1Z,1,REGULAR,3pt,Jump Shot,[],201572,33.722076215505915,60.78431372549019,1610612749,9,4,2022-11-01T00:15:33Z,400000,-54.0,264.0,1,left,MISS B. Lopez 26' 3PT,[201572],1610612749.0,MIL,,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,,,,,,,,26.99,Missed,,,,,,,,,,
42,PT08M25.00S,2022-11-01T00:15:18.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,9,4,2022-11-01T00:15:33Z,410000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,41.0,,,,,,,,
44,PT08M07.00S,2022-11-01T00:15:46.4Z,1,REGULAR,turnover,bad pass,[],1631093,,,1610612765,9,4,2022-11-01T00:15:54Z,430000,,,0,,J. Ivey bad pass TURNOVER (1 TO),"[1631093, 1628960]",1610612765.0,DET,,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,1.0,Allen,1628960.0,,,,,,,,,,,,,,,,
45,PT08M07.00S,2022-11-01T00:15:46.4Z,1,REGULAR,steal,,[],1628960,,,1610612749,9,4,2022-11-01T00:15:49Z,440000,,,0,,G. Allen STEAL (1 STL),[1628960],1610612749.0,MIL,,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
46,PT08M02.00S,2022-11-01T00:15:51.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628960,6.521024967148489,49.26470588235294,1610612749,11,4,2022-11-01T00:16:00Z,450000,4.0,9.0,1,left,G. Allen running Layup (4 PTS),[1628960],1610612749.0,MIL,,running,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,0.95,Made,4.0,,,,,,,,,
47,PT07M55.00S,2022-11-01T00:16:03.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,11,4,2022-11-01T00:16:03Z,460000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M48.00S,2022-11-01T00:19:08.4Z,1,REGULAR,foul,personal,['2freethrow'],1628960,,,1610612765,11,4,2022-11-01T00:19:16Z,470000,,,0,,G. Allen shooting personal FOUL (1 PF) (Bogdanovic 2 FT),"[1628960, 202711]",1610612749.0,MIL,203592.0,shooting,,,Allen,G. Allen,,,,,Mid-Range,8-16 Left,,,,1.0,0.0,Bogdanovic,202711.0,,,,,,,,,,,,
50,PT07M48.00S,2022-11-01T00:19:31.9Z,1,REGULAR,freethrow,1 of 2,[],202711,,,1610612765,11,5,2022-11-01T00:19:31Z,490000,,,0,,B. Bogdanovic Free Throw 1 of 2 (1 PTS),[202711],1610612765.0,DET,,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,Made,1.0,,,,,,,,,
51,PT07M48.00S,2022-11-01T00:19:33.3Z,1,REGULAR,substitution,out,[],1628975,,,1610612765,11,5,2022-11-01T00:19:39Z,500000,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M48.00S,2022-11-01T00:19:33.3Z,1,REGULAR,substitution,in,[],1626171,,,1610612765,11,5,2022-11-01T00:19:39Z,510000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M48.00S,2022-11-01T00:19:56.3Z,1,REGULAR,freethrow,2 of 2,[],202711,,,1610612765,11,6,2022-11-01T00:19:56Z,520000,,,0,,B. Bogdanovic Free Throw 2 of 2 (2 PTS),[202711],1610612765.0,DET,,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,Made,2.0,,,,,,,,,
54,PT07M28.00S,2022-11-01T00:20:16.5Z,1,REGULAR,2pt,Jump Shot,[],201950,3.3672798948751645,75.98039215686273,1610612749,13,6,2022-11-01T00:20:22Z,530000,-130.0,-21.0,1,left,J. Holiday 13' pullup Jump Shot (7 PTS) (B. Portis 1 AST),"[201950, 1626171]",1610612749.0,MIL,,pullup,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Left,,,,,,,,13.16,Made,7.0,,,,,B. Portis,1626171.0,1.0,,
55,PT07M16.00S,2022-11-01T00:20:27.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202711,91.14651773981603,50.73529411764706,1610612765,13,6,2022-11-01T00:20:35Z,540000,4.0,31.0,1,right,MISS B. Bogdanovic driving finger roll Layup,[202711],1610612765.0,DET,,driving finger roll,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,,,,,,3.09,Missed,,,,,,,,,,
56,PT07M14.00S,2022-11-01T00:20:29.7Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,13,6,2022-11-01T00:20:56Z,550000,,,0,,I. Stewart REBOUND (Off:1 Def:1),[1630191],1610612765.0,DET,,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,55.0,2.0,1.0,1.0,,,,,
57,PT07M14.00S,2022-11-01T00:20:34.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630191,94.40999984741211,50.0,1610612765,13,8,2022-11-01T00:20:46Z,560000,0.0,0.0,1,right,I. Stewart tip Layup (2 PTS),[1630191],1610612765.0,DET,,tip,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,,0.0,Made,2.0,,,,,,,,,
58,PT06M59.00S,2022-11-01T00:20:45.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201572,16.113666228646515,41.66666666666667,1610612749,15,8,2022-11-01T00:21:02Z,570000,42.0,99.0,1,left,B. Lopez 10' turnaround fadeaway Jump Shot (2 PTS) (J. Holiday 1 AST),"[201572, 201950]",1610612749.0,MIL,,turnaround fadeaway,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,10.74,Made,2.0,,,,,J. Holiday,201950.0,1.0,,
60,PT06M35.00S,2022-11-01T00:21:08.8Z,1,REGULAR,3pt,Jump Shot,[],1631093,65.1281208935611,21.568627450980394,1610612765,15,8,2022-11-01T00:21:15Z,590000,-142.0,275.0,1,right,MISS J. Ivey 30' 3PT,[1631093],1610612765.0,DET,,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Left Center,,,,,,,,30.99,Missed,,,,,,,,,,
61,PT06M32.00S,2022-11-01T00:21:11.8Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,15,8,2022-11-01T00:21:15Z,600000,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,60.0,1.0,1.0,0.0,,,,,
62,PT06M24.00S,2022-11-01T00:21:20.2Z,1,REGULAR,3pt,Jump Shot,[],201572,31.882391590013142,37.745098039215684,1610612749,18,8,2022-11-01T00:21:24Z,610000,61.0,247.0,1,left,B. Lopez 25' 3PT  (5 PTS) (B. Portis 2 AST),"[201572, 1626171]",1610612749.0,MIL,,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,,,,,,,,25.47,Made,5.0,,,,,B. Portis,1626171.0,2.0,,
65,PT06M13.00S,2022-11-01T00:21:33.7Z,1,REGULAR,foul,offensive,[],1630191,,,1610612765,18,8,2022-11-01T00:21:46Z,630000,,,0,,I. Stewart offensive FOUL (1 PF),"[1630191, 201950]",1610612765.0,DET,203592.0,,,,Stewart,I. Stewart,,,,,Mid-Range,16-24 Center,,,,1.0,0.0,Holiday,201950.0,,,,,,,,,,,,
67,PT06M13.00S,2022-11-01T00:21:33.7Z,1,REGULAR,turnover,offensive foul,[],1630191,,,1610612765,18,8,2022-11-01T00:21:33Z,650000,,,0,,I. Stewart offensive foul TURNOVER (1 TO),[1630191],1610612765.0,DET,203592.0,,,,Stewart,I. Stewart,,,,,Mid-Range,16-24 Center,1.0,,,,,,,,,,,,,,,,,,
68,PT06M13.00S,2022-11-01T00:21:47.9Z,1,REGULAR,substitution,out,[],1628960,,,1610612749,18,8,2022-11-01T00:21:54Z,660000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M13.00S,2022-11-01T00:21:47.9Z,1,REGULAR,substitution,in,[],202083,,,1610612749,18,8,2022-11-01T00:21:54Z,670000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M03.00S,2022-11-01T00:22:06.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203507,10.33180026281209,59.068627450980394,1610612749,18,8,2022-11-01T00:22:48Z,680000,-45.0,45.0,1,left,MISS G. Antetokounmpo 6' driving Layup,[203507],1610612749.0,MIL,,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,6.36,Missed,,,,,,,,,,
71,PT06M02.00S,2022-11-01T00:22:07.2Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,18,8,2022-11-01T00:22:48Z,690000,,,0,,B. Portis REBOUND (Off:1 Def:1),[1626171],1610612749.0,MIL,,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,70.0,2.0,1.0,1.0,,,,,
72,PT06M00.00S,2022-11-01T00:22:12.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626171,5.590000152587891,50.0,1610612749,20,8,2022-11-01T00:22:12Z,700000,0.0,0.0,1,left,B. Portis putback Layup (2 PTS),[1626171],1610612749.0,MIL,,putback,,,Portis,B. Portis,,,,,Mid-Range,8-16 Left,,,,,,,,0.0,Made,2.0,,,,,,,,,
73,PT06M00.00S,2022-11-01T00:22:13.2Z,1,REGULAR,foul,personal,['1freethrow'],202711,,,1610612749,20,8,2022-11-01T04:16:07Z,710000,,,0,,B. Bogdanovic shooting personal FOUL (2 PF) (Portis 1 FT),"[202711, 1626171]",1610612765.0,DET,203592.0,shooting,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,,2.0,0.0,Portis,1626171.0,,,,,,,,,,,,
75,PT06M00.00S,2022-11-01T00:22:33.7Z,1,REGULAR,substitution,out,[],203507,,,1610612749,20,8,2022-11-01T00:22:38Z,730000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M00.00S,2022-11-01T00:22:33.7Z,1,REGULAR,substitution,in,[],1629670,,,1610612749,20,8,2022-11-01T00:22:38Z,740000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M00.00S,2022-11-01T00:22:55.9Z,1,REGULAR,substitution,out,[],202711,,,1610612749,20,8,2022-11-01T00:23:00Z,750000,,,0,,SUB out: B. Bogdanovic,[202711],1610612765.0,DET,,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M00.00S,2022-11-01T00:22:55.9Z,1,REGULAR,substitution,in,[],1628977,,,1610612749,20,8,2022-11-01T00:23:00Z,760000,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M00.00S,2022-11-01T00:23:03.3Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1626171,,,1610612749,20,8,2022-11-01T00:23:14Z,770000,,,0,,MISS B. Portis Free Throw 1 of 1,[1626171],1610612749.0,MIL,,,,,Portis,B. Portis,,,,,,,,,,,,,,,Missed,,,,,,,,,,
80,PT06M00.00S,2022-11-01T00:23:03.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,20,8,2022-11-01T00:23:14Z,780000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,
81,PT06M00.00S,2022-11-01T00:23:07.6Z,1,REGULAR,foul,personal,[],1630180,,,1610612749,20,8,2022-11-01T01:20:10Z,790000,,,0,,S. Bey loose ball personal FOUL (1 PF),"[1630180, 202083]",1610612765.0,DET,1179.0,loose ball,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,1.0,0.0,Matthews,202083.0,,,,,,,,,,,,
83,PT05M48.00S,2022-11-01T00:23:38.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1626171,31.488173455978973,65.93137254901961,1610612749,23,8,2022-11-01T00:23:43Z,810000,-80.0,243.0,1,left,B. Portis 25' 3PT  (5 PTS) (J. Holiday 2 AST),"[1626171, 201950]",1610612749.0,MIL,,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,,,,,,,,25.62,Made,5.0,,,,,J. Holiday,201950.0,2.0,,
85,PT05M29.00S,2022-11-01T00:23:56.7Z,1,REGULAR,2pt,Jump Shot,[],1631093,82.34231274638634,66.66666666666666,1610612765,23,8,2022-11-01T00:24:04Z,830000,83.0,113.0,1,right,MISS J. Ivey 14' pullup bank Shot,[1631093],1610612765.0,DET,,pullup bank,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Right,,,,,,,,14.08,Missed,,,,,,,,,,
