actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
173,PT10M42.00S,2022-11-28T01:39:58.0Z,2,REGULAR,freethrow,1 of 2,[],1628960,,,1610612749,44,33,2022-11-28T01:39:58Z,1730000,False,,,0,,G. Allen Free Throw 1 of 2 (16 PTS),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
174,PT10M42.00S,2022-11-28T01:39:58.0Z,2,REGULAR,freethrow,2 of 2,[],1628960,,,1610612749,44,33,2022-11-28T01:40:43Z,1740000,False,,,0,,MISS G. Allen Free Throw 2 of 2,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
175,PT10M40.00S,2022-11-28T01:40:00.0Z,2,REGULAR,rebound,defensive,[],1628467,,,1610612742,44,33,2022-11-28T01:40:43Z,1750000,False,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,174.0,1.0,1.0,0.0,,
176,PT10M33.00S,2022-11-28T01:40:25.8Z,2,REGULAR,foul,personal,[],201588,,,1610612742,44,33,2022-11-28T01:40:45Z,1760000,False,,,0,,G. Hill personal FOUL (1 PF),"[201588, 202722]",1610612749.0,MIL,,,,Hill,G. Hill,,,,,Above the Break 3,24+ Left Center,,,,1162.0,,,,,,,1.0,0.0,Bertans,202722.0,,,,,,
178,PT10M33.00S,2022-11-28T01:40:46.6Z,2,REGULAR,substitution,out,[],201588,,,1610612742,44,33,2022-11-28T01:40:51Z,1780000,False,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT10M33.00S,2022-11-28T01:40:46.6Z,2,REGULAR,substitution,in,[],1629670,,,1610612742,44,33,2022-11-28T01:40:51Z,1790000,False,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT10M27.00S,2022-11-28T01:40:59.9Z,2,REGULAR,2pt,Jump Shot,[],203915,94.30026281208936,72.05882352941177,1610612742,44,35,2022-11-28T01:41:04Z,1800000,False,110.0,1.0,1,right,S. Dinwiddie 11' driving floating bank Jump Shot (5 PTS) (M. Kleber 1 AST),"[203915, 1628467]",1610612742.0,DAL,driving floating bank,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,8-16 Right,11.03,Made,5.0,,,M. Kleber,1628467.0,1.0,,,,,,,,,,,,
182,PT10M12.00S,2022-11-28T01:41:15.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201572,7.440867279894875,57.59803921568627,1610612749,44,35,2022-11-28T01:44:02Z,1820000,False,-38.0,17.0,1,left,MISS B. Lopez driving floating Shot,[201572],1610612749.0,MIL,driving floating,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,4.18,Missed,,,,,,,,,,,,,,,,,,
183,PT10M10.00S,2022-11-28T01:41:17.7Z,2,REGULAR,rebound,offensive,[],1629670,,,1610612749,44,35,2022-11-28T01:41:17Z,1830000,False,,,0,,J. Nwora REBOUND (Off:1 Def:0),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,182.0,1.0,0.0,1.0,,
184,PT10M05.00S,2022-11-28T01:41:22.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628975,7.30946123521682,47.794117647058826,1610612749,44,35,2022-11-28T01:41:27Z,1840000,False,11.0,16.0,1,left,MISS J. Carter driving Layup - blocked,"[1628975, 1628467]",1610612749.0,MIL,driving,,,Carter,J. Carter,,,,,Restricted Area,0-8 Center,1.96,Missed,,,,,,,,,,,,,,,,,Kleber,1628467.0
185,PT10M05.00S,2022-11-28T01:41:22.0Z,2,REGULAR,block,,[],1628467,,,1610612749,44,35,2022-11-28T01:41:25Z,1850000,False,,,0,,M. Kleber BLOCK (1 BLK),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
186,PT10M01.00S,2022-11-28T01:41:26.0Z,2,REGULAR,rebound,defensive,[],1628467,,,1610612742,44,35,2022-11-28T01:41:27Z,1860000,False,,,0,,M. Kleber REBOUND (Off:0 Def:2),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,184.0,2.0,2.0,0.0,,
187,PT10M00.00S,2022-11-28T01:41:28.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626174,93.51182654402102,50.245098039215684,1610612742,44,35,2022-11-28T01:41:34Z,1870000,False,1.0,8.0,1,right,MISS C. Wood running Layup - blocked,"[1626174, 201572]",1610612742.0,DAL,running,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,0.86,Missed,,,,,,,,,,,,,,,,,Lopez,201572.0
188,PT10M00.00S,2022-11-28T01:41:28.1Z,2,REGULAR,block,,[],201572,,,1610612742,44,35,2022-11-28T01:41:31Z,1880000,False,,,0,,B. Lopez BLOCK (2 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
189,PT09M55.00S,2022-11-28T01:41:33.1Z,2,REGULAR,rebound,defensive,[],1630572,,,1610612749,44,35,2022-11-28T01:41:34Z,1890000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:1),[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,187.0,1.0,1.0,0.0,,
190,PT09M52.00S,2022-11-28T01:41:38.4Z,2,REGULAR,turnover,out-of-bounds,[],1628975,,,1610612749,44,35,2022-11-28T01:41:47Z,1900000,False,,,0,,J. Carter lost ball out-of-bounds TURNOVER (1 TO),[1628975],1610612749.0,MIL,lost ball,,,Carter,J. Carter,,,,,Above the Break 3,24+ Left Center,,,,1627963.0,1.0,,,,,,,,,,,,,,,
191,PT09M38.00S,2022-11-28T01:41:58.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628467,69.99014454664915,21.813725490196077,1610612742,44,38,2022-11-28T01:42:03Z,1910000,False,-141.0,230.0,1,right,M. Kleber 26' 3PT  (6 PTS) (S. Dinwiddie 1 AST),"[1628467, 203915]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Above the Break 3,24+ Left Center,26.94,Made,6.0,,,S. Dinwiddie,203915.0,1.0,,,,,,,,,,,,
193,PT09M13.00S,2022-11-28T01:42:26.9Z,2,REGULAR,3pt,Jump Shot,[],201572,6.258212877792378,95.58823529411765,1610612749,47,38,2022-11-28T01:42:34Z,1930000,False,-228.0,6.0,1,left,B. Lopez 3PT  (5 PTS) (J. Nwora 1 AST),"[201572, 1629670]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Left Corner 3,24+ Left,22.8,Made,5.0,,,J. Nwora,1629670.0,1.0,,,,,,,,,,,,
195,PT09M13.00S,2022-11-28T01:42:31.2Z,2,REGULAR,foul,personal,['1freethrow'],203915,,,1610612749,47,38,2022-11-28T01:43:03Z,1950000,False,,,0,,S. Dinwiddie shooting personal FOUL (1 PF) (Lopez 1 FT),"[203915, 201572]",1610612742.0,DAL,shooting,,,Dinwiddie,S. Dinwiddie,,,,,Left Corner 3,24+ Left,,,,1162.0,,,,,,,1.0,0.0,Lopez,201572.0,,,,,,
197,PT09M13.00S,2022-11-28T01:43:09.2Z,2,REGULAR,freethrow,1 of 1,[],201572,,,1610612749,48,38,2022-11-28T01:43:09Z,1970000,False,,,0,,B. Lopez Free Throw 1 of 1 (6 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
198,PT08M56.00S,2022-11-28T01:43:28.0Z,2,REGULAR,3pt,Jump Shot,[],203915,76.16622864651774,8.088235294117647,1610612742,48,41,2022-11-28T01:43:34Z,1980000,False,-210.0,172.0,1,right,S. Dinwiddie 27' 3PT step back (8 PTS),[203915],1610612742.0,DAL,step back,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,27.08,Made,8.0,,,,,,,,,,,,,,,,,
199,PT08M40.00S,2022-11-28T01:43:45.7Z,2,REGULAR,turnover,out-of-bounds,[],1628975,,,1610612749,48,41,2022-11-28T01:43:52Z,1990000,False,,,0,,J. Carter bad pass out-of-bounds TURNOVER (2 TO),[1628975],1610612749.0,MIL,bad pass,,,Carter,J. Carter,,,,,Above the Break 3,24+ Right Center,,,,203177.0,2.0,,,,,,,,,,,,,,,
200,PT08M40.00S,2022-11-28T01:43:54.1Z,2,REGULAR,substitution,out,[],201572,,,1610612742,48,41,2022-11-28T01:43:58Z,2000000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M40.00S,2022-11-28T01:43:54.1Z,2,REGULAR,substitution,in,[],203507,,,1610612742,48,41,2022-11-28T01:43:58Z,2010000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M25.00S,2022-11-28T01:44:15.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626174,88.91261498028909,62.254901960784316,1610612742,48,41,2022-11-28T01:44:19Z,2020000,False,61.0,52.0,1,right,MISS C. Wood 8' turnaround Shot,[1626174],1610612742.0,DAL,turnaround,,,Wood,C. Wood,,,,,In The Paint (Non-RA),8-16 Right,8.02,Missed,,,,,,,,,,,,,,,,,,
203,PT08M22.00S,2022-11-28T01:44:18.5Z,2,REGULAR,rebound,defensive,[],1629670,,,1610612749,48,41,2022-11-28T01:44:19Z,2030000,False,,,0,,J. Nwora REBOUND (Off:1 Def:1),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,202.0,2.0,1.0,1.0,,
204,PT08M12.00S,2022-11-28T01:44:27.6Z,2,REGULAR,3pt,Jump Shot,[],1629670,20.318659658344284,2.2058823529411766,1610612749,48,41,2022-11-28T01:44:32Z,2040000,False,239.0,138.0,1,left,MISS J. Nwora 27' 3PT,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Right Center,27.62,Missed,,,,,,,,,,,,,,,,,,
205,PT08M09.00S,2022-11-28T01:44:30.6Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612742,48,41,2022-11-28T01:44:32Z,2050000,False,,,0,,C. Wood REBOUND (Off:0 Def:3),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,204.0,3.0,3.0,0.0,,
206,PT08M04.00S,2022-11-28T01:44:36.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,92.46057818659659,40.44117647058824,1610612742,48,43,2022-11-28T01:44:43Z,2060000,False,-48.0,18.0,1,right,S. Dinwiddie driving floating bank Jump Shot (10 PTS),[203915],1610612742.0,DAL,driving floating bank,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,5.12,Made,10.0,,,,,,,,,,,,,,,,,
207,PT07M50.00S,2022-11-28T01:44:51.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",203507,6.83311432325887,46.0171568627451,1610612749,50,43,2022-11-28T01:45:14Z,2070000,False,20.0,12.0,1,left,G. Antetokounmpo driving Layup (6 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.31,Made,6.0,,,,,,,,,,,,,,,,,
208,PT07M50.00S,2022-11-28T01:45:01.7Z,2,REGULAR,violation,defensive goaltending,[],1628467,,,1610612749,50,43,2022-11-28T01:45:14Z,2080000,False,,,0,,M. Kleber defensive goaltending VIOLATION,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,1162.0,,,,,,,,,,,,,,,,
209,PT07M37.00S,2022-11-28T01:45:18.2Z,2,REGULAR,3pt,Jump Shot,[],1626174,72.35545335085413,16.176470588235293,1610612742,50,46,2022-11-28T01:45:24Z,2090000,False,-169.0,207.0,1,right,C. Wood 26' 3PT  (5 PTS) (S. Dinwiddie 2 AST),"[1626174, 203915]",1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Left Center,26.76,Made,5.0,,,S. Dinwiddie,203915.0,2.0,,,,,,,,,,,,
211,PT07M19.00S,2022-11-28T01:45:35.5Z,2,REGULAR,3pt,Jump Shot,[],1628960,26.757555847568987,80.63725490196079,1610612749,53,46,2022-11-28T01:45:40Z,2110000,False,-153.0,199.0,1,left,G. Allen 25' 3PT  (19 PTS) (J. Nwora 2 AST),"[1628960, 1629670]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,25.11,Made,19.0,,,J. Nwora,1629670.0,2.0,,,,,,,,,,,,
213,PT07M04.00S,2022-11-28T01:45:50.5Z,2,REGULAR,3pt,Jump Shot,[],202722,77.87450722733246,91.42156862745098,1610612742,53,49,2022-11-28T01:45:56Z,2130000,False,207.0,155.0,1,right,D. Bertans 25' 3PT  (3 PTS) (C. Wood 2 AST),"[202722, 1626174]",1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,Above the Break 3,24+ Right Center,25.9,Made,3.0,,,C. Wood,1626174.0,2.0,,,,,,,,,,,,
215,PT06M46.00S,2022-11-28T01:46:09.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,6.915243101182654,46.568627450980394,1610612749,53,49,2022-11-28T01:46:26Z,2150000,False,17.0,13.0,1,left,MISS G. Antetokounmpo cutting DUNK,[203507],1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.13,Missed,,,,,,,,,,,,,,,,,,
216,PT06M46.00S,2022-11-28T01:46:11.6Z,2,REGULAR,rebound,offensive,[],203507,,,1610612749,53,49,2022-11-28T01:46:11Z,2160000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,215.0,2.0,1.0,1.0,,
217,PT06M46.00S,2022-11-28T01:46:12.4Z,2,REGULAR,foul,personal,[],1630182,,,1610612749,53,49,2022-11-28T01:46:45Z,2170000,False,,,0,,J. Green personal FOUL (1 PF),"[1630182, 203507]",1610612742.0,DAL,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,1627963.0,,,,,,,1.0,0.0,Antetokounmpo,203507.0,,,,,,
219,PT06M46.00S,2022-11-28T01:46:40.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,53,49,2022-11-28T01:46:40Z,2190000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M46.00S,2022-11-28T01:48:48.2Z,2,REGULAR,substitution,out,[],1630572,,,1610612749,53,49,2022-11-28T01:49:31Z,2200000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M46.00S,2022-11-28T01:48:48.2Z,2,REGULAR,substitution,out,[],1626174,,,1610612749,53,49,2022-11-28T01:49:31Z,2210000,False,,,0,,SUB out: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M46.00S,2022-11-28T01:48:48.2Z,2,REGULAR,substitution,out,[],1628467,,,1610612749,53,49,2022-11-28T01:49:31Z,2220000,False,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M46.00S,2022-11-28T01:48:48.2Z,2,REGULAR,substitution,in,[],1626171,,,1610612749,53,49,2022-11-28T01:49:31Z,2230000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M46.00S,2022-11-28T01:48:48.2Z,2,REGULAR,substitution,in,[],1627827,,,1610612749,53,49,2022-11-28T01:49:31Z,2240000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M46.00S,2022-11-28T01:48:48.2Z,2,REGULAR,substitution,in,[],201580,,,1610612749,53,49,2022-11-28T01:49:31Z,2250000,False,,,0,,SUB in: J. McGee,[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M38.00S,2022-11-28T01:49:45.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628960,34.11629434954008,48.28431372549019,1610612749,56,49,2022-11-28T01:49:51Z,2260000,False,9.0,268.0,1,left,G. Allen 26' 3PT  (22 PTS) (J. Carter 4 AST),"[1628960, 1628975]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Center,26.83,Made,22.0,,,J. Carter,1628975.0,4.0,,,,,,,,,,,,
228,PT06M18.00S,2022-11-28T01:50:05.7Z,2,REGULAR,3pt,Jump Shot,[],203915,67.62483574244416,63.48039215686274,1610612742,56,49,2022-11-28T01:50:13Z,2280000,False,67.0,252.0,1,right,MISS S. Dinwiddie 26' pullup 3PT,[203915],1610612742.0,DAL,pullup,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Center,26.07,Missed,,,,,,,,,,,,,,,,,,
229,PT06M15.00S,2022-11-28T01:50:08.7Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,56,49,2022-11-28T01:50:13Z,2290000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,228.0,3.0,2.0,1.0,,
230,PT06M15.00S,2022-11-28T01:50:16.7Z,2,REGULAR,foul,personal,[],1630182,,,1610612749,56,49,2022-11-28T01:50:28Z,2300000,False,,,0,,J. Green personal FOUL (2 PF),"[1630182, 203507]",1610612742.0,DAL,,,,Green,J. Green,,,,,Mid-Range,16-24 Center,,,,203177.0,,,,,,,2.0,0.0,Antetokounmpo,203507.0,,,,,,
232,PT06M07.00S,2022-11-28T01:50:41.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,7.046649145860711,47.794117647058826,1610612749,58,49,2022-11-28T01:50:45Z,2320000,False,11.0,14.0,1,left,G. Antetokounmpo driving Layup (8 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.76,Made,8.0,,,,,,,,,,,,,,,,,
233,PT05M44.00S,2022-11-28T01:51:04.4Z,2,REGULAR,2pt,Jump Shot,[],203915,86.94152431011827,71.81372549019608,1610612742,58,51,2022-11-28T01:51:10Z,2330000,False,109.0,70.0,1,right,S. Dinwiddie 12' driving floating bank Jump Shot (12 PTS),[203915],1610612742.0,DAL,driving floating bank,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,8-16 Right,12.97,Made,12.0,,,,,,,,,,,,,,,,,
234,PT05M23.00S,2022-11-28T01:51:25.4Z,2,REGULAR,3pt,Jump Shot,[],1628975,29.122864651773984,23.774509803921568,1610612749,58,51,2022-11-28T01:51:30Z,2340000,False,131.0,221.0,1,left,MISS J. Carter 25' pullup 3PT,[1628975],1610612749.0,MIL,pullup,,,Carter,J. Carter,,,,,Above the Break 3,24+ Right Center,25.72,Missed,,,,,,,,,,,,,,,,,,
235,PT05M20.00S,2022-11-28T01:51:28.4Z,2,REGULAR,rebound,defensive,[],201580,,,1610612742,58,51,2022-11-28T01:51:30Z,2350000,False,,,0,,J. McGee REBOUND (Off:0 Def:1),[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,234.0,1.0,1.0,0.0,,
236,PT05M13.00S,2022-11-28T01:51:36.7Z,2,REGULAR,turnover,bad pass,[],1630182,,,1610612742,58,51,2022-11-28T01:51:44Z,2360000,False,,,0,,J. Green bad pass TURNOVER (1 TO),"[1630182, 1628960]",1610612742.0,DAL,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,1.0,,,,Allen,1628960.0,,,,,,,,,,
237,PT05M13.00S,2022-11-28T01:51:36.7Z,2,REGULAR,steal,,[],1628960,,,1610612749,58,51,2022-11-28T01:51:39Z,2370000,False,,,0,,G. Allen STEAL (2 STL),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
238,PT05M06.00S,2022-11-28T01:51:42.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203507,6.783837056504599,50.0,1610612749,60,51,2022-11-28T01:51:51Z,2380000,False,0.0,11.0,1,left,G. Antetokounmpo running Layup (10 PTS) (G. Allen 2 AST),"[203507, 1628960]",1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.13,Made,10.0,,,G. Allen,1628960.0,2.0,,,,,,,,,,,,
240,PT04M59.00S,2022-11-28T01:51:54.0Z,2,REGULAR,foul,offensive,[],201580,,,1610612742,60,51,2022-11-28T01:52:08Z,2400000,False,,,0,,J. McGee offensive FOUL (1 PF),"[201580, 1628975]",1610612742.0,DAL,,,,McGee,J. McGee,,,,,Above the Break 3,24+ Center,,,,1162.0,,,,,,,1.0,0.0,Carter,1628975.0,,,,,,
242,PT04M59.00S,2022-11-28T01:51:54.0Z,2,REGULAR,turnover,offensive foul,[],201580,,,1610612742,60,51,2022-11-28T01:51:54Z,2420000,False,,,0,,J. McGee offensive foul TURNOVER (1 TO),[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,Above the Break 3,24+ Center,,,,1162.0,1.0,,,,,,,,,,,,,,,
243,PT04M59.00S,2022-11-28T01:52:09.3Z,2,REGULAR,substitution,out,[],1628960,,,1610612749,60,51,2022-11-28T01:52:29Z,2430000,False,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT04M59.00S,2022-11-28T01:52:09.3Z,2,REGULAR,substitution,out,[],1630182,,,1610612749,60,51,2022-11-28T01:52:29Z,2440000,False,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT04M59.00S,2022-11-28T01:52:09.3Z,2,REGULAR,substitution,out,[],203915,,,1610612749,60,51,2022-11-28T01:52:29Z,2450000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT04M59.00S,2022-11-28T01:52:09.3Z,2,REGULAR,substitution,in,[],201950,,,1610612749,60,51,2022-11-28T01:52:29Z,2460000,False,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT04M59.00S,2022-11-28T01:52:09.3Z,2,REGULAR,substitution,in,[],1629029,,,1610612749,60,51,2022-11-28T01:52:29Z,2470000,False,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT04M59.00S,2022-11-28T01:52:09.3Z,2,REGULAR,substitution,in,[],203501,,,1610612749,60,51,2022-11-28T01:52:29Z,2480000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M46.00S,2022-11-28T01:52:33.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628975,8.360709592641262,48.28431372549019,1610612749,62,51,2022-11-28T01:52:38Z,2490000,False,9.0,26.0,1,left,J. Carter driving reverse Layup (7 PTS) (B. Portis 1 AST),"[1628975, 1626171]",1610612749.0,MIL,driving reverse,,,Carter,J. Carter,,,,,Restricted Area,0-8 Center,2.75,Made,7.0,,,B. Portis,1626171.0,1.0,,,,,,,,,,,,
251,PT04M27.00S,2022-11-28T01:52:52.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201580,94.43166885676742,49.26470588235294,1610612742,62,53,2022-11-28T01:52:59Z,2510000,False,-4.0,0.0,1,right,J. McGee cutting DUNK (2 PTS) (L. Doncic 6 AST),"[201580, 1629029]",1610612742.0,DAL,cutting,,,McGee,J. McGee,,,,,Restricted Area,0-8 Center,0.37,Made,2.0,,,L. Doncic,1629029.0,6.0,,,,,,,,,,,,
253,PT04M11.00S,2022-11-28T01:53:08.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,6.915243101182654,50.0,1610612749,64,53,2022-11-28T01:53:14Z,2530000,False,0.0,13.0,1,left,G. Antetokounmpo driving DUNK (12 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.25,Made,12.0,,,,,,,,,,,,,,,,,
254,PT03M57.00S,2022-11-28T01:53:22.6Z,2,REGULAR,3pt,Jump Shot,[],203501,94.95729303547962,95.09803921568627,1610612742,64,53,2022-11-28T01:53:27Z,2540000,False,225.0,-5.0,1,right,MISS T. Hardaway Jr. 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Right Corner 3,24+ Right,22.56,Missed,,,,,,,,,,,,,,,,,,
255,PT03M53.00S,2022-11-28T01:53:26.6Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,64,53,2022-11-28T01:53:27Z,2550000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,254.0,4.0,3.0,1.0,,
256,PT03M47.00S,2022-11-28T01:53:32.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203507,7.178055190538765,44.11764705882353,1610612749,64,53,2022-11-28T01:54:35Z,2560000,False,29.0,15.0,1,left,MISS G. Antetokounmpo driving Hook,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,3.3,Missed,,,,,,,,,,,,,,,,,,
