actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
166,PT00M05.10S,2022-11-03T00:37:18.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,6.783837056504599,48.28431372549019,1610612749,31,26,2022-11-03T00:43:58Z,1650000,9.0,11.0,1,left,G. Antetokounmpo reverse DUNK (15 PTS) (G. Allen 1 AST),"[203507, 1628960]",1610612749.0,MIL,reverse,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.42,Made,,,,,15.0,,,,,,,,,G. Allen,1628960.0,1.0,,
168,PT00M00.00S,2022-11-03T00:37:25.0Z,1,REGULAR,3pt,Jump Shot,[],1631093,62.10783508541393,46.83670343137255,1610612765,31,26,2022-11-03T00:37:41Z,1670000,-16.0,304.0,1,right,MISS J. Ivey 30' pullup 3PT,[1631093],1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Center,30.41,Missed,,,,,,,,,,,,,,,,,,
169,PT00M00.00S,2022-11-03T00:37:25.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,31,26,2022-11-03T00:37:41Z,1680000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Center,,,168.0,,,,,,,,,,,,,,,,,
170,PT00M00.00S,2022-11-03T00:37:39.0Z,1,REGULAR,period,end,[],0,,,1610612765,31,26,2022-11-03T00:37:39Z,1690000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-11-03T00:39:33.4Z,2,REGULAR,substitution,out,['startperiod'],1629670,,,1610612765,31,26,2022-11-03T00:40:22Z,1700000,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-11-03T00:39:33.4Z,2,REGULAR,substitution,out,['startperiod'],202083,,,1610612765,31,26,2022-11-03T00:40:22Z,1710000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-11-03T00:39:33.4Z,2,REGULAR,substitution,out,['startperiod'],1631093,,,1610612765,31,26,2022-11-03T00:40:22Z,1720000,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-11-03T00:39:33.4Z,2,REGULAR,substitution,in,['startperiod'],1630699,,,1610612765,31,26,2022-11-03T00:40:22Z,1730000,,,0,,SUB in: M. Beauchamp,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2022-11-03T00:39:33.4Z,2,REGULAR,substitution,in,['startperiod'],201572,,,1610612765,31,26,2022-11-03T00:40:22Z,1740000,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2022-11-03T00:39:33.4Z,2,REGULAR,substitution,in,['startperiod'],1630595,,,1610612765,31,26,2022-11-03T00:40:22Z,1750000,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-11-03T00:40:21.6Z,2,REGULAR,period,start,[],0,,,1610612749,31,26,2022-11-03T00:40:22Z,1760000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT11M46.00S,2022-11-03T00:40:35.3Z,2,REGULAR,3pt,Jump Shot,[],1630699,7.5722733245729295,3.9215686274509802,1610612749,31,26,2022-11-03T00:40:40Z,1770000,230.0,19.0,1,left,MISS M. Beauchamp 3PT,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Right Corner 3,24+ Right,23.12,Missed,,,,,,,,,,,,,,,,,,
179,PT11M42.00S,2022-11-03T00:40:39.3Z,2,REGULAR,rebound,defensive,[],203457,,,1610612765,31,26,2022-11-03T00:40:40Z,1780000,,,0,,N. Noel REBOUND (Off:0 Def:2),[203457],1610612765.0,DET,,,,Noel,N. Noel,,,,,Right Corner 3,24+ Right,,,178.0,2.0,2.0,0.0,,,,,,,,,,,,,,
180,PT11M35.00S,2022-11-03T00:40:45.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203457,92.9862023653088,49.50980392156863,1610612765,31,26,2022-11-03T00:40:50Z,1790000,-2.0,13.0,1,right,MISS N. Noel alley-oop DUNK - blocked,"[203457, 203507]",1610612765.0,DET,alley-oop,,,Noel,N. Noel,,,,,Restricted Area,0-8 Center,1.36,Missed,,,,,,,,,,,,,,,,,Antetokounmpo,203507.0
181,PT11M35.00S,2022-11-03T00:40:45.6Z,2,REGULAR,block,,[],203507,,,1610612765,31,26,2022-11-03T00:40:48Z,1800000,,,0,,G. Antetokounmpo BLOCK (1 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
182,PT11M31.00S,2022-11-03T00:40:49.6Z,2,REGULAR,rebound,defensive,[],201588,,,1610612749,31,26,2022-11-03T00:40:50Z,1810000,,,0,,G. Hill REBOUND (Off:0 Def:2),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,Restricted Area,0-8 Center,,,180.0,2.0,2.0,0.0,,,,,,,,,,,,,,
183,PT11M30.00S,2022-11-03T00:40:53.6Z,2,REGULAR,turnover,out-of-bounds,[],1630699,,,1610612749,31,26,2022-11-03T00:41:02Z,1820000,,,0,,M. Beauchamp bad pass out-of-bounds TURNOVER (1 TO),[1630699],1610612749.0,MIL,bad pass,,,Beauchamp,M. Beauchamp,,,,,Mid-Range,8-16 Right,,,,,,,,203591.0,,,,,1.0,,,,,,,
184,PT11M16.00S,2022-11-03T00:41:14.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630595,82.60512483574244,58.57843137254902,1610612765,31,26,2022-11-03T00:41:21Z,1830000,43.0,111.0,1,right,MISS C. Cunningham 11' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,11.9,Missed,,,,,,,,,,,,,,,,,,
185,PT11M12.00S,2022-11-03T00:41:18.9Z,2,REGULAR,rebound,defensive,[],1630699,,,1610612749,31,26,2022-11-03T00:41:21Z,1840000,,,0,,M. Beauchamp REBOUND (Off:0 Def:1),[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,In The Paint (Non-RA),8-16 Center,,,184.0,1.0,1.0,0.0,,,,,,,,,,,,,,
186,PT11M00.00S,2022-11-03T00:41:30.8Z,2,REGULAR,turnover,bad pass,[],201572,,,1610612749,31,26,2022-11-03T00:41:42Z,1850000,,,0,,B. Lopez bad pass TURNOVER (1 TO),"[201572, 1630165]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1.0,Hayes,1630165.0,,,,,
187,PT11M00.00S,2022-11-03T00:41:30.8Z,2,REGULAR,steal,,[],1630165,,,1610612765,31,26,2022-11-03T00:41:34Z,1860000,,,0,,K. Hayes STEAL (1 STL),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
188,PT10M51.00S,2022-11-03T00:41:40.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628977,78.26872536136662,48.77450980392157,1610612765,31,26,2022-11-03T00:41:46Z,1870000,-6.0,152.0,1,right,MISS H. Diallo 15' Jump Shot,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,Mid-Range,8-16 Center,15.19,Missed,,,,,,,,,,,,,,,,,,
189,PT10M47.00S,2022-11-03T00:41:44.0Z,2,REGULAR,rebound,defensive,[],201588,,,1610612749,31,26,2022-11-03T00:41:46Z,1880000,,,0,,G. Hill REBOUND (Off:0 Def:3),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,Mid-Range,8-16 Center,,,188.0,3.0,3.0,0.0,,,,,,,,,,,,,,
190,PT10M32.00S,2022-11-03T00:42:02.4Z,2,REGULAR,foul,personal,[],1628977,,,1610612749,31,26,2022-11-03T00:42:16Z,1890000,,,0,,H. Diallo personal FOUL (2 PF),"[1628977, 1630699]",1610612765.0,DET,,,,Diallo,H. Diallo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,203591.0,2.0,0.0,Beauchamp,1630699.0,,,,,,,,
192,PT10M32.00S,2022-11-03T00:42:13.2Z,2,REGULAR,substitution,out,[],201588,,,1610612749,31,26,2022-11-03T00:42:16Z,1910000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT10M32.00S,2022-11-03T00:42:13.2Z,2,REGULAR,substitution,in,[],201950,,,1610612749,31,26,2022-11-03T00:42:16Z,1920000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT10M32.00S,2022-11-03T00:42:21.9Z,2,REGULAR,substitution,out,[],1628977,,,1610612749,31,26,2022-11-03T00:42:25Z,1930000,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT10M32.00S,2022-11-03T00:42:21.9Z,2,REGULAR,substitution,in,[],1630180,,,1610612749,31,26,2022-11-03T00:42:25Z,1940000,,,0,,SUB in: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT10M26.00S,2022-11-03T00:42:44.7Z,2,REGULAR,turnover,out-of-bounds,[],1630699,,,1610612749,31,26,2022-11-03T00:43:19Z,1950000,,,0,,M. Beauchamp lost ball out-of-bounds TURNOVER (2 TO),[1630699],1610612749.0,MIL,lost ball,,,Beauchamp,M. Beauchamp,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1626302.0,,,,,2.0,,,,,,,
197,PT10M26.00S,2022-11-03T00:42:50.5Z,2,REGULAR,foul,personal,[],1630699,,,1610612765,31,26,2022-11-03T00:42:59Z,1960000,,,0,,M. Beauchamp loose ball personal FOUL (1 PF),"[1630699, 203457]",1610612749.0,MIL,loose ball,,,Beauchamp,M. Beauchamp,,,,,Restricted Area,0-8 Center,,,,,,,,1626302.0,1.0,0.0,Noel,203457.0,,,,,,,,
199,PT10M14.00S,2022-11-03T00:43:15.3Z,2,REGULAR,turnover,bad pass,[],1630595,,,1610612765,31,26,2022-11-03T00:43:23Z,1980000,,,0,,C. Cunningham bad pass TURNOVER (1 TO),"[1630595, 203507]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,Antetokounmpo,203507.0,,,,,
200,PT10M14.00S,2022-11-03T00:43:15.3Z,2,REGULAR,steal,,[],203507,,,1610612749,31,26,2022-11-03T00:43:18Z,1990000,,,0,,G. Antetokounmpo STEAL (2 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
201,PT10M10.00S,2022-11-03T00:43:18.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203507,6.915243101182654,49.754901960784316,1610612749,33,26,2022-11-03T00:43:28Z,2000000,1.0,13.0,1,left,G. Antetokounmpo running DUNK (17 PTS),[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.26,Made,,,,,17.0,,,,,,,,,,,,,
202,PT09M54.00S,2022-11-03T00:43:34.5Z,2,REGULAR,3pt,Jump Shot,[],1630165,66.83639947437582,44.36274509803921,1610612765,33,26,2022-11-03T00:43:42Z,2010000,-28.0,259.0,1,right,MISS K. Hayes 26' 3PT,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Center,26.07,Missed,,,,,,,,,,,,,,,,,,
203,PT09M53.00S,2022-11-03T00:43:35.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612749,33,26,2022-11-03T00:43:42Z,2020000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Center,,,202.0,,,,,,,,,,,,,,,,,
205,PT09M34.00S,2022-11-03T00:44:00.5Z,2,REGULAR,3pt,Jump Shot,[],1630699,2.9730617608409986,95.34313725490196,1610612749,33,26,2022-11-03T00:44:07Z,2040000,-227.0,-25.0,1,left,MISS M. Beauchamp 3PT,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Left Corner 3,24+ Left,22.8,Missed,,,,,,,,,,,,,,,,,,
206,PT09M30.00S,2022-11-03T00:44:04.5Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,33,26,2022-11-03T00:44:07Z,2050000,,,0,,C. Cunningham REBOUND (Off:0 Def:3),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Left Corner 3,24+ Left,,,205.0,3.0,3.0,0.0,,,,,,,,,,,,,,
207,PT09M26.00S,2022-11-03T00:44:08.6Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1630595,77.4802890932983,43.38235294117647,1610612765,33,28,2022-11-03T00:44:47Z,2060000,-33.0,159.0,1,right,C. Cunningham 16' running pullup Jump Shot (2 PTS),[1630595],1610612765.0,DET,running pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Center,16.26,Made,,,,,2.0,,,,,,,,,,,,,
208,PT09M12.00S,2022-11-03T00:44:26.9Z,2,REGULAR,foul,personal,[],1630595,,,1610612749,33,28,2022-11-03T00:44:34Z,2070000,,,0,,C. Cunningham personal FOUL (2 PF),"[1630595, 203507]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,203591.0,2.0,0.0,Antetokounmpo,203507.0,,,,,,,,
210,PT09M09.00S,2022-11-03T00:44:45.5Z,2,REGULAR,3pt,Jump Shot,[],201950,6.521024967148489,95.58823529411765,1610612749,33,28,2022-11-03T00:44:51Z,2090000,-228.0,9.0,1,left,MISS J. Holiday 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Left Corner 3,24+ Left,22.81,Missed,,,,,,,,,,,,,,,,,,
211,PT09M09.00S,2022-11-03T00:44:45.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,33,28,2022-11-03T00:44:51Z,2100000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Left Corner 3,24+ Left,,,210.0,,,,,,,,,,,,,,,,,
213,PT09M02.00S,2022-11-03T00:45:09.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",201572,5.469776609724048,48.529411764705884,1610612749,35,28,2022-11-03T00:45:13Z,2120000,7.0,-1.0,1,left,B. Lopez alley-oop DUNK (7 PTS) (G. Antetokounmpo 2 AST),"[201572, 203507]",1610612749.0,MIL,alley-oop,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,0.75,Made,,,,,7.0,,,,,,,,,G. Antetokounmpo,203507.0,2.0,,
215,PT08M55.00S,2022-11-03T00:45:17.9Z,2,REGULAR,foul,personal,[],1630699,,,1610612765,35,28,2022-11-03T00:45:41Z,2140000,,,0,,M. Beauchamp personal FOUL (2 PF),"[1630699, 1630180]",1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Mid-Range,16-24 Left Center,,,,,,,,2003.0,2.0,0.0,Bey,1630180.0,,,,,,,,
217,PT08M55.00S,2022-11-03T00:45:29.0Z,2,REGULAR,substitution,out,[],203507,,,1610612765,35,28,2022-11-03T00:45:34Z,2160000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M55.00S,2022-11-03T00:45:29.0Z,2,REGULAR,substitution,in,[],1626171,,,1610612765,35,28,2022-11-03T00:45:34Z,2170000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M49.00S,2022-11-03T00:45:48.4Z,2,REGULAR,3pt,Jump Shot,[],1630180,67.36202365308804,41.17647058823529,1610612765,35,31,2022-11-03T00:45:55Z,2180000,-44.0,254.0,1,right,S. Bey 25' 3PT step back (7 PTS) (K. Hayes 1 AST),"[1630180, 1630165]",1610612765.0,DET,step back,,,Bey,S. Bey,,,,,Above the Break 3,24+ Center,25.81,Made,,,,,7.0,,,,,,,,,K. Hayes,1630165.0,1.0,,
221,PT08M40.00S,2022-11-03T00:45:59.2Z,2,REGULAR,foul,personal,[],1630165,,,1610612749,35,31,2022-11-03T00:46:08Z,2200000,,,0,,K. Hayes personal FOUL (1 PF),"[1630165, 201950]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Center,,,,,,,,203591.0,1.0,0.0,Holiday,201950.0,,,,,,,,
223,PT08M40.00S,2022-11-03T00:46:07.9Z,2,REGULAR,substitution,out,[],203457,,,1610612749,35,31,2022-11-03T00:46:12Z,2220000,,,0,,SUB out: N. Noel,[203457],1610612765.0,DET,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M40.00S,2022-11-03T00:46:07.9Z,2,REGULAR,substitution,in,[],1630191,,,1610612749,35,31,2022-11-03T00:46:12Z,2230000,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M24.00S,2022-11-03T00:46:54.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201950,9.674770039421814,56.61764705882353,1610612749,35,31,2022-11-03T00:47:00Z,2250000,-33.0,38.0,1,left,MISS J. Holiday driving finger roll Layup,[201950],1610612749.0,MIL,driving finger roll,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,5.07,Missed,,,,,,,,,,,,,,,,,,
227,PT08M21.00S,2022-11-03T00:46:57.4Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,35,31,2022-11-03T00:47:00Z,2260000,,,0,,I. Stewart REBOUND (Off:0 Def:4),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,226.0,4.0,4.0,0.0,,,,,,,,,,,,,,
228,PT08M19.00S,2022-11-03T00:47:01.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630180,93.38042049934296,47.05882352941176,1610612765,35,31,2022-11-03T00:48:51Z,2270000,-15.0,10.0,1,right,MISS S. Bey running Layup,[1630180],1610612765.0,DET,running,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,,,,,,
229,PT08M17.00S,2022-11-03T00:47:03.2Z,2,REGULAR,rebound,defensive,[],1630699,,,1610612749,35,31,2022-11-03T00:50:04Z,2280000,,,0,,M. Beauchamp REBOUND (Off:0 Def:2),[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Restricted Area,0-8 Center,,,228.0,2.0,2.0,0.0,,,,,,,,,,,,,,
230,PT08M06.00S,2022-11-03T00:47:12.6Z,2,REGULAR,3pt,Jump Shot,[],1626171,25.837713534822605,82.1078431372549,1610612749,35,31,2022-11-03T00:47:19Z,2290000,-161.0,190.0,1,left,MISS B. Portis 24' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,24.9,Missed,,,,,,,,,,,,,,,,,,
231,PT08M00.00S,2022-11-03T00:47:17.4Z,2,REGULAR,rebound,offensive,[],1630699,,,1610612749,35,31,2022-11-03T00:47:17Z,2300000,,,0,,M. Beauchamp REBOUND (Off:1 Def:2),[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Above the Break 3,24+ Left Center,,,230.0,3.0,2.0,1.0,,,,,,,,,,,,,,
232,PT07M59.00S,2022-11-03T00:47:18.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628960,23.078186596583443,7.8431372549019605,1610612749,35,31,2022-11-03T00:47:25Z,2310000,211.0,164.0,1,left,MISS G. Allen 26' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,26.73,Missed,,,,,,,,,,,,,,,,,,
233,PT07M55.00S,2022-11-03T00:47:22.8Z,2,REGULAR,rebound,defensive,[],1630587,,,1610612765,35,31,2022-11-03T00:47:25Z,2320000,,,0,,I. Livers REBOUND (Off:0 Def:2),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Above the Break 3,24+ Right Center,,,232.0,2.0,2.0,0.0,,,,,,,,,,,,,,
234,PT07M50.00S,2022-11-03T00:47:27.9Z,2,REGULAR,3pt,Jump Shot,[],1630587,77.21747700394218,8.57843137254902,1610612765,35,31,2022-11-03T00:47:36Z,2330000,-207.0,162.0,1,right,MISS I. Livers 26' 3PT,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Above the Break 3,24+ Left Center,26.27,Missed,,,,,,,,,,,,,,,,,,
235,PT07M45.00S,2022-11-03T00:47:32.9Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,35,31,2022-11-03T00:47:36Z,2340000,,,0,,B. Portis REBOUND (Off:0 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,,,234.0,4.0,4.0,0.0,,,,,,,,,,,,,,
236,PT07M37.00S,2022-11-03T00:47:40.4Z,2,REGULAR,3pt,Jump Shot,[],1628960,4.155716162943495,4.166666666666666,1610612749,35,31,2022-11-03T00:47:52Z,2350000,229.0,-13.0,1,left,MISS G. Allen 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Right Corner 3,24+ Right,22.96,Missed,,,,,,,,,,,,,,,,,,
237,PT07M33.00S,2022-11-03T00:47:44.4Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612765,35,31,2022-11-03T00:47:52Z,2360000,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,Right Corner 3,24+ Right,,,236.0,1.0,1.0,0.0,,,,,,,,,,,,,,
238,PT07M31.00S,2022-11-03T00:47:47.1Z,2,REGULAR,turnover,lost ball,[],1630180,,,1610612765,35,31,2022-11-03T00:47:58Z,2370000,,,0,,S. Bey lost ball TURNOVER (2 TO),"[1630180, 1630699]",1610612765.0,DET,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,2.0,Beauchamp,1630699.0,,,,,
239,PT07M31.00S,2022-11-03T00:47:47.1Z,2,REGULAR,steal,,[],1630699,,,1610612749,35,31,2022-11-03T00:47:49Z,2380000,,,0,,M. Beauchamp STEAL (1 STL),[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
240,PT07M30.00S,2022-11-03T00:47:52.3Z,2,REGULAR,foul,personal,['2freethrow'],1630191,,,1610612749,35,31,2022-11-03T00:48:05Z,2390000,,,0,,I. Stewart shooting personal FOUL (1 PF) (Beauchamp 2 FT),"[1630191, 1630699]",1610612765.0,DET,shooting,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1626302.0,1.0,0.0,Beauchamp,1630699.0,,,,,,,,
242,PT07M30.00S,2022-11-03T00:48:21.3Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630699,,,1610612749,36,31,2022-11-03T00:48:21Z,2410000,,,0,,M. Beauchamp Free Throw 1 of 2 (1 PTS),[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
243,PT07M30.00S,2022-11-03T00:48:37.7Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630699,,,1610612749,37,31,2022-11-03T00:48:37Z,2420000,,,0,,M. Beauchamp Free Throw 2 of 2 (2 PTS),[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
244,PT07M16.00S,2022-11-03T00:48:55.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630595,90.62089356110381,56.127450980392155,1610612765,37,31,2022-11-03T00:49:02Z,2430000,31.0,36.0,1,right,MISS C. Cunningham driving bank Hook,[1630595],1610612765.0,DET,driving bank,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,4.7,Missed,,,,,,,,,,,,,,,,,,
245,PT07M13.00S,2022-11-03T00:48:58.6Z,2,REGULAR,rebound,defensive,[],1630699,,,1610612749,37,31,2022-11-03T00:49:02Z,2440000,,,0,,M. Beauchamp REBOUND (Off:1 Def:3),[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,In The Paint (Non-RA),0-8 Center,,,244.0,4.0,3.0,1.0,,,,,,,,,,,,,,
246,PT07M07.00S,2022-11-03T00:49:04.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,8.360709592641262,44.36274509803921,1610612749,39,31,2022-11-03T00:55:45Z,2450000,28.0,26.0,1,left,J. Holiday floating Jump Shot (8 PTS),[201950],1610612749.0,MIL,floating,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,3.84,Made,,,,,8.0,,,,,,,,,,,,,
247,PT07M00.00S,2022-11-03T00:49:16.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,39,31,2022-11-03T00:49:16Z,2460000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M00.00S,2022-11-03T00:51:23.9Z,2,REGULAR,substitution,out,[],1628960,,,1610612765,39,31,2022-11-03T00:51:49Z,2470000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M00.00S,2022-11-03T00:51:23.9Z,2,REGULAR,substitution,out,[],1630165,,,1610612765,39,31,2022-11-03T00:51:49Z,2480000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M00.00S,2022-11-03T00:51:23.9Z,2,REGULAR,substitution,in,[],1628975,,,1610612765,39,31,2022-11-03T00:51:49Z,2490000,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
