actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
22,PT09M58.00S,2023-02-26T18:13:31.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628470,7.30946123521682,4.166666666666666,1610612756,4,5,2023-02-26T18:13:36Z,220000,False,229.0,16.0,1,left,T. Craig 3PT  (3 PTS) (D. Booker 1 AST),"[1628470, 1626164]",1610612756.0,PHX,,,,Craig,T. Craig,,,,,Right Corner 3,24+ Right,22.98,Made,3.0,D. Booker,1626164.0,1.0,,,,,,,,,,,,,,
24,PT09M47.00S,2023-02-26T18:13:44.9Z,1,REGULAR,turnover,out-of-bounds,[],1626171,,,1610612749,4,5,2023-02-26T18:13:52Z,240000,False,,,0,,B. Portis bad pass out-of-bounds TURNOVER (1 TO),[1626171],1610612749.0,MIL,bad pass,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1626300.0,1.0,,,,,,,,
25,PT09M34.00S,2023-02-26T18:14:04.7Z,1,REGULAR,turnover,bad pass,[],101108,,,1610612756,4,5,2023-02-26T18:14:09Z,250000,False,,,0,,C. Paul bad pass TURNOVER (1 TO),"[101108, 1628960]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,1.0,Allen,1628960.0,,,,,,
26,PT09M34.00S,2023-02-26T18:14:04.7Z,1,REGULAR,steal,,[],1628960,,,1610612749,4,5,2023-02-26T18:14:07Z,260000,False,,,0,,G. Allen STEAL (1 STL),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
28,PT09M15.00S,2023-02-26T18:14:42.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628960,91.93495400788436,49.50980392156863,1610612749,4,5,2023-02-26T18:14:48Z,280000,False,-2.0,23.0,1,right,MISS G. Allen driving Layup - blocked,"[1628960, 1629028]",1610612749.0,MIL,driving,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,2.34,Missed,,,,,,,,,,,,,Ayton,1629028.0,,,,
29,PT09M15.00S,2023-02-26T18:14:42.9Z,1,REGULAR,block,,[],1629028,,,1610612749,4,5,2023-02-26T18:14:46Z,290000,False,,,0,,D. Ayton BLOCK (1 BLK),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
30,PT09M15.00S,2023-02-26T18:14:42.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,4,5,2023-02-26T18:14:48Z,300000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,28.0,,,,,,,,,,,,,
32,PT09M04.00S,2023-02-26T18:15:00.5Z,1,REGULAR,2pt,Jump Shot,[],1629028,19.530223390275953,65.93137254901961,1610612756,4,7,2023-02-26T18:15:05Z,320000,False,-80.0,131.0,1,left,D. Ayton 15' Jump Shot (4 PTS) (D. Booker 2 AST),"[1629028, 1626164]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Left,15.34,Made,4.0,D. Booker,1626164.0,2.0,,,,,,,,,,,,,,
34,PT08M46.00S,2023-02-26T18:15:17.9Z,1,REGULAR,2pt,Jump Shot,[],201950,90.75229960578186,27.941176470588236,1610612749,6,7,2023-02-26T18:15:22Z,340000,False,-110.0,34.0,1,right,J. Holiday 11' turnaround fadeaway Jump Shot (2 PTS),[201950],1610612749.0,MIL,turnaround fadeaway,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Left,11.55,Made,2.0,,,,,,,,,,,,,,,,,
35,PT08M27.00S,2023-02-26T18:15:37.6Z,1,REGULAR,2pt,Jump Shot,[],1626164,7.835085413929041,72.05882352941177,1610612756,6,7,2023-02-26T18:15:45Z,350000,False,-110.0,21.0,1,left,MISS D. Booker 11' fadeaway Shot,[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,Mid-Range,8-16 Left,11.23,Missed,,,,,,,,,,,,,,,,,,
36,PT08M25.00S,2023-02-26T18:15:39.6Z,1,REGULAR,rebound,offensive,[],1628470,,,1610612756,6,7,2023-02-26T18:15:39Z,360000,False,,,0,,T. Craig REBOUND (Off:1 Def:1),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Mid-Range,8-16 Left,,,,,,,35.0,2.0,1.0,1.0,,,,,,,,,,
37,PT08M22.00S,2023-02-26T18:15:42.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626164,12.959921156373195,96.07843137254902,1610612756,6,7,2023-02-26T18:15:47Z,370000,False,-230.0,69.0,1,left,MISS D. Booker 24' 3PT,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Left Corner 3,24+ Left,24.06,Missed,,,,,,,,,,,,,,,,,,
38,PT08M22.00S,2023-02-26T18:15:42.4Z,1,REGULAR,rebound,defensive,[],201950,,,1610612749,6,7,2023-02-26T18:15:47Z,380000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Left Corner 3,24+ Left,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,
39,PT08M17.00S,2023-02-26T18:15:54.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628960,69.72733245729303,72.54901960784314,1610612749,9,7,2023-02-26T18:17:24Z,390000,False,113.0,232.0,1,right,G. Allen 25' 3PT running pullup (3 PTS) (J. Holiday 2 AST),"[1628960, 201950]",1610612749.0,MIL,running pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,25.8,Made,3.0,J. Holiday,201950.0,2.0,,,,,,,,,,,,,,
41,PT08M17.00S,2023-02-26T18:16:02.8Z,1,REGULAR,foul,personal,[],1626171,,,1610612756,9,7,2023-02-26T18:23:37Z,410000,False,,,0,,B. Portis loose ball personal FOUL (1 PF),"[1626171, 101108]",1610612749.0,MIL,loose ball,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203591.0,,,,,,1.0,0.0,Paul,101108.0
43,PT08M06.00S,2023-02-26T18:16:16.9Z,1,REGULAR,3pt,Jump Shot,[],1629006,25.837713534822605,13.480392156862745,1610612756,9,10,2023-02-26T18:18:00Z,430000,False,183.0,190.0,1,left,J. Okogie 26' 3PT pullup (3 PTS),[1629006],1610612756.0,PHX,pullup,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Right Center,26.38,Made,3.0,,,,,,,,,,,,,,,,,
44,PT07M51.00S,2023-02-26T18:16:31.2Z,1,REGULAR,3pt,Jump Shot,[],1628975,67.88764783180025,64.95098039215686,1610612749,9,10,2023-02-26T18:18:23Z,440000,False,75.0,249.0,1,right,MISS J. Carter 26' pullup 3PT,[1628975],1610612749.0,MIL,pullup,,,Carter,J. Carter,,,,,Above the Break 3,24+ Center,26.04,Missed,,,,,,,,,,,,,,,,,,
45,PT07M48.00S,2023-02-26T18:16:34.2Z,1,REGULAR,rebound,defensive,[],1629006,,,1610612756,9,10,2023-02-26T18:16:34Z,450000,False,,,0,,J. Okogie REBOUND (Off:1 Def:1),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Center,,,,,,,44.0,2.0,1.0,1.0,,,,,,,,,,
46,PT07M44.00S,2023-02-26T18:16:38.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626164,8.623521681997373,60.049019607843135,1610612756,9,10,2023-02-26T18:16:43Z,460000,False,-50.0,29.0,1,left,MISS D. Booker running Layup - blocked,"[1626164, 201572]",1610612756.0,PHX,running,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,5.78,Missed,,,,,,,,,,,,,Lopez,201572.0,,,,
47,PT07M44.00S,2023-02-26T18:16:38.4Z,1,REGULAR,block,,[],201572,,,1610612756,9,10,2023-02-26T18:16:41Z,470000,False,,,0,,B. Lopez BLOCK (1 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
48,PT07M41.00S,2023-02-26T18:16:41.4Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,9,10,2023-02-26T18:16:43Z,480000,False,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,46.0,2.0,2.0,0.0,,,,,,,,,,
49,PT07M39.00S,2023-02-26T18:16:44.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628975,67.88764783180025,67.64705882352942,1610612749,9,10,2023-02-26T18:16:51Z,490000,False,88.0,249.0,1,right,MISS J. Carter 26' running pullup 3PT,[1628975],1610612749.0,MIL,running pullup,,,Carter,J. Carter,,,,,Above the Break 3,24+ Right Center,26.45,Missed,,,,,,,,,,,,,,,,,,
50,PT07M39.00S,2023-02-26T18:16:44.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,9,10,2023-02-26T18:16:51Z,500000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,49.0,,,,,,,,,,,,,
53,PT07M38.00S,2023-02-26T18:17:07.8Z,1,REGULAR,turnover,bad pass,[],101108,,,1610612756,9,10,2023-02-26T18:45:07Z,530000,False,,,0,,C. Paul bad pass TURNOVER (2 TO),"[101108, 1628975]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,2.0,Carter,1628975.0,,,,,,
54,PT07M38.00S,2023-02-26T18:17:07.8Z,1,REGULAR,steal,,[],1628975,,,1610612749,9,10,2023-02-26T18:17:12Z,540000,False,,,0,,J. Carter STEAL (1 STL),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
55,PT07M37.00S,2023-02-26T18:17:14.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628975,93.51182654402102,50.0,1610612749,11,10,2023-02-26T18:45:30Z,550000,False,0.0,8.0,1,right,J. Carter Layup (2 PTS),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,Restricted Area,0-8 Center,0.85,Made,2.0,,,,,,,,,,,,,,,,,
56,PT07M18.00S,2023-02-26T18:17:28.4Z,1,REGULAR,foul,personal,['2freethrow'],1628960,,,1610612756,11,10,2023-02-26T18:17:47Z,560000,False,,,0,,G. Allen shooting personal FOUL (1 PF) (Okogie 2 FT),"[1628960, 1629006]",1610612749.0,MIL,shooting,,,Allen,G. Allen,,,,,Mid-Range,8-16 Right,,,,,,,,,,,202058.0,,,,,,1.0,0.0,Okogie,1629006.0
58,PT07M18.00S,2023-02-26T18:17:52.7Z,1,REGULAR,freethrow,1 of 2,[],1629006,,,1610612756,11,11,2023-02-26T18:17:52Z,580000,False,,,0,,J. Okogie Free Throw 1 of 2 (4 PTS),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
59,PT07M18.00S,2023-02-26T18:17:53.6Z,1,REGULAR,substitution,out,[],1628975,,,1610612756,11,11,2023-02-26T18:18:01Z,590000,False,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M18.00S,2023-02-26T18:17:53.6Z,1,REGULAR,substitution,out,[],1626171,,,1610612756,11,11,2023-02-26T18:18:01Z,600000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M18.00S,2023-02-26T18:17:53.6Z,1,REGULAR,substitution,in,[],203109,,,1610612756,11,11,2023-02-26T18:18:01Z,610000,False,,,0,,SUB in: J. Crowder,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M18.00S,2023-02-26T18:17:53.6Z,1,REGULAR,substitution,in,[],204060,,,1610612756,11,11,2023-02-26T18:18:01Z,620000,False,,,0,,SUB in: J. Ingles,[204060],1610612749.0,MIL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M18.00S,2023-02-26T18:18:15.1Z,1,REGULAR,freethrow,2 of 2,[],1629006,,,1610612756,11,12,2023-02-26T18:18:15Z,630000,False,,,0,,J. Okogie Free Throw 2 of 2 (5 PTS),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
64,PT07M04.00S,2023-02-26T18:18:29.4Z,1,REGULAR,3pt,Jump Shot,[],1628960,72.35545335085413,14.460784313725492,1610612749,11,12,2023-02-26T18:18:34Z,640000,False,-178.0,207.0,1,right,MISS G. Allen 27' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,27.31,Missed,,,,,,,,,,,,,,,,,,
65,PT07M00.00S,2023-02-26T18:18:33.4Z,1,REGULAR,rebound,defensive,[],1628470,,,1610612756,11,12,2023-02-26T18:18:34Z,650000,False,,,0,,T. Craig REBOUND (Off:1 Def:2),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Left Center,,,,,,,64.0,3.0,2.0,1.0,,,,,,,,,,
66,PT06M52.00S,2023-02-26T18:18:41.7Z,1,REGULAR,2pt,Jump Shot,[],101108,20.71287779237845,39.705882352941174,1610612756,11,12,2023-02-26T18:18:54Z,660000,False,51.0,142.0,1,left,MISS C. Paul 15' pullup Shot - blocked,"[101108, 204060]",1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,Mid-Range,8-16 Center,15.12,Missed,,,,,,,,,,,,,Ingles,204060.0,,,,
67,PT06M52.00S,2023-02-26T18:18:41.7Z,1,REGULAR,block,,[],204060,,,1610612756,11,12,2023-02-26T18:18:45Z,670000,False,,,0,,J. Ingles BLOCK (1 BLK),[204060],1610612749.0,MIL,,,,Ingles,J. Ingles,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
68,PT06M52.00S,2023-02-26T18:18:41.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,11,12,2023-02-26T18:18:47Z,680000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Mid-Range,8-16 Center,,,,,,,66.0,,,,,,,,,,,,,
70,PT06M52.00S,2023-02-26T18:18:54.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,11,12,2023-02-26T18:18:54Z,700000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M43.00S,2023-02-26T18:22:32.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629028,19.793035479632064,66.42156862745098,1610612756,11,12,2023-02-26T18:22:39Z,710000,False,-82.0,134.0,1,left,MISS D. Ayton 15' Jump Shot,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Left,15.68,Missed,,,,,,,,,,,,,,,,,,
72,PT06M40.00S,2023-02-26T18:22:35.3Z,1,REGULAR,rebound,offensive,[],1628470,,,1610612756,11,12,2023-02-26T18:22:35Z,720000,False,,,0,,T. Craig REBOUND (Off:2 Def:2),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Mid-Range,8-16 Left,,,,,,,71.0,4.0,2.0,2.0,,,,,,,,,,
73,PT06M31.00S,2023-02-26T18:22:46.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628470,10.5946123521682,52.20588235294118,1610612756,11,12,2023-02-26T18:22:57Z,730000,False,-11.0,47.0,1,left,MISS T. Craig cutting Layup - blocked,"[1628470, 201572]",1610612756.0,PHX,cutting,,,Craig,T. Craig,,,,,In The Paint (Non-RA),0-8 Center,4.84,Missed,,,,,,,,,,,,,Lopez,201572.0,,,,
74,PT06M31.00S,2023-02-26T18:22:46.3Z,1,REGULAR,block,,[],201572,,,1610612756,11,12,2023-02-26T18:22:50Z,740000,False,,,0,,B. Lopez BLOCK (2 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
75,PT06M31.00S,2023-02-26T18:22:46.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,11,12,2023-02-26T18:22:57Z,750000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,73.0,,,,,,,,,,,,,
76,PT06M28.00S,2023-02-26T18:23:20.7Z,1,REGULAR,jumpball,recovered,[],203109,,,1610612749,11,12,2023-02-26T18:23:20Z,760000,False,,,0,,Jump Ball B. Lopez vs. T. Craig: Tip to J. Crowder,"[203109, 201572, 1628470]",1610612749.0,MIL,heldball,J. Crowder,203109.0,Crowder,J. Crowder,Lopez,201572.0,Craig,1628470.0,,,,,,,,,,,,,,,,,,,,,,
79,PT06M15.00S,2023-02-26T18:23:33.1Z,1,REGULAR,3pt,Jump Shot,[],204060,67.36202365308804,70.09803921568627,1610612749,14,12,2023-02-26T18:23:37Z,790000,False,100.0,254.0,1,right,J. Ingles 27' 3PT pullup (3 PTS),[204060],1610612749.0,MIL,pullup,,,Ingles,J. Ingles,,,,,Above the Break 3,24+ Right Center,27.34,Made,3.0,,,,,,,,,,,,,,,,,
80,PT06M08.00S,2023-02-26T18:23:44.6Z,1,REGULAR,foul,personal,[],204060,,,1610612756,14,12,2023-02-26T18:23:50Z,800000,False,,,0,,J. Ingles personal FOUL (1 PF),"[204060, 101108]",1610612749.0,MIL,,,,Ingles,J. Ingles,,,,,Mid-Range,16-24 Right,,,,,,,,,,,203591.0,,,,,,1.0,0.0,Paul,101108.0
82,PT06M08.00S,2023-02-26T18:23:52.9Z,1,REGULAR,substitution,out,[],1628470,,,1610612756,14,12,2023-02-26T18:23:58Z,820000,False,,,0,,SUB out: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M08.00S,2023-02-26T18:23:52.9Z,1,REGULAR,substitution,in,[],203082,,,1610612756,14,12,2023-02-26T18:23:58Z,830000,False,,,0,,SUB in: T. Ross,[203082],1610612756.0,PHX,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M52.00S,2023-02-26T18:24:30.7Z,1,REGULAR,turnover,lost ball,[],1629006,,,1610612756,14,12,2023-02-26T18:24:39Z,850000,False,,,0,,J. Okogie lost ball TURNOVER (1 TO),"[1629006, 203109]",1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1.0,Crowder,203109.0,,,,,,
86,PT05M52.00S,2023-02-26T18:24:30.7Z,1,REGULAR,steal,,[],203109,,,1610612749,14,12,2023-02-26T18:24:33Z,860000,False,,,0,,J. Crowder STEAL (1 STL),[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
87,PT05M44.00S,2023-02-26T18:24:39.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201572,67.09921156373193,69.85294117647058,1610612749,14,12,2023-02-26T18:24:44Z,870000,False,99.0,257.0,1,right,MISS B. Lopez 27' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,27.53,Missed,,,,,,,,,,,,,,,,,,
88,PT05M41.00S,2023-02-26T18:24:42.0Z,1,REGULAR,rebound,defensive,[],101108,,,1610612756,14,12,2023-02-26T18:24:44Z,880000,False,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Right Center,,,,,,,87.0,1.0,1.0,0.0,,,,,,,,,,
89,PT05M37.00S,2023-02-26T18:24:46.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],101108,30.699737187910642,67.40196078431373,1610612756,14,12,2023-02-26T18:24:54Z,890000,False,-87.0,236.0,1,left,MISS C. Paul 25' running 3PT,[101108],1610612756.0,PHX,running,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,25.16,Missed,,,,,,,,,,,,,,,,,,
