actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
18,PT10M45.00S,2023-02-01T01:11:58.8Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,2,5,2023-02-01T01:12:00Z,170000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,17.0,,,,,1.0,1.0,0.0,,,,,,,,,,
19,PT10M37.00S,2023-02-01T01:12:06.1Z,1,REGULAR,3pt,Jump Shot,[],1630163,74.58935611038108,8.57843137254902,1610612766,2,5,2023-02-01T01:14:21Z,180000,False,-207.0,186.0,1,right,MISS L. Ball 27' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,27.86,Missed,,,,,,,,,,,,,,,,,,
20,PT10M34.00S,2023-02-01T01:12:09.1Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,2,5,2023-02-01T01:12:17Z,190000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,19.0,,,,,1.0,1.0,0.0,,,,,,,,,,
21,PT10M28.00S,2023-02-01T01:12:14.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626192,8.360709592641262,49.50980392156863,1610612749,2,5,2023-02-01T01:12:22Z,200000,False,2.0,26.0,1,left,MISS P. Connaughton Jump Shot - blocked,"[1626192, 203486]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Restricted Area,0-8 Center,2.62,Missed,,,,,,,,,Plumlee,203486.0,,,,,,,,
22,PT10M28.00S,2023-02-01T01:12:14.7Z,1,REGULAR,block,,[],203486,,,1610612749,2,5,2023-02-01T01:12:17Z,210000,False,,,0,,M. Plumlee BLOCK (1 BLK),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
23,PT10M28.00S,2023-02-01T01:12:14.7Z,1,REGULAR,rebound,offensive,[],1626192,,,1610612749,2,5,2023-02-01T01:12:22Z,220000,False,,,0,,P. Connaughton REBOUND (Off:1 Def:0),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Restricted Area,0-8 Center,,,21.0,,,,,1.0,0.0,1.0,,,,,,,,,,
24,PT10M23.00S,2023-02-01T01:12:19.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626192,5.469776609724048,52.94117647058824,1610612749,4,5,2023-02-01T01:12:25Z,230000,False,-15.0,-1.0,1,left,P. Connaughton tip Layup (2 PTS),[1626192],1610612749.0,MIL,tip,,,Connaughton,P. Connaughton,,,,,Restricted Area,0-8 Center,1.47,Made,,2.0,,,,,,,,,,,,,,,,
25,PT10M15.00S,2023-02-01T01:12:26.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203486,92.06636005256242,52.450980392156865,1610612766,4,7,2023-02-01T05:01:02Z,240000,False,12.0,22.0,1,right,M. Plumlee driving Layup (2 PTS) (L. Ball 3 AST),"[203486, 1630163]",1610612766.0,CHA,driving,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,2.53,Made,,2.0,L. Ball,1630163.0,3.0,,,,,,,,,,,,,
26,PT10M07.00S,2023-02-01T01:12:35.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,7.703679369250986,45.34313725490196,1610612749,4,7,2023-02-01T01:12:40Z,250000,False,23.0,20.0,1,left,MISS J. Holiday driving Layup,[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,3.06,Missed,,,,,,,,,,,,,,,,,,
27,PT10M03.00S,2023-02-01T01:12:39.8Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,4,7,2023-02-01T01:12:39Z,260000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,26.0,,,,,2.0,1.0,1.0,,,,,,,,,,
28,PT10M03.00S,2023-02-01T01:12:39.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203507,5.590000152587891,50.0,1610612749,6,7,2023-02-01T01:12:39Z,270000,False,0.0,0.0,1,left,G. Antetokounmpo putback DUNK (2 PTS),[203507],1610612749.0,MIL,putback,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,0.0,Made,,2.0,,,,,,,,,,,,,,,,
29,PT09M57.00S,2023-02-01T01:12:45.4Z,1,REGULAR,3pt,Jump Shot,[],1626179,87.59855453350855,3.1862745098039214,1610612766,6,7,2023-02-01T01:12:51Z,280000,False,-234.0,64.0,1,right,MISS T. Rozier 24' step back 3PT,[1626179],1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,Left Corner 3,24+ Left,24.27,Missed,,,,,,,,,,,,,,,,,,
30,PT09M54.00S,2023-02-01T01:12:48.4Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,6,7,2023-02-01T01:12:51Z,290000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Left Corner 3,24+ Left,,,29.0,,,,,3.0,2.0,1.0,,,,,,,,,,
31,PT09M48.00S,2023-02-01T01:12:59.3Z,1,REGULAR,foul,personal,[],1629023,,,1610612749,6,7,2023-02-01T01:13:06Z,300000,False,,,0,,P. Washington personal FOUL (1 PF),"[1629023, 203507]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1201.0,1.0,0.0,Antetokounmpo,203507.0,,,
33,PT09M37.00S,2023-02-01T01:13:25.2Z,1,REGULAR,3pt,Jump Shot,[],1628960,31.09395532194481,74.01960784313727,1610612749,9,7,2023-02-01T01:13:29Z,320000,False,-120.0,240.0,1,left,G. Allen 26' 3PT  (3 PTS) (P. Connaughton 1 AST),"[1628960, 1626192]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,26.82,Made,,3.0,P. Connaughton,1626192.0,1.0,,,,,,,,,,,,,
36,PT09M16.00S,2023-02-01T01:13:45.1Z,1,REGULAR,3pt,Jump Shot,[],1630163,82.07950065703022,93.38235294117648,1610612766,9,10,2023-02-01T01:13:50Z,340000,False,217.0,116.0,1,right,L. Ball 24' 3PT  (3 PTS) (M. Plumlee 1 AST),"[1630163, 203486]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,24.6,Made,,3.0,M. Plumlee,203486.0,1.0,,,,,,,,,,,,,
38,PT09M03.00S,2023-02-01T01:13:58.4Z,1,REGULAR,3pt,Jump Shot,[],201572,30.699737187910642,72.05882352941177,1610612749,9,10,2023-02-01T01:14:08Z,360000,False,-110.0,236.0,1,left,MISS B. Lopez 26' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,26.06,Missed,,,,,,,,,,,,,,,,,,
39,PT09M01.00S,2023-02-01T01:14:00.4Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,9,10,2023-02-01T01:14:08Z,370000,False,,,0,,L. Ball REBOUND (Off:0 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,38.0,,,,,2.0,2.0,0.0,,,,,,,,,,
40,PT08M57.00S,2023-02-01T01:14:04.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626179,91.93495400788436,3.431372549019608,1610612766,9,10,2023-02-01T01:14:12Z,380000,False,-233.0,23.0,1,right,MISS T. Rozier running 3PT,[1626179],1610612766.0,CHA,running,,,Rozier,T. Rozier,,,,,Left Corner 3,24+ Left,23.4,Missed,,,,,,,,,,,,,,,,,,
41,PT08M54.00S,2023-02-01T01:14:07.8Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,9,10,2023-02-01T01:14:12Z,390000,False,,,0,,P. Connaughton REBOUND (Off:1 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Left Corner 3,24+ Left,,,40.0,,,,,2.0,1.0,1.0,,,,,,,,,,
42,PT08M49.00S,2023-02-01T01:14:12.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628960,28.465834428383708,21.07843137254902,1610612749,9,10,2023-02-01T01:14:18Z,400000,False,145.0,215.0,1,left,MISS G. Allen 25' running 3PT,[1628960],1610612749.0,MIL,running,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,25.92,Missed,,,,,,,,,,,,,,,,,,
43,PT08M46.00S,2023-02-01T01:14:15.9Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,9,10,2023-02-01T01:14:18Z,410000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Right Center,,,42.0,,,,,1.0,1.0,0.0,,,,,,,,,,
44,PT08M40.00S,2023-02-01T01:14:20.9Z,1,REGULAR,2pt,Jump Shot,[],1630163,79.05716162943496,34.068627450980394,1610612766,9,10,2023-02-01T01:14:30Z,420000,False,-80.0,144.0,1,right,MISS L. Ball 16' pullup Shot,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Mid-Range,16-24 Left Center,16.49,Missed,,,,,,,,,,,,,,,,,,
45,PT08M32.00S,2023-02-01T01:14:28.9Z,1,REGULAR,rebound,offensive,[],1630163,,,1610612766,9,10,2023-02-01T01:14:30Z,430000,False,,,0,,L. Ball REBOUND (Off:1 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,16-24 Left Center,,,44.0,,,,,3.0,2.0,1.0,,,,,,,,,,
46,PT08M32.00S,2023-02-01T01:14:29.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630163,94.40999984741211,50.0,1610612766,9,12,2023-02-01T01:14:29Z,440000,False,0.0,0.0,1,right,L. Ball tip Layup (5 PTS),[1630163],1610612766.0,CHA,tip,,,Ball,L. Ball,,,,,Mid-Range,8-16 Left,0.0,Made,,5.0,,,,,,,,,,,,,,,,
47,PT08M24.00S,2023-02-01T01:14:37.1Z,1,REGULAR,3pt,Jump Shot,[],1626192,10.5946123521682,96.32352941176471,1610612749,9,12,2023-02-01T01:14:42Z,450000,False,-232.0,47.0,1,left,MISS P. Connaughton 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Left Corner 3,24+ Left,23.63,Missed,,,,,,,,,,,,,,,,,,
48,PT08M21.00S,2023-02-01T01:14:40.1Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,9,12,2023-02-01T01:14:42Z,460000,False,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Left Corner 3,24+ Left,,,47.0,,,,,1.0,1.0,0.0,,,,,,,,,,
49,PT08M12.00S,2023-02-01T01:14:49.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203486,90.88370565045992,53.92156862745098,1610612766,9,12,2023-02-01T01:14:55Z,470000,False,20.0,33.0,1,right,MISS M. Plumlee Layup - blocked,"[203486, 201572]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,3.86,Missed,,,,,,,,,Lopez,201572.0,,,,,,,,
50,PT08M12.00S,2023-02-01T01:14:49.5Z,1,REGULAR,block,,[],201572,,,1610612766,9,12,2023-02-01T01:14:52Z,480000,False,,,0,,B. Lopez BLOCK (1 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
51,PT08M08.00S,2023-02-01T01:14:53.5Z,1,REGULAR,rebound,offensive,[],202330,,,1610612766,9,12,2023-02-01T01:14:55Z,490000,False,,,0,,G. Hayward REBOUND (Off:1 Def:0),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,,,49.0,,,,,1.0,0.0,1.0,,,,,,,,,,
52,PT08M07.00S,2023-02-01T01:14:55.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629023,93.24901445466492,3.9215686274509802,1610612766,9,12,2023-02-01T01:15:07Z,500000,False,-230.0,11.0,1,right,MISS P. Washington 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,23.07,Missed,,,,,,,,,,,,,,,,,,
53,PT08M03.00S,2023-02-01T01:14:59.2Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612749,9,12,2023-02-01T01:15:07Z,510000,False,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Left Corner 3,24+ Left,,,52.0,,,,,1.0,1.0,0.0,,,,,,,,,,
54,PT07M56.00S,2023-02-01T01:15:04.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,7.30946123521682,50.49019607843137,1610612749,11,12,2023-02-01T01:15:11Z,520000,False,-2.0,16.0,1,left,G. Antetokounmpo Layup (4 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.64,Made,,4.0,,,,,,,,,,,,,,,,
55,PT07M42.00S,2023-02-01T01:15:18.8Z,1,REGULAR,3pt,Jump Shot,[],1630163,69.99014454664915,81.37254901960785,1610612766,11,12,2023-02-01T01:15:25Z,530000,False,157.0,230.0,1,right,MISS L. Ball 27' step back 3PT,[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,27.81,Missed,,,,,,,,,,,,,,,,,,
56,PT07M39.00S,2023-02-01T01:15:21.8Z,1,REGULAR,rebound,defensive,[],201950,,,1610612749,11,12,2023-02-01T01:15:25Z,540000,False,,,0,,J. Holiday REBOUND (Off:1 Def:1),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,55.0,,,,,2.0,1.0,1.0,,,,,,,,,,
57,PT07M37.00S,2023-02-01T01:15:23.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626192,7.440867279894875,51.470588235294116,1610612749,13,12,2023-02-01T01:15:30Z,550000,False,-7.0,17.0,1,left,P. Connaughton running reverse Layup (4 PTS) (J. Holiday 1 AST),"[1626192, 201950]",1610612749.0,MIL,running reverse,,,Connaughton,P. Connaughton,,,,,Restricted Area,0-8 Center,1.89,Made,,4.0,J. Holiday,201950.0,1.0,,,,,,,,,,,,,
59,PT07M28.00S,2023-02-01T01:15:33.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203486,82.07950065703022,38.970588235294116,1610612766,13,14,2023-02-01T01:15:39Z,570000,False,-55.0,116.0,1,right,M. Plumlee 12' Jump Shot (4 PTS) (L. Ball 4 AST),"[203486, 1630163]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Center,12.84,Made,,4.0,L. Ball,1630163.0,4.0,,,,,,,,,,,,,
61,PT07M10.00S,2023-02-01T01:15:51.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201572,16.507884362680684,42.8921568627451,1610612749,15,14,2023-02-01T01:15:56Z,590000,False,36.0,103.0,1,left,B. Lopez 10' Hook (2 PTS) (G. Antetokounmpo 1 AST),"[201572, 203507]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,10.87,Made,,2.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,,,,,,
63,PT06M55.00S,2023-02-01T01:16:06.2Z,1,REGULAR,2pt,Jump Shot,[],1626179,79.05716162943496,53.92156862745098,1610612766,15,14,2023-02-01T01:16:20Z,610000,False,20.0,144.0,1,right,MISS T. Rozier 14' pullup Shot,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Center,14.57,Missed,,,,,,,,,,,,,,,,,,
64,PT06M52.00S,2023-02-01T01:16:09.2Z,1,REGULAR,rebound,defensive,[],201950,,,1610612749,15,14,2023-02-01T01:16:20Z,620000,False,,,0,,J. Holiday REBOUND (Off:1 Def:2),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Center,,,63.0,,,,,3.0,2.0,1.0,,,,,,,,,,
65,PT06M42.00S,2023-02-01T01:16:18.7Z,1,REGULAR,3pt,Jump Shot,[],1626192,32.933639947437584,17.401960784313726,1610612749,15,14,2023-02-01T01:16:25Z,630000,False,163.0,257.0,1,left,MISS P. Connaughton 30' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Right Center,30.44,Missed,,,,,,,,,,,,,,,,,,
66,PT06M40.00S,2023-02-01T01:16:21.6Z,1,REGULAR,rebound,offensive,[],201950,,,1610612749,15,14,2023-02-01T01:16:21Z,640000,False,,,0,,J. Holiday REBOUND (Off:2 Def:2),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,65.0,,,,,4.0,2.0,2.0,,,,,,,,,,
67,PT06M37.00S,2023-02-01T01:16:24.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201950,7.30946123521682,49.50980392156863,1610612749,15,14,2023-02-01T01:28:35Z,650000,False,2.0,16.0,1,left,MISS J. Holiday reverse Layup,[201950],1610612749.0,MIL,reverse,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,1.64,Missed,,,,,,,,,,,,,,,,,,
68,PT06M33.00S,2023-02-01T01:16:28.4Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,15,14,2023-02-01T01:16:28Z,660000,False,,,0,,T. Rozier REBOUND (Off:0 Def:2),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,67.0,,,,,2.0,2.0,0.0,,,,,,,,,,
69,PT06M28.00S,2023-02-01T01:16:32.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,94.03745072273325,51.225490196078425,1610612766,15,16,2023-02-01T01:16:39Z,670000,False,6.0,4.0,1,right,M. Plumlee cutting DUNK (6 PTS) (P. Washington 1 AST),"[203486, 1629023]",1610612766.0,CHA,cutting,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,0.7,Made,,6.0,P. Washington,1629023.0,1.0,,,,,,,,,,,,,
71,PT06M15.00S,2023-02-01T01:16:46.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,8.229303547963205,42.40196078431372,1610612749,15,16,2023-02-01T01:29:54Z,690000,False,38.0,25.0,1,left,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,4.54,Missed,,,,,,,,,,,,,,,,,,
72,PT06M12.00S,2023-02-01T01:16:49.9Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,15,16,2023-02-01T01:17:07Z,700000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,71.0,,,,,2.0,2.0,0.0,,,,,,,,,,
73,PT06M10.00S,2023-02-01T01:16:52.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203486,92.32917214191852,49.754901960784316,1610612766,15,16,2023-02-01T01:18:16Z,710000,False,-1.0,20.0,1,right,MISS M. Plumlee running Layup - blocked,"[203486, 201572]",1610612766.0,CHA,running,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,1.96,Missed,,,,,,,,,Lopez,201572.0,,,,,,,,
74,PT06M10.00S,2023-02-01T01:16:52.9Z,1,REGULAR,block,,[],201572,,,1610612766,15,16,2023-02-01T01:16:56Z,720000,False,,,0,,B. Lopez BLOCK (2 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
75,PT06M10.00S,2023-02-01T01:16:52.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,15,16,2023-02-01T01:18:16Z,730000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,73.0,,,,,,,,,,,,,,,,,
77,PT06M10.00S,2023-02-01T01:17:04.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,15,16,2023-02-01T01:17:04Z,750000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M10.00S,2023-02-01T01:19:21.9Z,1,REGULAR,substitution,out,[],201572,,,1610612766,15,16,2023-02-01T01:20:01Z,760000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M10.00S,2023-02-01T01:19:21.9Z,1,REGULAR,substitution,out,[],1626192,,,1610612766,15,16,2023-02-01T01:20:01Z,770000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M10.00S,2023-02-01T01:19:21.9Z,1,REGULAR,substitution,out,[],202330,,,1610612766,15,16,2023-02-01T01:20:01Z,780000,False,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M10.00S,2023-02-01T01:19:21.9Z,1,REGULAR,substitution,in,[],204060,,,1610612766,15,16,2023-02-01T01:20:01Z,790000,False,,,0,,SUB in: J. Ingles,[204060],1610612749.0,MIL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
