actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
406,PT10M06.00S,2023-02-01T02:21:00.0Z,3,REGULAR,freethrow,1 of 1,[],1630163,,,1610612766,70,67,2023-02-01T02:21:00Z,4000000,False,,,0,,MISS L. Ball technical Free Throw 1 of 1,[1630163],1610612766.0,CHA,technical,,,Ball,L. Ball,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
407,PT10M06.00S,2023-02-01T02:21:00.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,70,67,2023-02-01T02:21:00Z,4010000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,406.0,,,,,,,,,,,,,,,,,
408,PT10M00.00S,2023-02-01T02:21:16.9Z,3,REGULAR,3pt,Jump Shot,[],1629023,30.042706964520367,76.9607843137255,1610612766,70,67,2023-02-01T02:21:22Z,4020000,False,-135.0,230.0,1,left,MISS P. Washington 26' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,26.65,Missed,,,,,,,,,,,,,,,,,,
409,PT09M56.00S,2023-02-01T02:21:20.9Z,3,REGULAR,rebound,defensive,[],201950,,,1610612749,70,67,2023-02-01T02:21:22Z,4030000,False,,,0,,J. Holiday REBOUND (Off:5 Def:6),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,408.0,,,,,11.0,6.0,5.0,,,,,,,,,,
410,PT09M49.00S,2023-02-01T02:21:27.9Z,3,REGULAR,turnover,bad pass,[],1628960,,,1610612749,70,67,2023-02-01T02:21:35Z,4040000,False,,,0,,G. Allen bad pass TURNOVER (2 TO),"[1628960, 1629023]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,2.0,Washington,1629023.0
411,PT09M49.00S,2023-02-01T02:21:27.9Z,3,REGULAR,steal,,[],1629023,,,1610612766,70,67,2023-02-01T02:21:30Z,4050000,False,,,0,,P. Washington STEAL (1 STL),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
412,PT09M39.00S,2023-02-01T02:21:41.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629023,8.229303547963205,5.147058823529411,1610612766,70,70,2023-02-01T02:25:16Z,4060000,False,224.0,25.0,1,left,P. Washington 3PT  (10 PTS) (M. Plumlee 3 AST),"[1629023, 203486]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Right Corner 3,24+ Right,22.57,Made,,10.0,M. Plumlee,203486.0,3.0,,,,,,,,,,,,,
415,PT09M21.00S,2023-02-01T02:21:58.1Z,3,REGULAR,3pt,Jump Shot,[],201572,67.62483574244416,69.11764705882352,1610612749,70,70,2023-02-01T02:26:32Z,4090000,False,96.0,252.0,1,right,MISS B. Lopez 26' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,26.93,Missed,,,,,,,,,,,,,,,,,,
416,PT09M19.00S,2023-02-01T02:22:00.1Z,3,REGULAR,rebound,offensive,[],1628960,,,1610612749,70,70,2023-02-01T02:26:32Z,4100000,False,,,0,,G. Allen REBOUND (Off:2 Def:1),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,,,415.0,,,,,3.0,1.0,2.0,,,,,,,,,,
417,PT09M15.00S,2023-02-01T02:22:04.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203507,70.51576872536137,18.38235294117647,1610612749,70,70,2023-02-01T02:27:16Z,4110000,False,-158.0,225.0,1,right,MISS G. Antetokounmpo 27' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,27.47,Missed,,,,,,,,,,,,,,,,,,
418,PT09M11.00S,2023-02-01T02:22:08.3Z,3,REGULAR,rebound,defensive,[],203486,,,1610612766,70,70,2023-02-01T02:29:20Z,4120000,False,,,0,,M. Plumlee REBOUND (Off:4 Def:5),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Left Center,,,417.0,,,,,9.0,5.0,4.0,,,,,,,,,,
419,PT08M56.00S,2023-02-01T02:22:20.9Z,3,REGULAR,3pt,Jump Shot,[],1630163,31.488173455978973,74.75490196078431,1610612766,70,70,2023-02-01T02:22:26Z,4130000,False,-124.0,243.0,1,left,MISS L. Ball 27' bank 3PT,[1630163],1610612766.0,CHA,bank,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,27.32,Missed,,,,,,,,,,,,,,,,,,
420,PT08M52.00S,2023-02-01T02:22:24.9Z,3,REGULAR,rebound,defensive,[],201572,,,1610612749,70,70,2023-02-01T02:22:26Z,4140000,False,,,0,,B. Lopez REBOUND (Off:0 Def:7),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,,,419.0,,,,,7.0,7.0,0.0,,,,,,,,,,
421,PT08M49.00S,2023-02-01T02:22:30.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,93.24901445466492,49.50980392156863,1610612749,72,70,2023-02-01T02:22:54Z,4150000,False,-2.0,11.0,1,right,G. Antetokounmpo driving Layup (16 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.13,Made,,16.0,,,,,,,,,,,,,,,,
422,PT08M49.00S,2023-02-01T02:22:38.8Z,3,REGULAR,foul,personal,['1freethrow'],1629023,,,1610612749,72,70,2023-02-01T02:22:48Z,4160000,False,,,0,,P. Washington shooting personal FOUL (3 PF) (Antetokounmpo 1 FT),"[1629023, 203507]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,101284.0,3.0,0.0,Antetokounmpo,203507.0,,,
424,PT08M49.00S,2023-02-01T02:23:05.6Z,3,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,73,70,2023-02-01T02:23:05Z,4180000,False,,,0,,G. Antetokounmpo Free Throw 1 of 1 (17 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,17.0,,,,,,,,,,,,,,,,
425,PT08M31.00S,2023-02-01T02:23:26.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,10.068988173455978,48.529411764705884,1610612766,73,70,2023-02-01T02:23:38Z,4190000,False,7.0,42.0,1,left,MISS L. Ball driving Layup - blocked,"[1630163, 201572]",1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,4.27,Missed,,,,,,,,,Lopez,201572.0,,,,,,,,
426,PT08M31.00S,2023-02-01T02:23:26.3Z,3,REGULAR,block,,[],201572,,,1610612766,73,70,2023-02-01T02:23:29Z,4200000,False,,,0,,B. Lopez BLOCK (5 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
427,PT08M27.00S,2023-02-01T02:23:30.3Z,3,REGULAR,rebound,offensive,[],202330,,,1610612766,73,70,2023-02-01T02:23:38Z,4210000,False,,,0,,G. Hayward REBOUND (Off:2 Def:2),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,,,425.0,,,,,4.0,2.0,2.0,,,,,,,,,,
428,PT08M24.00S,2023-02-01T02:23:33.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202330,35.69316688567674,67.64705882352942,1610612766,73,70,2023-02-01T02:23:44Z,4220000,False,-88.0,283.0,1,left,MISS G. Hayward 29' 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Center,29.64,Missed,,,,,,,,,,,,,,,,,,
429,PT08M21.00S,2023-02-01T02:23:36.1Z,3,REGULAR,rebound,offensive,[],1630163,,,1610612766,73,70,2023-02-01T02:23:36Z,4230000,False,,,0,,L. Ball REBOUND (Off:4 Def:4),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,,,428.0,,,,,8.0,4.0,4.0,,,,,,,,,,
430,PT08M18.00S,2023-02-01T02:23:39.7Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],202330,25.18068331143233,53.92156862745098,1610612766,73,70,2023-02-01T02:23:46Z,4240000,False,-20.0,184.0,1,left,MISS G. Hayward 18' pullup Shot,[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Center,18.52,Missed,,,,,,,,,,,,,,,,,,
431,PT08M13.00S,2023-02-01T02:23:44.7Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,73,70,2023-02-01T02:23:46Z,4250000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:8),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Center,,,430.0,,,,,9.0,8.0,1.0,,,,,,,,,,
432,PT08M01.00S,2023-02-01T02:23:56.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,93.11760840998686,37.254901960784316,1610612749,73,70,2023-02-01T02:36:40Z,4260000,False,-64.0,12.0,1,right,MISS J. Holiday 6' fadeaway Shot,[201950],1610612749.0,MIL,fadeaway,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,6.49,Missed,,,,,,,,,,,,,,,,,,
433,PT08M01.00S,2023-02-01T02:23:56.7Z,3,REGULAR,rebound,offensive,[],203507,,,1610612749,73,70,2023-02-01T02:36:40Z,4270000,False,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:8),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,432.0,,,,,10.0,8.0,2.0,,,,,,,,,,
434,PT08M01.00S,2023-02-01T02:24:08.7Z,3,REGULAR,foul,personal,[],203486,,,1610612749,73,70,2023-02-01T02:24:28Z,4280000,False,,,0,,M. Plumlee personal FOUL (1 PF),"[203486, 203507]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,101284.0,1.0,0.0,Antetokounmpo,203507.0,,,
436,PT07M57.00S,2023-02-01T02:24:35.9Z,3,REGULAR,foul,offensive,[],203507,,,1610612749,73,70,2023-02-01T02:24:45Z,4300000,False,,,0,,G. Antetokounmpo offensive FOUL (2 PF),"[203507, 1626179]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1201.0,2.0,0.0,Rozier,1626179.0,,,
438,PT07M57.00S,2023-02-01T02:24:35.9Z,3,REGULAR,turnover,offensive foul,[],203507,,,1610612749,73,70,2023-02-01T02:24:35Z,4320000,False,,,0,,G. Antetokounmpo offensive foul TURNOVER (3 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1201.0,,,,,3.0,,
439,PT07M48.00S,2023-02-01T02:24:58.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202330,19.267411300919843,48.28431372549019,1610612766,73,70,2023-02-01T02:25:03Z,4330000,False,9.0,129.0,1,left,MISS G. Hayward 12' driving floating Shot,[202330],1610612766.0,CHA,driving floating,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Center,12.89,Missed,,,,,,,,,,,,,,,,,,
440,PT07M45.00S,2023-02-01T02:25:01.3Z,3,REGULAR,rebound,defensive,[],201950,,,1610612749,73,70,2023-02-01T02:25:03Z,4340000,False,,,0,,J. Holiday REBOUND (Off:5 Def:7),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Center,,,439.0,,,,,12.0,7.0,5.0,,,,,,,,,,
441,PT07M35.00S,2023-02-01T02:25:13.8Z,3,REGULAR,foul,personal,[],203486,,,1610612749,73,70,2023-02-01T02:25:21Z,4350000,False,,,0,,M. Plumlee personal FOUL (2 PF),"[203486, 201572]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,101284.0,2.0,0.0,Lopez,201572.0,,,
443,PT07M35.00S,2023-02-01T02:25:21.5Z,3,REGULAR,substitution,out,[],1626192,,,1610612749,73,70,2023-02-01T02:25:31Z,4370000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT07M35.00S,2023-02-01T02:25:21.5Z,3,REGULAR,substitution,in,[],204060,,,1610612749,73,70,2023-02-01T02:25:31Z,4380000,False,,,0,,SUB in: J. Ingles,[204060],1610612749.0,MIL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT07M27.00S,2023-02-01T02:25:44.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,79.97700394218134,42.8921568627451,1610612749,75,70,2023-02-01T02:25:49Z,4390000,False,-36.0,136.0,1,right,G. Antetokounmpo 14' fadeaway Jump Shot (19 PTS),[203507],1610612749.0,MIL,fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,14.03,Made,,19.0,,,,,,,,,,,,,,,,
446,PT07M11.00S,2023-02-01T02:26:00.6Z,3,REGULAR,2pt,Jump Shot,[],1626179,18.873193166885677,70.34313725490196,1610612766,75,72,2023-02-01T02:26:06Z,4400000,False,-102.0,125.0,1,left,T. Rozier 16' turnaround Jump Shot (4 PTS),[1626179],1610612766.0,CHA,turnaround,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Left Center,16.11,Made,,4.0,,,,,,,,,,,,,,,,
447,PT06M59.00S,2023-02-01T02:26:12.5Z,3,REGULAR,2pt,Jump Shot,[],203507,96.5341655716163,74.50980392156863,1610612749,75,72,2023-02-01T02:26:21Z,4410000,False,123.0,-20.0,1,right,MISS G. Antetokounmpo 12' fadeaway Shot,[203507],1610612749.0,MIL,fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Right,12.41,Missed,,,,,,,,,,,,,,,,,,
448,PT06M56.00S,2023-02-01T02:26:15.5Z,3,REGULAR,rebound,defensive,[],202330,,,1610612766,75,72,2023-02-01T02:26:21Z,4420000,False,,,0,,G. Hayward REBOUND (Off:2 Def:3),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Mid-Range,8-16 Right,,,447.0,,,,,5.0,3.0,2.0,,,,,,,,,,
449,PT06M49.00S,2023-02-01T02:26:22.4Z,3,REGULAR,3pt,Jump Shot,[],1626179,7.703679369250986,4.166666666666666,1610612766,75,75,2023-02-01T02:26:29Z,4430000,False,229.0,20.0,1,left,T. Rozier 3PT  (7 PTS) (G. Hayward 2 AST),"[1626179, 202330]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Right Corner 3,24+ Right,23.01,Made,,7.0,G. Hayward,202330.0,2.0,,,,,,,,,,,,,
451,PT06M43.00S,2023-02-01T02:26:34.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,75,75,2023-02-01T02:26:34Z,4450000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT06M43.00S,2023-02-01T02:29:01.0Z,3,REGULAR,substitution,out,[],201572,,,1610612749,75,75,2023-02-01T02:29:16Z,4460000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT06M43.00S,2023-02-01T02:29:01.0Z,3,REGULAR,substitution,in,[],1626192,,,1610612749,75,75,2023-02-01T02:29:16Z,4470000,False,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT06M28.00S,2023-02-01T02:29:47.3Z,3,REGULAR,3pt,Jump Shot,[],1626192,65.65374507227332,63.48039215686274,1610612749,75,75,2023-02-01T02:29:51Z,4480000,False,67.0,270.0,1,right,MISS P. Connaughton 27' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Center,27.87,Missed,,,,,,,,,,,,,,,,,,
455,PT06M25.00S,2023-02-01T02:29:50.2Z,3,REGULAR,rebound,defensive,[],203486,,,1610612766,75,75,2023-02-01T02:29:50Z,4490000,False,,,0,,M. Plumlee REBOUND (Off:4 Def:6),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Center,,,454.0,,,,,10.0,6.0,4.0,,,,,,,,,,
456,PT06M14.00S,2023-02-01T02:30:03.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,6.521024967148489,50.49019607843137,1610612766,75,77,2023-02-01T02:30:08Z,4500000,False,-2.0,9.0,1,left,M. Plumlee alley-oop DUNK (12 PTS) (P. Washington 3 AST),"[203486, 1629023]",1610612766.0,CHA,alley-oop,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,0.91,Made,,12.0,P. Washington,1629023.0,3.0,,,,,,,,,,,,,
458,PT06M14.00S,2023-02-01T02:30:06.3Z,3,REGULAR,foul,personal,['1freethrow'],1628960,,,1610612766,75,77,2023-02-01T02:30:16Z,4520000,False,,,0,,G. Allen shooting personal FOUL (1 PF) (Plumlee 1 FT),"[1628960, 203486]",1610612749.0,MIL,shooting,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,101284.0,1.0,0.0,Plumlee,203486.0,,,
460,PT06M14.00S,2023-02-01T02:30:27.0Z,3,REGULAR,freethrow,1 of 1,[],203486,,,1610612766,75,77,2023-02-01T02:30:27Z,4540000,False,,,0,,MISS M. Plumlee Free Throw 1 of 1,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
461,PT06M11.00S,2023-02-01T02:30:28.3Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,75,77,2023-02-01T02:30:28Z,4550000,False,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:9),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,460.0,,,,,11.0,9.0,2.0,,,,,,,,,,
462,PT05M50.00S,2023-02-01T02:30:48.7Z,3,REGULAR,3pt,Jump Shot,[],1628960,69.72733245729303,71.56862745098039,1610612749,78,77,2023-02-01T02:30:53Z,4560000,False,108.0,232.0,1,right,G. Allen 25' 3PT  (9 PTS) (J. Holiday 3 AST),"[1628960, 201950]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,25.59,Made,,9.0,J. Holiday,201950.0,3.0,,,,,,,,,,,,,
464,PT05M34.00S,2023-02-01T02:31:05.8Z,3,REGULAR,2pt,Jump Shot,[],1630163,14.586070959264127,32.36060049019608,1610612766,78,79,2023-02-01T02:31:14Z,4580000,False,88.0,85.0,1,left,L. Ball 12' driving floating bank Jump Shot (19 PTS),[1630163],1610612766.0,CHA,driving floating bank,,,Ball,L. Ball,,,,,Mid-Range,8-16 Right,12.22,Made,,19.0,,,,,,,,,,,,,,,,
465,PT05M17.00S,2023-02-01T02:31:22.6Z,3,REGULAR,3pt,Jump Shot,[],1628960,68.67608409986859,26.96078431372549,1610612749,78,79,2023-02-01T02:31:27Z,4590000,False,-115.0,242.0,1,right,MISS G. Allen 26' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,26.79,Missed,,,,,,,,,,,,,,,,,,
466,PT05M14.00S,2023-02-01T02:31:25.6Z,3,REGULAR,rebound,defensive,[],202330,,,1610612766,78,79,2023-02-01T02:31:27Z,4600000,False,,,0,,G. Hayward REBOUND (Off:2 Def:4),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Left Center,,,465.0,,,,,6.0,4.0,2.0,,,,,,,,,,
467,PT05M04.00S,2023-02-01T02:31:36.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],202330,7.703679369250986,48.77450980392157,1610612766,78,81,2023-02-01T02:31:44Z,4610000,False,6.0,20.0,1,left,G. Hayward cutting DUNK (14 PTS) (M. Plumlee 4 AST),"[202330, 203486]",1610612766.0,CHA,cutting,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,2.08,Made,,14.0,M. Plumlee,203486.0,4.0,,,,,,,,,,,,,
469,PT04M46.00S,2023-02-01T02:31:53.9Z,3,REGULAR,3pt,Jump Shot,[],1628960,78.66294349540078,6.127450980392156,1610612749,78,81,2023-02-01T02:32:03Z,4630000,False,-219.0,148.0,1,right,MISS G. Allen 26' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,26.47,Missed,,,,,,,,,,,,,,,,,,
470,PT04M43.00S,2023-02-01T02:31:56.9Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612766,78,81,2023-02-01T02:32:03Z,4640000,False,,,0,,P. Washington REBOUND (Off:1 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,,,469.0,,,,,2.0,1.0,1.0,,,,,,,,,,
471,PT04M38.00S,2023-02-01T02:32:01.7Z,3,REGULAR,turnover,lost ball,[],1626179,,,1610612766,78,81,2023-02-01T02:32:09Z,4650000,False,,,0,,T. Rozier lost ball TURNOVER (2 TO),"[1626179, 204060]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,2.0,Ingles,204060.0
472,PT04M38.00S,2023-02-01T02:32:01.7Z,3,REGULAR,steal,,[],204060,,,1610612749,78,81,2023-02-01T02:32:03Z,4660000,False,,,0,,J. Ingles STEAL (1 STL),[204060],1610612749.0,MIL,,,,Ingles,J. Ingles,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
473,PT04M33.00S,2023-02-01T02:32:07.4Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628960,69.07030223390277,21.568627450980394,1610612749,81,81,2023-02-01T02:32:16Z,4670000,False,-142.0,238.0,1,right,G. Allen 27' 3PT running pullup (12 PTS) (P. Connaughton 3 AST),"[1628960, 1626192]",1610612749.0,MIL,running pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,27.74,Made,,12.0,P. Connaughton,1626192.0,3.0,,,,,,,,,,,,,
475,PT04M12.00S,2023-02-01T02:32:27.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,10.5946123521682,50.245098039215684,1610612766,81,83,2023-02-01T02:32:35Z,4690000,False,-1.0,47.0,1,left,P. Washington Jump Shot (12 PTS) (L. Ball 9 AST),"[1629023, 1630163]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,4.71,Made,,12.0,L. Ball,1630163.0,9.0,,,,,,,,,,,,,
477,PT04M01.00S,2023-02-01T02:32:52.4Z,3,REGULAR,turnover,bad pass,[],204060,,,1610612749,81,83,2023-02-01T02:33:01Z,4710000,False,,,0,,J. Ingles bad pass TURNOVER (1 TO),"[204060, 1626179]",1610612749.0,MIL,,,,Ingles,J. Ingles,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Rozier,1626179.0
478,PT04M01.00S,2023-02-01T02:32:52.4Z,3,REGULAR,steal,,[],1626179,,,1610612766,81,83,2023-02-01T02:32:54Z,4720000,False,,,0,,T. Rozier STEAL (1 STL),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
479,PT03M59.00S,2023-02-01T02:32:57.4Z,3,REGULAR,foul,personal,['2freethrow'],204060,,,1610612766,81,83,2023-02-01T02:33:05Z,4730000,False,,,0,,J. Ingles shooting personal FOUL (2 PF) (Hayward 2 FT),"[204060, 202330]",1610612749.0,MIL,shooting,,,Ingles,J. Ingles,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1193.0,2.0,0.0,Hayward,202330.0,,,
481,PT03M59.00S,2023-02-01T02:33:24.3Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",202330,,,1610612766,81,84,2023-02-01T02:33:24Z,4750000,False,,,0,,G. Hayward Free Throw 1 of 2 (15 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Made,,15.0,,,,,,,,,,,,,,,,
482,PT03M59.00S,2023-02-01T02:33:26.8Z,3,REGULAR,substitution,out,[],1628960,,,1610612766,81,84,2023-02-01T02:33:49Z,4760000,False,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT03M59.00S,2023-02-01T02:33:26.8Z,3,REGULAR,substitution,out,[],203507,,,1610612766,81,84,2023-02-01T02:33:49Z,4770000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT03M59.00S,2023-02-01T02:33:26.8Z,3,REGULAR,substitution,out,[],1626192,,,1610612766,81,84,2023-02-01T02:33:49Z,4780000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT03M59.00S,2023-02-01T02:33:26.8Z,3,REGULAR,substitution,out,[],1630163,,,1610612766,81,84,2023-02-01T02:33:49Z,4790000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT03M59.00S,2023-02-01T02:33:26.8Z,3,REGULAR,substitution,out,[],203486,,,1610612766,81,84,2023-02-01T02:33:49Z,4800000,False,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT03M59.00S,2023-02-01T02:33:26.8Z,3,REGULAR,substitution,out,[],1629023,,,1610612766,81,84,2023-02-01T02:33:49Z,4810000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT03M59.00S,2023-02-01T02:33:26.8Z,3,REGULAR,substitution,in,[],201572,,,1610612766,81,84,2023-02-01T02:33:49Z,4820000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
