actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
20,PT10M53.00S,2022-11-10T00:13:00.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627741,92.46057818659659,54.65686274509803,1610612754,0,0,2022-11-10T00:13:08Z,200000,False,23.0,18.0,1,right,MISS B. Hield running finger roll Layup,[1627741],1610612754.0,IND,running finger roll,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,,,,,,,2.97,Missed,,,,,,,,,,,,
21,PT10M52.00S,2022-11-10T00:13:05.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,0,0,2022-11-10T00:13:05Z,210000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,20.0,,,,,,,,,,,
23,PT10M50.00S,2022-11-10T00:13:24.5Z,1,REGULAR,turnover,bad pass,[],1630169,,,1610612754,0,0,2022-11-10T00:13:28Z,230000,False,,,0,,T. Haliburton bad pass TURNOVER (1 TO),"[1630169, 203484]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Right,,,,,,1.0,,,,,,,Caldwell-Pope,203484.0,,,,,,
24,PT10M50.00S,2022-11-10T00:13:24.5Z,1,REGULAR,steal,,[],203484,,,1610612743,0,0,2022-11-10T00:13:26Z,240000,False,,,0,,K. Caldwell-Pope STEAL (1 STL),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
25,PT10M44.00S,2022-11-10T00:13:31.2Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'fromturnover']",1629008,23.390275952693827,20.810355392156865,1610612743,0,2,2022-11-10T00:22:00Z,250000,False,146.0,167.0,1,left,M. Porter Jr. 22' running Jump Shot (2 PTS) (K. Caldwell-Pope 1 AST),"[1629008, 203484]",1610612743.0,DEN,running,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,22.21,Made,,,,,,,2.0,K. Caldwell-Pope,203484.0,1.0,,
27,PT10M22.00S,2022-11-10T00:13:51.6Z,1,REGULAR,3pt,Jump Shot,[],1627741,93.9060446780552,4.166666666666666,1610612754,3,2,2022-11-10T00:13:57Z,270000,False,-229.0,5.0,1,right,B. Hield 3PT  (3 PTS) (T. Haliburton 1 AST),"[1627741, 1630169]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Left Corner 3,24+ Left,,,,,,,22.93,Made,,,,,,,3.0,T. Haliburton,1630169.0,1.0,,
29,PT10M06.00S,2022-11-10T00:14:09.6Z,1,REGULAR,turnover,out-of-bounds,[],1627750,,,1610612743,3,2,2022-11-10T00:14:16Z,290000,False,,,0,,J. Murray lost ball out-of-bounds TURNOVER (1 TO),[1627750],1610612743.0,DEN,lost ball,,,Murray,J. Murray,,,,,Mid-Range,16-24 Left Center,204059.0,,,,,1.0,,,,,,,,,,,,,,
30,PT10M00.00S,2022-11-10T00:14:19.1Z,1,REGULAR,turnover,bad pass,[],1629614,,,1610612754,3,2,2022-11-10T00:22:08Z,300000,False,,,0,,A. Nembhard bad pass TURNOVER (2 TO),"[1629614, 1627750]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,,,,,,2.0,,,,,,,Murray,1627750.0,,,,,,
31,PT10M00.00S,2022-11-10T00:14:19.1Z,1,REGULAR,steal,,[],1627750,,,1610612743,3,2,2022-11-10T00:14:21Z,310000,False,,,0,,J. Murray STEAL (1 STL),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
32,PT09M51.00S,2022-11-10T00:14:28.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629008,30.56833114323259,72.30392156862744,1610612743,3,5,2022-11-10T00:14:34Z,320000,False,-112.0,235.0,1,left,M. Porter Jr. 25' 3PT  (5 PTS) (N. Jokic 1 AST),"[1629008, 203999]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,25.99,Made,,,,,,,5.0,N. Jokic,203999.0,1.0,,
34,PT09M39.00S,2022-11-10T00:14:39.2Z,1,REGULAR,2pt,Jump Shot,[],1630188,70.56093955321944,54.12454044117647,1610612754,3,5,2022-11-10T00:25:19Z,340000,False,21.0,224.0,1,right,MISS J. Smith 22' Jump Shot,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Mid-Range,16-24 Center,,,,,,,22.51,Missed,,,,,,,,,,,,
35,PT09M37.00S,2022-11-10T00:14:41.2Z,1,REGULAR,rebound,defensive,[],203484,,,1610612743,3,5,2022-11-10T00:14:42Z,350000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:2),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,,,,,,,,,34.0,2.0,2.0,0.0,,,,,,,,
36,PT09M23.00S,2022-11-10T00:14:55.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,7.30946123521682,50.0,1610612743,3,7,2022-11-10T00:15:00Z,360000,False,0.0,16.0,1,left,J. Murray cutting Layup (2 PTS) (N. Jokic 2 AST),"[1627750, 203999]",1610612743.0,DEN,cutting,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,,,,1.62,Made,,,,,,,2.0,N. Jokic,203999.0,2.0,,
38,PT09M17.00S,2022-11-10T00:15:07.2Z,1,REGULAR,turnover,out-of-bounds,[],1630188,,,1610612754,3,7,2022-11-10T00:15:12Z,380000,False,,,0,,J. Smith step out-of-bounds TURNOVER (1 TO),[1630188],1610612754.0,IND,step,,,Smith,J. Smith,,,,,Mid-Range,8-16 Right,1627964.0,,,,,1.0,,,,,,,,,,,,,,
39,PT09M06.00S,2022-11-10T00:15:24.5Z,1,REGULAR,foul,personal,['2freethrow'],1627741,,,1610612743,3,7,2022-11-10T00:15:35Z,390000,False,,,0,,B. Hield shooting personal FOUL (1 PF) (Gordon 2 FT),"[1627741, 203932]",1610612754.0,IND,shooting,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,204059.0,1.0,0.0,Gordon,203932.0,,,,,,,,,,,,,,,
41,PT09M06.00S,2022-11-10T00:15:52.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203932,,,1610612743,3,8,2022-11-10T00:16:15Z,410000,False,,,0,,A. Gordon Free Throw 1 of 2 (1 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,Made,,,,,,,1.0,,,,,
42,PT09M06.00S,2022-11-10T00:15:52.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203932,,,1610612743,3,8,2022-11-10T00:16:15Z,420000,False,,,0,,MISS A. Gordon Free Throw 2 of 2,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
43,PT09M05.00S,2022-11-10T00:15:53.7Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,3,8,2022-11-10T00:16:15Z,430000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,42.0,1.0,1.0,0.0,,,,,,,,
44,PT08M50.00S,2022-11-10T00:16:28.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,89.96386333771353,38.970588235294116,1610612754,3,8,2022-11-10T00:16:32Z,440000,False,-55.0,42.0,1,right,MISS J. Smith 6' driving Layup - blocked,"[1630188, 203999]",1610612754.0,IND,driving,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,6.92,Missed,,,,,,,,,,,Jokic,203999.0
45,PT08M50.00S,2022-11-10T00:16:28.0Z,1,REGULAR,block,,[],203999,,,1610612754,3,8,2022-11-10T00:16:29Z,450000,False,,,0,,N. Jokic BLOCK (1 BLK),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
46,PT08M46.00S,2022-11-10T00:16:32.0Z,1,REGULAR,rebound,offensive,[],1630188,,,1610612754,3,8,2022-11-10T00:16:32Z,460000,False,,,0,,J. Smith REBOUND (Off:1 Def:2),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,44.0,3.0,2.0,1.0,,,,,,,,
47,PT08M45.00S,2022-11-10T00:16:31.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626167,94.82588699080158,93.87254901960785,1610612754,3,8,2022-11-10T00:16:35Z,470000,False,219.0,-4.0,1,right,MISS M. Turner 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Right Corner 3,24+ Right,,,,,,,21.94,Missed,,,,,,,,,,,,
48,PT08M42.00S,2022-11-10T00:16:34.6Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,3,8,2022-11-10T00:16:35Z,480000,False,,,0,,J. Murray REBOUND (Off:0 Def:2),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Right Corner 3,24+ Right,,,,,,,,,47.0,2.0,2.0,0.0,,,,,,,,
49,PT08M37.00S,2022-11-10T00:16:40.4Z,1,REGULAR,3pt,Jump Shot,[],1629008,31.61957950065703,85.04901960784314,1610612743,3,8,2022-11-10T00:16:49Z,490000,False,-175.0,245.0,1,left,MISS M. Porter Jr. 30' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,30.1,Missed,,,,,,,,,,,,
50,PT08M33.00S,2022-11-10T00:16:44.4Z,1,REGULAR,rebound,defensive,[],1629614,,,1610612754,3,8,2022-11-10T00:16:49Z,500000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:2),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,49.0,2.0,2.0,0.0,,,,,,,,
51,PT08M30.00S,2022-11-10T00:16:47.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,69.72733245729303,28.186274509803923,1610612754,3,8,2022-11-10T00:17:01Z,510000,False,-109.0,232.0,1,right,MISS B. Hield 25' running pullup 3PT,[1627741],1610612754.0,IND,running pullup,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,,,,,,,25.65,Missed,,,,,,,,,,,,
52,PT08M30.00S,2022-11-10T00:16:47.4Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,3,8,2022-11-10T00:17:01Z,520000,False,,,0,,J. Murray REBOUND (Off:0 Def:3),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,,51.0,3.0,3.0,0.0,,,,,,,,
54,PT08M19.00S,2022-11-10T00:16:58.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203999,4.944152431011826,46.07843137254902,1610612743,3,10,2022-11-10T00:26:52Z,540000,False,20.0,-6.0,1,left,N. Jokic running Layup (2 PTS) (K. Caldwell-Pope 2 AST),"[203999, 203484]",1610612743.0,DEN,running,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,2.05,Made,,,,,,,2.0,K. Caldwell-Pope,203484.0,2.0,,
56,PT08M19.00S,2022-11-10T00:17:03.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,3,10,2022-11-10T00:17:03Z,560000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT08M09.00S,2022-11-10T00:20:08.3Z,1,REGULAR,2pt,Jump Shot,[],1630169,87.86136662286465,71.32352941176471,1610612754,5,10,2022-11-10T00:20:13Z,570000,False,107.0,62.0,1,right,T. Haliburton 12' driving floating bank Jump Shot (2 PTS) (A. Nembhard 1 AST),"[1630169, 1629614]",1610612754.0,IND,driving floating bank,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Right,,,,,,,12.31,Made,,,,,,,2.0,A. Nembhard,1629614.0,1.0,,
58,PT07M48.00S,2022-11-10T00:20:28.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,9.280551905387648,58.333333333333336,1610612743,5,12,2022-11-10T00:20:33Z,580000,False,-42.0,35.0,1,left,N. Jokic bank Hook (4 PTS),[203999],1610612743.0,DEN,bank,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.42,Made,,,,,,,4.0,,,,,
59,PT07M34.00S,2022-11-10T00:20:43.0Z,1,REGULAR,3pt,Jump Shot,[],1627741,66.04796320630749,54.166666666666664,1610612754,5,12,2022-11-10T00:20:47Z,590000,False,21.0,267.0,1,right,MISS B. Hield 26' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,,,,,,,26.74,Missed,,,,,,,,,,,,
60,PT07M30.00S,2022-11-10T00:20:47.0Z,1,REGULAR,rebound,defensive,[],203484,,,1610612743,5,12,2022-11-10T00:20:47Z,600000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:3),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,,,,,,,,,59.0,3.0,3.0,0.0,,,,,,,,
61,PT07M26.00S,2022-11-10T00:20:50.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203932,7.178055190538765,49.754901960784316,1610612743,5,14,2022-11-10T00:20:58Z,610000,False,1.0,15.0,1,left,A. Gordon running DUNK (3 PTS) (N. Jokic 3 AST),"[203932, 203999]",1610612743.0,DEN,running,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,1.5,Made,,,,,,,3.0,N. Jokic,203999.0,3.0,,
63,PT07M16.00S,2022-11-10T00:21:00.3Z,1,REGULAR,3pt,Jump Shot,[],1630188,93.38042049934296,95.34313725490196,1610612754,5,14,2022-11-10T00:21:04Z,630000,False,227.0,10.0,1,right,MISS J. Smith 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Right Corner 3,24+ Right,,,,,,,22.69,Missed,,,,,,,,,,,,
64,PT07M14.00S,2022-11-10T00:21:02.3Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,5,14,2022-11-10T00:21:04Z,640000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,,63.0,1.0,1.0,0.0,,,,,,,,
65,PT07M03.00S,2022-11-10T00:21:13.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,8.09789750328515,42.15686274509804,1610612743,5,14,2022-11-10T00:21:21Z,650000,False,39.0,24.0,1,left,MISS N. Jokic turnaround Hook - blocked,"[203999, 1626167]",1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,4.58,Missed,,,,,,,,,,,Turner,1626167.0
66,PT07M03.00S,2022-11-10T00:21:13.9Z,1,REGULAR,block,,[],1626167,,,1610612743,5,14,2022-11-10T00:21:16Z,660000,False,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
67,PT07M00.00S,2022-11-10T00:21:16.9Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612754,5,14,2022-11-10T00:21:21Z,670000,False,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,65.0,1.0,1.0,0.0,,,,,,,,
70,PT06M55.00S,2022-11-10T00:21:34.9Z,1,REGULAR,foul,personal,['2freethrow'],203999,,,1610612754,5,14,2022-11-10T00:21:51Z,700000,False,,,0,,N. Jokic shooting personal FOUL (1 PF) (Turner 2 FT),"[203999, 1626167]",1610612743.0,DEN,shooting,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Right,204059.0,1.0,0.0,Turner,1626167.0,,,,,,,,,,,,,,,
72,PT06M55.00S,2022-11-10T00:22:02.9Z,1,REGULAR,freethrow,1 of 2,[],1626167,,,1610612754,6,14,2022-11-10T00:22:02Z,720000,False,,,0,,M. Turner Free Throw 1 of 2 (1 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,Made,,,,,,,1.0,,,,,
73,PT06M55.00S,2022-11-10T00:22:02.9Z,1,REGULAR,freethrow,2 of 2,[],1626167,,,1610612754,6,14,2022-11-10T00:22:24Z,730000,False,,,0,,MISS M. Turner Free Throw 2 of 2,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
74,PT06M54.00S,2022-11-10T00:22:03.9Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,6,14,2022-11-10T00:22:26Z,740000,False,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,73.0,1.0,1.0,0.0,,,,,,,,
75,PT06M45.00S,2022-11-10T00:22:32.7Z,1,REGULAR,2pt,Jump Shot,[],1629008,28.728646517739815,63.23529411764706,1610612743,6,16,2022-11-10T00:22:37Z,750000,False,-66.0,218.0,1,left,M. Porter Jr. 22' step back Jump Shot (7 PTS) (A. Gordon 1 AST),"[1629008, 203932]",1610612743.0,DEN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,,,,,,,22.74,Made,,,,,,,7.0,A. Gordon,203932.0,1.0,,
77,PT06M32.00S,2022-11-10T00:22:44.3Z,1,REGULAR,3pt,Jump Shot,[],1630169,68.01905387647832,23.774509803921568,1610612754,9,16,2022-11-10T00:22:49Z,770000,False,-131.0,248.0,1,right,T. Haliburton 28' 3PT pullup (5 PTS),[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,,,,,,,28.06,Made,,,,,,,5.0,,,,,
78,PT06M19.00S,2022-11-10T00:22:57.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,6.652431011826544,55.88235294117647,1610612743,9,16,2022-11-10T00:23:09Z,780000,False,-29.0,10.0,1,left,MISS N. Jokic cutting Layup - blocked,"[203999, 1626167]",1610612743.0,DEN,cutting,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,3.11,Missed,,,,,,,,,,,Turner,1626167.0
79,PT06M19.00S,2022-11-10T00:22:57.5Z,1,REGULAR,block,,[],1626167,,,1610612743,9,16,2022-11-10T00:23:00Z,790000,False,,,0,,M. Turner BLOCK (2 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
80,PT06M16.00S,2022-11-10T00:23:00.5Z,1,REGULAR,rebound,offensive,[],203484,,,1610612743,9,16,2022-11-10T00:23:16Z,800000,False,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:3),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,,,,,,,78.0,4.0,3.0,1.0,,,,,,,,
81,PT06M15.00S,2022-11-10T00:23:04.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203484,5.590000152587891,50.0,1610612743,9,18,2022-11-10T00:23:19Z,810000,False,0.0,0.0,1,left,K. Caldwell-Pope putback Layup (2 PTS),[203484],1610612743.0,DEN,putback,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,,,,,0.0,Made,,,,,,,2.0,,,,,
82,PT06M07.00S,2022-11-10T00:23:09.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,91.93495400788436,55.392156862745104,1610612754,11,18,2022-11-10T00:31:51Z,820000,False,27.0,23.0,1,right,M. Turner driving finger roll Layup (3 PTS) (A. Nembhard 2 AST),"[1626167, 1629614]",1610612754.0,IND,driving finger roll,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,3.57,Made,,,,,,,3.0,A. Nembhard,1629614.0,2.0,,
83,PT05M50.00S,2022-11-10T00:23:27.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203484,7.30946123521682,46.81372549019608,1610612743,11,18,2022-11-10T00:23:31Z,830000,False,16.0,16.0,1,left,MISS K. Caldwell-Pope cutting Layup,[203484],1610612743.0,DEN,cutting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,,,,,2.27,Missed,,,,,,,,,,,,
