actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
38,PT09M26.00S,2022-10-22T23:14:26.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,7.440867279894875,45.588235294117645,1610612765,4,7,2022-10-22T23:14:32Z,380000,22.0,17.0,1,left,MISS J. Ivey driving reverse Layup - blocked,"[1631093, 1630543]",1610612765.0,DET,driving reverse,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,2.81,Missed,,,,,,,,,Jackson,1630543.0,,,,,,,,
61,PT09M26.00S,2022-10-22T23:14:26.2Z,1,REGULAR,block,,[],1630543,,,1610612765,4,7,2022-10-22T23:23:10Z,385000,,,0,,I. Jackson BLOCK (2 BLK),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
39,PT09M24.00S,2022-10-22T23:14:28.2Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612754,4,7,2022-10-22T23:14:32Z,390000,,,0,,J. Smith REBOUND (Off:1 Def:2),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,38.0,3.0,2.0,1.0,,,,,,,,,,
40,PT09M20.00S,2022-10-22T23:14:34.3Z,1,REGULAR,foul,personal,[],1630595,,,1610612754,4,7,2022-10-22T23:14:50Z,400000,,,0,,C. Cunningham personal FOUL (1 PF),"[1630595, 1630543]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,101283.0,1.0,0.0,Jackson,1630543.0,,,
42,PT09M12.00S,2022-10-22T23:14:57.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,88.25558475689881,52.450980392156865,1610612754,4,7,2022-10-22T23:15:03Z,420000,12.0,58.0,1,right,MISS T. Haliburton driving finger roll Layup,[1630169],1610612754.0,IND,driving finger roll,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,5.92,Missed,,,,,,,,,,,,,,,,,,
43,PT09M10.00S,2022-10-22T23:14:59.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,4,7,2022-10-22T23:15:03Z,430000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,42.0,,,,,,,,,,,,,
45,PT08M58.00S,2022-10-22T23:15:23.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,8.09789750328515,45.83333333333333,1610612765,4,9,2022-10-22T23:15:30Z,450000,21.0,24.0,1,left,J. Ivey driving Layup (2 PTS) (B. Bogdanovic 2 AST),"[1631093, 202711]",1610612765.0,DET,driving,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,3.15,Made,2.0,B. Bogdanovic,202711.0,2.0,,,,,,,,,,,,,,
47,PT08M50.00S,2022-10-22T23:15:30.7Z,1,REGULAR,3pt,Jump Shot,[],1627741,73.14388961892247,16.176470588235293,1610612754,4,9,2022-10-22T23:16:50Z,470000,-169.0,200.0,1,right,MISS B. Hield 26' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,26.18,Missed,,,,,,,,,,,,,,,,,,
48,PT08M47.00S,2022-10-22T23:15:33.7Z,1,REGULAR,rebound,offensive,[],1627741,,,1610612754,4,9,2022-10-22T23:16:50Z,480000,,,0,,B. Hield REBOUND (Off:1 Def:0),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,,,,,,,47.0,1.0,0.0,1.0,,,,,,,,,,
49,PT08M46.00S,2022-10-22T23:15:36.5Z,1,REGULAR,turnover,out-of-bounds,[],1627741,,,1610612754,4,9,2022-10-22T23:15:44Z,490000,,,0,,B. Hield bad pass out-of-bounds TURNOVER (2 TO),[1627741],1610612754.0,IND,bad pass,,,Hield,B. Hield,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,1198.0,,,,,2.0,,
50,PT08M32.00S,2022-10-22T23:16:00.7Z,1,REGULAR,foul,personal,['2freethrow'],1630169,,,1610612765,4,9,2022-10-22T23:16:05Z,500000,,,0,,T. Haliburton shooting personal FOUL (1 PF) (Stewart 2 FT),"[1630169, 1630191]",1610612754.0,IND,shooting,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1198.0,1.0,0.0,Stewart,1630191.0,,,
52,PT08M32.00S,2022-10-22T23:16:31.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630191,,,1610612765,4,10,2022-10-22T23:16:31Z,520000,,,0,,I. Stewart Free Throw 1 of 2 (2 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
53,PT08M32.00S,2022-10-22T23:16:44.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630191,,,1610612765,4,11,2022-10-22T23:16:44Z,530000,,,0,,I. Stewart Free Throw 2 of 2 (3 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
54,PT08M24.00S,2022-10-22T23:16:55.1Z,1,REGULAR,2pt,Jump Shot,[],1630169,89.43823915900131,78.18627450980392,1610612754,6,11,2022-10-22T23:18:05Z,540000,141.0,47.0,1,right,T. Haliburton 14' step back Jump Shot (2 PTS),[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Right,14.85,Made,2.0,,,,,,,,,,,,,,,,,
55,PT08M04.00S,2022-10-22T23:17:14.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,9.937582128777924,48.03921568627451,1610612765,6,13,2022-10-22T23:17:19Z,550000,10.0,41.0,1,left,I. Stewart Layup (5 PTS) (B. Bogdanovic 3 AST),"[1630191, 202711]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,4.21,Made,5.0,B. Bogdanovic,202711.0,3.0,,,,,,,,,,,,,,
57,PT07M54.00S,2022-10-22T23:17:25.1Z,1,REGULAR,2pt,Jump Shot,[],1630169,84.1819973718791,76.9607843137255,1610612754,8,13,2022-10-22T23:17:29Z,570000,135.0,96.0,1,right,T. Haliburton 16' pullup Jump Shot (4 PTS),[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Right,16.56,Made,4.0,,,,,,,,,,,,,,,,,
58,PT07M41.00S,2022-10-22T23:17:37.6Z,1,REGULAR,3pt,Jump Shot,[],1630180,6.915243101182654,96.56862745098039,1610612765,8,16,2022-10-22T23:17:42Z,580000,-233.0,13.0,1,left,S. Bey 3PT  (6 PTS) (J. Ivey 2 AST),"[1630180, 1631093]",1610612765.0,DET,,,,Bey,S. Bey,,,,,Left Corner 3,24+ Left,23.31,Made,6.0,J. Ivey,1631093.0,2.0,,,,,,,,,,,,,,
60,PT07M39.00S,2022-10-22T23:17:43.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,8,16,2022-10-22T23:17:43Z,600000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M39.00S,2022-10-22T23:20:08.1Z,1,REGULAR,substitution,out,[],1627741,,,1610612754,8,16,2022-10-22T23:20:34Z,610000,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M39.00S,2022-10-22T23:20:08.1Z,1,REGULAR,substitution,out,[],1630543,,,1610612754,8,16,2022-10-22T23:20:34Z,620000,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M39.00S,2022-10-22T23:20:08.1Z,1,REGULAR,substitution,in,[],1629048,,,1610612754,8,16,2022-10-22T23:20:34Z,630000,,,0,,SUB in: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M39.00S,2022-10-22T23:20:08.1Z,1,REGULAR,substitution,in,[],1631097,,,1610612754,8,16,2022-10-22T23:20:34Z,640000,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M18.00S,2022-10-22T23:21:11.1Z,1,REGULAR,2pt,Jump Shot,[],1630188,92.46057818659659,77.45098039215686,1610612754,8,16,2022-10-22T23:21:21Z,650000,137.0,18.0,1,right,MISS J. Smith 13' step back Shot,[1630188],1610612754.0,IND,step back,,,Smith,J. Smith,,,,,Mid-Range,8-16 Right,13.85,Missed,,,,,,,,,,,,,,,,,,
67,PT07M14.00S,2022-10-22T23:21:15.1Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,8,16,2022-10-22T23:21:17Z,660000,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,8-16 Right,,,,,,,66.0,1.0,1.0,0.0,,,,,,,,,,
68,PT07M11.00S,2022-10-22T23:21:21.3Z,1,REGULAR,turnover,out-of-bounds,[],1631093,,,1610612765,8,16,2022-10-22T23:21:30Z,670000,,,0,,J. Ivey lost ball out-of-bounds TURNOVER (1 TO),[1631093],1610612765.0,DET,lost ball,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,101283.0,,,,,1.0,,
70,PT07M02.00S,2022-10-22T23:21:31.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630174,66.3107752956636,45.83333333333333,1610612754,8,16,2022-10-22T23:21:36Z,690000,-21.0,264.0,1,right,MISS A. Nesmith 26' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Center,26.5,Missed,,,,,,,,,,,,,,,,,,
71,PT06M58.00S,2022-10-22T23:21:35.6Z,1,REGULAR,rebound,defensive,[],202711,,,1610612765,8,16,2022-10-22T23:21:36Z,700000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Center,,,,,,,70.0,1.0,1.0,0.0,,,,,,,,,,
72,PT06M51.00S,2022-10-22T23:21:41.8Z,1,REGULAR,3pt,Jump Shot,[],202711,30.962549277266753,30.392156862745097,1610612765,8,16,2022-10-22T23:21:48Z,710000,98.0,239.0,1,left,MISS B. Bogdanovic 25' pullup 3PT,[202711],1610612765.0,DET,pullup,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,25.78,Missed,,,,,,,,,,,,,,,,,,
73,PT06M48.00S,2022-10-22T23:21:44.8Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612754,8,16,2022-10-22T23:21:48Z,720000,,,0,,J. Smith REBOUND (Off:1 Def:3),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,,,,,,,72.0,4.0,3.0,1.0,,,,,,,,,,
74,PT06M42.00S,2022-10-22T23:21:53.1Z,1,REGULAR,foul,personal,[],1631093,,,1610612754,8,16,2022-10-22T23:22:03Z,730000,,,0,,J. Ivey personal FOUL (1 PF),"[1631093, 1629048]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,1198.0,1.0,0.0,Bitadze,1629048.0,,,
76,PT06M37.00S,2022-10-22T23:22:16.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,81.553876478318,37.00980392156863,1610612754,8,16,2022-10-22T23:22:22Z,750000,-65.0,121.0,1,right,MISS T. Haliburton 13' driving floating Shot,[1630169],1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),8-16 Center,13.73,Missed,,,,,,,,,,,,,,,,,,
77,PT06M33.00S,2022-10-22T23:22:20.1Z,1,REGULAR,rebound,offensive,[],1630169,,,1610612754,8,16,2022-10-22T23:22:22Z,760000,,,0,,T. Haliburton REBOUND (Off:1 Def:0),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,76.0,1.0,0.0,1.0,,,,,,,,,,
78,PT06M33.00S,2022-10-22T23:22:19.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630169,94.40999984741211,50.0,1610612754,8,16,2022-10-22T23:22:19Z,770000,0.0,0.0,1,right,MISS T. Haliburton tip Layup,[1630169],1610612754.0,IND,tip,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
79,PT06M31.00S,2022-10-22T23:22:21.7Z,1,REGULAR,rebound,defensive,[],1631093,,,1610612765,8,16,2022-10-22T23:22:21Z,780000,,,0,,J. Ivey REBOUND (Off:0 Def:2),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Left,,,,,,,78.0,2.0,2.0,0.0,,,,,,,,,,
80,PT06M28.00S,2022-10-22T23:22:24.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630595,19.004599211563733,92.15686274509804,1610612765,8,19,2022-10-22T23:22:30Z,790000,-211.0,126.0,1,left,C. Cunningham 24' 3PT running (6 PTS) (J. Ivey 3 AST),"[1630595, 1631093]",1610612765.0,DET,running,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,24.56,Made,6.0,J. Ivey,1631093.0,3.0,,,,,,,,,,,,,,
82,PT06M21.00S,2022-10-22T23:22:33.7Z,1,REGULAR,foul,personal,['2freethrow'],1630191,,,1610612754,8,19,2022-10-22T23:22:40Z,810000,,,0,,I. Stewart shooting personal FOUL (1 PF) (Haliburton 2 FT),"[1630191, 1630169]",1610612765.0,DET,shooting,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,101283.0,1.0,0.0,Haliburton,1630169.0,,,
84,PT06M21.00S,2022-10-22T23:22:57.1Z,1,REGULAR,freethrow,1 of 2,[],1630169,,,1610612754,9,19,2022-10-22T23:22:57Z,830000,,,0,,T. Haliburton Free Throw 1 of 2 (5 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
85,PT06M21.00S,2022-10-22T23:23:09.6Z,1,REGULAR,freethrow,2 of 2,[],1630169,,,1610612754,10,19,2022-10-22T23:23:09Z,840000,,,0,,T. Haliburton Free Throw 2 of 2 (6 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
86,PT06M09.00S,2022-10-22T23:23:24.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,11.514454664914586,47.30392156862745,1610612765,10,19,2022-10-22T23:23:33Z,850000,13.0,56.0,1,left,MISS C. Cunningham driving Layup,[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,5.73,Missed,,,,,,,,,,,,,,,,,,
87,PT06M04.00S,2022-10-22T23:23:29.1Z,1,REGULAR,rebound,offensive,[],202711,,,1610612765,10,19,2022-10-22T23:23:33Z,860000,,,0,,B. Bogdanovic REBOUND (Off:1 Def:1),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,86.0,2.0,1.0,1.0,,,,,,,,,,
88,PT06M03.00S,2022-10-22T23:23:29.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202711,31.35676741130092,65.93137254901961,1610612765,10,22,2022-10-22T23:23:37Z,870000,-80.0,242.0,1,left,B. Bogdanovic 25' 3PT  (3 PTS),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,25.51,Made,3.0,,,,,,,,,,,,,,,,,
