shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,jerseyNumber,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
10:20,19,PT10M20.00S,2022-12-15T00:12:51.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630174,92.85479632063075,47.05882352941176,1610612754,2,5,2022-12-15T00:12:57Z,190000,False,-15.0,15.0,1,right,MISS A. Nesmith running finger roll Layup,[1630174],1610612754.0,IND,,23,running finger roll,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,,,,,,,
10:17,20,PT10M17.00S,2022-12-15T00:12:54.5Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612744,2,5,2022-12-15T00:12:57Z,200000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612744.0,GSW,,0,,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,
10:12,21,PT10M12.00S,2022-12-15T00:13:02.0Z,1,REGULAR,turnover,out-of-bounds,[],203110,,,1610612744,2,5,2022-12-15T00:13:08Z,210000,False,,,0,,D. Green bad pass out-of-bounds TURNOVER (1 TO),[203110],1610612744.0,GSW,1626301.0,23,bad pass,,,Green,D. Green,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1.0,,,,,,,,
09:58,22,PT09M58.00S,2022-12-15T00:13:25.2Z,1,REGULAR,foul,personal,[],201939,,,1610612754,2,5,2022-12-15T00:13:33Z,220000,False,,,0,,S. Curry personal FOUL (1 PF),"[201939, 1626167]",1610612744.0,GSW,204059.0,30,,,,Curry,S. Curry,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,1.0,0.0,Turner,1626167.0,,
09:54,24,PT09M54.00S,2022-12-15T00:13:41.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630174,92.19776609724047,46.32352941176471,1610612754,2,5,2022-12-15T00:13:45Z,240000,False,-18.0,21.0,1,right,MISS A. Nesmith driving Layup,[1630174],1610612754.0,IND,,23,driving,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,2.78,Missed,,,,,,,,,,,,,,,,,
09:51,25,PT09M51.00S,2022-12-15T00:13:44.3Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,2,5,2022-12-15T00:13:45Z,250000,False,,,0,,K. Looney REBOUND (Off:0 Def:2),[1626172],1610612744.0,GSW,,5,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,24.0,2.0,2.0,0.0,,,,,,,,,
09:39,26,PT09M39.00S,2022-12-15T00:13:55.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,9.674770039421814,49.50980392156863,1610612744,2,5,2022-12-15T00:17:30Z,260000,False,2.0,38.0,1,left,MISS K. Looney Layup,[1626172],1610612744.0,GSW,,5,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,3.85,Missed,,,,,,,,,,,,,,,,,
09:37,27,PT09M37.00S,2022-12-15T00:13:57.7Z,1,REGULAR,rebound,offensive,[],1629673,,,1610612744,2,5,2022-12-15T00:17:30Z,270000,False,,,0,,J. Poole REBOUND (Off:1 Def:0),[1629673],1610612744.0,GSW,,3,,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,,,26.0,1.0,0.0,1.0,,,,,,,,,
09:32,28,PT09M32.00S,2022-12-15T00:14:06.4Z,1,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612744,2,5,2022-12-15T00:14:13Z,280000,False,,,0,,A. Nesmith shooting personal FOUL (1 PF) (Curry 2 FT),"[1630174, 201939]",1610612754.0,IND,204059.0,23,shooting,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,0.0,Curry,201939.0,,
09:32,30,PT09M32.00S,2022-12-15T00:14:29.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],201939,,,1610612744,2,6,2022-12-15T00:14:29Z,300000,False,,,0,,S. Curry Free Throw 1 of 2 (3 PTS),[201939],1610612744.0,GSW,,30,,,,Curry,S. Curry,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
09:32,31,PT09M32.00S,2022-12-15T00:14:44.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],201939,,,1610612744,2,7,2022-12-15T00:14:44Z,310000,False,,,0,,S. Curry Free Throw 2 of 2 (4 PTS),[201939],1610612744.0,GSW,,30,,,,Curry,S. Curry,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,
09:16,32,PT09M16.00S,2022-12-15T00:15:03.2Z,1,REGULAR,3pt,Jump Shot,[],1629614,93.77463863337714,3.1862745098039214,1610612754,2,7,2022-12-15T00:15:07Z,320000,False,-234.0,6.0,1,right,MISS A. Nembhard 3PT,[1629614],1610612754.0,IND,,2,,,,Nembhard,A. Nembhard,,,,,Left Corner 3,24+ Left,23.42,Missed,,,,,,,,,,,,,,,,,
09:12,33,PT09M12.00S,2022-12-15T00:15:07.2Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,2,7,2022-12-15T00:15:07Z,330000,False,,,0,,K. Looney REBOUND (Off:0 Def:3),[1626172],1610612744.0,GSW,,5,,,,Looney,K. Looney,,,,,Left Corner 3,24+ Left,,,,,,,32.0,3.0,3.0,0.0,,,,,,,,,
09:03,34,PT09M03.00S,2022-12-15T00:15:15.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,7.835085413929041,45.588235294117645,1610612744,2,7,2022-12-15T00:15:18Z,340000,False,22.0,21.0,1,left,MISS D. Green cutting Layup,[203110],1610612744.0,GSW,,23,cutting,,,Green,D. Green,,,,,Restricted Area,0-8 Center,3.06,Missed,,,,,,,,,,,,,,,,,
09:00,35,PT09M00.00S,2022-12-15T00:15:18.3Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,2,7,2022-12-15T00:15:18Z,350000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,0,,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,
08:56,36,PT08M56.00S,2022-12-15T00:15:22.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630169,94.43166885676742,51.71568627450981,1610612754,2,7,2022-12-15T00:15:29Z,360000,False,9.0,0.0,1,right,MISS T. Haliburton running finger roll Layup,[1630169],1610612754.0,IND,,0,running finger roll,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,0.86,Missed,,,,,,,,,,,,,,,,,
08:54,37,PT08M54.00S,2022-12-15T00:15:24.6Z,1,REGULAR,rebound,offensive,[],1630169,,,1610612754,2,7,2022-12-15T00:15:24Z,370000,False,,,0,,T. Haliburton REBOUND (Off:1 Def:1),[1630169],1610612754.0,IND,,0,,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,,,36.0,2.0,1.0,1.0,,,,,,,,,
08:52,38,PT08M52.00S,2022-12-15T00:15:25.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,66.83639947437582,32.35294117647059,1610612754,2,7,2022-12-15T00:15:31Z,380000,False,-88.0,259.0,1,right,MISS B. Hield 27' 3PT,[1627741],1610612754.0,IND,,24,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,27.38,Missed,,,,,,,,,,,,,,,,,
08:50,39,PT08M50.00S,2022-12-15T00:15:27.8Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612744,2,7,2022-12-15T00:15:31Z,390000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:2),[1628978],1610612744.0,GSW,,0,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,,,,38.0,2.0,2.0,0.0,,,,,,,,,
08:45,40,PT08M45.00S,2022-12-15T00:15:33.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629673,6.258212877792378,53.92156862745098,1610612744,2,7,2022-12-15T00:15:38Z,400000,False,-20.0,6.0,1,left,MISS J. Poole running finger roll Layup,[1629673],1610612744.0,GSW,,3,running finger roll,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,2.06,Missed,,,,,,,,,,,,,,,,,
08:42,41,PT08M42.00S,2022-12-15T00:15:36.6Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612754,2,7,2022-12-15T00:15:38Z,410000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612754.0,IND,,23,,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,,
08:37,42,PT08M37.00S,2022-12-15T00:15:42.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,93.11760840998686,52.450980392156865,1610612754,4,7,2022-12-15T00:22:28Z,420000,False,12.0,12.0,1,right,M. Turner cutting finger roll Layup (2 PTS) (B. Hield 1 AST),"[1626167, 1627741]",1610612754.0,IND,,33,cutting finger roll,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,1.73,Made,2.0,B. Hield,1627741.0,1.0,,,,,,,,,,,,,
08:37,44,PT08M37.00S,2022-12-15T00:15:46.2Z,1,REGULAR,foul,personal,['1freethrow'],1628978,,,1610612754,4,7,2022-12-15T00:15:51Z,440000,False,,,0,,D. DiVincenzo shooting personal FOUL (1 PF) (Turner 1 FT),"[1628978, 1626167]",1610612744.0,GSW,204059.0,0,shooting,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Turner,1626167.0,,
08:37,46,PT08M37.00S,2022-12-15T00:16:07.2Z,1,REGULAR,freethrow,1 of 1,[],1626167,,,1610612754,4,7,2022-12-15T00:16:11Z,460000,False,,,0,,MISS M. Turner Free Throw 1 of 1,[1626167],1610612754.0,IND,,33,,,,Turner,M. Turner,,,,,,,,Missed,,,,,,,,,,,,,,,,,
08:35,47,PT08M35.00S,2022-12-15T00:16:09.2Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,4,7,2022-12-15T00:16:11Z,470000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,23,,,,Green,D. Green,,,,,,,,,,,,,46.0,1.0,1.0,0.0,,,,,,,,,
08:24,48,PT08M24.00S,2022-12-15T00:16:19.7Z,1,REGULAR,2pt,Jump Shot,[],1629673,22.683968462549277,25.245098039215684,1610612744,4,7,2022-12-15T00:16:23Z,480000,False,124.0,161.0,1,left,MISS J. Poole 20' pullup Shot,[1629673],1610612744.0,GSW,,3,pullup,,,Poole,J. Poole,,,,,Mid-Range,16-24 Right Center,20.29,Missed,,,,,,,,,,,,,,,,,
08:21,49,PT08M21.00S,2022-12-15T00:16:22.7Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,4,7,2022-12-15T00:16:23Z,490000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,33,,,,Turner,M. Turner,,,,,Mid-Range,16-24 Right Center,,,,,,,48.0,1.0,1.0,0.0,,,,,,,,,
08:08,50,PT08M08.00S,2022-12-15T00:16:36.3Z,1,REGULAR,3pt,Jump Shot,[],1630174,91.40932982917214,96.81372549019608,1610612754,4,7,2022-12-15T00:16:40Z,500000,False,234.0,28.0,1,right,MISS A. Nesmith 3PT,[1630174],1610612754.0,IND,,23,,,,Nesmith,A. Nesmith,,,,,Right Corner 3,24+ Right,23.58,Missed,,,,,,,,,,,,,,,,,
08:05,51,PT08M05.00S,2022-12-15T00:16:39.3Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,4,7,2022-12-15T00:16:40Z,510000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,30,,,,Curry,S. Curry,,,,,Right Corner 3,24+ Right,,,,,,,50.0,1.0,1.0,0.0,,,,,,,,,
07:53,52,PT07M53.00S,2022-12-15T00:16:50.9Z,1,REGULAR,3pt,Jump Shot,[],201939,27.54599211563732,20.833333333333336,1610612744,4,10,2022-12-15T00:17:39Z,520000,False,146.0,206.0,1,left,S. Curry 25' 3PT fadeaway (7 PTS) (K. Looney 2 AST),"[201939, 1626172]",1610612744.0,GSW,,30,fadeaway,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,25.27,Made,7.0,K. Looney,1626172.0,2.0,,,,,,,,,,,,,
07:53,54,PT07M53.00S,2022-12-15T00:17:00.3Z,1,REGULAR,foul,personal,['1freethrow'],1626167,,,1610612744,4,10,2022-12-15T00:17:05Z,540000,False,,,0,,M. Turner shooting personal FOUL (1 PF) (Curry 1 FT),"[1626167, 201939]",1610612754.0,IND,1626301.0,33,shooting,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1.0,0.0,Curry,201939.0,,
07:53,56,PT07M53.00S,2022-12-15T00:17:25.1Z,1,REGULAR,freethrow,1 of 1,[],201939,,,1610612744,4,11,2022-12-15T00:17:25Z,560000,False,,,0,,S. Curry Free Throw 1 of 1 (8 PTS),[201939],1610612744.0,GSW,,30,,,,Curry,S. Curry,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,
07:41,57,PT07M41.00S,2022-12-15T00:17:40.5Z,1,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612754,4,11,2022-12-15T00:18:00Z,570000,False,,,0,,K. Looney shooting personal FOUL (1 PF) (Turner 2 FT),"[1626172, 1626167]",1610612744.0,GSW,1626301.0,5,shooting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Turner,1626167.0,,
07:41,59,PT07M41.00S,2022-12-15T00:18:01.6Z,1,REGULAR,freethrow,1 of 2,[],1626167,,,1610612754,5,11,2022-12-15T00:18:01Z,590000,False,,,0,,M. Turner Free Throw 1 of 2 (3 PTS),[1626167],1610612754.0,IND,,33,,,,Turner,M. Turner,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
07:41,60,PT07M41.00S,2022-12-15T00:18:16.4Z,1,REGULAR,freethrow,2 of 2,[],1626167,,,1610612754,6,11,2022-12-15T00:18:16Z,600000,False,,,0,,M. Turner Free Throw 2 of 2 (4 PTS),[1626167],1610612754.0,IND,,33,,,,Turner,M. Turner,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,
07:27,61,PT07M27.00S,2022-12-15T00:18:32.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,6.258212877792378,54.41176470588235,1610612744,6,13,2022-12-15T00:18:37Z,610000,False,-22.0,6.0,1,left,J. Poole reverse Layup (2 PTS) (D. Green 1 AST),"[1629673, 203110]",1610612744.0,GSW,,3,reverse,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,2.3,Made,2.0,D. Green,203110.0,1.0,,,,,,,,,,,,,
07:27,63,PT07M27.00S,2022-12-15T00:18:37.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,6,13,2022-12-15T00:18:37Z,630000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07:27,64,PT07M27.00S,2022-12-15T00:21:04.7Z,1,REGULAR,substitution,out,[],1627741,,,1610612754,6,13,2022-12-15T00:21:26Z,640000,False,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,24,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
07:27,65,PT07M27.00S,2022-12-15T00:21:04.7Z,1,REGULAR,substitution,in,[],1631097,,,1610612754,6,13,2022-12-15T00:21:26Z,650000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,00,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,
07:12,66,PT07M12.00S,2022-12-15T00:21:48.6Z,1,REGULAR,3pt,Jump Shot,[],1630169,70.90998685939553,23.52941176470588,1610612754,9,13,2022-12-15T00:21:54Z,660000,False,-132.0,221.0,1,right,T. Haliburton 25' 3PT  (3 PTS) (A. Nembhard 1 AST),"[1630169, 1629614]",1610612754.0,IND,,0,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,25.75,Made,3.0,A. Nembhard,1629614.0,1.0,,,,,,,,,,,,,
06:59,68,PT06M59.00S,2022-12-15T00:22:01.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,8.360709592641262,45.09803921568628,1610612744,9,15,2022-12-15T00:22:06Z,680000,False,25.0,26.0,1,left,S. Curry driving finger roll Layup (10 PTS),[201939],1610612744.0,GSW,,30,driving finger roll,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,3.58,Made,10.0,,,,,,,,,,,,,,,,
06:47,69,PT06M47.00S,2022-12-15T00:22:12.7Z,1,REGULAR,turnover,bad pass,[],1630169,,,1610612754,9,15,2022-12-15T00:22:15Z,690000,False,,,0,,T. Haliburton bad pass TURNOVER (1 TO),"[1630169, 201939]",1610612754.0,IND,,0,,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,Curry,201939.0,,,,,,
06:47,70,PT06M47.00S,2022-12-15T00:22:12.7Z,1,REGULAR,steal,,[],201939,,,1610612744,9,15,2022-12-15T00:22:14Z,700000,False,,,0,,S. Curry STEAL (1 STL),[201939],1610612744.0,GSW,,30,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
06:43,71,PT06M43.00S,2022-12-15T00:22:17.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629673,8.360709592641262,44.11764705882353,1610612744,9,17,2022-12-15T00:22:22Z,710000,False,29.0,26.0,1,left,J. Poole running Layup (4 PTS) (S. Curry 1 AST),"[1629673, 201939]",1610612744.0,GSW,,3,running,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,3.93,Made,4.0,S. Curry,201939.0,1.0,,,,,,,,,,,,,
06:26,73,PT06M26.00S,2022-12-15T00:22:33.7Z,1,REGULAR,2pt,Jump Shot,[],1629614,76.42904073587385,34.068627450980394,1610612754,9,17,2022-12-15T00:22:38Z,730000,False,-80.0,169.0,1,right,MISS A. Nembhard 18' step back Shot,[1629614],1610612754.0,IND,,2,step back,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Left Center,18.69,Missed,,,,,,,,,,,,,,,,,
06:24,74,PT06M24.00S,2022-12-15T00:22:35.7Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612744,9,17,2022-12-15T00:22:38Z,740000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:3),[1628978],1610612744.0,GSW,,0,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,16-24 Left Center,,,,,,,73.0,3.0,3.0,0.0,,,,,,,,,
06:02,75,PT06M02.00S,2022-12-15T00:22:58.1Z,1,REGULAR,3pt,Jump Shot,[],1629673,19.136005256241788,94.85294117647058,1610612744,9,17,2022-12-15T00:23:02Z,750000,False,-224.0,127.0,1,left,MISS J. Poole 25' 3PT - blocked,"[1629673, 1630169]",1610612744.0,GSW,,3,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,25.8,Missed,,,,,,,,,,,,,,,,Haliburton,1630169.0
06:02,76,PT06M02.00S,2022-12-15T00:22:58.1Z,1,REGULAR,block,,[],1630169,,,1610612744,9,17,2022-12-15T00:23:00Z,760000,False,,,0,,T. Haliburton BLOCK (1 BLK),[1630169],1610612754.0,IND,,0,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,
05:59,77,PT05M59.00S,2022-12-15T00:23:01.1Z,1,REGULAR,rebound,offensive,[],1629673,,,1610612744,9,17,2022-12-15T00:23:02Z,770000,False,,,0,,J. Poole REBOUND (Off:2 Def:0),[1629673],1610612744.0,GSW,,3,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,,,,75.0,2.0,0.0,2.0,,,,,,,,,
05:59,78,PT05M59.00S,2022-12-15T00:23:02.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629673,27.808804204993432,83.57843137254902,1610612744,9,17,2022-12-15T00:23:13Z,780000,False,-168.0,209.0,1,left,MISS J. Poole 26' 3PT,[1629673],1610612744.0,GSW,,3,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,26.8,Missed,,,,,,,,,,,,,,,,,
05:57,79,PT05M57.00S,2022-12-15T00:23:04.0Z,1,REGULAR,rebound,defensive,[],1631097,,,1610612754,9,17,2022-12-15T00:23:13Z,790000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:1),[1631097],1610612754.0,IND,,00,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,,,,,,,78.0,1.0,1.0,0.0,,,,,,,,,
05:54,80,PT05M54.00S,2022-12-15T00:23:06.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1626167,92.9862023653088,51.225490196078425,1610612754,11,17,2022-12-15T00:23:19Z,800000,False,6.0,13.0,1,right,M. Turner running DUNK (6 PTS) (B. Mathurin 1 AST),"[1626167, 1631097]",1610612754.0,IND,,33,running,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,1.47,Made,6.0,B. Mathurin,1631097.0,1.0,,,,,,,,,,,,,
05:24,82,PT05M24.00S,2022-12-15T00:23:39.8Z,1,REGULAR,2pt,Jump Shot,[],1626172,29.911300919842315,56.61764705882353,1610612744,11,17,2022-12-15T00:27:41Z,820000,False,-33.0,229.0,1,left,MISS K. Looney 23' pullup Shot,[1626172],1610612744.0,GSW,,5,pullup,,,Looney,K. Looney,,,,,Mid-Range,16-24 Center,23.11,Missed,,,,,,,,,,,,,,,,,
05:22,83,PT05M22.00S,2022-12-15T00:23:41.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,11,17,2022-12-15T00:24:05Z,830000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,82.0,,,,,,,,,,,,
