actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
286,PT04M19.00S,2022-10-21T23:59:07.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629640,9.017739816031538,5.147058823529411,1610612759,47,53,2022-10-21T23:59:12Z,2820000,224.0,32.0,1,left,MISS K. Johnson 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,22.66,Missed,,,,,,,,,,,,,,,,,,
287,PT04M14.00S,2022-10-21T23:59:12.4Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612754,47,53,2022-10-21T23:59:14Z,2830000,,,0,,J. Smith REBOUND (Off:0 Def:2),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,286.0,2.0,2.0,0.0,,,,
288,PT04M08.00S,2022-10-21T23:59:18.1Z,2,REGULAR,turnover,bad pass,[],1630169,,,1610612754,47,53,2022-10-21T23:59:21Z,2840000,,,0,,T. Haliburton bad pass TURNOVER (2 TO),"[1630169, 1627751]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,2.0,,,,,,,Poeltl,1627751.0
289,PT04M08.00S,2022-10-21T23:59:18.1Z,2,REGULAR,steal,,[],1627751,,,1610612759,47,53,2022-10-21T23:59:19Z,2850000,,,0,,J. Poeltl STEAL (1 STL),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
290,PT04M01.00S,2022-10-21T23:59:25.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626196,33.98488830486202,63.725490196078425,1610612759,47,56,2022-10-21T23:59:29Z,2860000,-69.0,267.0,1,left,J. Richardson 27' 3PT  (8 PTS) (J. Poeltl 3 AST),"[1626196, 1627751]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Center,27.57,Made,8.0,J. Poeltl,1627751.0,3.0,,,,,,,,,,,,,,
292,PT03M47.00S,2022-10-21T23:59:38.4Z,2,REGULAR,3pt,Jump Shot,[],1630678,92.59198423127464,5.392156862745098,1610612754,47,56,2022-10-21T23:59:43Z,2880000,-223.0,17.0,1,right,MISS T. Taylor 3PT,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,Left Corner 3,24+ Left,22.37,Missed,,,,,,,,,,,,,,,,,,
293,PT03M45.00S,2022-10-21T23:59:40.4Z,2,REGULAR,rebound,defensive,[],1630563,,,1610612759,47,56,2022-10-21T23:59:43Z,2890000,,,0,,J. Primo REBOUND (Off:0 Def:2),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,292.0,2.0,2.0,0.0,,,,
294,PT03M39.00S,2022-10-21T23:59:46.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628966,12.565703022339028,44.6078431372549,1610612759,47,56,2022-10-22T00:04:53Z,2900000,27.0,66.0,1,left,MISS K. Bates-Diop 7' running Layup,[1628966],1610612759.0,SAS,running,,,Bates-Diop,K. Bates-Diop,,,,,In The Paint (Non-RA),0-8 Center,7.09,Missed,,,,,,,,,,,,,,,,,,
295,PT03M37.00S,2022-10-21T23:59:48.8Z,2,REGULAR,rebound,offensive,[],1628966,,,1610612759,47,56,2022-10-22T00:00:28Z,2910000,,,0,,K. Bates-Diop REBOUND (Off:1 Def:0),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,294.0,1.0,0.0,1.0,,,,
296,PT03M37.00S,2022-10-21T23:59:51.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628966,5.590000152587891,50.0,1610612759,47,58,2022-10-21T23:59:51Z,2920000,0.0,0.0,1,left,K. Bates-Diop putback Layup (2 PTS),[1628966],1610612759.0,SAS,putback,,,Bates-Diop,K. Bates-Diop,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
297,PT03M37.00S,2022-10-21T23:59:54.0Z,2,REGULAR,timeout,full,['team'],0,,,1610612754,47,58,2022-10-21T23:59:54Z,2930000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT03M37.00S,2022-10-22T00:00:49.4Z,2,REGULAR,substitution,out,[],1630169,,,1610612754,47,58,2022-10-22T00:01:20Z,2940000,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT03M37.00S,2022-10-22T00:00:49.4Z,2,REGULAR,substitution,out,[],1630537,,,1610612754,47,58,2022-10-22T00:01:20Z,2950000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT03M37.00S,2022-10-22T00:00:49.4Z,2,REGULAR,substitution,out,[],1627741,,,1610612754,47,58,2022-10-22T00:01:20Z,2960000,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT03M37.00S,2022-10-22T00:00:49.4Z,2,REGULAR,substitution,out,[],1630188,,,1610612754,47,58,2022-10-22T00:01:20Z,2970000,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT03M37.00S,2022-10-22T00:00:49.4Z,2,REGULAR,substitution,out,[],1630678,,,1610612754,47,58,2022-10-22T00:01:20Z,2980000,,,0,,SUB out: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT03M37.00S,2022-10-22T00:00:49.4Z,2,REGULAR,substitution,out,[],1627751,,,1610612754,47,58,2022-10-22T00:01:20Z,2990000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT03M37.00S,2022-10-22T00:00:49.4Z,2,REGULAR,substitution,out,[],1628966,,,1610612754,47,58,2022-10-22T00:01:20Z,3000000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT03M37.00S,2022-10-22T00:00:49.4Z,2,REGULAR,substitution,in,[],1631097,,,1610612754,47,58,2022-10-22T00:01:20Z,3010000,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT03M37.00S,2022-10-22T00:00:49.4Z,2,REGULAR,substitution,in,[],1629614,,,1610612754,47,58,2022-10-22T00:01:20Z,3020000,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT03M37.00S,2022-10-22T00:00:49.4Z,2,REGULAR,substitution,in,[],204456,,,1610612754,47,58,2022-10-22T00:01:20Z,3030000,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT03M37.00S,2022-10-22T00:00:49.4Z,2,REGULAR,substitution,in,[],1630174,,,1610612754,47,58,2022-10-22T00:01:20Z,3040000,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT03M37.00S,2022-10-22T00:00:49.4Z,2,REGULAR,substitution,in,[],1629048,,,1610612754,47,58,2022-10-22T00:01:20Z,3050000,,,0,,SUB in: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT03M37.00S,2022-10-22T00:00:49.4Z,2,REGULAR,substitution,in,[],1630170,,,1610612754,47,58,2022-10-22T00:01:20Z,3060000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT03M37.00S,2022-10-22T00:00:49.4Z,2,REGULAR,substitution,in,[],1628380,,,1610612754,47,58,2022-10-22T00:01:20Z,3070000,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT03M16.00S,2022-10-22T00:01:51.5Z,2,REGULAR,foul,personal,['2freethrow'],1626196,,,1610612754,47,58,2022-10-22T00:01:57Z,3080000,,,0,,J. Richardson shooting personal FOUL (1 PF) (Mathurin 2 FT),"[1626196, 1631097]",1610612759.0,SAS,shooting,,,Richardson,J. Richardson,,,,,Restricted Area,0-8 Center,,,,,,,203591.0,1.0,0.0,Mathurin,1631097.0,,,,,,,,,
314,PT03M16.00S,2022-10-22T00:02:18.6Z,2,REGULAR,freethrow,1 of 2,[],1631097,,,1610612754,47,58,2022-10-22T00:02:18Z,3100000,,,0,,MISS B. Mathurin Free Throw 1 of 2,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
315,PT03M16.00S,2022-10-22T00:02:18.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,47,58,2022-10-22T00:02:18Z,3110000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,314.0,,,,,,,
316,PT03M16.00S,2022-10-22T00:02:33.4Z,2,REGULAR,freethrow,2 of 2,[],1631097,,,1610612754,48,58,2022-10-22T00:02:33Z,3120000,,,0,,B. Mathurin Free Throw 2 of 2 (14 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
317,PT03M02.00S,2022-10-22T00:02:50.2Z,2,REGULAR,3pt,Jump Shot,[],1630170,6.652431011826544,96.07843137254902,1610612759,48,61,2022-10-22T00:02:54Z,3130000,-230.0,10.0,1,left,D. Vassell 3PT  (13 PTS) (J. Primo 5 AST),"[1630170, 1630563]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Left Corner 3,24+ Left,23.06,Made,13.0,J. Primo,1630563.0,5.0,,,,,,,,,,,,,,
319,PT02M45.00S,2022-10-22T00:03:05.7Z,2,REGULAR,3pt,Jump Shot,[],1630174,82.86793692509855,94.11764705882352,1610612754,51,61,2022-10-22T00:07:52Z,3150000,221.0,109.0,1,right,A. Nesmith 24' 3PT step back (3 PTS) (B. Mathurin 2 AST),"[1630174, 1631097]",1610612754.0,IND,step back,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,24.58,Made,3.0,B. Mathurin,1631097.0,2.0,,,,,,,,,,,,,,
321,PT02M32.00S,2022-10-22T00:03:19.4Z,2,REGULAR,3pt,Jump Shot,[],1626196,24.26084099868594,88.72549019607843,1610612759,51,61,2022-10-22T00:03:23Z,3170000,-194.0,176.0,1,left,MISS J. Richardson 26' 3PT,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Left Center,26.14,Missed,,,,,,,,,,,,,,,,,,
322,PT02M30.00S,2022-10-22T00:03:21.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612754,51,61,2022-10-22T00:03:23Z,3180000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,321.0,,,,,,,
324,PT02M22.00S,2022-10-22T00:03:38.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],204456,92.9862023653088,55.88235294117647,1610612754,51,61,2022-10-22T00:03:43Z,3200000,29.0,13.0,1,right,MISS T. McConnell driving finger roll Layup,[204456],1610612754.0,IND,driving finger roll,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,3.23,Missed,,,,,,,,,,,,,,,,,,
325,PT02M19.00S,2022-10-22T00:03:41.4Z,2,REGULAR,rebound,offensive,[],204456,,,1610612754,51,61,2022-10-22T00:03:41Z,3210000,,,0,,T. McConnell REBOUND (Off:2 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,324.0,3.0,1.0,2.0,,,,
326,PT02M17.00S,2022-10-22T00:03:43.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629048,92.32917214191852,51.470588235294116,1610612754,51,61,2022-10-22T00:03:47Z,3220000,7.0,20.0,1,right,MISS G. Bitadze Layup - blocked,"[1629048, 1628380]",1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,2.1,Missed,,,,,,,,,,,,,,,Collins,1628380.0,,
327,PT02M17.00S,2022-10-22T00:03:43.5Z,2,REGULAR,block,,[],1628380,,,1610612754,51,61,2022-10-22T00:03:45Z,3230000,,,0,,Z. Collins BLOCK (1 BLK),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
328,PT02M17.00S,2022-10-22T00:03:43.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612759,51,61,2022-10-22T00:03:47Z,3240000,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,326.0,,,,,,,
330,PT02M05.00S,2022-10-22T00:04:07.4Z,2,REGULAR,turnover,traveling,[],1630563,,,1610612759,51,61,2022-10-22T00:04:13Z,3260000,,,0,,J. Primo traveling TURNOVER (2 TO),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1628159.0,,,,,2.0,,,,,,,,
331,PT01M50.00S,2022-10-22T00:04:36.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631097,87.20433639947439,50.49019607843137,1610612754,53,61,2022-10-22T00:04:41Z,3270000,2.0,68.0,1,right,B. Mathurin 6' driving floating Jump Shot (16 PTS),[1631097],1610612754.0,IND,driving floating,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,6.78,Made,16.0,,,,,,,,,,,,,,,,,
332,PT01M37.00S,2022-10-22T00:04:49.2Z,2,REGULAR,3pt,Jump Shot,[],1626196,29.25427069645204,18.872549019607842,1610612759,53,64,2022-10-22T00:04:53Z,3280000,156.0,222.0,1,left,J. Richardson 27' 3PT  (11 PTS) (D. Vassell 2 AST),"[1626196, 1630170]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Right Center,27.15,Made,11.0,D. Vassell,1630170.0,2.0,,,,,,,,,,,,,,
334,PT01M24.00S,2022-10-22T00:05:01.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630174,92.06636005256242,57.107843137254896,1610612754,55,64,2022-10-22T00:05:07Z,3300000,36.0,22.0,1,right,A. Nesmith driving floating bank Jump Shot (5 PTS) (T. McConnell 4 AST),"[1630174, 204456]",1610612754.0,IND,driving floating bank,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,4.18,Made,5.0,T. McConnell,204456.0,4.0,,,,,,,,,,,,,,
336,PT01M12.00S,2022-10-22T00:05:14.4Z,2,REGULAR,3pt,Jump Shot,[],1630563,17.559132720105126,5.147058823529411,1610612759,55,64,2022-10-22T00:05:18Z,3320000,224.0,113.0,1,left,MISS J. Primo 25' 3PT,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,Above the Break 3,24+ Right Center,25.1,Missed,,,,,,,,,,,,,,,,,,
337,PT01M09.00S,2022-10-22T00:05:17.4Z,2,REGULAR,rebound,defensive,[],1630174,,,1610612754,55,64,2022-10-22T00:05:18Z,3330000,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,336.0,1.0,1.0,0.0,,,,
338,PT01M00.00S,2022-10-22T00:05:25.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,90.22667542706965,42.40196078431372,1610612754,55,64,2022-10-22T00:05:29Z,3340000,-38.0,39.0,1,right,MISS B. Mathurin driving Layup,[1631097],1610612754.0,IND,driving,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,5.47,Missed,,,,,,,,,,,,,,,,,,
339,PT00M59.10S,2022-10-22T00:05:26.4Z,2,REGULAR,rebound,defensive,[],1626196,,,1610612759,55,64,2022-10-22T00:05:29Z,3350000,,,0,,J. Richardson REBOUND (Off:0 Def:1),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,338.0,1.0,1.0,0.0,,,,
340,PT00M48.10S,2022-10-22T00:05:39.2Z,2,REGULAR,3pt,Jump Shot,[],1629640,6.1268068331143235,95.58823529411765,1610612759,55,67,2022-10-22T00:05:44Z,3360000,-228.0,5.0,1,left,K. Johnson 3PT  (11 PTS) (Z. Collins 3 AST),"[1629640, 1628380]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,22.8,Made,11.0,Z. Collins,1628380.0,3.0,,,,,,,,,,,,,,
342,PT00M25.10S,2022-10-22T00:06:05.1Z,2,REGULAR,2pt,Jump Shot,[],204456,92.32917214191852,71.56862745098039,1610612754,55,67,2022-10-22T00:06:09Z,3380000,108.0,20.0,1,right,MISS T. McConnell 10' fadeaway Shot,[204456],1610612754.0,IND,fadeaway,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,10.96,Missed,,,,,,,,,,,,,,,,,,
343,PT00M22.80S,2022-10-22T00:06:07.4Z,2,REGULAR,rebound,defensive,[],1630170,,,1610612759,55,67,2022-10-22T00:06:09Z,3390000,,,0,,D. Vassell REBOUND (Off:0 Def:3),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,342.0,3.0,3.0,0.0,,,,
344,PT00M00.90S,2022-10-22T00:06:29.4Z,2,REGULAR,3pt,Jump Shot,[],1626196,5.995400788436268,95.34313725490196,1610612759,55,70,2022-10-22T00:06:34Z,3400000,-227.0,4.0,1,left,J. Richardson 3PT  (14 PTS) (K. Johnson 4 AST),"[1626196, 1629640]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Left Corner 3,24+ Left,22.67,Made,14.0,K. Johnson,1629640.0,4.0,,,,,,,,,,,,,,
346,PT00M00.00S,2022-10-22T00:06:38.3Z,2,REGULAR,period,end,[],0,,,1610612754,55,70,2022-10-22T00:06:38Z,3420000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2022-10-22T00:20:50.2Z,3,REGULAR,substitution,out,['startperiod'],1629614,,,1610612754,55,70,2022-10-22T00:21:41Z,3430000,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2022-10-22T00:20:50.2Z,3,REGULAR,substitution,out,['startperiod'],204456,,,1610612754,55,70,2022-10-22T00:21:41Z,3440000,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2022-10-22T00:20:50.2Z,3,REGULAR,substitution,out,['startperiod'],1630174,,,1610612754,55,70,2022-10-22T00:21:41Z,3450000,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2022-10-22T00:20:50.2Z,3,REGULAR,substitution,out,['startperiod'],1626196,,,1610612754,55,70,2022-10-22T00:21:41Z,3460000,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2022-10-22T00:20:50.2Z,3,REGULAR,substitution,out,['startperiod'],1630563,,,1610612754,55,70,2022-10-22T00:21:41Z,3470000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2022-10-22T00:20:50.2Z,3,REGULAR,substitution,out,['startperiod'],1628380,,,1610612754,55,70,2022-10-22T00:21:41Z,3480000,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2022-10-22T00:20:50.2Z,3,REGULAR,substitution,in,['startperiod'],1630169,,,1610612754,55,70,2022-10-22T00:21:41Z,3490000,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2022-10-22T00:20:50.2Z,3,REGULAR,substitution,in,['startperiod'],1630678,,,1610612754,55,70,2022-10-22T00:21:41Z,3500000,,,0,,SUB in: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2022-10-22T00:20:50.2Z,3,REGULAR,substitution,in,['startperiod'],1627741,,,1610612754,55,70,2022-10-22T00:21:41Z,3510000,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2022-10-22T00:20:50.2Z,3,REGULAR,substitution,in,['startperiod'],1630200,,,1610612754,55,70,2022-10-22T00:21:41Z,3520000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2022-10-22T00:20:50.2Z,3,REGULAR,substitution,in,['startperiod'],1627751,,,1610612754,55,70,2022-10-22T00:21:41Z,3530000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2022-10-22T00:20:50.2Z,3,REGULAR,substitution,in,['startperiod'],1631110,,,1610612754,55,70,2022-10-22T00:21:41Z,3540000,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2022-10-22T00:21:44.7Z,3,REGULAR,period,start,[],0,,,1610612754,55,70,2022-10-22T00:21:44Z,3550000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT11M44.00S,2022-10-22T00:21:59.9Z,3,REGULAR,2pt,Jump Shot,[],1630169,23.866622864651774,64.95098039215686,1610612754,55,70,2022-10-22T00:22:07Z,3560000,-75.0,172.0,1,left,MISS T. Haliburton 18' pullup Shot,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Left Center,18.74,Missed,,,,,,,,,,,,,,,,,,
361,PT11M42.00S,2022-10-22T00:22:01.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,55,70,2022-10-22T00:22:07Z,3570000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,360.0,,,,,,,
362,PT11M42.00S,2022-10-22T00:22:07.2Z,3,REGULAR,foul,personal,[],1630200,,,1610612754,55,70,2022-10-22T00:22:16Z,3580000,,,0,,T. Jones loose ball personal FOUL (1 PF),"[1630200, 1629048]",1610612759.0,SAS,loose ball,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,203591.0,1.0,0.0,Bitadze,1629048.0,,,,,,,,,
364,PT11M32.00S,2022-10-22T00:22:31.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,19.66162943495401,4.411764705882353,1610612754,58,70,2022-10-22T00:22:36Z,3600000,228.0,132.0,1,left,B. Hield 26' 3PT  (8 PTS) (T. Taylor 2 AST),"[1627741, 1630678]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,26.35,Made,8.0,T. Taylor,1630678.0,2.0,,,,,,,,,,,,,,
366,PT11M16.00S,2022-10-22T00:22:47.2Z,3,REGULAR,3pt,Jump Shot,[],1629640,83.26215505913272,94.6078431372549,1610612759,58,73,2022-10-22T00:22:52Z,3620000,223.0,105.0,1,right,K. Johnson 24' 3PT  (14 PTS) (D. Vassell 3 AST),"[1629640, 1630170]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,24.64,Made,14.0,D. Vassell,1630170.0,3.0,,,,,,,,,,,,,,
368,PT11M05.00S,2022-10-22T00:22:58.0Z,3,REGULAR,2pt,Jump Shot,[],1630169,13.222733245729303,27.696078431372552,1610612754,58,73,2022-10-22T00:23:02Z,3640000,112.0,72.0,1,left,MISS T. Haliburton 13' driving floating bank Shot,[1630169],1610612754.0,IND,driving floating bank,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Right,13.26,Missed,,,,,,,,,,,,,,,,,,
369,PT11M02.00S,2022-10-22T00:23:01.0Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612759,58,73,2022-10-22T00:23:02Z,3650000,,,0,,J. Poeltl REBOUND (Off:1 Def:2),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,368.0,3.0,2.0,1.0,,,,
370,PT10M59.00S,2022-10-22T00:23:04.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,82.7365308804205,4.166666666666666,1610612759,58,76,2022-10-22T00:23:10Z,3660000,-229.0,110.0,1,right,D. Vassell 25' 3PT running (16 PTS) (T. Jones 4 AST),"[1630170, 1630200]",1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,25.41,Made,16.0,T. Jones,1630200.0,4.0,,,,,,,,,,,,,,
373,PT10M37.00S,2022-10-22T00:23:25.9Z,3,REGULAR,3pt,Jump Shot,[],1630169,32.013797634691194,62.254901960784316,1610612754,58,76,2022-10-22T00:23:30Z,3690000,-61.0,248.0,1,left,MISS T. Haliburton 25' 3PT,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,25.59,Missed,,,,,,,,,,,,,,,,,,
