actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
521,PT10M59.00S,2022-10-20T00:59:56.6Z,4,REGULAR,block,,[],1626153,,,1610612754,77,89,2022-10-20T01:00:47Z,5140000,,,0,,D. Wright BLOCK (2 BLK),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
522,PT10M59.00S,2022-10-20T00:59:56.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612754,77,89,2022-10-20T01:00:03Z,5150000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,520.0,,,,,,,,,,,,,
524,PT10M58.00S,2022-10-20T01:00:13.4Z,4,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1629048,14.4053876478318,75.98039215686273,1610612754,77,89,2022-10-20T01:00:18Z,5170000,-130.0,83.0,1,left,MISS G. Bitadze 15' Jump Shot,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,15.41,,,,,,,,,,,
525,PT10M53.00S,2022-10-20T01:00:18.4Z,4,REGULAR,rebound,defensive,[],1629060,,,1610612764,77,89,2022-10-20T01:00:18Z,5180000,,,0,,R. Hachimura REBOUND (Off:1 Def:4),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,Mid-Range,8-16 Left,,,,,,,524.0,,,5.0,4.0,1.0,,,,,,,,
526,PT10M44.00S,2022-10-20T01:00:26.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203115,92.46057818659659,44.85294117647059,1610612764,77,91,2022-10-20T01:00:31Z,5190000,-26.0,18.0,1,right,W. Barton driving floating Jump Shot (10 PTS),[203115],1610612764.0,WAS,driving floating,,,Barton,W. Barton,,,,,Restricted Area,0-8 Center,,,,,,Made,,10.0,3.16,,,,,,,,,,,
527,PT10M44.00S,2022-10-20T01:00:33.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,77,91,2022-10-20T01:00:33Z,5200000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT10M44.00S,2022-10-20T01:02:49.5Z,4,REGULAR,substitution,out,[],1629048,,,1610612754,77,91,2022-10-20T01:03:01Z,5210000,,,0,,SUB out: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT10M44.00S,2022-10-20T01:02:49.5Z,4,REGULAR,substitution,in,[],1630543,,,1610612754,77,91,2022-10-20T01:03:01Z,5220000,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT10M35.00S,2022-10-20T01:03:34.7Z,4,REGULAR,turnover,out-of-bounds,[],1630543,,,1610612754,77,91,2022-10-20T01:03:42Z,5230000,,,0,,I. Jackson bad pass out-of-bounds TURNOVER (1 TO),[1630543],1610612754.0,IND,bad pass,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Center,1628953.0,,,,,,,,,,,,,,,1.0,,,,
531,PT10M26.00S,2022-10-20T01:03:55.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1626153,92.06636005256242,96.07843137254902,1610612764,77,91,2022-10-20T01:04:00Z,5240000,230.0,22.0,1,right,MISS D. Wright 3PT,[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,23.15,,,,,,,,,,,
532,PT10M22.00S,2022-10-20T01:03:59.5Z,4,REGULAR,rebound,defensive,[],204456,,,1610612754,77,91,2022-10-20T01:04:00Z,5250000,,,0,,T. McConnell REBOUND (Off:0 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Right Corner 3,24+ Right,,,,,,,531.0,,,1.0,1.0,0.0,,,,,,,,
533,PT10M18.00S,2022-10-20T01:04:02.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629052,33.722076215505915,55.88235294117647,1610612754,80,91,2022-10-20T01:04:14Z,5260000,-29.0,264.0,1,left,O. Brissett 26' 3PT running pullup (3 PTS) (T. McConnell 4 AST),"[1629052, 204456]",1610612754.0,IND,running pullup,,,Brissett,O. Brissett,,,,,Above the Break 3,24+ Center,,,,,,Made,,3.0,26.61,,,,T. McConnell,204456.0,4.0,,,,,
535,PT09M59.00S,2022-10-20T01:04:23.8Z,4,REGULAR,foul,offensive,[],1626153,,,1610612764,80,91,2022-10-20T01:04:30Z,5280000,,,0,,D. Wright offensive FOUL (2 PF),"[1626153, 204456]",1610612764.0,WAS,,,,Wright,D. Wright,,,,,Mid-Range,8-16 Left,1628953.0,2.0,0.0,McConnell,204456.0,,,,,,,,,,,,,,,
537,PT09M59.00S,2022-10-20T01:04:23.8Z,4,REGULAR,turnover,offensive foul,[],1626153,,,1610612764,80,91,2022-10-20T01:04:23Z,5300000,,,0,,D. Wright offensive foul TURNOVER (1 TO),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,Mid-Range,8-16 Left,1628953.0,,,,,,,,,,,,,,,1.0,,,,
538,PT09M43.00S,2022-10-20T01:04:59.2Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",204456,14.536793692509855,39.705882352941174,1610612754,80,91,2022-10-20T01:05:03Z,5310000,51.0,84.0,1,left,MISS T. McConnell 9' fadeaway Shot,[204456],1610612754.0,IND,fadeaway,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,9.86,,,,,,,,,,,
539,PT09M39.00S,2022-10-20T01:05:03.2Z,4,REGULAR,rebound,defensive,[],203078,,,1610612764,80,91,2022-10-20T01:05:03Z,5320000,,,0,,B. Beal REBOUND (Off:2 Def:2),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,538.0,,,4.0,2.0,2.0,,,,,,,,
540,PT09M35.00S,2022-10-20T01:05:06.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629060,82.60512483574244,93.62745098039215,1610612764,80,94,2022-10-20T01:05:16Z,5330000,218.0,111.0,1,right,R. Hachimura 24' 3PT running (5 PTS) (D. Wright 1 AST),"[1629060, 1626153]",1610612764.0,WAS,running,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,5.0,24.47,,,,D. Wright,1626153.0,1.0,,,,,
542,PT09M33.00S,2022-10-20T01:05:13.4Z,4,REGULAR,foul,technical,['1freethrow'],1320,,,1610612754,80,94,2022-10-20T01:05:26Z,5350000,,,0,,TEAM foul technical,[1320],1610612754.0,IND,,,,,,,,,,,,201638.0,,,,,,,,,,,,,,,,,,,
543,PT09M33.00S,2022-10-20T01:05:35.7Z,4,REGULAR,freethrow,1 of 1,[],203078,,,1610612754,80,95,2022-10-20T01:05:35Z,5360000,,,0,,B. Beal technical Free Throw 1 of 1 (21 PTS),[203078],1610612764.0,WAS,technical,,,Beal,B. Beal,,,,,,,,,,,,Made,,21.0,,,,,,,,,,,,
544,PT09M33.00S,2022-10-20T01:05:36.6Z,4,REGULAR,substitution,out,[],1631097,,,1610612754,80,95,2022-10-20T01:05:52Z,5370000,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT09M33.00S,2022-10-20T01:05:36.6Z,4,REGULAR,substitution,out,[],1630174,,,1610612754,80,95,2022-10-20T01:05:52Z,5380000,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT09M33.00S,2022-10-20T01:05:36.6Z,4,REGULAR,substitution,out,[],203078,,,1610612754,80,95,2022-10-20T01:05:52Z,5390000,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT09M33.00S,2022-10-20T01:05:36.6Z,4,REGULAR,substitution,in,[],1630537,,,1610612754,80,95,2022-10-20T01:05:52Z,5400000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT09M33.00S,2022-10-20T01:05:36.6Z,4,REGULAR,substitution,in,[],1627741,,,1610612754,80,95,2022-10-20T01:05:52Z,5410000,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT09M33.00S,2022-10-20T01:05:36.6Z,4,REGULAR,substitution,in,[],1630264,,,1610612754,80,95,2022-10-20T01:05:52Z,5420000,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT09M24.00S,2022-10-20T01:06:14.6Z,4,REGULAR,foul,personal,['2freethrow'],1630264,,,1610612754,80,95,2022-10-20T01:06:32Z,5430000,,,0,,A. Gill shooting personal FOUL (3 PF) (Jackson 2 FT),"[1630264, 1630543]",1610612764.0,WAS,shooting,,,Gill,A. Gill,,,,,Restricted Area,0-8 Center,1628953.0,3.0,0.0,Jackson,1630543.0,,,,,,,,,,,,,,,
552,PT09M24.00S,2022-10-20T01:06:42.5Z,4,REGULAR,freethrow,1 of 2,[],1630543,,,1610612754,80,95,2022-10-20T01:06:42Z,5450000,,,0,,MISS I. Jackson Free Throw 1 of 2,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
553,PT09M24.00S,2022-10-20T01:06:42.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,80,95,2022-10-20T01:06:42Z,5460000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,552.0,,,,,,,,,,,,,
554,PT09M24.00S,2022-10-20T01:06:51.3Z,4,REGULAR,substitution,out,[],1629052,,,1610612754,80,95,2022-10-20T01:07:01Z,5470000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT09M24.00S,2022-10-20T01:06:51.3Z,4,REGULAR,substitution,in,[],1630169,,,1610612754,80,95,2022-10-20T01:07:01Z,5480000,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT09M24.00S,2022-10-20T01:07:12.7Z,4,REGULAR,freethrow,2 of 2,[],1630543,,,1610612754,81,95,2022-10-20T01:07:12Z,5490000,,,0,,I. Jackson Free Throw 2 of 2 (3 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,Made,,3.0,,,,,,,,,,,,
557,PT09M17.00S,2022-10-20T01:07:26.0Z,4,REGULAR,foul,personal,[],204456,,,1610612764,81,95,2022-10-20T01:07:38Z,5500000,,,0,,T. McConnell personal FOUL (3 PF),"[204456, 203115]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Center,201638.0,3.0,0.0,Barton,203115.0,,,,,,,,,,,,,,,
559,PT09M12.00S,2022-10-20T01:07:54.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629060,80.89684625492772,58.82352941176471,1610612764,81,97,2022-10-20T01:07:58Z,5520000,44.0,127.0,1,right,R. Hachimura 13' turnaround Jump Shot (7 PTS),[1629060],1610612764.0,WAS,turnaround,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,7.0,13.45,,,,,,,,,,,
560,PT08M48.00S,2022-10-20T01:08:17.8Z,4,REGULAR,turnover,lost ball,[],1627741,,,1610612754,81,97,2022-10-20T01:08:21Z,5530000,,,0,,B. Hield lost ball TURNOVER (1 TO),"[1627741, 1626153]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,1.0,Wright,1626153.0,,
561,PT08M48.00S,2022-10-20T01:08:17.8Z,4,REGULAR,steal,,[],1626153,,,1610612764,81,97,2022-10-20T01:08:20Z,5540000,,,0,,D. Wright STEAL (2 STL),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
562,PT08M41.00S,2022-10-20T01:08:24.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629655,92.9862023653088,48.77450980392157,1610612764,81,99,2022-10-20T01:08:35Z,5550000,-6.0,13.0,1,right,D. Gafford cutting DUNK (10 PTS) (W. Barton 3 AST),"[1629655, 203115]",1610612764.0,WAS,cutting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,Made,,10.0,1.47,,,,W. Barton,203115.0,3.0,,,,,
564,PT08M40.00S,2022-10-20T01:08:36.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,81,99,2022-10-20T01:08:36Z,5570000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT08M40.00S,2022-10-20T01:10:49.0Z,4,REGULAR,substitution,out,[],204456,,,1610612754,81,99,2022-10-20T01:11:07Z,5580000,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT08M40.00S,2022-10-20T01:10:49.0Z,4,REGULAR,substitution,out,[],1630543,,,1610612754,81,99,2022-10-20T01:11:07Z,5590000,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT08M40.00S,2022-10-20T01:10:49.0Z,4,REGULAR,substitution,in,[],1631097,,,1610612754,81,99,2022-10-20T01:11:07Z,5600000,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT08M40.00S,2022-10-20T01:10:49.0Z,4,REGULAR,substitution,in,[],1630188,,,1610612754,81,99,2022-10-20T01:11:07Z,5610000,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT08M30.00S,2022-10-20T01:11:35.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,11.514454664914586,50.73529411764706,1610612754,83,99,2022-10-20T01:11:39Z,5620000,-4.0,56.0,1,left,J. Smith Layup (8 PTS) (T. Haliburton 5 AST),"[1630188, 1630169]",1610612754.0,IND,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,8.0,5.58,,,,T. Haliburton,1630169.0,5.0,,,,,
571,PT08M13.00S,2022-10-20T01:11:52.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630264,81.8166885676741,38.23529411764706,1610612764,83,99,2022-10-20T01:11:57Z,5640000,-59.0,118.0,1,right,MISS A. Gill 13' driving floating Shot,[1630264],1610612764.0,WAS,driving floating,,,Gill,A. Gill,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,13.22,,,,,,,,,,,
572,PT08M09.00S,2022-10-20T01:11:56.3Z,4,REGULAR,rebound,offensive,[],1629655,,,1610612764,83,99,2022-10-20T01:11:57Z,5650000,,,0,,D. Gafford REBOUND (Off:3 Def:3),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,571.0,,,6.0,3.0,3.0,,,,,,,,
573,PT08M09.00S,2022-10-20T01:11:56.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629655,94.40999984741211,50.0,1610612764,83,101,2022-10-20T01:11:56Z,5660000,0.0,0.0,1,right,D. Gafford tip Layup (12 PTS),[1629655],1610612764.0,WAS,tip,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Left,,,,,,Made,,12.0,0.0,,,,,,,,,,,
574,PT07M57.00S,2022-10-20T01:12:08.3Z,4,REGULAR,3pt,Jump Shot,[],1630537,26.757555847568987,85.29411764705883,1610612754,86,101,2022-10-20T01:12:34Z,5670000,-176.0,199.0,1,left,C. Duarte 26' 3PT pullup (5 PTS) (B. Mathurin 1 AST),"[1630537, 1631097]",1610612754.0,IND,pullup,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,5.0,26.6,,,,B. Mathurin,1631097.0,1.0,,,,,
576,PT07M43.00S,2022-10-20T01:12:25.8Z,4,REGULAR,turnover,out-of-bounds,[],203115,,,1610612764,86,101,2022-10-20T01:14:16Z,5690000,,,0,,W. Barton lost ball out-of-bounds TURNOVER (2 TO),[203115],1610612764.0,WAS,lost ball,,,Barton,W. Barton,,,,,Above the Break 3,24+ Left Center,1628953.0,,,,,,,,,,,,,,,2.0,,,,
577,PT07M35.00S,2022-10-20T01:12:36.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630188,33.327858081471746,48.03921568627451,1610612754,89,101,2022-10-20T01:12:40Z,5700000,10.0,261.0,1,left,J. Smith 26' 3PT  (11 PTS) (T. Haliburton 6 AST),"[1630188, 1630169]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,,,,,,Made,,11.0,26.1,,,,T. Haliburton,1630169.0,6.0,,,,,
579,PT07M14.00S,2022-10-20T01:12:56.6Z,4,REGULAR,3pt,Jump Shot,[],1630264,93.77463863337714,95.09803921568627,1610612764,89,101,2022-10-20T01:13:00Z,5720000,225.0,6.0,1,right,MISS A. Gill 3PT,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,22.56,,,,,,,,,,,
580,PT07M12.00S,2022-10-20T01:12:58.6Z,4,REGULAR,rebound,defensive,[],1630188,,,1610612754,89,101,2022-10-20T01:13:00Z,5730000,,,0,,J. Smith REBOUND (Off:1 Def:5),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Right Corner 3,24+ Right,,,,,,,579.0,,,6.0,5.0,1.0,,,,,,,,
581,PT07M03.00S,2022-10-20T01:13:08.0Z,4,REGULAR,3pt,Jump Shot,[],1630188,31.09395532194481,34.80392156862745,1610612754,89,101,2022-10-20T01:13:11Z,5740000,76.0,240.0,1,left,MISS J. Smith 25' 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,25.16,,,,,,,,,,,
582,PT07M01.00S,2022-10-20T01:13:10.0Z,4,REGULAR,rebound,defensive,[],203115,,,1610612764,89,101,2022-10-20T01:13:11Z,5750000,,,0,,W. Barton REBOUND (Off:0 Def:1),[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,Above the Break 3,24+ Center,,,,,,,581.0,,,1.0,1.0,0.0,,,,,,,,
583,PT06M50.00S,2022-10-20T01:13:20.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203115,92.9862023653088,54.65686274509803,1610612764,89,101,2022-10-20T01:13:25Z,5760000,23.0,13.0,1,right,MISS W. Barton driving Layup,[203115],1610612764.0,WAS,driving,,,Barton,W. Barton,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.69,,,,,,,,,,,
584,PT06M49.00S,2022-10-20T01:13:21.2Z,4,REGULAR,rebound,offensive,[],1629655,,,1610612764,89,101,2022-10-20T01:13:41Z,5770000,,,0,,D. Gafford REBOUND (Off:4 Def:3),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,583.0,,,7.0,3.0,4.0,,,,,,,,
585,PT06M48.00S,2022-10-20T01:13:24.2Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629655,94.40999984741211,50.0,1610612764,89,101,2022-10-20T01:13:35Z,5780000,0.0,0.0,1,right,MISS D. Gafford tip Layup,[1629655],1610612764.0,WAS,tip,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,0.0,,,,,,,,,,,
586,PT06M47.00S,2022-10-20T01:13:25.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612754,89,101,2022-10-20T01:13:35Z,5790000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,585.0,,,,,,,,,,,,,
588,PT06M47.00S,2022-10-20T01:13:43.0Z,4,REGULAR,substitution,out,[],1629060,,,1610612754,89,101,2022-10-20T01:13:48Z,5810000,,,0,,SUB out: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT06M47.00S,2022-10-20T01:13:43.0Z,4,REGULAR,substitution,out,[],1630264,,,1610612754,89,101,2022-10-20T01:13:48Z,5820000,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT06M47.00S,2022-10-20T01:13:43.0Z,4,REGULAR,substitution,out,[],1629655,,,1610612754,89,101,2022-10-20T01:13:48Z,5830000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT06M47.00S,2022-10-20T01:13:43.0Z,4,REGULAR,substitution,in,[],203078,,,1610612754,89,101,2022-10-20T01:13:48Z,5840000,,,0,,SUB in: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT06M47.00S,2022-10-20T01:13:43.0Z,4,REGULAR,substitution,in,[],204001,,,1610612754,89,101,2022-10-20T01:13:48Z,5850000,,,0,,SUB in: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT06M47.00S,2022-10-20T01:13:43.0Z,4,REGULAR,substitution,in,[],1628398,,,1610612754,89,101,2022-10-20T01:13:48Z,5860000,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT06M47.00S,2022-10-20T01:14:42.1Z,4,REGULAR,substitution,out,[],1630537,,,1610612754,89,101,2022-10-20T01:14:49Z,5880000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT06M47.00S,2022-10-20T01:14:42.1Z,4,REGULAR,substitution,in,[],1630174,,,1610612754,89,101,2022-10-20T01:14:49Z,5890000,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT06M37.00S,2022-10-20T01:15:17.8Z,4,REGULAR,2pt,Jump Shot,[],1630169,7.046649145860711,21.07843137254902,1610612754,89,101,2022-10-20T01:15:22Z,5900000,145.0,14.0,1,left,MISS T. Haliburton 14' pullup Shot,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Right,,,,,,Missed,,,14.52,,,,,,,,,,,
598,PT06M34.00S,2022-10-20T01:15:20.8Z,4,REGULAR,rebound,offensive,[],1631097,,,1610612754,89,101,2022-10-20T01:15:20Z,5910000,,,0,,B. Mathurin REBOUND (Off:2 Def:4),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Mid-Range,8-16 Right,,,,,,,597.0,,,6.0,4.0,2.0,,,,,,,,
599,PT06M33.00S,2022-10-20T01:15:22.8Z,4,REGULAR,foul,personal,['2freethrow'],1628398,,,1610612754,89,101,2022-10-20T01:15:35Z,5920000,,,0,,K. Kuzma shooting personal FOUL (3 PF) (Mathurin 2 FT),"[1628398, 1631097]",1610612764.0,WAS,shooting,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,1628953.0,3.0,0.0,Mathurin,1631097.0,,,,,,,,,,,,,,,
601,PT06M33.00S,2022-10-20T01:15:45.5Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1631097,,,1610612754,89,101,2022-10-20T01:15:45Z,5940000,,,0,,MISS B. Mathurin Free Throw 1 of 2,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
602,PT06M33.00S,2022-10-20T01:15:45.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,89,101,2022-10-20T01:15:45Z,5950000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,601.0,,,,,,,,,,,,,
603,PT06M33.00S,2022-10-20T01:16:00.9Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1631097,,,1610612754,89,101,2022-10-20T01:16:00Z,5960000,,,0,,MISS B. Mathurin Free Throw 2 of 2,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
604,PT06M32.00S,2022-10-20T01:16:02.4Z,4,REGULAR,rebound,defensive,[],1628398,,,1610612764,89,101,2022-10-20T01:16:02Z,5970000,,,0,,K. Kuzma REBOUND (Off:0 Def:8),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,603.0,,,8.0,8.0,0.0,,,,,,,,
605,PT06M15.00S,2022-10-20T01:16:22.6Z,4,REGULAR,foul,personal,[],1630174,,,1610612764,89,101,2022-10-20T01:16:36Z,5980000,,,0,,A. Nesmith personal FOUL (3 PF),"[1630174, 204001]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Mid-Range,8-16 Left,1628953.0,3.0,0.0,Porzingis,204001.0,,,,,,,,,,,,,,,
607,PT06M09.00S,2022-10-20T01:16:45.1Z,4,REGULAR,3pt,Jump Shot,[],203078,79.71419185282524,92.64705882352942,1610612764,89,101,2022-10-20T01:16:50Z,6000000,213.0,138.0,1,right,MISS B. Beal 25' 3PT,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.41,,,,,,,,,,,
608,PT06M04.00S,2022-10-20T01:16:50.1Z,4,REGULAR,rebound,defensive,[],1631097,,,1610612754,89,101,2022-10-20T01:16:50Z,6010000,,,0,,B. Mathurin REBOUND (Off:2 Def:5),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,,,,,,,607.0,,,7.0,5.0,2.0,,,,,,,,
